ID;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;WoonWerkAfstand_2
24;Nederland, Buitenland, Niet in te delen;Groningen (PV);2017 december;261.3;
25;Nederland, Buitenland, Niet in te delen;Groningen (PV);2018 december;264.0;
26;Nederland, Buitenland, Niet in te delen;Groningen (PV);2019 december;267.3;
27;Nederland, Buitenland, Niet in te delen;Groningen (PV);2020 december;264.7;
28;Nederland, Buitenland, Niet in te delen;Fryslân (PV);2014 december;244.9;
29;Nederland, Buitenland, Niet in te delen;Fryslân (PV);2015 december;248.2;
30;Nederland, Buitenland, Niet in te delen;Fryslân (PV);2016 december;253.8;
31;Nederland, Buitenland, Niet in te delen;Fryslân (PV);2017 december;259.2;
32;Nederland, Buitenland, Niet in te delen;Fryslân (PV);2018 december;264.0;
33;Nederland, Buitenland, Niet in te delen;Fryslân (PV);2019 december;271.9;
34;Nederland, Buitenland, Niet in te delen;Fryslân (PV);2020 december;269.5;
35;Nederland, Buitenland, Niet in te delen;Drenthe (PV);2014 december;192.1;
36;Nederland, Buitenland, Niet in te delen;Drenthe (PV);2015 december;192.3;
37;Nederland, Buitenland, Niet in te delen;Drenthe (PV);2016 december;191.5;
38;Nederland, Buitenland, Niet in te delen;Drenthe (PV);2017 december;197.7;
39;Nederland, Buitenland, Niet in te delen;Drenthe (PV);2018 december;201.9;
40;Nederland, Buitenland, Niet in te delen;Drenthe (PV);2019 december;204.5;
41;Nederland, Buitenland, Niet in te delen;Drenthe (PV);2020 december;203.0;
42;Nederland, Buitenland, Niet in te delen;Overijssel (PV);2014 december;514.5;
43;Nederland, Buitenland, Niet in te delen;Overijssel (PV);2015 december;520.7;
44;Nederland, Buitenland, Niet in te delen;Overijssel (PV);2016 december;535.0;
45;Nederland, Buitenland, Niet in te delen;Overijssel (PV);2017 december;556.5;
46;Nederland, Buitenland, Niet in te delen;Overijssel (PV);2018 december;575.0;
47;Nederland, Buitenland, Niet in te delen;Overijssel (PV);2019 december;580.3;
48;Nederland, Buitenland, Niet in te delen;Overijssel (PV);2020 december;565.2;
49;Nederland, Buitenland, Niet in te delen;Flevoland (PV);2014 december;145.7;
50;Nederland, Buitenland, Niet in te delen;Flevoland (PV);2015 december;142.8;
51;Nederland, Buitenland, Niet in te delen;Flevoland (PV);2016 december;144.0;
52;Nederland, Buitenland, Niet in te delen;Flevoland (PV);2017 december;149.1;
53;Nederland, Buitenland, Niet in te delen;Flevoland (PV);2018 december;155.7;
54;Nederland, Buitenland, Niet in te delen;Flevoland (PV);2019 december;159.9;
55;Nederland, Buitenland, Niet in te delen;Flevoland (PV);2020 december;159.6;
56;Nederland, Buitenland, Niet in te delen;Gelderland (PV);2014 december;882.1;
57;Nederland, Buitenland, Niet in te delen;Gelderland (PV);2015 december;894.6;
58;Nederland, Buitenland, Niet in te delen;Gelderland (PV);2016 december;909.9;
59;Nederland, Buitenland, Niet in te delen;Gelderland (PV);2017 december;929.5;
60;Nederland, Buitenland, Niet in te delen;Gelderland (PV);2018 december;953.0;
61;Nederland, Buitenland, Niet in te delen;Gelderland (PV);2019 december;972.9;
62;Nederland, Buitenland, Niet in te delen;Gelderland (PV);2020 december;964.4;
63;Nederland, Buitenland, Niet in te delen;Utrecht (PV);2014 december;659.3;
64;Nederland, Buitenland, Niet in te delen;Utrecht (PV);2015 december;665.4;
65;Nederland, Buitenland, Niet in te delen;Utrecht (PV);2016 december;675.8;
66;Nederland, Buitenland, Niet in te delen;Utrecht (PV);2017 december;706.3;
67;Nederland, Buitenland, Niet in te delen;Utrecht (PV);2018 december;726.7;
68;Nederland, Buitenland, Niet in te delen;Utrecht (PV);2019 december;750.3;
69;Nederland, Buitenland, Niet in te delen;Utrecht (PV);2020 december;751.0;
70;Nederland, Buitenland, Niet in te delen;Noord-Holland (PV);2014 december;1412.1;
71;Nederland, Buitenland, Niet in te delen;Noord-Holland (PV);2015 december;1448.9;
72;Nederland, Buitenland, Niet in te delen;Noord-Holland (PV);2016 december;1455.3;
73;Nederland, Buitenland, Niet in te delen;Noord-Holland (PV);2017 december;1496.8;
74;Nederland, Buitenland, Niet in te delen;Noord-Holland (PV);2018 december;1546.9;
75;Nederland, Buitenland, Niet in te delen;Noord-Holland (PV);2019 december;1578.3;
76;Nederland, Buitenland, Niet in te delen;Noord-Holland (PV);2020 december;1515.6;
77;Nederland, Buitenland, Niet in te delen;Zuid-Holland (PV);2014 december;1600.9;
78;Nederland, Buitenland, Niet in te delen;Zuid-Holland (PV);2015 december;1623.0;
79;Nederland, Buitenland, Niet in te delen;Zuid-Holland (PV);2016 december;1659.8;
80;Nederland, Buitenland, Niet in te delen;Zuid-Holland (PV);2017 december;1693.0;
81;Nederland, Buitenland, Niet in te delen;Zuid-Holland (PV);2018 december;1733.5;
82;Nederland, Buitenland, Niet in te delen;Zuid-Holland (PV);2019 december;1743.9;
83;Nederland, Buitenland, Niet in te delen;Zuid-Holland (PV);2020 december;1725.7;
84;Nederland, Buitenland, Niet in te delen;Zeeland (PV);2014 december;148.9;
85;Nederland, Buitenland, Niet in te delen;Zeeland (PV);2015 december;147.8;
86;Nederland, Buitenland, Niet in te delen;Zeeland (PV);2016 december;150.2;
87;Nederland, Buitenland, Niet in te delen;Zeeland (PV);2017 december;152.0;
88;Nederland, Buitenland, Niet in te delen;Zeeland (PV);2018 december;156.9;
89;Nederland, Buitenland, Niet in te delen;Zeeland (PV);2019 december;159.8;
90;Nederland, Buitenland, Niet in te delen;Zeeland (PV);2020 december;156.4;
91;Nederland, Buitenland, Niet in te delen;Noord-Brabant (PV);2014 december;1187.6;
92;Nederland, Buitenland, Niet in te delen;Noord-Brabant (PV);2015 december;1213.4;
93;Nederland, Buitenland, Niet in te delen;Noord-Brabant (PV);2016 december;1237.6;
94;Nederland, Buitenland, Niet in te delen;Noord-Brabant (PV);2017 december;1275.7;
95;Nederland, Buitenland, Niet in te delen;Noord-Brabant (PV);2018 december;1304.2;
96;Nederland, Buitenland, Niet in te delen;Noord-Brabant (PV);2019 december;1325.2;
97;Nederland, Buitenland, Niet in te delen;Noord-Brabant (PV);2020 december;1298.3;
98;Nederland, Buitenland, Niet in te delen;Limburg (PV);2014 december;486.1;
99;Nederland, Buitenland, Niet in te delen;Limburg (PV);2015 december;489.4;
100;Nederland, Buitenland, Niet in te delen;Limburg (PV);2016 december;499.0;
101;Nederland, Buitenland, Niet in te delen;Limburg (PV);2017 december;516.8;
102;Nederland, Buitenland, Niet in te delen;Limburg (PV);2018 december;525.2;
103;Nederland, Buitenland, Niet in te delen;Limburg (PV);2019 december;529.6;
104;Nederland, Buitenland, Niet in te delen;Limburg (PV);2020 december;511.4;
105;Nederland, Buitenland, Niet in te delen;Oost-Groningen (CR);2014 december;45.6;
106;Nederland, Buitenland, Niet in te delen;Oost-Groningen (CR);2015 december;46.4;
107;Nederland, Buitenland, Niet in te delen;Oost-Groningen (CR);2016 december;45.5;
108;Nederland, Buitenland, Niet in te delen;Oost-Groningen (CR);2017 december;47.1;
109;Nederland, Buitenland, Niet in te delen;Oost-Groningen (CR);2018 december;44.7;
110;Nederland, Buitenland, Niet in te delen;Oost-Groningen (CR);2019 december;46.3;
111;Nederland, Buitenland, Niet in te delen;Oost-Groningen (CR);2020 december;46.4;
112;Nederland, Buitenland, Niet in te delen;Delfzijl en omgeving (CR);2014 december;16.9;
113;Nederland, Buitenland, Niet in te delen;Delfzijl en omgeving (CR);2015 december;15.4;
114;Nederland, Buitenland, Niet in te delen;Delfzijl en omgeving (CR);2016 december;16.3;
115;Nederland, Buitenland, Niet in te delen;Delfzijl en omgeving (CR);2017 december;15.8;
116;Nederland, Buitenland, Niet in te delen;Delfzijl en omgeving (CR);2018 december;15.8;
117;Nederland, Buitenland, Niet in te delen;Delfzijl en omgeving (CR);2019 december;15.8;
118;Nederland, Buitenland, Niet in te delen;Delfzijl en omgeving (CR);2020 december;15.9;
119;Nederland, Buitenland, Niet in te delen;Overig Groningen (CR);2014 december;181.7;
120;Nederland, Buitenland, Niet in te delen;Overig Groningen (CR);2015 december;183.5;
121;Nederland, Buitenland, Niet in te delen;Overig Groningen (CR);2016 december;190.2;
122;Nederland, Buitenland, Niet in te delen;Overig Groningen (CR);2017 december;198.5;
123;Nederland, Buitenland, Niet in te delen;Overig Groningen (CR);2018 december;203.5;
124;Nederland, Buitenland, Niet in te delen;Overig Groningen (CR);2019 december;205.2;
125;Nederland, Buitenland, Niet in te delen;Overig Groningen (CR);2020 december;202.3;
126;Nederland, Buitenland, Niet in te delen;Noord-Friesland (CR);2014 december;120.5;
127;Nederland, Buitenland, Niet in te delen;Noord-Friesland (CR);2015 december;122.1;
128;Nederland, Buitenland, Niet in te delen;Noord-Friesland (CR);2016 december;122.9;
129;Nederland, Buitenland, Niet in te delen;Noord-Friesland (CR);2017 december;124.0;
130;Nederland, Buitenland, Niet in te delen;Noord-Friesland (CR);2018 december;126.6;
131;Nederland, Buitenland, Niet in te delen;Noord-Friesland (CR);2019 december;130.8;
132;Nederland, Buitenland, Niet in te delen;Noord-Friesland (CR);2020 december;130.6;
133;Nederland, Buitenland, Niet in te delen;Zuidwest-Friesland (CR);2014 december;45.9;
134;Nederland, Buitenland, Niet in te delen;Zuidwest-Friesland (CR);2015 december;46.4;
135;Nederland, Buitenland, Niet in te delen;Zuidwest-Friesland (CR);2016 december;46.5;
136;Nederland, Buitenland, Niet in te delen;Zuidwest-Friesland (CR);2017 december;50.7;
137;Nederland, Buitenland, Niet in te delen;Zuidwest-Friesland (CR);2018 december;51.2;
138;Nederland, Buitenland, Niet in te delen;Zuidwest-Friesland (CR);2019 december;52.2;
139;Nederland, Buitenland, Niet in te delen;Zuidwest-Friesland (CR);2020 december;51.6;
140;Nederland, Buitenland, Niet in te delen;Zuidoost-Friesland (CR);2014 december;78.5;
141;Nederland, Buitenland, Niet in te delen;Zuidoost-Friesland (CR);2015 december;79.8;
142;Nederland, Buitenland, Niet in te delen;Zuidoost-Friesland (CR);2016 december;84.3;
143;Nederland, Buitenland, Niet in te delen;Zuidoost-Friesland (CR);2017 december;84.5;
144;Nederland, Buitenland, Niet in te delen;Zuidoost-Friesland (CR);2018 december;86.2;
145;Nederland, Buitenland, Niet in te delen;Zuidoost-Friesland (CR);2019 december;89.0;
146;Nederland, Buitenland, Niet in te delen;Zuidoost-Friesland (CR);2020 december;87.2;
147;Nederland, Buitenland, Niet in te delen;Noord-Drenthe (CR);2014 december;71.3;
148;Nederland, Buitenland, Niet in te delen;Noord-Drenthe (CR);2015 december;71.6;
149;Nederland, Buitenland, Niet in te delen;Noord-Drenthe (CR);2016 december;73.0;
150;Nederland, Buitenland, Niet in te delen;Noord-Drenthe (CR);2017 december;75.9;
151;Nederland, Buitenland, Niet in te delen;Noord-Drenthe (CR);2018 december;76.1;
152;Nederland, Buitenland, Niet in te delen;Noord-Drenthe (CR);2019 december;76.5;
153;Nederland, Buitenland, Niet in te delen;Noord-Drenthe (CR);2020 december;78.3;
154;Nederland, Buitenland, Niet in te delen;Zuidoost-Drenthe (CR);2014 december;59.7;
155;Nederland, Buitenland, Niet in te delen;Zuidoost-Drenthe (CR);2015 december;60.8;
156;Nederland, Buitenland, Niet in te delen;Zuidoost-Drenthe (CR);2016 december;59.1;
157;Nederland, Buitenland, Niet in te delen;Zuidoost-Drenthe (CR);2017 december;60.8;
158;Nederland, Buitenland, Niet in te delen;Zuidoost-Drenthe (CR);2018 december;62.9;
159;Nederland, Buitenland, Niet in te delen;Zuidoost-Drenthe (CR);2019 december;63.2;
160;Nederland, Buitenland, Niet in te delen;Zuidoost-Drenthe (CR);2020 december;61.3;
161;Nederland, Buitenland, Niet in te delen;Zuidwest-Drenthe (CR);2014 december;61.1;
162;Nederland, Buitenland, Niet in te delen;Zuidwest-Drenthe (CR);2015 december;59.9;
163;Nederland, Buitenland, Niet in te delen;Zuidwest-Drenthe (CR);2016 december;59.4;
164;Nederland, Buitenland, Niet in te delen;Zuidwest-Drenthe (CR);2017 december;60.9;
165;Nederland, Buitenland, Niet in te delen;Zuidwest-Drenthe (CR);2018 december;62.8;
166;Nederland, Buitenland, Niet in te delen;Zuidwest-Drenthe (CR);2019 december;64.8;
167;Nederland, Buitenland, Niet in te delen;Zuidwest-Drenthe (CR);2020 december;63.4;
168;Nederland, Buitenland, Niet in te delen;Noord-Overijssel (CR);2014 december;172.8;
169;Nederland, Buitenland, Niet in te delen;Noord-Overijssel (CR);2015 december;178.4;
170;Nederland, Buitenland, Niet in te delen;Noord-Overijssel (CR);2016 december;186.2;
171;Nederland, Buitenland, Niet in te delen;Noord-Overijssel (CR);2017 december;190.9;
172;Nederland, Buitenland, Niet in te delen;Noord-Overijssel (CR);2018 december;196.7;
173;Nederland, Buitenland, Niet in te delen;Noord-Overijssel (CR);2019 december;200.7;
174;Nederland, Buitenland, Niet in te delen;Noord-Overijssel (CR);2020 december;199.7;
175;Nederland, Buitenland, Niet in te delen;Zuidwest-Overijssel (CR);2014 december;69.0;
176;Nederland, Buitenland, Niet in te delen;Zuidwest-Overijssel (CR);2015 december;68.6;
177;Nederland, Buitenland, Niet in te delen;Zuidwest-Overijssel (CR);2016 december;70.0;
178;Nederland, Buitenland, Niet in te delen;Zuidwest-Overijssel (CR);2017 december;79.2;
179;Nederland, Buitenland, Niet in te delen;Zuidwest-Overijssel (CR);2018 december;81.4;
180;Nederland, Buitenland, Niet in te delen;Zuidwest-Overijssel (CR);2019 december;80.8;
181;Nederland, Buitenland, Niet in te delen;Zuidwest-Overijssel (CR);2020 december;69.9;
182;Nederland, Buitenland, Niet in te delen;Twente (CR);2014 december;272.6;
183;Nederland, Buitenland, Niet in te delen;Twente (CR);2015 december;273.6;
184;Nederland, Buitenland, Niet in te delen;Twente (CR);2016 december;278.8;
185;Nederland, Buitenland, Niet in te delen;Twente (CR);2017 december;286.4;
186;Nederland, Buitenland, Niet in te delen;Twente (CR);2018 december;296.9;
187;Nederland, Buitenland, Niet in te delen;Twente (CR);2019 december;298.8;
188;Nederland, Buitenland, Niet in te delen;Twente (CR);2020 december;295.6;
189;Nederland, Buitenland, Niet in te delen;Veluwe (CR);2014 december;308.5;
190;Nederland, Buitenland, Niet in te delen;Veluwe (CR);2015 december;311.3;
191;Nederland, Buitenland, Niet in te delen;Veluwe (CR);2016 december;318.0;
192;Nederland, Buitenland, Niet in te delen;Veluwe (CR);2017 december;326.9;
193;Nederland, Buitenland, Niet in te delen;Veluwe (CR);2018 december;335.2;
194;Nederland, Buitenland, Niet in te delen;Veluwe (CR);2019 december;342.8;
195;Nederland, Buitenland, Niet in te delen;Veluwe (CR);2020 december;341.8;
196;Nederland, Buitenland, Niet in te delen;Achterhoek (CR);2014 december;157.4;
197;Nederland, Buitenland, Niet in te delen;Achterhoek (CR);2015 december;162.2;
198;Nederland, Buitenland, Niet in te delen;Achterhoek (CR);2016 december;164.0;
199;Nederland, Buitenland, Niet in te delen;Achterhoek (CR);2017 december;163.7;
200;Nederland, Buitenland, Niet in te delen;Achterhoek (CR);2018 december;168.9;
201;Nederland, Buitenland, Niet in te delen;Achterhoek (CR);2019 december;172.5;
202;Nederland, Buitenland, Niet in te delen;Achterhoek (CR);2020 december;168.8;
203;Nederland, Buitenland, Niet in te delen;Arnhem/Nijmegen (CR);2014 december;315.8;
204;Nederland, Buitenland, Niet in te delen;Arnhem/Nijmegen (CR);2015 december;319.8;
205;Nederland, Buitenland, Niet in te delen;Arnhem/Nijmegen (CR);2016 december;326.6;
206;Nederland, Buitenland, Niet in te delen;Arnhem/Nijmegen (CR);2017 december;334.4;
207;Nederland, Buitenland, Niet in te delen;Arnhem/Nijmegen (CR);2018 december;341.5;
208;Nederland, Buitenland, Niet in te delen;Arnhem/Nijmegen (CR);2019 december;348.5;
209;Nederland, Buitenland, Niet in te delen;Arnhem/Nijmegen (CR);2020 december;343.3;
210;Nederland, Buitenland, Niet in te delen;Zuidwest-Gelderland (CR);2014 december;100.4;
211;Nederland, Buitenland, Niet in te delen;Zuidwest-Gelderland (CR);2015 december;101.4;
212;Nederland, Buitenland, Niet in te delen;Zuidwest-Gelderland (CR);2016 december;101.3;
213;Nederland, Buitenland, Niet in te delen;Zuidwest-Gelderland (CR);2017 december;104.4;
214;Nederland, Buitenland, Niet in te delen;Zuidwest-Gelderland (CR);2018 december;107.4;
215;Nederland, Buitenland, Niet in te delen;Zuidwest-Gelderland (CR);2019 december;109.2;
216;Nederland, Buitenland, Niet in te delen;Zuidwest-Gelderland (CR);2020 december;110.6;
217;Nederland, Buitenland, Niet in te delen;Utrecht (CR);2014 december;659.3;
218;Nederland, Buitenland, Niet in te delen;Utrecht (CR);2015 december;665.4;
219;Nederland, Buitenland, Niet in te delen;Utrecht (CR);2016 december;675.8;
220;Nederland, Buitenland, Niet in te delen;Utrecht (CR);2017 december;706.3;
221;Nederland, Buitenland, Niet in te delen;Utrecht (CR);2018 december;726.7;
222;Nederland, Buitenland, Niet in te delen;Utrecht (CR);2019 december;750.3;
223;Nederland, Buitenland, Niet in te delen;Utrecht (CR);2020 december;751.0;
224;Nederland, Buitenland, Niet in te delen;Kop van Noord-Holland (CR);2014 december;138.3;
225;Nederland, Buitenland, Niet in te delen;Kop van Noord-Holland (CR);2015 december;139.5;
226;Nederland, Buitenland, Niet in te delen;Kop van Noord-Holland (CR);2016 december;141.3;
227;Nederland, Buitenland, Niet in te delen;Kop van Noord-Holland (CR);2017 december;143.6;
228;Nederland, Buitenland, Niet in te delen;Kop van Noord-Holland (CR);2018 december;147.0;
229;Nederland, Buitenland, Niet in te delen;Kop van Noord-Holland (CR);2019 december;149.5;
230;Nederland, Buitenland, Niet in te delen;Kop van Noord-Holland (CR);2020 december;146.8;
231;Nederland, Buitenland, Niet in te delen;Alkmaar en omgeving (CR);2014 december;93.4;
232;Nederland, Buitenland, Niet in te delen;Alkmaar en omgeving (CR);2015 december;97.0;
233;Nederland, Buitenland, Niet in te delen;Alkmaar en omgeving (CR);2016 december;97.6;
234;Nederland, Buitenland, Niet in te delen;Alkmaar en omgeving (CR);2017 december;98.9;
235;Nederland, Buitenland, Niet in te delen;Alkmaar en omgeving (CR);2018 december;100.5;
236;Nederland, Buitenland, Niet in te delen;Alkmaar en omgeving (CR);2019 december;100.8;
237;Nederland, Buitenland, Niet in te delen;Alkmaar en omgeving (CR);2020 december;102.0;
238;Nederland, Buitenland, Niet in te delen;IJmond (CR);2014 december;70.8;
239;Nederland, Buitenland, Niet in te delen;IJmond (CR);2015 december;70.6;
240;Nederland, Buitenland, Niet in te delen;IJmond (CR);2016 december;70.8;
241;Nederland, Buitenland, Niet in te delen;IJmond (CR);2017 december;70.7;
242;Nederland, Buitenland, Niet in te delen;IJmond (CR);2018 december;73.1;
243;Nederland, Buitenland, Niet in te delen;IJmond (CR);2019 december;72.6;
244;Nederland, Buitenland, Niet in te delen;IJmond (CR);2020 december;72.1;
245;Nederland, Buitenland, Niet in te delen;Agglomeratie Haarlem (CR);2014 december;81.4;
246;Nederland, Buitenland, Niet in te delen;Agglomeratie Haarlem (CR);2015 december;82.5;
247;Nederland, Buitenland, Niet in te delen;Agglomeratie Haarlem (CR);2016 december;83.5;
248;Nederland, Buitenland, Niet in te delen;Agglomeratie Haarlem (CR);2017 december;84.6;
249;Nederland, Buitenland, Niet in te delen;Agglomeratie Haarlem (CR);2018 december;87.0;
250;Nederland, Buitenland, Niet in te delen;Agglomeratie Haarlem (CR);2019 december;86.5;
251;Nederland, Buitenland, Niet in te delen;Agglomeratie Haarlem (CR);2020 december;83.1;
252;Nederland, Buitenland, Niet in te delen;Zaanstreek (CR);2014 december;58.0;
253;Nederland, Buitenland, Niet in te delen;Zaanstreek (CR);2015 december;56.8;
254;Nederland, Buitenland, Niet in te delen;Zaanstreek (CR);2016 december;58.2;
255;Nederland, Buitenland, Niet in te delen;Zaanstreek (CR);2017 december;56.6;
256;Nederland, Buitenland, Niet in te delen;Zaanstreek (CR);2018 december;61.6;
257;Nederland, Buitenland, Niet in te delen;Zaanstreek (CR);2019 december;63.2;
258;Nederland, Buitenland, Niet in te delen;Zaanstreek (CR);2020 december;62.9;
259;Nederland, Buitenland, Niet in te delen;Groot-Amsterdam (CR);2014 december;867.9;
260;Nederland, Buitenland, Niet in te delen;Groot-Amsterdam (CR);2015 december;897.5;
261;Nederland, Buitenland, Niet in te delen;Groot-Amsterdam (CR);2016 december;898.8;
262;Nederland, Buitenland, Niet in te delen;Groot-Amsterdam (CR);2017 december;934.3;
263;Nederland, Buitenland, Niet in te delen;Groot-Amsterdam (CR);2018 december;967.0;
264;Nederland, Buitenland, Niet in te delen;Groot-Amsterdam (CR);2019 december;994.9;
265;Nederland, Buitenland, Niet in te delen;Groot-Amsterdam (CR);2020 december;942.7;
266;Nederland, Buitenland, Niet in te delen;Het Gooi en Vechtstreek (CR);2014 december;102.4;
267;Nederland, Buitenland, Niet in te delen;Het Gooi en Vechtstreek (CR);2015 december;104.9;
268;Nederland, Buitenland, Niet in te delen;Het Gooi en Vechtstreek (CR);2016 december;105.1;
269;Nederland, Buitenland, Niet in te delen;Het Gooi en Vechtstreek (CR);2017 december;108.0;
270;Nederland, Buitenland, Niet in te delen;Het Gooi en Vechtstreek (CR);2018 december;110.6;
271;Nederland, Buitenland, Niet in te delen;Het Gooi en Vechtstreek (CR);2019 december;110.8;
272;Nederland, Buitenland, Niet in te delen;Het Gooi en Vechtstreek (CR);2020 december;106.0;
273;Nederland, Buitenland, Niet in te delen;Agglomeratie Leiden en Bollenstreek (CR);2014 december;167.3;
274;Nederland, Buitenland, Niet in te delen;Agglomeratie Leiden en Bollenstreek (CR);2015 december;169.5;
275;Nederland, Buitenland, Niet in te delen;Agglomeratie Leiden en Bollenstreek (CR);2016 december;172.6;
276;Nederland, Buitenland, Niet in te delen;Agglomeratie Leiden en Bollenstreek (CR);2017 december;175.8;
277;Nederland, Buitenland, Niet in te delen;Agglomeratie Leiden en Bollenstreek (CR);2018 december;177.9;
278;Nederland, Buitenland, Niet in te delen;Agglomeratie Leiden en Bollenstreek (CR);2019 december;180.7;
279;Nederland, Buitenland, Niet in te delen;Agglomeratie Leiden en Bollenstreek (CR);2020 december;181.8;
280;Nederland, Buitenland, Niet in te delen;Agglomeratie 's-Gravenhage (CR);2014 december;381.8;
281;Nederland, Buitenland, Niet in te delen;Agglomeratie 's-Gravenhage (CR);2015 december;387.2;
282;Nederland, Buitenland, Niet in te delen;Agglomeratie 's-Gravenhage (CR);2016 december;395.7;
283;Nederland, Buitenland, Niet in te delen;Agglomeratie 's-Gravenhage (CR);2017 december;397.0;
284;Nederland, Buitenland, Niet in te delen;Agglomeratie 's-Gravenhage (CR);2018 december;402.2;
285;Nederland, Buitenland, Niet in te delen;Agglomeratie 's-Gravenhage (CR);2019 december;413.5;
286;Nederland, Buitenland, Niet in te delen;Agglomeratie 's-Gravenhage (CR);2020 december;409.0;
287;Nederland, Buitenland, Niet in te delen;Delft en Westland (CR);2014 december;118.4;
288;Nederland, Buitenland, Niet in te delen;Delft en Westland (CR);2015 december;120.4;
289;Nederland, Buitenland, Niet in te delen;Delft en Westland (CR);2016 december;125.5;
290;Nederland, Buitenland, Niet in te delen;Delft en Westland (CR);2017 december;133.5;
291;Nederland, Buitenland, Niet in te delen;Delft en Westland (CR);2018 december;137.5;
292;Nederland, Buitenland, Niet in te delen;Delft en Westland (CR);2019 december;138.8;
293;Nederland, Buitenland, Niet in te delen;Delft en Westland (CR);2020 december;138.9;
294;Nederland, Buitenland, Niet in te delen;Oost-Zuid-Holland (CR);2014 december;118.5;
295;Nederland, Buitenland, Niet in te delen;Oost-Zuid-Holland (CR);2015 december;124.9;
296;Nederland, Buitenland, Niet in te delen;Oost-Zuid-Holland (CR);2016 december;125.3;
297;Nederland, Buitenland, Niet in te delen;Oost-Zuid-Holland (CR);2017 december;129.8;
298;Nederland, Buitenland, Niet in te delen;Oost-Zuid-Holland (CR);2018 december;130.8;
299;Nederland, Buitenland, Niet in te delen;Oost-Zuid-Holland (CR);2019 december;132.9;
300;Nederland, Buitenland, Niet in te delen;Oost-Zuid-Holland (CR);2020 december;130.6;
301;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2014 december;644.7;
302;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2015 december;648.8;
303;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2016 december;664.4;
304;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2017 december;675.2;
305;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2018 december;698.8;
306;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2019 december;700.4;
307;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2020 december;690.5;
308;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2014 december;170.2;
309;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2015 december;172.2;
310;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2016 december;176.3;
311;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2017 december;181.7;
312;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2018 december;186.2;
313;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2019 december;177.5;
314;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2020 december;174.9;
315;Nederland, Buitenland, Niet in te delen;Zeeuwsch-Vlaanderen (CR);2014 december;42.3;
