ID;NGEKlassen;Bedrijfstypen;Perioden;AantalBedrijven_1;OppervlakteCultuurgrond_2;EconomischeOmvangNGE_3
48;Alle NGE-klassen;Maaidors/hakvruchtenbedrijven;2008;1235;47743;52163
49;Alle NGE-klassen;Maaidors/hakvruchtenbedrijven;2009;1120;43261;47258
50;Alle NGE-klassen;Akkerbouwgroentebedrijven;2000;130;1626;3691
51;Alle NGE-klassen;Akkerbouwgroentebedrijven;2001;125;2469;5328
52;Alle NGE-klassen;Akkerbouwgroentebedrijven;2002;155;2928;6316
53;Alle NGE-klassen;Akkerbouwgroentebedrijven;2003;160;3791;7552
54;Alle NGE-klassen;Akkerbouwgroentebedrijven;2004;145;3051;5907
55;Alle NGE-klassen;Akkerbouwgroentebedrijven;2005;130;3450;6202
56;Alle NGE-klassen;Akkerbouwgroentebedrijven;2006;150;3821;7048
57;Alle NGE-klassen;Akkerbouwgroentebedrijven;2007;140;3887;6602
58;Alle NGE-klassen;Akkerbouwgroentebedrijven;2008;165;4559;8501
59;Alle NGE-klassen;Akkerbouwgroentebedrijven;2009;190;4653;8670
60;Alle NGE-klassen;Overige hakvruchtenbedrijven;2000;4395;206664;361364
61;Alle NGE-klassen;Overige hakvruchtenbedrijven;2001;3945;190724;312504
62;Alle NGE-klassen;Overige hakvruchtenbedrijven;2002;3700;184448;305834
63;Alle NGE-klassen;Overige hakvruchtenbedrijven;2003;3555;184726;287736
64;Alle NGE-klassen;Overige hakvruchtenbedrijven;2004;3600;190813;299513
65;Alle NGE-klassen;Overige hakvruchtenbedrijven;2005;3325;179929;267303
66;Alle NGE-klassen;Overige hakvruchtenbedrijven;2006;3240;179542;271872
67;Alle NGE-klassen;Overige hakvruchtenbedrijven;2007;3155;178508;269916
68;Alle NGE-klassen;Overige hakvruchtenbedrijven;2008;2835;170931;259944
69;Alle NGE-klassen;Overige hakvruchtenbedrijven;2009;2840;172464;262179
70;Alle NGE-klassen;Overige akkerbouwbedrijven;2000;2630;47619;56211
71;Alle NGE-klassen;Overige akkerbouwbedrijven;2001;2600;54167;61631
72;Alle NGE-klassen;Overige akkerbouwbedrijven;2002;2690;58222;66768
73;Alle NGE-klassen;Overige akkerbouwbedrijven;2003;3125;71504;81559
74;Alle NGE-klassen;Overige akkerbouwbedrijven;2004;3325;74708;85503
75;Alle NGE-klassen;Overige akkerbouwbedrijven;2005;3425;80930;87171
76;Alle NGE-klassen;Overige akkerbouwbedrijven;2006;3610;79197;85588
77;Alle NGE-klassen;Overige akkerbouwbedrijven;2007;3205;75054;79051
78;Alle NGE-klassen;Overige akkerbouwbedrijven;2008;3290;79884;84054
79;Alle NGE-klassen;Overige akkerbouwbedrijven;2009;3285;80136;83807
80;Alle NGE-klassen;Tuinbouwbedrijven (groep);2000;13330;69953;2328714
81;Alle NGE-klassen;Tuinbouwbedrijven (groep);2001;12375;69370;2379970
82;Alle NGE-klassen;Tuinbouwbedrijven (groep);2002;11880;70779;2399014
83;Alle NGE-klassen;Tuinbouwbedrijven (groep);2003;11420;74492;2395916
84;Alle NGE-klassen;Tuinbouwbedrijven (groep);2004;10830;72618;2389202
85;Alle NGE-klassen;Tuinbouwbedrijven (groep);2005;10320;70268;2527447
86;Alle NGE-klassen;Tuinbouwbedrijven (groep);2006;9745;72664;2562496
87;Alle NGE-klassen;Tuinbouwbedrijven (groep);2007;9055;72461;2463316
88;Alle NGE-klassen;Tuinbouwbedrijven (groep);2008;8540;74031;2465348
89;Alle NGE-klassen;Tuinbouwbedrijven (groep);2009;7965;71245;2484728
90;Alle NGE-klassen;Opengrondsgroentebedrijven;2000;1500;16274;99867
91;Alle NGE-klassen;Opengrondsgroentebedrijven;2001;1345;16105;94297
92;Alle NGE-klassen;Opengrondsgroentebedrijven;2002;1315;16810;100730
93;Alle NGE-klassen;Opengrondsgroentebedrijven;2003;1290;18641;108627
94;Alle NGE-klassen;Opengrondsgroentebedrijven;2004;1205;17944;105739
95;Alle NGE-klassen;Opengrondsgroentebedrijven;2005;1155;17178;104259
96;Alle NGE-klassen;Opengrondsgroentebedrijven;2006;1125;19029;121069
97;Alle NGE-klassen;Opengrondsgroentebedrijven;2007;1055;20424;122822
98;Alle NGE-klassen;Opengrondsgroentebedrijven;2008;1040;20564;119601
99;Alle NGE-klassen;Opengrondsgroentebedrijven;2009;975;19965;118953
100;Alle NGE-klassen;Glasgroentebedrijven;2000;2645;6835;560802
101;Alle NGE-klassen;Glasgroentebedrijven;2001;2455;6642;607181
102;Alle NGE-klassen;Glasgroentebedrijven;2002;2335;6206;617559
103;Alle NGE-klassen;Glasgroentebedrijven;2003;2185;6166;567761
104;Alle NGE-klassen;Glasgroentebedrijven;2004;2050;6031;586075
105;Alle NGE-klassen;Glasgroentebedrijven;2005;1955;6007;685794
106;Alle NGE-klassen;Glasgroentebedrijven;2006;1845;5823;705665
107;Alle NGE-klassen;Glasgroentebedrijven;2007;1710;5831;701134
108;Alle NGE-klassen;Glasgroentebedrijven;2008;1570;6137;716647
109;Alle NGE-klassen;Glasgroentebedrijven;2009;1465;6412;748615
110;Alle NGE-klassen;Overige groentebedrijven;2000;245;1988;19961
111;Alle NGE-klassen;Overige groentebedrijven;2001;230;1976;19883
112;Alle NGE-klassen;Overige groentebedrijven;2002;195;1557;16840
113;Alle NGE-klassen;Overige groentebedrijven;2003;200;1601;17625
114;Alle NGE-klassen;Overige groentebedrijven;2004;185;1557;16115
115;Alle NGE-klassen;Overige groentebedrijven;2005;180;1515;18095
116;Alle NGE-klassen;Overige groentebedrijven;2006;170;1460;18204
117;Alle NGE-klassen;Overige groentebedrijven;2007;145;1223;13882
118;Alle NGE-klassen;Overige groentebedrijven;2008;140;1531;17351
119;Alle NGE-klassen;Overige groentebedrijven;2009;120;1349;15863
120;Alle NGE-klassen;Opengrondsbloem(bollen)bedrijven;2000;2275;29370;385719
121;Alle NGE-klassen;Opengrondsbloem(bollen)bedrijven;2001;2070;29372;348312
122;Alle NGE-klassen;Opengrondsbloem(bollen)bedrijven;2002;2050;31504;378137
123;Alle NGE-klassen;Opengrondsbloem(bollen)bedrijven;2003;2000;32667;395664
124;Alle NGE-klassen;Opengrondsbloem(bollen)bedrijven;2004;1970;32499;385344
125;Alle NGE-klassen;Opengrondsbloem(bollen)bedrijven;2005;1900;30920;374780
126;Alle NGE-klassen;Opengrondsbloem(bollen)bedrijven;2006;1830;31948;388668
127;Alle NGE-klassen;Opengrondsbloem(bollen)bedrijven;2007;1735;30865;353512
128;Alle NGE-klassen;Opengrondsbloem(bollen)bedrijven;2008;1700;31888;363881
129;Alle NGE-klassen;Opengrondsbloem(bollen)bedrijven;2009;1630;30039;350447
130;Alle NGE-klassen;Glasbloemenbedrijven;2000;5260;8950;1029193
131;Alle NGE-klassen;Glasbloemenbedrijven;2001;4945;8653;1085960
132;Alle NGE-klassen;Glasbloemenbedrijven;2002;4745;8082;1082194
133;Alle NGE-klassen;Glasbloemenbedrijven;2003;4575;8353;1093700
134;Alle NGE-klassen;Glasbloemenbedrijven;2004;4345;7914;1088020
135;Alle NGE-klassen;Glasbloemenbedrijven;2005;4125;7589;1142753
136;Alle NGE-klassen;Glasbloemenbedrijven;2006;3815;6703;1119920
137;Alle NGE-klassen;Glasbloemenbedrijven;2007;3555;6946;1062599
138;Alle NGE-klassen;Glasbloemenbedrijven;2008;3260;6734;1026441
139;Alle NGE-klassen;Glasbloemenbedrijven;2009;3000;6461;1022085
140;Alle NGE-klassen;Overige bloemenbedrijven;2000;600;3405;74152
141;Alle NGE-klassen;Overige bloemenbedrijven;2001;620;3623;79923
142;Alle NGE-klassen;Overige bloemenbedrijven;2002;580;3565;76000
143;Alle NGE-klassen;Overige bloemenbedrijven;2003;560;3767;83833
144;Alle NGE-klassen;Overige bloemenbedrijven;2004;540;3812;84390
145;Alle NGE-klassen;Overige bloemenbedrijven;2005;530;4210;92867
146;Alle NGE-klassen;Overige bloemenbedrijven;2006;505;3821;91958
147;Alle NGE-klassen;Overige bloemenbedrijven;2007;465;4159;92749
148;Alle NGE-klassen;Overige bloemenbedrijven;2008;460;3981;95240
149;Alle NGE-klassen;Overige bloemenbedrijven;2009;435;4167;96590
150;Alle NGE-klassen;Paddenstoelbedrijven;2000;515;575;120780
151;Alle NGE-klassen;Paddenstoelbedrijven;2001;480;541;110465
152;Alle NGE-klassen;Paddenstoelbedrijven;2002;440;432;93035
153;Alle NGE-klassen;Paddenstoelbedrijven;2003;400;389;92614
154;Alle NGE-klassen;Paddenstoelbedrijven;2004;350;353;89644
155;Alle NGE-klassen;Paddenstoelbedrijven;2005;315;307;76489
156;Alle NGE-klassen;Paddenstoelbedrijven;2006;285;272;78655
157;Alle NGE-klassen;Paddenstoelbedrijven;2007;245;240;80912
158;Alle NGE-klassen;Paddenstoelbedrijven;2008;235;185;90807
159;Alle NGE-klassen;Paddenstoelbedrijven;2009;205;148;97379
160;Alle NGE-klassen;Overige tuinbouwbedrijven;2000;285;2556;38240
161;Alle NGE-klassen;Overige tuinbouwbedrijven;2001;230;2458;33950
162;Alle NGE-klassen;Overige tuinbouwbedrijven;2002;220;2621;34520
163;Alle NGE-klassen;Overige tuinbouwbedrijven;2003;205;2907;36092
164;Alle NGE-klassen;Overige tuinbouwbedrijven;2004;190;2508;33875
165;Alle NGE-klassen;Overige tuinbouwbedrijven;2005;160;2542;32410
166;Alle NGE-klassen;Overige tuinbouwbedrijven;2006;180;3608;38357
167;Alle NGE-klassen;Overige tuinbouwbedrijven;2007;145;2773;35707
168;Alle NGE-klassen;Overige tuinbouwbedrijven;2008;140;3011;35381
169;Alle NGE-klassen;Overige tuinbouwbedrijven;2009;135;2704;34797
170;Alle NGE-klassen;Blijvende teeltbedrijven (groep);2000;5115;34906;363291
171;Alle NGE-klassen;Blijvende teeltbedrijven (groep);2001;4890;35085;366769
172;Alle NGE-klassen;Blijvende teeltbedrijven (groep);2002;4725;33825;370614
173;Alle NGE-klassen;Blijvende teeltbedrijven (groep);2003;4635;33742;405585
174;Alle NGE-klassen;Blijvende teeltbedrijven (groep);2004;4540;34738;428813
175;Alle NGE-klassen;Blijvende teeltbedrijven (groep);2005;4490;35646;464778
176;Alle NGE-klassen;Blijvende teeltbedrijven (groep);2006;4450;37213;495124
177;Alle NGE-klassen;Blijvende teeltbedrijven (groep);2007;4450;39552;551347
178;Alle NGE-klassen;Blijvende teeltbedrijven (groep);2008;4330;40962;568922
179;Alle NGE-klassen;Blijvende teeltbedrijven (groep);2009;4255;41433;597383
180;Alle NGE-klassen;Fruitbedrijven;2000;2210;20578;121940
181;Alle NGE-klassen;Fruitbedrijven;2001;2040;19618;104174
182;Alle NGE-klassen;Fruitbedrijven;2002;1985;18944;104207
183;Alle NGE-klassen;Fruitbedrijven;2003;1870;18391;105430
184;Alle NGE-klassen;Fruitbedrijven;2004;1840;18695;107335
185;Alle NGE-klassen;Fruitbedrijven;2005;1810;18615;115494
186;Alle NGE-klassen;Fruitbedrijven;2006;1760;18934;118126
187;Alle NGE-klassen;Fruitbedrijven;2007;1795;19722;126503
188;Alle NGE-klassen;Fruitbedrijven;2008;1745;19899;128961
189;Alle NGE-klassen;Fruitbedrijven;2009;1715;20118;134554
190;Alle NGE-klassen;Boomkwekerijbedrijven;2000;2430;12695;188859
191;Alle NGE-klassen;Boomkwekerijbedrijven;2001;2390;13890;208593
192;Alle NGE-klassen;Boomkwekerijbedrijven;2002;2295;13246;210345
193;Alle NGE-klassen;Boomkwekerijbedrijven;2003;2300;13560;234836
194;Alle NGE-klassen;Boomkwekerijbedrijven;2004;2260;14391;257456
195;Alle NGE-klassen;Boomkwekerijbedrijven;2005;2210;15465;276522
196;Alle NGE-klassen;Boomkwekerijbedrijven;2006;2250;16603;303311
197;Alle NGE-klassen;Boomkwekerijbedrijven;2007;2250;18495;354042
198;Alle NGE-klassen;Boomkwekerijbedrijven;2008;2190;19674;370005
199;Alle NGE-klassen;Boomkwekerijbedrijven;2009;2150;19799;384901
200;Alle NGE-klassen;Overige blijvende teeltbedrijven;2000;475;1633;52492
201;Alle NGE-klassen;Overige blijvende teeltbedrijven;2001;465;1576;54003
202;Alle NGE-klassen;Overige blijvende teeltbedrijven;2002;440;1635;56062
203;Alle NGE-klassen;Overige blijvende teeltbedrijven;2003;465;1791;65319
204;Alle NGE-klassen;Overige blijvende teeltbedrijven;2004;440;1651;64023
205;Alle NGE-klassen;Overige blijvende teeltbedrijven;2005;470;1566;72762
206;Alle NGE-klassen;Overige blijvende teeltbedrijven;2006;440;1676;73687
207;Alle NGE-klassen;Overige blijvende teeltbedrijven;2007;410;1334;70802
208;Alle NGE-klassen;Overige blijvende teeltbedrijven;2008;395;1389;69956
209;Alle NGE-klassen;Overige blijvende teeltbedrijven;2009;390;1515;77928
210;Alle NGE-klassen;Graasdierbedrijven (groep);2000;47025;1114441;2815559
211;Alle NGE-klassen;Graasdierbedrijven (groep);2001;46155;1112504;2823933
212;Alle NGE-klassen;Graasdierbedrijven (groep);2002;44320;1120086;2726246
213;Alle NGE-klassen;Graasdierbedrijven (groep);2003;42955;1122510;2648974
214;Alle NGE-klassen;Graasdierbedrijven (groep);2004;42220;1121783;2633997
215;Alle NGE-klassen;Graasdierbedrijven (groep);2005;41055;1107273;2425483
216;Alle NGE-klassen;Graasdierbedrijven (groep);2006;39955;1101290;2393630
217;Alle NGE-klassen;Graasdierbedrijven (groep);2007;39125;1099779;2405282
218;Alle NGE-klassen;Graasdierbedrijven (groep);2008;38885;1117872;2495178
219;Alle NGE-klassen;Graasdierbedrijven (groep);2009;38300;1115112;2530387
220;Alle NGE-klassen;Sterk gespecialiseerde melkveebedrijven;2000;22435;769294;2066684
221;Alle NGE-klassen;Sterk gespecialiseerde melkveebedrijven;2001;21740;780446;2104367
222;Alle NGE-klassen;Sterk gespecialiseerde melkveebedrijven;2002;20620;782211;2008217
223;Alle NGE-klassen;Sterk gespecialiseerde melkveebedrijven;2003;20645;799596;1993482
224;Alle NGE-klassen;Sterk gespecialiseerde melkveebedrijven;2004;20125;798893;1978616
225;Alle NGE-klassen;Sterk gespecialiseerde melkveebedrijven;2005;19480;799356;1818315
226;Alle NGE-klassen;Sterk gespecialiseerde melkveebedrijven;2006;18710;800687;1805226
227;Alle NGE-klassen;Sterk gespecialiseerde melkveebedrijven;2007;17890;786195;1800821
228;Alle NGE-klassen;Sterk gespecialiseerde melkveebedrijven;2008;17695;803574;1884769
229;Alle NGE-klassen;Sterk gespecialiseerde melkveebedrijven;2009;17490;812748;1928700
230;Alle NGE-klassen;Gespecialiseerde melkveebedrijven;2000;2550;82619;236779
231;Alle NGE-klassen;Gespecialiseerde melkveebedrijven;2001;2115;70543;199362
232;Alle NGE-klassen;Gespecialiseerde melkveebedrijven;2002;1990;71762;190840
233;Alle NGE-klassen;Gespecialiseerde melkveebedrijven;2003;1370;53871;134492
234;Alle NGE-klassen;Gespecialiseerde melkveebedrijven;2004;1350;53357;129977
235;Alle NGE-klassen;Gespecialiseerde melkveebedrijven;2005;1145;45327;101766
236;Alle NGE-klassen;Gespecialiseerde melkveebedrijven;2006;985;40329;87432
237;Alle NGE-klassen;Gespecialiseerde melkveebedrijven;2007;1005;42714;94210
238;Alle NGE-klassen;Gespecialiseerde melkveebedrijven;2008;895;38908;88051
239;Alle NGE-klassen;Gespecialiseerde melkveebedrijven;2009;835;38364;85480
240;Alle NGE-klassen;Kalvermesterijbedrijven;2000;1280;8096;77176
241;Alle NGE-klassen;Kalvermesterijbedrijven;2001;1165;8674;81778
242;Alle NGE-klassen;Kalvermesterijbedrijven;2002;1120;9530;82511
243;Alle NGE-klassen;Kalvermesterijbedrijven;2003;1165;10833;89499
244;Alle NGE-klassen;Kalvermesterijbedrijven;2004;1160;12199;93570
245;Alle NGE-klassen;Kalvermesterijbedrijven;2005;1135;11371;90090
246;Alle NGE-klassen;Kalvermesterijbedrijven;2006;1160;12206;94540
247;Alle NGE-klassen;Kalvermesterijbedrijven;2007;1240;14876;104303
248;Alle NGE-klassen;Kalvermesterijbedrijven;2008;1240;15612;111426
249;Alle NGE-klassen;Kalvermesterijbedrijven;2009;1175;15385;109558
250;Alle NGE-klassen;Overige rundveebedrijven;2000;3620;44928;96310
251;Alle NGE-klassen;Overige rundveebedrijven;2001;3565;45593;94982
252;Alle NGE-klassen;Overige rundveebedrijven;2002;2830;41682;86602
253;Alle NGE-klassen;Overige rundveebedrijven;2003;2010;30873;64593
254;Alle NGE-klassen;Overige rundveebedrijven;2004;2015;30240;62191
255;Alle NGE-klassen;Overige rundveebedrijven;2005;1770;28083;53459
256;Alle NGE-klassen;Overige rundveebedrijven;2006;1620;26573;46517
257;Alle NGE-klassen;Overige rundveebedrijven;2007;1330;23996;44529
258;Alle NGE-klassen;Overige rundveebedrijven;2008;1300;23125;40820
259;Alle NGE-klassen;Overige rundveebedrijven;2009;1275;23989;44067
260;Alle NGE-klassen;Schapenbedrijven;2000;805;5626;9384
261;Alle NGE-klassen;Schapenbedrijven;2001;715;4980;8803
262;Alle NGE-klassen;Schapenbedrijven;2002;565;4529;8046
263;Alle NGE-klassen;Schapenbedrijven;2003;355;2606;4259
264;Alle NGE-klassen;Schapenbedrijven;2004;365;2613;4586
265;Alle NGE-klassen;Schapenbedrijven;2005;350;2997;4605
266;Alle NGE-klassen;Schapenbedrijven;2006;280;2673;4012
267;Alle NGE-klassen;Schapenbedrijven;2007;190;1527;2522
268;Alle NGE-klassen;Schapenbedrijven;2008;195;1239;2101
269;Alle NGE-klassen;Schapenbedrijven;2009;185;1591;2140
270;Alle NGE-klassen;Rundvee/schapenbedrijven;2000;165;1558;2760
271;Alle NGE-klassen;Rundvee/schapenbedrijven;2001;150;1266;2332
272;Alle NGE-klassen;Rundvee/schapenbedrijven;2002;85;756;1429
273;Alle NGE-klassen;Rundvee/schapenbedrijven;2003;45;335;667
274;Alle NGE-klassen;Rundvee/schapenbedrijven;2004;50;428;755
275;Alle NGE-klassen;Rundvee/schapenbedrijven;2005;45;426;689
276;Alle NGE-klassen;Rundvee/schapenbedrijven;2006;45;493;838
277;Alle NGE-klassen;Rundvee/schapenbedrijven;2007;30;248;423
278;Alle NGE-klassen;Rundvee/schapenbedrijven;2008;30;320;504
279;Alle NGE-klassen;Rundvee/schapenbedrijven;2009;15;211;280
280;Alle NGE-klassen;Geitenbedrijven;2000;245;2870;14852
281;Alle NGE-klassen;Geitenbedrijven;2001;250;3116;13649
282;Alle NGE-klassen;Geitenbedrijven;2002;290;3937;17033
283;Alle NGE-klassen;Geitenbedrijven;2003;295;4168;18885
284;Alle NGE-klassen;Geitenbedrijven;2004;290;4274;20007
285;Alle NGE-klassen;Geitenbedrijven;2005;275;4002;16079
286;Alle NGE-klassen;Geitenbedrijven;2006;285;4235;17118
287;Alle NGE-klassen;Geitenbedrijven;2007;285;4404;18843
288;Alle NGE-klassen;Geitenbedrijven;2008;285;4438;20725
289;Alle NGE-klassen;Geitenbedrijven;2009;295;5030;23431
290;Alle NGE-klassen;Paard- en ponybedrijven;2000;4630;22416;98287
291;Alle NGE-klassen;Paard- en ponybedrijven;2001;4815;22940;101307
292;Alle NGE-klassen;Paard- en ponybedrijven;2002;5045;24064;108454
293;Alle NGE-klassen;Paard- en ponybedrijven;2003;5295;25164;107408
294;Alle NGE-klassen;Paard- en ponybedrijven;2004;5455;26879;111308
295;Alle NGE-klassen;Paard- en ponybedrijven;2005;5875;29586;127771
296;Alle NGE-klassen;Paard- en ponybedrijven;2006;5725;31763;127396
297;Alle NGE-klassen;Paard- en ponybedrijven;2007;5065;26111;103734
298;Alle NGE-klassen;Paard- en ponybedrijven;2008;5335;29908;114863
299;Alle NGE-klassen;Paard- en ponybedrijven;2009;5520;29523;118077
300;Alle NGE-klassen;Graslandbedrijven;2000;3125;64194;55629
301;Alle NGE-klassen;Graslandbedrijven;2001;3400;63557;57962
302;Alle NGE-klassen;Graslandbedrijven;2002;3480;59399;55133
303;Alle NGE-klassen;Graslandbedrijven;2003;3450;66665;61618
304;Alle NGE-klassen;Graslandbedrijven;2004;3415;65347;60259
305;Alle NGE-klassen;Graslandbedrijven;2005;3135;54016;48950
306;Alle NGE-klassen;Graslandbedrijven;2006;3010;50721;45573
307;Alle NGE-klassen;Graslandbedrijven;2007;3700;61524;60711
308;Alle NGE-klassen;Graslandbedrijven;2008;3740;69173;64584
309;Alle NGE-klassen;Graslandbedrijven;2009;3635;60746;58448
310;Alle NGE-klassen;Overige graasdierbedrijven;2000;8175;112840;157699
311;Alle NGE-klassen;Overige graasdierbedrijven;2001;8240;111389;159390
312;Alle NGE-klassen;Overige graasdierbedrijven;2002;8295;122216;167982
313;Alle NGE-klassen;Overige graasdierbedrijven;2003;8325;128400;174072
314;Alle NGE-klassen;Overige graasdierbedrijven;2004;8000;127552;172727
315;Alle NGE-klassen;Overige graasdierbedrijven;2005;7850;132109;163759
316;Alle NGE-klassen;Overige graasdierbedrijven;2006;8135;131610;164978
317;Alle NGE-klassen;Overige graasdierbedrijven;2007;8390;138183;175186
318;Alle NGE-klassen;Overige graasdierbedrijven;2008;8175;131574;167333
319;Alle NGE-klassen;Overige graasdierbedrijven;2009;7875;127526;160207
320;Alle NGE-klassen;Hokdierbedrijven (groep);2000;8195;49268;790129
321;Alle NGE-klassen;Hokdierbedrijven (groep);2001;7455;48595;750520
322;Alle NGE-klassen;Hokdierbedrijven (groep);2002;7020;47190;698215
323;Alle NGE-klassen;Hokdierbedrijven (groep);2003;5725;36433;506325
324;Alle NGE-klassen;Hokdierbedrijven (groep);2004;5720;37699;521458
325;Alle NGE-klassen;Hokdierbedrijven (groep);2005;5900;42247;571464
326;Alle NGE-klassen;Hokdierbedrijven (groep);2006;5765;41151;572849
327;Alle NGE-klassen;Hokdierbedrijven (groep);2007;5770;44740;618081
328;Alle NGE-klassen;Hokdierbedrijven (groep);2008;5545;44842;637258
329;Alle NGE-klassen;Hokdierbedrijven (groep);2009;5335;44496;658135
330;Alle NGE-klassen;Fokvarkensbedrijven;2000;2090;14053;217629
331;Alle NGE-klassen;Fokvarkensbedrijven;2001;1835;12739;197011
332;Alle NGE-klassen;Fokvarkensbedrijven;2002;1835;14119;193343
333;Alle NGE-klassen;Fokvarkensbedrijven;2003;1655;12393;160878
334;Alle NGE-klassen;Fokvarkensbedrijven;2004;1600;11830;162609
335;Alle NGE-klassen;Fokvarkensbedrijven;2005;1510;12226;163572
336;Alle NGE-klassen;Fokvarkensbedrijven;2006;1465;12190;166088
337;Alle NGE-klassen;Fokvarkensbedrijven;2007;1430;12890;176266
338;Alle NGE-klassen;Fokvarkensbedrijven;2008;1305;12254;174755
339;Alle NGE-klassen;Fokvarkensbedrijven;2009;1235;12057;179596
340;Alle NGE-klassen;Vleesvarkensbedrijven;2000;2415;9921;122582
341;Alle NGE-klassen;Vleesvarkensbedrijven;2001;2050;9381;109403
342;Alle NGE-klassen;Vleesvarkensbedrijven;2002;1970;9217;107033
343;Alle NGE-klassen;Vleesvarkensbedrijven;2003;1585;6353;63542
344;Alle NGE-klassen;Vleesvarkensbedrijven;2004;1535;6271;64346
345;Alle NGE-klassen;Vleesvarkensbedrijven;2005;1675;8325;86810
346;Alle NGE-klassen;Vleesvarkensbedrijven;2006;1695;8258;89755
347;Alle NGE-klassen;Vleesvarkensbedrijven;2007;1740;9808;106343
348;Alle NGE-klassen;Vleesvarkensbedrijven;2008;1775;10442;115041
349;Alle NGE-klassen;Vleesvarkensbedrijven;2009;1720;10898;120192
350;Alle NGE-klassen;Overige varkensbedrijven;2000;1550;15060;199456
