ID;AlleLeeftijden;Geslacht;RegioS2007;Perioden;TotaleBevolking_1;Autochtoon_2;Totaal1eEn2eGeneratie_3;k_1eGeneratie_4;k_2eGeneratie_5;Totaal1eEn2eGeneratie_6;k_1eGeneratie_7;k_2eGeneratie_8;Regiocode_9
29;Totaal over alle leeftijden;Mannen en vrouwen;Noord-Nederland (LD);2019;1717656;1512031;100000;37926;62074;105625;57547;48078;1
30;Totaal over alle leeftijden;Mannen en vrouwen;Noord-Nederland (LD);2020;1719353;1510393;100423;38204;62219;108537;58688;49849;1
31;Totaal over alle leeftijden;Mannen en vrouwen;Noord-Nederland (LD);2021;1721381;1509126;100918;38516;62402;111337;59752;51585;1
32;Totaal over alle leeftijden;Mannen en vrouwen;Noord-Nederland (LD);2022;1723079;1507560;101379;38857;62522;114140;60937;53203;1
33;Totaal over alle leeftijden;Mannen en vrouwen;Noord-Nederland (LD);2023;1724886;1506096;101817;39161;62656;116973;62136;54837;1
34;Totaal over alle leeftijden;Mannen en vrouwen;Noord-Nederland (LD);2024;1726361;1504471;102273;39501;62772;119617;63161;56456;1
35;Totaal over alle leeftijden;Mannen en vrouwen;Noord-Nederland (LD);2025;1728021;1502885;102698;39834;62864;122438;64332;58106;1
36;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2008;3472343;2939848;256339;92423;163916;276156;158131;118025;2
37;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2009;3479711;2940132;257204;92992;164212;282375;159742;122633;2
38;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2010;3487391;2940432;258176;93566;164610;288783;161612;127171;2
39;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2011;3495552;2940590;259389;94213;165176;295573;163738;131835;2
40;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2012;3502939;2940127;260533;94967;165566;302279;165872;136407;2
41;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2013;3510109;2939277;261891;96045;165846;308941;167940;141001;2
42;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2014;3516447;2937835;263089;96976;166113;315523;170058;145465;2
43;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2015;3522335;2936088;264182;97734;166448;322065;172399;149666;2
44;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2016;3528603;2934423;265525;98835;166690;328655;174737;153918;2
45;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2017;3534653;2932730;266833;99852;166981;335090;177245;157845;2
46;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2018;3540278;2930829;267872;100796;167076;341577;179737;161840;2
47;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2019;3545455;2928374;269163;101924;167239;347918;182244;165674;2
48;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2020;3550314;2925750;270385;102848;167537;354179;184747;169432;2
49;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2021;3554663;2922824;271388;103791;167597;360451;187120;173331;2
50;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2022;3559223;2920174;272716;104865;167851;366333;189631;176702;2
51;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2023;3563474;2917458;273835;105912;167923;372181;191939;180242;2
52;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2024;3567653;2914362;275021;107049;167972;378270;194278;183992;2
53;Totaal over alle leeftijden;Mannen en vrouwen;Oost-Nederland (LD);2025;3570759;2910383;276108;108128;167980;384268;196731;187537;2
54;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2008;7663683;5761756;740049;333575;406474;1161878;668816;493062;3
55;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2009;7685860;5766394;749551;339489;410062;1169915;664661;505254;3
56;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2010;7710627;5771847;760035;346422;413613;1178745;661652;517093;3
57;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2011;7736503;5777052;771514;354089;417425;1187937;659106;528831;3
58;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2012;7763312;5782451;783323;362006;421317;1197538;657050;540488;3
59;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2013;7790432;5788171;795397;369929;425468;1206864;655524;551340;3
60;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2014;7817288;5794085;807532;377852;429680;1215671;654052;561619;3
61;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2015;7843975;5799891;819553;385741;433812;1224531;652710;571821;3
62;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2016;7869425;5805141;831492;393269;438223;1232792;651566;581226;3
63;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2017;7894527;5809926;843169;400599;442570;1241432;650942;590490;3
64;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2018;7919365;5813904;855618;408072;447546;1249843;650477;599366;3
65;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2019;7943812;5818375;867474;415366;452108;1257963;650158;607805;3
66;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2020;7968008;5822394;879415;422609;456806;1266199;650172;616027;3
67;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2021;7991549;5825701;891581;430075;461506;1274267;650614;623653;3
68;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2022;8014351;5828139;903578;437310;466268;1282634;651045;631589;3
69;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2023;8036535;5829907;915695;444629;471066;1290933;651709;639224;3
70;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2024;8058542;5831531;927910;451925;475985;1299101;652627;646474;3
71;Totaal over alle leeftijden;Mannen en vrouwen;West-Nederland (LD);2025;8079357;5831989;940184;459229;480955;1307184;653370;653814;3
72;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2008;3539386;2945698;346654;128388;218266;247034;142260;104774;4
73;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2009;3534840;2936542;345310;128637;216673;252988;144603;108385;4
74;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2010;3530632;2927470;344094;129050;215044;259068;146949;112119;4
75;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2011;3527114;2918598;343423;129952;213471;265093;149065;116028;4
76;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2012;3524486;2910095;343279;131004;212275;271112;151133;119979;4
77;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2013;3521998;2902024;342976;132015;210961;276998;153183;123815;4
78;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2014;3520140;2894204;342700;133064;209636;283236;155591;127645;4
79;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2015;3518044;2886446;342533;134025;208508;289065;157888;131177;4
80;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2016;3516314;2878901;342271;134926;207345;295142;160419;134723;4
81;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2017;3514465;2871463;342212;135959;206253;300790;162490;138300;4
82;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2018;3512841;2864299;341975;137004;204971;306567;164935;141632;4
83;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2019;3511398;2857071;342039;137975;204064;312288;167323;144965;4
84;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2020;3510169;2850255;342090;139098;202992;317824;169692;148132;4
85;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2021;3509212;2843588;342205;140013;202192;323419;172066;151353;4
86;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2022;3508246;2837120;342287;141032;201255;328839;174332;154507;4
87;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2023;3507153;2830110;342647;142124;200523;334396;176785;157611;4
88;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2024;3505399;2822629;342946;143169;199777;339824;179177;160647;4
89;Totaal over alle leeftijden;Mannen en vrouwen;Zuid-Nederland (LD);2025;3504310;2815598;343486;144365;199121;345226;181620;163606;4
90;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2008;571703;499946;38913;16004;22909;32844;20137;12707;20
91;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2009;571448;498942;38834;15945;22889;33672;20383;13289;20
92;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2010;571527;498245;38817;15937;22880;34465;20657;13808;20
93;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2011;572111;497870;38941;15987;22954;35300;20919;14381;20
94;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2012;573088;497990;38996;16028;22968;36102;21237;14865;20
95;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2013;574070;498082;39059;16015;23044;36929;21522;15407;20
96;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2014;575255;498290;39192;16038;23154;37773;21824;15949;20
97;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2015;576598;498648;39319;16170;23149;38631;22146;16485;20
98;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2016;577947;498865;39454;16265;23189;39628;22552;17076;20
99;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2017;578932;498919;39591;16325;23266;40422;22889;17533;20
100;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2018;580170;499273;39625;16315;23310;41272;23190;18082;20
101;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2019;581339;499539;39699;16348;23351;42101;23592;18509;20
102;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2020;582753;499983;39817;16383;23434;42953;23866;19087;20
103;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2021;583907;500127;40000;16512;23488;43780;24184;19596;20
104;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2022;584999;500121;40171;16639;23532;44707;24596;20111;20
105;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2023;586082;500312;40261;16709;23552;45509;24943;20566;20
106;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2024;587062;500294;40452;16813;23639;46316;25234;21082;20
107;Totaal over alle leeftijden;Mannen en vrouwen;Groningen (PV);2025;587706;500014;40541;16907;23634;47151;25614;21537;20
108;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2008;644163;589394;30284;10952;19332;24485;14926;9559;21
109;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2009;644931;588992;30428;10948;19480;25511;15272;10239;21
110;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2010;645063;587810;30684;11016;19668;26569;15719;10850;21
111;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2011;645213;586715;30799;10983;19816;27699;16236;11463;21
112;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2012;645050;585500;30885;10978;19907;28665;16647;12018;21
113;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2013;644955;584174;31119;11053;20066;29662;17026;12636;21
114;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2014;644779;582893;31329;11099;20230;30557;17382;13175;21
115;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2015;644781;581581;31534;11139;20395;31666;17823;13843;21
116;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2016;644554;580235;31762;11245;20517;32557;18171;14386;21
117;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2017;644496;578935;31965;11286;20679;33596;18649;14947;21
118;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2018;644333;577673;32091;11331;20760;34569;18985;15584;21
119;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2019;644341;576496;32271;11407;20864;35574;19399;16175;21
120;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2020;644276;575186;32450;11552;20898;36640;19833;16807;21
121;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2021;644269;574031;32716;11630;21086;37522;20182;17340;21
122;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2022;644402;573071;32889;11699;21190;38442;20528;17914;21
123;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2023;644482;572044;32997;11787;21210;39441;20910;18531;21
124;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2024;644499;571046;33083;11912;21171;40370;21301;19069;21
125;Totaal over alle leeftijden;Mannen en vrouwen;Friesland (PV);2025;644584;569955;33300;12036;21264;41329;21674;19655;21
126;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2008;485770;442182;26838;9854;16984;16750;9739;7011;22
127;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2009;486393;441676;26913;9782;17131;17804;10195;7609;22
128;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2010;487345;441357;27088;9877;17211;18900;10631;8269;22
129;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2011;487816;440825;27094;9829;17265;19897;11079;8818;22
130;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2012;488335;440119;27266;9894;17372;20950;11521;9429;22
131;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2013;488862;439497;27398;9930;17468;21967;11960;10007;22
132;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2014;489327;438865;27478;9941;17537;22984;12396;10588;22
133;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2015;489585;438042;27636;9977;17659;23907;12819;11088;22
134;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2016;490100;437472;27708;9945;17763;24920;13228;11692;22
135;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2017;490789;436971;27880;10075;17805;25938;13674;12264;22
136;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2018;491302;436521;27915;10111;17804;26866;14120;12746;22
137;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2019;491976;435996;28030;10171;17859;27950;14556;13394;22
138;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2020;492324;435224;28156;10269;17887;28944;14989;13955;22
139;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2021;493205;434968;28202;10374;17828;30035;15386;14649;22
140;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2022;493678;434368;28319;10519;17800;30991;15813;15178;22
141;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2023;494322;433740;28559;10665;17894;32023;16283;15740;22
142;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2024;494800;433131;28738;10776;17962;32931;16626;16305;22
143;Totaal over alle leeftijden;Mannen en vrouwen;Drenthe (PV);2025;495731;432916;28857;10891;17966;33958;17044;16914;22
144;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2008;1118525;961012;77414;27456;49958;80099;46226;33873;23
145;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2009;1120321;961124;77583;27632;49951;81614;46643;34971;23
146;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2010;1122108;961169;77789;27787;50002;83150;47103;36047;23
147;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2011;1123539;960763;77900;27878;50022;84876;47690;37186;23
148;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2012;1124714;959979;78210;28020;50190;86525;48212;38313;23
149;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2013;1126402;959640;78432;28257;50175;88330;48772;39558;23
150;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2014;1127502;958910;78628;28500;50128;89964;49402;40562;23
151;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2015;1128589;957934;78863;28789;50074;91792;50082;41710;23
152;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2016;1129590;956966;79110;29078;50032;93514;50782;42732;23
153;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2017;1130676;955943;79371;29315;50056;95362;51570;43792;23
154;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2018;1131298;954793;79534;29550;49984;96971;52342;44629;23
155;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2019;1132454;953834;79759;29872;49887;98861;53212;45649;23
156;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2020;1133171;952443;80152;30253;49899;100576;53999;46577;23
157;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2021;1133724;950989;80358;30531;49827;102377;54692;47685;23
158;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2022;1134263;949686;80578;30893;49685;103999;55376;48623;23
159;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2023;1134582;948096;80858;31135;49723;105628;56069;49559;23
160;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2024;1134798;946476;81014;31481;49533;107308;56834;50474;23
161;Totaal over alle leeftijden;Mannen en vrouwen;Overijssel (PV);2025;1134569;944581;81091;31655;49436;108897;57607;51290;23
162;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2008;379386;281434;31192;12347;18845;66760;36648;30112;24
163;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2009;383741;283657;31794;12600;19194;68290;36771;31519;24
164;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2010;388002;285426;32524;12874;19650;70052;37159;32893;24
165;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2011;392247;287215;33196;13181;20015;71836;37550;34286;24
166;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2012;396489;289064;33864;13493;20371;73561;37884;35677;24
167;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2013;400933;290867;34564;13849;20715;75502;38333;37169;24
168;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2014;405682;292999;35364;14219;21145;77319;38712;38607;24
169;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2015;409857;294763;36050;14587;21463;79044;39089;39955;24
170;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2016;414278;296630;36874;14963;21911;80774;39703;41071;24
171;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2017;418828;298626;37607;15313;22294;82595;40278;42317;24
172;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2018;423046;300299;38365;15683;22682;84382;40819;43563;24
173;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2019;426929;301778;39183;16066;23117;85968;41381;44587;24
174;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2020;431019;303582;39890;16405;23485;87547;41775;45772;24
175;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2021;434814;305167;40650;16783;23867;88997;42187;46810;24
176;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2022;438613;306758;41400;17102;24298;90455;42717;47738;24
177;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2023;442444;308298;42206;17514;24692;91940;43208;48732;24
178;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2024;446516;309919;43101;17902;25199;93496;43638;49858;24
179;Totaal over alle leeftijden;Mannen en vrouwen;Flevoland (PV);2025;450436;311277;43960;18350;25610;95199;44263;50936;24
180;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2008;1974432;1697402;147733;52620;95113;129297;75257;54040;25
181;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2009;1975649;1695351;147827;52760;95067;132471;76328;56143;25
182;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2010;1977281;1693837;147863;52905;94958;135581;77350;58231;25
183;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2011;1979766;1692612;148293;53154;95139;138861;78498;60363;25
184;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2012;1981736;1691084;148459;53454;95005;142193;79776;62417;25
185;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2013;1982774;1688770;148895;53939;94956;145109;80835;64274;25
186;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2014;1983263;1685926;149097;54257;94840;148240;81944;66296;25
187;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2015;1983889;1683391;149269;54358;94911;151229;83228;68001;25
188;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2016;1984735;1680827;149541;54794;94747;154367;84252;70115;25
189;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2017;1985149;1678161;149855;55224;94631;157133;85397;71736;25
190;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2018;1985934;1675737;149973;55563;94410;160224;86576;73648;25
191;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2019;1986072;1672762;150221;55986;94235;163089;87651;75438;25
192;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2020;1986124;1669725;150343;56190;94153;166056;88973;77083;25
193;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2021;1986125;1666668;150380;56477;93903;169077;90241;78836;25
194;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2022;1986347;1663730;150738;56870;93868;171879;91538;80341;25
195;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2023;1986448;1661064;150771;57263;93508;174613;92662;81951;25
196;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2024;1986339;1657967;150906;57666;93240;177466;93806;83660;25
197;Totaal over alle leeftijden;Mannen en vrouwen;Gelderland (PV);2025;1985754;1654525;151057;58123;92934;180172;94861;85311;25
198;Totaal over alle leeftijden;Mannen en vrouwen;Utrecht (PV);2008;1195923;962147;98077;37146;60931;135699;75307;60392;26
199;Totaal over alle leeftijden;Mannen en vrouwen;Utrecht (PV);2009;1202917;965711;99071;37658;61413;138135;75969;62166;26
200;Totaal over alle leeftijden;Mannen en vrouwen;Utrecht (PV);2010;1210361;969726;100262;38211;62051;140373;76427;63946;26
201;Totaal over alle leeftijden;Mannen en vrouwen;Utrecht (PV);2011;1217561;973359;101493;38904;62589;142709;76960;65749;26
202;Totaal over alle leeftijden;Mannen en vrouwen;Utrecht (PV);2012;1225236;977259;102845;39659;63186;145132;77657;67475;26
203;Totaal over alle leeftijden;Mannen en vrouwen;Utrecht (PV);2013;1232751;981116;104183;40341;63842;147452;78186;69266;26
204;Totaal over alle leeftijden;Mannen en vrouwen;Utrecht (PV);2014;1240387;985092;105536;41176;64360;149759;78820;70939;26
205;Totaal over alle leeftijden;Mannen en vrouwen;Utrecht (PV);2015;1248272;989212;106903;42037;64866;152157;79411;72746;26
206;Totaal over alle leeftijden;Mannen en vrouwen;Utrecht (PV);2016;1255542;993058;108084;42692;65392;154400;80081;74319;26
