ID;TypeJeugdzorg;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;TotaalJongerenMetJeugdzorg_5;k_0Tot4Jaar_6;k_4Tot12Jaar_7;k_12Tot18Jaar_8;k_18Tot23Jaar_9;ThuiswonendKindInEenouderGezin_10;ThuiswonendKindInTweeouderGezin_11;AndereHuishoudens_12;TotaalJeugdzorgtrajecten_13;StabilisatieVanEenCrisissituatie_14;Diagnostiek_15;Begeleiden_16;Behandelen_17;GemeentelijkeToegang_18;Huisarts_19;Jeugdarts_20;GecertificeerdeInstelling_21;MedischSpecialist_22;RechterOfficierVanJustitie_23;GeenVerwijzer_24;VerwijzerOnbekend_25
55;Totaal jeugdzorg;Wijk 17 Gieten;2e halfjaar 2016;Aa en Hunze                             ;Wijk     ;WK168017  ;1.0;100.0;;40.0;55.0;;30.0;60.0;10.0;135.0;;;;100.0;15.0;60.0;;;;;;25.0
56;Totaal jeugdzorg;Wijk 17 Gieten;2016;Aa en Hunze                             ;Wijk     ;WK168017  ;1.0;110.0;;45.0;55.0;;35.0;65.0;10.0;150.0;;;;115.0;25.0;65.0;;;;;;25.0
57;Totaal jeugdzorg;Wijk 18 Gieterveen;1e halfjaar 2016;Aa en Hunze                             ;Wijk     ;WK168018  ;1.0;30.0;;10.0;20.0;;;25.0;;35.0;;;;30.0;;25.0;;;;;;10.0
58;Totaal jeugdzorg;Wijk 18 Gieterveen;2e halfjaar 2016;Aa en Hunze                             ;Wijk     ;WK168018  ;1.0;30.0;;10.0;15.0;;;25.0;;35.0;;;;30.0;;20.0;;;;;;10.0
59;Totaal jeugdzorg;Wijk 18 Gieterveen;2016;Aa en Hunze                             ;Wijk     ;WK168018  ;1.0;30.0;;10.0;20.0;;;25.0;;35.0;;;;30.0;;25.0;;;;;;10.0
60;Totaal jeugdzorg;Wijk 19 Rolde;1e halfjaar 2016;Aa en Hunze                             ;Wijk     ;WK168019  ;1.0;55.0;;20.0;30.0;;;40.0;10.0;65.0;;;;55.0;10.0;25.0;;;10.0;;;10.0
61;Totaal jeugdzorg;Wijk 19 Rolde;2e halfjaar 2016;Aa en Hunze                             ;Wijk     ;WK168019  ;1.0;60.0;;20.0;30.0;;;45.0;10.0;70.0;;;;60.0;10.0;25.0;;;10.0;;;10.0
62;Totaal jeugdzorg;Wijk 19 Rolde;2016;Aa en Hunze                             ;Wijk     ;WK168019  ;1.0;65.0;;25.0;35.0;;10.0;50.0;10.0;80.0;;;;65.0;10.0;30.0;;;10.0;;;10.0
63;Totaal jeugdzorg;Wijk 20 Grolloo;1e halfjaar 2016;Aa en Hunze                             ;Wijk     ;WK168020  ;1.0;10.0;;10.0;;;;;;10.0;;;;10.0;;;;;;;;
64;Totaal jeugdzorg;Wijk 20 Grolloo;2e halfjaar 2016;Aa en Hunze                             ;Wijk     ;WK168020  ;1.0;10.0;;10.0;;;;;;10.0;;;;10.0;;;;;;;;
65;Totaal jeugdzorg;Wijk 20 Grolloo;2016;Aa en Hunze                             ;Wijk     ;WK168020  ;1.0;10.0;;10.0;;;;;;15.0;;;;10.0;;;;;;;;
66;Totaal jeugdzorg;Wijk 21 Ekehaar;1e halfjaar 2016;Aa en Hunze                             ;Wijk     ;WK168021  ;1.0;;;;;;;;;;;;;;;;;;;;;
67;Totaal jeugdzorg;Wijk 21 Ekehaar;2e halfjaar 2016;Aa en Hunze                             ;Wijk     ;WK168021  ;1.0;10.0;;;;;;10.0;;10.0;;;;;;;;;;;;
68;Totaal jeugdzorg;Wijk 21 Ekehaar;2016;Aa en Hunze                             ;Wijk     ;WK168021  ;1.0;10.0;;;;;;10.0;;10.0;;;;;;;;;;;;
69;Totaal jeugdzorg;Aalburg;1e halfjaar 2016;Aalburg                                 ;Gemeente ;GM0738    ;;240.0;10.0;135.0;90.0;;35.0;185.0;20.0;305.0;;;75.0;200.0;115.0;100.0;;20.0;10.0;;;25.0
70;Totaal jeugdzorg;Aalburg;2e halfjaar 2016;Aalburg                                 ;Gemeente ;GM0738    ;;250.0;10.0;140.0;95.0;;35.0;200.0;20.0;315.0;;;70.0;220.0;115.0;105.0;15.0;20.0;15.0;;;20.0
71;Totaal jeugdzorg;Aalburg;2016;Aalburg                                 ;Gemeente ;GM0738    ;;310.0;10.0;175.0;120.0;;45.0;245.0;20.0;400.0;;;90.0;280.0;145.0;145.0;15.0;25.0;15.0;;;25.0
72;Totaal jeugdzorg;Wijk 00 Wijk en Aalburg;1e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073800  ;1.0;120.0;;65.0;45.0;;15.0;95.0;15.0;155.0;;;45.0;90.0;55.0;45.0;;15.0;;;;15.0
73;Totaal jeugdzorg;Wijk 00 Wijk en Aalburg;2e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073800  ;1.0;125.0;;65.0;50.0;;15.0;100.0;15.0;160.0;;;45.0;95.0;50.0;55.0;;10.0;;;;15.0
74;Totaal jeugdzorg;Wijk 00 Wijk en Aalburg;2016;Aalburg                                 ;Wijk     ;WK073800  ;1.0;145.0;;80.0;60.0;;15.0;115.0;15.0;195.0;;;50.0;120.0;65.0;70.0;;15.0;;;;15.0
75;Totaal jeugdzorg;Wijk 01 Veen;1e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073801  ;1.0;50.0;;20.0;20.0;;15.0;35.0;;60.0;;;10.0;40.0;25.0;20.0;;;;;;
76;Totaal jeugdzorg;Wijk 01 Veen;2e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073801  ;1.0;50.0;;30.0;20.0;;10.0;35.0;;65.0;;;10.0;50.0;25.0;15.0;;;;;;
77;Totaal jeugdzorg;Wijk 01 Veen;2016;Aalburg                                 ;Wijk     ;WK073801  ;1.0;65.0;;35.0;25.0;;15.0;50.0;;85.0;;;15.0;65.0;30.0;25.0;;;;;;
78;Totaal jeugdzorg;Wijk 02 Genderen;1e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073802  ;1.0;30.0;;20.0;10.0;;;25.0;;40.0;;;;30.0;15.0;15.0;;;;;;
79;Totaal jeugdzorg;Wijk 02 Genderen;2e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073802  ;1.0;30.0;;20.0;10.0;;;25.0;;40.0;;;;30.0;15.0;20.0;;;;;;
80;Totaal jeugdzorg;Wijk 02 Genderen;2016;Aalburg                                 ;Wijk     ;WK073802  ;1.0;35.0;;25.0;15.0;;;35.0;;50.0;;;;40.0;20.0;25.0;;;;;;
81;Totaal jeugdzorg;Wijk 03 Eethen;1e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073803  ;1.0;15.0;;10.0;;;;10.0;;15.0;;;;10.0;;;;;;;;
82;Totaal jeugdzorg;Wijk 03 Eethen;2e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073803  ;1.0;10.0;;;;;;10.0;;15.0;;;;10.0;;;;;;;;
83;Totaal jeugdzorg;Wijk 03 Eethen;2016;Aalburg                                 ;Wijk     ;WK073803  ;1.0;20.0;;10.0;;;;15.0;;20.0;;;;15.0;10.0;;;;;;;
84;Totaal jeugdzorg;Wijk 04 Meeuwen;1e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073804  ;1.0;10.0;;;;;;;;10.0;;;;;;;;;;;;
85;Totaal jeugdzorg;Wijk 04 Meeuwen;2e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073804  ;1.0;15.0;;;10.0;;;10.0;;15.0;;;;10.0;;10.0;;;;;;
86;Totaal jeugdzorg;Wijk 04 Meeuwen;2016;Aalburg                                 ;Wijk     ;WK073804  ;1.0;15.0;;;10.0;;;10.0;;15.0;;;;10.0;;10.0;;;;;;
87;Totaal jeugdzorg;Wijk 05 Drongelen;1e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073805  ;1.0;10.0;;;;;;10.0;;10.0;;;;10.0;;;;;;;;
88;Totaal jeugdzorg;Wijk 05 Drongelen;2e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073805  ;1.0;10.0;;;;;;10.0;;10.0;;;;10.0;;;;;;;;
89;Totaal jeugdzorg;Wijk 05 Drongelen;2016;Aalburg                                 ;Wijk     ;WK073805  ;1.0;10.0;;;;;;10.0;;10.0;;;;10.0;;;;;;;;
90;Totaal jeugdzorg;Wijk 06 Babyloniënbroek;1e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073806  ;1.0;;;;;;;;;;;;;;;;;;;;;
91;Totaal jeugdzorg;Wijk 06 Babyloniënbroek;2e halfjaar 2016;Aalburg                                 ;Wijk     ;WK073806  ;1.0;;;;;;;;;;;;;;;;;;;;;
92;Totaal jeugdzorg;Wijk 06 Babyloniënbroek;2016;Aalburg                                 ;Wijk     ;WK073806  ;1.0;;;;;;;;;;;;;;;;;;;;;
93;Totaal jeugdzorg;Aalsmeer;1e halfjaar 2016;Aalsmeer                                ;Gemeente ;GM0358    ;;390.0;10.0;205.0;160.0;15.0;80.0;285.0;25.0;490.0;;20.0;70.0;350.0;125.0;200.0;20.0;35.0;15.0;;30.0;20.0
94;Totaal jeugdzorg;Aalsmeer;2e halfjaar 2016;Aalsmeer                                ;Gemeente ;GM0358    ;;410.0;10.0;230.0;160.0;10.0;90.0;295.0;20.0;520.0;;35.0;85.0;365.0;150.0;215.0;25.0;35.0;15.0;;35.0;15.0
95;Totaal jeugdzorg;Aalsmeer;2016;Aalsmeer                                ;Gemeente ;GM0358    ;;485.0;15.0;270.0;180.0;15.0;105.0;355.0;25.0;640.0;;45.0;95.0;450.0;180.0;260.0;25.0;45.0;20.0;;40.0;20.0
96;Totaal jeugdzorg;Wijk 00 Aalsmeer;1e halfjaar 2016;Aalsmeer                                ;Wijk     ;WK035800  ;1.0;120.0;;60.0;50.0;;25.0;90.0;10.0;150.0;;10.0;15.0;110.0;30.0;70.0;10.0;10.0;;;10.0;
97;Totaal jeugdzorg;Wijk 00 Aalsmeer;2e halfjaar 2016;Aalsmeer                                ;Wijk     ;WK035800  ;1.0;125.0;;70.0;45.0;;30.0;85.0;10.0;165.0;;10.0;25.0;115.0;45.0;70.0;10.0;10.0;;;10.0;
98;Totaal jeugdzorg;Wijk 00 Aalsmeer;2016;Aalsmeer                                ;Wijk     ;WK035800  ;1.0;150.0;;85.0;55.0;10.0;30.0;110.0;10.0;205.0;;15.0;25.0;145.0;55.0;90.0;10.0;15.0;;;10.0;
99;Totaal jeugdzorg;Wijk 01 Kudelstraat en Kalslagen;1e halfjaar 2016;Aalsmeer                                ;Wijk     ;WK035801  ;1.0;100.0;;50.0;45.0;;25.0;70.0;;120.0;;;15.0;85.0;40.0;40.0;;;;;;
100;Totaal jeugdzorg;Wijk 01 Kudelstraat en Kalslagen;2e halfjaar 2016;Aalsmeer                                ;Wijk     ;WK035801  ;1.0;100.0;;55.0;40.0;;25.0;70.0;;125.0;;;15.0;95.0;45.0;50.0;;10.0;;;;
101;Totaal jeugdzorg;Wijk 01 Kudelstraat en Kalslagen;2016;Aalsmeer                                ;Wijk     ;WK035801  ;1.0;125.0;;70.0;50.0;;30.0;90.0;;160.0;;;20.0;115.0;55.0;55.0;;10.0;;;10.0;
102;Totaal jeugdzorg;Wijk 02 Oosteinde;1e halfjaar 2016;Aalsmeer                                ;Wijk     ;WK035802  ;1.0;125.0;;75.0;50.0;;20.0;100.0;;165.0;;10.0;15.0;130.0;45.0;75.0;;15.0;;;10.0;
103;Totaal jeugdzorg;Wijk 02 Oosteinde;2e halfjaar 2016;Aalsmeer                                ;Wijk     ;WK035802  ;1.0;135.0;;80.0;50.0;;20.0;105.0;;170.0;;15.0;20.0;125.0;45.0;80.0;;10.0;;;10.0;
104;Totaal jeugdzorg;Wijk 02 Oosteinde;2016;Aalsmeer                                ;Wijk     ;WK035802  ;1.0;155.0;;90.0;60.0;;25.0;125.0;;210.0;;15.0;20.0;160.0;60.0;95.0;10.0;15.0;;;10.0;
105;Totaal jeugdzorg;Aalten;1e halfjaar 2016;Aalten                                  ;Gemeente ;GM0197    ;;420.0;15.0;230.0;165.0;10.0;80.0;310.0;30.0;580.0;;15.0;170.0;350.0;130.0;200.0;;30.0;10.0;;65.0;100.0
106;Totaal jeugdzorg;Aalten;2e halfjaar 2016;Aalten                                  ;Gemeente ;GM0197    ;;475.0;30.0;265.0;175.0;10.0;90.0;355.0;30.0;720.0;20.0;10.0;250.0;400.0;220.0;220.0;10.0;35.0;15.0;;65.0;105.0
107;Totaal jeugdzorg;Aalten;2016;Aalten                                  ;Gemeente ;GM0197    ;;525.0;30.0;285.0;195.0;10.0;95.0;395.0;35.0;810.0;20.0;20.0;265.0;460.0;225.0;270.0;15.0;35.0;15.0;;85.0;110.0
108;Totaal jeugdzorg;Wijk 01 Buitengebied Aalten;1e halfjaar 2016;Aalten                                  ;Wijk     ;WK019701  ;1.0;50.0;;30.0;20.0;;;40.0;;65.0;;;20.0;40.0;10.0;20.0;;;;;10.0;
109;Totaal jeugdzorg;Wijk 01 Buitengebied Aalten;2e halfjaar 2016;Aalten                                  ;Wijk     ;WK019701  ;1.0;50.0;;30.0;20.0;;;45.0;;75.0;;;30.0;40.0;25.0;25.0;;;;;;
110;Totaal jeugdzorg;Wijk 01 Buitengebied Aalten;2016;Aalten                                  ;Wijk     ;WK019701  ;1.0;60.0;;35.0;20.0;;;55.0;;90.0;;;30.0;50.0;25.0;30.0;;;;;15.0;
111;Totaal jeugdzorg;Wijk 02 Bredevoort;1e halfjaar 2016;Aalten                                  ;Wijk     ;WK019702  ;1.0;25.0;;15.0;10.0;;;20.0;;35.0;;;15.0;20.0;10.0;10.0;;;;;;
112;Totaal jeugdzorg;Wijk 02 Bredevoort;2e halfjaar 2016;Aalten                                  ;Wijk     ;WK019702  ;1.0;25.0;;15.0;10.0;;;20.0;;45.0;;;20.0;20.0;15.0;15.0;;;;;10.0;
113;Totaal jeugdzorg;Wijk 02 Bredevoort;2016;Aalten                                  ;Wijk     ;WK019702  ;1.0;30.0;;15.0;10.0;;;25.0;;50.0;;;20.0;25.0;15.0;15.0;;;;;10.0;
114;Totaal jeugdzorg;Wijk 03 Aalten Kern;1e halfjaar 2016;Aalten                                  ;Wijk     ;WK019703  ;1.0;195.0;;115.0;75.0;;45.0;140.0;10.0;275.0;;10.0;85.0;160.0;60.0;110.0;;10.0;;;30.0;40.0
115;Totaal jeugdzorg;Wijk 03 Aalten Kern;2e halfjaar 2016;Aalten                                  ;Wijk     ;WK019703  ;1.0;230.0;10.0;135.0;85.0;;50.0;170.0;10.0;355.0;;;140.0;185.0;110.0;125.0;;15.0;;;30.0;40.0
116;Totaal jeugdzorg;Wijk 03 Aalten Kern;2016;Aalten                                  ;Wijk     ;WK019703  ;1.0;255.0;10.0;150.0;95.0;;55.0;190.0;10.0;400.0;;10.0;145.0;215.0;115.0;150.0;;15.0;;;40.0;40.0
117;Totaal jeugdzorg;Wijk 04 Dinxperlo;1e halfjaar 2016;Aalten                                  ;Wijk     ;WK019704  ;1.0;110.0;;60.0;45.0;;15.0;85.0;;150.0;;;45.0;85.0;35.0;50.0;;10.0;;;15.0;15.0
118;Totaal jeugdzorg;Wijk 04 Dinxperlo;2e halfjaar 2016;Aalten                                  ;Wijk     ;WK019704  ;1.0;120.0;;65.0;50.0;;20.0;90.0;10.0;170.0;;;55.0;95.0;45.0;50.0;;10.0;10.0;;20.0;15.0
119;Totaal jeugdzorg;Wijk 04 Dinxperlo;2016;Aalten                                  ;Wijk     ;WK019704  ;1.0;125.0;;65.0;50.0;;20.0;95.0;10.0;185.0;;;60.0;105.0;45.0;65.0;;10.0;10.0;;20.0;15.0
