ID;TypeJeugdzorg;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;TotaalJongerenMetJeugdzorg_5;k_0Tot4Jaar_6;k_4Tot12Jaar_7;k_12Tot18Jaar_8;k_18Tot23Jaar_9;ThuiswonendKindInEenouderGezin_10;ThuiswonendKindInTweeouderGezin_11;AndereHuishoudens_12;TotaalJeugdzorgtrajecten_13;StabilisatieVanEenCrisissituatie_14;Diagnostiek_15;Begeleiden_16;Behandelen_17;GemeentelijkeToegang_18;Huisarts_19;Jeugdarts_20;GecertificeerdeInstelling_21;MedischSpecialist_22;RechterOfficierVanJustitie_23;GeenVerwijzer_24;VerwijzerOnbekend_25
6169;Totaal jeugdzorg;Wijk 02 Sint Hubert;2e halfjaar 2016;Mill en Sint Hubert                     ;Wijk     ;WK081502  ;1.0;25.0;;10.0;15.0;;;20.0;;45.0;;;;35.0;15.0;15.0;;;;;;
6170;Totaal jeugdzorg;Wijk 02 Sint Hubert;2016;Mill en Sint Hubert                     ;Wijk     ;WK081502  ;1.0;30.0;;15.0;15.0;;;20.0;;45.0;;;;35.0;15.0;15.0;;;;;;
6171;Totaal jeugdzorg;Wijk 03 Wilbertoord;1e halfjaar 2016;Mill en Sint Hubert                     ;Wijk     ;WK081503  ;1.0;20.0;;10.0;10.0;;;15.0;;25.0;;;;20.0;10.0;15.0;;;;;;
6172;Totaal jeugdzorg;Wijk 03 Wilbertoord;2e halfjaar 2016;Mill en Sint Hubert                     ;Wijk     ;WK081503  ;1.0;20.0;;15.0;;;;15.0;;25.0;;;;20.0;;15.0;;;;;;
6173;Totaal jeugdzorg;Wijk 03 Wilbertoord;2016;Mill en Sint Hubert                     ;Wijk     ;WK081503  ;1.0;25.0;;15.0;10.0;;;15.0;;30.0;;;;25.0;10.0;15.0;;;;;;
6174;Totaal jeugdzorg;Moerdijk;1e halfjaar 2016;Moerdijk                                ;Gemeente ;GM1709    ;;800.0;35.0;440.0;315.0;10.0;195.0;525.0;80.0;1080.0;;35.0;360.0;595.0;300.0;340.0;15.0;85.0;25.0;;;220.0
6175;Totaal jeugdzorg;Moerdijk;2e halfjaar 2016;Moerdijk                                ;Gemeente ;GM1709    ;;735.0;35.0;410.0;290.0;;170.0;485.0;75.0;1010.0;;35.0;275.0;605.0;290.0;355.0;15.0;95.0;30.0;;;125.0
6176;Totaal jeugdzorg;Moerdijk;2016;Moerdijk                                ;Gemeente ;GM1709    ;;900.0;45.0;495.0;350.0;10.0;220.0;595.0;80.0;1290.0;;50.0;405.0;725.0;365.0;405.0;20.0;115.0;35.0;;;240.0
6177;Totaal jeugdzorg;Wijk 00 Zevenbergen;1e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170900  ;1.0;240.0;10.0;125.0;100.0;;55.0;170.0;15.0;315.0;;;105.0;185.0;80.0;105.0;;25.0;10.0;;;75.0
6178;Totaal jeugdzorg;Wijk 00 Zevenbergen;2e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170900  ;1.0;210.0;10.0;115.0;85.0;;55.0;145.0;10.0;280.0;;10.0;65.0;180.0;80.0;105.0;;20.0;10.0;;;35.0
6179;Totaal jeugdzorg;Wijk 00 Zevenbergen;2016;Moerdijk                                ;Wijk     ;WK170900  ;1.0;270.0;15.0;145.0;110.0;;65.0;185.0;15.0;370.0;;10.0;110.0;220.0;100.0;115.0;;30.0;15.0;;;75.0
6180;Totaal jeugdzorg;Wijk 01 Zevenbergschen Hoek;1e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170901  ;1.0;20.0;;10.0;10.0;;;10.0;;30.0;;;10.0;10.0;;10.0;;;;;;10.0
6181;Totaal jeugdzorg;Wijk 01 Zevenbergschen Hoek;2e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170901  ;1.0;15.0;;10.0;;;;10.0;;25.0;;;;15.0;;10.0;;;;;;
6182;Totaal jeugdzorg;Wijk 01 Zevenbergschen Hoek;2016;Moerdijk                                ;Wijk     ;WK170901  ;1.0;20.0;;10.0;10.0;;10.0;15.0;;35.0;;;15.0;15.0;;10.0;;;;;;10.0
6183;Totaal jeugdzorg;Wijk 02 Langeweg;1e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170902  ;1.0;25.0;;15.0;10.0;;;15.0;;40.0;;;15.0;15.0;10.0;10.0;;;;;;
6184;Totaal jeugdzorg;Wijk 02 Langeweg;2e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170902  ;1.0;20.0;;10.0;10.0;;;10.0;;35.0;;;10.0;15.0;10.0;10.0;;;;;;
6185;Totaal jeugdzorg;Wijk 02 Langeweg;2016;Moerdijk                                ;Wijk     ;WK170902  ;1.0;25.0;;15.0;10.0;;;15.0;;45.0;;;15.0;20.0;15.0;15.0;;;;;;
6186;Totaal jeugdzorg;Wijk 03 Klundert;1e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170903  ;1.0;125.0;;75.0;45.0;;35.0;80.0;15.0;175.0;;;70.0;85.0;35.0;55.0;;20.0;;;;45.0
6187;Totaal jeugdzorg;Wijk 03 Klundert;2e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170903  ;1.0;110.0;;65.0;40.0;;30.0;70.0;10.0;155.0;;;45.0;80.0;35.0;55.0;;15.0;;;;25.0
6188;Totaal jeugdzorg;Wijk 03 Klundert;2016;Moerdijk                                ;Wijk     ;WK170903  ;1.0;145.0;;90.0;50.0;;40.0;95.0;10.0;220.0;;10.0;80.0;110.0;45.0;70.0;;25.0;;;;55.0
6189;Totaal jeugdzorg;Wijk 04 Moerdijk;1e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170904  ;1.0;15.0;;15.0;;;;10.0;;20.0;;;;15.0;;15.0;;;;;;
6190;Totaal jeugdzorg;Wijk 04 Moerdijk;2e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170904  ;1.0;15.0;;10.0;;;;10.0;;20.0;;;;15.0;;15.0;;;;;;
6191;Totaal jeugdzorg;Wijk 04 Moerdijk;2016;Moerdijk                                ;Wijk     ;WK170904  ;1.0;20.0;;15.0;;;;10.0;;25.0;;;;20.0;;15.0;;;;;;
6192;Totaal jeugdzorg;Wijk 05 Noordhoek;1e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170905  ;1.0;15.0;;10.0;;;;10.0;;20.0;;;;15.0;;10.0;;;;;;
6193;Totaal jeugdzorg;Wijk 05 Noordhoek;2e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170905  ;1.0;15.0;;10.0;;;;10.0;;15.0;;;;15.0;;10.0;;;;;;
6194;Totaal jeugdzorg;Wijk 05 Noordhoek;2016;Moerdijk                                ;Wijk     ;WK170905  ;1.0;15.0;;10.0;;;;15.0;;20.0;;;;15.0;;10.0;;;;;;
6195;Totaal jeugdzorg;Wijk 06 Standdaarbuiten;1e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170906  ;1.0;30.0;;15.0;10.0;;;15.0;;55.0;;;15.0;25.0;15.0;15.0;;10.0;;;;
6196;Totaal jeugdzorg;Wijk 06 Standdaarbuiten;2e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170906  ;1.0;40.0;;25.0;15.0;;;25.0;10.0;60.0;;;15.0;35.0;15.0;20.0;;10.0;;;;
6197;Totaal jeugdzorg;Wijk 06 Standdaarbuiten;2016;Moerdijk                                ;Wijk     ;WK170906  ;1.0;45.0;;25.0;15.0;;10.0;25.0;10.0;70.0;;;15.0;40.0;15.0;20.0;;10.0;;;;
6198;Totaal jeugdzorg;Wijk 07 Fijnaart;1e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170907  ;1.0;135.0;;80.0;45.0;;30.0;80.0;20.0;175.0;;;70.0;75.0;40.0;45.0;;15.0;;;;40.0
6199;Totaal jeugdzorg;Wijk 07 Fijnaart;2e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170907  ;1.0;135.0;;80.0;45.0;;35.0;75.0;25.0;180.0;;10.0;60.0;85.0;45.0;50.0;;20.0;;;;25.0
6200;Totaal jeugdzorg;Wijk 07 Fijnaart;2016;Moerdijk                                ;Wijk     ;WK170907  ;1.0;155.0;;95.0;55.0;;40.0;90.0;25.0;210.0;;10.0;75.0;95.0;50.0;55.0;10.0;20.0;;;;40.0
6201;Totaal jeugdzorg;Wijk 08 Heijningen;1e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170908  ;1.0;10.0;;;;;;10.0;;15.0;;;;;;;;;;;;
6202;Totaal jeugdzorg;Wijk 08 Heijningen;2e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170908  ;1.0;10.0;;;;;;10.0;;15.0;;;;;;;;;;;;
6203;Totaal jeugdzorg;Wijk 08 Heijningen;2016;Moerdijk                                ;Wijk     ;WK170908  ;1.0;15.0;;;;;;10.0;;20.0;;;;10.0;;;;;;;;
6204;Totaal jeugdzorg;Wijk 09 Willemstad;1e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170909  ;1.0;30.0;;20.0;15.0;;;25.0;;45.0;;;10.0;30.0;10.0;30.0;;;;;;
6205;Totaal jeugdzorg;Wijk 09 Willemstad;2e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170909  ;1.0;35.0;;20.0;15.0;;;25.0;;50.0;;;15.0;30.0;10.0;30.0;;;;;;
6206;Totaal jeugdzorg;Wijk 09 Willemstad;2016;Moerdijk                                ;Wijk     ;WK170909  ;1.0;40.0;;20.0;20.0;;;30.0;;55.0;;;15.0;35.0;10.0;30.0;;;;;;
6207;Totaal jeugdzorg;Wijk 10 Helwijk;1e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170910  ;1.0;25.0;;;15.0;;10.0;10.0;;30.0;;;15.0;10.0;;;;;;;;15.0
6208;Totaal jeugdzorg;Wijk 10 Helwijk;2e halfjaar 2016;Moerdijk                                ;Wijk     ;WK170910  ;1.0;15.0;;;;;;;;25.0;;;;10.0;;;;;;;;
6209;Totaal jeugdzorg;Wijk 10 Helwijk;2016;Moerdijk                                ;Wijk     ;WK170910  ;1.0;25.0;;10.0;10.0;;10.0;10.0;;40.0;;;15.0;15.0;10.0;;;;;;;15.0
6210;Totaal jeugdzorg;Molenwaard;1e halfjaar 2016;Molenwaard                              ;Gemeente ;GM1927    ;;650.0;30.0;340.0;260.0;15.0;75.0;490.0;85.0;955.0;;40.0;335.0;490.0;140.0;250.0;;95.0;40.0;;270.0;60.0
6211;Totaal jeugdzorg;Molenwaard;2e halfjaar 2016;Molenwaard                              ;Gemeente ;GM1927    ;;675.0;45.0;360.0;260.0;10.0;80.0;500.0;90.0;1005.0;10.0;35.0;330.0;535.0;160.0;275.0;;95.0;55.0;;255.0;55.0
6212;Totaal jeugdzorg;Molenwaard;2016;Molenwaard                              ;Gemeente ;GM1927    ;;780.0;50.0;410.0;305.0;15.0;90.0;590.0;95.0;1225.0;10.0;60.0;435.0;615.0;190.0;330.0;;110.0;60.0;;355.0;65.0
6213;Totaal jeugdzorg;Wijk 00 Nieuw-Lekkerland;1e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192700  ;1.0;185.0;;95.0;80.0;;25.0;135.0;25.0;270.0;;10.0;115.0;115.0;35.0;55.0;;15.0;10.0;;95.0;25.0
6214;Totaal jeugdzorg;Wijk 00 Nieuw-Lekkerland;2e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192700  ;1.0;200.0;15.0;105.0;75.0;;25.0;145.0;30.0;300.0;;15.0;115.0;135.0;55.0;60.0;;20.0;15.0;;100.0;20.0
6215;Totaal jeugdzorg;Wijk 00 Nieuw-Lekkerland;2016;Molenwaard                              ;Wijk     ;WK192700  ;1.0;230.0;15.0;120.0;90.0;;25.0;170.0;30.0;355.0;;15.0;150.0;150.0;60.0;70.0;;20.0;15.0;;130.0;25.0
6216;Totaal jeugdzorg;Wijk 01 Bleskensgraaf;1e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192701  ;1.0;55.0;;35.0;15.0;;;40.0;10.0;75.0;;;25.0;40.0;15.0;15.0;;;;;20.0;10.0
6217;Totaal jeugdzorg;Wijk 01 Bleskensgraaf;2e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192701  ;1.0;55.0;;30.0;20.0;;;40.0;10.0;90.0;;;30.0;40.0;15.0;15.0;;;;;30.0;
6218;Totaal jeugdzorg;Wijk 01 Bleskensgraaf;2016;Molenwaard                              ;Wijk     ;WK192701  ;1.0;65.0;;40.0;20.0;;;50.0;10.0;105.0;;;40.0;45.0;20.0;20.0;;;;;35.0;10.0
6219;Totaal jeugdzorg;Wijk 02 Brandwijk;1e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192702  ;1.0;20.0;;10.0;10.0;;;15.0;;35.0;;;15.0;15.0;10.0;;;;;;10.0;
6220;Totaal jeugdzorg;Wijk 02 Brandwijk;2e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192702  ;1.0;30.0;;10.0;15.0;;10.0;15.0;;40.0;;;10.0;15.0;10.0;;;;;;10.0;
6221;Totaal jeugdzorg;Wijk 02 Brandwijk;2016;Molenwaard                              ;Wijk     ;WK192702  ;1.0;30.0;;10.0;15.0;;10.0;15.0;;50.0;;;15.0;15.0;10.0;;;;;;10.0;
6222;Totaal jeugdzorg;Wijk 03 Goudriaan;1e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192703  ;1.0;10.0;;;;;;;;15.0;;;;10.0;;;;;;;;
6223;Totaal jeugdzorg;Wijk 03 Goudriaan;2e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192703  ;1.0;15.0;;10.0;;;;10.0;;25.0;;;;15.0;;10.0;;;;;;
6224;Totaal jeugdzorg;Wijk 03 Goudriaan;2016;Molenwaard                              ;Wijk     ;WK192703  ;1.0;15.0;;10.0;;;;10.0;;25.0;;;;15.0;;10.0;;;;;;
6225;Totaal jeugdzorg;Wijk 04 Molenaarsgraaf;1e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192704  ;1.0;20.0;;10.0;;;;15.0;;20.0;;;;10.0;;;;;;;;
6226;Totaal jeugdzorg;Wijk 04 Molenaarsgraaf;2e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192704  ;1.0;15.0;;10.0;;;;10.0;;15.0;;;;10.0;;;;;;;;
6227;Totaal jeugdzorg;Wijk 04 Molenaarsgraaf;2016;Molenwaard                              ;Wijk     ;WK192704  ;1.0;15.0;;10.0;;;;15.0;;20.0;;;;10.0;;;;;;;;
6228;Totaal jeugdzorg;Wijk 05 Ottoland;1e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192705  ;1.0;25.0;;10.0;10.0;;;15.0;;25.0;;;10.0;10.0;;;;;;;;
6229;Totaal jeugdzorg;Wijk 05 Ottoland;2e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192705  ;1.0;15.0;;10.0;;;;10.0;;25.0;;;10.0;15.0;;10.0;;;;;10.0;
6230;Totaal jeugdzorg;Wijk 05 Ottoland;2016;Molenwaard                              ;Wijk     ;WK192705  ;1.0;20.0;;15.0;;;;15.0;;35.0;;;10.0;15.0;10.0;10.0;;;;;10.0;
6231;Totaal jeugdzorg;Wijk 06 Oud-Alblas;1e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192706  ;1.0;30.0;;20.0;10.0;;;25.0;;40.0;;;15.0;15.0;10.0;;;;;;15.0;
6232;Totaal jeugdzorg;Wijk 06 Oud-Alblas;2e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192706  ;1.0;35.0;;25.0;10.0;;;25.0;;50.0;;;20.0;20.0;10.0;10.0;;;;;10.0;
6233;Totaal jeugdzorg;Wijk 06 Oud-Alblas;2016;Molenwaard                              ;Wijk     ;WK192706  ;1.0;40.0;;25.0;10.0;;;30.0;;50.0;;;20.0;20.0;15.0;10.0;;;;;15.0;
6234;Totaal jeugdzorg;Wijk 07 Wijngaarden;1e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192707  ;1.0;10.0;;10.0;;;;10.0;;20.0;;;;10.0;;;;;;;;
6235;Totaal jeugdzorg;Wijk 07 Wijngaarden;2e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192707  ;1.0;15.0;;10.0;;;;15.0;;25.0;;;10.0;15.0;;;;;;;;
6236;Totaal jeugdzorg;Wijk 07 Wijngaarden;2016;Molenwaard                              ;Wijk     ;WK192707  ;1.0;15.0;;10.0;;;;15.0;;25.0;;;10.0;15.0;;10.0;;;;;;
6237;Totaal jeugdzorg;Wijk 08 Groot-Ammers;1e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192708  ;1.0;80.0;10.0;45.0;25.0;;;65.0;10.0;115.0;;;45.0;50.0;25.0;25.0;;10.0;;;35.0;
6238;Totaal jeugdzorg;Wijk 08 Groot-Ammers;2e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192708  ;1.0;85.0;10.0;45.0;30.0;;;70.0;10.0;120.0;;;50.0;50.0;20.0;35.0;;;;;40.0;
6239;Totaal jeugdzorg;Wijk 08 Groot-Ammers;2016;Molenwaard                              ;Wijk     ;WK192708  ;1.0;90.0;10.0;50.0;30.0;;;80.0;10.0;145.0;;;60.0;65.0;25.0;35.0;;10.0;;;45.0;
6240;Totaal jeugdzorg;Wijk 09 Langerak;1e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192709  ;1.0;30.0;;20.0;10.0;;;30.0;;40.0;;;15.0;25.0;;15.0;;;;;15.0;
6241;Totaal jeugdzorg;Wijk 09 Langerak;2e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192709  ;1.0;40.0;;20.0;15.0;;;35.0;;45.0;;;15.0;25.0;10.0;15.0;;;;;15.0;
6242;Totaal jeugdzorg;Wijk 09 Langerak;2016;Molenwaard                              ;Wijk     ;WK192709  ;1.0;45.0;;25.0;15.0;;;40.0;;55.0;;;20.0;25.0;10.0;15.0;;;;;20.0;
6243;Totaal jeugdzorg;Wijk 10 Nieuwpoort;1e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192710  ;1.0;10.0;;;;;;;;15.0;;;;;;;;;;;;
6244;Totaal jeugdzorg;Wijk 10 Nieuwpoort;2e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192710  ;1.0;10.0;;;;;;;;15.0;;;;;;;;;;;;
6245;Totaal jeugdzorg;Wijk 10 Nieuwpoort;2016;Molenwaard                              ;Wijk     ;WK192710  ;1.0;15.0;;;;;;;;20.0;;;10.0;;;;;;;;;
6246;Totaal jeugdzorg;Wijk 11 Streefkerk;1e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192711  ;1.0;30.0;;15.0;10.0;;;25.0;;40.0;;;15.0;25.0;;15.0;;;;;15.0;
6247;Totaal jeugdzorg;Wijk 11 Streefkerk;2e halfjaar 2016;Molenwaard                              ;Wijk     ;WK192711  ;1.0;25.0;;15.0;10.0;;;20.0;;35.0;;;10.0;20.0;;15.0;;;;;10.0;
6248;Totaal jeugdzorg;Wijk 11 Streefkerk;2016;Molenwaard                              ;Wijk     ;WK192711  ;1.0;35.0;;15.0;15.0;;;25.0;;50.0;;;15.0;30.0;;20.0;;;;;15.0;
6249;Totaal jeugdzorg;Montferland;1e halfjaar 2016;Montferland                             ;Gemeente ;GM1955    ;;655.0;35.0;355.0;255.0;10.0;130.0;465.0;60.0;940.0;;20.0;250.0;575.0;270.0;230.0;;40.0;30.0;;45.0;235.0
6250;Totaal jeugdzorg;Montferland;2e halfjaar 2016;Montferland                             ;Gemeente ;GM1955    ;;715.0;45.0;385.0;275.0;10.0;145.0;505.0;60.0;1050.0;15.0;25.0;280.0;635.0;310.0;290.0;;45.0;30.0;;55.0;220.0
6251;Totaal jeugdzorg;Montferland;2016;Montferland                             ;Gemeente ;GM1955    ;;795.0;50.0;420.0;315.0;10.0;165.0;565.0;65.0;1205.0;15.0;30.0;305.0;745.0;340.0;345.0;;50.0;40.0;;65.0;255.0
6252;Totaal jeugdzorg;Wijk 00 's-Heerenberg;1e halfjaar 2016;Montferland                             ;Wijk     ;WK195500  ;1.0;245.0;10.0;135.0;95.0;;45.0;180.0;15.0;335.0;;;95.0;200.0;85.0;95.0;;10.0;10.0;;20.0;75.0
6253;Totaal jeugdzorg;Wijk 00 's-Heerenberg;2e halfjaar 2016;Montferland                             ;Wijk     ;WK195500  ;1.0;265.0;15.0;155.0;95.0;;55.0;195.0;20.0;365.0;;;100.0;220.0;95.0;105.0;;15.0;15.0;;25.0;75.0
6254;Totaal jeugdzorg;Wijk 00 's-Heerenberg;2016;Montferland                             ;Wijk     ;WK195500  ;1.0;290.0;15.0;160.0;110.0;;60.0;210.0;20.0;420.0;;10.0;110.0;250.0;100.0;135.0;;15.0;15.0;;30.0;80.0
6255;Totaal jeugdzorg;Wijk 01 Brakel;1e halfjaar 2016;Montferland                             ;Wijk     ;WK195501  ;1.0;60.0;;35.0;25.0;;;55.0;;90.0;;;25.0;55.0;25.0;25.0;;;;;;25.0
6256;Totaal jeugdzorg;Wijk 01 Brakel;2e halfjaar 2016;Montferland                             ;Wijk     ;WK195501  ;1.0;75.0;;40.0;30.0;;10.0;60.0;;105.0;;;30.0;70.0;30.0;40.0;;;;;;25.0
6257;Totaal jeugdzorg;Wijk 01 Brakel;2016;Montferland                             ;Wijk     ;WK195501  ;1.0;80.0;;50.0;30.0;;10.0;70.0;;120.0;;;30.0;80.0;30.0;45.0;;;;;;30.0
6258;Totaal jeugdzorg;Wijk 02 Didam;1e halfjaar 2016;Montferland                             ;Wijk     ;WK195502  ;1.0;300.0;20.0;165.0;110.0;;65.0;200.0;30.0;425.0;;10.0;125.0;240.0;130.0;105.0;;15.0;20.0;;25.0;85.0
6259;Totaal jeugdzorg;Wijk 02 Didam;2e halfjaar 2016;Montferland                             ;Wijk     ;WK195502  ;1.0;325.0;20.0;170.0;130.0;;65.0;230.0;35.0;480.0;;20.0;145.0;265.0;150.0;140.0;;20.0;15.0;;25.0;75.0
6260;Totaal jeugdzorg;Wijk 02 Didam;2016;Montferland                             ;Wijk     ;WK195502  ;1.0;370.0;25.0;190.0;145.0;;75.0;255.0;35.0;545.0;;20.0;155.0;310.0;165.0;165.0;;20.0;25.0;;30.0;85.0
6261;Totaal jeugdzorg;Montfoort;1e halfjaar 2016;Montfoort                               ;Gemeente ;GM0335    ;;255.0;15.0;145.0;95.0;;35.0;210.0;10.0;315.0;;10.0;25.0;250.0;80.0;150.0;10.0;15.0;20.0;;;15.0
6262;Totaal jeugdzorg;Montfoort;2e halfjaar 2016;Montfoort                               ;Gemeente ;GM0335    ;;255.0;15.0;150.0;85.0;;35.0;205.0;15.0;320.0;;15.0;30.0;245.0;85.0;145.0;15.0;15.0;20.0;;;10.0
6263;Totaal jeugdzorg;Montfoort;2016;Montfoort                               ;Gemeente ;GM0335    ;;315.0;20.0;180.0;110.0;;45.0;255.0;15.0;405.0;10.0;20.0;35.0;315.0;100.0;200.0;15.0;20.0;25.0;;;15.0
6264;Totaal jeugdzorg;Wijk 00;1e halfjaar 2016;Montfoort                               ;Wijk     ;WK033500  ;1.0;155.0;10.0;85.0;60.0;;20.0;130.0;10.0;190.0;;10.0;15.0;150.0;45.0;100.0;;10.0;10.0;;;10.0
6265;Totaal jeugdzorg;Wijk 00;2e halfjaar 2016;Montfoort                               ;Wijk     ;WK033500  ;1.0;165.0;10.0;90.0;60.0;;20.0;135.0;10.0;210.0;;;20.0;165.0;55.0;100.0;;15.0;10.0;;;10.0
6266;Totaal jeugdzorg;Wijk 00;2016;Montfoort                               ;Wijk     ;WK033500  ;1.0;195.0;10.0;105.0;75.0;;25.0;160.0;10.0;250.0;10.0;10.0;20.0;195.0;60.0;130.0;;15.0;10.0;;;10.0
6267;Totaal jeugdzorg;Wijk 01 Linschoten;1e halfjaar 2016;Montfoort                               ;Wijk     ;WK033501  ;1.0;85.0;;50.0;25.0;;15.0;65.0;;105.0;;;10.0;85.0;25.0;45.0;;;10.0;;;
6268;Totaal jeugdzorg;Wijk 01 Linschoten;2e halfjaar 2016;Montfoort                               ;Wijk     ;WK033501  ;1.0;75.0;;50.0;20.0;;15.0;55.0;;90.0;;;10.0;65.0;20.0;40.0;;;10.0;;;
6269;Totaal jeugdzorg;Wijk 01 Linschoten;2016;Montfoort                               ;Wijk     ;WK033501  ;1.0;100.0;10.0;60.0;30.0;;15.0;80.0;;130.0;;;10.0;105.0;30.0;60.0;10.0;;10.0;;;
6270;Totaal jeugdzorg;Wijk 02 Willeskop;1e halfjaar 2016;Montfoort                               ;Wijk     ;WK033502  ;1.0;10.0;;;;;;10.0;;10.0;;;;10.0;;;;;;;;
6271;Totaal jeugdzorg;Wijk 02 Willeskop;2e halfjaar 2016;Montfoort                               ;Wijk     ;WK033502  ;1.0;;;;;;;;;;;;;;;;;;;;;
6272;Totaal jeugdzorg;Wijk 02 Willeskop;2016;Montfoort                               ;Wijk     ;WK033502  ;1.0;10.0;;;;;;10.0;;10.0;;;;10.0;;10.0;;;;;;
6273;Totaal jeugdzorg;Mook en Middelaar;1e halfjaar 2016;Mook en Middelaar                       ;Gemeente ;GM0944    ;;95.0;;45.0;50.0;;20.0;70.0;;120.0;;;10.0;90.0;15.0;65.0;;10.0;10.0;;;
6274;Totaal jeugdzorg;Mook en Middelaar;2e halfjaar 2016;Mook en Middelaar                       ;Gemeente ;GM0944    ;;95.0;;50.0;45.0;;15.0;70.0;;115.0;;;;95.0;20.0;65.0;;;10.0;;;
6275;Totaal jeugdzorg;Mook en Middelaar;2016;Mook en Middelaar                       ;Gemeente ;GM0944    ;;110.0;;55.0;55.0;;20.0;85.0;;145.0;;10.0;10.0;115.0;20.0;85.0;;10.0;15.0;;;
6276;Totaal jeugdzorg;Wijk 00 Mook;1e halfjaar 2016;Mook en Middelaar                       ;Wijk     ;WK094400  ;1.0;80.0;;35.0;45.0;;20.0;55.0;;100.0;;;10.0;75.0;15.0;55.0;;10.0;;;;
6277;Totaal jeugdzorg;Wijk 00 Mook;2e halfjaar 2016;Mook en Middelaar                       ;Wijk     ;WK094400  ;1.0;80.0;;40.0;40.0;;15.0;60.0;;100.0;;;;80.0;15.0;60.0;;;;;;
6278;Totaal jeugdzorg;Wijk 00 Mook;2016;Mook en Middelaar                       ;Wijk     ;WK094400  ;1.0;90.0;;45.0;45.0;;15.0;65.0;;125.0;;;10.0;95.0;20.0;75.0;;10.0;;;;
6279;Totaal jeugdzorg;Wijk 01 Middelaar;1e halfjaar 2016;Mook en Middelaar                       ;Wijk     ;WK094401  ;1.0;;;;;;;;;;;;;;;;;;;;;
6280;Totaal jeugdzorg;Wijk 01 Middelaar;2e halfjaar 2016;Mook en Middelaar                       ;Wijk     ;WK094401  ;1.0;;;;;;;;;;;;;;;;;;;;;
6281;Totaal jeugdzorg;Wijk 01 Middelaar;2016;Mook en Middelaar                       ;Wijk     ;WK094401  ;1.0;;;;;;;;;;;;;;;;;;;;;
6282;Totaal jeugdzorg;Neder-Betuwe;1e halfjaar 2016;Neder-Betuwe                            ;Gemeente ;GM1740    ;;445.0;15.0;250.0;175.0;;55.0;355.0;35.0;625.0;;15.0;105.0;440.0;145.0;275.0;10.0;45.0;20.0;;;65.0
6283;Totaal jeugdzorg;Neder-Betuwe;2e halfjaar 2016;Neder-Betuwe                            ;Gemeente ;GM1740    ;;470.0;20.0;260.0;185.0;;60.0;375.0;35.0;660.0;;20.0;115.0;475.0;170.0;295.0;15.0;45.0;25.0;;10.0;50.0
6284;Totaal jeugdzorg;Neder-Betuwe;2016;Neder-Betuwe                            ;Gemeente ;GM1740    ;;530.0;20.0;295.0;205.0;;65.0;420.0;40.0;770.0;10.0;20.0;130.0;550.0;185.0;345.0;20.0;60.0;30.0;;10.0;65.0
