ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantHuishBehorendeTotDoelpopulatie_2;AantHuishMetEenLaagInkomen_3;AantHuishOnderOfRondSocMin_4
54;Gelderland (PV);Eenoudergezin;41.4;38.8;20.0;25.0
55;Utrecht (PV);Totaal particulier huishouden;475.1;454.5;8.0;8.0
56;Utrecht (PV);Eenpersoonshuishouden;152.9;144.6;12.0;11.0
57;Utrecht (PV);Paar zonder kinderen;136.3;132.5;3.0;3.0
58;Utrecht (PV);Paar met kinderen;144.5;138.8;7.0;5.0
59;Utrecht (PV);Eenoudergezin;26.7;25.0;20.0;24.0
60;Noord-Holland (PV);Totaal particulier huishouden;1135.4;1079.4;11.0;10.0
61;Noord-Holland (PV);Eenpersoonshuishouden;425.4;400.3;15.0;14.0
62;Noord-Holland (PV);Paar zonder kinderen;301.7;291.9;4.0;4.0
63;Noord-Holland (PV);Paar met kinderen;289.5;277.1;8.0;6.0
64;Noord-Holland (PV);Eenoudergezin;82.1;76.2;21.0;26.0
65;Zuid-Holland (PV);Totaal particulier huishouden;1456.5;1385.9;10.0;10.0
66;Zuid-Holland (PV);Eenpersoonshuishouden;497.4;469.3;14.0;14.0
67;Zuid-Holland (PV);Paar zonder kinderen;405.5;393.1;4.0;4.0
68;Zuid-Holland (PV);Paar met kinderen;400.9;382.5;8.0;5.0
69;Zuid-Holland (PV);Eenoudergezin;102.3;94.8;23.0;28.0
70;Zeeland (PV);Totaal particulier huishouden;158.7;151.9;8.0;8.0
71;Zeeland (PV);Eenpersoonshuishouden;47.3;44.9;12.0;11.0
72;Zeeland (PV);Paar zonder kinderen;53.0;51.4;4.0;4.0
73;Zeeland (PV);Paar met kinderen;46.5;44.5;7.0;5.0
74;Zeeland (PV);Eenoudergezin;8.1;7.5;22.0;26.0
75;Noord-Brabant (PV);Totaal particulier huishouden;970.9;933.9;8.0;8.0
76;Noord-Brabant (PV);Eenpersoonshuishouden;270.3;257.9;13.0;12.0
77;Noord-Brabant (PV);Paar zonder kinderen;308.2;299.9;4.0;4.0
78;Noord-Brabant (PV);Paar met kinderen;309.5;298.2;7.0;5.0
79;Noord-Brabant (PV);Eenoudergezin;51.8;48.5;21.0;25.0
80;Limburg (PV);Totaal particulier huishouden;473.5;449.3;10.0;9.0
81;Limburg (PV);Eenpersoonshuishouden;138.1;131.0;15.0;14.0
82;Limburg (PV);Paar zonder kinderen;152.7;146.6;5.0;5.0
83;Limburg (PV);Paar met kinderen;140.4;132.7;8.0;5.0
84;Limburg (PV);Eenoudergezin;27.3;25.1;23.0;29.0
85;Oost-Groningen (CR);Totaal particulier huishouden;65.2;62.7;10.0;9.0
86;Oost-Groningen (CR);Eenpersoonshuishouden;18.5;17.8;16.0;14.0
87;Oost-Groningen (CR);Paar zonder kinderen;22.1;21.4;5.0;5.0
88;Oost-Groningen (CR);Paar met kinderen;19.4;18.5;9.0;6.0
89;Oost-Groningen (CR);Eenoudergezin;3.6;3.4;25.0;31.0
90;Delfzijl en omgeving (CR);Totaal particulier huishouden;21.8;21.1;10.0;10.0
91;Delfzijl en omgeving (CR);Eenpersoonshuishouden;6.4;6.2;15.0;15.0
92;Delfzijl en omgeving (CR);Paar zonder kinderen;7.2;7.1;5.0;5.0
93;Delfzijl en omgeving (CR);Paar met kinderen;6.4;6.1;9.0;6.0
94;Delfzijl en omgeving (CR);Eenoudergezin;1.2;1.1;30.0;38.0
95;Overig Groningen (CR);Totaal particulier huishouden;152.9;146.0;12.0;11.0
96;Overig Groningen (CR);Eenpersoonshuishouden;54.8;52.1;17.0;16.0
97;Overig Groningen (CR);Paar zonder kinderen;45.9;44.1;4.0;5.0
98;Overig Groningen (CR);Paar met kinderen;38.9;37.4;9.0;6.0
99;Overig Groningen (CR);Eenoudergezin;9.7;9.1;24.0;30.0
100;Noord-Friesland (CR);Totaal particulier huishouden;135.7;130.3;11.0;10.0
101;Noord-Friesland (CR);Eenpersoonshuishouden;42.2;40.2;15.0;14.0
102;Noord-Friesland (CR);Paar zonder kinderen;41.7;40.3;5.0;5.0
103;Noord-Friesland (CR);Paar met kinderen;41.4;39.9;9.0;6.0
104;Noord-Friesland (CR);Eenoudergezin;7.5;7.1;24.0;29.0
105;Zuidwest-Friesland (CR);Totaal particulier huishouden;42.8;41.2;11.0;10.0
106;Zuidwest-Friesland (CR);Eenpersoonshuishouden;12.5;12.0;15.0;14.0
107;Zuidwest-Friesland (CR);Paar zonder kinderen;13.6;13.2;5.0;6.0
108;Zuidwest-Friesland (CR);Paar met kinderen;13.6;13.1;10.0;7.0
109;Zuidwest-Friesland (CR);Eenoudergezin;2.3;2.1;22.0;26.0
110;Zuidoost-Friesland (CR);Totaal particulier huishouden;84.6;81.6;9.0;9.0
111;Zuidoost-Friesland (CR);Eenpersoonshuishouden;24.5;23.6;13.0;13.0
112;Zuidoost-Friesland (CR);Paar zonder kinderen;27.5;26.8;5.0;5.0
113;Zuidoost-Friesland (CR);Paar met kinderen;26.2;25.2;9.0;6.0
114;Zuidoost-Friesland (CR);Eenoudergezin;4.5;4.2;19.0;25.0
115;Noord-Drenthe (CR);Totaal particulier huishouden;75.6;73.3;8.0;8.0
116;Noord-Drenthe (CR);Eenpersoonshuishouden;21.0;20.3;12.0;11.0
117;Noord-Drenthe (CR);Paar zonder kinderen;25.8;25.2;3.0;4.0
118;Noord-Drenthe (CR);Paar met kinderen;23.5;22.7;7.0;6.0
119;Noord-Drenthe (CR);Eenoudergezin;3.7;3.5;22.0;27.0
120;Zuidoost-Drenthe (CR);Totaal particulier huishouden;70.3;67.6;9.0;9.0
121;Zuidoost-Drenthe (CR);Eenpersoonshuishouden;18.7;18.0;14.0;12.0
122;Zuidoost-Drenthe (CR);Paar zonder kinderen;23.8;23.1;4.0;5.0
123;Zuidoost-Drenthe (CR);Paar met kinderen;22.0;21.1;9.0;6.0
124;Zuidoost-Drenthe (CR);Eenoudergezin;3.6;3.4;25.0;32.0
125;Zuidwest-Drenthe (CR);Totaal particulier huishouden;51.7;50.0;8.0;7.0
126;Zuidwest-Drenthe (CR);Eenpersoonshuishouden;14.5;14.0;11.0;10.0
127;Zuidwest-Drenthe (CR);Paar zonder kinderen;17.0;16.6;4.0;4.0
128;Zuidwest-Drenthe (CR);Paar met kinderen;16.4;15.8;7.0;5.0
129;Zuidwest-Drenthe (CR);Eenoudergezin;2.4;2.3;23.0;28.0
130;Noord-Overijssel (CR);Totaal particulier huishouden;132.7;128.6;8.0;7.0
131;Noord-Overijssel (CR);Eenpersoonshuishouden;37.2;36.0;12.0;11.0
132;Noord-Overijssel (CR);Paar zonder kinderen;39.6;38.6;3.0;4.0
133;Noord-Overijssel (CR);Paar met kinderen;45.8;44.4;7.0;5.0
134;Noord-Overijssel (CR);Eenoudergezin;6.5;6.1;21.0;26.0
135;Zuidwest-Overijssel (CR);Totaal particulier huishouden;60.0;57.8;8.0;8.0
136;Zuidwest-Overijssel (CR);Eenpersoonshuishouden;17.7;16.7;12.0;11.0
137;Zuidwest-Overijssel (CR);Paar zonder kinderen;18.5;18.0;4.0;4.0
138;Zuidwest-Overijssel (CR);Paar met kinderen;18.9;18.3;7.0;6.0
139;Zuidwest-Overijssel (CR);Eenoudergezin;3.0;2.9;22.0;30.0
140;Twente (CR);Totaal particulier huishouden;242.4;232.8;9.0;9.0
141;Twente (CR);Eenpersoonshuishouden;67.5;64.5;14.0;13.0
142;Twente (CR);Paar zonder kinderen;74.5;72.3;4.0;5.0
143;Twente (CR);Paar met kinderen;78.5;75.4;8.0;5.0
144;Twente (CR);Eenoudergezin;12.7;11.9;20.0;27.0
145;Veluwe (CR);Totaal particulier huishouden;246.4;238.3;7.0;7.0
146;Veluwe (CR);Eenpersoonshuishouden;67.7;65.0;11.0;10.0
147;Veluwe (CR);Paar zonder kinderen;75.0;73.3;3.0;4.0
148;Veluwe (CR);Paar met kinderen;82.7;80.2;6.0;4.0
149;Veluwe (CR);Eenoudergezin;11.9;11.1;18.0;22.0
150;Achterhoek (CR);Totaal particulier huishouden;158.1;152.8;7.0;7.0
151;Achterhoek (CR);Eenpersoonshuishouden;39.3;38.1;11.0;10.0
152;Achterhoek (CR);Paar zonder kinderen;52.4;51.1;4.0;4.0
153;Achterhoek (CR);Paar met kinderen;52.8;50.8;7.0;5.0
154;Achterhoek (CR);Eenoudergezin;7.4;7.0;20.0;25.0
155;Arnhem/Nijmegen (CR);Totaal particulier huishouden;287.3;275.3;10.0;9.0
156;Arnhem/Nijmegen (CR);Eenpersoonshuishouden;93.3;88.4;15.0;14.0
157;Arnhem/Nijmegen (CR);Paar zonder kinderen;85.5;83.0;4.0;4.0
158;Arnhem/Nijmegen (CR);Paar met kinderen;82.0;79.1;8.0;5.0
159;Arnhem/Nijmegen (CR);Eenoudergezin;17.9;16.7;21.0;27.0
160;Zuidwest-Gelderland (CR);Totaal particulier huishouden;87.7;84.7;8.0;7.0
161;Zuidwest-Gelderland (CR);Eenpersoonshuishouden;20.5;19.8;10.0;9.0
162;Zuidwest-Gelderland (CR);Paar zonder kinderen;26.8;26.1;4.0;4.0
163;Zuidwest-Gelderland (CR);Paar met kinderen;32.9;31.8;7.0;5.0
164;Zuidwest-Gelderland (CR);Eenoudergezin;4.2;4.0;19.0;21.0
165;Utrecht (CR);Totaal particulier huishouden;475.1;454.5;8.0;8.0
166;Utrecht (CR);Eenpersoonshuishouden;152.9;144.6;12.0;11.0
167;Utrecht (CR);Paar zonder kinderen;136.3;132.5;3.0;3.0
168;Utrecht (CR);Paar met kinderen;144.5;138.8;7.0;5.0
169;Utrecht (CR);Eenoudergezin;26.7;25.0;20.0;24.0
170;Kop van Noord-Holland (CR);Totaal particulier huishouden;148.4;143.3;9.0;8.0
171;Kop van Noord-Holland (CR);Eenpersoonshuishouden;42.2;40.5;13.0;12.0
172;Kop van Noord-Holland (CR);Paar zonder kinderen;46.0;44.8;4.0;4.0
173;Kop van Noord-Holland (CR);Paar met kinderen;48.0;46.5;7.0;5.0
174;Kop van Noord-Holland (CR);Eenoudergezin;8.5;8.0;21.0;24.0
175;Alkmaar en omgeving (CR);Totaal particulier huishouden;94.0;90.7;8.0;8.0
176;Alkmaar en omgeving (CR);Eenpersoonshuishouden;28.8;27.6;12.0;12.0
177;Alkmaar en omgeving (CR);Paar zonder kinderen;28.2;27.5;4.0;4.0
178;Alkmaar en omgeving (CR);Paar met kinderen;28.6;27.7;6.0;5.0
179;Alkmaar en omgeving (CR);Eenoudergezin;6.1;5.7;20.0;25.0
180;IJmond (CR);Totaal particulier huishouden;78.5;76.4;7.0;7.0
181;IJmond (CR);Eenpersoonshuishouden;24.1;23.4;11.0;10.0
182;IJmond (CR);Paar zonder kinderen;23.8;23.4;2.0;3.0
183;IJmond (CR);Paar met kinderen;24.0;23.4;6.0;4.0
184;IJmond (CR);Eenoudergezin;4.6;4.3;21.0;25.0
185;Agglomeratie Haarlem (CR);Totaal particulier huishouden;96.4;92.7;9.0;9.0
186;Agglomeratie Haarlem (CR);Eenpersoonshuishouden;37.2;35.6;12.0;12.0
187;Agglomeratie Haarlem (CR);Paar zonder kinderen;27.0;26.3;3.0;4.0
188;Agglomeratie Haarlem (CR);Paar met kinderen;23.6;22.8;8.0;6.0
189;Agglomeratie Haarlem (CR);Eenoudergezin;5.8;5.4;18.0;23.0
190;Zaanstreek (CR);Totaal particulier huishouden;65.6;63.4;8.0;8.0
191;Zaanstreek (CR);Eenpersoonshuishouden;20.1;19.2;12.0;11.0
192;Zaanstreek (CR);Paar zonder kinderen;19.4;19.0;3.0;3.0
193;Zaanstreek (CR);Paar met kinderen;19.5;18.9;6.0;4.0
194;Zaanstreek (CR);Eenoudergezin;4.5;4.3;20.0;26.0
195;Groot-Amsterdam (CR);Totaal particulier huishouden;548.1;512.6;13.0;13.0
196;Groot-Amsterdam (CR);Eenpersoonshuishouden;236.9;219.4;17.0;17.0
197;Groot-Amsterdam (CR);Paar zonder kinderen;126.9;121.2;5.0;6.0
198;Groot-Amsterdam (CR);Paar met kinderen;116.7;110.0;10.0;7.0
199;Groot-Amsterdam (CR);Eenoudergezin;46.4;42.8;23.0;28.0
200;Het Gooi en Vechtstreek (CR);Totaal particulier huishouden;104.4;100.3;8.0;7.0
201;Het Gooi en Vechtstreek (CR);Eenpersoonshuishouden;36.2;34.6;11.0;10.0
202;Het Gooi en Vechtstreek (CR);Paar zonder kinderen;30.4;29.7;3.0;3.0
203;Het Gooi en Vechtstreek (CR);Paar met kinderen;29.0;27.9;7.0;5.0
204;Het Gooi en Vechtstreek (CR);Eenoudergezin;6.2;5.7;17.0;20.0
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal particulier huishouden;154.7;148.4;7.0;7.0
206;Agglomeratie Leiden en Bollenstreek (CR);Eenpersoonshuishouden;48.7;46.0;11.0;10.0
207;Agglomeratie Leiden en Bollenstreek (CR);Paar zonder kinderen;44.6;43.3;3.0;3.0
208;Agglomeratie Leiden en Bollenstreek (CR);Paar met kinderen;48.9;47.3;6.0;4.0
209;Agglomeratie Leiden en Bollenstreek (CR);Eenoudergezin;8.7;8.2;17.0;20.0
210;Agglomeratie 's-Gravenhage (CR);Totaal particulier huishouden;343.9;324.0;11.0;11.0
211;Agglomeratie 's-Gravenhage (CR);Eenpersoonshuishouden;136.8;128.0;15.0;14.0
212;Agglomeratie 's-Gravenhage (CR);Paar zonder kinderen;86.5;83.5;4.0;5.0
213;Agglomeratie 's-Gravenhage (CR);Paar met kinderen;79.6;74.9;9.0;6.0
214;Agglomeratie 's-Gravenhage (CR);Eenoudergezin;27.2;25.1;25.0;30.0
215;Delft en Westland (CR);Totaal particulier huishouden;83.4;79.9;9.0;8.0
216;Delft en Westland (CR);Eenpersoonshuishouden;26.2;24.7;13.0;12.0
217;Delft en Westland (CR);Paar zonder kinderen;24.7;24.0;4.0;4.0
218;Delft en Westland (CR);Paar met kinderen;25.5;24.6;8.0;6.0
219;Delft en Westland (CR);Eenoudergezin;4.6;4.3;20.0;24.0
220;Oost-Zuid-Holland (CR);Totaal particulier huishouden;125.8;121.5;7.0;6.0
221;Oost-Zuid-Holland (CR);Eenpersoonshuishouden;33.5;32.3;10.0;9.0
222;Oost-Zuid-Holland (CR);Paar zonder kinderen;38.9;37.9;3.0;3.0
223;Oost-Zuid-Holland (CR);Paar met kinderen;43.3;41.9;6.0;4.0
224;Oost-Zuid-Holland (CR);Eenoudergezin;6.2;5.9;19.0;22.0
225;Groot-Rijnmond (CR);Totaal particulier huishouden;587.0;556.5;11.0;11.0
226;Groot-Rijnmond (CR);Eenpersoonshuishouden;205.2;193.2;16.0;16.0
227;Groot-Rijnmond (CR);Paar zonder kinderen;162.4;157.3;4.0;4.0
228;Groot-Rijnmond (CR);Paar met kinderen;151.6;143.8;9.0;6.0
229;Groot-Rijnmond (CR);Eenoudergezin;46.3;42.7;24.0;30.0
230;Zuidoost-Zuid-Holland (CR);Totaal particulier huishouden;161.6;155.6;8.0;8.0
231;Zuidoost-Zuid-Holland (CR);Eenpersoonshuishouden;47.1;45.1;13.0;12.0
232;Zuidoost-Zuid-Holland (CR);Paar zonder kinderen;48.3;47.1;3.0;3.0
233;Zuidoost-Zuid-Holland (CR);Paar met kinderen;52.0;50.2;6.0;4.0
234;Zuidoost-Zuid-Holland (CR);Eenoudergezin;9.3;8.6;20.0;25.0
235;Zeeuwsch-Vlaanderen (CR);Totaal particulier huishouden;46.2;43.6;8.0;8.0
236;Zeeuwsch-Vlaanderen (CR);Eenpersoonshuishouden;13.6;12.7;12.0;11.0
237;Zeeuwsch-Vlaanderen (CR);Paar zonder kinderen;16.0;15.3;4.0;5.0
238;Zeeuwsch-Vlaanderen (CR);Paar met kinderen;13.0;12.3;7.0;5.0
239;Zeeuwsch-Vlaanderen (CR);Eenoudergezin;2.4;2.2;22.0;26.0
240;Overig Zeeland (CR);Totaal particulier huishouden;112.4;108.3;8.0;8.0
241;Overig Zeeland (CR);Eenpersoonshuishouden;33.7;32.3;12.0;11.0
242;Overig Zeeland (CR);Paar zonder kinderen;37.0;36.1;4.0;4.0
243;Overig Zeeland (CR);Paar met kinderen;33.4;32.2;7.0;5.0
244;Overig Zeeland (CR);Eenoudergezin;5.7;5.3;22.0;27.0
245;West-Noord-Brabant (CR);Totaal particulier huishouden;248.7;238.7;8.0;8.0
246;West-Noord-Brabant (CR);Eenpersoonshuishouden;69.2;66.0;12.0;12.0
247;West-Noord-Brabant (CR);Paar zonder kinderen;81.5;79.1;3.0;4.0
248;West-Noord-Brabant (CR);Paar met kinderen;76.7;73.6;7.0;5.0
249;West-Noord-Brabant (CR);Eenoudergezin;13.2;12.3;20.0;24.0
250;Midden-Noord-Brabant (CR);Totaal particulier huishouden;179.2;172.7;8.0;8.0
251;Midden-Noord-Brabant (CR);Eenpersoonshuishouden;50.0;47.8;13.0;12.0
252;Midden-Noord-Brabant (CR);Paar zonder kinderen;56.1;54.7;4.0;4.0
253;Midden-Noord-Brabant (CR);Paar met kinderen;57.3;55.3;7.0;5.0
254;Midden-Noord-Brabant (CR);Eenoudergezin;10.2;9.6;22.0;27.0
255;Noordoost-Noord-Brabant (CR);Totaal particulier huishouden;246.0;237.5;8.0;7.0
256;Noordoost-Noord-Brabant (CR);Eenpersoonshuishouden;64.7;62.2;12.0;12.0
257;Noordoost-Noord-Brabant (CR);Paar zonder kinderen;76.5;74.6;4.0;4.0
258;Noordoost-Noord-Brabant (CR);Paar met kinderen;83.9;81.0;7.0;5.0
259;Noordoost-Noord-Brabant (CR);Eenoudergezin;12.9;12.1;20.0;23.0
260;Zuidoost-Noord-Brabant (CR);Totaal particulier huishouden;297.0;285.0;9.0;8.0
261;Zuidoost-Noord-Brabant (CR);Eenpersoonshuishouden;86.4;81.8;13.0;13.0
262;Zuidoost-Noord-Brabant (CR);Paar zonder kinderen;94.2;91.5;4.0;4.0
263;Zuidoost-Noord-Brabant (CR);Paar met kinderen;91.7;88.3;7.0;5.0
264;Zuidoost-Noord-Brabant (CR);Eenoudergezin;15.5;14.6;22.0;26.0
265;Noord-Limburg (CR);Totaal particulier huishouden;110.7;105.7;9.0;8.0
266;Noord-Limburg (CR);Eenpersoonshuishouden;28.9;27.6;13.0;12.0
267;Noord-Limburg (CR);Paar zonder kinderen;35.7;34.4;4.0;4.0
268;Noord-Limburg (CR);Paar met kinderen;37.3;35.5;7.0;6.0
269;Noord-Limburg (CR);Eenoudergezin;5.4;5.1;22.0;27.0
270;Midden-Limburg (CR);Totaal particulier huishouden;95.3;91.5;8.0;8.0
271;Midden-Limburg (CR);Eenpersoonshuishouden;25.3;24.2;13.0;12.0
272;Midden-Limburg (CR);Paar zonder kinderen;31.3;30.3;4.0;4.0
273;Midden-Limburg (CR);Paar met kinderen;30.4;29.2;7.0;5.0
274;Midden-Limburg (CR);Eenoudergezin;5.0;4.7;20.0;26.0
275;Zuid-Limburg (CR);Totaal particulier huishouden;267.5;252.1;11.0;10.0
276;Zuid-Limburg (CR);Eenpersoonshuishouden;84.0;79.2;16.0;15.0
277;Zuid-Limburg (CR);Paar zonder kinderen;85.7;81.8;5.0;5.0
278;Zuid-Limburg (CR);Paar met kinderen;72.6;68.0;8.0;6.0
279;Zuid-Limburg (CR);Eenoudergezin;16.8;15.4;24.0;31.0
280;Flevoland (CR);Totaal particulier huishouden;140.1;133.1;10.0;9.0
281;Flevoland (CR);Eenpersoonshuishouden;35.6;33.3;15.0;14.0
282;Flevoland (CR);Paar zonder kinderen;38.3;37.1;4.0;4.0
283;Flevoland (CR);Paar met kinderen;50.3;48.0;8.0;6.0
284;Flevoland (CR);Eenoudergezin;10.9;10.0;24.0;28.0
285;Groningen (GA);Totaal particulier huishouden;85.8;81.3;13.0;12.0
286;Groningen (GA);Eenpersoonshuishouden;37.1;35.0;19.0;17.0
287;Groningen (GA);Paar zonder kinderen;24.0;22.8;5.0;5.0
288;Groningen (GA);Paar met kinderen;16.5;15.9;9.0;6.0
289;Groningen (GA);Eenoudergezin;6.2;5.9;25.0;31.0
290;Leeuwarden (GA);Totaal particulier huishouden;40.5;38.3;13.0;13.0
291;Leeuwarden (GA);Eenpersoonshuishouden;16.3;15.3;19.0;18.0
292;Leeuwarden (GA);Paar zonder kinderen;11.6;11.0;5.0;5.0
293;Leeuwarden (GA);Paar met kinderen;8.8;8.5;10.0;7.0
294;Leeuwarden (GA);Eenoudergezin;2.8;2.7;28.0;34.0
295;Zwolle (GA);Totaal particulier huishouden;47.0;45.5;9.0;9.0
296;Zwolle (GA);Eenpersoonshuishouden;16.3;15.7;14.0;13.0
297;Zwolle (GA);Paar zonder kinderen;13.7;13.3;3.0;3.0
298;Zwolle (GA);Paar met kinderen;13.1;12.7;6.0;4.0
299;Zwolle (GA);Eenoudergezin;2.8;2.6;25.0;30.0
300;Enschede (GA);Totaal particulier huishouden;63.0;59.4;13.0;12.0
301;Enschede (GA);Eenpersoonshuishouden;21.2;19.8;19.0;17.0
302;Enschede (GA);Paar zonder kinderen;19.1;18.3;6.0;6.0
303;Enschede (GA);Paar met kinderen;16.6;15.6;11.0;7.0
304;Enschede (GA);Eenoudergezin;4.0;3.7;27.0;35.0
305;Apeldoorn (GA);Totaal particulier huishouden;64.7;62.6;8.0;7.0
306;Apeldoorn (GA);Eenpersoonshuishouden;20.0;19.2;11.0;10.0
307;Apeldoorn (GA);Paar zonder kinderen;20.3;19.9;4.0;4.0
308;Apeldoorn (GA);Paar met kinderen;18.8;18.2;6.0;4.0
309;Apeldoorn (GA);Eenoudergezin;3.6;3.3;22.0;27.0
310;Arnhem (GA);Totaal particulier huishouden;64.0;60.2;14.0;13.0
311;Arnhem (GA);Eenpersoonshuishouden;25.9;24.1;18.0;17.0
312;Arnhem (GA);Paar zonder kinderen;17.1;16.5;5.0;6.0
313;Arnhem (GA);Paar met kinderen;14.0;13.2;12.0;8.0
314;Arnhem (GA);Eenoudergezin;4.7;4.4;25.0;31.0
315;Nijmegen (GA);Totaal particulier huishouden;68.4;64.9;13.0;12.0
316;Nijmegen (GA);Eenpersoonshuishouden;28.5;26.7;18.0;17.0
317;Nijmegen (GA);Paar zonder kinderen;18.0;17.3;5.0;5.0
318;Nijmegen (GA);Paar met kinderen;14.9;14.3;9.0;7.0
319;Nijmegen (GA);Eenoudergezin;5.0;4.7;22.0;30.0
320;Amersfoort (GA);Totaal particulier huishouden;67.3;64.7;8.0;8.0
321;Amersfoort (GA);Eenpersoonshuishouden;21.6;20.5;12.0;11.0
322;Amersfoort (GA);Paar zonder kinderen;18.6;18.2;3.0;4.0
323;Amersfoort (GA);Paar met kinderen;21.1;20.4;6.0;4.0
324;Amersfoort (GA);Eenoudergezin;4.2;3.9;21.0;25.0
325;Utrecht (GA);Totaal particulier huishouden;172.7;162.9;10.0;9.0
326;Utrecht (GA);Eenpersoonshuishouden;65.4;60.9;14.0;13.0
327;Utrecht (GA);Paar zonder kinderen;46.6;44.8;3.0;4.0
328;Utrecht (GA);Paar met kinderen;43.9;41.6;8.0;5.0
329;Utrecht (GA);Eenoudergezin;10.6;9.9;22.0;27.0
330;Amsterdam (GA);Totaal particulier huishouden;477.6;444.2;15.0;14.0
331;Amsterdam (GA);Eenpersoonshuishouden;220.5;203.8;18.0;18.0
332;Amsterdam (GA);Paar zonder kinderen;105.4;100.1;6.0;6.0
333;Amsterdam (GA);Paar met kinderen;89.0;83.0;12.0;9.0
334;Amsterdam (GA);Eenoudergezin;42.8;39.5;24.0;29.0
