ID;Afzet;Producten;Perioden;Prijsindexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3
6661;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2003 juni;163.0;0.0;9.71
6662;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2003 juli;163.0;0.0;9.57
6663;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2003 augustus;163.0;0.0;9.71
6664;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2003 september;163.0;0.0;9.73
6665;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2003 oktober;163.0;0.0;6.01
6666;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2003 november;163.0;0.0;5.18
6667;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2003 december;163.0;0.0;3.58
6668;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2003;163.0;;8.43
6669;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1995 januari;102.0;0.0;0.0
6670;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1995 februari;103.0;0.96;0.0
6671;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1995 maart;103.0;0.17;0.0
6672;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1995 april;103.0;-0.35;0.0
6673;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1995 mei;103.0;0.14;0.0
6674;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1995 juni;103.0;0.07;0.0
6675;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1995 juli;100.0;-2.62;0.0
6676;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1995 augustus;98.0;-2.35;0.0
6677;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1995 september;98.0;-0.2;0.0
6678;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1995 oktober;97.0;-0.09;0.0
6679;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1995 november;96.0;-1.69;0.0
6680;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1995 december;95.0;-0.49;0.0
6681;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1995;100.0;;0.0
6682;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1996 januari;95.0;-0.68;-6.97
6683;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1996 februari;95.0;0.02;-7.84
6684;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1996 maart;94.0;-0.55;-8.49
6685;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1996 april;95.0;0.57;-7.65
6686;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1996 mei;95.0;-0.17;-7.93
6687;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1996 juni;94.0;-0.4;-8.37
6688;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1996 juli;95.0;0.66;-5.27
6689;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1996 augustus;94.0;-1.23;-4.18
6690;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1996 september;92.0;-2.33;-6.23
6691;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1996 oktober;92.0;0.61;-5.57
6692;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1996 november;91.0;-0.9;-4.81
6693;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1996 december;92.0;1.07;-3.32
6694;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1996;94.0;;-6.43
6695;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1997 januari;91.0;-1.64;-4.25
6696;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1997 februari;91.0;0.14;-4.14
6697;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1997 maart;91.0;-0.3;-3.9
6698;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1997 april;90.0;-0.35;-4.79
6699;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1997 mei;90.0;-0.03;-4.65
6700;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1997 juni;90.0;0.3;-3.98
6701;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1997juli;91.0;0.68;-3.97
6702;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1997 augustus;94.0;2.94;0.09
6703;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1997 september;94.0;0.46;2.95
6704;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1997 oktober;95.0;0.41;2.75
6705;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1997 november;95.0;0.91;4.62
6706;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1997 december;96.0;0.56;4.09
6707;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1997;92.0;;-1.32
6708;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1998 januari;97.0;0.92;6.8
6709;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1998 februari;98.0;0.69;7.38
6710;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1998 maart;99.0;1.26;9.06
6711;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1998 april;98.0;-0.81;8.56
6712;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1998 mei;98.0;0.47;9.1
6713;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1998 juni;98.0;-0.64;8.08
6714;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1998 juli;99.0;0.84;8.26
6715;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1998 augustus;98.0;-0.91;4.22
6716;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1998 september;99.0;0.84;4.61
6717;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1998 oktober;100.0;1.5;5.75
6718;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1998 november;103.0;2.73;7.66
6719;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1998 december;105.0;2.08;9.29
6720;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1998;99.0;;7.38
6721;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1999 januari;110.0;4.87;13.57
6722;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1999 februari;112.0;1.64;14.64
6723;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1999 maart;112.0;0.38;13.65
6724;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1999 april;113.0;0.82;15.52
6725;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1999 mei;114.0;0.31;15.33
6726;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1999 juni;112.0;-1.59;14.22
6727;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1999 juli;108.0;-3.34;9.49
6728;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1999 augustus;105.0;-2.33;7.91
6729;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1999 september;105.0;-0.29;6.69
6730;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1999 oktober;103.0;-2.07;2.93
6731;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1999 november;103.0;0.05;0.25
6732;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1999 december;104.0;1.41;-0.42
6733;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;1999;108.0;;9.37
6734;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2000 januari;105.0;0.43;-4.64
6735;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2000 februari;104.0;-0.86;-6.98
6736;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2000 maart;104.0;-0.07;-7.4
6737;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2000 april;102.0;-1.63;-9.65
6738;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2000 mei;103.0;0.76;-9.24
6739;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2000 juni;102.0;-0.59;-8.32
6740;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2000 juli;104.0;1.16;-4.05
6741;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2000 augustus;102.0;-1.22;-2.96
6742;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2000 september;104.0;1.83;-0.89
6743;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2000 oktober;104.0;-0.3;0.9
6744;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2000 november;105.0;0.92;1.78
6745;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2000 december;104.0;-1.26;-0.9
6746;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2000;104.0;;-4.5
6747;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2001 januari;103.0;-0.11;-1.43
6748;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2001 februari;105.0;1.28;0.71
6749;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2001 maart;103.0;-2.05;-1.29
6750;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2001 april;105.0;2.5;2.85
6751;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2001 mei;104.0;-1.38;0.66
6752;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2001 juni;105.0;1.02;2.29
6753;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2001 juli;106.0;0.81;1.94
6754;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2001 augustus;103.0;-2.05;1.09
6755;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2001 september;103.0;-0.26;-0.99
6756;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2001 oktober;111.0;7.37;6.63
6757;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2001 november;111.0;0.64;6.34
6758;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2001 december;110.0;-1.65;5.92
6759;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2001;106.0;;2.06
6760;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2002 januari;111.0;1.53;7.66
6761;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2002 februari;112.0;0.84;7.19
6762;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2002 maart;111.0;-1.46;7.83
6763;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2002 april;115.0;4.01;9.42
6764;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2002 mei;111.0;-3.23;7.37
6765;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2002 juni;111.0;-0.36;5.9
6766;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2002 juli;112.0;0.62;5.7
6767;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2002 augustus;113.0;1.02;9.02
6768;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2002 september;115.0;2.4;11.92
6769;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2002 oktober;116.0;0.12;4.36
6770;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2002 november;113.0;-2.3;1.31
6771;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2002 december;122.0;8.09;11.34
6772;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2002;114.0;;7.38
6773;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2003 januari;119.0;-2.57;6.84
6774;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2003 februari;116.0;-2.14;3.69
6775;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2003 maart;113.0;-2.95;2.12
6776;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2003 april;113.0;-0.05;-1.86
6777;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2003 mei;123.0;9.24;10.79
6778;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2003 juni;114.0;-7.94;2.37
6779;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2003 juli;123.0;8.11;9.98
6780;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2003 augustus;122.0;-0.28;8.57
6781;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2003 september;130.0;6.33;12.73
6782;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2003 oktober;119.0;-8.55;2.97
6783;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2003 november;131.0;9.78;15.71
6784;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2003 december;127.0;-3.09;3.74
6785;Totale Nederlandse afzet;15300000 Bereidingen en conserven van gr;2003;121.0;;6.45
6786;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1995 januari;103.0;0.0;0.0
6787;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1995 februari;105.0;2.66;0.0
6788;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1995 maart;107.0;1.01;0.0
6789;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1995 april;106.0;-0.73;0.0
6790;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1995 mei;106.0;0.13;0.0
6791;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1995 juni;106.0;-0.03;0.0
6792;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1995 juli;102.0;-3.74;0.0
6793;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1995 augustus;96.0;-6.17;0.0
6794;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1995 september;95.0;-1.01;0.0
6795;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1995 oktober;94.0;-1.02;0.0
6796;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1995 november;91.0;-2.67;0.0
6797;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1995 december;90.0;-0.82;0.0
6798;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1995;100.0;;0.0
6799;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1996 januari;88.0;-3.08;-14.68
6800;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1996 februari;87.0;-1.15;-17.85
6801;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1996 maart;85.0;-1.37;-19.78
6802;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1996 april;85.0;-0.56;-19.65
6803;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1996 mei;85.0;-0.52;-20.17
6804;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1996 juni;85.0;1.04;-19.32
6805;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1996 juli;86.0;0.53;-15.74
6806;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1996 augustus;84.0;-1.85;-11.87
6807;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1996 september;81.0;-3.35;-13.95
6808;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1996 oktober;80.0;-1.93;-14.74
6809;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1996 november;79.0;-1.16;-13.42
6810;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1996 december;79.0;0.22;-12.52
6811;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1996;84.0;;-16.3
6812;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1997 januari;78.0;-1.33;-10.94
6813;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1997 februari;78.0;0.13;-9.78
6814;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1997 maart;78.0;-0.51;-9.0
6815;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1997 april;78.0;-0.18;-8.65
6816;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1997 mei;78.0;-0.13;-8.29
6817;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1997 juni;78.0;0.92;-8.4
6818;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1997juli;81.0;3.99;-5.24
6819;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1997 augustus;80.0;-1.14;-4.55
6820;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1997 september;81.0;1.01;-0.25
6821;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1997 oktober;82.0;0.88;2.61
6822;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1997 november;84.0;1.98;5.87
6823;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1997 december;85.0;1.92;7.66
6824;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1997;80.0;;-4.29
6825;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1998 januari;86.0;1.1;10.32
6826;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1998 februari;88.0;2.05;12.43
6827;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1998 maart;89.0;0.73;13.83
6828;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1998 april;88.0;-0.3;13.69
6829;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1998 mei;87.0;-1.35;12.31
6830;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1998 juni;88.0;0.54;11.89
6831;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1998 juli;89.0;1.15;8.84
6832;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1998 augustus;88.0;-0.33;9.72
6833;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1998 september;88.0;-0.56;8.02
6834;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1998 oktober;90.0;2.49;9.74
6835;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1998 november;94.0;4.04;11.96
6836;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1998 december;101.0;7.63;18.25
6837;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1998;90.0;;11.76
6838;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1999 januari;110.0;9.48;28.05
6839;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1999 februari;111.0;0.34;25.9
6840;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1999 maart;114.0;2.69;28.35
6841;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1999 april;114.0;0.09;28.85
6842;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1999 mei;114.0;0.2;30.88
6843;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1999 juni;113.0;-0.85;29.06
6844;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1999 juli;105.0;-6.84;18.86
6845;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1999 augustus;99.0;-6.36;11.67
6846;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1999 september;96.0;-2.91;9.04
6847;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1999 oktober;94.0;-2.21;4.04
6848;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1999 november;94.0;0.08;0.08
6849;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1999 december;95.0;0.9;-6.18
6850;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;1999;105.0;;16.96
6851;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;2000 januari;92.0;-2.28;-16.26
6852;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;2000 februari;91.0;-1.35;-17.66
6853;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;2000 maart;90.0;-1.47;-21.0
6854;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;2000 april;89.0;-1.26;-22.07
6855;Totale Nederlandse afzet;15310000 Bereidingen en conserven van aa;2000 mei;89.0;0.87;-21.55
