ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;PersonenautoSTotaal_5;PersonenautoSJongerDan6Jaar_6;PersonenautoS6JaarEnOuder_7;PersonenautoSBrandstofBenzine_8;PersonenautoSOverigeBrandstof_9;PersonenautoSPerHuishouden_10;PersonenautoSNaarOppervlakte_11;MotorfietsenVanParticulieren_12;VoertuigMetBromfietskentekenVanPart_13
2986;Verspreide huizen Hengelo en Noordink;Bronckhorst                             ;Buurt     ;BU18760006;1;350;75;275;290;60;1.4;30.0;65;30
2987;Verspreide huizen Bekveld en Gooi;Bronckhorst                             ;Buurt     ;BU18760007;1;175;35;140;125;50;1.3;30.0;30;15
2988;Verspreide huizen Varssel;Bronckhorst                             ;Buurt     ;BU18760008;1;205;45;160;165;40;1.5;22.0;50;30
2989;Verspreide huizen Zuidelijk bosgebied;Bronckhorst                             ;Buurt     ;BU18760009;1;75;15;65;65;10;1.2;11.0;15;15
2990;Wijk 01 Zelhem;Bronckhorst                             ;Wijk      ;WK187601  ;1;6045;1305;4745;5135;915;1.3;80.0;810;775
2991;Zelhem;Bronckhorst                             ;Buurt     ;BU18760100;1;3070;705;2365;2690;380;1.2;1537.0;360;350
2992;Halle;Bronckhorst                             ;Buurt     ;BU18760101;1;405;85;320;355;50;1.3;677.0;70;80
2993;Velswijk;Bronckhorst                             ;Buurt     ;BU18760102;1;190;45;145;165;20;1.5;1371.0;40;20
2994;Verspreide huizen Zelhem;Bronckhorst                             ;Buurt     ;BU18760103;1;1120;245;875;900;220;1.5;33.0;170;105
2995;Verspreide huizen Halle;Bronckhorst                             ;Buurt     ;BU18760104;1;830;145;690;675;155;1.5;29.0;90;130
2996;Verspreide huizen Velswijk;Bronckhorst                             ;Buurt     ;BU18760105;1;430;80;350;345;85;1.4;39.0;80;85
2997;Wijk 02 Vorden;Bronckhorst                             ;Wijk      ;WK187602  ;1;4325;1100;3225;3660;665;1.2;64.0;520;465
2998;Vorden;Bronckhorst                             ;Buurt     ;BU18760200;1;2460;650;1810;2125;335;1.1;1245.0;290;205
2999;Kranenburg;Bronckhorst                             ;Buurt     ;BU18760201;1;150;40;110;130;20;1.7;745.0;30;10
3000;Wichmond;Bronckhorst                             ;Buurt     ;BU18760202;1;265;75;190;220;45;1.3;693.0;35;40
3001;Verspreide huizen Vierakker;Bronckhorst                             ;Buurt     ;BU18760203;1;135;35;100;105;30;1.8;32.0;20;15
3002;Verspreide huizen Wichmond;Bronckhorst                             ;Buurt     ;BU18760204;1;135;25;105;110;25;1.2;23.0;20;85
3003;Verspr.h. Linde, Mossel en Wildenborch;Bronckhorst                             ;Buurt     ;BU18760207;1;415;85;330;345;65;1.4;18.0;50;30
3004;Verspreide huizen Grote Veld;Bronckhorst                             ;Buurt     ;BU18760208;1;100;25;75;75;25;1.5;13.0;5;20
3005;Verspreide huizen Delden en Veldwijk;Bronckhorst                             ;Buurt     ;BU18760209;1;670;165;505;550;120;1.4;28.0;75;65
3006;Wijk 03 Steenderen;Bronckhorst                             ;Wijk      ;WK187603  ;1;2635;600;2035;2180;455;1.3;54.0;365;360
3007;Steenderen;Bronckhorst                             ;Buurt     ;BU18760300;1;1040;265;780;870;170;1.2;1121.0;110;95
3008;Bronkhorst;Bronckhorst                             ;Buurt     ;BU18760301;1;60;20;40;45;15;1.2;467.0;0;0
3009;Baak;Bronckhorst                             ;Buurt     ;BU18760302;1;330;75;255;280;50;1.4;843.0;90;30
3010;Olburgen;Bronckhorst                             ;Buurt     ;BU18760303;1;130;25;110;105;25;1.6;495.0;25;15
3011;Rha;Bronckhorst                             ;Buurt     ;BU18760304;1;55;10;45;45;10;;;5;10
3012;Toldijk;Bronckhorst                             ;Buurt     ;BU18760305;1;225;55;175;200;30;1.4;719.0;40;30
3013;Verspreide huizen Bakerwaard;Bronckhorst                             ;Buurt     ;BU18760306;1;100;10;85;75;25;;;15;20
3014;Verspreide huizen Olburgen en Rha;Bronckhorst                             ;Buurt     ;BU18760307;1;15;5;15;15;0;;;0;5
3015;Verspreide huizen Baak;Bronckhorst                             ;Buurt     ;BU18760308;1;275;55;215;225;50;1.3;26.0;25;40
3016;Verspreide huizen Toldijk;Bronckhorst                             ;Buurt     ;BU18760309;1;280;50;230;230;50;1.5;23.0;35;35
3017;Verspreide huizen Steenderen;Bronckhorst                             ;Buurt     ;BU18760310;1;120;35;85;100;25;1.1;10.0;15;80
3018;Wijk 04 Hummelo en Keppel;Bronckhorst                             ;Wijk      ;WK187604  ;1;2490;600;1890;2050;440;1.3;59.0;225;215
3019;Hummelo;Bronckhorst                             ;Buurt     ;BU18760400;1;570;130;440;480;90;1.3;1656.0;65;40
3020;Hoog-Keppel;Bronckhorst                             ;Buurt     ;BU18760401;1;280;95;185;240;40;1.4;876.0;20;20
3021;Laag-Keppel;Bronckhorst                             ;Buurt     ;BU18760402;1;275;85;195;215;60;1.3;734.0;15;15
3022;Drempt;Bronckhorst                             ;Buurt     ;BU18760403;1;550;140;415;465;90;1.3;1302.0;55;65
3023;Achterdrempt;Bronckhorst                             ;Buurt     ;BU18760404;1;220;60;160;180;35;1.7;1059.0;20;30
3024;Verspreide huizen ten noorden van Drempt;Bronckhorst                             ;Buurt     ;BU18760405;1;175;30;145;135;40;1.2;25.0;15;20
3025;Verspreide huizen Hummelo;Bronckhorst                             ;Buurt     ;BU18760406;1;195;30;165;160;35;1.7;23.0;15;5
3026;Verspreide huizen Hummelo-Broek;Bronckhorst                             ;Buurt     ;BU18760407;1;50;5;45;40;10;;;5;5
3027;Verspr.h. ten zuidoosten van Hummelo;Bronckhorst                             ;Buurt     ;BU18760408;1;95;20;80;80;15;1.3;13.0;5;15
3028;Verspreide huizen Hoog-Keppel;Bronckhorst                             ;Buurt     ;BU18760409;1;20;5;15;15;5;;;0;5
3029;Verspreide huizen Oude IJsselgebied;Bronckhorst                             ;Buurt     ;BU18760410;1;65;10;55;40;20;;;10;5
3030;Brummen;Brummen                                 ;Gemeente  ;GM0213    ;.;10635;2650;7985;8995;1640;1.2;127.0;1140;1205
3031;Niet nader toe te delen;Brummen                                 ;          ;          ; ;0;0;0;0;0;;;0;0
3032;Wel nader toe te delen;Brummen                                 ;          ;          ; ;10635;2650;7985;8995;1640;;;1140;1205
3033;Wijk 01 Empe;Brummen                                 ;Wijk      ;WK021301  ;1;365;75;290;290;75;1.5;45.0;45;65
3034;Empe Kern;Brummen                                 ;Buurt     ;BU02130100;1;140;35;110;115;25;1.5;1101.0;20;30
3035;Verspreide huizen Empe;Brummen                                 ;Buurt     ;BU02130101;1;190;35;155;145;45;1.5;30.0;20;30
3036;Dovenkamp;Brummen                                 ;Buurt     ;BU02130102;1;30;5;25;25;5;;;0;5
3037;Wijk 02 Tonden;Brummen                                 ;Wijk      ;WK021302  ;1;190;45;145;155;40;1.5;24.0;30;25
3038;Tonden;Brummen                                 ;Buurt     ;BU02130200;1;190;45;145;155;40;1.5;24.0;30;25
3039;Wijk 03 Brummen;Brummen                                 ;Wijk      ;WK021303  ;1;4210;1070;3140;3570;640;1.1;140.0;450;460
3040;Brummen Centrum;Brummen                                 ;Buurt     ;BU02130300;1;740;190;550;610;130;1.1;1300.0;65;55
3041;Brummense Enk West;Brummen                                 ;Buurt     ;BU02130301;1;615;145;470;530;85;1.1;2151.0;70;65
3042;Brummense Enk Oost;Brummen                                 ;Buurt     ;BU02130302;1;730;170;560;640;85;1.0;2358.0;85;105
3043;De Pothof;Brummen                                 ;Buurt     ;BU02130303;1;380;110;270;335;45;1.1;2435.0;30;35
3044;Koppelenburg;Brummen                                 ;Buurt     ;BU02130304;1;220;65;150;180;35;1.2;1078.0;15;15
3045;Verspreide huizen Brummen;Brummen                                 ;Buurt     ;BU02130305;1;55;15;40;45;10;;;10;10
3046;Rhienderen Kern;Brummen                                 ;Buurt     ;BU02130306;1;390;85;305;330;60;1.2;1373.0;70;75
3047;Rhienderen Noord;Brummen                                 ;Buurt     ;BU02130307;1;15;0;15;10;5;;;5;0
3048;Rhienderense Enk;Brummen                                 ;Buurt     ;BU02130308;1;75;30;45;65;10;1.3;684.0;5;5
3049;Elzenbos;Brummen                                 ;Buurt     ;BU02130309;1;345;115;230;305;40;1.1;2159.0;30;30
3050;Hazenberg;Brummen                                 ;Buurt     ;BU02130310;1;35;10;25;25;10;;;0;5
3051;Verspreide huizen Rhienderen;Brummen                                 ;Buurt     ;BU02130311;1;30;5;25;25;0;;;10;10
3052;Rhienderense Broek;Brummen                                 ;Buurt     ;BU02130312;1;105;20;90;85;25;1.3;51.0;10;5
3053;Oeken kern;Brummen                                 ;Buurt     ;BU02130313;1;80;25;50;65;10;1.5;802.0;5;5
3054;Verspreide huizen Oeken;Brummen                                 ;Buurt     ;BU02130314;1;200;30;170;160;35;1.6;40.0;15;25
3055;Wapsum;Brummen                                 ;Buurt     ;BU02130315;1;35;5;25;25;10;;;0;0
3056;Voorstonden;Brummen                                 ;Buurt     ;BU02130316;1;55;15;40;40;15;;;5;0
3057;Cortenoever;Brummen                                 ;Buurt     ;BU02130317;1;120;40;80;95;25;1.4;12.0;10;15
3058;Wijk 04 Leuvenheim;Brummen                                 ;Wijk      ;WK021304  ;1;385;95;290;320;65;1.4;53.0;45;65
3059;Leuvenheim kern;Brummen                                 ;Buurt     ;BU02130400;1;315;80;240;265;55;1.4;771.0;45;55
3060;Verspreide huizen Leuvenheim;Brummen                                 ;Buurt     ;BU02130401;1;25;5;20;20;5;;;0;0
3061;Lichtenbelt;Brummen                                 ;Buurt     ;BU02130402;1;40;10;30;35;10;;;0;5
3062;Wijk 05 Hall;Brummen                                 ;Wijk      ;WK021305  ;1;470;100;365;380;90;1.4;35.0;60;75
3063;Hall kern;Brummen                                 ;Buurt     ;BU02130500;1;185;35;150;160;25;1.5;1103.0;25;40
3064;Verspreide huizen Hall;Brummen                                 ;Buurt     ;BU02130501;1;165;40;125;130;35;1.4;19.0;15;20
3065;Cellenrijk;Brummen                                 ;Buurt     ;BU02130502;1;115;25;90;90;25;1.4;26.0;20;15
3066;Wijk 06 Eerbeek;Brummen                                 ;Wijk      ;WK021306  ;1;5015;1260;3750;4285;730;1.2;294.0;510;510
3067;Eerbeek centrum;Brummen                                 ;Buurt     ;BU02130600;1;360;110;255;315;50;1.0;1050.0;25;25
3068;Lombok;Brummen                                 ;Buurt     ;BU02130601;1;550;180;365;455;90;1.3;2346.0;65;40
3069;Noorder Enk;Brummen                                 ;Buurt     ;BU02130602;1;785;150;635;695;90;1.0;2232.0;65;100
3070;Werfakker;Brummen                                 ;Buurt     ;BU02130603;1;705;215;490;620;85;1.1;2722.0;70;65
3071;Veldkant;Brummen                                 ;Buurt     ;BU02130604;1;95;25;65;75;20;1.5;220.0;0;10
3072;Eerbeekse Enk;Brummen                                 ;Buurt     ;BU02130605;1;1580;310;1270;1375;205;1.1;2626.0;190;210
3073;Eerbeek Zuid;Brummen                                 ;Buurt     ;BU02130606;1;85;15;75;70;15;1.4;139.0;10;5
3074;Het Hungeling;Brummen                                 ;Buurt     ;BU02130607;1;165;60;105;125;40;1.3;252.0;20;5
3075;Wilhelminapark;Brummen                                 ;Buurt     ;BU02130608;1;220;80;140;170;50;1.4;400.0;5;5
3076;Verspreide huizen Eerbeek;Brummen                                 ;Buurt     ;BU02130609;1;385;100;285;315;70;1.4;75.0;50;35
3077;Coldenhove;Brummen                                 ;Buurt     ;BU02130610;1;80;20;60;70;10;1.3;10.0;15;5
3078;Brunssum;Brunssum                                ;Gemeente  ;GM0899    ;.;14620;3330;11290;13285;1335;1.1;850.0;1315;2395
3079;Niet nader toe te delen;Brunssum                                ;          ;          ; ;5;0;5;5;0;;;0;5
3080;Wel nader toe te delen;Brunssum                                ;          ;          ; ;14610;3330;11285;13280;1335;;;1315;2390
3081;Wijk 01 Brunssum-West;Brunssum                                ;Wijk      ;WK089901  ;1;3640;950;2690;3280;360;1.2;1178.0;330;535
3082;Klingelsberg;Brunssum                                ;Buurt     ;BU08990124;1;360;80;280;335;25;1.4;2168.0;25;50
3083;Op de Vos;Brunssum                                ;Buurt     ;BU08990126;1;805;210;595;730;70;1.3;2419.0;50;80
3084;Treebeek-Zuid;Brunssum                                ;Buurt     ;BU08990134;1;810;145;665;735;75;0.9;1783.0;70;170
3085;Emma;Brunssum                                ;Buurt     ;BU08990135;1;515;175;335;455;60;1.1;980.0;35;45
3086;Amstenraderveld;Brunssum                                ;Buurt     ;BU08990136;1;295;130;160;255;40;1.6;238.0;35;30
3087;Treebeek-Noord;Brunssum                                ;Buurt     ;BU08990144;1;860;210;655;770;95;1.3;2274.0;110;160
3088;Wijk 02 Brunssum-Noord;Brunssum                                ;Wijk      ;WK089902  ;1;3380;705;2675;3090;290;1.0;1395.0;305;580
3089;Houserveld;Brunssum                                ;Buurt     ;BU08990201;1;35;0;35;30;5;;;35;5
3090;Klingbemden;Brunssum                                ;Buurt     ;BU08990202;1;315;100;215;290;25;1.4;2257.0;40;30
3091;Rozengaard;Brunssum                                ;Buurt     ;BU08990203;1;625;110;515;575;50;1.0;2651.0;50;140
3092;De Kling;Brunssum                                ;Buurt     ;BU08990204;1;395;95;300;355;40;1.3;1860.0;30;35
3093;Op den Haan;Brunssum                                ;Buurt     ;BU08990205;1;375;70;305;335;35;0.9;2035.0;35;65
3094;Lemmender;Brunssum                                ;Buurt     ;BU08990207;1;480;85;390;455;25;0.6;3460.0;20;105
3095;De Streek;Brunssum                                ;Buurt     ;BU08990208;1;470;90;380;435;35;1.0;3283.0;30;85
3096;Het Heufken;Brunssum                                ;Buurt     ;BU08990209;1;345;60;285;305;40;0.9;3324.0;45;75
3097;Bexdelle;Brunssum                                ;Buurt     ;BU08990225;1;230;65;170;210;20;1.3;1750.0;15;25
3098;Merkelbeekerdal;Brunssum                                ;Buurt     ;BU08990242;1;55;15;40;45;10;;;5;10
3099;Buitengebied;Brunssum                                ;Buurt     ;BU08990243;1;55;15;45;50;5;0.7;114.0;0;5
3100;Wijk 03 Brunssum-Oost;Brunssum                                ;Wijk      ;WK089903  ;1;2155;350;1805;1945;210;1.1;384.0;200;505
3101;Rode Beek;Brunssum                                ;Buurt     ;BU08990314;1;70;5;60;45;25;;;0;10
3102;Op gen Hoes;Brunssum                                ;Buurt     ;BU08990315;1;145;25;120;140;10;1.3;2397.0;10;35
3103;Oeloven;Brunssum                                ;Buurt     ;BU08990316;1;440;110;330;385;55;1.3;1351.0;35;40
3104;De Eggen;Brunssum                                ;Buurt     ;BU08990317;1;805;110;695;735;70;1.0;2160.0;70;235
3105;Schuttersveld;Brunssum                                ;Buurt     ;BU08990318;1;495;70;425;455;40;1.0;2674.0;45;135
3106;De Kattekoelen;Brunssum                                ;Buurt     ;BU08990332;1;0;0;0;0;0;;;0;0
3107;Bouwberg;Brunssum                                ;Buurt     ;BU08990333;1;100;20;85;95;10;1.7;131.0;35;20
3108;Ora et Labora;Brunssum                                ;Buurt     ;BU08990337;1;5;0;5;5;0;;;0;0
3109;Hendrik en omgeving;Brunssum                                ;Buurt     ;BU08990339;1;0;0;0;0;0;;;0;0
3110;De Heide;Brunssum                                ;Buurt     ;BU08990340;1;0;0;0;0;0;;;0;0
3111;Kleikoelen;Brunssum                                ;Buurt     ;BU08990345;1;90;15;80;90;5;0.8;1994.0;5;25
3112;Wijk 04 Brunssum-Zuid;Brunssum                                ;Wijk      ;WK089904  ;1;1710;365;1345;1540;170;1.3;399.0;185;295
3113;Vondelstraat;Brunssum                                ;Buurt     ;BU08990428;1;145;45;100;125;20;1.5;1637.0;15;15
3114;Langenberg;Brunssum                                ;Buurt     ;BU08990429;1;870;165;700;785;80;1.4;3009.0;95;135
3115;De Struiken;Brunssum                                ;Buurt     ;BU08990430;1;690;155;540;630;65;1.3;1155.0;75;145
3116;Douvenberg;Brunssum                                ;Buurt     ;BU08990431;1;0;0;0;0;0;;;0;0
3117;Brandenberg;Brunssum                                ;Buurt     ;BU08990438;1;0;0;0;0;0;;;0;0
3118;Brunssumer Heide;Brunssum                                ;Buurt     ;BU08990441;1;0;0;0;0;0;;;0;0
3119;Wijk 05 Brunssum-Centrum;Brunssum                                ;Wijk      ;WK089905  ;1;3725;955;2770;3420;305;1.0;2077.0;295;480
3120;Hofpoel;Brunssum                                ;Buurt     ;BU08990506;1;470;120;350;425;45;0.9;3133.0;25;70
3121;Op de Vaard;Brunssum                                ;Buurt     ;BU08990510;1;230;55;170;210;15;0.9;1736.0;20;25
3122;Koutenveld;Brunssum                                ;Buurt     ;BU08990511;1;140;55;85;125;10;0.9;1639.0;5;10
3123;Centrum;Brunssum                                ;Buurt     ;BU08990512;1;255;55;200;240;15;0.7;2420.0;5;25
3124;Kerkeveld;Brunssum                                ;Buurt     ;BU08990513;1;165;35;130;150;10;0.8;1361.0;20;25
3125;Kruisberg;Brunssum                                ;Buurt     ;BU08990519;1;615;135;480;555;60;1.1;2668.0;60;105
3126;Achter de Put;Brunssum                                ;Buurt     ;BU08990520;1;210;55;155;195;15;1.2;1719.0;30;15
3127;Haansberg;Brunssum                                ;Buurt     ;BU08990521;1;425;75;350;390;35;1.0;1742.0;50;80
3128;Vijverpark;Brunssum                                ;Buurt     ;BU08990522;1;70;20;50;60;10;0.9;859.0;0;10
3129;Rumpener Beemden;Brunssum                                ;Buurt     ;BU08990523;1;415;110;300;390;25;0.8;1732.0;30;30
3130;De Hemelder;Brunssum                                ;Buurt     ;BU08990527;1;740;245;495;675;65;1.5;2571.0;55;85
