ID;VolgordeVanGeboorteUitDeMoeder;LeeftijdOp31December;GeboortegeneratieVrouw;Vruchtbaarheidcijfers_1
118;Totaal;Jonger dan 16 jaar;1967;0.0005
119;Totaal;Jonger dan 16 jaar;1968;0.00037
120;Totaal;Jonger dan 16 jaar;1969;0.0003
121;Totaal;Jonger dan 16 jaar;1970;0.00034
122;Totaal;Jonger dan 16 jaar;1971;0.00043
123;Totaal;Jonger dan 16 jaar;1972;0.00041
124;Totaal;Jonger dan 16 jaar;1973;0.00037
125;Totaal;Jonger dan 16 jaar;1974;0.00041
126;Totaal;Jonger dan 16 jaar;1975;0.00041
127;Totaal;Jonger dan 16 jaar;1976;0.00048
128;Totaal;Jonger dan 16 jaar;1977;0.00051
129;Totaal;Jonger dan 16 jaar;1978;0.00046
130;Totaal;Jonger dan 16 jaar;1979;0.00039
131;Totaal;Jonger dan 16 jaar;1980;0.00034
132;Totaal;Jonger dan 16 jaar;1981;0.00039
133;Totaal;Jonger dan 16 jaar;1982;0.00044
134;Totaal;Jonger dan 16 jaar;1983;0.00042
135;Totaal;Jonger dan 16 jaar;1984;0.0004
136;Totaal;Jonger dan 16 jaar;1985;0.00053
137;Totaal;Jonger dan 16 jaar;1986;0.00052
138;Totaal;Jonger dan 16 jaar;1987;0.00048
139;Totaal;Jonger dan 16 jaar;1988;0.00042
140;Totaal;Jonger dan 16 jaar;1989;0.00029
141;Totaal;Jonger dan 16 jaar;1990;0.00035
142;Totaal;Jonger dan 16 jaar;1991;0.00028
143;Totaal;Jonger dan 16 jaar;1992;0.00032
144;Totaal;Jonger dan 16 jaar;1993;0.00035
145;Totaal;Jonger dan 16 jaar;1994;0.00041
146;Totaal;Jonger dan 16 jaar;1995;0.00025
147;Totaal;Jonger dan 16 jaar;1996;0.00032
148;Totaal;Jonger dan 16 jaar;1997;0.00034
149;Totaal;Jonger dan 16 jaar;1998;0.00027
150;Totaal;Jonger dan 16 jaar;1999;0.00019
151;Totaal;Jonger dan 16 jaar;2000;0.0002
152;Totaal;Jonger dan 16 jaar;2001;0.00014
153;Totaal;Jonger dan 16 jaar;2002;0.00017
154;Totaal;Jonger dan 16 jaar;2003;0.0002
155;Totaal;Jonger dan 16 jaar;2004;0.00018
156;Totaal;Jonger dan 16 jaar;2005;0.00018
157;Totaal;Jonger dan 16 jaar;2006;0.00017
158;Totaal;Jonger dan 16 jaar;2007;0.00018
159;Totaal;Jonger dan 16 jaar;2008;0.00018
160;Totaal;Jonger dan 16 jaar;2009;0.00018
161;Totaal;Jonger dan 16 jaar;2010;0.00018
162;Totaal;Jonger dan 16 jaar;2011;0.00018
163;Totaal;Jonger dan 16 jaar;2012;0.00018
164;Totaal;Jonger dan 16 jaar;2013;0.00018
165;Totaal;Jonger dan 16 jaar;2014;0.00018
166;Totaal;Jonger dan 16 jaar;2015;0.00018
167;Totaal;Jonger dan 16 jaar;2016;0.00018
168;Totaal;Jonger dan 16 jaar;2017;0.00018
169;Totaal;Jonger dan 16 jaar;2018;0.00018
170;Totaal;Jonger dan 16 jaar;2019;0.00018
171;Totaal;Jonger dan 16 jaar;2020;0.00018
172;Totaal;16 jaar;1935;0.00112
173;Totaal;16 jaar;1936;0.00103
174;Totaal;16 jaar;1937;0.00114
175;Totaal;16 jaar;1938;0.00111
176;Totaal;16 jaar;1939;0.0013
177;Totaal;16 jaar;1940;0.00129
178;Totaal;16 jaar;1941;0.00168
179;Totaal;16 jaar;1942;0.00188
180;Totaal;16 jaar;1943;0.00196
181;Totaal;16 jaar;1944;0.00191
182;Totaal;16 jaar;1945;0.00236
183;Totaal;16 jaar;1946;0.00242
184;Totaal;16 jaar;1947;0.00237
185;Totaal;16 jaar;1948;0.00257
186;Totaal;16 jaar;1949;0.00233
187;Totaal;16 jaar;1950;0.00256
188;Totaal;16 jaar;1951;0.00293
189;Totaal;16 jaar;1952;0.00312
190;Totaal;16 jaar;1953;0.00375
191;Totaal;16 jaar;1954;0.00355
192;Totaal;16 jaar;1955;0.00344
193;Totaal;16 jaar;1956;0.0035
194;Totaal;16 jaar;1957;0.0027
195;Totaal;16 jaar;1958;0.00229
196;Totaal;16 jaar;1959;0.00216
197;Totaal;16 jaar;1960;0.00169
198;Totaal;16 jaar;1961;0.00143
199;Totaal;16 jaar;1962;0.00173
200;Totaal;16 jaar;1963;0.00135
201;Totaal;16 jaar;1964;0.00155
202;Totaal;16 jaar;1965;0.00152
203;Totaal;16 jaar;1966;0.00142
204;Totaal;16 jaar;1967;0.00115
205;Totaal;16 jaar;1968;0.00105
206;Totaal;16 jaar;1969;0.00124
207;Totaal;16 jaar;1970;0.00151
208;Totaal;16 jaar;1971;0.00139
209;Totaal;16 jaar;1972;0.00134
210;Totaal;16 jaar;1973;0.00161
211;Totaal;16 jaar;1974;0.00154
212;Totaal;16 jaar;1975;0.00141
213;Totaal;16 jaar;1976;0.00127
214;Totaal;16 jaar;1977;0.00127
215;Totaal;16 jaar;1978;0.00122
216;Totaal;16 jaar;1979;0.00097
217;Totaal;16 jaar;1980;0.00102
218;Totaal;16 jaar;1981;0.00122
219;Totaal;16 jaar;1982;0.00129
220;Totaal;16 jaar;1983;0.00148
221;Totaal;16 jaar;1984;0.00158
222;Totaal;16 jaar;1985;0.00163
223;Totaal;16 jaar;1986;0.00144
224;Totaal;16 jaar;1987;0.00123
225;Totaal;16 jaar;1988;0.0011
226;Totaal;16 jaar;1989;0.00103
227;Totaal;16 jaar;1990;0.00087
228;Totaal;16 jaar;1991;0.00097
229;Totaal;16 jaar;1992;0.00093
230;Totaal;16 jaar;1993;0.00082
231;Totaal;16 jaar;1994;0.0007
232;Totaal;16 jaar;1995;0.00083
233;Totaal;16 jaar;1996;0.00076
234;Totaal;16 jaar;1997;0.00059
235;Totaal;16 jaar;1998;0.00057
236;Totaal;16 jaar;1999;0.00055
237;Totaal;16 jaar;2000;0.00049
238;Totaal;16 jaar;2001;0.00042
239;Totaal;16 jaar;2002;0.00047
240;Totaal;16 jaar;2003;0.0005
241;Totaal;16 jaar;2004;0.00048
242;Totaal;16 jaar;2005;0.00047
243;Totaal;16 jaar;2006;0.00047
244;Totaal;16 jaar;2007;0.00048
245;Totaal;16 jaar;2008;0.00048
246;Totaal;16 jaar;2009;0.00048
247;Totaal;16 jaar;2010;0.00048
248;Totaal;16 jaar;2011;0.00048
249;Totaal;16 jaar;2012;0.00048
250;Totaal;16 jaar;2013;0.00048
251;Totaal;16 jaar;2014;0.00048
252;Totaal;16 jaar;2015;0.00048
253;Totaal;16 jaar;2016;0.00048
254;Totaal;16 jaar;2017;0.00048
255;Totaal;16 jaar;2018;0.00048
256;Totaal;16 jaar;2019;0.00048
257;Totaal;16 jaar;2020;0.00048
258;Totaal;17 jaar;1935;0.00481
259;Totaal;17 jaar;1936;0.00482
260;Totaal;17 jaar;1937;0.00488
261;Totaal;17 jaar;1938;0.00517
262;Totaal;17 jaar;1939;0.0056
263;Totaal;17 jaar;1940;0.00582
264;Totaal;17 jaar;1941;0.00689
265;Totaal;17 jaar;1942;0.00768
266;Totaal;17 jaar;1943;0.00737
267;Totaal;17 jaar;1944;0.00846
268;Totaal;17 jaar;1945;0.00882
269;Totaal;17 jaar;1946;0.00861
270;Totaal;17 jaar;1947;0.0097
271;Totaal;17 jaar;1948;0.00933
272;Totaal;17 jaar;1949;0.00987
273;Totaal;17 jaar;1950;0.00961
274;Totaal;17 jaar;1951;0.01075
275;Totaal;17 jaar;1952;0.0113
276;Totaal;17 jaar;1953;0.01151
277;Totaal;17 jaar;1954;0.01235
278;Totaal;17 jaar;1955;0.01111
279;Totaal;17 jaar;1956;0.00902
280;Totaal;17 jaar;1957;0.00798
281;Totaal;17 jaar;1958;0.0059
282;Totaal;17 jaar;1959;0.00543
283;Totaal;17 jaar;1960;0.00561
284;Totaal;17 jaar;1961;0.00451
285;Totaal;17 jaar;1962;0.00477
286;Totaal;17 jaar;1963;0.00468
287;Totaal;17 jaar;1964;0.00462
288;Totaal;17 jaar;1965;0.00415
289;Totaal;17 jaar;1966;0.00354
290;Totaal;17 jaar;1967;0.00361
291;Totaal;17 jaar;1968;0.00323
292;Totaal;17 jaar;1969;0.00332
293;Totaal;17 jaar;1970;0.00347
294;Totaal;17 jaar;1971;0.00398
295;Totaal;17 jaar;1972;0.004
296;Totaal;17 jaar;1973;0.00431
297;Totaal;17 jaar;1974;0.00456
298;Totaal;17 jaar;1975;0.00371
299;Totaal;17 jaar;1976;0.00316
300;Totaal;17 jaar;1977;0.00349
301;Totaal;17 jaar;1978;0.00261
302;Totaal;17 jaar;1979;0.0025
303;Totaal;17 jaar;1980;0.00264
304;Totaal;17 jaar;1981;0.00295
305;Totaal;17 jaar;1982;0.00354
306;Totaal;17 jaar;1983;0.0037
307;Totaal;17 jaar;1984;0.00466
308;Totaal;17 jaar;1985;0.00398
309;Totaal;17 jaar;1986;0.00347
310;Totaal;17 jaar;1987;0.00292
311;Totaal;17 jaar;1988;0.00273
312;Totaal;17 jaar;1989;0.00261
313;Totaal;17 jaar;1990;0.00248
314;Totaal;17 jaar;1991;0.00233
315;Totaal;17 jaar;1992;0.00232
316;Totaal;17 jaar;1993;0.00224
317;Totaal;17 jaar;1994;0.00194
318;Totaal;17 jaar;1995;0.00203
319;Totaal;17 jaar;1996;0.00167
320;Totaal;17 jaar;1997;0.00161
321;Totaal;17 jaar;1998;0.00146
322;Totaal;17 jaar;1999;0.00117
323;Totaal;17 jaar;2000;0.00131
324;Totaal;17 jaar;2001;0.00128
325;Totaal;17 jaar;2002;0.00131
326;Totaal;17 jaar;2003;0.00131
327;Totaal;17 jaar;2004;0.00128
328;Totaal;17 jaar;2005;0.0013
329;Totaal;17 jaar;2006;0.00129
330;Totaal;17 jaar;2007;0.0013
331;Totaal;17 jaar;2008;0.00129
332;Totaal;17 jaar;2009;0.00129
333;Totaal;17 jaar;2010;0.00129
334;Totaal;17 jaar;2011;0.00129
335;Totaal;17 jaar;2012;0.00129
336;Totaal;17 jaar;2013;0.00129
337;Totaal;17 jaar;2014;0.00129
338;Totaal;17 jaar;2015;0.00129
339;Totaal;17 jaar;2016;0.00129
340;Totaal;17 jaar;2017;0.00129
341;Totaal;17 jaar;2018;0.00129
342;Totaal;17 jaar;2019;0.00129
343;Totaal;17 jaar;2020;0.00129
344;Totaal;18 jaar;1935;0.01415
345;Totaal;18 jaar;1936;0.01352
346;Totaal;18 jaar;1937;0.01463
347;Totaal;18 jaar;1938;0.01458
348;Totaal;18 jaar;1939;0.01515
349;Totaal;18 jaar;1940;0.01568
350;Totaal;18 jaar;1941;0.01841
351;Totaal;18 jaar;1942;0.01902
352;Totaal;18 jaar;1943;0.02056
353;Totaal;18 jaar;1944;0.02117
354;Totaal;18 jaar;1945;0.02303
355;Totaal;18 jaar;1946;0.02259
356;Totaal;18 jaar;1947;0.02351
357;Totaal;18 jaar;1948;0.02308
358;Totaal;18 jaar;1949;0.02327
359;Totaal;18 jaar;1950;0.02393
360;Totaal;18 jaar;1951;0.02596
361;Totaal;18 jaar;1952;0.02602
362;Totaal;18 jaar;1953;0.02479
363;Totaal;18 jaar;1954;0.02266
364;Totaal;18 jaar;1955;0.0202
365;Totaal;18 jaar;1956;0.0163
366;Totaal;18 jaar;1957;0.01369
367;Totaal;18 jaar;1958;0.01191
368;Totaal;18 jaar;1959;0.0113
369;Totaal;18 jaar;1960;0.01108
370;Totaal;18 jaar;1961;0.00923
371;Totaal;18 jaar;1962;0.01009
372;Totaal;18 jaar;1963;0.01024
373;Totaal;18 jaar;1964;0.00873
374;Totaal;18 jaar;1965;0.00782
375;Totaal;18 jaar;1966;0.00785
376;Totaal;18 jaar;1967;0.00683
377;Totaal;18 jaar;1968;0.00742
378;Totaal;18 jaar;1969;0.00697
379;Totaal;18 jaar;1970;0.00753
380;Totaal;18 jaar;1971;0.00788
381;Totaal;18 jaar;1972;0.0086
382;Totaal;18 jaar;1973;0.00846
383;Totaal;18 jaar;1974;0.00822
384;Totaal;18 jaar;1975;0.00784
385;Totaal;18 jaar;1976;0.00688
386;Totaal;18 jaar;1977;0.00608
387;Totaal;18 jaar;1978;0.00547
388;Totaal;18 jaar;1979;0.00581
389;Totaal;18 jaar;1980;0.00579
390;Totaal;18 jaar;1981;0.00642
391;Totaal;18 jaar;1982;0.00763
392;Totaal;18 jaar;1983;0.00831
393;Totaal;18 jaar;1984;0.00828
394;Totaal;18 jaar;1985;0.00762
395;Totaal;18 jaar;1986;0.00623
396;Totaal;18 jaar;1987;0.00563
397;Totaal;18 jaar;1988;0.00531
398;Totaal;18 jaar;1989;0.00546
399;Totaal;18 jaar;1990;0.00508
400;Totaal;18 jaar;1991;0.00568
401;Totaal;18 jaar;1992;0.00509
402;Totaal;18 jaar;1993;0.0046
403;Totaal;18 jaar;1994;0.00439
404;Totaal;18 jaar;1995;0.00397
405;Totaal;18 jaar;1996;0.00381
406;Totaal;18 jaar;1997;0.00289
407;Totaal;18 jaar;1998;0.00282
408;Totaal;18 jaar;1999;0.00302
409;Totaal;18 jaar;2000;0.00298
410;Totaal;18 jaar;2001;0.00293
411;Totaal;18 jaar;2002;0.00289
412;Totaal;18 jaar;2003;0.00293
413;Totaal;18 jaar;2004;0.00295
414;Totaal;18 jaar;2005;0.00293
415;Totaal;18 jaar;2006;0.00293
416;Totaal;18 jaar;2007;0.00292
417;Totaal;18 jaar;2008;0.00293
418;Totaal;18 jaar;2009;0.00293
419;Totaal;18 jaar;2010;0.00293
420;Totaal;18 jaar;2011;0.00293
421;Totaal;18 jaar;2012;0.00293
422;Totaal;18 jaar;2013;0.00293
423;Totaal;18 jaar;2014;0.00293
424;Totaal;18 jaar;2015;0.00293
425;Totaal;18 jaar;2016;0.00293
426;Totaal;18 jaar;2017;0.00293
427;Totaal;18 jaar;2018;0.00293
428;Totaal;18 jaar;2019;0.00293
429;Totaal;18 jaar;2020;0.00293
430;Totaal;19 jaar;1935;0.02741
431;Totaal;19 jaar;1936;0.02902
432;Totaal;19 jaar;1937;0.02969
433;Totaal;19 jaar;1938;0.03008
434;Totaal;19 jaar;1939;0.03023
435;Totaal;19 jaar;1940;0.0322
436;Totaal;19 jaar;1941;0.03494
437;Totaal;19 jaar;1942;0.03708
438;Totaal;19 jaar;1943;0.03912
439;Totaal;19 jaar;1944;0.04199
440;Totaal;19 jaar;1945;0.04184
441;Totaal;19 jaar;1946;0.04237
442;Totaal;19 jaar;1947;0.042
443;Totaal;19 jaar;1948;0.04369
444;Totaal;19 jaar;1949;0.04139
445;Totaal;19 jaar;1950;0.04347
446;Totaal;19 jaar;1951;0.04359
447;Totaal;19 jaar;1952;0.04289
448;Totaal;19 jaar;1953;0.03761
449;Totaal;19 jaar;1954;0.03312
450;Totaal;19 jaar;1955;0.02999
451;Totaal;19 jaar;1956;0.02516
452;Totaal;19 jaar;1957;0.02257
453;Totaal;19 jaar;1958;0.01857
454;Totaal;19 jaar;1959;0.01796
455;Totaal;19 jaar;1960;0.01826
456;Totaal;19 jaar;1961;0.01747
457;Totaal;19 jaar;1962;0.01733
458;Totaal;19 jaar;1963;0.01537
459;Totaal;19 jaar;1964;0.01522
460;Totaal;19 jaar;1965;0.01395
461;Totaal;19 jaar;1966;0.01331
462;Totaal;19 jaar;1967;0.01272
463;Totaal;19 jaar;1968;0.01306
464;Totaal;19 jaar;1969;0.0129
465;Totaal;19 jaar;1970;0.0133
466;Totaal;19 jaar;1971;0.01454
467;Totaal;19 jaar;1972;0.01453
468;Totaal;19 jaar;1973;0.0138
469;Totaal;19 jaar;1974;0.01341
470;Totaal;19 jaar;1975;0.01311
471;Totaal;19 jaar;1976;0.01113
472;Totaal;19 jaar;1977;0.01125
473;Totaal;19 jaar;1978;0.01169
474;Totaal;19 jaar;1979;0.01188
475;Totaal;19 jaar;1980;0.01339
476;Totaal;19 jaar;1981;0.01402
477;Totaal;19 jaar;1982;0.01467
478;Totaal;19 jaar;1983;0.01486
479;Totaal;19 jaar;1984;0.01383
480;Totaal;19 jaar;1985;0.01238
481;Totaal;19 jaar;1986;0.01113
482;Totaal;19 jaar;1987;0.01025
483;Totaal;19 jaar;1988;0.00994
484;Totaal;19 jaar;1989;0.01065
485;Totaal;19 jaar;1990;0.01024
486;Totaal;19 jaar;1991;0.01055
487;Totaal;19 jaar;1992;0.00966
488;Totaal;19 jaar;1993;0.00866
489;Totaal;19 jaar;1994;0.00738
490;Totaal;19 jaar;1995;0.007
491;Totaal;19 jaar;1996;0.00627
492;Totaal;19 jaar;1997;0.00617
493;Totaal;19 jaar;1998;0.00605
494;Totaal;19 jaar;1999;0.00584
495;Totaal;19 jaar;2000;0.00583
496;Totaal;19 jaar;2001;0.00587
497;Totaal;19 jaar;2002;0.00592
498;Totaal;19 jaar;2003;0.0059
499;Totaal;19 jaar;2004;0.00587
500;Totaal;19 jaar;2005;0.00588
501;Totaal;19 jaar;2006;0.00589
502;Totaal;19 jaar;2007;0.00589
503;Totaal;19 jaar;2008;0.00588
504;Totaal;19 jaar;2009;0.00588
505;Totaal;19 jaar;2010;0.00588
506;Totaal;19 jaar;2011;0.00588
507;Totaal;19 jaar;2012;0.00588
508;Totaal;19 jaar;2013;0.00588
509;Totaal;19 jaar;2014;0.00588
510;Totaal;19 jaar;2015;0.00588
511;Totaal;19 jaar;2016;0.00588
512;Totaal;19 jaar;2017;0.00588
513;Totaal;19 jaar;2018;0.00588
514;Totaal;19 jaar;2019;0.00588
515;Totaal;19 jaar;2020;0.00588
516;Totaal;20 jaar;1935;0.04556
517;Totaal;20 jaar;1936;0.04621
518;Totaal;20 jaar;1937;0.04865
519;Totaal;20 jaar;1938;0.04813
520;Totaal;20 jaar;1939;0.04953
521;Totaal;20 jaar;1940;0.05174
522;Totaal;20 jaar;1941;0.05767
523;Totaal;20 jaar;1942;0.05954
524;Totaal;20 jaar;1943;0.0634
525;Totaal;20 jaar;1944;0.06571
526;Totaal;20 jaar;1945;0.06426
527;Totaal;20 jaar;1946;0.06405
528;Totaal;20 jaar;1947;0.06687
529;Totaal;20 jaar;1948;0.06377
530;Totaal;20 jaar;1949;0.0664
531;Totaal;20 jaar;1950;0.06438
532;Totaal;20 jaar;1951;0.06196
533;Totaal;20 jaar;1952;0.05718
534;Totaal;20 jaar;1953;0.04941
535;Totaal;20 jaar;1954;0.04702
536;Totaal;20 jaar;1955;0.03993
537;Totaal;20 jaar;1956;0.03731
538;Totaal;20 jaar;1957;0.03308
539;Totaal;20 jaar;1958;0.03027
540;Totaal;20 jaar;1959;0.02828
541;Totaal;20 jaar;1960;0.03016
542;Totaal;20 jaar;1961;0.02701
543;Totaal;20 jaar;1962;0.02583
544;Totaal;20 jaar;1963;0.02434
545;Totaal;20 jaar;1964;0.02355
546;Totaal;20 jaar;1965;0.02194
547;Totaal;20 jaar;1966;0.02106
548;Totaal;20 jaar;1967;0.01855
549;Totaal;20 jaar;1968;0.01967
550;Totaal;20 jaar;1969;0.02077
551;Totaal;20 jaar;1970;0.02105
552;Totaal;20 jaar;1971;0.02151
553;Totaal;20 jaar;1972;0.02086
554;Totaal;20 jaar;1973;0.02032
555;Totaal;20 jaar;1974;0.02
556;Totaal;20 jaar;1975;0.01772
557;Totaal;20 jaar;1976;0.01655
558;Totaal;20 jaar;1977;0.01857
559;Totaal;20 jaar;1978;0.01944
560;Totaal;20 jaar;1979;0.01881
561;Totaal;20 jaar;1980;0.02045
562;Totaal;20 jaar;1981;0.0208
563;Totaal;20 jaar;1982;0.0216
564;Totaal;20 jaar;1983;0.02049
565;Totaal;20 jaar;1984;0.01968
566;Totaal;20 jaar;1985;0.01821
567;Totaal;20 jaar;1986;0.01642
568;Totaal;20 jaar;1987;0.01644
569;Totaal;20 jaar;1988;0.01517
570;Totaal;20 jaar;1989;0.0159
571;Totaal;20 jaar;1990;0.0147
572;Totaal;20 jaar;1991;0.01387
573;Totaal;20 jaar;1992;0.01361
574;Totaal;20 jaar;1993;0.01233
575;Totaal;20 jaar;1994;0.01198
576;Totaal;20 jaar;1995;0.01075
577;Totaal;20 jaar;1996;0.00986
578;Totaal;20 jaar;1997;0.00995
579;Totaal;20 jaar;1998;0.00963
580;Totaal;20 jaar;1999;0.00948
581;Totaal;20 jaar;2000;0.00946
582;Totaal;20 jaar;2001;0.00953
583;Totaal;20 jaar;2002;0.00959
584;Totaal;20 jaar;2003;0.00954
585;Totaal;20 jaar;2004;0.00952
586;Totaal;20 jaar;2005;0.00953
587;Totaal;20 jaar;2006;0.00954
588;Totaal;20 jaar;2007;0.00954
589;Totaal;20 jaar;2008;0.00953
590;Totaal;20 jaar;2009;0.00953
591;Totaal;20 jaar;2010;0.00953
592;Totaal;20 jaar;2011;0.00954
593;Totaal;20 jaar;2012;0.00954
594;Totaal;20 jaar;2013;0.00953
595;Totaal;20 jaar;2014;0.00953
596;Totaal;20 jaar;2015;0.00954
597;Totaal;20 jaar;2016;0.00954
598;Totaal;20 jaar;2017;0.00954
599;Totaal;20 jaar;2018;0.00953
600;Totaal;20 jaar;2019;0.00954
601;Totaal;20 jaar;2020;0.00954
602;Totaal;21 jaar;1935;0.06657
603;Totaal;21 jaar;1936;0.06869
604;Totaal;21 jaar;1937;0.07232
605;Totaal;21 jaar;1938;0.07202
606;Totaal;21 jaar;1939;0.0742
607;Totaal;21 jaar;1940;0.0811
608;Totaal;21 jaar;1941;0.08683
609;Totaal;21 jaar;1942;0.08935
610;Totaal;21 jaar;1943;0.09333
611;Totaal;21 jaar;1944;0.09447
612;Totaal;21 jaar;1945;0.09504
613;Totaal;21 jaar;1946;0.09362
614;Totaal;21 jaar;1947;0.09378
615;Totaal;21 jaar;1948;0.09697
616;Totaal;21 jaar;1949;0.0913
617;Totaal;21 jaar;1950;0.08632
618;Totaal;21 jaar;1951;0.0813
619;Totaal;21 jaar;1952;0.07355
620;Totaal;21 jaar;1953;0.06802
621;Totaal;21 jaar;1954;0.06166
622;Totaal;21 jaar;1955;0.05811
623;Totaal;21 jaar;1956;0.05203
624;Totaal;21 jaar;1957;0.04987
625;Totaal;21 jaar;1958;0.04648
626;Totaal;21 jaar;1959;0.04414
627;Totaal;21 jaar;1960;0.04388
628;Totaal;21 jaar;1961;0.03812
629;Totaal;21 jaar;1962;0.0376
630;Totaal;21 jaar;1963;0.03659
631;Totaal;21 jaar;1964;0.03408
632;Totaal;21 jaar;1965;0.03229
633;Totaal;21 jaar;1966;0.02931
634;Totaal;21 jaar;1967;0.02803
635;Totaal;21 jaar;1968;0.02855
636;Totaal;21 jaar;1969;0.02862
