ID;BedrijfstakkenBranchesSBI2008;Bedrijfsomvang;Perioden;Percentage0_1;Percentage05_2;Percentage510_3;Percentage10_4;Percentage0_5;Percentage020_6;Percentage2035_7;Percentage35_8;Ratio0_9;Ratio005_10;Ratio051_11;Ratio1_12;Ratio0_13;Ratio011_14;Ratio1115_15;Ratio15_16
90;9;1 werkzame persoon;2006;33.3;0.0;33.3;33.3;25.0;25.0;25.0;25.0;0.0;25.0;25.0;50.0;0.0;50.0;50.0;0.0
91;9;1 werkzame persoon;2007;25.0;0.0;0.0;75.0;0.0;50.0;0.0;50.0;0.0;25.0;25.0;50.0;0.0;50.0;0.0;50.0
92;9;1 werkzame persoon;2008;20.0;0.0;0.0;80.0;16.7;25.0;0.0;58.3;0.0;25.0;25.0;50.0;0.0;50.0;0.0;50.0
93;9;2 tot 10 werkzame personen;2006;25.0;25.0;0.0;50.0;20.0;30.0;0.0;50.0;0.0;20.0;20.0;60.0;0.0;40.0;0.0;60.0
94;9;2 tot 10 werkzame personen;2007;20.0;0.0;0.0;80.0;9.1;27.3;9.1;54.5;0.0;9.1;27.3;63.6;0.0;36.4;9.1;54.6
95;9;2 tot 10 werkzame personen;2008;25.0;0.0;0.0;75.0;20.0;0.0;20.0;60.0;0.0;0.0;20.0;80.0;0.0;0.0;20.0;80.0
96;9;10 tot 50 werkzame personen;2006;0.0;0.0;0.0;100.0;33.3;0.0;33.3;33.3;0.0;33.3;66.7;0.0;0.0;66.7;33.3;0.0
97;9;10 tot 50 werkzame personen;2007;0.0;0.0;0.0;100.0;20.0;0.0;20.0;60.0;0.0;40.0;60.0;0.0;0.0;80.0;0.0;20.0
98;9;10 tot 50 werkzame personen;2008;33.3;0.0;0.0;66.7;40.0;0.0;20.0;40.0;20.0;40.0;20.0;20.0;20.0;60.0;0.0;20.0
99;9;50 tot 100 werkzame personen;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100;9;50 tot 100 werkzame personen;2007;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;
101;9;50 tot 100 werkzame personen;2008;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;
102;9;100 tot 250 werkzame personen;2006;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0
103;9;100 tot 250 werkzame personen;2007;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;;0.0
104;9;100 tot 250 werkzame personen;2008;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;;0.0
105;9;250 of meer werkzame personen;2006;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;0.0
106;9;250 of meer werkzame personen;2007;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;0.0
107;9;250 of meer werkzame personen;2008;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;0.0
108;10;1 werkzame persoon;2006;32.1;14.3;10.7;42.9;24.3;24.3;0.0;51.4;8.6;22.9;11.4;57.1;2.9;34.3;5.7;57.1
109;10;1 werkzame persoon;2007;33.3;11.1;11.1;44.4;37.2;16.3;7.0;39.5;5.0;27.5;7.5;60.0;0.0;40.0;7.5;52.5
110;10;1 werkzame persoon;2008;18.6;11.9;17.0;52.5;30.6;9.4;4.7;55.3;3.7;23.5;14.8;58.0;1.2;34.6;6.2;58.0
111;10;2 tot 10 werkzame personen;2006;25.0;6.6;7.4;61.0;25.3;23.1;16.8;34.9;1.7;25.4;25.4;47.5;1.1;41.2;13.5;44.2
112;10;2 tot 10 werkzame personen;2007;18.0;6.1;7.2;68.7;27.0;23.4;14.7;34.9;1.6;27.4;25.3;45.7;1.3;42.2;14.8;41.7
113;10;2 tot 10 werkzame personen;2008;17.8;6.5;3.9;71.7;21.8;26.9;15.6;35.7;1.7;23.3;25.7;49.3;0.0;41.4;16.4;42.1
114;10;10 tot 50 werkzame personen;2006;18.8;5.1;6.9;69.2;20.7;25.0;17.4;37.0;0.3;24.3;32.0;43.4;0.3;43.2;16.1;40.4
115;10;10 tot 50 werkzame personen;2007;12.1;5.2;6.2;76.5;16.8;23.1;21.2;38.9;0.3;20.2;34.7;44.8;0.3;39.6;18.6;41.5
116;10;10 tot 50 werkzame personen;2008;16.8;4.4;6.7;72.2;19.8;22.8;17.5;39.8;0.3;22.1;32.1;45.6;0.3;38.4;18.3;43.0
117;10;50 tot 100 werkzame personen;2006;20.0;8.0;6.0;66.0;20.6;30.2;19.0;30.2;0.0;27.0;42.9;30.2;0.0;54.0;11.1;34.9
118;10;50 tot 100 werkzame personen;2007;12.0;6.0;12.0;70.0;25.4;19.4;20.9;34.3;0.0;25.4;47.8;26.9;0.0;52.2;14.9;32.8
119;10;50 tot 100 werkzame personen;2008;14.6;6.3;6.3;72.9;18.6;23.7;25.4;32.2;0.0;18.6;50.9;30.5;0.0;42.4;22.0;35.6
120;10;100 tot 250 werkzame personen;2006;14.7;5.9;2.9;76.5;5.6;25.0;22.2;47.2;2.9;37.1;25.7;34.3;0.0;48.6;14.3;37.1
121;10;100 tot 250 werkzame personen;2007;6.5;6.5;12.9;74.2;13.9;22.2;22.2;41.7;2.8;50.0;16.7;30.6;0.0;44.4;16.7;38.9
122;10;100 tot 250 werkzame personen;2008;21.4;10.7;7.1;60.7;17.6;20.6;8.8;52.9;2.9;44.1;23.5;29.4;0.0;50.0;14.7;35.3
123;10;250 of meer werkzame personen;2006;25.0;2.5;10.0;62.5;9.1;15.9;29.5;45.5;6.8;61.4;11.4;20.5;0.0;59.1;13.6;27.3
124;10;250 of meer werkzame personen;2007;16.7;2.4;9.5;71.4;6.7;20.0;15.6;57.8;6.7;64.4;11.1;17.8;0.0;64.4;15.6;20.0
125;10;250 of meer werkzame personen;2008;18.0;2.0;16.0;64.0;9.1;16.4;25.5;49.1;3.6;65.5;21.8;9.1;0.0;61.8;18.2;20.0
126;11;1 werkzame persoon;2006;33.3;33.3;0.0;33.3;25.0;25.0;0.0;50.0;0.0;0.0;25.0;75.0;0.0;0.0;0.0;100.0
127;11;1 werkzame persoon;2007;66.7;0.0;0.0;33.3;25.0;25.0;25.0;25.0;0.0;0.0;25.0;75.0;0.0;25.0;0.0;75.0
128;11;1 werkzame persoon;2008;0.0;0.0;0.0;100.0;50.0;25.0;0.0;25.0;0.0;50.0;0.0;50.0;0.0;50.0;0.0;50.0
129;11;2 tot 10 werkzame personen;2006;27.3;0.0;27.3;45.5;26.7;6.7;33.3;33.3;0.0;46.7;26.7;26.7;0.0;46.7;6.7;46.7
130;11;2 tot 10 werkzame personen;2007;10.0;10.0;30.0;50.0;33.3;6.7;20.0;40.0;0.0;50.0;28.6;21.4;0.0;50.0;7.1;42.9
131;11;2 tot 10 werkzame personen;2008;22.2;11.1;0.0;66.7;35.7;21.4;0.0;42.9;0.0;30.8;30.8;38.5;0.0;38.5;15.4;46.2
132;11;10 tot 50 werkzame personen;2006;40.0;0.0;0.0;60.0;16.7;0.0;33.3;50.0;0.0;33.3;33.3;33.3;0.0;50.0;16.7;33.3
133;11;10 tot 50 werkzame personen;2007;50.0;0.0;0.0;50.0;14.3;0.0;28.6;57.1;0.0;28.6;42.9;28.6;0.0;57.1;14.3;28.6
134;11;10 tot 50 werkzame personen;2008;60.0;0.0;0.0;40.0;0.0;0.0;40.0;60.0;0.0;20.0;40.0;40.0;0.0;20.0;40.0;40.0
135;11;50 tot 100 werkzame personen;2006;0.0;0.0;25.0;75.0;0.0;0.0;50.0;50.0;0.0;75.0;25.0;0.0;0.0;50.0;0.0;50.0
136;11;50 tot 100 werkzame personen;2007;0.0;0.0;0.0;;0.0;0.0;;;0.0;;0.0;;0.0;;0.0;
137;11;50 tot 100 werkzame personen;2008;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;
138;11;100 tot 250 werkzame personen;2006;0.0;0.0;;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;0.0;
139;11;100 tot 250 werkzame personen;2007;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0
140;11;100 tot 250 werkzame personen;2008;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;0.0;;;0.0
141;11;250 of meer werkzame personen;2006;0.0;25.0;25.0;50.0;0.0;0.0;50.0;50.0;0.0;50.0;50.0;0.0;0.0;100.0;0.0;0.0
142;11;250 of meer werkzame personen;2007;0.0;0.0;25.0;75.0;0.0;0.0;50.0;50.0;0.0;25.0;75.0;0.0;0.0;100.0;0.0;0.0
143;11;250 of meer werkzame personen;2008;16.7;16.7;0.0;66.7;0.0;16.7;33.3;50.0;0.0;16.7;50.0;33.3;0.0;50.0;16.7;33.3
144;12;1 werkzame persoon;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
145;12;1 werkzame persoon;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
146;12;1 werkzame persoon;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
147;12;2 tot 10 werkzame personen;2006;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;
148;12;2 tot 10 werkzame personen;2007;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;
149;12;2 tot 10 werkzame personen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
150;12;10 tot 50 werkzame personen;2006;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0
151;12;10 tot 50 werkzame personen;2007;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0
152;12;10 tot 50 werkzame personen;2008;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0
153;12;50 tot 100 werkzame personen;2006;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0
154;12;50 tot 100 werkzame personen;2007;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0
155;12;50 tot 100 werkzame personen;2008;0.0;0.0;0.0;;0.0;0.0;;0.0;;;0.0;0.0;0.0;;0.0;
156;12;100 tot 250 werkzame personen;2006;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
157;12;100 tot 250 werkzame personen;2007;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
158;12;100 tot 250 werkzame personen;2008;;0.0;0.0;;0.0;;0.0;;0.0;;0.0;0.0;0.0;;0.0;
159;12;250 of meer werkzame personen;2006;0.0;0.0;0.0;;;0.0;0.0;;0.0;0.0;;;0.0;;0.0;
160;12;250 of meer werkzame personen;2007;0.0;0.0;0.0;;;0.0;0.0;;0.0;;;0.0;0.0;;;
161;12;250 of meer werkzame personen;2008;0.0;0.0;0.0;;;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;
162;13;1 werkzame persoon;2006;33.3;22.2;11.1;33.3;25.0;25.0;0.0;50.0;8.3;8.3;25.0;58.3;0.0;41.7;8.3;50.0
163;13;1 werkzame persoon;2007;31.3;0.0;6.3;62.5;27.3;22.7;4.5;45.5;20.0;35.0;10.0;35.0;10.0;50.0;0.0;40.0
164;13;1 werkzame persoon;2008;41.2;5.9;5.9;47.1;29.2;16.7;4.2;50.0;9.1;40.9;18.2;31.8;4.6;54.6;4.6;36.4
165;13;2 tot 10 werkzame personen;2006;21.6;6.9;7.8;63.7;19.7;20.5;15.0;44.9;1.6;22.1;28.4;48.0;0.8;32.3;15.8;51.2
166;13;2 tot 10 werkzame personen;2007;26.3;4.0;4.0;65.7;21.4;19.8;12.7;46.0;0.0;23.0;24.6;52.4;0.0;31.8;12.7;55.6
167;13;2 tot 10 werkzame personen;2008;21.1;6.7;2.2;70.0;25.0;20.0;14.2;40.8;0.8;23.3;25.8;50.0;0.8;35.0;11.7;52.5
168;13;10 tot 50 werkzame personen;2006;10.2;11.9;6.8;71.2;20.3;27.0;13.5;39.2;2.7;21.6;28.4;47.3;0.0;28.4;21.6;50.0
169;13;10 tot 50 werkzame personen;2007;10.8;4.6;6.2;78.5;11.0;30.1;15.1;43.8;2.7;20.6;28.8;48.0;0.0;24.7;20.6;54.8
170;13;10 tot 50 werkzame personen;2008;13.6;4.6;6.1;75.8;12.0;24.0;12.0;52.0;1.3;14.7;38.7;45.3;0.0;24.0;25.3;50.7
171;13;50 tot 100 werkzame personen;2006;33.3;11.1;11.1;44.4;25.0;16.7;8.3;50.0;0.0;0.0;33.3;66.7;0.0;8.3;33.3;58.3
172;13;50 tot 100 werkzame personen;2007;10.0;10.0;20.0;60.0;23.1;15.4;30.8;30.8;0.0;7.7;53.9;38.5;0.0;15.4;53.9;30.8
