ID;BedrijfstakkenBranchesSBI2008;Bedrijfsomvang;Perioden;Percentage0_1;Percentage05_2;Percentage510_3;Percentage10_4;Percentage0_5;Percentage020_6;Percentage2035_7;Percentage35_8;Ratio0_9;Ratio005_10;Ratio051_11;Ratio1_12;Ratio0_13;Ratio011_14;Ratio1115_15;Ratio15_16
343;23;1 werkzame persoon;2007;33.3;0.0;0.0;66.7;50.0;27.8;16.7;5.6;18.8;31.3;12.5;37.5;0.0;62.5;6.3;31.3
344;23;1 werkzame persoon;2008;10.7;7.1;3.6;78.6;28.2;17.9;23.1;30.8;5.3;26.3;18.4;50.0;0.0;52.6;5.3;42.1
345;23;2 tot 10 werkzame personen;2006;22.0;8.0;7.3;62.7;26.5;21.6;9.3;42.6;1.5;27.9;26.0;44.6;1.5;39.2;18.6;40.7
346;23;2 tot 10 werkzame personen;2007;17.9;4.0;6.0;72.2;27.8;19.1;12.9;40.2;1.9;34.0;20.6;43.5;1.4;39.2;17.7;41.6
347;23;2 tot 10 werkzame personen;2008;22.4;5.2;5.2;67.2;27.2;18.5;13.0;41.3;0.6;33.3;28.4;37.7;0.0;42.1;16.9;41.0
348;23;10 tot 50 werkzame personen;2006;15.4;5.5;8.8;70.3;26.0;16.3;13.8;43.9;0.0;25.2;32.5;42.3;0.0;34.2;23.6;42.3
349;23;10 tot 50 werkzame personen;2007;10.6;5.3;8.5;75.5;23.0;19.7;14.8;42.6;0.0;19.7;43.4;36.9;0.0;35.3;18.9;45.9
350;23;10 tot 50 werkzame personen;2008;15.1;7.6;6.6;70.8;17.2;24.2;15.6;43.0;0.0;26.6;33.6;39.8;0.0;34.4;20.3;45.3
351;23;50 tot 100 werkzame personen;2006;21.4;7.1;14.3;57.1;0.0;28.6;21.4;50.0;0.0;23.1;38.5;38.5;0.0;15.4;23.1;61.5
352;23;50 tot 100 werkzame personen;2007;11.8;11.8;0.0;76.5;5.6;16.7;16.7;61.1;0.0;16.7;38.9;44.4;0.0;27.8;16.7;55.6
353;23;50 tot 100 werkzame personen;2008;0.0;20.0;13.3;66.7;6.2;0.0;37.5;56.2;0.0;25.0;31.3;43.8;0.0;25.0;18.8;56.3
354;23;100 tot 250 werkzame personen;2006;0.0;0.0;20.0;80.0;0.0;0.0;20.0;80.0;0.0;60.0;20.0;20.0;0.0;60.0;0.0;40.0
355;23;100 tot 250 werkzame personen;2007;0.0;0.0;14.3;85.7;0.0;14.3;14.3;71.4;14.3;42.9;28.6;14.3;0.0;42.9;28.6;28.6
356;23;100 tot 250 werkzame personen;2008;0.0;0.0;16.7;83.3;0.0;0.0;16.7;83.3;16.7;33.3;33.3;16.7;0.0;33.3;16.7;50.0
357;23;250 of meer werkzame personen;2006;28.6;9.5;9.5;52.4;0.0;4.8;47.6;47.6;4.8;57.1;28.6;9.5;0.0;57.1;28.6;14.3
358;23;250 of meer werkzame personen;2007;5.9;11.8;17.7;64.7;0.0;5.9;35.3;58.8;5.9;58.8;23.5;11.8;0.0;58.8;11.8;29.4
359;23;250 of meer werkzame personen;2008;19.1;14.3;4.8;61.9;0.0;19.0;28.6;52.4;4.8;61.9;19.1;14.3;0.0;61.9;14.3;23.8
360;24;1 werkzame persoon;2006;14.3;14.3;0.0;71.4;12.5;37.5;25.0;25.0;0.0;37.5;0.0;62.5;0.0;50.0;25.0;25.0
361;24;1 werkzame persoon;2007;14.3;28.6;14.3;42.9;12.5;12.5;0.0;75.0;0.0;25.0;50.0;25.0;0.0;62.5;0.0;37.5
362;24;1 werkzame persoon;2008;0.0;7.7;7.7;84.6;13.3;26.7;6.7;53.3;6.7;26.7;20.0;46.7;6.7;26.7;26.7;40.0
363;24;2 tot 10 werkzame personen;2006;16.7;2.4;0.0;81.0;28.8;20.3;10.2;40.7;1.7;25.4;35.6;37.3;1.7;49.2;13.6;35.6
364;24;2 tot 10 werkzame personen;2007;10.3;5.1;0.0;84.6;25.0;26.9;17.3;30.8;0.0;25.0;25.0;50.0;0.0;46.2;13.5;40.4
365;24;2 tot 10 werkzame personen;2008;10.8;0.0;2.7;86.5;19.6;21.7;15.2;43.5;0.0;30.4;30.4;39.1;0.0;54.4;6.5;39.1
366;24;10 tot 50 werkzame personen;2006;23.1;3.9;0.0;73.1;23.5;35.3;14.7;26.5;0.0;8.8;47.1;44.1;0.0;23.5;35.3;41.2
367;24;10 tot 50 werkzame personen;2007;14.7;0.0;5.9;79.4;26.1;21.7;21.7;30.4;2.2;23.9;41.3;32.6;0.0;43.5;17.4;39.1
368;24;10 tot 50 werkzame personen;2008;10.5;2.6;2.6;84.2;19.1;19.1;21.3;40.4;0.0;17.0;36.2;46.8;0.0;40.4;17.0;42.6
369;24;50 tot 100 werkzame personen;2006;0.0;0.0;0.0;100.0;25.0;50.0;0.0;25.0;0.0;0.0;25.0;75.0;0.0;0.0;0.0;100.0
370;24;50 tot 100 werkzame personen;2007;0.0;0.0;0.0;100.0;0.0;25.0;0.0;75.0;0.0;0.0;25.0;75.0;0.0;0.0;0.0;100.0
371;24;50 tot 100 werkzame personen;2008;50.0;0.0;0.0;50.0;20.0;40.0;20.0;20.0;20.0;0.0;20.0;60.0;0.0;20.0;20.0;60.0
372;24;100 tot 250 werkzame personen;2006;0.0;0.0;0.0;100.0;0.0;12.5;25.0;62.5;0.0;25.0;37.5;37.5;0.0;0.0;37.5;62.5
373;24;100 tot 250 werkzame personen;2007;16.7;0.0;0.0;83.3;0.0;33.3;16.7;50.0;0.0;33.3;33.3;33.3;0.0;16.7;16.7;66.7
374;24;100 tot 250 werkzame personen;2008;28.6;0.0;14.3;57.1;0.0;42.9;14.3;42.9;0.0;42.9;28.6;28.6;0.0;42.9;0.0;57.1
375;24;250 of meer werkzame personen;2006;25.0;0.0;12.5;62.5;11.1;22.2;33.3;33.3;11.1;66.7;11.1;11.1;0.0;66.7;11.1;22.2
376;24;250 of meer werkzame personen;2007;20.0;10.0;0.0;70.0;0.0;10.0;30.0;60.0;0.0;60.0;20.0;20.0;0.0;30.0;20.0;50.0
377;24;250 of meer werkzame personen;2008;50.0;0.0;12.5;37.5;0.0;12.5;25.0;62.5;0.0;75.0;12.5;12.5;0.0;50.0;25.0;25.0
378;25;1 werkzame persoon;2006;26.3;8.8;15.0;50.0;21.6;18.6;13.7;46.1;2.0;23.2;14.1;60.6;2.0;35.4;8.1;54.6
379;25;1 werkzame persoon;2007;26.7;8.3;5.0;60.0;19.5;15.4;12.8;52.3;3.5;22.4;20.3;53.9;2.1;37.8;13.3;46.9
380;25;1 werkzame persoon;2008;23.7;4.7;7.1;64.5;16.6;14.2;11.9;57.3;2.8;17.3;21.8;58.1;2.4;33.9;9.7;54.0
381;25;2 tot 10 werkzame personen;2006;15.7;5.5;5.9;73.0;19.6;20.5;14.8;45.2;0.3;16.6;27.2;55.9;0.2;36.7;14.9;48.2
382;25;2 tot 10 werkzame personen;2007;11.6;3.3;5.8;79.4;16.6;18.8;18.3;46.3;0.6;17.1;28.2;54.2;0.3;34.9;16.6;48.2
383;25;2 tot 10 werkzame personen;2008;14.1;4.0;5.4;76.5;16.5;18.5;18.3;46.8;0.2;15.9;25.8;58.1;0.2;31.8;17.7;50.3
384;25;10 tot 50 werkzame personen;2006;10.9;5.0;7.9;76.3;15.4;23.1;21.5;40.0;0.0;13.9;31.7;54.4;0.0;28.0;22.3;49.8
385;25;10 tot 50 werkzame personen;2007;7.5;2.6;3.0;87.0;11.3;22.9;24.1;41.7;0.0;13.6;35.6;50.8;0.0;30.9;23.2;45.9
386;25;10 tot 50 werkzame personen;2008;12.2;3.3;5.4;79.1;10.7;20.7;24.0;44.6;0.2;13.2;32.6;54.1;0.1;26.7;21.4;51.8
387;25;50 tot 100 werkzame personen;2006;8.3;6.0;4.8;81.0;21.7;22.6;22.6;33.0;0.0;17.9;36.8;45.3;0.0;33.0;25.5;41.5
388;25;50 tot 100 werkzame personen;2007;10.3;3.5;2.3;83.9;17.1;25.7;20.0;37.1;0.0;11.4;44.8;43.8;1.0;22.9;30.5;45.7
389;25;50 tot 100 werkzame personen;2008;15.2;1.9;2.9;80.0;11.0;28.8;21.2;39.0;0.0;16.1;44.1;39.8;0.9;32.2;22.9;44.1
390;25;100 tot 250 werkzame personen;2006;21.6;0.0;10.8;67.6;7.5;30.0;17.5;45.0;2.5;15.0;32.5;50.0;0.0;30.0;22.5;47.5
391;25;100 tot 250 werkzame personen;2007;10.3;5.1;7.7;76.9;9.3;20.9;11.6;58.1;0.0;34.9;30.2;34.9;0.0;44.2;25.6;30.2
392;25;100 tot 250 werkzame personen;2008;17.5;5.0;10.0;67.5;4.8;16.7;16.7;61.9;4.8;31.0;21.4;42.9;2.4;35.7;11.9;50.0
393;25;250 of meer werkzame personen;2006;5.3;5.3;21.1;68.4;13.6;9.1;22.7;54.5;9.1;63.6;9.1;18.2;0.0;54.6;18.2;27.3
394;25;250 of meer werkzame personen;2007;10.0;15.0;5.0;70.0;4.8;9.5;19.0;66.7;4.8;57.1;23.8;14.3;0.0;42.9;23.8;33.3
395;25;250 of meer werkzame personen;2008;5.3;26.3;15.8;52.6;5.0;15.0;35.0;45.0;0.0;55.0;30.0;15.0;0.0;65.0;15.0;20.0
396;26;1 werkzame persoon;2006;20.0;13.3;33.3;33.3;46.4;3.6;7.1;42.9;7.4;29.6;18.5;44.4;0.0;33.3;14.8;51.9
397;26;1 werkzame persoon;2007;25.0;10.7;3.6;60.7;28.2;12.8;7.7;51.3;5.3;29.0;21.1;44.7;5.3;44.7;15.8;34.2
398;26;1 werkzame persoon;2008;22.7;13.6;2.3;61.4;35.3;10.3;2.9;51.5;4.5;34.3;22.4;38.8;3.0;46.3;9.0;41.8
399;26;2 tot 10 werkzame personen;2006;21.4;6.4;4.0;68.3;28.8;18.1;14.7;38.4;2.3;30.5;27.1;40.1;1.1;44.6;15.3;39.0
400;26;2 tot 10 werkzame personen;2007;22.4;5.2;3.7;68.7;30.9;19.1;13.4;36.6;1.0;31.1;24.9;43.0;0.5;41.5;15.5;42.5
401;26;2 tot 10 werkzame personen;2008;23.4;2.7;8.1;65.8;29.3;18.5;15.9;36.3;1.9;31.9;27.4;38.9;0.6;42.7;12.1;44.6
402;26;10 tot 50 werkzame personen;2006;13.0;5.4;7.6;73.9;16.4;21.8;18.2;43.6;0.9;22.7;36.4;40.0;0.0;32.7;21.8;45.5
403;26;10 tot 50 werkzame personen;2007;19.4;3.1;3.1;74.5;10.1;22.9;19.3;47.7;0.0;15.6;40.4;44.0;0.0;30.3;19.3;50.5
404;26;10 tot 50 werkzame personen;2008;21.9;8.3;2.1;67.7;16.5;21.7;15.7;46.1;0.0;22.8;34.2;43.0;0.0;29.0;25.4;45.6
405;26;50 tot 100 werkzame personen;2006;14.3;0.0;0.0;85.7;6.7;6.7;20.0;66.7;0.0;6.7;26.7;66.7;0.0;20.0;6.7;73.3
406;26;50 tot 100 werkzame personen;2007;7.1;0.0;0.0;92.9;6.7;6.7;20.0;66.7;0.0;13.3;26.7;60.0;0.0;26.7;20.0;53.3
407;26;50 tot 100 werkzame personen;2008;7.1;0.0;0.0;92.9;22.2;11.1;11.1;55.6;0.0;11.1;50.0;38.9;0.0;33.3;16.7;50.0
408;26;100 tot 250 werkzame personen;2006;14.3;0.0;0.0;85.7;0.0;0.0;14.3;85.7;14.3;28.6;14.3;42.9;14.3;28.6;14.3;42.9
409;26;100 tot 250 werkzame personen;2007;14.3;0.0;0.0;85.7;0.0;28.6;0.0;71.4;14.3;0.0;42.9;42.9;14.3;28.6;0.0;57.1
410;26;100 tot 250 werkzame personen;2008;20.0;0.0;10.0;70.0;28.6;7.1;7.1;57.1;0.0;14.3;28.6;57.1;0.0;21.4;14.3;64.3
411;26;250 of meer werkzame personen;2006;0.0;0.0;0.0;100.0;0.0;25.0;0.0;75.0;0.0;25.0;25.0;50.0;0.0;25.0;25.0;50.0
412;26;250 of meer werkzame personen;2007;20.0;0.0;20.0;60.0;0.0;20.0;20.0;60.0;0.0;40.0;20.0;40.0;0.0;40.0;0.0;60.0
413;26;250 of meer werkzame personen;2008;33.3;16.7;0.0;50.0;0.0;33.3;0.0;66.7;0.0;33.3;33.3;33.3;0.0;33.3;0.0;66.7
414;27;1 werkzame persoon;2006;16.7;0.0;8.3;75.0;33.3;27.8;5.6;33.3;0.0;29.4;29.4;41.2;0.0;47.1;11.8;41.2
415;27;1 werkzame persoon;2007;40.0;13.3;0.0;46.7;34.8;0.0;17.4;47.8;9.1;27.3;9.1;54.6;9.1;36.4;9.1;45.5
416;27;1 werkzame persoon;2008;26.2;4.8;7.1;61.9;22.2;22.2;9.3;46.3;5.6;24.1;27.8;42.6;3.7;42.6;16.7;37.0
417;27;2 tot 10 werkzame personen;2006;17.0;5.7;6.6;70.8;25.9;16.8;19.6;37.8;2.1;22.4;27.3;48.3;0.7;35.0;13.3;51.1
418;27;2 tot 10 werkzame personen;2007;17.7;4.0;1.6;76.6;24.4;18.9;22.0;34.8;2.4;17.7;35.4;44.5;0.6;36.6;17.7;45.1
419;27;2 tot 10 werkzame personen;2008;17.0;6.8;5.9;70.3;19.7;19.7;21.1;39.5;1.4;14.4;30.1;54.1;0.0;32.2;19.9;48.0
420;27;10 tot 50 werkzame personen;2006;18.3;4.2;1.4;76.1;19.3;21.6;18.2;40.9;0.0;12.5;35.2;52.3;0.0;21.6;28.4;50.0
421;27;10 tot 50 werkzame personen;2007;11.4;1.4;4.3;82.9;16.7;19.0;15.5;48.8;0.0;13.1;35.7;51.2;0.0;26.2;15.5;58.3
422;27;10 tot 50 werkzame personen;2008;12.5;2.3;6.8;78.4;11.1;26.3;15.2;47.5;0.0;13.1;36.4;50.5;0.0;21.2;18.2;60.6
423;27;50 tot 100 werkzame personen;2006;8.3;8.3;8.3;75.0;7.7;15.4;15.4;61.5;0.0;0.0;38.5;61.5;0.0;7.7;15.4;76.9
424;27;50 tot 100 werkzame personen;2007;14.3;7.1;0.0;78.6;12.5;18.8;18.8;50.0;0.0;0.0;56.3;43.8;0.0;6.3;31.3;62.5
425;27;50 tot 100 werkzame personen;2008;6.7;0.0;20.0;73.3;11.8;11.8;23.5;52.9;0.0;5.9;41.2;52.9;0.0;5.9;17.7;76.5
426;27;100 tot 250 werkzame personen;2006;30.8;0.0;0.0;69.2;7.1;21.4;21.4;50.0;0.0;21.4;28.6;50.0;0.0;28.6;14.3;57.1
427;27;100 tot 250 werkzame personen;2007;11.1;0.0;11.1;77.8;18.2;9.1;27.3;45.5;0.0;27.3;27.3;45.5;0.0;45.5;0.0;54.6
428;27;100 tot 250 werkzame personen;2008;0.0;11.1;11.1;77.8;18.2;18.2;18.2;45.5;0.0;18.2;54.6;27.3;0.0;36.4;18.2;45.5
429;27;250 of meer werkzame personen;2006;11.1;11.1;22.2;55.6;0.0;0.0;55.6;44.4;11.1;33.3;44.4;11.1;0.0;77.8;0.0;22.2
430;27;250 of meer werkzame personen;2007;0.0;0.0;0.0;100.0;0.0;0.0;40.0;60.0;0.0;70.0;20.0;10.0;0.0;80.0;0.0;20.0
431;27;250 of meer werkzame personen;2008;11.1;0.0;0.0;88.9;0.0;0.0;55.6;44.4;11.1;77.8;11.1;0.0;0.0;88.9;0.0;11.1
432;28;1 werkzame persoon;2006;34.2;10.5;7.9;47.4;20.8;20.8;18.8;39.6;2.1;23.4;19.2;55.3;2.1;38.3;12.8;46.8
433;28;1 werkzame persoon;2007;16.3;9.3;16.3;58.1;30.6;12.9;6.5;50.0;8.3;25.0;18.3;48.3;5.0;38.3;10.0;46.7
434;28;1 werkzame persoon;2008;17.1;6.8;6.8;69.2;23.5;13.1;13.7;49.7;3.9;24.2;21.6;50.3;2.6;37.3;11.8;48.4
435;28;2 tot 10 werkzame personen;2006;15.9;5.2;6.3;72.6;24.4;19.2;16.1;40.3;1.8;24.3;28.3;45.6;0.7;39.7;15.1;44.5
436;28;2 tot 10 werkzame personen;2007;13.0;4.0;6.2;76.8;20.8;19.4;18.6;41.3;1.6;21.9;31.9;44.6;0.4;37.9;16.3;45.4
437;28;2 tot 10 werkzame personen;2008;11.2;6.4;5.1;77.2;19.2;18.9;17.4;44.6;1.6;20.1;27.7;50.7;0.8;31.9;15.7;51.7
438;28;10 tot 50 werkzame personen;2006;13.8;4.0;7.1;75.1;16.6;21.3;23.0;39.0;0.3;18.3;38.9;42.5;0.0;30.4;20.3;49.3
439;28;10 tot 50 werkzame personen;2007;9.0;2.3;4.4;84.3;15.3;22.1;22.4;40.2;0.0;19.4;38.5;42.2;0.3;29.6;20.5;49.6
440;28;10 tot 50 werkzame personen;2008;9.9;5.2;6.1;78.8;14.0;21.8;20.8;43.5;0.3;17.5;37.3;44.9;0.5;25.1;18.8;55.6
441;28;50 tot 100 werkzame personen;2006;5.0;2.5;10.0;82.5;20.0;16.0;18.0;46.0;0.0;12.0;50.0;38.0;0.0;34.0;20.0;46.0
442;28;50 tot 100 werkzame personen;2007;5.2;3.5;5.2;86.2;9.4;29.7;26.6;34.4;0.0;18.8;42.2;39.1;0.0;32.8;18.8;48.4
443;28;50 tot 100 werkzame personen;2008;5.1;1.7;1.7;91.5;13.2;22.1;16.2;48.5;1.5;16.2;42.7;39.7;1.5;26.5;17.7;54.4
444;28;100 tot 250 werkzame personen;2006;32.3;3.2;16.1;48.4;22.5;15.0;10.0;52.5;0.0;22.5;37.5;40.0;2.5;35.0;7.5;55.0
445;28;100 tot 250 werkzame personen;2007;24.0;8.0;4.0;64.0;10.7;14.3;17.9;57.1;0.0;35.7;32.1;32.1;0.0;42.9;17.9;39.3
446;28;100 tot 250 werkzame personen;2008;21.1;0.0;5.3;73.7;7.3;12.2;26.8;53.7;0.0;24.4;41.5;34.2;0.0;29.3;19.5;51.2
447;28;250 of meer werkzame personen;2006;11.5;3.9;15.4;69.2;0.0;30.8;15.4;53.8;3.9;46.2;15.4;34.6;0.0;42.3;11.5;46.2
448;28;250 of meer werkzame personen;2007;17.4;4.4;8.7;69.6;4.2;20.8;33.3;41.7;0.0;54.2;25.0;20.8;0.0;50.0;25.0;25.0
449;28;250 of meer werkzame personen;2008;10.3;3.5;10.3;75.9;9.4;28.1;12.5;50.0;0.0;62.5;15.6;21.9;0.0;62.5;15.6;21.9
450;29;1 werkzame persoon;2006;42.9;0.0;7.1;50.0;39.1;21.7;17.4;21.7;18.2;22.7;9.1;50.0;4.6;45.5;9.1;40.9
451;29;1 werkzame persoon;2007;25.0;12.5;6.3;56.3;40.7;18.5;3.7;37.0;3.9;26.9;23.1;46.2;0.0;53.9;11.5;34.6
452;29;1 werkzame persoon;2008;18.8;18.8;6.3;56.3;36.0;16.0;20.0;28.0;16.7;12.5;20.8;50.0;0.0;37.5;12.5;50.0
453;29;2 tot 10 werkzame personen;2006;22.1;10.4;9.1;58.4;27.4;26.4;11.3;34.9;1.0;27.9;36.5;34.6;1.0;36.5;17.3;45.2
454;29;2 tot 10 werkzame personen;2007;16.5;5.5;6.6;71.4;22.9;29.7;18.6;28.8;2.6;29.3;33.6;34.5;1.7;33.6;20.7;44.0
455;29;2 tot 10 werkzame personen;2008;25.0;4.2;11.1;59.7;21.7;27.2;17.4;33.7;2.2;30.4;39.1;28.3;2.2;31.5;26.1;40.2
456;29;10 tot 50 werkzame personen;2006;21.1;9.2;6.6;63.2;22.4;25.5;19.4;32.7;1.0;29.6;45.9;23.5;1.0;28.6;24.5;45.9
457;29;10 tot 50 werkzame personen;2007;16.5;2.5;8.9;72.2;14.1;27.2;27.2;31.5;1.1;27.2;52.2;19.6;1.1;37.0;28.3;33.7
458;29;10 tot 50 werkzame personen;2008;14.0;7.0;8.1;70.9;14.9;30.7;24.8;29.7;0.0;26.7;51.5;21.8;0.0;30.7;28.7;40.6
459;29;50 tot 100 werkzame personen;2006;0.0;0.0;14.3;85.7;36.4;36.4;0.0;27.3;0.0;36.4;27.3;36.4;0.0;36.4;9.1;54.6
460;29;50 tot 100 werkzame personen;2007;14.3;0.0;14.3;71.4;22.2;33.3;22.2;22.2;0.0;22.2;44.4;33.3;0.0;11.1;22.2;66.7
461;29;50 tot 100 werkzame personen;2008;0.0;10.0;10.0;80.0;23.1;15.4;15.4;46.2;0.0;23.1;53.9;23.1;0.0;23.1;23.1;53.9
462;29;100 tot 250 werkzame personen;2006;0.0;0.0;0.0;100.0;16.7;16.7;0.0;66.7;0.0;20.0;40.0;40.0;0.0;20.0;60.0;20.0
463;29;100 tot 250 werkzame personen;2007;0.0;33.3;0.0;66.7;40.0;0.0;0.0;60.0;0.0;40.0;40.0;20.0;0.0;40.0;20.0;40.0
464;29;100 tot 250 werkzame personen;2008;40.0;0.0;0.0;60.0;16.7;16.7;16.7;50.0;0.0;50.0;33.3;16.7;0.0;33.3;16.7;50.0
465;29;250 of meer werkzame personen;2006;10.0;0.0;10.0;80.0;0.0;10.0;60.0;30.0;0.0;50.0;40.0;10.0;0.0;50.0;40.0;10.0
466;29;250 of meer werkzame personen;2007;0.0;0.0;11.1;88.9;0.0;11.1;66.7;22.2;0.0;77.8;11.1;11.1;0.0;77.8;11.1;11.1
467;29;250 of meer werkzame personen;2008;20.0;20.0;20.0;40.0;0.0;30.0;50.0;20.0;0.0;80.0;10.0;10.0;0.0;70.0;10.0;20.0
468;30;1 werkzame persoon;2006;33.3;6.7;13.3;46.7;48.3;10.3;13.8;27.6;3.5;51.7;13.8;31.0;0.0;62.1;6.9;31.0
469;30;1 werkzame persoon;2007;34.8;0.0;8.7;56.5;30.3;18.2;15.2;36.4;9.4;34.4;21.9;34.4;0.0;56.3;6.3;37.5
470;30;1 werkzame persoon;2008;31.6;2.6;10.5;55.3;35.6;5.1;13.6;45.8;5.1;35.6;23.7;35.6;0.0;55.9;8.5;35.6
471;30;2 tot 10 werkzame personen;2006;26.4;6.6;5.7;61.3;29.8;17.9;11.9;40.4;5.3;35.3;26.7;32.7;2.0;46.7;14.0;37.3
472;30;2 tot 10 werkzame personen;2007;22.7;5.5;8.2;63.6;29.9;20.4;14.0;35.7;3.9;41.0;25.0;30.1;1.9;50.6;13.5;34.0
473;30;2 tot 10 werkzame personen;2008;27.5;5.0;11.3;56.3;32.8;18.5;9.2;39.5;2.5;39.0;28.0;30.5;0.0;43.2;17.8;39.0
474;30;10 tot 50 werkzame personen;2006;10.8;4.6;4.6;80.0;21.7;34.9;14.5;28.9;2.4;39.8;32.5;25.3;0.0;48.2;20.5;31.3
475;30;10 tot 50 werkzame personen;2007;7.8;4.7;4.7;82.8;17.9;26.9;26.9;28.2;2.6;47.4;32.1;18.0;2.6;48.7;18.0;30.8
476;30;10 tot 50 werkzame personen;2008;8.8;7.4;8.8;75.0;18.1;26.5;22.9;32.5;1.2;44.6;32.5;21.7;2.4;44.6;10.8;42.2
477;30;50 tot 100 werkzame personen;2006;0.0;0.0;0.0;100.0;0.0;20.0;0.0;80.0;0.0;20.0;0.0;80.0;20.0;0.0;0.0;80.0
478;30;50 tot 100 werkzame personen;2007;0.0;0.0;0.0;100.0;22.2;11.1;11.1;55.6;0.0;22.2;33.3;44.4;11.1;0.0;33.3;55.6
479;30;50 tot 100 werkzame personen;2008;0.0;0.0;0.0;100.0;12.5;0.0;37.5;50.0;0.0;25.0;25.0;50.0;12.5;25.0;12.5;50.0
480;30;100 tot 250 werkzame personen;2006;16.7;0.0;16.7;66.7;0.0;16.7;16.7;66.7;0.0;16.7;33.3;50.0;0.0;33.3;16.7;50.0
481;30;100 tot 250 werkzame personen;2007;16.7;16.7;0.0;66.7;0.0;0.0;0.0;100.0;0.0;16.7;33.3;50.0;0.0;0.0;16.7;83.3
482;30;100 tot 250 werkzame personen;2008;25.0;0.0;0.0;75.0;0.0;0.0;25.0;75.0;0.0;25.0;50.0;25.0;0.0;25.0;25.0;50.0
483;30;250 of meer werkzame personen;2006;16.7;0.0;0.0;83.3;14.3;0.0;42.9;42.9;14.3;85.7;0.0;0.0;0.0;85.7;14.3;0.0
484;30;250 of meer werkzame personen;2007;14.3;0.0;0.0;85.7;0.0;14.3;42.9;42.9;0.0;100.0;0.0;0.0;0.0;71.4;0.0;28.6
485;30;250 of meer werkzame personen;2008;28.6;0.0;14.3;57.1;12.5;25.0;25.0;37.5;0.0;87.5;0.0;12.5;0.0;62.5;12.5;25.0
486;31;1 werkzame persoon;2006;29.4;11.8;11.8;47.1;29.2;16.7;8.3;45.8;6.4;25.5;19.2;48.9;2.1;40.4;14.9;42.6
487;31;1 werkzame persoon;2007;26.3;5.3;5.3;63.2;34.5;8.6;20.7;36.2;5.3;26.3;19.3;49.1;1.8;45.6;10.5;42.1
488;31;1 werkzame persoon;2008;29.5;3.3;1.6;65.6;35.8;7.4;18.9;37.9;2.2;30.4;23.9;43.5;1.1;47.8;12.0;39.1
489;31;2 tot 10 werkzame personen;2006;18.8;6.8;8.3;66.2;31.4;13.6;20.7;34.3;1.8;27.8;25.3;45.1;0.7;44.0;13.7;41.5
490;31;2 tot 10 werkzame personen;2007;20.9;2.9;5.4;70.7;26.0;19.5;15.5;39.0;0.3;28.0;24.2;47.5;0.3;41.9;19.6;38.2
491;31;2 tot 10 werkzame personen;2008;25.8;3.2;4.6;66.4;23.0;18.1;18.4;40.4;0.7;24.3;29.3;45.7;0.4;38.2;21.8;39.6
492;31;10 tot 50 werkzame personen;2006;18.7;2.2;5.8;73.4;28.0;25.4;18.1;28.5;0.5;25.0;36.5;38.0;0.5;45.8;17.7;35.9
493;31;10 tot 50 werkzame personen;2007;9.2;4.6;6.2;80.0;23.1;21.9;23.7;31.4;0.0;23.7;45.0;31.4;0.0;40.8;21.3;37.9
494;31;10 tot 50 werkzame personen;2008;16.6;4.9;6.1;72.4;19.3;24.3;18.3;38.1;0.5;23.8;39.6;36.1;0.0;41.1;21.3;37.6
495;31;50 tot 100 werkzame personen;2006;18.2;9.1;9.1;63.6;26.7;33.3;13.3;26.7;0.0;13.3;33.3;53.3;0.0;33.3;20.0;46.7
496;31;50 tot 100 werkzame personen;2007;9.5;9.5;0.0;81.0;8.7;21.7;26.1;43.5;0.0;8.7;43.5;47.8;0.0;26.1;39.1;34.8
497;31;50 tot 100 werkzame personen;2008;9.5;23.8;4.8;61.9;16.0;28.0;12.0;44.0;0.0;12.0;48.0;40.0;0.0;28.0;24.0;48.0
498;31;100 tot 250 werkzame personen;2006;40.0;0.0;0.0;60.0;0.0;80.0;0.0;20.0;0.0;40.0;40.0;20.0;0.0;60.0;20.0;20.0
499;31;100 tot 250 werkzame personen;2007;50.0;16.7;0.0;33.3;14.3;42.9;14.3;28.6;0.0;57.1;14.3;28.6;0.0;57.1;0.0;42.9
500;31;100 tot 250 werkzame personen;2008;;0.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;
501;31;250 of meer werkzame personen;2006;0.0;25.0;0.0;75.0;0.0;0.0;0.0;100.0;0.0;25.0;75.0;0.0;0.0;50.0;0.0;50.0
502;31;250 of meer werkzame personen;2007;;;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;;0.0
503;31;250 of meer werkzame personen;2008;20.0;0.0;0.0;80.0;0.0;0.0;0.0;100.0;0.0;60.0;20.0;20.0;0.0;40.0;0.0;60.0
504;32;1 werkzame persoon;2006;20.8;8.3;4.2;66.7;41.5;12.2;14.6;31.7;7.5;27.5;25.0;40.0;2.5;52.5;12.5;32.5
505;32;1 werkzame persoon;2007;18.8;4.2;10.4;66.7;25.0;20.3;6.2;48.4;3.2;33.9;17.7;45.2;3.2;45.2;8.1;43.6
506;32;1 werkzame persoon;2008;22.2;2.2;10.0;65.6;24.4;12.6;10.1;52.9;6.2;17.7;16.8;59.3;3.5;29.2;6.2;61.1
507;32;2 tot 10 werkzame personen;2006;27.9;5.4;5.7;61.1;21.6;21.8;10.4;46.2;1.7;23.0;16.4;58.9;1.4;30.6;9.1;58.9
