ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
6663;Burial charges;Zuidwest-Drenthe (CR);2020;2.0;13.0
6664;Burial charges;Zuidwest-Drenthe (CR);2021;2.0;13.0
6665;Burial charges;Zuidwest-Drenthe (CR);2022;2.0;12.0
6666;Burial charges;Zuidwest-Drenthe (CR);2023;2.0;14.0
6667;Burial charges;Zuidwest-Drenthe (CR);2024;2.0;13.0
6668;Burial charges;Zuidwest-Drenthe (CR);2025;2.0;14.0
6669;Burial charges;Noord-Overijssel (CR);2017;4.0;11.0
6670;Burial charges;Noord-Overijssel (CR);2018;4.0;11.0
6671;Burial charges;Noord-Overijssel (CR);2019;4.0;10.0
6672;Burial charges;Noord-Overijssel (CR);2020;4.0;11.0
6673;Burial charges;Noord-Overijssel (CR);2021;4.0;11.0
6674;Burial charges;Noord-Overijssel (CR);2022;4.0;11.0
6675;Burial charges;Noord-Overijssel (CR);2023;4.0;11.0
6676;Burial charges;Noord-Overijssel (CR);2024;5.0;12.0
6677;Burial charges;Noord-Overijssel (CR);2025;5.0;13.0
6678;Burial charges;Zuidwest-Overijssel (CR);2017;0.0;2.0
6679;Burial charges;Zuidwest-Overijssel (CR);2018;0.0;2.0
6680;Burial charges;Zuidwest-Overijssel (CR);2019;0.0;3.0
6681;Burial charges;Zuidwest-Overijssel (CR);2020;0.0;3.0
6682;Burial charges;Zuidwest-Overijssel (CR);2021;0.0;3.0
6683;Burial charges;Zuidwest-Overijssel (CR);2022;0.0;3.0
6684;Burial charges;Zuidwest-Overijssel (CR);2023;0.0;3.0
6685;Burial charges;Zuidwest-Overijssel (CR);2024;0.0;3.0
6686;Burial charges;Zuidwest-Overijssel (CR);2025;0.0;3.0
6687;Burial charges;Twente (CR);2017;4.0;6.0
6688;Burial charges;Twente (CR);2018;4.0;6.0
6689;Burial charges;Twente (CR);2019;4.0;6.0
6690;Burial charges;Twente (CR);2020;4.0;6.0
6691;Burial charges;Twente (CR);2021;4.0;6.0
6692;Burial charges;Twente (CR);2022;4.0;6.0
6693;Burial charges;Twente (CR);2023;4.0;7.0
6694;Burial charges;Twente (CR);2024;5.0;7.0
6695;Burial charges;Twente (CR);2025;5.0;7.0
6696;Burial charges;Veluwe (CR);2017;9.0;13.0
6697;Burial charges;Veluwe (CR);2018;9.0;14.0
6698;Burial charges;Veluwe (CR);2019;9.0;13.0
6699;Burial charges;Veluwe (CR);2020;9.0;13.0
6700;Burial charges;Veluwe (CR);2021;9.0;14.0
6701;Burial charges;Veluwe (CR);2022;10.0;14.0
6702;Burial charges;Veluwe (CR);2023;10.0;14.0
6703;Burial charges;Veluwe (CR);2024;11.0;15.0
6704;Burial charges;Veluwe (CR);2025;12.0;16.0
6705;Burial charges;Achterhoek (CR);2017;2.0;6.0
6706;Burial charges;Achterhoek (CR);2018;2.0;5.0
6707;Burial charges;Achterhoek (CR);2019;2.0;4.0
6708;Burial charges;Achterhoek (CR);2020;2.0;5.0
6709;Burial charges;Achterhoek (CR);2021;2.0;5.0
6710;Burial charges;Achterhoek (CR);2022;2.0;5.0
6711;Burial charges;Achterhoek (CR);2023;2.0;5.0
6712;Burial charges;Achterhoek (CR);2024;2.0;5.0
6713;Burial charges;Achterhoek (CR);2025;2.0;5.0
6714;Burial charges;Arnhem/Nijmegen (CR);2017;2.0;2.0
6715;Burial charges;Arnhem/Nijmegen (CR);2018;2.0;2.0
6716;Burial charges;Arnhem/Nijmegen (CR);2019;2.0;2.0
6717;Burial charges;Arnhem/Nijmegen (CR);2020;2.0;2.0
6718;Burial charges;Arnhem/Nijmegen (CR);2021;2.0;2.0
6719;Burial charges;Arnhem/Nijmegen (CR);2022;2.0;2.0
6720;Burial charges;Arnhem/Nijmegen (CR);2023;2.0;2.0
6721;Burial charges;Arnhem/Nijmegen (CR);2024;2.0;2.0
6722;Burial charges;Arnhem/Nijmegen (CR);2025;2.0;2.0
6723;Burial charges;Zuidwest-Gelderland (CR);2017;2.0;10.0
6724;Burial charges;Zuidwest-Gelderland (CR);2018;2.0;9.0
6725;Burial charges;Zuidwest-Gelderland (CR);2019;2.0;8.0
6726;Burial charges;Zuidwest-Gelderland (CR);2020;2.0;8.0
6727;Burial charges;Zuidwest-Gelderland (CR);2021;2.0;8.0
6728;Burial charges;Zuidwest-Gelderland (CR);2022;2.0;8.0
6729;Burial charges;Zuidwest-Gelderland (CR);2023;2.0;7.0
6730;Burial charges;Zuidwest-Gelderland (CR);2024;2.0;8.0
6731;Burial charges;Zuidwest-Gelderland (CR);2025;2.0;8.0
6732;Burial charges;Utrecht (CR);2017;12.0;10.0
6733;Burial charges;Utrecht (CR);2018;13.0;10.0
6734;Burial charges;Utrecht (CR);2019;13.0;10.0
6735;Burial charges;Utrecht (CR);2020;14.0;10.0
6736;Burial charges;Utrecht (CR);2021;15.0;11.0
6737;Burial charges;Utrecht (CR);2022;14.0;10.0
6738;Burial charges;Utrecht (CR);2023;16.0;11.0
6739;Burial charges;Utrecht (CR);2024;16.0;12.0
6740;Burial charges;Utrecht (CR);2025;17.0;12.0
6741;Burial charges;Kop van Noord-Holland (CR);2017;2.0;5.0
6742;Burial charges;Kop van Noord-Holland (CR);2018;2.0;5.0
6743;Burial charges;Kop van Noord-Holland (CR);2019;2.0;5.0
6744;Burial charges;Kop van Noord-Holland (CR);2020;2.0;5.0
6745;Burial charges;Kop van Noord-Holland (CR);2021;2.0;5.0
6746;Burial charges;Kop van Noord-Holland (CR);2022;2.0;5.0
6747;Burial charges;Kop van Noord-Holland (CR);2023;2.0;5.0
6748;Burial charges;Kop van Noord-Holland (CR);2024;2.0;5.0
6749;Burial charges;Kop van Noord-Holland (CR);2025;2.0;5.0
6750;Burial charges;Alkmaar en omgeving (CR);2017;1.0;5.0
6751;Burial charges;Alkmaar en omgeving (CR);2018;1.0;5.0
6752;Burial charges;Alkmaar en omgeving (CR);2019;1.0;5.0
6753;Burial charges;Alkmaar en omgeving (CR);2020;1.0;5.0
6754;Burial charges;Alkmaar en omgeving (CR);2021;1.0;5.0
6755;Burial charges;Alkmaar en omgeving (CR);2022;1.0;5.0
6756;Burial charges;Alkmaar en omgeving (CR);2023;1.0;6.0
6757;Burial charges;Alkmaar en omgeving (CR);2024;2.0;6.0
6758;Burial charges;Alkmaar en omgeving (CR);2025;2.0;6.0
6759;Burial charges;IJmond (CR);2017;1.0;6.0
6760;Burial charges;IJmond (CR);2018;1.0;6.0
6761;Burial charges;IJmond (CR);2019;1.0;5.0
6762;Burial charges;IJmond (CR);2020;1.0;5.0
6763;Burial charges;IJmond (CR);2021;1.0;5.0
6764;Burial charges;IJmond (CR);2022;1.0;7.0
6765;Burial charges;IJmond (CR);2023;1.0;7.0
6766;Burial charges;IJmond (CR);2024;1.0;7.0
6767;Burial charges;IJmond (CR);2025;2.0;7.0
6768;Burial charges;Agglomeratie Haarlem (CR);2017;2.0;9.0
6769;Burial charges;Agglomeratie Haarlem (CR);2018;2.0;9.0
6770;Burial charges;Agglomeratie Haarlem (CR);2019;2.0;8.0
6771;Burial charges;Agglomeratie Haarlem (CR);2020;2.0;9.0
6772;Burial charges;Agglomeratie Haarlem (CR);2021;2.0;9.0
6773;Burial charges;Agglomeratie Haarlem (CR);2022;2.0;9.0
6774;Burial charges;Agglomeratie Haarlem (CR);2023;2.0;9.0
6775;Burial charges;Agglomeratie Haarlem (CR);2024;2.0;9.0
6776;Burial charges;Agglomeratie Haarlem (CR);2025;2.0;9.0
6777;Burial charges;Zaanstreek (CR);2017;1.0;7.0
6778;Burial charges;Zaanstreek (CR);2018;1.0;7.0
6779;Burial charges;Zaanstreek (CR);2019;1.0;7.0
6780;Burial charges;Zaanstreek (CR);2020;1.0;7.0
6781;Burial charges;Zaanstreek (CR);2021;1.0;7.0
6782;Burial charges;Zaanstreek (CR);2022;1.0;7.0
6783;Burial charges;Zaanstreek (CR);2023;1.0;7.0
6784;Burial charges;Zaanstreek (CR);2024;1.0;7.0
6785;Burial charges;Zaanstreek (CR);2025;2.0;9.0
6786;Burial charges;Groot-Amsterdam (CR);2017;13.0;10.0
6787;Burial charges;Groot-Amsterdam (CR);2018;13.0;10.0
6788;Burial charges;Groot-Amsterdam (CR);2019;13.0;9.0
6789;Burial charges;Groot-Amsterdam (CR);2020;13.0;9.0
6790;Burial charges;Groot-Amsterdam (CR);2021;13.0;9.0
6791;Burial charges;Groot-Amsterdam (CR);2022;14.0;10.0
6792;Burial charges;Groot-Amsterdam (CR);2023;15.0;10.0
6793;Burial charges;Groot-Amsterdam (CR);2024;15.0;10.0
6794;Burial charges;Groot-Amsterdam (CR);2025;17.0;11.0
6795;Burial charges;Het Gooi en Vechtstreek (CR);2017;2.0;9.0
6796;Burial charges;Het Gooi en Vechtstreek (CR);2018;2.0;9.0
6797;Burial charges;Het Gooi en Vechtstreek (CR);2019;2.0;8.0
6798;Burial charges;Het Gooi en Vechtstreek (CR);2020;2.0;7.0
6799;Burial charges;Het Gooi en Vechtstreek (CR);2021;2.0;7.0
6800;Burial charges;Het Gooi en Vechtstreek (CR);2022;2.0;7.0
6801;Burial charges;Het Gooi en Vechtstreek (CR);2023;2.0;7.0
6802;Burial charges;Het Gooi en Vechtstreek (CR);2024;2.0;7.0
6803;Burial charges;Het Gooi en Vechtstreek (CR);2025;2.0;7.0
6804;Burial charges;Agglomeratie Leiden en Bollenstreek (CR);2017;1.0;3.0
6805;Burial charges;Agglomeratie Leiden en Bollenstreek (CR);2018;1.0;3.0
6806;Burial charges;Agglomeratie Leiden en Bollenstreek (CR);2019;1.0;3.0
6807;Burial charges;Agglomeratie Leiden en Bollenstreek (CR);2020;1.0;3.0
6808;Burial charges;Agglomeratie Leiden en Bollenstreek (CR);2021;1.0;3.0
6809;Burial charges;Agglomeratie Leiden en Bollenstreek (CR);2022;1.0;3.0
6810;Burial charges;Agglomeratie Leiden en Bollenstreek (CR);2023;1.0;3.0
6811;Burial charges;Agglomeratie Leiden en Bollenstreek (CR);2024;1.0;3.0
6812;Burial charges;Agglomeratie Leiden en Bollenstreek (CR);2025;2.0;4.0
6813;Burial charges;Agglomeratie 's-Gravenhage (CR);2017;4.0;4.0
6814;Burial charges;Agglomeratie 's-Gravenhage (CR);2018;4.0;4.0
6815;Burial charges;Agglomeratie 's-Gravenhage (CR);2019;4.0;4.0
6816;Burial charges;Agglomeratie 's-Gravenhage (CR);2020;3.0;4.0
6817;Burial charges;Agglomeratie 's-Gravenhage (CR);2021;4.0;4.0
6818;Burial charges;Agglomeratie 's-Gravenhage (CR);2022;4.0;4.0
6819;Burial charges;Agglomeratie 's-Gravenhage (CR);2023;4.0;4.0
6820;Burial charges;Agglomeratie 's-Gravenhage (CR);2024;4.0;4.0
6821;Burial charges;Agglomeratie 's-Gravenhage (CR);2025;4.0;5.0
6822;Burial charges;Delft en Westland (CR);2017;2.0;11.0
6823;Burial charges;Delft en Westland (CR);2018;2.0;7.0
6824;Burial charges;Delft en Westland (CR);2019;1.0;5.0
6825;Burial charges;Delft en Westland (CR);2020;1.0;5.0
6826;Burial charges;Delft en Westland (CR);2021;1.0;5.0
6827;Burial charges;Delft en Westland (CR);2022;1.0;5.0
6828;Burial charges;Delft en Westland (CR);2023;1.0;5.0
6829;Burial charges;Delft en Westland (CR);2024;1.0;5.0
6830;Burial charges;Delft en Westland (CR);2025;1.0;4.0
6831;Burial charges;Oost-Zuid-Holland (CR);2017;3.0;9.0
6832;Burial charges;Oost-Zuid-Holland (CR);2018;3.0;9.0
6833;Burial charges;Oost-Zuid-Holland (CR);2019;3.0;8.0
6834;Burial charges;Oost-Zuid-Holland (CR);2020;3.0;8.0
6835;Burial charges;Oost-Zuid-Holland (CR);2021;3.0;8.0
6836;Burial charges;Oost-Zuid-Holland (CR);2022;3.0;8.0
6837;Burial charges;Oost-Zuid-Holland (CR);2023;3.0;9.0
6838;Burial charges;Oost-Zuid-Holland (CR);2024;3.0;9.0
6839;Burial charges;Oost-Zuid-Holland (CR);2025;3.0;9.0
6840;Burial charges;Groot-Rijnmond (CR);2017;13.0;9.0
6841;Burial charges;Groot-Rijnmond (CR);2018;13.0;9.0
6842;Burial charges;Groot-Rijnmond (CR);2019;11.0;8.0
6843;Burial charges;Groot-Rijnmond (CR);2020;11.0;8.0
6844;Burial charges;Groot-Rijnmond (CR);2021;11.0;8.0
6845;Burial charges;Groot-Rijnmond (CR);2022;11.0;8.0
6846;Burial charges;Groot-Rijnmond (CR);2023;12.0;8.0
6847;Burial charges;Groot-Rijnmond (CR);2024;13.0;8.0
6848;Burial charges;Groot-Rijnmond (CR);2025;14.0;9.0
6849;Burial charges;Zuidoost-Zuid-Holland (CR);2017;7.0;17.0
6850;Burial charges;Zuidoost-Zuid-Holland (CR);2018;7.0;17.0
6851;Burial charges;Zuidoost-Zuid-Holland (CR);2019;6.0;15.0
6852;Burial charges;Zuidoost-Zuid-Holland (CR);2020;6.0;15.0
6853;Burial charges;Zuidoost-Zuid-Holland (CR);2021;6.0;16.0
6854;Burial charges;Zuidoost-Zuid-Holland (CR);2022;6.0;15.0
6855;Burial charges;Zuidoost-Zuid-Holland (CR);2023;6.0;15.0
6856;Burial charges;Zuidoost-Zuid-Holland (CR);2024;6.0;16.0
6857;Burial charges;Zuidoost-Zuid-Holland (CR);2025;6.0;17.0
6858;Burial charges;Zeeuwsch-Vlaanderen (CR);2017;1.0;10.0
6859;Burial charges;Zeeuwsch-Vlaanderen (CR);2018;1.0;10.0
6860;Burial charges;Zeeuwsch-Vlaanderen (CR);2019;1.0;10.0
6861;Burial charges;Zeeuwsch-Vlaanderen (CR);2020;1.0;9.0
6862;Burial charges;Zeeuwsch-Vlaanderen (CR);2021;1.0;10.0
6863;Burial charges;Zeeuwsch-Vlaanderen (CR);2022;1.0;12.0
6864;Burial charges;Zeeuwsch-Vlaanderen (CR);2023;1.0;12.0
6865;Burial charges;Zeeuwsch-Vlaanderen (CR);2024;1.0;9.0
6866;Burial charges;Zeeuwsch-Vlaanderen (CR);2025;1.0;9.0
6867;Burial charges;Overig Zeeland (CR);2017;5.0;19.0
6868;Burial charges;Overig Zeeland (CR);2018;5.0;18.0
6869;Burial charges;Overig Zeeland (CR);2019;5.0;18.0
6870;Burial charges;Overig Zeeland (CR);2020;5.0;19.0
6871;Burial charges;Overig Zeeland (CR);2021;5.0;18.0
6872;Burial charges;Overig Zeeland (CR);2022;5.0;19.0
6873;Burial charges;Overig Zeeland (CR);2023;6.0;20.0
6874;Burial charges;Overig Zeeland (CR);2024;6.0;21.0
6875;Burial charges;Overig Zeeland (CR);2025;6.0;22.0
6876;Burial charges;West-Noord-Brabant (CR);2017;1.0;1.0
6877;Burial charges;West-Noord-Brabant (CR);2018;1.0;1.0
6878;Burial charges;West-Noord-Brabant (CR);2019;1.0;1.0
6879;Burial charges;West-Noord-Brabant (CR);2020;1.0;1.0
6880;Burial charges;West-Noord-Brabant (CR);2021;1.0;1.0
6881;Burial charges;West-Noord-Brabant (CR);2022;1.0;1.0
6882;Burial charges;West-Noord-Brabant (CR);2023;1.0;1.0
6883;Burial charges;West-Noord-Brabant (CR);2024;1.0;1.0
6884;Burial charges;West-Noord-Brabant (CR);2025;1.0;1.0
6885;Burial charges;Midden-Noord-Brabant (CR);2017;2.0;4.0
6886;Burial charges;Midden-Noord-Brabant (CR);2018;2.0;3.0
6887;Burial charges;Midden-Noord-Brabant (CR);2019;1.0;3.0
6888;Burial charges;Midden-Noord-Brabant (CR);2020;2.0;3.0
6889;Burial charges;Midden-Noord-Brabant (CR);2021;2.0;3.0
6890;Burial charges;Midden-Noord-Brabant (CR);2022;2.0;3.0
6891;Burial charges;Midden-Noord-Brabant (CR);2023;2.0;3.0
6892;Burial charges;Midden-Noord-Brabant (CR);2024;2.0;3.0
6893;Burial charges;Midden-Noord-Brabant (CR);2025;2.0;3.0
6894;Burial charges;Noordoost-Noord-Brabant (CR);2017;2.0;3.0
6895;Burial charges;Noordoost-Noord-Brabant (CR);2018;2.0;2.0
6896;Burial charges;Noordoost-Noord-Brabant (CR);2019;1.0;2.0
6897;Burial charges;Noordoost-Noord-Brabant (CR);2020;1.0;2.0
6898;Burial charges;Noordoost-Noord-Brabant (CR);2021;1.0;2.0
6899;Burial charges;Noordoost-Noord-Brabant (CR);2022;2.0;2.0
6900;Burial charges;Noordoost-Noord-Brabant (CR);2023;2.0;2.0
6901;Burial charges;Noordoost-Noord-Brabant (CR);2024;1.0;2.0
6902;Burial charges;Noordoost-Noord-Brabant (CR);2025;1.0;2.0
6903;Burial charges;Zuidoost-Noord-Brabant (CR);2017;1.0;2.0
6904;Burial charges;Zuidoost-Noord-Brabant (CR);2018;1.0;2.0
6905;Burial charges;Zuidoost-Noord-Brabant (CR);2019;1.0;2.0
6906;Burial charges;Zuidoost-Noord-Brabant (CR);2020;1.0;2.0
6907;Burial charges;Zuidoost-Noord-Brabant (CR);2021;1.0;2.0
6908;Burial charges;Zuidoost-Noord-Brabant (CR);2022;1.0;2.0
6909;Burial charges;Zuidoost-Noord-Brabant (CR);2023;2.0;2.0
6910;Burial charges;Zuidoost-Noord-Brabant (CR);2024;1.0;2.0
6911;Burial charges;Zuidoost-Noord-Brabant (CR);2025;1.0;2.0
6912;Burial charges;Noord-Limburg (CR);2017;1.0;3.0
6913;Burial charges;Noord-Limburg (CR);2018;1.0;3.0
6914;Burial charges;Noord-Limburg (CR);2019;1.0;2.0
6915;Burial charges;Noord-Limburg (CR);2020;1.0;2.0
6916;Burial charges;Noord-Limburg (CR);2021;1.0;2.0
6917;Burial charges;Noord-Limburg (CR);2022;1.0;2.0
6918;Burial charges;Noord-Limburg (CR);2023;1.0;2.0
6919;Burial charges;Noord-Limburg (CR);2024;1.0;2.0
6920;Burial charges;Noord-Limburg (CR);2025;1.0;2.0
6921;Burial charges;Midden-Limburg (CR);2017;1.0;2.0
6922;Burial charges;Midden-Limburg (CR);2018;1.0;2.0
6923;Burial charges;Midden-Limburg (CR);2019;0.0;2.0
6924;Burial charges;Midden-Limburg (CR);2020;0.0;2.0
6925;Burial charges;Midden-Limburg (CR);2021;0.0;2.0
6926;Burial charges;Midden-Limburg (CR);2022;0.0;2.0
6927;Burial charges;Midden-Limburg (CR);2023;0.0;2.0
6928;Burial charges;Midden-Limburg (CR);2024;0.0;2.0
6929;Burial charges;Midden-Limburg (CR);2025;1.0;2.0
6930;Burial charges;Zuid-Limburg (CR);2017;2.0;4.0
6931;Burial charges;Zuid-Limburg (CR);2018;2.0;4.0
6932;Burial charges;Zuid-Limburg (CR);2019;2.0;4.0
6933;Burial charges;Zuid-Limburg (CR);2020;2.0;4.0
6934;Burial charges;Zuid-Limburg (CR);2021;2.0;4.0
6935;Burial charges;Zuid-Limburg (CR);2022;2.0;4.0
6936;Burial charges;Zuid-Limburg (CR);2023;2.0;4.0
6937;Burial charges;Zuid-Limburg (CR);2024;2.0;4.0
6938;Burial charges;Zuid-Limburg (CR);2025;2.0;4.0
6939;Burial charges;Flevoland (CR);2017;2.0;4.0
6940;Burial charges;Flevoland (CR);2018;2.0;4.0
6941;Burial charges;Flevoland (CR);2019;2.0;4.0
6942;Burial charges;Flevoland (CR);2020;2.0;4.0
6943;Burial charges;Flevoland (CR);2021;2.0;4.0
6944;Burial charges;Flevoland (CR);2022;2.0;4.0
6945;Burial charges;Flevoland (CR);2023;2.0;4.0
6946;Burial charges;Flevoland (CR);2024;2.0;4.0
6947;Burial charges;Flevoland (CR);2025;2.0;4.0
6948;Burial charges;Fewer than 5,000 inhabitants;2017;0.0;14.0
6949;Burial charges;Fewer than 5,000 inhabitants;2018;0.0;14.0
6950;Burial charges;Fewer than 5,000 inhabitants;2019;0.0;13.0
6951;Burial charges;Fewer than 5,000 inhabitants;2020;0.0;14.0
6952;Burial charges;Fewer than 5,000 inhabitants;2021;0.0;14.0
6953;Burial charges;Fewer than 5,000 inhabitants;2022;0.0;14.0
6954;Burial charges;Fewer than 5,000 inhabitants;2023;0.0;16.0
6955;Burial charges;Fewer than 5,000 inhabitants;2024;0.0;16.0
6956;Burial charges;Fewer than 5,000 inhabitants;2025;0.0;16.0
6957;Burial charges;5,000 to 9,999 inhabitants;2017;1.0;6.0
6958;Burial charges;5,000 to 9,999 inhabitants;2018;1.0;6.0
6959;Burial charges;5,000 to 9,999 inhabitants;2019;1.0;6.0
6960;Burial charges;5,000 to 9,999 inhabitants;2020;0.0;6.0
6961;Burial charges;5,000 to 9,999 inhabitants;2021;0.0;5.0
6962;Burial charges;5,000 to 9,999 inhabitants;2022;0.0;5.0
6963;Burial charges;5,000 to 9,999 inhabitants;2023;0.0;5.0
6964;Burial charges;5,000 to 9,999 inhabitants;2024;0.0;5.0
6965;Burial charges;5,000 to 9,999 inhabitants;2025;0.0;6.0
6966;Burial charges;10,000 to 19,999 inhabitants;2017;10.0;7.0
6967;Burial charges;10,000 to 19,999 inhabitants;2018;10.0;8.0
6968;Burial charges;10,000 to 19,999 inhabitants;2019;7.0;7.0
6969;Burial charges;10,000 to 19,999 inhabitants;2020;6.0;6.0
6970;Burial charges;10,000 to 19,999 inhabitants;2021;6.0;6.0
6971;Burial charges;10,000 to 19,999 inhabitants;2022;6.0;6.0
6972;Burial charges;10,000 to 19,999 inhabitants;2023;5.0;6.0
6973;Burial charges;10,000 to 19,999 inhabitants;2024;5.0;6.0
6974;Burial charges;10,000 to 19,999 inhabitants;2025;5.0;7.0
6975;Burial charges;20,000 to 49,999 inhabitants;2017;47.0;8.0
6976;Burial charges;20,000 to 49,999 inhabitants;2018;48.0;8.0
6977;Burial charges;20,000 to 49,999 inhabitants;2019;42.0;7.0
6978;Burial charges;20,000 to 49,999 inhabitants;2020;43.0;7.0
6979;Burial charges;20,000 to 49,999 inhabitants;2021;44.0;7.0
6980;Burial charges;20,000 to 49,999 inhabitants;2022;45.0;7.0
6981;Burial charges;20,000 to 49,999 inhabitants;2023;45.0;8.0
6982;Burial charges;20,000 to 49,999 inhabitants;2024;44.0;7.0
6983;Burial charges;20,000 to 49,999 inhabitants;2025;47.0;8.0
6984;Burial charges;50,000 to 99,999 inhabitants;2017;21.0;6.0
6985;Burial charges;50,000 to 99,999 inhabitants;2018;22.0;6.0
6986;Burial charges;50,000 to 99,999 inhabitants;2019;25.0;7.0
6987;Burial charges;50,000 to 99,999 inhabitants;2020;27.0;7.0
6988;Burial charges;50,000 to 99,999 inhabitants;2021;28.0;7.0
6989;Burial charges;50,000 to 99,999 inhabitants;2022;29.0;7.0
6990;Burial charges;50,000 to 99,999 inhabitants;2023;33.0;8.0
6991;Burial charges;50,000 to 99,999 inhabitants;2024;38.0;9.0
6992;Burial charges;50,000 to 99,999 inhabitants;2025;39.0;9.0
6993;Burial charges;100,000 to 149,999 inhabitants;2017;12.0;7.0
6994;Burial charges;100,000 to 149,999 inhabitants;2018;11.0;7.0
6995;Burial charges;100,000 to 149,999 inhabitants;2019;10.0;6.0
6996;Burial charges;100,000 to 149,999 inhabitants;2020;10.0;6.0
6997;Burial charges;100,000 to 149,999 inhabitants;2021;9.0;6.0
6998;Burial charges;100,000 to 149,999 inhabitants;2022;9.0;6.0
6999;Burial charges;100,000 to 149,999 inhabitants;2023;10.0;6.0
7000;Burial charges;100,000 to 149,999 inhabitants;2024;10.0;6.0
7001;Burial charges;100,000 to 149,999 inhabitants;2025;11.0;6.0
7002;Burial charges;150,000 to 249,999 inhabitants;2017;10.0;5.0
7003;Burial charges;150,000 to 249,999 inhabitants;2018;11.0;5.0
7004;Burial charges;150,000 to 249,999 inhabitants;2019;11.0;5.0
7005;Burial charges;150,000 to 249,999 inhabitants;2020;12.0;5.0
7006;Burial charges;150,000 to 249,999 inhabitants;2021;12.0;5.0
7007;Burial charges;150,000 to 249,999 inhabitants;2022;12.0;5.0
7008;Burial charges;150,000 to 249,999 inhabitants;2023;12.0;5.0
7009;Burial charges;150,000 to 249,999 inhabitants;2024;13.0;5.0
