ID;Geslacht;Perioden;Vergrijzing_1;Alleenstaanden3064Jaar_2;NietWesterseAllochtonen_3;TotaleBevolkingsgroei_4;Levensverwachting65Jaar_5;Eigenaar_6;WoonuitgavenQuoteVoorEigenaren_7;WoonuitgavenQuoteVoorHuurders_8;PrijsindexcijferWoningenTotaal_9;PrijsindexcijferAppartementen_10;GemiddeldeVerkoopprijsWoningenTotaal_11;GemiddeldeVerkoopprijsAppartementen_12;GeluidshinderVanBuren_13;GeluidshinderVanWegverkeer_14;SlachtofferschapGeweldsdelicten_15;SlachtofferschapVernieling_16;SlachtofferschapVanDiefstaldelicten_17;TotaalSlachtofferschapDelicten_18;Onveiligheidsgevoelens_19;Onderwijsuitgaven_20;Onderwijsdeelname_21;DropOutsVSVErs_22;Opleidingsniveau_23;MensenZonderDiploma_24;BetaaldWerk_25;Werkloosheid_26;Arbeidsduur_27;Zelfstandigen_28;FlexibeleArbeidsrelatie_29;Uurloon_30;Beroepsniveau_31;Werkdruk_32;LageAutonomie_33;Kracht_34;Arbeidsongeschiktheid_35;Ziekteverzuim_36;AantalVerplaatsingen_37;AfgelegdeAfstand_38;VervoerwijzeAuto_39;VervoerwijzeOpenbaarVervoer_40;Verkeersdoden_41;BBPPerCapita_42;GemiddeldInkomen_43;DynamischeKoopkrachtontwikkeling_44;Inkomensverdeling_45;VoornaamsteInkomensbron_46;VasteLasten_47;Consumentenvertrouwen_48;MoeilijkRondkomen_49;PCBezitInCombinatieMetInternet_50;KopenViaInternet_51;TevredenheidMetVriendenEnKennissen_52;NietGeisoleerdVoelen_53;ContactMetBuren_54;ContactMetFamilie_55;ContactMetVrienden_56;TVKijken_57;Sportbeoefening_58;Buitenrecreatie_59;TevredenheidMetVrijetijdsbesteding_60;AanVrijeTijdBesteedGeld_61;LevensverwachtingBijGeboorte_62;ErvarenGezondheid_63;LichamelijkeBeperkingen_64;Roken_65;Overgewicht_66;PsychischeGezondheid_67;PolitiekeInteresse_68;ActiviteitenVoorPolitiekePartij_69;KerkelijkeGezindte_70;Kerkgang_71;OnbetaaldeArbeid_72;HuishoudelijkWerk_73;Kinderverzorging_74;GeorganiseerdVrijwilligerswerk_75;InformeleHulp_76
53;Vrouwen;1999;15.9;11.9;8.2;6.4;18.7;;;;;;;;;;4.2;10.7;12.4;24.5;27.0;;;5.1;18.1;13.2;61.1;6.1;39.8;8.8;13.1;13.05;26.8;5.6;41.0;18.0;14.2;;3.15;26.44;45.1;5.1;3.7;;;;;;;;;23.0;;51.0;87.0;66.0;87.0;79.0;69.0;52.0;50.0;35.0;;80.5;22.7;16.2;31.8;37.8;;44.0;1.0;61.0;25.0;17.0;53.0;9.0;45.0;35.0
54;Vrouwen;2000;15.9;11.9;8.5;7.4;18.8;;;;;;;;23.0;32.0;4.4;9.8;11.9;23.9;25.8;;;5.0;18.9;12.9;62.7;5.4;37.7;9.3;10.9;13.65;27.5;5.6;40.0;19.0;14.7;;3.12;26.22;44.9;5.1;3.5;;;4.7;;;;;;40.0;;51.0;87.0;67.0;88.0;80.0;69.0;53.0;51.0;34.0;;80.6;22.3;14.7;29.3;40.4;;42.0;1.0;61.0;25.0;;;;44.0;37.0
55;Vrouwen;2001;15.9;12.0;8.9;6.9;18.9;;;;;;;;22.0;31.0;4.8;9.5;11.5;22.9;27.6;;;5.6;18.1;13.3;63.4;4.9;35.2;10.1;10.4;14.64;25.7;5.6;39.0;19.0;15.2;;3.08;26.03;44.8;5.2;3.1;;;1.6;;;;;;51.0;17.0;50.0;88.0;67.0;88.0;81.0;69.0;54.0;48.0;36.0;;80.7;21.8;13.4;29.3;39.6;76.3;45.0;0.0;62.0;23.0;16.0;50.0;9.0;43.0;35.0
56;Vrouwen;2002;15.9;12.2;9.3;5.4;18.9;;;;;;;;21.0;32.0;4.9;10.8;12.3;24.8;30.9;;;;19.0;12.5;64.5;5.2;33.0;9.5;9.2;15.38;27.0;5.5;42.0;18.0;15.5;6.0;3.09;26.1;46.0;4.9;3.2;;;0.1;;;;;;59.0;21.0;49.0;88.0;70.0;89.0;80.0;69.0;54.0;49.0;32.0;;80.7;21.9;13.3;28.2;39.0;76.4;55.0;1.0;63.0;23.0;;;;41.0;39.0
57;Vrouwen;2003;15.9;12.3;9.6;4.3;19.0;;;;;;;;;32.0;4.2;9.5;11.4;23.1;29.0;;;;20.3;11.7;63.5;6.2;31.7;9.3;8.3;16.02;27.9;5.5;;18.0;15.4;5.3;3.11;26.4;45.3;4.5;3.3;;;0.6;;;;;;64.0;25.0;49.0;87.0;69.0;89.0;80.0;69.0;55.0;49.0;32.0;;80.9;22.4;14.4;27.3;41.1;77.3;;1.0;61.0;21.0;16.0;51.0;8.0;41.0;36.0
58;Vrouwen;2004;15.9;12.5;9.9;3.3;19.4;;;;;;;;;33.0;4.1;10.4;11.9;23.8;26.8;;;;22.2;10.6;63.5;7.4;31.2;10.1;8.5;16.55;28.5;5.4;;19.0;15.2;4.3;3.08;26.97;46.1;4.9;3.0;;;-0.4;;;;;;69.0;32.0;50.0;88.0;70.0;89.0;82.0;72.0;57.0;51.0;33.0;;81.4;22.1;15.4;25.8;41.9;76.8;;1.0;61.0;22.0;;;;42.0;38.0
59;Vrouwen;2005;16.1;12.5;10.1;2.1;19.6;;;;;;;;22.0;33.0;;;;;;;;5.0;22.8;9.7;64.2;7.8;30.6;10.0;9.0;16.97;28.3;;;21.0;14.1;4.3;3.01;26.43;44.5;5.0;2.5;;;2.8;;;;;;81.0;40.0;51.0;88.0;71.0;89.0;81.0;70.0;58.0;50.0;32.0;;81.6;22.2;16.1;25.3;39.6;76.6;;;62.0;21.0;;;;;
60;Vrouwen;2006;16.2;12.7;10.3;1.5;19.7;;;;;;;;22.0;33.0;;;;;;;;4.5;23.5;9.2;65.4;6.8;31.0;10.0;9.9;15.73;28.8;;;22.0;12.7;;3.07;26.99;43.6;4.9;2.7;;;2.9;;;;;;84.0;46.0;47.0;88.0;68.0;91.0;82.0;68.0;59.0;48.0;28.0;;81.9;21.6;14.4;25.2;41.9;77.1;;;61.0;19.0;;;;;
61;Vrouwen;2007;16.4;12.9;10.4;2.9;20.0;;;;;;;;24.0;36.0;;;;;;;;4.3;24.0;8.6;67.4;5.7;30.8;10.0;10.6;16.26;28.9;;;16.0;11.7;;3.03;27.15;45.2;5.0;2.6;;;1.1;;;;;;86.0;54.0;50.0;89.0;68.0;90.0;83.0;67.0;59.0;48.0;31.0;;82.3;21.5;14.5;25.2;39.9;77.4;;1.0;59.0;21.0;;;;43.0;33.0
62;Vrouwen;2008;16.6;13.0;10.5;4.3;20.1;;;;;;;;23.0;33.0;;;;;;;;4.2;25.1;8.6;69.2;4.7;30.4;10.2;10.9;16.86;29.5;;;18.0;11.0;;;;;;2.3;;;1.3;;;;;;90.0;56.0;54.0;89.0;69.0;89.0;82.0;68.0;60.0;49.0;33.0;;82.28;21.6;14.9;24.2;41.4;78.0;;1.0;61.0;22.0;;;;41.0;34.0
63;Vrouwen;2009;16.8;13.2;10.8;5.1;20.4;;;;;;;;22.0;30.0;;;;;;;;3.8;26.0;8.5;69.6;5.2;29.9;10.3;10.3;17.38;30.0;;;16.0;10.6;;;;;;2.3;;;1.5;;;;;;91.0;64.0;50.0;88.0;68.0;89.0;81.0;;;49.0;33.0;;82.65;21.3;15.3;23.3;41.9;77.5;;;58.0;19.0;;;;;
64;Vrouwen;2010;17.1;13.3;11.0;4.9;;;;;;;;;23.0;32.0;;;;;;;;3.8;26.7;8.5;69.4;6.0;29.6;10.4;10.4;;31.3;;;19.0;;;;;;;;;;;;;;;;92.0;68.0;;;;;;;;;;;;;;;;;;;;;;;;;
65;Vrouwen;2011;17.3;;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
