ID;KenmerkenWerknemers;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
41;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2019;76.1;79.6;62.9;63.0;90.1;90.5;52.8;71.0
42;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2020;77.6;80.6;63.0;63.6;92.2;92.6;55.4;70.8
43;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2021;78.1;80.2;62.7;63.4;91.1;91.1;56.9;75.5
44;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2022;;;;;;;;
45;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2014;74.9;78.3;63.4;63.0;91.5;91.4;47.0;53.5
46;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2015;74.9;78.1;63.3;63.1;90.6;91.4;47.9;55.2
47;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2016;75.3;78.8;63.1;62.9;91.6;92.1;49.9;60.1
48;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2017;74.0;77.9;63.0;62.8;90.0;90.2;52.1;65.1
49;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2018;74.5;78.8;63.1;63.0;90.9;91.5;52.9;70.8
50;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2019;76.9;80.3;63.1;63.2;90.6;91.1;53.8;71.9
51;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2020;78.4;81.3;63.2;63.9;92.7;93.1;56.3;71.7
52;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2021;78.9;81.0;62.9;63.7;91.7;91.7;58.0;76.4
53;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2022;;;;;;;;
54;Migratieachtergrond: westers;Waarde;2014;69.0;72.3;62.8;62.8;89.5;89.0;48.0;53.6
55;Migratieachtergrond: westers;Waarde;2015;69.9;73.4;63.1;63.2;88.7;89.7;48.5;56.3
56;Migratieachtergrond: westers;Waarde;2016;69.9;72.6;62.5;62.6;90.2;90.1;50.6;59.3
57;Migratieachtergrond: westers;Waarde;2017;68.9;73.1;62.8;62.3;88.0;87.5;52.3;63.8
58;Migratieachtergrond: westers;Waarde;2018;68.3;71.2;62.1;61.8;87.6;86.9;51.7;68.5
59;Migratieachtergrond: westers;Waarde;2019;69.3;71.5;62.7;62.3;88.4;87.6;53.7;68.4
60;Migratieachtergrond: westers;Waarde;2020;72.8;74.6;62.5;62.8;91.4;89.7;55.2;68.9
61;Migratieachtergrond: westers;Waarde;2021;74.0;75.3;61.8;62.7;88.8;87.6;56.3;72.8
62;Migratieachtergrond: westers;Waarde;2022;;;;;;;;
63;Migratieachtergrond: westers;Ondergrens 95%-interval;2014;67.1;70.5;62.3;62.2;88.2;87.7;46.0;51.6
64;Migratieachtergrond: westers;Ondergrens 95%-interval;2015;68.2;71.7;62.7;62.7;87.5;88.5;46.7;54.5
65;Migratieachtergrond: westers;Ondergrens 95%-interval;2016;68.2;70.9;62.1;62.1;89.1;89.0;48.7;57.5
66;Migratieachtergrond: westers;Ondergrens 95%-interval;2017;67.2;71.4;62.3;61.7;86.8;86.2;50.5;62.0
67;Migratieachtergrond: westers;Ondergrens 95%-interval;2018;66.7;69.7;61.7;61.3;86.4;85.8;50.0;67.0
68;Migratieachtergrond: westers;Ondergrens 95%-interval;2019;67.7;70.0;62.3;61.9;87.4;86.5;52.1;66.9
69;Migratieachtergrond: westers;Ondergrens 95%-interval;2020;71.4;73.1;62.1;62.4;90.5;88.7;53.6;67.4
70;Migratieachtergrond: westers;Ondergrens 95%-interval;2021;72.5;73.8;61.4;62.2;87.7;86.4;54.6;71.3
71;Migratieachtergrond: westers;Ondergrens 95%-interval;2022;;;;;;;;
72;Migratieachtergrond: westers;Bovengrens 95%-interval;2014;70.8;74.1;63.3;63.3;90.7;90.2;50.0;55.6
73;Migratieachtergrond: westers;Bovengrens 95%-interval;2015;71.5;75.0;63.6;63.7;89.8;90.7;50.4;58.1
74;Migratieachtergrond: westers;Bovengrens 95%-interval;2016;71.6;74.2;62.9;63.1;91.2;91.1;52.4;61.1
75;Migratieachtergrond: westers;Bovengrens 95%-interval;2017;70.6;74.7;63.2;62.8;89.2;88.7;54.2;65.5
76;Migratieachtergrond: westers;Bovengrens 95%-interval;2018;69.8;72.7;62.5;62.3;88.6;88.0;53.3;70.0
77;Migratieachtergrond: westers;Bovengrens 95%-interval;2019;70.8;73.0;63.1;62.8;89.4;88.7;55.3;69.8
78;Migratieachtergrond: westers;Bovengrens 95%-interval;2020;74.2;75.9;63.0;63.3;92.3;90.7;56.8;70.3
79;Migratieachtergrond: westers;Bovengrens 95%-interval;2021;75.5;76.8;62.3;63.2;89.9;88.7;58.0;74.3
80;Migratieachtergrond: westers;Bovengrens 95%-interval;2022;;;;;;;;
81;Migratieachtergrond: 1e gen westers;Waarde;2014;63.8;67.8;62.5;62.3;87.0;86.6;49.2;55.9
82;Migratieachtergrond: 1e gen westers;Waarde;2015;67.7;70.7;62.9;63.2;85.7;88.0;50.4;56.6
83;Migratieachtergrond: 1e gen westers;Waarde;2016;67.4;71.0;62.0;61.6;88.5;88.1;50.3;59.4
84;Migratieachtergrond: 1e gen westers;Waarde;2017;67.0;71.1;62.4;61.8;87.1;85.7;52.8;64.6
85;Migratieachtergrond: 1e gen westers;Waarde;2018;64.0;65.6;61.4;60.5;84.4;83.3;49.4;66.4
86;Migratieachtergrond: 1e gen westers;Waarde;2019;66.1;68.2;62.2;61.6;86.3;85.1;53.8;67.7
87;Migratieachtergrond: 1e gen westers;Waarde;2020;69.3;71.1;62.6;61.8;89.4;86.9;54.7;68.7
88;Migratieachtergrond: 1e gen westers;Waarde;2021;70.3;71.2;61.4;61.2;87.0;85.3;55.9;71.5
89;Migratieachtergrond: 1e gen westers;Waarde;2022;;;;;;;;
90;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2014;60.7;64.8;61.6;61.4;84.7;84.2;46.0;52.8
91;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2015;64.9;67.9;62.2;62.3;83.6;86.0;47.5;53.7
92;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2016;64.7;68.4;61.3;60.8;86.6;86.1;47.5;56.6
93;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2017;64.3;68.4;61.7;61.0;85.1;83.6;50.0;61.9
94;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2018;61.6;63.2;60.6;59.7;82.5;81.4;46.9;64.0
95;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2019;63.7;65.8;61.5;60.9;84.6;83.2;51.3;65.4
96;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2020;67.1;68.9;62.0;61.1;87.8;85.2;52.4;66.5
97;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2021;67.9;68.8;60.8;60.5;85.2;83.4;53.4;69.2
98;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2022;;;;;;;;
99;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2014;66.8;70.7;63.3;63.3;89.0;88.7;52.3;59.0
100;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2015;70.3;73.3;63.6;64.1;87.6;89.8;53.4;59.5
101;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2016;70.0;73.5;62.7;62.5;90.1;89.8;53.2;62.1
102;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2017;69.6;73.6;63.1;62.7;88.8;87.6;55.7;67.3
103;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2018;66.4;67.9;62.1;61.4;86.1;85.2;51.9;68.7
104;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2019;68.4;70.4;62.8;62.3;87.9;86.7;56.3;69.9
105;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2020;71.4;73.3;63.2;62.6;90.7;88.4;57.1;70.8
106;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2021;72.5;73.4;62.0;62.0;88.6;87.1;58.4;73.6
107;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2022;;;;;;;;
108;Migratieachtergrond: 2e gen westers;Waarde;2014;73.3;76.0;63.1;63.1;91.6;91.0;47.1;51.7
109;Migratieachtergrond: 2e gen westers;Waarde;2015;71.8;75.7;63.3;63.3;91.2;91.1;46.9;56.1
110;Migratieachtergrond: 2e gen westers;Waarde;2016;72.2;74.0;62.9;63.3;91.7;91.9;50.8;59.2
111;Migratieachtergrond: 2e gen westers;Waarde;2017;70.8;75.0;63.0;62.6;88.9;89.3;51.9;63.0
112;Migratieachtergrond: 2e gen westers;Waarde;2018;72.7;77.0;62.8;63.0;90.8;90.6;54.0;70.7
113;Migratieachtergrond: 2e gen westers;Waarde;2019;72.7;75.2;63.2;63.1;90.8;90.5;53.6;69.1
114;Migratieachtergrond: 2e gen westers;Waarde;2020;76.9;78.5;62.5;63.9;93.8;93.0;55.8;69.1
115;Migratieachtergrond: 2e gen westers;Waarde;2021;78.5;80.3;62.3;64.2;91.0;90.3;56.8;74.4
116;Migratieachtergrond: 2e gen westers;Waarde;2022;;;;;;;;
117;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2014;71.0;73.8;62.5;62.4;90.1;89.5;44.5;49.1
118;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2015;69.7;73.6;62.9;62.7;89.9;89.7;44.7;53.8
119;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2016;70.1;72.0;62.5;62.8;90.4;90.6;48.5;57.0
120;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2017;68.6;72.9;62.5;62.0;87.4;87.7;49.5;60.7
121;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2018;70.8;75.2;62.3;62.4;89.6;89.4;51.9;68.8
122;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2019;70.8;73.4;62.8;62.5;89.5;89.2;51.5;67.2
123;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2020;75.1;76.7;62.0;63.3;92.7;91.9;53.8;67.2
124;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2021;76.5;78.4;61.7;63.7;89.7;88.9;54.6;72.4
125;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2022;;;;;;;;
126;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2014;75.4;78.1;63.7;63.7;92.8;92.3;49.7;54.2
127;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2015;73.8;77.6;63.8;63.8;92.5;92.3;49.2;58.3
128;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2016;74.2;76.0;63.4;63.9;92.8;93.1;53.0;61.4
129;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2017;72.9;77.0;63.6;63.2;90.3;90.7;54.2;65.3
130;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2018;74.5;78.7;63.2;63.5;92.0;91.8;56.1;72.5
131;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2019;74.5;77.0;63.6;63.6;91.9;91.6;55.7;70.9
132;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2020;78.6;80.1;63.1;64.4;94.7;94.0;57.9;70.9
133;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2021;80.3;82.1;62.9;64.8;92.2;91.6;59.0;76.3
134;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2022;;;;;;;;
135;Migratieachtergrond: niet-westers;Waarde;2014;66.3;69.0;61.0;60.2;86.6;86.4;51.5;55.2
136;Migratieachtergrond: niet-westers;Waarde;2015;65.5;68.7;60.3;59.8;86.8;88.0;51.6;57.0
137;Migratieachtergrond: niet-westers;Waarde;2016;66.2;69.5;60.9;59.6;87.6;87.6;52.7;59.9
138;Migratieachtergrond: niet-westers;Waarde;2017;64.9;67.0;59.2;58.7;85.4;86.3;54.9;64.7
139;Migratieachtergrond: niet-westers;Waarde;2018;65.4;68.8;59.6;59.4;86.1;85.7;55.4;68.7
140;Migratieachtergrond: niet-westers;Waarde;2019;66.6;69.4;59.5;59.4;86.1;85.6;56.1;69.6
141;Migratieachtergrond: niet-westers;Waarde;2020;69.7;71.7;59.4;60.2;88.6;88.4;58.0;68.4
142;Migratieachtergrond: niet-westers;Waarde;2021;69.0;71.6;59.3;59.5;86.6;86.0;58.9;72.6
143;Migratieachtergrond: niet-westers;Waarde;2022;;;;;;;;
144;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2014;64.2;67.0;60.2;59.3;85.1;84.9;49.4;53.1
145;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2015;63.8;66.9;59.7;59.2;85.5;86.7;49.7;55.1
146;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2016;64.4;67.7;60.4;59.0;86.3;86.4;50.8;58.1
147;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2017;63.2;65.3;58.5;58.0;84.1;85.0;53.1;63.0
148;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2018;64.0;67.4;59.1;58.9;85.1;84.7;54.0;67.4
149;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2019;65.2;68.0;59.0;58.9;85.1;84.6;54.6;68.2
150;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2020;68.4;70.4;58.8;59.7;87.6;87.4;56.5;67.0
151;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2021;67.5;70.0;58.7;58.9;85.4;84.8;57.2;71.2
152;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2022;;;;;;;;
153;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2014;68.3;71.0;61.9;61.1;88.0;87.8;53.6;57.4
154;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2015;67.3;70.4;61.0;60.5;88.0;89.1;53.5;58.8
155;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2016;67.9;71.1;61.4;60.2;88.7;88.8;54.5;61.7
156;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2017;66.6;68.7;59.9;59.3;86.6;87.5;56.7;66.4
157;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2018;66.7;70.1;60.1;59.9;87.1;86.7;56.9;70.0
158;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2019;68.0;70.8;60.1;60.0;87.1;86.7;57.6;71.0
159;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2020;71.1;73.0;59.9;60.8;89.5;89.3;59.4;69.7
160;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2021;70.5;73.0;59.9;60.1;87.7;87.0;60.5;74.1
161;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2022;;;;;;;;
162;Migratieachtergrond: 1e gen niet-west...;Waarde;2014;64.6;68.5;62.2;60.9;84.2;84.2;47.7;48.1
163;Migratieachtergrond: 1e gen niet-west...;Waarde;2015;64.5;69.0;62.4;61.4;85.1;86.6;49.3;49.6
164;Migratieachtergrond: 1e gen niet-west...;Waarde;2016;65.8;70.4;62.3;60.7;85.6;86.1;50.8;53.3
165;Migratieachtergrond: 1e gen niet-west...;Waarde;2017;63.1;66.3;61.6;60.2;81.8;82.9;50.5;55.9
166;Migratieachtergrond: 1e gen niet-west...;Waarde;2018;63.9;67.7;61.8;60.7;83.2;83.3;52.9;60.5
167;Migratieachtergrond: 1e gen niet-west...;Waarde;2019;65.0;69.1;61.9;61.0;82.5;83.7;53.4;61.9
168;Migratieachtergrond: 1e gen niet-west...;Waarde;2020;68.2;70.4;61.9;61.4;86.3;86.3;55.6;61.3
169;Migratieachtergrond: 1e gen niet-west...;Waarde;2021;67.1;70.1;61.6;60.9;83.2;83.7;56.2;64.7
170;Migratieachtergrond: 1e gen niet-west...;Waarde;2022;;;;;;;;
171;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2014;62.1;66.1;61.6;60.1;82.2;82.2;45.2;45.6
172;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2015;62.3;66.8;61.9;60.8;83.4;84.9;47.0;47.3
173;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2016;63.5;68.3;61.8;60.0;83.9;84.4;48.5;51.0
174;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2017;60.9;64.1;61.1;59.5;80.0;81.1;48.2;53.7
175;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2018;62.1;66.0;61.4;60.2;81.8;81.9;51.0;58.7
176;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2019;63.2;67.3;61.4;60.5;81.0;82.2;51.5;60.0
177;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2020;66.4;68.6;61.3;60.9;84.9;85.0;53.7;59.5
178;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2021;65.1;68.1;61.0;60.2;81.6;82.0;54.0;62.7
179;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2022;;;;;;;;
180;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2014;67.0;70.8;62.8;61.7;86.0;86.0;50.3;50.7
181;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2015;66.7;71.1;62.9;62.1;86.7;88.1;51.6;52.0
182;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2016;67.9;72.5;62.7;61.3;87.1;87.6;53.1;55.6
183;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2017;65.3;68.4;62.2;60.9;83.5;84.6;52.8;58.2
184;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2018;65.6;69.5;62.2;61.2;84.5;84.7;54.7;62.3
185;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2019;66.8;70.8;62.3;61.5;83.9;85.0;55.3;63.7
186;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2020;69.9;72.1;62.4;62.0;87.5;87.6;57.5;63.1
187;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2021;69.1;72.0;62.2;61.5;84.8;85.2;58.3;66.7
188;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2022;;;;;;;;
189;Migratieachtergrond: 2e gen niet-west...;Waarde;2014;69.2;70.0;58.9;59.3;90.6;90.2;57.8;67.0
190;Migratieachtergrond: 2e gen niet-west...;Waarde;2015;67.1;68.2;56.7;57.3;89.5;90.3;55.3;68.5
191;Migratieachtergrond: 2e gen niet-west...;Waarde;2016;66.7;68.0;58.7;58.1;90.3;89.9;55.3;69.3
192;Migratieachtergrond: 2e gen niet-west...;Waarde;2017;67.5;67.9;55.9;56.7;90.4;90.8;60.9;76.7
193;Migratieachtergrond: 2e gen niet-west...;Waarde;2018;67.5;70.2;56.4;57.6;90.1;89.0;58.9;80.0
194;Migratieachtergrond: 2e gen niet-west...;Waarde;2019;68.7;69.9;56.3;57.2;91.1;88.3;59.8;80.0
195;Migratieachtergrond: 2e gen niet-west...;Waarde;2020;71.9;73.6;55.8;58.6;91.9;91.3;61.3;78.1
196;Migratieachtergrond: 2e gen niet-west...;Waarde;2021;71.6;73.5;56.2;57.6;91.0;89.0;62.4;83.1
197;Migratieachtergrond: 2e gen niet-west...;Waarde;2022;;;;;;;;
198;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2014;65.6;66.4;56.9;57.4;88.2;87.8;54.0;63.4
199;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2015;64.2;65.2;55.2;56.0;87.5;88.3;52.2;65.6
200;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2016;64.0;65.3;57.6;57.1;88.4;88.0;52.5;66.6
201;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2017;64.7;65.1;54.5;55.5;88.5;89.0;58.0;74.2
202;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2018;65.3;68.1;55.4;56.6;88.6;87.5;56.7;78.1
203;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2019;66.5;67.6;55.3;56.2;89.6;86.7;57.4;78.0
204;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2020;69.7;71.5;54.8;57.6;90.5;89.9;59.0;76.1
205;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2021;69.2;71.2;55.0;56.5;89.4;87.3;59.9;81.1
206;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2022;;;;;;;;
207;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2014;72.5;73.3;60.9;61.2;92.6;92.2;61.5;70.5
208;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2015;69.9;71.0;58.1;58.5;91.3;91.9;58.3;71.3
209;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2016;69.4;70.7;59.8;59.1;92.0;91.6;58.2;71.9
210;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2017;70.2;70.6;57.2;57.9;92.0;92.4;63.7;79.0
211;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2018;69.6;72.2;57.5;58.5;91.4;90.4;61.1;81.7
212;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2019;70.9;72.0;57.3;58.2;92.3;89.8;62.1;81.8
213;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2020;73.9;75.6;56.9;59.6;93.1;92.5;63.5;80.0
214;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2021;73.9;75.7;57.3;58.8;92.4;90.5;64.9;85.0
215;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2022;;;;;;;;
216;Migratieachtergrond : onbekend;Waarde;2014;;;;;;;;
217;Migratieachtergrond : onbekend;Waarde;2015;;;;;;;;
218;Migratieachtergrond : onbekend;Waarde;2016;;;;;;;;
219;Migratieachtergrond : onbekend;Waarde;2017;;;;;;;;
220;Migratieachtergrond : onbekend;Waarde;2018;;;;;;;;
221;Migratieachtergrond : onbekend;Waarde;2019;;;;;;;;
222;Migratieachtergrond : onbekend;Waarde;2020;;;;;;;;
223;Migratieachtergrond : onbekend;Waarde;2021;;;;;;;;
224;Migratieachtergrond : onbekend;Waarde;2022;;;;;;;;
225;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2014;;;;;;;;
226;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2015;;;;;;;;
227;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2016;;;;;;;;
