ID;Afzet;AlleBedrijfstakken;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3;Wegingscoefficient_4
223;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2020 december;;;;7816
224;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2020;;;;7816
225;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2021 januari;;;;7816
226;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2021 februari;;;;7816
227;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2021 maart;;;;7816
228;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2021 april;;;;7816
229;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2021 mei;;;;7816
230;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2021 juni;;;;7816
231;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2021 juli;;;;7816
232;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2021 augustus;;;;7816
233;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2021 september;;;;7816
234;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2021 oktober;;;;7816
235;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2021 november;;;;7816
236;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2021 december;;;;7816
237;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2021;100.0;;;7816
238;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2022 januari;;;;7816
239;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2022 februari;;;;7816
240;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2022 maart;;;;7816
241;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2022 april;;;;7816
242;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2022 mei;;;;7816
243;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2022 juni;;;;7816
244;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2022 juli;;;;7816
245;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2022 augustus;;;;7816
246;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2022 september;;;;7816
247;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2022 oktober;;;;7816
248;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2022 november;;;;7816
249;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2022 december ;;;;7816
250;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2022;;;;7816
251;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023 januari;;;;7816
252;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023 februari;;;;7816
253;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023 maart;;;;7816
254;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023 april;;;;7816
255;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023 mei;;;;7816
256;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023 juni;;;;7816
257;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023 juli;;;;7816
258;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023 augustus;;;;7816
259;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023 september;;;;7816
260;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023 oktober;;;;7816
261;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023 november;;;;7816
262;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023 december;;;;7816
263;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2023;221.0;;;7816
264;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2024 januari;;;;7816
265;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2024 februari;;;;7816
266;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2024 maart;;;;7816
267;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2024 april;160.9;;;7816
268;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2024 mei;163.0;1.3;;7816
269;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2024  juni;178.2;9.4;;7816
270;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2024 juli;192.2;7.8;;7816
271;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2024 augustus;168.9;-12.1;;7816
272;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2024 september;182.3;7.9;;7816
273;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2024 oktober;164.3;-9.9;;7816
274;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2024 november;175.8;7.0;;7816
275;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2024 december;187.9;6.9;;7816
276;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2024;172.0;;-22.2;7816
277;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2025 januari;190.3;1.3;;7816
278;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2025 februari;197.2;3.6;;7816
279;Totaal afzetprijzen;061 Winning van aardolie;2018 januari;80.1;;;745
280;Totaal afzetprijzen;061 Winning van aardolie;2018 februari;76.3;-4.8;;745
281;Totaal afzetprijzen;061 Winning van aardolie;2018 maart;77.9;2.1;;745
282;Totaal afzetprijzen;061 Winning van aardolie;2018 april;80.7;3.5;;745
283;Totaal afzetprijzen;061 Winning van aardolie;2018 mei;88.9;10.2;;745
284;Totaal afzetprijzen;061 Winning van aardolie;2018 juni;90.3;1.6;;745
285;Totaal afzetprijzen;061 Winning van aardolie;2018 juli;91.0;0.7;;745
286;Totaal afzetprijzen;061 Winning van aardolie;2018 augustus;91.0;0.1;;745
287;Totaal afzetprijzen;061 Winning van aardolie;2018 september;96.9;6.4;;745
288;Totaal afzetprijzen;061 Winning van aardolie;2018 oktober;101.4;4.7;;745
289;Totaal afzetprijzen;061 Winning van aardolie;2018 november;88.9;-12.4;;745
