ID;TypeVoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Prijsindex_4;Kwartaalmutatie_5;Jaarmutatie_6;Wegingsfactoren_7
0;Autolease, alle voertuigen;2001 3e kwartaal;86.0;;;;;;100.0
1;Autolease, alle voertuigen;2001 4e kwartaal;85.5;-0.5;;;;;100.0
2;Autolease, alle voertuigen;2001 jaargemiddelde;;;;;;;
3;Autolease, alle voertuigen;2002 1e kwartaal;87.1;1.8;;;;;100.0
4;Autolease, alle voertuigen;2002 2e kwartaal;87.9;1.0;;;;;100.0
5;Autolease, alle voertuigen;2002 3e kwartaal;87.7;-0.2;2.1;;;;100.0
6;Autolease, alle voertuigen;2002 4e kwartaal;87.7;-0.1;2.5;;;;100.0
7;Autolease, alle voertuigen;2002 jaargemiddelde;87.6;;;;;;100.0
8;Autolease, alle voertuigen;2003 1e kwartaal;88.9;1.4;2.1;;;;100.0
9;Autolease, alle voertuigen;2003 2e kwartaal;88.8;-0.1;0.9;;;;100.0
10;Autolease, alle voertuigen;2003 3e kwartaal;89.7;1.1;2.3;;;;100.0
11;Autolease, alle voertuigen;2003 4e kwartaal;90.9;1.3;3.7;;;;100.0
12;Autolease, alle voertuigen;2003 jaargemiddelde;89.6;;2.2;;;;100.0
13;Autolease, alle voertuigen;2004 1e kwartaal;92.1;1.3;3.6;;;;100.0
14;Autolease, alle voertuigen;2004 2e kwartaal;92.8;0.8;4.6;;;;100.0
15;Autolease, alle voertuigen;2004 3e kwartaal;92.8;0.0;3.4;;;;100.0
16;Autolease, alle voertuigen;2004 4e kwartaal;92.9;0.1;2.2;;;;100.0
17;Autolease, alle voertuigen;2004 jaargemiddelde;92.7;;3.5;;;;100.0
18;Autolease, alle voertuigen;2005 1e kwartaal;95.5;2.8;3.7;;;;100.0
19;Autolease, alle voertuigen;2005 2e kwartaal;96.4;1.0;3.9;;;;100.0
20;Autolease, alle voertuigen;2005 3e kwartaal;97.0;0.6;4.5;;;;100.0
21;Autolease, alle voertuigen;2005 4e kwartaal;98.0;1.0;5.4;;;;100.0
22;Autolease, alle voertuigen;2005 jaargemiddelde;96.7;;4.4;;;;100.0
23;Autolease, alle voertuigen;2006 1e kwartaal;99.1;1.2;3.8;;;;100.0
24;Autolease, alle voertuigen;2006 2e kwartaal;100.0;0.9;3.7;;;;100.0
25;Autolease, alle voertuigen;2006 3e kwartaal;100.2;0.2;3.3;;;;100.0
26;Autolease, alle voertuigen;2006 4e kwartaal;100.7;0.5;2.8;;;;100.0
27;Autolease, alle voertuigen;2006 jaargemiddelde;100.0;;3.4;;;;100.0
28;Autolease, alle voertuigen;2007 1e kwartaal;101.8;1.1;2.7;;;;100.0
29;Autolease, alle voertuigen;2007 2e kwartaal;102.2;0.5;2.2;;;;100.0
30;Autolease, alle voertuigen;2007 3e kwartaal;102.5;0.3;2.3;;;;100.0
31;Autolease, alle voertuigen;2007 4e kwartaal;102.5;-0.1;1.8;;;;100.0
32;Autolease, alle voertuigen;2007 jaargemiddelde;102.3;;2.3;;;;100.0
33;Autolease, alle voertuigen;2008 1e kwartaal;101.2;-1.2;-0.6;;;;100.0
34;Autolease, alle voertuigen;2008 2e kwartaal;102.3;1.0;0.0;;;;100.0
35;Autolease, alle voertuigen;2008 3e kwartaal;103.5;1.2;1.0;;;;100.0
36;Autolease, alle voertuigen;2008 4e kwartaal;103.1;-0.4;0.6;;;;100.0
37;Autolease, alle voertuigen;2008 jaargemiddelde;102.5;;0.3;;;;100.0
38;Autolease, alle voertuigen;2009 1e kwartaal;104.1;1.0;2.9;;;;100.0
39;Autolease, alle voertuigen;2009 2e kwartaal;104.6;0.5;2.3;;;;100.0
40;Autolease, alle voertuigen;2009 3e kwartaal;105.3;0.6;1.7;;;;100.0
41;Autolease, alle voertuigen;2009 4e kwartaal;105.3;0.0;2.1;;;;100.0
42;Autolease, alle voertuigen;2009 jaargemiddelde;104.8;;2.2;;;;100.0
43;Autolease, alle voertuigen;2010 1e kwartaal;106.3;1.0;2.1;;;;100.0
44;Autolease, alle voertuigen;2010 2e kwartaal;105.7;-0.6;1.0;;;;100.0
45;Autolease, alle voertuigen;2010 3e kwartaal;105.2;-0.5;-0.1;;;;100.0
46;Autolease, alle voertuigen;2010 4e kwartaal;105.6;0.4;0.3;;;;100.0
47;Autolease, alle voertuigen;2010 jaargemiddelde;105.7;;0.8;;;;100.0
48;Autolease, alle voertuigen;2011 1e kwartaal;107.3;1.6;0.9;;;;100.0
49;Autolease, alle voertuigen;2011 2e kwartaal;107.7;0.4;1.8;;;;100.0
50;Autolease, alle voertuigen;2011 3e kwartaal;106.9;-0.7;1.6;;;;100.0
51;Autolease, alle voertuigen;2011 4e kwartaal;107.0;0.0;1.3;;;;100.0
52;Autolease, alle voertuigen;2011 jaargemiddelde;107.2;;1.4;;;;100.0
53;Autolease, alle voertuigen;2012 1e kwartaal;106.9;-0.1;-0.4;;;;100.0
54;Personenauto's;2001 3e kwartaal;83.3;;;82.1;;;72.0
55;Personenauto's;2001 4e kwartaal;82.9;-0.5;;81.0;-1.3;;72.0
56;Personenauto's;2001 jaargemiddelde;;;;;;;
57;Personenauto's;2002 1e kwartaal;84.7;2.1;;82.4;1.8;;72.0
58;Personenauto's;2002 2e kwartaal;85.7;1.3;;84.0;1.8;;72.0
59;Personenauto's;2002 3e kwartaal;85.5;-0.3;2.7;83.5;-0.5;1.7;72.0
60;Personenauto's;2002 4e kwartaal;85.4;-0.1;3.1;83.4;-0.1;2.9;72.0
61;Personenauto's;2002 jaargemiddelde;85.3;;;83.3;;;72.0
62;Personenauto's;2003 1e kwartaal;87.0;1.8;2.7;85.5;2.6;3.8;72.0
63;Personenauto's;2003 2e kwartaal;86.8;-0.2;1.3;84.5;-1.2;0.7;72.0
64;Personenauto's;2003 3e kwartaal;88.1;1.5;3.0;85.8;1.5;2.8;72.0
65;Personenauto's;2003 4e kwartaal;89.4;1.5;4.6;86.5;0.8;3.8;72.0
66;Personenauto's;2003 jaargemiddelde;87.8;;2.9;85.6;;2.7;72.0
67;Personenauto's;2004 1e kwartaal;90.9;1.7;4.5;88.0;1.7;2.9;72.0
68;Personenauto's;2004 2e kwartaal;91.9;1.1;5.8;89.9;2.2;6.4;72.0
69;Personenauto's;2004 3e kwartaal;91.8;-0.1;4.2;90.3;0.4;5.2;72.0
70;Personenauto's;2004 4e kwartaal;91.8;0.0;2.7;91.0;0.7;5.1;72.0
71;Personenauto's;2004 jaargemiddelde;91.6;;4.3;89.8;;4.9;72.0
72;Personenauto's;2005 1e kwartaal;94.7;3.1;4.2;92.7;1.9;5.3;72.0
73;Personenauto's;2005 2e kwartaal;95.8;1.2;4.3;94.8;2.2;5.4;72.0
74;Personenauto's;2005 3e kwartaal;96.5;0.8;5.1;96.8;2.2;7.2;72.0
75;Personenauto's;2005 4e kwartaal;97.7;1.2;6.4;97.6;0.8;7.3;72.0
76;Personenauto's;2005 jaargemiddelde;96.2;;5.0;95.5;;6.3;72.0
77;Personenauto's;2006 1e kwartaal;99.0;1.3;4.6;99.0;1.4;6.8;72.0
78;Personenauto's;2006 2e kwartaal;100.0;1.0;4.4;100.5;1.5;6.1;72.0
79;Personenauto's;2006 3e kwartaal;100.3;0.2;3.9;101.0;0.5;4.3;72.0
80;Personenauto's;2006 4e kwartaal;100.7;0.4;3.0;99.5;-1.5;1.9;72.0
81;Personenauto's;2006 jaargemiddelde;100.0;;4.0;100.0;;4.7;72.0
82;Personenauto's;2007 1e kwartaal;101.9;1.2;2.9;100.8;1.3;1.8;72.0
83;Personenauto's;2007 2e kwartaal;102.4;0.5;2.4;102.6;1.8;2.1;72.0
84;Personenauto's;2007 3e kwartaal;102.7;0.2;2.4;102.5;-0.1;1.5;72.0
85;Personenauto's;2007 4e kwartaal;102.6;-0.1;1.9;103.5;1.0;4.0;72.0
86;Personenauto's;2007 jaargemiddelde;102.4;;2.4;102.3;;2.3;72.0
87;Personenauto's;2008 1e kwartaal;100.8;-1.7;-1.1;102.6;-0.8;1.8;72.0
88;Personenauto's;2008 2e kwartaal;102.0;1.1;-0.4;105.3;2.6;2.6;72.0
89;Personenauto's;2008 3e kwartaal;103.2;1.2;0.5;107.1;1.8;4.5;72.0
90;Personenauto's;2008 4e kwartaal;103.6;0.4;1.0;104.7;-2.3;1.1;72.0
91;Personenauto's;2008 jaargemiddelde;102.4;;0.0;104.9;;2.5;72.0
92;Personenauto's;2009 1e kwartaal;105.1;1.5;4.3;104.6;0.0;2.0;72.0
93;Personenauto's;2009 2e kwartaal;105.5;0.3;3.4;105.3;0.6;0.0;72.0
94;Personenauto's;2009 3e kwartaal;106.2;0.7;3.0;106.6;1.2;-0.5;72.0
95;Personenauto's;2009 4e kwartaal;106.2;0.0;2.5;107.1;0.5;2.3;72.0
96;Personenauto's;2009 jaargemiddelde;105.8;;3.3;105.9;;0.9;72.0
97;Personenauto's;2010 1e kwartaal;107.5;1.2;2.2;108.6;1.4;3.8;72.0
98;Personenauto's;2010 2e kwartaal;106.8;-0.7;1.2;109.1;0.4;3.6;72.0
99;Personenauto's;2010 3e kwartaal;106.1;-0.6;-0.1;108.2;-0.8;1.6;72.0
100;Personenauto's;2010 4e kwartaal;106.5;0.3;0.2;108.9;0.6;1.7;79.3
101;Personenauto's;2010 jaargemiddelde;106.7;;0.9;108.7;;2.6;72.0
102;Personenauto's;2011 1e kwartaal;108.2;1.6;0.7;111.7;2.6;2.9;79.3
103;Personenauto's;2011 2e kwartaal;108.6;0.4;1.7;113.0;1.2;3.6;79.3
104;Personenauto's;2011 3e kwartaal;107.7;-0.9;1.4;111.8;-1.1;3.3;79.3
105;Personenauto's;2011 4e kwartaal;107.7;0.0;1.1;111.4;-0.4;2.3;79.3
106;Personenauto's;2011 jaargemiddelde;108.0;;1.2;112.0;;3.0;79.3
107;Personenauto's;2012 1e kwartaal;107.6;0.0;-0.5;112.3;0.8;0.6;79.3
108;Personenauto's: diesel;2001 3e kwartaal;84.6;;;82.8;;;38.0
109;Personenauto's: diesel;2001 4e kwartaal;84.3;-0.4;;82.0;-0.9;;38.0
110;Personenauto's: diesel;2001 jaargemiddelde;;;;;;;
111;Personenauto's: diesel;2002 1e kwartaal;85.6;1.6;;82.8;1.0;;38.0
112;Personenauto's: diesel;2002 2e kwartaal;86.6;1.1;;84.1;1.6;;38.0
113;Personenauto's: diesel;2002 3e kwartaal;86.3;-0.3;2.1;83.6;-0.6;1.0;38.0
114;Personenauto's: diesel;2002 4e kwartaal;86.4;0.0;2.5;83.8;0.2;2.2;38.0
115;Personenauto's: diesel;2002 jaargemiddelde;86.2;;;83.6;;;38.0
116;Personenauto's: diesel;2003 1e kwartaal;88.0;1.9;2.7;85.8;2.4;3.6;38.0
117;Personenauto's: diesel;2003 2e kwartaal;87.6;-0.4;1.3;84.6;-1.4;0.6;38.0
118;Personenauto's: diesel;2003 3e kwartaal;88.6;1.1;2.7;85.6;1.1;2.3;38.0
119;Personenauto's: diesel;2003 4e kwartaal;89.7;1.2;3.9;86.5;1.1;3.2;38.0
120;Personenauto's: diesel;2003 jaargemiddelde;88.5;;2.7;85.6;;2.4;38.0
121;Personenauto's: diesel;2004 1e kwartaal;91.2;1.7;3.7;87.8;1.5;2.3;38.0
122;Personenauto's: diesel;2004 2e kwartaal;92.2;1.1;5.2;89.5;2.0;5.8;38.0
123;Personenauto's: diesel;2004 3e kwartaal;92.2;0.0;4.0;90.4;0.9;5.6;38.0
124;Personenauto's: diesel;2004 4e kwartaal;92.2;0.0;2.7;91.2;1.0;5.5;38.0
125;Personenauto's: diesel;2004 jaargemiddelde;91.9;;3.9;89.7;;4.8;38.0
126;Personenauto's: diesel;2005 1e kwartaal;94.7;2.8;3.9;92.8;1.7;5.6;38.0
127;Personenauto's: diesel;2005 2e kwartaal;95.5;0.8;3.6;94.7;2.1;5.8;38.0
128;Personenauto's: diesel;2005 3e kwartaal;96.3;0.8;4.4;96.6;2.0;6.9;38.0
129;Personenauto's: diesel;2005 4e kwartaal;97.4;1.2;5.7;97.6;1.0;7.0;38.0
130;Personenauto's: diesel;2005 jaargemiddelde;96.0;;4.4;95.4;;6.3;38.0
131;Personenauto's: diesel;2006 1e kwartaal;98.7;1.3;4.2;98.7;1.2;6.4;38.0
132;Personenauto's: diesel;2006 2e kwartaal;100.2;1.5;4.9;100.6;1.9;6.2;38.0
133;Personenauto's: diesel;2006 3e kwartaal;100.3;0.1;4.1;100.8;0.2;4.3;38.0
134;Personenauto's: diesel;2006 4e kwartaal;100.8;0.6;3.5;99.9;-0.9;2.3;38.0
135;Personenauto's: diesel;2006 jaargemiddelde;100.0;;4.2;100.0;;4.8;38.0
136;Personenauto's: diesel;2007 1e kwartaal;102.4;1.5;3.7;101.1;1.2;2.4;38.0
137;Personenauto's: diesel;2007 2e kwartaal;102.7;0.4;2.6;102.1;1.0;1.5;38.0
138;Personenauto's: diesel;2007 3e kwartaal;102.9;0.1;2.6;102.6;0.5;1.9;38.0
139;Personenauto's: diesel;2007 4e kwartaal;102.5;-0.4;1.6;103.8;1.1;3.9;38.0
140;Personenauto's: diesel;2007 jaargemiddelde;102.6;;2.6;102.4;;2.4;38.0
141;Personenauto's: diesel;2008 1e kwartaal;100.8;-1.7;-1.6;103.0;-0.8;1.8;38.0
142;Personenauto's: diesel;2008 2e kwartaal;102.1;1.3;-0.7;106.5;3.4;4.2;38.0
143;Personenauto's: diesel;2008 3e kwartaal;103.4;1.3;0.5;108.5;1.9;5.7;38.0
144;Personenauto's: diesel;2008 4e kwartaal;104.2;0.8;1.7;106.8;-1.6;2.9;38.0
145;Personenauto's: diesel;2008 jaargemiddelde;102.6;;0.0;106.2;;3.7;38.0
146;Personenauto's: diesel;2009 1e kwartaal;105.8;1.5;5.0;106.4;-0.4;3.3;38.0
147;Personenauto's: diesel;2009 2e kwartaal;106.1;0.3;3.9;106.3;-0.1;-0.2;38.0
148;Personenauto's: diesel;2009 3e kwartaal;107.0;0.8;3.5;107.5;1.2;-0.9;38.0
149;Personenauto's: diesel;2009 4e kwartaal;106.9;-0.1;2.5;108.0;0.4;1.1;38.0
150;Personenauto's: diesel;2009 jaargemiddelde;106.4;;3.7;107.0;;0.8;38.0
151;Personenauto's: diesel;2010 1e kwartaal;108.6;1.6;2.7;109.6;1.6;3.1;38.0
152;Personenauto's: diesel;2010 2e kwartaal;108.3;-0.2;2.1;110.4;0.7;3.9;38.0
153;Personenauto's: diesel;2010 3e kwartaal;108.2;-0.1;1.2;109.9;-0.4;2.2;38.0
154;Personenauto's: diesel;2010 4e kwartaal;108.5;0.3;1.6;110.5;0.5;2.4;33.6
155;Personenauto's: diesel;2010 jaargemiddelde;108.4;;1.9;110.1;;2.9;38.0
156;Personenauto's: diesel;2011 1e kwartaal;109.9;1.2;1.1;113.0;2.3;3.1;33.6
157;Personenauto's: diesel;2011 2e kwartaal;110.1;0.3;1.7;113.8;0.7;3.1;33.6
158;Personenauto's: diesel;2011 3e kwartaal;109.0;-1.0;0.7;112.5;-1.1;2.4;33.6
159;Personenauto's: diesel;2011 4e kwartaal;108.5;-0.5;-0.1;112.2;-0.3;1.5;33.6
160;Personenauto's: diesel;2011 jaargemiddelde;109.4;;0.9;112.9;;2.5;33.6
161;Personenauto's: diesel;2012 1e kwartaal;108.3;-0.2;-1.4;112.8;0.6;-0.1;33.6
162;Personenauto's: benzine;2001 3e kwartaal;81.7;;;81.7;;;26.0
163;Personenauto's: benzine;2001 4e kwartaal;81.1;-0.7;;79.9;-2.1;;26.0
164;Personenauto's: benzine;2001 jaargemiddelde;;;;;;;
165;Personenauto's: benzine;2002 1e kwartaal;83.2;2.6;;81.9;2.4;;26.0
166;Personenauto's: benzine;2002 2e kwartaal;84.3;1.3;;83.7;2.3;;26.0
167;Personenauto's: benzine;2002 3e kwartaal;84.1;-0.2;3.0;83.4;-0.4;2.1;26.0
168;Personenauto's: benzine;2002 4e kwartaal;84.0;-0.1;3.6;82.7;-0.8;3.4;26.0
169;Personenauto's: benzine;2002 jaargemiddelde;83.9;;;82.9;;;26.0
170;Personenauto's: benzine;2003 1e kwartaal;85.4;1.6;2.6;85.0;2.8;3.8;26.0
171;Personenauto's: benzine;2003 2e kwartaal;85.5;0.2;1.5;84.4;-0.7;0.8;26.0
172;Personenauto's: benzine;2003 3e kwartaal;87.1;1.8;3.5;86.2;2.0;3.3;26.0
173;Personenauto's: benzine;2003 4e kwartaal;88.7;1.8;5.6;86.3;0.2;4.4;26.0
174;Personenauto's: benzine;2003 jaargemiddelde;86.7;;3.3;85.5;;3.1;26.0
175;Personenauto's: benzine;2004 1e kwartaal;90.2;1.7;5.6;88.1;2.0;3.6;26.0
176;Personenauto's: benzine;2004 2e kwartaal;91.3;1.2;6.7;90.7;3.0;7.4;26.0
177;Personenauto's: benzine;2004 3e kwartaal;91.1;-0.2;4.6;90.5;-0.3;5.0;26.0
178;Personenauto's: benzine;2004 4e kwartaal;91.2;0.1;2.8;90.4;0.0;4.7;26.0
179;Personenauto's: benzine;2004 jaargemiddelde;90.9;;4.9;89.9;;5.2;26.0
180;Personenauto's: benzine;2005 1e kwartaal;94.6;3.7;4.9;92.6;2.4;5.2;26.0
181;Personenauto's: benzine;2005 2e kwartaal;95.9;1.4;5.1;95.0;2.5;4.7;26.0
182;Personenauto's: benzine;2005 3e kwartaal;96.7;0.8;6.1;97.5;2.6;7.8;26.0
183;Personenauto's: benzine;2005 4e kwartaal;97.8;1.1;7.2;97.3;-0.2;7.5;26.0
184;Personenauto's: benzine;2005 jaargemiddelde;96.2;;5.8;95.6;;6.3;26.0
