ID;TypeReIntegratieParticipatievoorz;StatusVoorzieningEindeVerslagperiode;RegioS;Perioden;ReIntegratieParticipatievoorzieningen_1
29;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2021 juni;243790.0
30;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2021 juli;241010.0
31;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2021 augustus;237990.0
32;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2021 september;241320.0
33;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2021 oktober;239120.0
34;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2021 november;238860.0
35;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2021 december;238580.0
36;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2022 januari;234260.0
37;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2022 februari;235630.0
38;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2022 maart;237660.0
39;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2022 april;236460.0
40;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2022 mei;236550.0
41;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2022 juni;237320.0
42;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2022 juli;236650.0
43;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2022 augustus;235190.0
44;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2022 september;237660.0
45;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2022 oktober;238220.0
46;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2022 november;241270.0
47;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Nederland;2022 december;228320.0
48;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2019 januari;32840.0
49;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2019 februari;32810.0
50;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2019 maart;32860.0
51;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2019 april;33100.0
52;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2019 mei;33090.0
53;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2019 juni;32840.0
54;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2019 juli;32990.0
55;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2019 augustus;32370.0
56;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2019 september;32250.0
57;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2019 oktober;32320.0
58;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2019 november;32300.0
59;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2019 december;32050.0
60;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2020 januari;31830.0
61;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2020 februari;31750.0
62;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2020 maart;31860.0
63;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2020 april;31530.0
64;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2020 mei;31400.0
65;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2020 juni;31660.0
66;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2020 juli;31670.0
67;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2020 augustus;31400.0
68;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2020 september;31730.0
69;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2020 oktober;31650.0
70;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2020 november;31560.0
71;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2020 december;31360.0
72;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2021 januari;30470.0
73;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2021 februari;30490.0
74;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2021 maart;30870.0
75;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2021 april;31190.0
76;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2021 mei;31130.0
77;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2021 juni;31410.0
78;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2021 juli;31120.0
79;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2021 augustus;30650.0
80;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2021 september;30960.0
81;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2021 oktober;30690.0
82;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2021 november;29590.0
83;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2021 december;29500.0
84;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2022 januari;29010.0
85;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2022 februari;29250.0
86;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2022 maart;29280.0
87;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2022 april;29290.0
88;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2022 mei;29470.0
89;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2022 juni;29630.0
90;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2022 juli;29680.0
91;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2022 augustus;29160.0
92;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2022 september;29050.0
93;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2022 oktober;29170.0
94;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2022 november;29800.0
95;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Nederland (LD);2022 december;29670.0
96;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2019 januari;45260.0
97;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2019 februari;45790.0
98;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2019 maart;46220.0
99;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2019 april;46870.0
100;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2019 mei;47390.0
101;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2019 juni;47340.0
102;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2019 juli;48240.0
103;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2019 augustus;47680.0
104;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2019 september;48090.0
105;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2019 oktober;48580.0
106;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2019 november;49290.0
107;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2019 december;49210.0
108;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2020 januari;47110.0
109;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2020 februari;47950.0
110;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2020 maart;49120.0
111;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2020 april;48880.0
112;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2020 mei;49310.0
113;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2020 juni;49660.0
114;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2020 juli;48290.0
115;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2020 augustus;47700.0
116;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2020 september;48070.0
117;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2020 oktober;47640.0
118;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2020 november;47210.0
119;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2020 december;47270.0
120;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2021 januari;46750.0
121;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2021 februari;46820.0
122;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2021 maart;47320.0
123;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2021 april;47540.0
124;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2021 mei;47860.0
125;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2021 juni;47990.0
126;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2021 juli;47900.0
127;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2021 augustus;47480.0
128;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2021 september;47780.0
129;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2021 oktober;48130.0
130;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2021 november;48300.0
131;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2021 december;49200.0
132;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2022 januari;47490.0
133;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2022 februari;47880.0
134;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2022 maart;48170.0
135;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2022 april;48220.0
136;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2022 mei;48430.0
137;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2022 juni;48090.0
138;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2022 juli;47970.0
139;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2022 augustus;47730.0
140;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2022 september;48400.0
141;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2022 oktober;48570.0
142;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2022 november;48940.0
143;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Nederland (LD);2022 december;48610.0
144;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2019 januari;119470.0
145;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2019 februari;119920.0
146;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2019 maart;121850.0
147;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2019 april;123320.0
148;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2019 mei;125140.0
149;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2019 juni;124730.0
150;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2019 juli;126230.0
151;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2019 augustus;123370.0
152;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2019 september;126420.0
153;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2019 oktober;129410.0
154;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2019 november;128900.0
155;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2019 december;127650.0
156;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2020 januari;123230.0
157;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2020 februari;122250.0
158;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2020 maart;124470.0
159;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2020 april;123770.0
160;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2020 mei;123480.0
161;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2020 juni;123320.0
162;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2020 juli;121550.0
163;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2020 augustus;119600.0
164;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2020 september;122060.0
165;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2020 oktober;123340.0
166;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2020 november;122990.0
167;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2020 december;122170.0
168;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2021 januari;119920.0
169;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2021 februari;121920.0
170;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2021 maart;124280.0
171;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2021 april;126280.0
172;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2021 mei;127410.0
173;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2021 juni;128130.0
174;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2021 juli;125680.0
175;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2021 augustus;123830.0
176;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2021 september;126400.0
177;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2021 oktober;123970.0
178;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2021 november;124500.0
179;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2021 december;123010.0
180;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2022 januari;121060.0
181;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2022 februari;121490.0
182;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2022 maart;122790.0
183;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2022 april;121130.0
184;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2022 mei;120460.0
185;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2022 juni;121000.0
186;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2022 juli;120210.0
187;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2022 augustus;119730.0
188;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2022 september;121270.0
189;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2022 oktober;121140.0
190;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2022 november;122660.0
191;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;West-Nederland (LD);2022 december;110220.0
192;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2019 januari;37560.0
193;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2019 februari;37700.0
194;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2019 maart;37900.0
195;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2019 april;38230.0
196;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2019 mei;38650.0
197;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2019 juni;38530.0
198;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2019 juli;38720.0
199;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2019 augustus;38230.0
200;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2019 september;37870.0
201;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2019 oktober;37610.0
202;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2019 november;37510.0
203;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2019 december;37190.0
204;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2020 januari;35030.0
205;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2020 februari;35340.0
206;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2020 maart;35000.0
207;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2020 april;34490.0
208;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2020 mei;34330.0
209;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2020 juni;34810.0
210;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2020 juli;34680.0
211;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2020 augustus;34600.0
212;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2020 september;34850.0
213;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2020 oktober;34940.0
214;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2020 november;35230.0
215;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Zuid-Nederland (LD);2020 december;35160.0
