ID;Perioden;GeregistreerdeSchepen_1;ActieveSchepen_2;BlauweWijting_3;Garnalen_4;Haring_5;Horsmakreel_6;Kabeljauw_7;Makreel_8;Mosselen_9;Oesters_10;Schol_11;Tong_12;Garnalen_13;Haring_14;Kabeljauw_15;Makreel_16;Mosselen_17;Oesters_18;Schol_19;Tong_20;BlauweWijting_21;Garnalen_22;Haring_23;Horsmakreel_24;Kabeljauw_25;Makreel_26;Mosselen_27;Oesters_28;Schol_29;Tong_30
38;1968;1451.0;;;6580.0;33532.0;;24640.0;8903.0;98779.0;802.0;26310.0;22683.0;7396.0;14542.0;7508.0;1941.0;6241.0;2495.0;6503.0;41245.0;;;41517.0;37.0;31365.0;8583.0;113594.0;802.0;33236.0;25175.0
39;1969;1390.0;;;6770.0;37560.0;;15816.0;7929.0;94149.0;813.0;33884.0;19763.0;5813.0;16649.0;6715.0;1701.0;7429.0;2697.0;9200.0;42179.0;;;47894.0;24.0;19805.0;9369.0;105864.0;815.0;39420.0;22035.0
40;1970;1294.0;;;7133.0;45441.0;;19174.0;6040.0;74750.0;824.0;41011.0;14544.0;7532.0;21469.0;8262.0;1562.0;9159.0;2876.0;14483.0;43702.0;;;58391.0;190.0;25262.0;6784.0;85963.0;824.0;46094.0;16260.0
41;1971;1156.0;;;4240.0;42783.0;;36987.0;7702.0;83179.0;923.0;39495.0;17414.0;5994.0;21704.0;14465.0;1785.0;5772.0;3248.0;15752.0;48598.0;;5323.0;53394.0;186.0;46868.0;8782.0;95654.0;923.0;44563.0;19329.0
42;1972;1123.0;;;3896.0;46335.0;;37148.0;8579.0;101071.0;952.0;46130.0;16206.0;7136.0;22189.0;17967.0;2398.0;6860.0;3497.0;22454.0;53519.0;;4517.0;56208.0;175.0;47765.0;10602.0;116232.0;953.0;52113.0;18191.0
43;1973;1115.0;;;5095.0;61838.0;;20748.0;6928.0;98274.0;1027.0;51871.0;14544.0;7704.0;32134.0;15798.0;1979.0;8039.0;3872.0;34984.0;60247.0;;6031.0;73161.0;149.0;25813.0;10124.0;113016.0;1026.0;58006.0;16168.0
44;1974;1116.0;;;6084.0;49167.0;;19357.0;9220.0;85841.0;1203.0;48473.0;14117.0;8707.0;30861.0;17872.0;2781.0;9064.0;4676.0;34616.0;52655.0;;7525.0;59307.0;576.0;24160.0;10574.0;98719.0;1204.0;54513.0;15681.0
45;1975;1073.0;;;6098.0;59394.0;;18474.0;11748.0;97501.0;1382.0;44411.0;13976.0;11129.0;38739.0;14210.0;4875.0;12918.0;5891.0;32725.0;58006.0;;7423.0;70980.0;320.0;23447.0;15664.0;112126.0;1381.0;51527.0;15526.0
46;1976;1025.0;;;4976.0;48107.0;;18602.0;14295.0;63749.0;1302.0;44830.0;10538.0;7087.0;34603.0;16594.0;4033.0;13280.0;7023.0;32800.0;56644.0;;7491.0;57090.0;431.0;22469.0;17178.0;73310.0;1302.0;51194.0;11687.0
47;1977;933.0;;;3502.0;16612.0;;25713.0;35603.0;95068.0;1161.0;45233.0;10410.0;9088.0;20393.0;21696.0;16614.0;11294.0;7089.0;32948.0;53345.0;;4026.0;19701.0;2330.0;30792.0;38139.0;109328.0;1161.0;54067.0;11522.0
48;1978;924.0;610.0;;3892.0;7025.0;;40978.0;48964.0;103030.0;1124.0;27101.0;6488.0;7927.0;7382.0;34545.0;17813.0;16817.0;7043.0;23370.0;34407.0;1182.0;4515.0;7694.0;10817.0;49424.0;51621.0;118485.0;1124.0;32235.0;7169.0
49;1979;917.0;609.0;;5441.0;3158.0;;29792.0;61232.0;86295.0;1075.0;35863.0;7387.0;7506.0;3528.0;27648.0;22744.0;22881.0;6589.0;33358.0;44788.0;185.0;6258.0;3223.0;32172.0;34875.0;63388.0;97414.0;1075.0;40051.0;8105.0
50;1980;951.0;639.0;;4910.0;2655.0;;39583.0;88411.0;67553.0;685.0;35385.0;5871.0;7182.0;2629.0;36657.0;30054.0;24318.0;5009.0;31484.0;41632.0;368.0;5620.0;2799.0;25488.0;45448.0;91934.0;76972.0;685.0;40044.0;12695.0
51;1981;984.0;669.0;;;;;;;;;;;;;;;;;;;855.0;5044.0;18330.0;65925.0;51614.0;89964.0;109448.0;572.0;41468.0;12006.0
52;1982;1005.0;674.0;;;;;;;;;;;;;;;;;;;9202.0;7325.0;35188.0;96189.0;37364.0;67586.0;130271.0;;56365.0;17881.0
53;1983;1041.0;703.0;;;;;;;;;;;;;;;;;;;14138.0;6975.0;55929.0;76536.0;34780.0;74441.0;119643.0;;54442.0;16457.0
54;1984;1055.0;731.0;;;;;;;;;;;;;;;;;;;16178.0;;56280.0;76546.0;25971.0;98952.0;60149.0;;64250.0;14866.0
55;1985;1061.0;709.0;;;;;;;;;;;;;;;;;;;1931.0;;98211.0;88163.0;31311.0;38723.0;116252.0;;95503.0;16024.0
56;1986;1059.0;712.0;;;;;;;;;;;;;;;;;;;10002.0;;101966.0;60025.0;25339.0;60803.0;85896.0;;79189.0;10011.0
57;1987;1060.0;703.0;;;;;;;;;;;;;;;;;;;9261.0;;99889.0;65574.0;21458.0;34484.0;98367.0;;78821.0;10850.0
58;1988;1076.0;695.0;;;;;;;;;;;;;;;;;;;800.0;2573.0;89983.0;50503.0;17074.0;34349.0;77596.0;;79748.0;9920.0
59;1989;1060.0;668.0;;;;;;;;;;;;;;;;;;;2022.0;7572.0;94756.0;67793.0;12030.0;31348.0;107000.0;;84205.0;9626.0
60;1990;1113.0;628.0;;;;;;;;;;;;;;;;;;;6523.0;5501.0;82783.0;98425.0;8441.0;31909.0;98845.0;;78204.0;18202.0
61;1991;;586.0;;;;;;;;;;;;;;;;;;;8291.0;8152.0;85487.0;123729.0;6831.0;33737.0;49254.0;;67945.0;18758.0
62;1992;;565.0;;;;;;;;;;;;;;;;;;;11036.0;9992.0;85797.0;122648.0;11135.0;38912.0;51223.0;1612.0;51064.0;18601.0
63;1993;;563.0;;;;;;;;;;;;;;;;;;;18482.0;9673.0;89189.0;146424.0;10220.0;42533.0;65981.0;2794.0;48552.0;22015.0
64;1994;1016.0;553.0;;;;;;;;;;;;;;;;;;;21076.0;10098.0;86007.0;101846.0;6512.0;44335.0;104952.0;2030.0;50289.0;22874.0
65;1995;1023.0;540.0;;;;;;;;;;;;;;;;;;;22685.0;13912.0;99448.0;113827.0;11199.0;35788.0;79772.0;1400.0;44263.0;20927.0
66;1996;1064.0;526.0;;;;;;;;;;;;;;;;;;;16407.0;12067.0;77607.0;135965.0;9307.0;24246.0;94496.0;;35540.0;15563.0
67;1997;1059.0;505.0;;;;;;;;;;;;;;;;;;;24132.0;13054.0;65448.0;122684.0;11838.0;23701.0;93244.0;1234.0;34272.0;10371.0
68;1998;1059.0;498.0;;;;;;;;;;;;;;;;;;;27693.0;11871.0;77090.0;103249.0;14722.0;30163.0;113185.0;2702.0;30592.0;15309.0
69;1999;1118.0;492.0;;;;;;;;;;;;;;;;;;;32889.0;13772.0;78741.0;84891.0;9076.0;27816.0;100800.0;3189.0;37544.0;16330.0
70;2000;1101.0;493.0;;;;;;;;;;;;;;;;;;;43145.0;11496.0;75221.0;65994.0;6000.0;32403.0;66800.0;2092.0;35079.0;15343.0
71;2001;994.0;530.0;;;;;;;;;;;;;;;;;;;63627.0;14081.0;66359.0;84013.0;3654.0;33109.0;48600.0;2957.0;33290.0;13737.0
72;2002;869.0;517.0;;;;;;;;;;;;;;;;;;;35628.0;11453.0;78556.0;56574.0;4714.0;43460.0;45061.0;2851.0;29082.0;12120.0
73;2003;867.0;490.0;;;;;;;;;;;;;;;;;;;57257.0;14834.0;95085.0;68070.0;2371.0;29165.0;56200.0;2765.0;28868.0;12469.0
74;2004;862.0;479.0;;;;;;;;;;;;;;;;;;;77183.0;14502.0;129643.0;66678.0;1764.0;28006.0;67200.0;2873.0;25123.0;12883.0
75;2005;829.0;447.0;;;;;;;;;;;;;;;;;;;128368.0;16227.0;128038.0;67810.0;1691.0;23457.0;59500.0;3195.0;23101.0;10926.0
76;2006;831.0;446.0;;;;;;;;;;;;;;;;;;;96607.0;15620.0;95915.0;64391.0;1644.0;22068.0;31300.0;;23947.0;8304.0
77;2007;840.0;442.0;;;;;;;;;;;;;;;;;;;80730.0;16491.0;103120.0;61767.0;1603.0;24773.0;43731.0;;23099.0;10368.0
78;2008;825.0;;;;;;;;;;;;;;;;;;;;78781.0;15375.0;56709.0;62966.0;1939.0;20395.0;36082.0;1875.0;20757.0;9459.0
79;2009;838.0;;;;;;;;;;;;;;;;;;;;35758.0;19416.0;56934.0;61538.0;2689.0;23419.0;45618.0;2011.0;23476.0;9606.0
80;2010;849.0;;;;;;;;;;;;;;;;;;;;34966.0;18939.0;55782.0;79220.0;2731.0;24906.0;;;28291.0;8773.0
