ID;SoortBromfiets;RegioS;Perioden;AantalVoertuigen_1;PersonenInBezitVanVoertuig_2
47;Alle bromfietsen;Flevoland (PV);2009;16434.0;5.6
48;Alle bromfietsen;Flevoland (PV);2010;18364.0;6.1
49;Alle bromfietsen;Flevoland (PV);2011;20057.0;6.6
50;Alle bromfietsen;Gelderland (PV);2007;92101.0;5.8
51;Alle bromfietsen;Gelderland (PV);2008;98885.0;6.2
52;Alle bromfietsen;Gelderland (PV);2009;108087.0;6.7
53;Alle bromfietsen;Gelderland (PV);2010;116711.0;7.2
54;Alle bromfietsen;Gelderland (PV);2011;124546.0;7.7
55;Alle bromfietsen;Utrecht (PV);2007;45128.0;4.7
56;Alle bromfietsen;Utrecht (PV);2008;50611.0;5.3
57;Alle bromfietsen;Utrecht (PV);2009;56532.0;5.8
58;Alle bromfietsen;Utrecht (PV);2010;61972.0;6.3
59;Alle bromfietsen;Utrecht (PV);2011;65822.0;6.7
60;Alle bromfietsen;Noord-Holland (PV);2007;111682.0;5.3
61;Alle bromfietsen;Noord-Holland (PV);2008;128827.0;6.0
62;Alle bromfietsen;Noord-Holland (PV);2009;149616.0;6.9
63;Alle bromfietsen;Noord-Holland (PV);2010;168073.0;7.7
64;Alle bromfietsen;Noord-Holland (PV);2011;182821.0;8.3
65;Alle bromfietsen;Zuid-Holland (PV);2007;143414.0;5.1
66;Alle bromfietsen;Zuid-Holland (PV);2008;162785.0;5.8
67;Alle bromfietsen;Zuid-Holland (PV);2009;184799.0;6.5
68;Alle bromfietsen;Zuid-Holland (PV);2010;205169.0;7.2
69;Alle bromfietsen;Zuid-Holland (PV);2011;222811.0;7.8
70;Alle bromfietsen;Zeeland (PV);2007;18928.0;6.1
71;Alle bromfietsen;Zeeland (PV);2008;20245.0;6.6
72;Alle bromfietsen;Zeeland (PV);2009;21614.0;7.0
73;Alle bromfietsen;Zeeland (PV);2010;22756.0;7.3
74;Alle bromfietsen;Zeeland (PV);2011;23716.0;7.6
75;Alle bromfietsen;Noord-Brabant (PV);2007;111202.0;5.7
76;Alle bromfietsen;Noord-Brabant (PV);2008;119900.0;6.1
77;Alle bromfietsen;Noord-Brabant (PV);2009;131896.0;6.7
78;Alle bromfietsen;Noord-Brabant (PV);2010;142987.0;7.2
79;Alle bromfietsen;Noord-Brabant (PV);2011;153991.0;7.7
80;Alle bromfietsen;Limburg (PV);2007;56817.0;6.1
81;Alle bromfietsen;Limburg (PV);2008;61103.0;6.5
82;Alle bromfietsen;Limburg (PV);2009;65944.0;7.0
83;Alle bromfietsen;Limburg (PV);2010;70456.0;7.5
84;Alle bromfietsen;Limburg (PV);2011;75163.0;8.0
85;Alle bromfietsen;Aa en Hunze;2007;830.0;4.0
86;Alle bromfietsen;Aa en Hunze;2008;914.0;4.4
87;Alle bromfietsen;Aa en Hunze;2009;1051.0;5.0
88;Alle bromfietsen;Aa en Hunze;2010;1177.0;5.6
89;Alle bromfietsen;Aa en Hunze;2011;1230.0;5.8
90;Alle bromfietsen;Aalburg;2007;799.0;8.5
91;Alle bromfietsen;Aalburg;2008;805.0;8.5
92;Alle bromfietsen;Aalburg;2009;844.0;8.7
93;Alle bromfietsen;Aalburg;2010;904.0;9.3
94;Alle bromfietsen;Aalburg;2011;955.0;9.7
95;Alle bromfietsen;Aalsmeer;2007;1588.0;7.9
96;Alle bromfietsen;Aalsmeer;2008;1873.0;8.9
97;Alle bromfietsen;Aalsmeer;2009;2254.0;10.1
98;Alle bromfietsen;Aalsmeer;2010;2496.0;10.8
99;Alle bromfietsen;Aalsmeer;2011;2738.0;11.5
100;Alle bromfietsen;Aalten;2007;979.0;4.4
101;Alle bromfietsen;Aalten;2008;1024.0;4.6
102;Alle bromfietsen;Aalten;2009;1075.0;4.9
103;Alle bromfietsen;Aalten;2010;1098.0;5.0
104;Alle bromfietsen;Aalten;2011;1169.0;5.3
105;Alle bromfietsen;Abcoude;2007;259.0;3.9
106;Alle bromfietsen;Abcoude;2008;348.0;5.2
107;Alle bromfietsen;Abcoude;2009;414.0;6.2
108;Alle bromfietsen;Abcoude;2010;484.0;7.2
109;Alle bromfietsen;Abcoude;2011;;
110;Alle bromfietsen;Achtkarspelen;2007;1476.0;6.6
111;Alle bromfietsen;Achtkarspelen;2008;1561.0;7.0
112;Alle bromfietsen;Achtkarspelen;2009;1626.0;7.3
113;Alle bromfietsen;Achtkarspelen;2010;1753.0;7.9
114;Alle bromfietsen;Achtkarspelen;2011;1953.0;8.8
115;Alle bromfietsen;Alblasserdam;2007;624.0;4.3
116;Alle bromfietsen;Alblasserdam;2008;692.0;4.7
117;Alle bromfietsen;Alblasserdam;2009;744.0;5.1
118;Alle bromfietsen;Alblasserdam;2010;817.0;5.5
119;Alle bromfietsen;Alblasserdam;2011;858.0;5.7
120;Alle bromfietsen;Albrandswaard;2007;727.0;4.3
121;Alle bromfietsen;Albrandswaard;2008;860.0;4.8
122;Alle bromfietsen;Albrandswaard;2009;996.0;5.5
123;Alle bromfietsen;Albrandswaard;2010;1188.0;6.2
124;Alle bromfietsen;Albrandswaard;2011;1345.0;6.9
125;Alle bromfietsen;Alkemade;2007;609.0;5.3
126;Alle bromfietsen;Alkemade;2008;658.0;5.7
127;Alle bromfietsen;Alkemade;2009;;
128;Alle bromfietsen;Alkemade;2010;;
129;Alle bromfietsen;Alkemade;2011;;
130;Alle bromfietsen;Alkmaar;2007;5044.0;6.5
131;Alle bromfietsen;Alkmaar;2008;5557.0;7.2
132;Alle bromfietsen;Alkmaar;2009;6266.0;8.1
133;Alle bromfietsen;Alkmaar;2010;6900.0;8.9
134;Alle bromfietsen;Alkmaar;2011;7438.0;9.6
135;Alle bromfietsen;Almelo;2007;3045.0;5.3
136;Alle bromfietsen;Almelo;2008;3404.0;5.9
137;Alle bromfietsen;Almelo;2009;3738.0;6.4
138;Alle bromfietsen;Almelo;2010;3988.0;6.9
139;Alle bromfietsen;Almelo;2011;4225.0;7.3
140;Alle bromfietsen;Almere;2007;5726.0;4.2
141;Alle bromfietsen;Almere;2008;6807.0;4.9
142;Alle bromfietsen;Almere;2009;7792.0;5.5
143;Alle bromfietsen;Almere;2010;8877.0;6.1
144;Alle bromfietsen;Almere;2011;9842.0;6.7
145;Alle bromfietsen;Alphen aan den Rijn;2007;2697.0;4.8
146;Alle bromfietsen;Alphen aan den Rijn;2008;2922.0;5.1
147;Alle bromfietsen;Alphen aan den Rijn;2009;3300.0;5.7
148;Alle bromfietsen;Alphen aan den Rijn;2010;3695.0;6.3
149;Alle bromfietsen;Alphen aan den Rijn;2011;3978.0;6.8
150;Alle bromfietsen;Alphen-Chaam;2007;390.0;5.2
151;Alle bromfietsen;Alphen-Chaam;2008;422.0;5.6
152;Alle bromfietsen;Alphen-Chaam;2009;488.0;6.4
153;Alle bromfietsen;Alphen-Chaam;2010;531.0;6.9
154;Alle bromfietsen;Alphen-Chaam;2011;572.0;7.4
155;Alle bromfietsen;Ameland;2007;363.0;13.2
156;Alle bromfietsen;Ameland;2008;378.0;13.8
157;Alle bromfietsen;Ameland;2009;381.0;13.8
158;Alle bromfietsen;Ameland;2010;381.0;13.7
159;Alle bromfietsen;Ameland;2011;403.0;14.4
160;Alle bromfietsen;Amersfoort;2007;6435.0;5.9
161;Alle bromfietsen;Amersfoort;2008;7283.0;6.6
162;Alle bromfietsen;Amersfoort;2009;8128.0;7.3
163;Alle bromfietsen;Amersfoort;2010;8969.0;7.9
164;Alle bromfietsen;Amersfoort;2011;9546.0;8.3
165;Alle bromfietsen;Amstelveen;2007;2905.0;4.5
166;Alle bromfietsen;Amstelveen;2008;3504.0;5.4
167;Alle bromfietsen;Amstelveen;2009;4100.0;6.3
168;Alle bromfietsen;Amstelveen;2010;4634.0;7.0
169;Alle bromfietsen;Amstelveen;2011;5205.0;7.7
170;Alle bromfietsen;Amsterdam;2007;23924.0;3.9
171;Alle bromfietsen;Amsterdam;2008;30482.0;4.9
172;Alle bromfietsen;Amsterdam;2009;37589.0;6.0
173;Alle bromfietsen;Amsterdam;2010;44133.0;6.9
174;Alle bromfietsen;Amsterdam;2011;48608.0;7.5
175;Alle bromfietsen;Andijk;2007;346.0;6.6
176;Alle bromfietsen;Andijk;2008;369.0;7.0
177;Alle bromfietsen;Andijk;2009;389.0;7.5
178;Alle bromfietsen;Andijk;2010;412.0;7.9
179;Alle bromfietsen;Andijk;2011;;
180;Alle bromfietsen;Anna Paulowna;2007;752.0;6.8
181;Alle bromfietsen;Anna Paulowna;2008;799.0;7.2
182;Alle bromfietsen;Anna Paulowna;2009;879.0;7.8
183;Alle bromfietsen;Anna Paulowna;2010;937.0;8.3
184;Alle bromfietsen;Anna Paulowna;2011;984.0;8.6
185;Alle bromfietsen;Apeldoorn;2007;8464.0;6.7
186;Alle bromfietsen;Apeldoorn;2008;9151.0;7.3
187;Alle bromfietsen;Apeldoorn;2009;10221.0;8.1
188;Alle bromfietsen;Apeldoorn;2010;10935.0;8.6
189;Alle bromfietsen;Apeldoorn;2011;11649.0;9.1
190;Alle bromfietsen;Appingedam;2007;452.0;4.5
191;Alle bromfietsen;Appingedam;2008;484.0;4.8
192;Alle bromfietsen;Appingedam;2009;491.0;4.9
193;Alle bromfietsen;Appingedam;2010;540.0;5.4
194;Alle bromfietsen;Appingedam;2011;561.0;5.6
195;Alle bromfietsen;Arcen en Velden;2007;306.0;4.3
196;Alle bromfietsen;Arcen en Velden;2008;365.0;5.1
197;Alle bromfietsen;Arcen en Velden;2009;406.0;5.7
198;Alle bromfietsen;Arcen en Velden;2010;;
199;Alle bromfietsen;Arcen en Velden;2011;;
200;Alle bromfietsen;Arnhem;2007;7902.0;6.7
201;Alle bromfietsen;Arnhem;2008;8754.0;7.4
202;Alle bromfietsen;Arnhem;2009;9738.0;8.1
203;Alle bromfietsen;Arnhem;2010;10559.0;8.7
204;Alle bromfietsen;Arnhem;2011;11313.0;9.3
205;Alle bromfietsen;Assen;2007;1689.0;3.3
206;Alle bromfietsen;Assen;2008;1868.0;3.6
207;Alle bromfietsen;Assen;2009;2118.0;4.0
208;Alle bromfietsen;Assen;2010;2345.0;4.4
209;Alle bromfietsen;Assen;2011;2593.0;4.8
210;Alle bromfietsen;Asten;2007;588.0;4.5
211;Alle bromfietsen;Asten;2008;609.0;4.7
212;Alle bromfietsen;Asten;2009;673.0;5.2
213;Alle bromfietsen;Asten;2010;771.0;5.9
214;Alle bromfietsen;Asten;2011;838.0;6.4
215;Alle bromfietsen;Baarle-Nassau;2007;220.0;3.9
216;Alle bromfietsen;Baarle-Nassau;2008;247.0;4.4
217;Alle bromfietsen;Baarle-Nassau;2009;269.0;4.7
218;Alle bromfietsen;Baarle-Nassau;2010;305.0;5.3
219;Alle bromfietsen;Baarle-Nassau;2011;320.0;5.6
220;Alle bromfietsen;Baarn;2007;1092.0;5.5
221;Alle bromfietsen;Baarn;2008;1144.0;5.7
222;Alle bromfietsen;Baarn;2009;1214.0;6.1
223;Alle bromfietsen;Baarn;2010;1321.0;6.6
224;Alle bromfietsen;Baarn;2011;1425.0;7.1
225;Alle bromfietsen;Barendrecht;2007;1423.0;4.3
226;Alle bromfietsen;Barendrecht;2008;1718.0;5.0
227;Alle bromfietsen;Barendrecht;2009;1994.0;5.6
228;Alle bromfietsen;Barendrecht;2010;2329.0;6.5
229;Alle bromfietsen;Barendrecht;2011;2610.0;7.2
230;Alle bromfietsen;Barneveld;2007;2002.0;5.2
231;Alle bromfietsen;Barneveld;2008;2207.0;5.7
232;Alle bromfietsen;Barneveld;2009;2452.0;6.2
233;Alle bromfietsen;Barneveld;2010;2577.0;6.5
234;Alle bromfietsen;Barneveld;2011;2707.0;6.7
235;Alle bromfietsen;Bedum;2007;361.0;4.3
236;Alle bromfietsen;Bedum;2008;397.0;4.7
237;Alle bromfietsen;Bedum;2009;459.0;5.5
238;Alle bromfietsen;Bedum;2010;510.0;6.1
239;Alle bromfietsen;Bedum;2011;508.0;6.0
240;Alle bromfietsen;Beek (L.);2007;791.0;5.8
241;Alle bromfietsen;Beek (L.);2008;795.0;5.8
242;Alle bromfietsen;Beek (L.);2009;821.0;5.9
243;Alle bromfietsen;Beek (L.);2010;898.0;6.5
244;Alle bromfietsen;Beek (L.);2011;922.0;6.6
245;Alle bromfietsen;Beemster;2007;469.0;7.0
246;Alle bromfietsen;Beemster;2008;511.0;7.5
247;Alle bromfietsen;Beemster;2009;582.0;8.4
248;Alle bromfietsen;Beemster;2010;641.0;9.2
249;Alle bromfietsen;Beemster;2011;669.0;9.6
250;Alle bromfietsen;Beesel;2007;484.0;4.4
251;Alle bromfietsen;Beesel;2008;496.0;4.5
252;Alle bromfietsen;Beesel;2009;508.0;4.5
253;Alle bromfietsen;Beesel;2010;574.0;5.1
254;Alle bromfietsen;Beesel;2011;603.0;5.3
255;Alle bromfietsen;Bellingwedde;2007;507.0;6.4
256;Alle bromfietsen;Bellingwedde;2008;525.0;6.6
257;Alle bromfietsen;Bellingwedde;2009;556.0;7.1
258;Alle bromfietsen;Bellingwedde;2010;577.0;7.4
259;Alle bromfietsen;Bellingwedde;2011;591.0;7.4
260;Alle bromfietsen;Bennebroek;2007;169.0;4.0
261;Alle bromfietsen;Bennebroek;2008;182.0;4.4
262;Alle bromfietsen;Bennebroek;2009;;
263;Alle bromfietsen;Bennebroek;2010;;
264;Alle bromfietsen;Bennebroek;2011;;
265;Alle bromfietsen;Bergambacht;2007;385.0;5.2
266;Alle bromfietsen;Bergambacht;2008;379.0;5.1
267;Alle bromfietsen;Bergambacht;2009;404.0;5.3
268;Alle bromfietsen;Bergambacht;2010;429.0;5.6
269;Alle bromfietsen;Bergambacht;2011;447.0;5.8
270;Alle bromfietsen;Bergeijk;2007;1242.0;8.7
271;Alle bromfietsen;Bergeijk;2008;1333.0;9.3
272;Alle bromfietsen;Bergeijk;2009;1443.0;10.0
273;Alle bromfietsen;Bergeijk;2010;1532.0;10.5
274;Alle bromfietsen;Bergeijk;2011;1637.0;11.2
275;Alle bromfietsen;Bergen (L.);2007;768.0;7.0
276;Alle bromfietsen;Bergen (L.);2008;813.0;7.4
277;Alle bromfietsen;Bergen (L.);2009;849.0;7.8
278;Alle bromfietsen;Bergen (L.);2010;865.0;7.9
279;Alle bromfietsen;Bergen (L.);2011;900.0;8.2
280;Alle bromfietsen;Bergen (NH.);2007;1675.0;6.5
281;Alle bromfietsen;Bergen (NH.);2008;1872.0;7.2
282;Alle bromfietsen;Bergen (NH.);2009;2076.0;8.0
283;Alle bromfietsen;Bergen (NH.);2010;2292.0;8.9
284;Alle bromfietsen;Bergen (NH.);2011;2441.0;9.4
285;Alle bromfietsen;Bergen op Zoom;2007;3179.0;6.0
286;Alle bromfietsen;Bergen op Zoom;2008;3325.0;6.2
287;Alle bromfietsen;Bergen op Zoom;2009;3649.0;6.8
288;Alle bromfietsen;Bergen op Zoom;2010;3894.0;7.2
289;Alle bromfietsen;Bergen op Zoom;2011;4051.0;7.4
290;Alle bromfietsen;Berkelland;2007;1455.0;4.0
291;Alle bromfietsen;Berkelland;2008;1571.0;4.3
292;Alle bromfietsen;Berkelland;2009;1697.0;4.7
293;Alle bromfietsen;Berkelland;2010;1805.0;5.0
294;Alle bromfietsen;Berkelland;2011;1885.0;5.2
295;Alle bromfietsen;Bernheze;2007;1405.0;6.0
296;Alle bromfietsen;Bernheze;2008;1453.0;6.2
297;Alle bromfietsen;Bernheze;2009;1628.0;7.0
298;Alle bromfietsen;Bernheze;2010;1791.0;7.7
299;Alle bromfietsen;Bernheze;2011;1920.0;8.2
300;Alle bromfietsen;Bernisse;2007;949.0;9.2
301;Alle bromfietsen;Bernisse;2008;1031.0;10.1
302;Alle bromfietsen;Bernisse;2009;1141.0;11.1
303;Alle bromfietsen;Bernisse;2010;1166.0;11.4
304;Alle bromfietsen;Bernisse;2011;1193.0;11.6
305;Alle bromfietsen;Best;2007;1625.0;7.2
306;Alle bromfietsen;Best;2008;1744.0;7.7
307;Alle bromfietsen;Best;2009;1926.0;8.4
308;Alle bromfietsen;Best;2010;2059.0;9.0
309;Alle bromfietsen;Best;2011;2173.0;9.5
310;Alle bromfietsen;Beuningen;2007;991.0;5.0
311;Alle bromfietsen;Beuningen;2008;1193.0;6.0
312;Alle bromfietsen;Beuningen;2009;1338.0;6.6
313;Alle bromfietsen;Beuningen;2010;1469.0;7.2
314;Alle bromfietsen;Beuningen;2011;1639.0;8.0
315;Alle bromfietsen;Beverwijk;2007;1979.0;6.6
316;Alle bromfietsen;Beverwijk;2008;2279.0;7.5
317;Alle bromfietsen;Beverwijk;2009;2633.0;8.4
318;Alle bromfietsen;Beverwijk;2010;2966.0;9.3
319;Alle bromfietsen;Beverwijk;2011;3259.0;10.2
320;Alle bromfietsen;het Bildt;2007;502.0;5.8
321;Alle bromfietsen;het Bildt;2008;552.0;6.4
322;Alle bromfietsen;het Bildt;2009;572.0;6.6
323;Alle bromfietsen;het Bildt;2010;633.0;7.3
324;Alle bromfietsen;het Bildt;2011;685.0;7.9
325;Alle bromfietsen;De Bilt;2007;1433.0;4.2
326;Alle bromfietsen;De Bilt;2008;1603.0;4.7
327;Alle bromfietsen;De Bilt;2009;1789.0;5.3
328;Alle bromfietsen;De Bilt;2010;1958.0;5.8
329;Alle bromfietsen;De Bilt;2011;2085.0;6.1
330;Alle bromfietsen;Binnenmaas;2007;1379.0;5.9
331;Alle bromfietsen;Binnenmaas;2008;1540.0;6.5
332;Alle bromfietsen;Binnenmaas;2009;1658.0;7.0
333;Alle bromfietsen;Binnenmaas;2010;1711.0;7.2
334;Alle bromfietsen;Binnenmaas;2011;1826.0;7.7
335;Alle bromfietsen;Bladel;2007;1018.0;6.7
336;Alle bromfietsen;Bladel;2008;1095.0;7.2
337;Alle bromfietsen;Bladel;2009;1184.0;7.7
338;Alle bromfietsen;Bladel;2010;1251.0;8.1
339;Alle bromfietsen;Bladel;2011;1386.0;8.9
340;Alle bromfietsen;Blaricum;2007;352.0;4.7
341;Alle bromfietsen;Blaricum;2008;395.0;5.3
342;Alle bromfietsen;Blaricum;2009;447.0;6.1
343;Alle bromfietsen;Blaricum;2010;505.0;6.9
344;Alle bromfietsen;Blaricum;2011;560.0;7.6
345;Alle bromfietsen;Bloemendaal;2007;445.0;3.3
346;Alle bromfietsen;Bloemendaal;2008;552.0;4.1
347;Alle bromfietsen;Bloemendaal;2009;903.0;5.1
348;Alle bromfietsen;Bloemendaal;2010;1006.0;5.7
349;Alle bromfietsen;Bloemendaal;2011;1097.0;6.2
350;Alle bromfietsen;Boarnsterhim;2007;628.0;4.1
351;Alle bromfietsen;Boarnsterhim;2008;691.0;4.5
352;Alle bromfietsen;Boarnsterhim;2009;756.0;5.0
353;Alle bromfietsen;Boarnsterhim;2010;813.0;5.3
354;Alle bromfietsen;Boarnsterhim;2011;819.0;5.4
355;Alle bromfietsen;Bodegraven;2007;738.0;4.9
356;Alle bromfietsen;Bodegraven;2008;828.0;5.5
357;Alle bromfietsen;Bodegraven;2009;908.0;6.0
358;Alle bromfietsen;Bodegraven;2010;1013.0;6.7
359;Alle bromfietsen;Bodegraven;2011;;
360;Alle bromfietsen;Bodegraven-Reeuwijk;2007;;
361;Alle bromfietsen;Bodegraven-Reeuwijk;2008;;
362;Alle bromfietsen;Bodegraven-Reeuwijk;2009;;
363;Alle bromfietsen;Bodegraven-Reeuwijk;2010;;
364;Alle bromfietsen;Bodegraven-Reeuwijk;2011;2040.0;7.9
365;Alle bromfietsen;Boekel;2007;900.0;12.4
366;Alle bromfietsen;Boekel;2008;903.0;12.2
367;Alle bromfietsen;Boekel;2009;933.0;12.5
368;Alle bromfietsen;Boekel;2010;985.0;13.0
369;Alle bromfietsen;Boekel;2011;1042.0;13.5
370;Alle bromfietsen;Ten Boer;2007;318.0;5.7
371;Alle bromfietsen;Ten Boer;2008;322.0;5.7
372;Alle bromfietsen;Ten Boer;2009;379.0;6.6
373;Alle bromfietsen;Ten Boer;2010;426.0;7.4
374;Alle bromfietsen;Ten Boer;2011;447.0;7.7
375;Alle bromfietsen;Bolsward;2007;315.0;4.1
376;Alle bromfietsen;Bolsward;2008;339.0;4.4
377;Alle bromfietsen;Bolsward;2009;352.0;4.5
378;Alle bromfietsen;Bolsward;2010;390.0;4.9
379;Alle bromfietsen;Bolsward;2011;;
380;Alle bromfietsen;Borger-Odoorn;2007;1217.0;5.7
381;Alle bromfietsen;Borger-Odoorn;2008;1288.0;6.1
382;Alle bromfietsen;Borger-Odoorn;2009;1412.0;6.6
383;Alle bromfietsen;Borger-Odoorn;2010;1462.0;6.9
384;Alle bromfietsen;Borger-Odoorn;2011;1513.0;7.1
385;Alle bromfietsen;Borne;2007;709.0;4.4
386;Alle bromfietsen;Borne;2008;747.0;4.5
387;Alle bromfietsen;Borne;2009;803.0;4.8
388;Alle bromfietsen;Borne;2010;878.0;5.2
389;Alle bromfietsen;Borne;2011;941.0;5.4
390;Alle bromfietsen;Borsele;2007;1187.0;6.8
391;Alle bromfietsen;Borsele;2008;1296.0;7.3
392;Alle bromfietsen;Borsele;2009;1370.0;7.7
393;Alle bromfietsen;Borsele;2010;1440.0;8.1
394;Alle bromfietsen;Borsele;2011;1551.0;8.6
395;Alle bromfietsen;Boskoop;2007;749.0;6.3
396;Alle bromfietsen;Boskoop;2008;868.0;7.3
397;Alle bromfietsen;Boskoop;2009;957.0;8.1
398;Alle bromfietsen;Boskoop;2010;1050.0;8.8
399;Alle bromfietsen;Boskoop;2011;1134.0;9.6
400;Alle bromfietsen;Boxmeer;2007;1049.0;4.6
401;Alle bromfietsen;Boxmeer;2008;1088.0;4.8
402;Alle bromfietsen;Boxmeer;2009;1158.0;5.1
403;Alle bromfietsen;Boxmeer;2010;1231.0;5.4
404;Alle bromfietsen;Boxmeer;2011;1296.0;5.6
405;Alle bromfietsen;Boxtel;2007;1608.0;6.7
406;Alle bromfietsen;Boxtel;2008;1590.0;6.5
407;Alle bromfietsen;Boxtel;2009;1689.0;6.9
408;Alle bromfietsen;Boxtel;2010;1792.0;7.3
409;Alle bromfietsen;Boxtel;2011;1981.0;8.1
410;Alle bromfietsen;Breda;2007;5425.0;3.9
411;Alle bromfietsen;Breda;2008;5981.0;4.3
412;Alle bromfietsen;Breda;2009;6605.0;4.7
413;Alle bromfietsen;Breda;2010;7224.0;5.1
414;Alle bromfietsen;Breda;2011;7832.0;5.5
415;Alle bromfietsen;Breukelen;2007;463.0;4.0
416;Alle bromfietsen;Breukelen;2008;537.0;4.6
417;Alle bromfietsen;Breukelen;2009;626.0;5.4
418;Alle bromfietsen;Breukelen;2010;740.0;6.4
419;Alle bromfietsen;Breukelen;2011;;
420;Alle bromfietsen;Brielle;2007;692.0;5.4
421;Alle bromfietsen;Brielle;2008;807.0;6.3
422;Alle bromfietsen;Brielle;2009;919.0;7.2
423;Alle bromfietsen;Brielle;2010;1029.0;8.0
424;Alle bromfietsen;Brielle;2011;1142.0;8.6
425;Alle bromfietsen;Bronckhorst;2007;1683.0;5.6
426;Alle bromfietsen;Bronckhorst;2008;1779.0;5.8
427;Alle bromfietsen;Bronckhorst;2009;1960.0;6.4
428;Alle bromfietsen;Bronckhorst;2010;2179.0;7.1
429;Alle bromfietsen;Bronckhorst;2011;2240.0;7.3
430;Alle bromfietsen;Brummen;2007;952.0;5.6
431;Alle bromfietsen;Brummen;2008;988.0;5.8
432;Alle bromfietsen;Brummen;2009;1036.0;6.0
433;Alle bromfietsen;Brummen;2010;1057.0;6.2
434;Alle bromfietsen;Brummen;2011;1085.0;6.3
435;Alle bromfietsen;Brunssum;2007;1823.0;7.3
436;Alle bromfietsen;Brunssum;2008;1959.0;7.8
437;Alle bromfietsen;Brunssum;2009;2083.0;8.3
438;Alle bromfietsen;Brunssum;2010;2184.0;8.8
439;Alle bromfietsen;Brunssum;2011;2280.0;9.2
440;Alle bromfietsen;Bunnik;2007;455.0;4.1
441;Alle bromfietsen;Bunnik;2008;517.0;4.6
442;Alle bromfietsen;Bunnik;2009;606.0;5.3
443;Alle bromfietsen;Bunnik;2010;678.0;5.9
444;Alle bromfietsen;Bunnik;2011;678.0;5.9
445;Alle bromfietsen;Bunschoten;2007;1362.0;9.1
446;Alle bromfietsen;Bunschoten;2008;1468.0;9.7
447;Alle bromfietsen;Bunschoten;2009;1610.0;10.5
448;Alle bromfietsen;Bunschoten;2010;1731.0;11.2
449;Alle bromfietsen;Bunschoten;2011;1786.0;11.4
450;Alle bromfietsen;Buren;2007;1645.0;8.1
451;Alle bromfietsen;Buren;2008;1630.0;8.0
