ID;SBI93;Perioden;Omzet_1;Prijs_2;Volume_3;Omzet_4;Prijs_5;Volume_6
142;9302 Kappers en schoonheidsverzorging;2001 juni;111;;;9.5;;
143;9302 Kappers en schoonheidsverzorging;2001 2e kwartaal;109;;;8.0;;
144;9302 Kappers en schoonheidsverzorging;2001 juli;102;;;3.2;;
145;9302 Kappers en schoonheidsverzorging;2001 augustus;107;;;8.1;;
146;9302 Kappers en schoonheidsverzorging;2001 september;102;;;1.8;;
147;9302 Kappers en schoonheidsverzorging;2001 3e kwartaal;104;;;4.4;;
148;9302 Kappers en schoonheidsverzorging;2001 oktober;106;;;8.3;;
149;9302 Kappers en schoonheidsverzorging;2001 november;107;;;4.7;;
150;9302 Kappers en schoonheidsverzorging;2001 december;117;;;2.6;;
151;9302 Kappers en schoonheidsverzorging;2001 4e kwartaal;110;;;5.0;;
152;9302 Kappers en schoonheidsverzorging;2001;106;;;6.0;;
153;9302 Kappers en schoonheidsverzorging;2002 januari;102;;;7.3;;
154;9302 Kappers en schoonheidsverzorging;2002 februari;100;;;2.1;;
155;9302 Kappers en schoonheidsverzorging;2002 maart;115;;;2.0;;
156;9302 Kappers en schoonheidsverzorging;2002 1e kwartaal;106;;;3.7;;
157;9302 Kappers en schoonheidsverzorging;2002 april;106;;;2.0;;
158;9302 Kappers en schoonheidsverzorging;2002 mei;119;;;6.2;;
159;9302 Kappers en schoonheidsverzorging;2002 juni;111;;;0.4;;
160;9302 Kappers en schoonheidsverzorging;2002 2e kwartaal;112;;;2.9;;
161;9302 Kappers en schoonheidsverzorging;2002 juli;110;;;8.0;;
162;9302 Kappers en schoonheidsverzorging;2002 augustus;110;;;3.3;;
163;9302 Kappers en schoonheidsverzorging;2002 september;105;;;3.4;;
164;9302 Kappers en schoonheidsverzorging;2002 3e kwartaal;109;;;4.9;;
165;9302 Kappers en schoonheidsverzorging;2002 oktober;115;;;7.9;;
166;9302 Kappers en schoonheidsverzorging;2002 november;111;;;4.6;;
167;9302 Kappers en schoonheidsverzorging;2002 december;119;;;2.0;;
168;9302 Kappers en schoonheidsverzorging;2002 4e kwartaal;115;;;4.9;;
169;9302 Kappers en schoonheidsverzorging;2002;110;;;4.1;;
170;93021 Kappers;1993 januari;70;80.0;87.0;;;
171;93021 Kappers;1993 februari;71;80.0;89.0;;;
172;93021 Kappers;1993 maart;80;80.0;100.0;;;
173;93021 Kappers;1993 1e kwartaal;73;80.0;92.0;;;
174;93021 Kappers;1993 april;79;80.0;99.0;;;
175;93021 Kappers;1993 mei;81;80.0;102.0;;;
176;93021 Kappers;1993 juni;81;81.0;100.0;;;
177;93021 Kappers;1993 2e kwartaal;80;80.0;100.0;;;
178;93021 Kappers;1993 juli;83;81.0;103.0;;;
179;93021 Kappers;1993 augustus;72;81.0;90.0;;;
180;93021 Kappers;1993 september;79;81.0;98.0;;;
181;93021 Kappers;1993 3e kwartaal;78;81.0;97.0;;;
182;93021 Kappers;1993 oktober;78;81.0;96.0;;;
183;93021 Kappers;1993 november;72;81.0;89.0;;;
184;93021 Kappers;1993 december;93;81.0;115.0;;;
185;93021 Kappers;1993 4e kwartaal;81;81.0;100.0;;;
186;93021 Kappers;1993;78;80.0;97.0;;;
187;93021 Kappers;1994 januari;71;82.0;86.0;1.9;3.0;-1.1
188;93021 Kappers;1994 februari;71;82.0;87.0;0.9;3.0;-2.1
189;93021 Kappers;1994 maart;89;82.0;108.0;11.8;3.0;8.5
190;93021 Kappers;1994 1e kwartaal;77;82.0;94.0;5.2;3.0;2.1
191;93021 Kappers;1994 april;81;82.0;98.0;1.6;3.0;-1.4
192;93021 Kappers;1994 mei;79;82.0;97.0;-1.9;3.0;-4.8
193;93021 Kappers;1994 juni;84;83.0;102.0;4.5;3.0;1.5
194;93021 Kappers;1994 2e kwartaal;81;82.0;99.0;1.4;3.0;-1.6
195;93021 Kappers;1994 juli;79;83.0;95.0;-4.9;3.0;-7.7
196;93021 Kappers;1994 augustus;75;83.0;90.0;3.2;3.0;0.2
197;93021 Kappers;1994 september;78;83.0;94.0;-0.6;3.0;-3.5
198;93021 Kappers;1994 3e kwartaal;77;83.0;93.0;-1.0;3.0;-3.9
199;93021 Kappers;1994 oktober;76;84.0;91.0;-1.6;3.0;-4.4
200;93021 Kappers;1994 november;76;84.0;90.0;4.9;3.0;1.9
201;93021 Kappers;1994 december;92;85.0;109.0;-1.0;5.0;-5.7
202;93021 Kappers;1994 4e kwartaal;81;84.0;97.0;0.6;3.6;-2.9
203;93021 Kappers;1994;79;83.0;96.0;1.5;3.2;-1.6
204;93021 Kappers;1995 januari;68;85.0;80.0;-3.5;3.9;-7.1
205;93021 Kappers;1995 februari;73;85.0;85.0;2.0;3.9;-1.9
206;93021 Kappers;1995 maart;84;85.0;99.0;-5.2;3.9;-8.8
207;93021 Kappers;1995 1e kwartaal;75;85.0;88.0;-2.5;3.9;-6.1
208;93021 Kappers;1995 april;78;86.0;90.0;-3.2;4.9;-7.7
209;93021 Kappers;1995 mei;81;86.0;94.0;2.4;4.9;-2.3
210;93021 Kappers;1995 juni;84;86.0;98.0;0.0;3.9;-3.8
211;93021 Kappers;1995 2e kwartaal;81;86.0;94.0;-0.3;4.6;-4.6
212;93021 Kappers;1995 juli;76;86.0;89.0;-3.4;3.9;-7.0
213;93021 Kappers;1995 augustus;79;86.0;91.0;5.5;3.9;1.5
214;93021 Kappers;1995 september;80;86.0;93.0;2.6;3.9;-1.2
215;93021 Kappers;1995 3e kwartaal;78;86.0;91.0;1.5;3.9;-2.3
216;93021 Kappers;1995 oktober;77;87.0;89.0;0.7;3.8;-3.0
217;93021 Kappers;1995 november;78;87.0;90.0;3.5;3.8;-0.4
218;93021 Kappers;1995 december;90;87.0;104.0;-1.9;2.9;-4.6
219;93021 Kappers;1995 4e kwartaal;82;87.0;94.0;0.6;3.5;-2.8
220;93021 Kappers;1995;79;86.0;92.0;-0.2;4.0;-4.0
221;93021 Kappers;1996 januari;73;89.0;82.0;6.4;3.8;2.5
222;93021 Kappers;1996 februari;77;89.0;87.0;6.1;4.7;1.3
223;93021 Kappers;1996 maart;85;89.0;95.0;1.0;4.7;-3.6
224;93021 Kappers;1996 1e kwartaal;78;89.0;88.0;4.3;4.4;-0.1
225;93021 Kappers;1996 april;80;89.0;89.0;2.1;3.7;-1.6
226;93021 Kappers;1996 mei;90;89.0;100.0;10.1;3.7;6.1
227;93021 Kappers;1996 juni;82;89.0;92.0;-2.4;3.7;-6.0
228;93021 Kappers;1996 2e kwartaal;84;89.0;94.0;3.2;3.7;-0.5
229;93021 Kappers;1996 juli;83;89.0;93.0;8.6;3.7;4.7
230;93021 Kappers;1996 augustus;84;89.0;94.0;7.2;3.7;3.3
231;93021 Kappers;1996 september;79;89.0;88.0;-1.7;3.7;-5.3
232;93021 Kappers;1996 3e kwartaal;82;89.0;92.0;4.6;3.7;0.8
233;93021 Kappers;1996 oktober;85;89.0;95.0;10.4;2.8;7.5
234;93021 Kappers;1996 november;82;89.0;92.0;4.5;2.8;1.7
235;93021 Kappers;1996 december;91;90.0;101.0;0.8;3.7;-2.8
236;93021 Kappers;1996 4e kwartaal;86;90.0;96.0;5.0;3.1;1.9
237;93021 Kappers;1996;83;89.0;92.0;4.3;3.7;0.5
238;93021 Kappers;1997 januari;81;91.0;89.0;11.2;3.1;7.8
239;93021 Kappers;1997 februari;79;92.0;86.0;2.1;3.1;-1.0
240;93021 Kappers;1997 maart;87;92.0;95.0;2.5;3.1;-0.6
241;93021 Kappers;1997 1e kwartaal;82;92.0;90.0;5.1;3.1;1.9
242;93021 Kappers;1997 april;84;92.0;92.0;6.1;3.1;2.8
243;93021 Kappers;1997 mei;95;92.0;103.0;6.0;3.1;2.8
244;93021 Kappers;1997 juni;85;92.0;93.0;3.8;3.1;0.7
245;93021 Kappers;1997 2e kwartaal;88;92.0;96.0;5.3;3.1;2.1
246;93021 Kappers;1997 juli;90;92.0;98.0;8.7;3.1;5.4
247;93021 Kappers;1997 augustus;84;93.0;91.0;0.2;4.1;-3.7
248;93021 Kappers;1997 september;85;93.0;91.0;7.7;4.1;3.5
249;93021 Kappers;1997 3e kwartaal;87;93.0;93.0;5.5;3.8;1.6
250;93021 Kappers;1997 oktober;93;93.0;100.0;9.8;4.1;5.5
251;93021 Kappers;1997 november;85;93.0;91.0;3.8;4.1;-0.3
252;93021 Kappers;1997 december;99;93.0;107.0;9.6;3.2;6.2
253;93021 Kappers;1997 4e kwartaal;93;93.0;100.0;7.8;3.8;3.9
254;93021 Kappers;1997;87;92.0;95.0;5.9;3.5;2.4
255;93021 Kappers;1998 januari;86;95.0;90.0;5.7;3.8;1.9
256;93021 Kappers;1998 februari;82;95.0;87.0;3.9;2.8;1.0
257;93021 Kappers;1998 maart;88;95.0;92.0;0.4;2.8;-2.3
258;93021 Kappers;1998 1e kwartaal;85;95.0;90.0;3.3;3.1;0.1
259;93021 Kappers;1998 april;92;95.0;97.0;8.7;2.8;5.7
260;93021 Kappers;1998 mei;95;95.0;100.0;-0.1;2.8;-2.9
261;93021 Kappers;1998 juni;89;96.0;93.0;4.5;3.7;0.7
262;93021 Kappers;1998 2e kwartaal;92;95.0;97.0;4.2;3.1;1.0
263;93021 Kappers;1998 juli;96;96.0;100.0;6.6;3.7;2.8
264;93021 Kappers;1998 augustus;84;95.0;89.0;-0.6;1.9;-2.4
265;93021 Kappers;1998 september;90;95.0;95.0;6.2;1.9;4.3
266;93021 Kappers;1998 3e kwartaal;90;95.0;95.0;4.1;2.5;1.6
267;93021 Kappers;1998 oktober;95;95.0;100.0;1.8;1.9;0.0
268;93021 Kappers;1998 november;82;95.0;86.0;-3.6;1.9;-5.4
269;93021 Kappers;1998 december;108;96.0;113.0;8.2;2.8;5.3
270;93021 Kappers;1998 4e kwartaal;95;95.0;100.0;2.4;2.2;0.3
271;93021 Kappers;1998;90;95.0;95.0;3.5;2.7;0.7
272;93021 Kappers;1999 januari;85;101.0;84.0;-1.0;6.4;-6.9
273;93021 Kappers;1999 februari;85;100.0;85.0;3.6;5.4;-1.8
274;93021 Kappers;1999 maart;97;101.0;96.0;10.3;6.4;3.7
275;93021 Kappers;1999 1e kwartaal;89;100.0;88.0;4.4;6.1;-1.6
276;93021 Kappers;1999 april;95;101.0;94.0;3.7;6.4;-2.5
277;93021 Kappers;1999 mei;95;101.0;95.0;0.6;6.4;-5.4
278;93021 Kappers;1999 juni;98;101.0;97.0;9.9;5.4;4.3
279;93021 Kappers;1999 2e kwartaal;96;101.0;95.0;4.6;6.0;-1.3
280;93021 Kappers;1999 juli;103;102.0;101.0;7.2;6.3;0.8
281;93021 Kappers;1999 augustus;88;102.0;86.0;4.6;7.3;-2.4
282;93021 Kappers;1999 september;99;102.0;97.0;9.6;8.2;1.4
283;93021 Kappers;1999 3e kwartaal;97;102.0;95.0;7.2;7.2;0.0
284;93021 Kappers;1999 oktober;98;102.0;96.0;2.7;7.3;-4.2
285;93021 Kappers;1999 november;92;102.0;89.0;12.1;8.2;3.7
286;93021 Kappers;1999 december;117;102.0;114.0;8.5;7.2;1.2
287;93021 Kappers;1999 4e kwartaal;102;102.0;100.0;7.6;7.5;0.1
288;93021 Kappers;1999;96;101.0;95.0;6.0;6.7;-0.7
289;93021 Kappers;2000 januari;88;100.0;88.0;3.8;-0.8;4.7
290;93021 Kappers;2000 februari;93;100.0;93.0;9.9;0.0;9.9
291;93021 Kappers;2000 maart;103;100.0;103.0;6.9;-0.8;7.8
292;93021 Kappers;2000 1e kwartaal;95;100.0;95.0;6.9;-0.6;7.5
293;93021 Kappers;2000 april;97;100.0;97.0;1.5;-0.8;2.4
294;93021 Kappers;2000 mei;103;100.0;103.0;8.2;-0.8;9.1
295;93021 Kappers;2000 juni;101;100.0;101.0;3.4;-0.8;4.3
296;93021 Kappers;2000 2e kwartaal;100;100.0;100.0;4.4;-0.8;5.2
297;93021 Kappers;2000 juli;101;100.0;101.0;-2.4;-1.7;-0.7
298;93021 Kappers;2000 augustus;101;100.0;101.0;14.5;-1.7;16.5
299;93021 Kappers;2000 september;101;100.0;101.0;1.8;-2.5;4.4
300;93021 Kappers;2000 3e kwartaal;101;100.0;101.0;4.2;-2.0;6.2
301;93021 Kappers;2000 oktober;98;100.0;98.0;-0.1;-1.7;1.6
302;93021 Kappers;2000 november;101;100.0;101.0;10.0;-2.5;12.8
303;93021 Kappers;2000 december;114;101.0;113.0;-2.4;-1.7;-0.7
304;93021 Kappers;2000 4e kwartaal;104;100.0;104.0;2.0;-1.9;4.1
305;93021 Kappers;2000;100;100.0;100.0;4.3;-1.3;5.7
306;93021 Kappers;2001 januari;94;105.0;90.0;7.3;5.2;2.0
307;93021 Kappers;2001 februari;98;105.0;93.0;4.6;5.2;-0.6
308;93021 Kappers;2001 maart;112;105.0;106.0;8.3;5.2;2.9
309;93021 Kappers;2001 1e kwartaal;101;105.0;96.0;6.7;5.2;1.5
310;93021 Kappers;2001 april;103;105.0;98.0;6.3;5.2;1.1
311;93021 Kappers;2001 mei;112;105.0;106.0;8.2;5.2;2.9
312;93021 Kappers;2001 juni;111;105.0;106.0;9.7;5.2;4.3
313;93021 Kappers;2001 2e kwartaal;108;105.0;103.0;8.1;5.2;2.8
314;93021 Kappers;2001 juli;102;105.0;97.0;1.4;5.2;-3.6
315;93021 Kappers;2001 augustus;108;106.0;102.0;7.0;6.0;0.9
316;93021 Kappers;2001 september;101;106.0;95.0;-0.1;6.0;-5.8
317;93021 Kappers;2001 3e kwartaal;103;106.0;98.0;2.8;5.8;-2.8
318;93021 Kappers;2001 oktober;103;106.0;97.0;5.8;6.0;-0.2
319;93021 Kappers;2001 november;104;106.0;98.0;2.8;6.0;-3.1
320;93021 Kappers;2001 december;116;106.0;109.0;1.7;5.1;-3.3
321;93021 Kappers;2001 4e kwartaal;108;106.0;102.0;3.3;5.7;-2.3
322;93021 Kappers;2001;105;105.0;100.0;5.2;5.5;-0.2
323;93021 Kappers;2002 januari;100;109.0;92.0;6.4;4.1;2.2
324;93021 Kappers;2002 februari;98;110.0;89.0;0.6;4.9;-4.1
325;93021 Kappers;2002 maart;113;110.0;103.0;1.2;4.9;-3.6
326;93021 Kappers;2002 1e kwartaal;104;110.0;95.0;2.6;4.6;-1.9
327;93021 Kappers;2002 april;103;111.0;92.0;-0.1;5.7;-5.5
328;93021 Kappers;2002 mei;117;110.0;106.0;5.1;4.9;0.2
329;93021 Kappers;2002 juni;109;110.0;99.0;-2.0;4.9;-6.6
330;93021 Kappers;2002 2e kwartaal;110;111.0;99.0;1.0;5.2;-4.0
331;93021 Kappers;2002 juli;109;111.0;98.0;6.5;5.7;0.7
332;93021 Kappers;2002 augustus;111;111.0;100.0;2.9;4.9;-1.9
333;93021 Kappers;2002 september;102;111.0;92.0;1.4;4.9;-3.3
334;93021 Kappers;2002 3e kwartaal;107;111.0;96.0;3.6;5.2;-1.5
335;93021 Kappers;2002 oktober;111;111.0;100.0;7.7;4.9;2.7
336;93021 Kappers;2002 november;107;111.0;96.0;3.2;4.9;-1.6
337;93021 Kappers;2002 december;116;111.0;105.0;0.5;4.9;-4.2
338;93021 Kappers;2002 4e kwartaal;112;111.0;100.0;3.7;4.9;-1.1
339;93021 Kappers;2002;108;111.0;98.0;2.7;5.0;-2.1
340;93022 Schoonheidsverzorging;1993 januari;54;;;;;
341;93022 Schoonheidsverzorging;1993 februari;57;;;;;
342;93022 Schoonheidsverzorging;1993 maart;68;;;;;
343;93022 Schoonheidsverzorging;1993 1e kwartaal;60;;;;;
344;93022 Schoonheidsverzorging;1993 april;69;;;;;
345;93022 Schoonheidsverzorging;1993 mei;66;;;;;
346;93022 Schoonheidsverzorging;1993 juni;68;;;;;
347;93022 Schoonheidsverzorging;1993 2e kwartaal;68;;;;;
348;93022 Schoonheidsverzorging;1993 juli;65;;;;;
349;93022 Schoonheidsverzorging;1993 augustus;55;;;;;
350;93022 Schoonheidsverzorging;1993 september;67;;;;;
351;93022 Schoonheidsverzorging;1993 3e kwartaal;62;;;;;
352;93022 Schoonheidsverzorging;1993 oktober;68;;;;;
353;93022 Schoonheidsverzorging;1993 november;73;;;;;
354;93022 Schoonheidsverzorging;1993 december;81;;;;;
355;93022 Schoonheidsverzorging;1993 4e kwartaal;74;;;;;
356;93022 Schoonheidsverzorging;1993;66;;;;;
357;93022 Schoonheidsverzorging;1994 januari;66;;;22.1;;
358;93022 Schoonheidsverzorging;1994 februari;67;;;17.3;;
359;93022 Schoonheidsverzorging;1994 maart;82;;;21.4;;
360;93022 Schoonheidsverzorging;1994 1e kwartaal;72;;;20.3;;
361;93022 Schoonheidsverzorging;1994 april;74;;;7.4;;
362;93022 Schoonheidsverzorging;1994 mei;78;;;18.5;;
363;93022 Schoonheidsverzorging;1994 juni;80;;;17.4;;
364;93022 Schoonheidsverzorging;1994 2e kwartaal;77;;;14.4;;
365;93022 Schoonheidsverzorging;1994 juli;64;;;-0.9;;
366;93022 Schoonheidsverzorging;1994 augustus;67;;;21.3;;
367;93022 Schoonheidsverzorging;1994 september;71;;;5.0;;
