ID;BedrijfstakkenBranchesSBI2008;Beroepenindeling;Perioden;OntstaneVacatures_1
7327;72 Research;03 Commerciële beroepen;2019;
7328;72 Research;03 Commerciële beroepen;2020;
7329;72 Research;03 Commerciële beroepen;2021;
7330;72 Research;03 Commerciële beroepen;2022;
7331;72 Research;03 Commerciële beroepen;2023;
7332;72 Research;031 Adviseurs marketing, public relat...;2018;
7333;72 Research;031 Adviseurs marketing, public relat...;2019;
7334;72 Research;031 Adviseurs marketing, public relat...;2020;
7335;72 Research;031 Adviseurs marketing, public relat...;2021;
7336;72 Research;031 Adviseurs marketing, public relat...;2022;
7337;72 Research;031 Adviseurs marketing, public relat...;2023;
7338;72 Research;032 Vertegenwoordigers en inkopers;2018;
7339;72 Research;032 Vertegenwoordigers en inkopers;2019;
7340;72 Research;032 Vertegenwoordigers en inkopers;2020;
7341;72 Research;032 Vertegenwoordigers en inkopers;2021;
7342;72 Research;032 Vertegenwoordigers en inkopers;2022;
7343;72 Research;032 Vertegenwoordigers en inkopers;2023;
7344;72 Research;033 Verkopers;2018;
7345;72 Research;033 Verkopers;2019;
7346;72 Research;033 Verkopers;2020;
7347;72 Research;033 Verkopers;2021;
7348;72 Research;033 Verkopers;2022;
7349;72 Research;033 Verkopers;2023;
7350;72 Research;04 Bedrijfseconomische en administrat...;2018;1.2
7351;72 Research;04 Bedrijfseconomische en administrat...;2019;1.4
7352;72 Research;04 Bedrijfseconomische en administrat...;2020;1.1
7353;72 Research;04 Bedrijfseconomische en administrat...;2021;1.7
7354;72 Research;04 Bedrijfseconomische en administrat...;2022;1.7
7355;72 Research;04 Bedrijfseconomische en administrat...;2023;1.7
7356;72 Research;041 Specialisten bedrijfsbeheer en ad...;2018;
7357;72 Research;041 Specialisten bedrijfsbeheer en ad...;2019;
7358;72 Research;041 Specialisten bedrijfsbeheer en ad...;2020;
7359;72 Research;041 Specialisten bedrijfsbeheer en ad...;2021;
7360;72 Research;041 Specialisten bedrijfsbeheer en ad...;2022;
7361;72 Research;041 Specialisten bedrijfsbeheer en ad...;2023;
7362;72 Research;042 Vakspecialisten bedrijfsbeheer en...;2018;
7363;72 Research;042 Vakspecialisten bedrijfsbeheer en...;2019;
7364;72 Research;042 Vakspecialisten bedrijfsbeheer en...;2020;
7365;72 Research;042 Vakspecialisten bedrijfsbeheer en...;2021;
7366;72 Research;042 Vakspecialisten bedrijfsbeheer en...;2022;
7367;72 Research;042 Vakspecialisten bedrijfsbeheer en...;2023;
7368;72 Research;043 Administratief personeel;2018;
7369;72 Research;043 Administratief personeel;2019;
7370;72 Research;043 Administratief personeel;2020;
7371;72 Research;043 Administratief personeel;2021;
7372;72 Research;043 Administratief personeel;2022;
7373;72 Research;043 Administratief personeel;2023;
7374;72 Research;05 Managers;2018;
7375;72 Research;05 Managers;2019;
7376;72 Research;05 Managers;2020;
7377;72 Research;05 Managers;2021;
7378;72 Research;05 Managers;2022;
7379;72 Research;05 Managers;2023;
7380;72 Research;052 Managers op administratief en com...;2018;
7381;72 Research;052 Managers op administratief en com...;2019;
7382;72 Research;052 Managers op administratief en com...;2020;
7383;72 Research;052 Managers op administratief en com...;2021;
7384;72 Research;052 Managers op administratief en com...;2022;
7385;72 Research;052 Managers op administratief en com...;2023;
7386;72 Research;053 Managers productie en gespecialis...;2018;
7387;72 Research;053 Managers productie en gespecialis...;2019;
7388;72 Research;053 Managers productie en gespecialis...;2020;
7389;72 Research;053 Managers productie en gespecialis...;2021;
7390;72 Research;053 Managers productie en gespecialis...;2022;
7391;72 Research;053 Managers productie en gespecialis...;2023;
7392;72 Research;06 Openbaar bestuur, veiligheid en ju...;2018;
7393;72 Research;06 Openbaar bestuur, veiligheid en ju...;2019;
7394;72 Research;06 Openbaar bestuur, veiligheid en ju...;2020;
7395;72 Research;06 Openbaar bestuur, veiligheid en ju...;2021;
7396;72 Research;06 Openbaar bestuur, veiligheid en ju...;2022;
7397;72 Research;06 Openbaar bestuur, veiligheid en ju...;2023;
7398;72 Research;061 Overheidsambtenaren en -bestuurders;2018;
7399;72 Research;061 Overheidsambtenaren en -bestuurders;2019;
7400;72 Research;061 Overheidsambtenaren en -bestuurders;2020;
7401;72 Research;061 Overheidsambtenaren en -bestuurders;2021;
7402;72 Research;061 Overheidsambtenaren en -bestuurders;2022;
7403;72 Research;061 Overheidsambtenaren en -bestuurders;2023;
7404;72 Research;062 Juristen;2018;
7405;72 Research;062 Juristen;2019;
7406;72 Research;062 Juristen;2020;
7407;72 Research;062 Juristen;2021;
7408;72 Research;062 Juristen;2022;
7409;72 Research;062 Juristen;2023;
7410;72 Research;07 Technische beroepen;2018;
7411;72 Research;07 Technische beroepen;2019;
7412;72 Research;07 Technische beroepen;2020;
7413;72 Research;07 Technische beroepen;2021;
7414;72 Research;07 Technische beroepen;2022;
7415;72 Research;07 Technische beroepen;2023;
7416;72 Research;072 Vakspecialisten natuur en techniek;2018;
7417;72 Research;072 Vakspecialisten natuur en techniek;2019;
7418;72 Research;072 Vakspecialisten natuur en techniek;2020;
7419;72 Research;072 Vakspecialisten natuur en techniek;2021;
7420;72 Research;072 Vakspecialisten natuur en techniek;2022;
7421;72 Research;072 Vakspecialisten natuur en techniek;2023;
7422;72 Research;073 Bouwarbeiders;2018;
7423;72 Research;073 Bouwarbeiders;2019;
7424;72 Research;073 Bouwarbeiders;2020;
7425;72 Research;073 Bouwarbeiders;2021;
7426;72 Research;073 Bouwarbeiders;2022;
7427;72 Research;073 Bouwarbeiders;2023;
7428;72 Research;074 Metaalarbeiders, machinemonteurs;2018;
7429;72 Research;074 Metaalarbeiders, machinemonteurs;2019;
7430;72 Research;074 Metaalarbeiders, machinemonteurs;2020;
7431;72 Research;074 Metaalarbeiders, machinemonteurs;2021;
7432;72 Research;074 Metaalarbeiders, machinemonteurs;2022;
7433;72 Research;074 Metaalarbeiders, machinemonteurs;2023;
7434;72 Research;076 Elektriciens en elektronicamonteurs;2018;
7435;72 Research;076 Elektriciens en elektronicamonteurs;2019;
7436;72 Research;076 Elektriciens en elektronicamonteurs;2020;
7437;72 Research;076 Elektriciens en elektronicamonteurs;2021;
7438;72 Research;076 Elektriciens en elektronicamonteurs;2022;
7439;72 Research;076 Elektriciens en elektronicamonteurs;2023;
7440;72 Research;08 ICT beroepen;2018;
7441;72 Research;08 ICT beroepen;2019;
7442;72 Research;08 ICT beroepen;2020;
7443;72 Research;08 ICT beroepen;2021;
7444;72 Research;08 ICT beroepen;2022;
7445;72 Research;08 ICT beroepen;2023;
7446;72 Research;081 Specialisten ICT;2018;
7447;72 Research;081 Specialisten ICT;2019;
7448;72 Research;081 Specialisten ICT;2020;
7449;72 Research;081 Specialisten ICT;2021;
7450;72 Research;081 Specialisten ICT;2022;
7451;72 Research;081 Specialisten ICT;2023;
7452;72 Research;082 Vakspecialisten ICT;2018;
7453;72 Research;082 Vakspecialisten ICT;2019;
7454;72 Research;082 Vakspecialisten ICT;2020;
7455;72 Research;082 Vakspecialisten ICT;2021;
7456;72 Research;082 Vakspecialisten ICT;2022;
7457;72 Research;082 Vakspecialisten ICT;2023;
7458;72 Research;10 Zorg en welzijn beroepen;2018;
7459;72 Research;10 Zorg en welzijn beroepen;2019;
7460;72 Research;10 Zorg en welzijn beroepen;2020;
7461;72 Research;10 Zorg en welzijn beroepen;2021;
7462;72 Research;10 Zorg en welzijn beroepen;2022;
7463;72 Research;10 Zorg en welzijn beroepen;2023;
7464;72 Research;101 Artsen, therapeuten en gespeciali...;2018;
7465;72 Research;101 Artsen, therapeuten en gespeciali...;2019;
7466;72 Research;101 Artsen, therapeuten en gespeciali...;2020;
7467;72 Research;101 Artsen, therapeuten en gespeciali...;2021;
7468;72 Research;101 Artsen, therapeuten en gespeciali...;2022;
7469;72 Research;101 Artsen, therapeuten en gespeciali...;2023;
7470;72 Research;102 Specialisten op maatschappelijk g...;2018;
7471;72 Research;102 Specialisten op maatschappelijk g...;2019;
7472;72 Research;102 Specialisten op maatschappelijk g...;2020;
7473;72 Research;102 Specialisten op maatschappelijk g...;2021;
7474;72 Research;102 Specialisten op maatschappelijk g...;2022;
7475;72 Research;102 Specialisten op maatschappelijk g...;2023;
7476;72 Research;103 Vakspecialisten gezondheidszorg;2018;
7477;72 Research;103 Vakspecialisten gezondheidszorg;2019;
7478;72 Research;103 Vakspecialisten gezondheidszorg;2020;
7479;72 Research;103 Vakspecialisten gezondheidszorg;2021;
7480;72 Research;103 Vakspecialisten gezondheidszorg;2022;
7481;72 Research;103 Vakspecialisten gezondheidszorg;2023;
7482;72 Research;105 Verzorgenden;2018;
7483;72 Research;105 Verzorgenden;2019;
7484;72 Research;105 Verzorgenden;2020;
7485;72 Research;105 Verzorgenden;2021;
7486;72 Research;105 Verzorgenden;2022;
7487;72 Research;105 Verzorgenden;2023;
7488;72 Research;11 Dienstverlenende beroepen;2018;
7489;72 Research;11 Dienstverlenende beroepen;2019;
7490;72 Research;11 Dienstverlenende beroepen;2020;
7491;72 Research;11 Dienstverlenende beroepen;2021;
7492;72 Research;11 Dienstverlenende beroepen;2022;
7493;72 Research;11 Dienstverlenende beroepen;2023;
7494;72 Research;111 Medewerkers persoonlijke dienstve...;2018;
7495;72 Research;111 Medewerkers persoonlijke dienstve...;2019;
7496;72 Research;111 Medewerkers persoonlijke dienstve...;2020;
7497;72 Research;111 Medewerkers persoonlijke dienstve...;2021;
7498;72 Research;111 Medewerkers persoonlijke dienstve...;2022;
7499;72 Research;111 Medewerkers persoonlijke dienstve...;2023;
7500;72 Research;112 Schoonmakers en keukenhulpen;2018;
7501;72 Research;112 Schoonmakers en keukenhulpen;2019;
7502;72 Research;112 Schoonmakers en keukenhulpen;2020;
7503;72 Research;112 Schoonmakers en keukenhulpen;2021;
7504;72 Research;112 Schoonmakers en keukenhulpen;2022;
7505;72 Research;112 Schoonmakers en keukenhulpen;2023;
7506;72 Research;12 Transport en logistiek beroepen;2018;
7507;72 Research;12 Transport en logistiek beroepen;2019;
7508;72 Research;12 Transport en logistiek beroepen;2020;
7509;72 Research;12 Transport en logistiek beroepen;2021;
7510;72 Research;12 Transport en logistiek beroepen;2022;
7511;72 Research;12 Transport en logistiek beroepen;2023;
7512;72 Research;121 Bestuurders voertuigen en bediene...;2018;
7513;72 Research;121 Bestuurders voertuigen en bediene...;2019;
7514;72 Research;121 Bestuurders voertuigen en bediene...;2020;
7515;72 Research;121 Bestuurders voertuigen en bediene...;2021;
7516;72 Research;121 Bestuurders voertuigen en bediene...;2022;
7517;72 Research;121 Bestuurders voertuigen en bediene...;2023;
7518;72 Research;122 Hulpkrachten transport en logistiek;2018;
7519;72 Research;122 Hulpkrachten transport en logistiek;2019;
7520;72 Research;122 Hulpkrachten transport en logistiek;2020;
7521;72 Research;122 Hulpkrachten transport en logistiek;2021;
7522;72 Research;122 Hulpkrachten transport en logistiek;2022;
7523;72 Research;122 Hulpkrachten transport en logistiek;2023;
7524;73-75 Reclame, design, overige diensten;01 Pedagogische beroepen;2018;
7525;73-75 Reclame, design, overige diensten;01 Pedagogische beroepen;2019;
7526;73-75 Reclame, design, overige diensten;01 Pedagogische beroepen;2020;
7527;73-75 Reclame, design, overige diensten;01 Pedagogische beroepen;2021;
7528;73-75 Reclame, design, overige diensten;01 Pedagogische beroepen;2022;
7529;73-75 Reclame, design, overige diensten;01 Pedagogische beroepen;2023;
7530;73-75 Reclame, design, overige diensten;011 Docenten;2018;
7531;73-75 Reclame, design, overige diensten;011 Docenten;2019;
7532;73-75 Reclame, design, overige diensten;011 Docenten;2020;
7533;73-75 Reclame, design, overige diensten;011 Docenten;2021;
7534;73-75 Reclame, design, overige diensten;011 Docenten;2022;
7535;73-75 Reclame, design, overige diensten;011 Docenten;2023;
7536;73-75 Reclame, design, overige diensten;013 Leidsters kinderopvang en onderw...;2018;
7537;73-75 Reclame, design, overige diensten;013 Leidsters kinderopvang en onderw...;2019;
7538;73-75 Reclame, design, overige diensten;013 Leidsters kinderopvang en onderw...;2020;
7539;73-75 Reclame, design, overige diensten;013 Leidsters kinderopvang en onderw...;2021;
7540;73-75 Reclame, design, overige diensten;013 Leidsters kinderopvang en onderw...;2022;
7541;73-75 Reclame, design, overige diensten;013 Leidsters kinderopvang en onderw...;2023;
7542;73-75 Reclame, design, overige diensten;02 Creatieve en taalkundige beroepen;2018;
7543;73-75 Reclame, design, overige diensten;02 Creatieve en taalkundige beroepen;2019;
7544;73-75 Reclame, design, overige diensten;02 Creatieve en taalkundige beroepen;2020;
7545;73-75 Reclame, design, overige diensten;02 Creatieve en taalkundige beroepen;2021;
7546;73-75 Reclame, design, overige diensten;02 Creatieve en taalkundige beroepen;2022;
7547;73-75 Reclame, design, overige diensten;02 Creatieve en taalkundige beroepen;2023;
7548;73-75 Reclame, design, overige diensten;021 Auteurs en kunstenaars;2018;
7549;73-75 Reclame, design, overige diensten;021 Auteurs en kunstenaars;2019;
7550;73-75 Reclame, design, overige diensten;021 Auteurs en kunstenaars;2020;
7551;73-75 Reclame, design, overige diensten;021 Auteurs en kunstenaars;2021;
7552;73-75 Reclame, design, overige diensten;021 Auteurs en kunstenaars;2022;
7553;73-75 Reclame, design, overige diensten;021 Auteurs en kunstenaars;2023;
7554;73-75 Reclame, design, overige diensten;03 Commerciële beroepen;2018;2.7
7555;73-75 Reclame, design, overige diensten;03 Commerciële beroepen;2019;4.2
7556;73-75 Reclame, design, overige diensten;03 Commerciële beroepen;2020;2.3
7557;73-75 Reclame, design, overige diensten;03 Commerciële beroepen;2021;4.6
7558;73-75 Reclame, design, overige diensten;03 Commerciële beroepen;2022;3.9
7559;73-75 Reclame, design, overige diensten;03 Commerciële beroepen;2023;3.5
7560;73-75 Reclame, design, overige diensten;031 Adviseurs marketing, public relat...;2018;1.1
7561;73-75 Reclame, design, overige diensten;031 Adviseurs marketing, public relat...;2019;2.0
7562;73-75 Reclame, design, overige diensten;031 Adviseurs marketing, public relat...;2020;1.0
7563;73-75 Reclame, design, overige diensten;031 Adviseurs marketing, public relat...;2021;2.2
7564;73-75 Reclame, design, overige diensten;031 Adviseurs marketing, public relat...;2022;2.4
7565;73-75 Reclame, design, overige diensten;031 Adviseurs marketing, public relat...;2023;2.1
7566;73-75 Reclame, design, overige diensten;032 Vertegenwoordigers en inkopers;2018;
7567;73-75 Reclame, design, overige diensten;032 Vertegenwoordigers en inkopers;2019;
7568;73-75 Reclame, design, overige diensten;032 Vertegenwoordigers en inkopers;2020;
7569;73-75 Reclame, design, overige diensten;032 Vertegenwoordigers en inkopers;2021;
7570;73-75 Reclame, design, overige diensten;032 Vertegenwoordigers en inkopers;2022;
7571;73-75 Reclame, design, overige diensten;032 Vertegenwoordigers en inkopers;2023;
7572;73-75 Reclame, design, overige diensten;033 Verkopers;2018;
7573;73-75 Reclame, design, overige diensten;033 Verkopers;2019;
7574;73-75 Reclame, design, overige diensten;033 Verkopers;2020;
7575;73-75 Reclame, design, overige diensten;033 Verkopers;2021;
7576;73-75 Reclame, design, overige diensten;033 Verkopers;2022;
7577;73-75 Reclame, design, overige diensten;033 Verkopers;2023;
7578;73-75 Reclame, design, overige diensten;04 Bedrijfseconomische en administrat...;2018;3.4
7579;73-75 Reclame, design, overige diensten;04 Bedrijfseconomische en administrat...;2019;2.6
7580;73-75 Reclame, design, overige diensten;04 Bedrijfseconomische en administrat...;2020;1.8
7581;73-75 Reclame, design, overige diensten;04 Bedrijfseconomische en administrat...;2021;3.5
7582;73-75 Reclame, design, overige diensten;04 Bedrijfseconomische en administrat...;2022;3.6
7583;73-75 Reclame, design, overige diensten;04 Bedrijfseconomische en administrat...;2023;2.9
7584;73-75 Reclame, design, overige diensten;041 Specialisten bedrijfsbeheer en ad...;2018;
7585;73-75 Reclame, design, overige diensten;041 Specialisten bedrijfsbeheer en ad...;2019;
7586;73-75 Reclame, design, overige diensten;041 Specialisten bedrijfsbeheer en ad...;2020;
7587;73-75 Reclame, design, overige diensten;041 Specialisten bedrijfsbeheer en ad...;2021;
7588;73-75 Reclame, design, overige diensten;041 Specialisten bedrijfsbeheer en ad...;2022;
7589;73-75 Reclame, design, overige diensten;041 Specialisten bedrijfsbeheer en ad...;2023;
7590;73-75 Reclame, design, overige diensten;042 Vakspecialisten bedrijfsbeheer en...;2018;
7591;73-75 Reclame, design, overige diensten;042 Vakspecialisten bedrijfsbeheer en...;2019;
7592;73-75 Reclame, design, overige diensten;042 Vakspecialisten bedrijfsbeheer en...;2020;
7593;73-75 Reclame, design, overige diensten;042 Vakspecialisten bedrijfsbeheer en...;2021;
7594;73-75 Reclame, design, overige diensten;042 Vakspecialisten bedrijfsbeheer en...;2022;
7595;73-75 Reclame, design, overige diensten;042 Vakspecialisten bedrijfsbeheer en...;2023;
7596;73-75 Reclame, design, overige diensten;043 Administratief personeel;2018;
7597;73-75 Reclame, design, overige diensten;043 Administratief personeel;2019;
7598;73-75 Reclame, design, overige diensten;043 Administratief personeel;2020;
7599;73-75 Reclame, design, overige diensten;043 Administratief personeel;2021;
7600;73-75 Reclame, design, overige diensten;043 Administratief personeel;2022;
7601;73-75 Reclame, design, overige diensten;043 Administratief personeel;2023;
7602;73-75 Reclame, design, overige diensten;05 Managers;2018;
7603;73-75 Reclame, design, overige diensten;05 Managers;2019;
7604;73-75 Reclame, design, overige diensten;05 Managers;2020;
7605;73-75 Reclame, design, overige diensten;05 Managers;2021;
7606;73-75 Reclame, design, overige diensten;05 Managers;2022;
7607;73-75 Reclame, design, overige diensten;05 Managers;2023;
7608;73-75 Reclame, design, overige diensten;052 Managers op administratief en com...;2018;
7609;73-75 Reclame, design, overige diensten;052 Managers op administratief en com...;2019;
7610;73-75 Reclame, design, overige diensten;052 Managers op administratief en com...;2020;
7611;73-75 Reclame, design, overige diensten;052 Managers op administratief en com...;2021;
7612;73-75 Reclame, design, overige diensten;052 Managers op administratief en com...;2022;
7613;73-75 Reclame, design, overige diensten;052 Managers op administratief en com...;2023;
7614;73-75 Reclame, design, overige diensten;053 Managers productie en gespecialis...;2018;
7615;73-75 Reclame, design, overige diensten;053 Managers productie en gespecialis...;2019;
7616;73-75 Reclame, design, overige diensten;053 Managers productie en gespecialis...;2020;
7617;73-75 Reclame, design, overige diensten;053 Managers productie en gespecialis...;2021;
7618;73-75 Reclame, design, overige diensten;053 Managers productie en gespecialis...;2022;
7619;73-75 Reclame, design, overige diensten;053 Managers productie en gespecialis...;2023;
7620;73-75 Reclame, design, overige diensten;06 Openbaar bestuur, veiligheid en ju...;2018;
7621;73-75 Reclame, design, overige diensten;06 Openbaar bestuur, veiligheid en ju...;2019;
7622;73-75 Reclame, design, overige diensten;06 Openbaar bestuur, veiligheid en ju...;2020;
7623;73-75 Reclame, design, overige diensten;06 Openbaar bestuur, veiligheid en ju...;2021;
7624;73-75 Reclame, design, overige diensten;06 Openbaar bestuur, veiligheid en ju...;2022;
7625;73-75 Reclame, design, overige diensten;06 Openbaar bestuur, veiligheid en ju...;2023;
7626;73-75 Reclame, design, overige diensten;061 Overheidsambtenaren en -bestuurders;2018;
7627;73-75 Reclame, design, overige diensten;061 Overheidsambtenaren en -bestuurders;2019;
7628;73-75 Reclame, design, overige diensten;061 Overheidsambtenaren en -bestuurders;2020;
7629;73-75 Reclame, design, overige diensten;061 Overheidsambtenaren en -bestuurders;2021;
7630;73-75 Reclame, design, overige diensten;061 Overheidsambtenaren en -bestuurders;2022;
7631;73-75 Reclame, design, overige diensten;061 Overheidsambtenaren en -bestuurders;2023;
7632;73-75 Reclame, design, overige diensten;062 Juristen;2018;
7633;73-75 Reclame, design, overige diensten;062 Juristen;2019;
7634;73-75 Reclame, design, overige diensten;062 Juristen;2020;
7635;73-75 Reclame, design, overige diensten;062 Juristen;2021;
7636;73-75 Reclame, design, overige diensten;062 Juristen;2022;
7637;73-75 Reclame, design, overige diensten;062 Juristen;2023;
7638;73-75 Reclame, design, overige diensten;07 Technische beroepen;2018;
7639;73-75 Reclame, design, overige diensten;07 Technische beroepen;2019;
7640;73-75 Reclame, design, overige diensten;07 Technische beroepen;2020;
7641;73-75 Reclame, design, overige diensten;07 Technische beroepen;2021;
7642;73-75 Reclame, design, overige diensten;07 Technische beroepen;2022;
7643;73-75 Reclame, design, overige diensten;07 Technische beroepen;2023;
7644;73-75 Reclame, design, overige diensten;072 Vakspecialisten natuur en techniek;2018;
7645;73-75 Reclame, design, overige diensten;072 Vakspecialisten natuur en techniek;2019;
7646;73-75 Reclame, design, overige diensten;072 Vakspecialisten natuur en techniek;2020;
7647;73-75 Reclame, design, overige diensten;072 Vakspecialisten natuur en techniek;2021;
7648;73-75 Reclame, design, overige diensten;072 Vakspecialisten natuur en techniek;2022;
7649;73-75 Reclame, design, overige diensten;072 Vakspecialisten natuur en techniek;2023;
7650;73-75 Reclame, design, overige diensten;073 Bouwarbeiders;2018;
7651;73-75 Reclame, design, overige diensten;073 Bouwarbeiders;2019;
7652;73-75 Reclame, design, overige diensten;073 Bouwarbeiders;2020;
7653;73-75 Reclame, design, overige diensten;073 Bouwarbeiders;2021;
7654;73-75 Reclame, design, overige diensten;073 Bouwarbeiders;2022;
7655;73-75 Reclame, design, overige diensten;073 Bouwarbeiders;2023;
7656;73-75 Reclame, design, overige diensten;074 Metaalarbeiders, machinemonteurs;2018;
7657;73-75 Reclame, design, overige diensten;074 Metaalarbeiders, machinemonteurs;2019;
7658;73-75 Reclame, design, overige diensten;074 Metaalarbeiders, machinemonteurs;2020;
7659;73-75 Reclame, design, overige diensten;074 Metaalarbeiders, machinemonteurs;2021;
7660;73-75 Reclame, design, overige diensten;074 Metaalarbeiders, machinemonteurs;2022;
7661;73-75 Reclame, design, overige diensten;074 Metaalarbeiders, machinemonteurs;2023;
7662;73-75 Reclame, design, overige diensten;076 Elektriciens en elektronicamonteurs;2018;
7663;73-75 Reclame, design, overige diensten;076 Elektriciens en elektronicamonteurs;2019;
7664;73-75 Reclame, design, overige diensten;076 Elektriciens en elektronicamonteurs;2020;
7665;73-75 Reclame, design, overige diensten;076 Elektriciens en elektronicamonteurs;2021;
7666;73-75 Reclame, design, overige diensten;076 Elektriciens en elektronicamonteurs;2022;
7667;73-75 Reclame, design, overige diensten;076 Elektriciens en elektronicamonteurs;2023;
7668;73-75 Reclame, design, overige diensten;08 ICT beroepen;2018;2.1
7669;73-75 Reclame, design, overige diensten;08 ICT beroepen;2019;2.0
7670;73-75 Reclame, design, overige diensten;08 ICT beroepen;2020;1.6
7671;73-75 Reclame, design, overige diensten;08 ICT beroepen;2021;2.5
7672;73-75 Reclame, design, overige diensten;08 ICT beroepen;2022;2.2
7673;73-75 Reclame, design, overige diensten;08 ICT beroepen;2023;1.8
7674;73-75 Reclame, design, overige diensten;081 Specialisten ICT;2018;1.8
7675;73-75 Reclame, design, overige diensten;081 Specialisten ICT;2019;1.7
7676;73-75 Reclame, design, overige diensten;081 Specialisten ICT;2020;1.4
7677;73-75 Reclame, design, overige diensten;081 Specialisten ICT;2021;2.2
7678;73-75 Reclame, design, overige diensten;081 Specialisten ICT;2022;2.0
7679;73-75 Reclame, design, overige diensten;081 Specialisten ICT;2023;1.6
7680;73-75 Reclame, design, overige diensten;082 Vakspecialisten ICT;2018;
7681;73-75 Reclame, design, overige diensten;082 Vakspecialisten ICT;2019;
7682;73-75 Reclame, design, overige diensten;082 Vakspecialisten ICT;2020;
7683;73-75 Reclame, design, overige diensten;082 Vakspecialisten ICT;2021;
7684;73-75 Reclame, design, overige diensten;082 Vakspecialisten ICT;2022;
7685;73-75 Reclame, design, overige diensten;082 Vakspecialisten ICT;2023;
7686;73-75 Reclame, design, overige diensten;10 Zorg en welzijn beroepen;2018;
7687;73-75 Reclame, design, overige diensten;10 Zorg en welzijn beroepen;2019;
7688;73-75 Reclame, design, overige diensten;10 Zorg en welzijn beroepen;2020;
7689;73-75 Reclame, design, overige diensten;10 Zorg en welzijn beroepen;2021;
7690;73-75 Reclame, design, overige diensten;10 Zorg en welzijn beroepen;2022;
7691;73-75 Reclame, design, overige diensten;10 Zorg en welzijn beroepen;2023;
7692;73-75 Reclame, design, overige diensten;101 Artsen, therapeuten en gespeciali...;2018;
7693;73-75 Reclame, design, overige diensten;101 Artsen, therapeuten en gespeciali...;2019;
7694;73-75 Reclame, design, overige diensten;101 Artsen, therapeuten en gespeciali...;2020;
7695;73-75 Reclame, design, overige diensten;101 Artsen, therapeuten en gespeciali...;2021;
7696;73-75 Reclame, design, overige diensten;101 Artsen, therapeuten en gespeciali...;2022;
7697;73-75 Reclame, design, overige diensten;101 Artsen, therapeuten en gespeciali...;2023;
7698;73-75 Reclame, design, overige diensten;102 Specialisten op maatschappelijk g...;2018;
7699;73-75 Reclame, design, overige diensten;102 Specialisten op maatschappelijk g...;2019;
7700;73-75 Reclame, design, overige diensten;102 Specialisten op maatschappelijk g...;2020;
7701;73-75 Reclame, design, overige diensten;102 Specialisten op maatschappelijk g...;2021;
7702;73-75 Reclame, design, overige diensten;102 Specialisten op maatschappelijk g...;2022;
7703;73-75 Reclame, design, overige diensten;102 Specialisten op maatschappelijk g...;2023;
7704;73-75 Reclame, design, overige diensten;103 Vakspecialisten gezondheidszorg;2018;
7705;73-75 Reclame, design, overige diensten;103 Vakspecialisten gezondheidszorg;2019;
7706;73-75 Reclame, design, overige diensten;103 Vakspecialisten gezondheidszorg;2020;
7707;73-75 Reclame, design, overige diensten;103 Vakspecialisten gezondheidszorg;2021;
7708;73-75 Reclame, design, overige diensten;103 Vakspecialisten gezondheidszorg;2022;
7709;73-75 Reclame, design, overige diensten;103 Vakspecialisten gezondheidszorg;2023;
7710;73-75 Reclame, design, overige diensten;105 Verzorgenden;2018;
7711;73-75 Reclame, design, overige diensten;105 Verzorgenden;2019;
7712;73-75 Reclame, design, overige diensten;105 Verzorgenden;2020;
7713;73-75 Reclame, design, overige diensten;105 Verzorgenden;2021;
7714;73-75 Reclame, design, overige diensten;105 Verzorgenden;2022;
7715;73-75 Reclame, design, overige diensten;105 Verzorgenden;2023;
7716;73-75 Reclame, design, overige diensten;11 Dienstverlenende beroepen;2018;
7717;73-75 Reclame, design, overige diensten;11 Dienstverlenende beroepen;2019;
7718;73-75 Reclame, design, overige diensten;11 Dienstverlenende beroepen;2020;
7719;73-75 Reclame, design, overige diensten;11 Dienstverlenende beroepen;2021;
7720;73-75 Reclame, design, overige diensten;11 Dienstverlenende beroepen;2022;
7721;73-75 Reclame, design, overige diensten;11 Dienstverlenende beroepen;2023;
7722;73-75 Reclame, design, overige diensten;111 Medewerkers persoonlijke dienstve...;2018;
7723;73-75 Reclame, design, overige diensten;111 Medewerkers persoonlijke dienstve...;2019;
7724;73-75 Reclame, design, overige diensten;111 Medewerkers persoonlijke dienstve...;2020;
7725;73-75 Reclame, design, overige diensten;111 Medewerkers persoonlijke dienstve...;2021;
7726;73-75 Reclame, design, overige diensten;111 Medewerkers persoonlijke dienstve...;2022;
7727;73-75 Reclame, design, overige diensten;111 Medewerkers persoonlijke dienstve...;2023;
7728;73-75 Reclame, design, overige diensten;112 Schoonmakers en keukenhulpen;2018;
7729;73-75 Reclame, design, overige diensten;112 Schoonmakers en keukenhulpen;2019;
7730;73-75 Reclame, design, overige diensten;112 Schoonmakers en keukenhulpen;2020;
7731;73-75 Reclame, design, overige diensten;112 Schoonmakers en keukenhulpen;2021;
7732;73-75 Reclame, design, overige diensten;112 Schoonmakers en keukenhulpen;2022;
7733;73-75 Reclame, design, overige diensten;112 Schoonmakers en keukenhulpen;2023;
7734;73-75 Reclame, design, overige diensten;12 Transport en logistiek beroepen;2018;
7735;73-75 Reclame, design, overige diensten;12 Transport en logistiek beroepen;2019;
7736;73-75 Reclame, design, overige diensten;12 Transport en logistiek beroepen;2020;
7737;73-75 Reclame, design, overige diensten;12 Transport en logistiek beroepen;2021;
