ID;Persoonskenmerken;Perioden;PersonenDieTweeJaarEenBaanHebben_1;PersonenNietVanWerkkringVeranderd_2;PersonenVanWerkkringVeranderd_3;PersonenOnbekend_4
502;42;2010;249.0;213.0;37.0;
503;42;2011;267.0;231.0;36.0;
504;43;2003;5348.0;4953.0;395.0;
505;43;2004;5455.0;5073.0;382.0;
506;43;2005;5517.0;5062.0;455.0;
507;43;2006;5704.0;5153.0;552.0;
508;43;2007;5713.0;5093.0;621.0;
509;43;2008;5746.0;5199.0;547.0;
510;43;2009;5730.0;5285.0;445.0;
511;43;2010;5655.0;5191.0;464.0;
512;43;2011;5592.0;5137.0;451.0;3.0
