ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstMetPersoneelEnMeewGezinslid_9
4875;Totaal mannen en vrouwen;15 tot 75 jaar;Legerplaats Harskamp;260;170;64.0;78.0;30.0;48.0;22.0;15.0;7.0
4876;Totaal mannen en vrouwen;15 tot 75 jaar;Westeneng;920;810;88.0;57.0;35.0;22.0;43.0;32.0;11.0
4877;Totaal mannen en vrouwen;15 tot 75 jaar;Harskampse Zand;0;0;;;;;;;
4878;Totaal mannen en vrouwen;15 tot 75 jaar;Wekerom;1710;1410;82.0;69.0;49.0;20.0;31.0;23.0;8.0
4879;Totaal mannen en vrouwen;15 tot 75 jaar;Wekerom dorp;950;790;83.0;75.0;56.0;19.0;25.0;20.0;5.0
4880;Totaal mannen en vrouwen;15 tot 75 jaar;Wekeromse Meent;670;550;82.0;61.0;40.0;21.0;39.0;27.0;12.0
4881;Totaal mannen en vrouwen;15 tot 75 jaar;Wekeromse Zand;80;60;;;;;;;
4882;Totaal mannen en vrouwen;15 tot 75 jaar;Otterlo;1700;1300;77.0;70.0;48.0;22.0;30.0;22.0;8.0
4883;Totaal mannen en vrouwen;15 tot 75 jaar;Otterlo dorp;1100;820;75.0;77.0;54.0;23.0;23.0;17.0;6.0
4884;Totaal mannen en vrouwen;15 tot 75 jaar;Eschoter Veld;510;420;82.0;58.0;36.0;22.0;42.0;30.0;12.0
4885;Totaal mannen en vrouwen;15 tot 75 jaar;Reemst;30;20;;;;;;;
4886;Totaal mannen en vrouwen;15 tot 75 jaar;Hoog Baarlo;40;30;;;;;;;
4887;Totaal mannen en vrouwen;15 tot 75 jaar;Deelen;20;20;;;;;;;
4888;Totaal mannen en vrouwen;15 tot 75 jaar;Eemnes;7010;5230;75.0;77.0;52.0;25.0;23.0;19.0;4.0
4889;Totaal mannen en vrouwen;15 tot 75 jaar;Eemnes;7010;5230;75.0;77.0;52.0;25.0;23.0;19.0;4.0
4890;Totaal mannen en vrouwen;15 tot 75 jaar;Eembrugge;30;30;;;;;;;
4891;Totaal mannen en vrouwen;15 tot 75 jaar;Eemmeer-Eemnes;0;0;;;;;;;
4892;Totaal mannen en vrouwen;15 tot 75 jaar;Eemnes-Dorp;340;220;64.0;75.0;55.0;19.0;25.0;19.0;6.0
4893;Totaal mannen en vrouwen;15 tot 75 jaar;Eempolder;100;90;;;;;;;
4894;Totaal mannen en vrouwen;15 tot 75 jaar;Polder te Veen;10;10;;;;;;;
4895;Totaal mannen en vrouwen;15 tot 75 jaar;Goyergracht;120;80;;;;;;;
4896;Totaal mannen en vrouwen;15 tot 75 jaar;Heidehoek;70;50;;;;;;;
4897;Totaal mannen en vrouwen;15 tot 75 jaar;Noordbuurt;2900;2110;73.0;81.0;55.0;26.0;19.0;16.0;3.0
4898;Totaal mannen en vrouwen;15 tot 75 jaar;Wakkerendijk-Meentweg;560;420;75.0;59.0;37.0;22.0;41.0;32.0;9.0
4899;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidbuurt;2880;2240;78.0;80.0;55.0;25.0;20.0;16.0;4.0
4900;Totaal mannen en vrouwen;15 tot 75 jaar;Eemsdelta;33080;21190;64.0;86.0;58.0;28.0;14.0;11.0;3.0
4901;Totaal mannen en vrouwen;15 tot 75 jaar;Delfzijl-Centrum;570;310;54.0;82.0;43.0;39.0;18.0;12.0;6.0
4902;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum-Delfzijl;570;310;54.0;82.0;43.0;39.0;18.0;12.0;6.0
4903;Totaal mannen en vrouwen;15 tot 75 jaar;West;2360;1600;68.0;90.0;62.0;28.0;10.0;7.0;3.0
4904;Totaal mannen en vrouwen;15 tot 75 jaar;Over de Gracht;790;540;69.0;90.0;64.0;27.0;10.0;7.0;3.0
4905;Totaal mannen en vrouwen;15 tot 75 jaar;Scheepvaartbuurt;730;450;62.0;92.0;60.0;32.0;8.0;6.0;2.0
4906;Totaal mannen en vrouwen;15 tot 75 jaar;Steenbakkersbuurt;750;540;72.0;91.0;64.0;26.0;9.0;7.0;2.0
4907;Totaal mannen en vrouwen;15 tot 75 jaar;Tuikwerderrak;90;60;;;;;;;
4908;Totaal mannen en vrouwen;15 tot 75 jaar;Bosplan Tuikwerderrak;10;10;;;;;;;
4909;Totaal mannen en vrouwen;15 tot 75 jaar;Farmsum;1680;1080;64.0;88.0;59.0;29.0;12.0;9.0;3.0
4910;Totaal mannen en vrouwen;15 tot 75 jaar;Doklanden;460;320;69.0;86.0;61.0;25.0;14.0;10.0;4.0
4911;Totaal mannen en vrouwen;15 tot 75 jaar;Farmsum;770;470;61.0;88.0;58.0;30.0;12.0;9.0;3.0
4912;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterveld;400;260;64.0;91.0;61.0;31.0;9.0;6.0;3.0
4913;Totaal mannen en vrouwen;15 tot 75 jaar;Koveltemp;50;30;;;;;;;
4914;Totaal mannen en vrouwen;15 tot 75 jaar;Tuikwerd;1980;1190;60.0;91.0;55.0;36.0;9.0;7.0;2.0
4915;Totaal mannen en vrouwen;15 tot 75 jaar;Vliethoven;10;10;;;;;;;
4916;Totaal mannen en vrouwen;15 tot 75 jaar;Vogelbuurt;860;500;58.0;94.0;53.0;40.0;6.0;5.0;1.0
4917;Totaal mannen en vrouwen;15 tot 75 jaar;Tuikwerd;490;260;53.0;89.0;43.0;46.0;11.0;10.0;1.0
4918;Totaal mannen en vrouwen;15 tot 75 jaar;Oogstbuurt;260;190;72.0;93.0;68.0;26.0;7.0;6.0;1.0
4919;Totaal mannen en vrouwen;15 tot 75 jaar;Rietkampen;190;110;56.0;;;;;;
4920;Totaal mannen en vrouwen;15 tot 75 jaar;Kruidenoever;180;130;72.0;;;;;;
4921;Totaal mannen en vrouwen;15 tot 75 jaar;Fivelzigt;1130;800;71.0;93.0;69.0;24.0;7.0;5.0;2.0
4922;Totaal mannen en vrouwen;15 tot 75 jaar;Fivelmonde;630;460;73.0;94.0;68.0;26.0;6.0;5.0;1.0
4923;Totaal mannen en vrouwen;15 tot 75 jaar;Fivelzigt;260;170;66.0;92.0;70.0;22.0;8.0;5.0;3.0
4924;Totaal mannen en vrouwen;15 tot 75 jaar;Dethmerseiland;230;160;69.0;93.0;73.0;20.0;7.0;4.0;3.0
4925;Totaal mannen en vrouwen;15 tot 75 jaar;Noord;4000;2100;53.0;92.0;54.0;39.0;8.0;6.0;2.0
4926;Totaal mannen en vrouwen;15 tot 75 jaar;Kwelderland;330;230;69.0;93.0;64.0;29.0;7.0;5.0;2.0
4927;Totaal mannen en vrouwen;15 tot 75 jaar;Vestingbuurt;140;70;;;;;;;
4928;Totaal mannen en vrouwen;15 tot 75 jaar;Landenbuurt;90;40;;;;;;;
4929;Totaal mannen en vrouwen;15 tot 75 jaar;Zandplatenbuurt;1210;680;56.0;91.0;48.0;43.0;9.0;6.0;3.0
4930;Totaal mannen en vrouwen;15 tot 75 jaar;Bornholm;1740;860;49.0;94.0;53.0;41.0;6.0;5.0;1.0
4931;Totaal mannen en vrouwen;15 tot 75 jaar;Polarisbuurt;300;150;49.0;88.0;66.0;21.0;12.0;11.0;1.0
4932;Totaal mannen en vrouwen;15 tot 75 jaar;Schrijversbuurt;180;80;42.0;;;;;;
4933;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-Bierum;2950;2000;68.0;82.0;57.0;25.0;18.0;14.0;4.0
4934;Totaal mannen en vrouwen;15 tot 75 jaar;Uitwierde;50;30;;;;;;;
4935;Totaal mannen en vrouwen;15 tot 75 jaar;Biessum;30;20;;;;;;;
4936;Totaal mannen en vrouwen;15 tot 75 jaar;Nansum;30;20;;;;;;;
4937;Totaal mannen en vrouwen;15 tot 75 jaar;Holwierde;720;510;71.0;91.0;67.0;23.0;9.0;8.0;1.0
4938;Totaal mannen en vrouwen;15 tot 75 jaar;Krewerd;60;40;;;;;;;
4939;Totaal mannen en vrouwen;15 tot 75 jaar;Godlinze;180;130;70.0;;;;;;
4940;Totaal mannen en vrouwen;15 tot 75 jaar;Losdorp;120;70;;;;;;;
4941;Totaal mannen en vrouwen;15 tot 75 jaar;Bierum;480;320;66.0;87.0;56.0;31.0;13.0;10.0;3.0
4942;Totaal mannen en vrouwen;15 tot 75 jaar;Spijk;880;590;67.0;87.0;59.0;28.0;13.0;10.0;3.0
4943;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-Bierum;390;270;69.0;54.0;34.0;21.0;46.0;39.0;7.0
4944;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterhorn;0;0;;;;;;;
4945;Totaal mannen en vrouwen;15 tot 75 jaar;Weiwerd;0;0;;;;;;;
4946;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterhorn;0;0;;;;;;;
4947;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Zuid-Termunten;3200;2150;67.0;83.0;58.0;26.0;17.0;13.0;4.0
4948;Totaal mannen en vrouwen;15 tot 75 jaar;Meedhuizen;310;220;73.0;77.0;56.0;21.0;23.0;20.0;3.0
4949;Totaal mannen en vrouwen;15 tot 75 jaar;Borgsweer;110;70;;;;;;;
4950;Totaal mannen en vrouwen;15 tot 75 jaar;Termunterzijl;230;140;60.0;;;;;;
4951;Totaal mannen en vrouwen;15 tot 75 jaar;Termunten;260;170;65.0;89.0;62.0;26.0;11.0;10.0;1.0
4952;Totaal mannen en vrouwen;15 tot 75 jaar;Woldendorp;690;410;60.0;89.0;60.0;30.0;11.0;9.0;2.0
4953;Totaal mannen en vrouwen;15 tot 75 jaar;Wagenborgen;1250;870;70.0;88.0;62.0;26.0;12.0;10.0;2.0
4954;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Zuid-Termunten;350;260;74.0;58.0;42.0;16.0;42.0;31.0;11.0
4955;Totaal mannen en vrouwen;15 tot 75 jaar;Baamsum;20;10;;;;;;;
4956;Totaal mannen en vrouwen;15 tot 75 jaar;Tussengebied;10;0;;;;;;;
4957;Totaal mannen en vrouwen;15 tot 75 jaar;Eelwerd;0;0;;;;;;;
4958;Totaal mannen en vrouwen;15 tot 75 jaar;Sikkel;0;0;;;;;;;
4959;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam-Centrum;1880;1130;60.0;86.0;59.0;27.0;14.0;10.0;4.0
4960;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum-Appingedam;980;560;57.0;85.0;54.0;31.0;15.0;10.0;5.0
4961;Totaal mannen en vrouwen;15 tot 75 jaar;De Wierde;540;300;56.0;89.0;65.0;23.0;11.0;9.0;2.0
4962;Totaal mannen en vrouwen;15 tot 75 jaar;Oranjebuurt;360;270;73.0;87.0;62.0;25.0;13.0;9.0;4.0
4963;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam-Oost;3570;2130;60.0;91.0;61.0;30.0;9.0;7.0;2.0
4964;Totaal mannen en vrouwen;15 tot 75 jaar;Woldweg;40;30;;;;;;;
4965;Totaal mannen en vrouwen;15 tot 75 jaar;Opwierde;60;50;;;;;;;
4966;Totaal mannen en vrouwen;15 tot 75 jaar;Eendrachtbuurt;220;150;68.0;90.0;64.0;27.0;10.0;9.0;1.0
4967;Totaal mannen en vrouwen;15 tot 75 jaar;Opwierde Zuid;1010;620;61.0;93.0;60.0;33.0;7.0;6.0;1.0
4968;Totaal mannen en vrouwen;15 tot 75 jaar;Opwierde Noord;1950;1110;57.0;92.0;62.0;30.0;8.0;6.0;2.0
4969;Totaal mannen en vrouwen;15 tot 75 jaar;Farmsumerweg;180;120;65.0;;;;;;
4970;Totaal mannen en vrouwen;15 tot 75 jaar;Solwerd;100;60;;;;;;;
4971;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam-West;2410;1690;70.0;91.0;64.0;27.0;9.0;6.0;3.0
4972;Totaal mannen en vrouwen;15 tot 75 jaar;Vrijheidsbuurt;400;270;69.0;94.0;69.0;25.0;6.0;4.0;2.0
4973;Totaal mannen en vrouwen;15 tot 75 jaar;Hoflanden;120;70;;;;;;;
4974;Totaal mannen en vrouwen;15 tot 75 jaar;Westerdraai;340;220;65.0;91.0;62.0;30.0;9.0;6.0;3.0
4975;Totaal mannen en vrouwen;15 tot 75 jaar;Tjamsweer;410;300;73.0;90.0;60.0;29.0;10.0;9.0;1.0
4976;Totaal mannen en vrouwen;15 tot 75 jaar;Oling;780;530;68.0;91.0;63.0;29.0;9.0;6.0;3.0
4977;Totaal mannen en vrouwen;15 tot 75 jaar;Olingermeeden;360;290;80.0;90.0;69.0;21.0;10.0;6.0;4.0
4978;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-Appingedam;160;120;76.0;;;;;;
4979;Totaal mannen en vrouwen;15 tot 75 jaar;Jukwerd;20;10;;;;;;;
4980;Totaal mannen en vrouwen;15 tot 75 jaar;Garreweer;10;10;;;;;;;
4981;Totaal mannen en vrouwen;15 tot 75 jaar;Marsum;20;10;;;;;;;
4982;Totaal mannen en vrouwen;15 tot 75 jaar;Ekenstein;10;0;;;;;;;
4983;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-Appingedam;110;80;;;;;;;
4984;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Zuid-Appingedam;90;70;;;;;;;
4985;Totaal mannen en vrouwen;15 tot 75 jaar;Laskwerd;50;40;;;;;;;
4986;Totaal mannen en vrouwen;15 tot 75 jaar;Fivelpoort;0;0;;;;;;;
4987;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Zuid-Appingedam;30;30;;;;;;;
4988;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-Loppersum;2490;1650;66.0;81.0;58.0;23.0;19.0;14.0;5.0
4989;Totaal mannen en vrouwen;15 tot 75 jaar;Loppersum;1530;1010;66.0;86.0;60.0;26.0;14.0;10.0;4.0
4990;Totaal mannen en vrouwen;15 tot 75 jaar;Garrelsweer;340;210;63.0;84.0;61.0;23.0;16.0;12.0;4.0
4991;Totaal mannen en vrouwen;15 tot 75 jaar;Wirdum;300;180;59.0;82.0;64.0;18.0;18.0;13.0;5.0
4992;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-Loppersum;320;250;77.0;59.0;42.0;17.0;41.0;35.0;6.0
4993;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-Stedum;1220;850;69.0;77.0;55.0;21.0;23.0;18.0;5.0
4994;Totaal mannen en vrouwen;15 tot 75 jaar;Stedum;600;400;66.0;84.0;62.0;22.0;16.0;13.0;3.0
4995;Totaal mannen en vrouwen;15 tot 75 jaar;Westeremden;260;180;70.0;77.0;57.0;20.0;23.0;17.0;6.0
4996;Totaal mannen en vrouwen;15 tot 75 jaar;Garsthuizen;150;100;69.0;;;;;;
4997;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-Stedum;210;170;78.0;53.0;33.0;20.0;47.0;32.0;15.0
4998;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-Middelstum;1870;1280;68.0;79.0;53.0;26.0;21.0;17.0;4.0
4999;Totaal mannen en vrouwen;15 tot 75 jaar;Middelstum;1450;970;67.0;84.0;56.0;28.0;16.0;13.0;3.0
5000;Totaal mannen en vrouwen;15 tot 75 jaar;Westerwijtwerd;70;50;;;;;;;
5001;Totaal mannen en vrouwen;15 tot 75 jaar;Huizinge;90;60;;;;;;;
5002;Totaal mannen en vrouwen;15 tot 75 jaar;Toornwerd;40;30;;;;;;;
5003;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-Middelstum;210;160;76.0;51.0;36.0;15.0;49.0;42.0;7.0
5004;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-'t Zandt;1520;1060;70.0;75.0;52.0;23.0;25.0;20.0;5.0
5005;Totaal mannen en vrouwen;15 tot 75 jaar;'t Zandt;410;280;67.0;83.0;58.0;25.0;17.0;15.0;2.0
5006;Totaal mannen en vrouwen;15 tot 75 jaar;Zeerijp;320;240;73.0;78.0;52.0;26.0;22.0;17.0;5.0
5007;Totaal mannen en vrouwen;15 tot 75 jaar;Zijldijk;130;80;;;;;;;
5008;Totaal mannen en vrouwen;15 tot 75 jaar;Leermens;140;100;;;;;;;
5009;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterwijtwerd;120;80;;;;;;;
5010;Totaal mannen en vrouwen;15 tot 75 jaar;Eenum;80;50;;;;;;;
5011;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-'t Zandt;320;240;75.0;56.0;37.0;19.0;44.0;34.0;10.0
5012;Totaal mannen en vrouwen;15 tot 75 jaar;Eersel;14490;10900;75.0;80.0;57.0;23.0;20.0;15.0;5.0
5013;Totaal mannen en vrouwen;15 tot 75 jaar;Eersel;7660;5630;73.0;82.0;58.0;24.0;18.0;14.0;4.0
5014;Totaal mannen en vrouwen;15 tot 75 jaar;Eersel-kom en Lindeakkers;2050;1480;72.0;79.0;56.0;23.0;21.0;16.0;5.0
5015;Totaal mannen en vrouwen;15 tot 75 jaar;Molenakkers;570;410;72.0;81.0;59.0;22.0;19.0;16.0;3.0
5016;Totaal mannen en vrouwen;15 tot 75 jaar;Eersel-Zuid;1420;990;70.0;89.0;60.0;29.0;11.0;9.0;2.0
5017;Totaal mannen en vrouwen;15 tot 75 jaar;De Dijken;1230;880;72.0;85.0;62.0;23.0;15.0;13.0;2.0
5018;Totaal mannen en vrouwen;15 tot 75 jaar;Kortkruis;660;490;74.0;85.0;59.0;26.0;15.0;12.0;3.0
5019;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Eersel;60;50;;;;;;;
5020;Totaal mannen en vrouwen;15 tot 75 jaar;Molenveld en Schadewijk;130;90;;;;;;;
5021;Totaal mannen en vrouwen;15 tot 75 jaar;Stokkelen en Hoogstraat;290;230;82.0;70.0;51.0;19.0;30.0;21.0;9.0
5022;Totaal mannen en vrouwen;15 tot 75 jaar;De Hees en Genderweg;110;80;;;;;;;
5023;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Eersel;320;240;76.0;62.0;39.0;23.0;38.0;24.0;14.0
5024;Totaal mannen en vrouwen;15 tot 75 jaar;Kerkebogten;820;670;82.0;88.0;66.0;21.0;12.0;10.0;2.0
5025;Totaal mannen en vrouwen;15 tot 75 jaar;Duizel;1400;1070;76.0;81.0;57.0;25.0;19.0;14.0;5.0
5026;Totaal mannen en vrouwen;15 tot 75 jaar;Duizel;1210;920;76.0;84.0;60.0;24.0;16.0;13.0;3.0
5027;Totaal mannen en vrouwen;15 tot 75 jaar;De Donksbergen;10;0;;;;;;;
5028;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Duizel;20;20;;;;;;;
5029;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Duizel;150;130;83.0;;;;;;
5030;Totaal mannen en vrouwen;15 tot 75 jaar;Steensel;1120;840;75.0;82.0;61.0;21.0;18.0;14.0;4.0
5031;Totaal mannen en vrouwen;15 tot 75 jaar;Steensel;1010;760;76.0;84.0;63.0;21.0;16.0;12.0;4.0
5032;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Steensel;110;80;;;;;;;
5033;Totaal mannen en vrouwen;15 tot 75 jaar;Vessem;1640;1240;76.0;76.0;54.0;22.0;24.0;19.0;5.0
5034;Totaal mannen en vrouwen;15 tot 75 jaar;Vessem-kom;1320;990;75.0;80.0;58.0;22.0;20.0;15.0;5.0
5035;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Vessem;320;260;80.0;57.0;39.0;19.0;43.0;33.0;10.0
5036;Totaal mannen en vrouwen;15 tot 75 jaar;Wintelre;1580;1270;81.0;80.0;57.0;23.0;20.0;16.0;4.0
5037;Totaal mannen en vrouwen;15 tot 75 jaar;Wintelre-kom;1060;840;80.0;87.0;64.0;23.0;13.0;12.0;1.0
5038;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Wintelre;520;430;83.0;67.0;44.0;24.0;33.0;24.0;9.0
5039;Totaal mannen en vrouwen;15 tot 75 jaar;Knegsel;1090;840;77.0;76.0;56.0;20.0;24.0;18.0;6.0
5040;Totaal mannen en vrouwen;15 tot 75 jaar;Knegsel-kom;670;520;77.0;82.0;62.0;20.0;18.0;15.0;3.0
5041;Totaal mannen en vrouwen;15 tot 75 jaar;Knegsel-Oeyenbos;150;120;80.0;;;;;;
5042;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Knegsel;260;200;77.0;60.0;36.0;24.0;40.0;28.0;12.0
5043;Totaal mannen en vrouwen;15 tot 75 jaar;Eijsden-Margraten;18940;13610;72.0;82.0;60.0;22.0;18.0;14.0;4.0
5044;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00 Eijsden;7090;5130;72.0;85.0;63.0;21.0;15.0;11.0;4.0
5045;Totaal mannen en vrouwen;15 tot 75 jaar;Eijsden-Breust;3090;2110;68.0;83.0;62.0;22.0;17.0;12.0;5.0
5046;Totaal mannen en vrouwen;15 tot 75 jaar;Mariadorp-Beezepool;2180;1630;75.0;89.0;68.0;21.0;11.0;8.0;3.0
5047;Totaal mannen en vrouwen;15 tot 75 jaar;Withuis-Stationsstraat;160;120;72.0;;;;;;
5048;Totaal mannen en vrouwen;15 tot 75 jaar;Mesch;250;190;76.0;74.0;57.0;17.0;26.0;18.0;8.0
5049;Totaal mannen en vrouwen;15 tot 75 jaar;Oost;550;370;68.0;81.0;54.0;27.0;19.0;15.0;4.0
5050;Totaal mannen en vrouwen;15 tot 75 jaar;Maarland;170;140;82.0;;;;;;
5051;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen;690;570;82.0;86.0;68.0;18.0;14.0;11.0;3.0
5052;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Gronsveld;2150;1550;72.0;82.0;59.0;23.0;18.0;12.0;6.0
5053;Totaal mannen en vrouwen;15 tot 75 jaar;Gronsveld;1690;1220;72.0;82.0;60.0;22.0;18.0;12.0;6.0
5054;Totaal mannen en vrouwen;15 tot 75 jaar;Rijckholt;460;330;72.0;80.0;55.0;25.0;20.0;14.0;6.0
5055;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Margraten;3040;2200;72.0;82.0;62.0;20.0;18.0;14.0;4.0
5056;Totaal mannen en vrouwen;15 tot 75 jaar;Margraten;2440;1770;73.0;83.0;64.0;20.0;17.0;13.0;4.0
5057;Totaal mannen en vrouwen;15 tot 75 jaar;Termaar;70;50;;;;;;;
5058;Totaal mannen en vrouwen;15 tot 75 jaar;Groot- en Klein-Welsden;160;120;76.0;;;;;;
5059;Totaal mannen en vrouwen;15 tot 75 jaar;'t Rooth;30;30;;;;;;;
5060;Totaal mannen en vrouwen;15 tot 75 jaar;Scheulder;250;160;66.0;82.0;64.0;18.0;18.0;14.0;4.0
5061;Totaal mannen en vrouwen;15 tot 75 jaar;Gasthuis-Wolfshuis;100;70;;;;;;;
5062;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Cadier en Keer;2930;2050;70.0;80.0;57.0;24.0;20.0;15.0;5.0
5063;Totaal mannen en vrouwen;15 tot 75 jaar;Cadier;2260;1600;71.0;82.0;58.0;24.0;18.0;14.0;4.0
5064;Totaal mannen en vrouwen;15 tot 75 jaar;Sint Antoniusbank;70;50;;;;;;;
5065;Totaal mannen en vrouwen;15 tot 75 jaar;Berg;60;40;;;;;;;
5066;Totaal mannen en vrouwen;15 tot 75 jaar;Bemelen;270;190;69.0;73.0;55.0;18.0;27.0;19.0;8.0
5067;Totaal mannen en vrouwen;15 tot 75 jaar;Honthem;80;50;;;;;;;
5068;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen;180;120;66.0;;;;;;
5069;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Sint Geertruid;1510;1120;74.0;79.0;57.0;22.0;21.0;16.0;5.0
5070;Totaal mannen en vrouwen;15 tot 75 jaar;Sint Geertruid;720;520;73.0;81.0;57.0;24.0;19.0;15.0;4.0
5071;Totaal mannen en vrouwen;15 tot 75 jaar;Eckelrade;420;310;73.0;79.0;57.0;22.0;21.0;17.0;4.0
5072;Totaal mannen en vrouwen;15 tot 75 jaar;Herkenrade;130;90;;;;;;;
5073;Totaal mannen en vrouwen;15 tot 75 jaar;Moerslag-Libeek;80;60;;;;;;;
5074;Totaal mannen en vrouwen;15 tot 75 jaar;Bruisterbosch;40;30;;;;;;;
5075;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen;120;100;;;;;;;
5076;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Mheer - Noorbeek;2220;1560;70.0;76.0;55.0;20.0;24.0;19.0;5.0
5077;Totaal mannen en vrouwen;15 tot 75 jaar;Mheer;650;440;68.0;73.0;54.0;19.0;27.0;21.0;6.0
5078;Totaal mannen en vrouwen;15 tot 75 jaar;Banholt;740;510;69.0;81.0;57.0;23.0;19.0;15.0;4.0
5079;Totaal mannen en vrouwen;15 tot 75 jaar;Noorbeek;550;390;72.0;80.0;60.0;20.0;20.0;16.0;4.0
5080;Totaal mannen en vrouwen;15 tot 75 jaar;Terlinden;100;80;;;;;;;
5081;Totaal mannen en vrouwen;15 tot 75 jaar;Bergenhuizen en Schey;80;60;;;;;;;
5082;Totaal mannen en vrouwen;15 tot 75 jaar;Hoogcruts;60;40;;;;;;;
5083;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen;50;40;;;;;;;
5084;Totaal mannen en vrouwen;15 tot 75 jaar;Eindhoven;186440;131760;71.0;87.0;54.0;33.0;13.0;11.0;2.0
5085;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum;9210;6640;72.0;87.0;42.0;45.0;13.0;10.0;3.0
5086;Totaal mannen en vrouwen;15 tot 75 jaar;Binnenstad;3690;2540;69.0;87.0;40.0;48.0;13.0;10.0;3.0
5087;Totaal mannen en vrouwen;15 tot 75 jaar;Bergen;2530;1970;78.0;84.0;46.0;38.0;16.0;13.0;3.0
5088;Totaal mannen en vrouwen;15 tot 75 jaar;Witte Dame;2070;1640;79.0;89.0;49.0;39.0;11.0;10.0;1.0
5089;Totaal mannen en vrouwen;15 tot 75 jaar;Fellenoord;180;130;71.0;;;;;;
5090;Totaal mannen en vrouwen;15 tot 75 jaar;TU-terrein;750;370;49.0;97.0;14.0;83.0;3.0;3.0;0.0
5091;Totaal mannen en vrouwen;15 tot 75 jaar;Oud-Stratum;9630;7290;76.0;84.0;48.0;36.0;16.0;13.0;3.0
5092;Totaal mannen en vrouwen;15 tot 75 jaar;Irisbuurt;2200;1730;78.0;87.0;53.0;34.0;13.0;11.0;2.0
5093;Totaal mannen en vrouwen;15 tot 75 jaar;Rochusbuurt;1590;1190;74.0;85.0;40.0;44.0;15.0;14.0;1.0
5094;Totaal mannen en vrouwen;15 tot 75 jaar;Elzent-Noord;840;600;72.0;75.0;43.0;32.0;25.0;17.0;8.0
5095;Totaal mannen en vrouwen;15 tot 75 jaar;Tuindorp;2040;1590;78.0;87.0;54.0;33.0;13.0;12.0;1.0
5096;Totaal mannen en vrouwen;15 tot 75 jaar;Joriskwartier;1070;820;77.0;85.0;48.0;36.0;15.0;13.0;2.0
5097;Totaal mannen en vrouwen;15 tot 75 jaar;Bloemenplein;1050;740;71.0;87.0;45.0;43.0;13.0;12.0;1.0
5098;Totaal mannen en vrouwen;15 tot 75 jaar;Looiakkers;610;460;75.0;83.0;45.0;38.0;17.0;15.0;2.0
