ID;Zuiveringstype;Kenmerken;Perioden;AantalRioolwaterzuiveringsinstallaties_1;CapaciteitInVervuilingseenheden_2;CapaciteitInInwonerequivalenten_3;CapaciteitInInwonerequivalentenEU_4
24;Totaal installaties;Totaal alle installaties;2012;343.0;30358.0;24321.0;21889.0
25;Totaal installaties;Totaal alle installaties;2013;341.0;30364.0;24323.0;21890.0
26;Totaal installaties;Totaal alle installaties;2014;337.0;30237.0;24199.0;21779.0
27;Totaal installaties;Totaal alle installaties;2015;334.0;30246.0;24182.0;21763.0
28;Totaal installaties;Totaal alle installaties;2016;327.0;30122.0;24081.0;21673.0
29;Totaal installaties;Totaal alle installaties;2017;326.0;29904.0;24062.0;21656.0
30;Totaal installaties;Totaal alle installaties;2018;323.0;29942.0;24014.0;21612.0
31;Totaal installaties;Totaal alle installaties;2019;317.0;29784.0;23917.0;21525.0
32;Totaal installaties;Totaal alle installaties;2020;315.0;29713.0;23824.0;21442.0
33;Totaal installaties;Totaal alle installaties;2021;313.0;29957.0;23805.0;21425.0
34;Totaal installaties;Totaal alle installaties;2022;313.0;29995.0;23661.0;21295.0
35;Totaal installaties;Totaal alle installaties;2023;313.0;29995.0;23630.0;21267.0
36;Totaal installaties;Installaties zonder fosfaatverwijdering;1981;491.0;;19222.0;17300.0
37;Totaal installaties;Installaties zonder fosfaatverwijdering;1985;468.0;;21761.0;19585.0
38;Totaal installaties;Installaties zonder fosfaatverwijdering;1990;433.0;;21989.0;19790.0
39;Totaal installaties;Installaties zonder fosfaatverwijdering;1991;414.0;;21791.0;19612.0
40;Totaal installaties;Installaties zonder fosfaatverwijdering;1992;397.0;;21348.0;19214.0
41;Totaal installaties;Installaties zonder fosfaatverwijdering;1993;364.0;;20437.0;18393.0
42;Totaal installaties;Installaties zonder fosfaatverwijdering;1994;325.0;;17898.0;16108.0
43;Totaal installaties;Installaties zonder fosfaatverwijdering;1995;291.0;;12082.0;10874.0
44;Totaal installaties;Installaties zonder fosfaatverwijdering;1996;246.0;;8956.0;8061.0
45;Totaal installaties;Installaties zonder fosfaatverwijdering;1997;235.0;;8656.0;7791.0
46;Totaal installaties;Installaties zonder fosfaatverwijdering;1998;209.0;;5827.0;5244.0
47;Totaal installaties;Installaties zonder fosfaatverwijdering;1999;189.0;;5584.0;5025.0
48;Totaal installaties;Installaties zonder fosfaatverwijdering;2000;182.0;;4740.0;4266.0
49;Totaal installaties;Installaties zonder fosfaatverwijdering;2001;175.0;;4714.0;4243.0
50;Totaal installaties;Installaties zonder fosfaatverwijdering;2002;152.0;;4030.0;3627.0
51;Totaal installaties;Installaties zonder fosfaatverwijdering;2003;147.0;;3910.0;3519.0
52;Totaal installaties;Installaties zonder fosfaatverwijdering;2004;113.0;;3251.0;2926.0
53;Totaal installaties;Installaties zonder fosfaatverwijdering;2005;106.0;;2735.0;2461.0
54;Totaal installaties;Installaties zonder fosfaatverwijdering;2006;89.0;;2462.0;2216.0
55;Totaal installaties;Installaties zonder fosfaatverwijdering;2007;78.0;;2116.0;1905.0
56;Totaal installaties;Installaties zonder fosfaatverwijdering;2008;66.0;;1836.0;1652.0
57;Totaal installaties;Installaties zonder fosfaatverwijdering;2009;61.0;;1581.0;1423.0
58;Totaal installaties;Installaties zonder fosfaatverwijdering;2010;58.0;1882.0;1530.0;1377.0
59;Totaal installaties;Installaties zonder fosfaatverwijdering;2011;48.0;1581.0;1277.0;1149.0
60;Totaal installaties;Installaties zonder fosfaatverwijdering;2012;44.0;1546.0;1248.0;1123.0
61;Totaal installaties;Installaties zonder fosfaatverwijdering;2013;40.0;1432.0;1176.0;1058.0
62;Totaal installaties;Installaties zonder fosfaatverwijdering;2014;38.0;1422.0;1167.0;1051.0
63;Totaal installaties;Installaties zonder fosfaatverwijdering;2015;31.0;1088.0;898.0;808.0
64;Totaal installaties;Installaties zonder fosfaatverwijdering;2016;29.0;1006.0;831.0;748.0
65;Totaal installaties;Installaties zonder fosfaatverwijdering;2017;24.0;472.0;390.0;351.0
66;Totaal installaties;Installaties zonder fosfaatverwijdering;2018;18.0;288.0;243.0;219.0
67;Totaal installaties;Installaties zonder fosfaatverwijdering;2019;14.0;263.0;209.0;188.0
68;Totaal installaties;Installaties zonder fosfaatverwijdering;2020;14.0;263.0;222.0;200.0
69;Totaal installaties;Installaties zonder fosfaatverwijdering;2021;20.0;277.0;234.0;211.0
70;Totaal installaties;Installaties zonder fosfaatverwijdering;2022;20.0;277.0;234.0;210.0
71;Totaal installaties;Installaties zonder fosfaatverwijdering;2023;20.0;277.0;234.0;210.0
72;Totaal installaties;Installaties met fosfaatverwijdering;1981;14.0;;812.0;731.0
73;Totaal installaties;Installaties met fosfaatverwijdering;1985;19.0;;916.0;824.0
74;Totaal installaties;Installaties met fosfaatverwijdering;1990;36.0;;1740.0;1566.0
75;Totaal installaties;Installaties met fosfaatverwijdering;1991;42.0;;2118.0;1906.0
76;Totaal installaties;Installaties met fosfaatverwijdering;1992;52.0;;2650.0;2385.0
77;Totaal installaties;Installaties met fosfaatverwijdering;1993;75.0;;4014.0;3612.0
78;Totaal installaties;Installaties met fosfaatverwijdering;1994;105.0;;6594.0;5935.0
79;Totaal installaties;Installaties met fosfaatverwijdering;1995;133.0;;12327.0;11094.0
80;Totaal installaties;Installaties met fosfaatverwijdering;1996;174.0;;15653.0;14088.0
81;Totaal installaties;Installaties met fosfaatverwijdering;1997;177.0;;16236.0;14612.0
82;Totaal installaties;Installaties met fosfaatverwijdering;1998;199.0;;19282.0;17353.0
83;Totaal installaties;Installaties met fosfaatverwijdering;1999;205.0;;19599.0;17639.0
84;Totaal installaties;Installaties met fosfaatverwijdering;2000;209.0;;20501.0;18451.0
85;Totaal installaties;Installaties met fosfaatverwijdering;2001;209.0;;20608.0;18547.0
86;Totaal installaties;Installaties met fosfaatverwijdering;2002;226.0;;21251.0;19126.0
87;Totaal installaties;Installaties met fosfaatverwijdering;2003;231.0;;21245.0;19121.0
88;Totaal installaties;Installaties met fosfaatverwijdering;2004;262.0;;21933.0;19739.0
89;Totaal installaties;Installaties met fosfaatverwijdering;2005;262.0;;22804.0;20524.0
90;Totaal installaties;Installaties met fosfaatverwijdering;2006;274.0;;22992.0;20693.0
91;Totaal installaties;Installaties met fosfaatverwijdering;2007;278.0;;22345.0;20111.0
92;Totaal installaties;Installaties met fosfaatverwijdering;2008;285.0;;22572.0;20315.0
93;Totaal installaties;Installaties met fosfaatverwijdering;2009;290.0;;22625.0;20363.0
94;Totaal installaties;Installaties met fosfaatverwijdering;2010;291.0;28483.0;22760.0;20484.0
95;Totaal installaties;Installaties met fosfaatverwijdering;2011;298.0;28803.0;23054.0;20749.0
96;Totaal installaties;Installaties met fosfaatverwijdering;2012;299.0;28813.0;23073.0;20766.0
97;Totaal installaties;Installaties met fosfaatverwijdering;2013;301.0;28932.0;23147.0;20832.0
98;Totaal installaties;Installaties met fosfaatverwijdering;2014;299.0;28815.0;23031.0;20728.0
99;Totaal installaties;Installaties met fosfaatverwijdering;2015;303.0;29159.0;23283.0;20955.0
100;Totaal installaties;Installaties met fosfaatverwijdering;2016;298.0;29116.0;23250.0;20925.0
101;Totaal installaties;Installaties met fosfaatverwijdering;2017;302.0;29432.0;23673.0;21305.0
102;Totaal installaties;Installaties met fosfaatverwijdering;2018;305.0;29654.0;23771.0;21394.0
103;Totaal installaties;Installaties met fosfaatverwijdering;2019;303.0;29521.0;23708.0;21337.0
104;Totaal installaties;Installaties met fosfaatverwijdering;2020;301.0;29450.0;23602.0;21242.0
105;Totaal installaties;Installaties met fosfaatverwijdering;2021;293.0;29680.0;23571.0;21214.0
106;Totaal installaties;Installaties met fosfaatverwijdering;2022;293.0;29718.0;23427.0;21085.0
107;Totaal installaties;Installaties met fosfaatverwijdering;2023;293.0;29718.0;23397.0;21057.0
108;Totaal installaties;Chemische defosfatering voorbezinktank;1981;2.0;;75.0;68.0
109;Totaal installaties;Chemische defosfatering voorbezinktank;1985;2.0;;44.0;40.0
110;Totaal installaties;Chemische defosfatering voorbezinktank;1990;4.0;;152.0;137.0
111;Totaal installaties;Chemische defosfatering voorbezinktank;1991;8.0;;457.0;411.0
112;Totaal installaties;Chemische defosfatering voorbezinktank;1992;9.0;;549.0;494.0
113;Totaal installaties;Chemische defosfatering voorbezinktank;1993;14.0;;975.0;877.0
114;Totaal installaties;Chemische defosfatering voorbezinktank;1994;19.0;;1408.0;1267.0
115;Totaal installaties;Chemische defosfatering voorbezinktank;1995;29.0;;3920.0;3528.0
116;Totaal installaties;Chemische defosfatering voorbezinktank;1996;35.0;;4449.0;4004.0
117;Totaal installaties;Chemische defosfatering voorbezinktank;1997;34.0;;4500.0;4050.0
118;Totaal installaties;Chemische defosfatering voorbezinktank;1998;36.0;;4623.0;4161.0
119;Totaal installaties;Chemische defosfatering voorbezinktank;1999;36.0;;4613.0;4152.0
120;Totaal installaties;Chemische defosfatering voorbezinktank;2000;28.0;;3796.0;3416.0
121;Totaal installaties;Chemische defosfatering voorbezinktank;2001;28.0;;3786.0;3407.0
122;Totaal installaties;Chemische defosfatering voorbezinktank;2002;27.0;;3785.0;3406.0
123;Totaal installaties;Chemische defosfatering voorbezinktank;2003;22.0;;2947.0;2653.0
124;Totaal installaties;Chemische defosfatering voorbezinktank;2004;23.0;;3003.0;2703.0
125;Totaal installaties;Chemische defosfatering voorbezinktank;2005;23.0;;3023.0;2721.0
126;Totaal installaties;Chemische defosfatering voorbezinktank;2006;23.0;;3043.0;2739.0
127;Totaal installaties;Chemische defosfatering voorbezinktank;2007;16.0;;1250.0;1125.0
128;Totaal installaties;Chemische defosfatering voorbezinktank;2008;15.0;;1122.0;1010.0
129;Totaal installaties;Chemische defosfatering voorbezinktank;2009;12.0;;917.0;825.0
130;Totaal installaties;Chemische defosfatering voorbezinktank;2010;11.0;1054.0;837.0;753.0
131;Totaal installaties;Chemische defosfatering voorbezinktank;2011;9.0;1302.0;1047.0;942.0
132;Totaal installaties;Chemische defosfatering voorbezinktank;2012;9.0;1302.0;1047.0;942.0
133;Totaal installaties;Chemische defosfatering voorbezinktank;2013;8.0;1158.0;927.0;834.0
134;Totaal installaties;Chemische defosfatering voorbezinktank;2014;7.0;978.0;777.0;699.0
135;Totaal installaties;Chemische defosfatering voorbezinktank;2015;5.0;569.0;440.0;396.0
136;Totaal installaties;Chemische defosfatering voorbezinktank;2016;5.0;569.0;440.0;396.0
137;Totaal installaties;Chemische defosfatering voorbezinktank;2017;5.0;569.0;440.0;396.0
138;Totaal installaties;Chemische defosfatering voorbezinktank;2018;5.0;569.0;440.0;396.0
139;Totaal installaties;Chemische defosfatering voorbezinktank;2019;5.0;569.0;440.0;396.0
140;Totaal installaties;Chemische defosfatering voorbezinktank;2020;5.0;569.0;440.0;396.0
141;Totaal installaties;Chemische defosfatering voorbezinktank;2021;2.0;70.0;60.0;54.0
142;Totaal installaties;Chemische defosfatering voorbezinktank;2022;0.0;0.0;0.0;0.0
143;Totaal installaties;Chemische defosfatering voorbezinktank;2023;0.0;0.0;0.0;0.0
144;Totaal installaties;Chem. defosfatering in eerste biol. trap;1981;10.0;;437.0;393.0
145;Totaal installaties;Chem. defosfatering in eerste biol. trap;1985;15.0;;572.0;514.0
146;Totaal installaties;Chem. defosfatering in eerste biol. trap;1990;24.0;;1098.0;988.0
147;Totaal installaties;Chem. defosfatering in eerste biol. trap;1991;26.0;;1171.0;1054.0
148;Totaal installaties;Chem. defosfatering in eerste biol. trap;1992;30.0;;1436.0;1293.0
149;Totaal installaties;Chem. defosfatering in eerste biol. trap;1993;42.0;;2012.0;1811.0
150;Totaal installaties;Chem. defosfatering in eerste biol. trap;1994;48.0;;2684.0;2416.0
151;Totaal installaties;Chem. defosfatering in eerste biol. trap;1995;65.0;;5861.0;5275.0
152;Totaal installaties;Chem. defosfatering in eerste biol. trap;1996;87.0;;7624.0;6862.0
153;Totaal installaties;Chem. defosfatering in eerste biol. trap;1997;88.0;;7673.0;6906.0
154;Totaal installaties;Chem. defosfatering in eerste biol. trap;1998;98.0;;9132.0;8219.0
155;Totaal installaties;Chem. defosfatering in eerste biol. trap;1999;94.0;;9118.0;8206.0
156;Totaal installaties;Chem. defosfatering in eerste biol. trap;2000;82.0;;8781.0;7903.0
157;Totaal installaties;Chem. defosfatering in eerste biol. trap;2001;85.0;;9065.0;8158.0
158;Totaal installaties;Chem. defosfatering in eerste biol. trap;2002;83.0;;8891.0;8002.0
159;Totaal installaties;Chem. defosfatering in eerste biol. trap;2003;86.0;;8720.0;7848.0
160;Totaal installaties;Chem. defosfatering in eerste biol. trap;2004;82.0;;8199.0;7379.0
161;Totaal installaties;Chem. defosfatering in eerste biol. trap;2005;72.0;;6934.0;6241.0
162;Totaal installaties;Chem. defosfatering in eerste biol. trap;2006;73.0;;5861.0;5275.0
163;Totaal installaties;Chem. defosfatering in eerste biol. trap;2007;68.0;;5324.0;4792.0
164;Totaal installaties;Chem. defosfatering in eerste biol. trap;2008;66.0;;5283.0;4755.0
165;Totaal installaties;Chem. defosfatering in eerste biol. trap;2009;63.0;;4750.0;4275.0
166;Totaal installaties;Chem. defosfatering in eerste biol. trap;2010;65.0;5940.0;4936.0;4442.0
167;Totaal installaties;Chem. defosfatering in eerste biol. trap;2011;60.0;5680.0;4741.0;4267.0
168;Totaal installaties;Chem. defosfatering in eerste biol. trap;2012;60.0;5676.0;4745.0;4270.0
169;Totaal installaties;Chem. defosfatering in eerste biol. trap;2013;58.0;4632.0;3875.0;3487.0
170;Totaal installaties;Chem. defosfatering in eerste biol. trap;2014;55.0;4571.0;3853.0;3468.0
171;Totaal installaties;Chem. defosfatering in eerste biol. trap;2015;37.0;3191.0;2835.0;2552.0
172;Totaal installaties;Chem. defosfatering in eerste biol. trap;2016;34.0;3176.0;2824.0;2541.0
173;Totaal installaties;Chem. defosfatering in eerste biol. trap;2017;33.0;3338.0;3021.0;2719.0
174;Totaal installaties;Chem. defosfatering in eerste biol. trap;2018;29.0;2449.0;2168.0;1952.0
175;Totaal installaties;Chem. defosfatering in eerste biol. trap;2019;25.0;2177.0;1968.0;1771.0
176;Totaal installaties;Chem. defosfatering in eerste biol. trap;2020;26.0;2254.0;2020.0;1818.0
177;Totaal installaties;Chem. defosfatering in eerste biol. trap;2021;13.0;1478.0;1331.0;1198.0
178;Totaal installaties;Chem. defosfatering in eerste biol. trap;2022;15.0;2159.0;1916.0;1725.0
179;Totaal installaties;Chem. defosfatering in eerste biol. trap;2023;15.0;2159.0;1916.0;1725.0
180;Totaal installaties;Chem. defosfatering in tweede biol. trap;1981;1.0;;200.0;180.0
181;Totaal installaties;Chem. defosfatering in tweede biol. trap;1985;1.0;;200.0;180.0
182;Totaal installaties;Chem. defosfatering in tweede biol. trap;1990;1.0;;200.0;180.0
183;Totaal installaties;Chem. defosfatering in tweede biol. trap;1991;1.0;;200.0;180.0
184;Totaal installaties;Chem. defosfatering in tweede biol. trap;1992;1.0;;200.0;180.0
185;Totaal installaties;Chem. defosfatering in tweede biol. trap;1993;1.0;;200.0;180.0
186;Totaal installaties;Chem. defosfatering in tweede biol. trap;1994;2.0;;515.0;464.0
187;Totaal installaties;Chem. defosfatering in tweede biol. trap;1995;2.0;;515.0;464.0
188;Totaal installaties;Chem. defosfatering in tweede biol. trap;1996;4.0;;592.0;533.0
189;Totaal installaties;Chem. defosfatering in tweede biol. trap;1997;4.0;;592.0;533.0
190;Totaal installaties;Chem. defosfatering in tweede biol. trap;1998;3.0;;392.0;353.0
191;Totaal installaties;Chem. defosfatering in tweede biol. trap;1999;2.0;;62.0;56.0
192;Totaal installaties;Chem. defosfatering in tweede biol. trap;2000;2.0;;62.0;56.0
193;Totaal installaties;Chem. defosfatering in tweede biol. trap;2001;2.0;;62.0;56.0
194;Totaal installaties;Chem. defosfatering in tweede biol. trap;2002;2.0;;62.0;56.0
195;Totaal installaties;Chem. defosfatering in tweede biol. trap;2003;1.0;;45.0;41.0
196;Totaal installaties;Chem. defosfatering in tweede biol. trap;2004;1.0;;45.0;41.0
197;Totaal installaties;Chem. defosfatering in tweede biol. trap;2005;1.0;;45.0;41.0
198;Totaal installaties;Chem. defosfatering in tweede biol. trap;2006;0.0;;0.0;0.0
199;Totaal installaties;Chem. defosfatering in tweede biol. trap;2007;0.0;;0.0;0.0
200;Totaal installaties;Chem. defosfatering in tweede biol. trap;2008;0.0;;0.0;0.0
201;Totaal installaties;Chem. defosfatering in tweede biol. trap;2009;0.0;;0.0;0.0
202;Totaal installaties;Chem. defosfatering in tweede biol. trap;2010;0.0;0.0;0.0;0.0
203;Totaal installaties;Chem. defosfatering in tweede biol. trap;2011;0.0;0.0;0.0;0.0
204;Totaal installaties;Chem. defosfatering in tweede biol. trap;2012;0.0;0.0;0.0;0.0
205;Totaal installaties;Chem. defosfatering in tweede biol. trap;2013;0.0;0.0;0.0;0.0
206;Totaal installaties;Chem. defosfatering in tweede biol. trap;2014;0.0;0.0;0.0;0.0
207;Totaal installaties;Chem. defosfatering in tweede biol. trap;2015;0.0;0.0;0.0;0.0
208;Totaal installaties;Chem. defosfatering in tweede biol. trap;2016;0.0;0.0;0.0;0.0
209;Totaal installaties;Chem. defosfatering in tweede biol. trap;2017;0.0;0.0;0.0;0.0
210;Totaal installaties;Chem. defosfatering in tweede biol. trap;2018;0.0;0.0;0.0;0.0
211;Totaal installaties;Chem. defosfatering in tweede biol. trap;2019;0.0;0.0;0.0;0.0
212;Totaal installaties;Chem. defosfatering in tweede biol. trap;2020;0.0;0.0;0.0;0.0
213;Totaal installaties;Chem. defosfatering in tweede biol. trap;2021;0.0;0.0;0.0;0.0
214;Totaal installaties;Chem. defosfatering in tweede biol. trap;2022;0.0;0.0;0.0;0.0
215;Totaal installaties;Chem. defosfatering in tweede biol. trap;2023;0.0;0.0;0.0;0.0
216;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1981;0.0;;0.0;0.0
217;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1985;0.0;;0.0;0.0
218;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1990;0.0;;0.0;0.0
219;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1991;0.0;;0.0;0.0
220;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1992;0.0;;0.0;0.0
221;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1993;1.0;;80.0;72.0
222;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1994;2.0;;240.0;216.0
223;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1995;2.0;;240.0;216.0
224;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1996;2.0;;240.0;216.0
225;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1997;1.0;;160.0;144.0
226;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1998;1.0;;160.0;144.0
227;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;1999;1.0;;160.0;144.0
228;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2000;1.0;;160.0;144.0
229;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2001;1.0;;160.0;144.0
230;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2002;3.0;;415.0;373.0
231;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2003;2.0;;391.0;352.0
232;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2004;2.0;;339.0;305.0
233;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2005;1.0;;315.0;284.0
234;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2006;1.0;;315.0;284.0
235;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2007;1.0;;196.0;177.0
236;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2008;2.0;;240.0;216.0
237;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2009;1.0;;44.0;40.0
238;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2010;1.0;57.0;44.0;40.0
239;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2011;1.0;57.0;44.0;40.0
240;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2012;1.0;57.0;44.0;40.0
241;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2013;1.0;57.0;44.0;40.0
242;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2014;1.0;57.0;44.0;40.0
243;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2015;0.0;0.0;0.0;0.0
244;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2016;0.0;0.0;0.0;0.0
245;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2017;0.0;0.0;0.0;0.0
246;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2018;0.0;0.0;0.0;0.0
247;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2019;0.0;0.0;0.0;0.0
248;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2020;0.0;0.0;0.0;0.0
249;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2021;0.0;0.0;0.0;0.0
250;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2022;0.0;0.0;0.0;0.0
251;Totaal installaties;Chem. defosf. in tussen- of nabezinktank;2023;0.0;0.0;0.0;0.0
252;Totaal installaties;Chem. defosf. in meerdere procesfasen;1981;1.0;;100.0;90.0
253;Totaal installaties;Chem. defosf. in meerdere procesfasen;1985;1.0;;100.0;90.0
254;Totaal installaties;Chem. defosf. in meerdere procesfasen;1990;3.0;;203.0;183.0
255;Totaal installaties;Chem. defosf. in meerdere procesfasen;1991;3.0;;203.0;183.0
256;Totaal installaties;Chem. defosf. in meerdere procesfasen;1992;3.0;;203.0;183.0
257;Totaal installaties;Chem. defosf. in meerdere procesfasen;1993;2.0;;103.0;93.0
258;Totaal installaties;Chem. defosf. in meerdere procesfasen;1994;2.0;;313.0;282.0
259;Totaal installaties;Chem. defosf. in meerdere procesfasen;1995;2.0;;313.0;282.0
260;Totaal installaties;Chem. defosf. in meerdere procesfasen;1996;2.0;;575.0;518.0
261;Totaal installaties;Chem. defosf. in meerdere procesfasen;1997;2.0;;575.0;518.0
262;Totaal installaties;Chem. defosf. in meerdere procesfasen;1998;3.0;;755.0;680.0
263;Totaal installaties;Chem. defosf. in meerdere procesfasen;1999;3.0;;785.0;707.0
264;Totaal installaties;Chem. defosf. in meerdere procesfasen;2000;3.0;;785.0;707.0
265;Totaal installaties;Chem. defosf. in meerdere procesfasen;2001;3.0;;785.0;707.0
266;Totaal installaties;Chem. defosf. in meerdere procesfasen;2002;9.0;;731.0;657.0
267;Totaal installaties;Chem. defosf. in meerdere procesfasen;2003;7.0;;261.0;234.0
268;Totaal installaties;Chem. defosf. in meerdere procesfasen;2004;6.0;;257.0;231.0
269;Totaal installaties;Chem. defosf. in meerdere procesfasen;2005;4.0;;235.0;212.0
270;Totaal installaties;Chem. defosf. in meerdere procesfasen;2006;4.0;;235.0;212.0
271;Totaal installaties;Chem. defosf. in meerdere procesfasen;2007;5.0;;565.0;509.0
272;Totaal installaties;Chem. defosf. in meerdere procesfasen;2008;6.0;;578.0;520.0
273;Totaal installaties;Chem. defosf. in meerdere procesfasen;2009;7.0;;785.0;706.0
274;Totaal installaties;Chem. defosf. in meerdere procesfasen;2010;8.0;966.0;830.0;747.0
275;Totaal installaties;Chem. defosf. in meerdere procesfasen;2011;8.0;575.0;507.0;456.0
276;Totaal installaties;Chem. defosf. in meerdere procesfasen;2012;8.0;575.0;507.0;456.0
277;Totaal installaties;Chem. defosf. in meerdere procesfasen;2013;9.0;1139.0;977.0;879.0
278;Totaal installaties;Chem. defosf. in meerdere procesfasen;2014;7.0;849.0;725.0;653.0
279;Totaal installaties;Chem. defosf. in meerdere procesfasen;2015;5.0;802.0;672.0;605.0
280;Totaal installaties;Chem. defosf. in meerdere procesfasen;2016;5.0;802.0;672.0;605.0
281;Totaal installaties;Chem. defosf. in meerdere procesfasen;2017;4.0;657.0;552.0;497.0
282;Totaal installaties;Chem. defosf. in meerdere procesfasen;2018;3.0;763.0;635.0;572.0
283;Totaal installaties;Chem. defosf. in meerdere procesfasen;2019;3.0;763.0;635.0;572.0
284;Totaal installaties;Chem. defosf. in meerdere procesfasen;2020;3.0;763.0;635.0;572.0
285;Totaal installaties;Chem. defosf. in meerdere procesfasen;2021;8.0;1324.0;1114.0;1002.0
286;Totaal installaties;Chem. defosf. in meerdere procesfasen;2022;4.0;976.0;780.0;702.0
287;Totaal installaties;Chem. defosf. in meerdere procesfasen;2023;4.0;976.0;780.0;702.0
288;Totaal installaties;Separate fosfaatverwijdering;1981;0.0;;0.0;0.0
289;Totaal installaties;Separate fosfaatverwijdering;1985;0.0;;0.0;0.0
290;Totaal installaties;Separate fosfaatverwijdering;1990;1.0;;12.0;11.0
291;Totaal installaties;Separate fosfaatverwijdering;1991;1.0;;12.0;11.0
292;Totaal installaties;Separate fosfaatverwijdering;1992;1.0;;12.0;11.0
293;Totaal installaties;Separate fosfaatverwijdering;1993;1.0;;12.0;11.0
294;Totaal installaties;Separate fosfaatverwijdering;1994;3.0;;205.0;184.0
295;Totaal installaties;Separate fosfaatverwijdering;1995;2.0;;193.0;174.0
296;Totaal installaties;Separate fosfaatverwijdering;1996;2.0;;193.0;174.0
297;Totaal installaties;Separate fosfaatverwijdering;1997;2.0;;193.0;174.0
298;Totaal installaties;Separate fosfaatverwijdering;1998;2.0;;193.0;174.0
299;Totaal installaties;Separate fosfaatverwijdering;1999;4.0;;211.0;190.0
300;Totaal installaties;Separate fosfaatverwijdering;2000;3.0;;176.0;158.0
301;Totaal installaties;Separate fosfaatverwijdering;2001;3.0;;176.0;158.0
302;Totaal installaties;Separate fosfaatverwijdering;2002;3.0;;176.0;158.0
