ID;BedrijfstakkenBranchesSBI2008;Bedrijfsgrootte;Perioden;Totaal_1;OpgerichteWerkgevers_2;OpgehevenWerkgevers_3;Uit1JaarEerder_4;Uit2JaarEerder_5;Uit3JaarEerder_6;Uit4JaarEerder_7;Uit5JaarEerder_8;WerkzamePersonen_9;Werknemers_10;WerkzamePersonen_11;Werknemers_12;WerkzamePersonen_13;Werknemers_14;Uit1JaarEerder_15;Uit2JaarEerder_16;Uit3JaarEerder_17;Uit4JaarEerder_18;Uit5JaarEerder_19;Uit1JaarEerder_20;Uit2JaarEerder_21;Uit3JaarEerder_22;Uit4JaarEerder_23;Uit5JaarEerder_24
21;305700;1 tot 5 werknemers;2018;75.0;15.0;13.0;12.0;10.0;5.0;6.0;4.0;;;;;;;35.0;;;;;14.0;20.0;;13.0;
22;305700;1 tot 5 werknemers;2019;76.0;18.0;11.0;13.0;8.0;7.0;4.0;6.0;;125.0;;;;;;35.0;;;;;9.0;;;13.0
23;305700;1 tot 5 werknemers;2020;74.0;11.0;12.0;16.0;13.0;8.0;6.0;4.0;153.0;124.0;;;;;;;33.0;;;;;9.0;;
24;305700;1 tot 5 werknemers;2021;70.0;9.0;13.0;9.0;12.0;9.0;6.0;4.0;110.0;110.0;9.0;9.0;;;;;;22.0;;;;;6.0;
25;305700;1 tot 5 werknemers;2022;67.0;6.0;12.0;8.0;9.0;8.0;8.0;5.0;115.0;115.0;9.0;9.0;;;18.0;;;21.0;25.0;8.0;;;10.0;5.0
26;305700;5 tot 10 werknemers;2010;31.0;6.0;1.0;1.0;0.0;2.0;;;;212.0;;;;;;;;;;;;;;
27;305700;5 tot 10 werknemers;2011;24.0;1.0;2.0;6.0;1.0;0.0;0.0;;;148.0;;;;;;;;0.0;;;;;0.0;
28;305700;5 tot 10 werknemers;2012;27.0;1.0;2.0;1.0;5.0;1.0;0.0;0.0;187.0;;;;;;;36.0;;;0.0;;;;;0.0
29;305700;5 tot 10 werknemers;2013;20.0;0.0;1.0;1.0;1.0;5.0;1.0;0.0;143.0;136.0;0.0;0.0;;;;;;;0.0;;;;;0.0
30;305700;5 tot 10 werknemers;2014;23.0;1.0;1.0;0.0;1.0;1.0;4.0;1.0;160.0;150.0;;;;;0.0;;;;;0.0;;;;
31;305700;5 tot 10 werknemers;2015;27.0;1.0;2.0;1.0;0.0;1.0;1.0;3.0;194.0;183.0;;;;;;0.0;;;;;0.0;;;
32;305700;5 tot 10 werknemers;2016;29.0;5.0;0.0;1.0;1.0;0.0;1.0;0.0;204.0;195.0;;42.0;0.0;0.0;;;0.0;;0.0;;;0.0;;0.0
33;305700;5 tot 10 werknemers;2017;21.0;0.0;1.0;5.0;1.0;1.0;0.0;1.0;144.0;136.0;0.0;0.0;;;;;;0.0;;;;;0.0;
34;305700;5 tot 10 werknemers;2018;20.0;1.0;1.0;0.0;4.0;1.0;1.0;0.0;128.0;124.0;;;;;0.0;;;;0.0;0.0;;;;0.0
35;305700;5 tot 10 werknemers;2019;23.0;1.0;2.0;1.0;0.0;4.0;1.0;1.0;165.0;162.0;;;;;;0.0;;;;;0.0;;;
36;305700;5 tot 10 werknemers;2020;21.0;1.0;1.0;1.0;1.0;0.0;4.0;1.0;145.0;140.0;;;;;;;0.0;;;;;0.0;;
37;305700;5 tot 10 werknemers;2021;21.0;0.0;1.0;1.0;1.0;1.0;0.0;4.0;139.0;139.0;0.0;0.0;;;;;;0.0;;;;;0.0;
38;305700;5 tot 10 werknemers;2022;16.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;101.0;101.0;0.0;0.0;;;0.0;;;;0.0;0.0;;;;0.0
39;305700;10 of meer werknemers;2010;68.0;1.0;1.0;2.0;2.0;3.0;;;;;;;;;;;;;;;;;;
40;305700;10 of meer werknemers;2011;76.0;3.0;3.0;1.0;1.0;2.0;3.0;;7999.0;7980.0;;;;;;;;;;;;;;
41;305700;10 of meer werknemers;2012;70.0;4.0;3.0;3.0;1.0;1.0;2.0;3.0;;8173.0;;;;;;;;;;;;;;
42;305700;10 of meer werknemers;2013;79.0;5.0;5.0;4.0;2.0;0.0;1.0;2.0;9869.0;9844.0;;;180.0;178.0;;;0.0;;;;;0.0;;
43;305700;10 of meer werknemers;2014;78.0;3.0;0.0;3.0;4.0;2.0;0.0;1.0;10786.0;10762.0;;;0.0;0.0;;;;0.0;;;;;0.0;
44;305700;10 of meer werknemers;2015;72.0;1.0;1.0;3.0;3.0;4.0;2.0;0.0;10619.0;10603.0;;;;;;;;;0.0;;;;;0.0
45;305700;10 of meer werknemers;2016;73.0;2.0;3.0;1.0;3.0;3.0;3.0;2.0;9975.0;9960.0;;;;;;;;;;;;;;
46;305700;10 of meer werknemers;2017;73.0;0.0;0.0;2.0;1.0;1.0;3.0;3.0;8091.0;8079.0;0.0;0.0;0.0;0.0;;;;;;;;;;
47;305700;10 of meer werknemers;2018;73.0;1.0;0.0;0.0;2.0;1.0;1.0;3.0;7883.0;7869.0;;;0.0;0.0;0.0;;;;;0.0;;;;
48;305700;10 of meer werknemers;2019;72.0;4.0;0.0;1.0;0.0;2.0;1.0;1.0;;7964.0;;;0.0;0.0;;0.0;;;;;0.0;;;
49;305700;10 of meer werknemers;2020;75.0;1.0;1.0;4.0;1.0;0.0;2.0;1.0;7866.0;7858.0;;;;;;;0.0;;;;;0.0;;
50;305700;10 of meer werknemers;2021;73.0;0.0;0.0;1.0;3.0;1.0;0.0;2.0;7255.0;7255.0;0.0;0.0;0.0;0.0;;;;0.0;;;;;0.0;
51;305700;10 of meer werknemers;2022;80.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;7461.0;7459.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;;;;0.0
52;300002;Totaal;2010;23281.0;1289.0;1744.0;1235.0;1167.0;1022.0;;;730399.0;708455.0;11131.0;10295.0;16379.0;15068.0;31990.0;20877.0;31682.0;;;17171.0;11836.0;16668.0;;
53;300002;Totaal;2011;23064.0;1564.0;1826.0;1082.0;1058.0;1010.0;932.0;;728959.0;707362.0;12067.0;10989.0;21361.0;19903.0;15993.0;30913.0;20116.0;29983.0;;9971.0;16372.0;8852.0;15800.0;
54;300002;Totaal;2012;22691.0;1484.0;1870.0;1288.0;895.0;916.0;905.0;848.0;722319.0;701591.0;14024.0;13025.0;19507.0;18043.0;18652.0;14361.0;30076.0;19825.0;29060.0;11023.0;8545.0;14943.0;8181.0;14962.0
55;300002;Totaal;2013;22246.0;1314.0;1692.0;1226.0;1092.0;760.0;818.0;819.0;712345.0;692240.0;9068.0;8256.0;13350.0;12085.0;18247.0;17705.0;13172.0;29148.0;18914.0;13447.0;10168.0;7732.0;14053.0;7741.0
56;300002;Totaal;2014;21893.0;1359.0;1495.0;1116.0;1021.0;950.0;672.0;724.0;705499.0;685801.0;10333.0;9425.0;16018.0;14926.0;13296.0;18270.0;16366.0;12152.0;27558.0;8010.0;11629.0;9590.0;7223.0;13402.0
57;300002;Totaal;2015;21726.0;1297.0;1309.0;1128.0;947.0;895.0;858.0;600.0;704374.0;685011.0;7306.0;6319.0;8492.0;7523.0;20760.0;12720.0;17107.0;15679.0;12300.0;9772.0;7200.0;10853.0;9061.0;6920.0
58;300002;Totaal;2016;22047.0;1642.0;1294.0;1104.0;980.0;841.0;807.0;784.0;714949.0;695501.0;7986.0;6826.0;13109.0;12138.0;11090.0;20713.0;12566.0;16547.0;15845.0;6770.0;9053.0;6783.0;10105.0;8808.0
59;300002;Totaal;2017;22352.0;1559.0;1387.0;1423.0;951.0;855.0;759.0;741.0;724652.0;705711.0;10654.0;9543.0;9064.0;7985.0;11781.0;11059.0;20878.0;12139.0;13846.0;7185.0;6260.0;8274.0;6315.0;9597.0
60;300002;Totaal;2018;22425.0;1422.0;1445.0;1351.0;1216.0;838.0;782.0;694.0;741459.0;722319.0;7080.0;6061.0;10890.0;9786.0;14284.0;12141.0;10846.0;20784.0;12354.0;10031.0;6578.0;5952.0;8036.0;6023.0
61;300002;Totaal;2019;23644.0;2598.0;1642.0;1189.0;1155.0;1091.0;772.0;712.0;761289.0;742913.0;9206.0;8212.0;8304.0;7237.0;11076.0;14384.0;12075.0;11245.0;20930.0;6468.0;9307.0;6287.0;5675.0;7627.0
62;300002;Totaal;2020;23639.0;1559.0;;2218.0;1006.0;1009.0;992.0;718.0;758315.0;740206.0;6230.0;5257.0;;;12546.0;10705.0;13714.0;12059.0;11131.0;8544.0;5945.0;8612.0;5963.0;5506.0
63;300002;Totaal;2021;;;;;;;;;;;;;;;;;;;;;;;;
64;300002;Totaal;2022;;;;;;;;;;;;;;;;;;;;;;;;
65;300002;1 tot 5 werknemers;2010;8895.0;992.0;1229.0;897.0;849.0;652.0;;;28670.0;;2214.0;1478.0;3045.0;2009.0;5945.0;7518.0;5242.0;;;2259.0;2228.0;1785.0;;
66;300002;1 tot 5 werknemers;2011;8969.0;1250.0;1327.0;808.0;754.0;725.0;585.0;;28668.0;;2912.0;1950.0;3320.0;2148.0;2821.0;5653.0;7292.0;4993.0;;1858.0;1911.0;1920.0;1613.0;
67;300002;1 tot 5 werknemers;2012;8881.0;1187.0;1367.0;1004.0;658.0;639.0;643.0;527.0;28205.0;;2750.0;1858.0;3348.0;2157.0;3706.0;2662.0;5152.0;6955.0;4889.0;2418.0;1553.0;1624.0;1731.0;1462.0
68;300002;1 tot 5 werknemers;2013;8764.0;1047.0;1282.0;937.0;834.0;551.0;562.0;574.0;27847.0;;2366.0;1670.0;3071.0;2003.0;3615.0;3513.0;2554.0;4733.0;6636.0;2254.0;2047.0;1311.0;1450.0;1553.0
69;300002;1 tot 5 werknemers;2014;8635.0;1125.0;1138.0;876.0;769.0;720.0;483.0;487.0;27192.0;;2462.0;1635.0;2621.0;1698.0;3129.0;3434.0;3469.0;2441.0;4354.0;2032.0;1877.0;1793.0;1162.0;1261.0
70;300002;1 tot 5 werknemers;2015;8576.0;1106.0;1000.0;909.0;732.0;669.0;652.0;426.0;26870.0;17853.0;2442.0;1534.0;2344.0;1506.0;3552.0;3119.0;3461.0;3414.0;2340.0;2076.0;1723.0;1658.0;1629.0;1038.0
71;300002;1 tot 5 werknemers;2016;8767.0;1438.0;974.0;930.0;779.0;645.0;601.0;588.0;27117.0;18021.0;3033.0;1947.0;2249.0;1430.0;3623.0;3744.0;3320.0;3696.0;3479.0;2110.0;1811.0;1538.0;1506.0;1482.0
72;300002;1 tot 5 werknemers;2017;8892.0;1342.0;1127.0;1226.0;793.0;677.0;583.0;551.0;26923.0;18026.0;2793.0;1766.0;;1657.0;4327.0;3686.0;3918.0;3358.0;3682.0;2665.0;1802.0;1590.0;1389.0;1383.0
73;300002;1 tot 5 werknemers;2018;8856.0;1245.0;1128.0;1139.0;1037.0;688.0;616.0;527.0;26667.0;17907.0;2652.0;1707.0;2473.0;1522.0;3933.0;4542.0;3734.0;4020.0;3487.0;2420.0;2273.0;1572.0;1456.0;1272.0
74;300002;1 tot 5 werknemers;2019;10133.0;2338.0;1378.0;1021.0;965.0;919.0;629.0;563.0;28548.0;19827.0;4091.0;3174.0;2736.0;1785.0;3694.0;3922.0;4553.0;3950.0;4128.0;2257.0;2074.0;2029.0;1429.0;1326.0
75;300002;1 tot 5 werknemers;2020;10193.0;1389.0;;1965.0;855.0;839.0;829.0;584.0;28527.0;19831.0;2700.0;1788.0;;;5189.0;3608.0;3688.0;4405.0;4138.0;3532.0;1916.0;1812.0;1857.0;1340.0
76;300002;1 tot 5 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
77;300002;1 tot 5 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
78;300002;5 tot 10 werknemers;2010;4444.0;142.0;242.0;163.0;166.0;163.0;;;34753.0;;978.0;922.0;1760.0;1595.0;3449.0;3002.0;2983.0;;;1177.0;1286.0;1284.0;;
79;300002;5 tot 10 werknemers;2011;4293.0;147.0;218.0;131.0;142.0;143.0;150.0;;33475.0;;1012.0;960.0;1614.0;1462.0;1494.0;3153.0;2902.0;2840.0;;888.0;1038.0;1108.0;1183.0;
80;300002;5 tot 10 werknemers;2012;4205.0;143.0;202.0;130.0;115.0;128.0;130.0;140.0;32594.0;;994.0;929.0;1454.0;1313.0;1360.0;1453.0;3115.0;2773.0;2710.0;902.0;776.0;938.0;1016.0;1102.0
81;300002;5 tot 10 werknemers;2013;4147.0;129.0;203.0;138.0;115.0;103.0;118.0;121.0;32264.0;;909.0;843.0;1467.0;1349.0;1632.0;1208.0;1301.0;3022.0;2617.0;961.0;797.0;701.0;865.0;938.0
82;300002;5 tot 10 werknemers;2014;4114.0;114.0;166.0;117.0;118.0;98.0;91.0;108.0;31844.0;;797.0;756.0;1169.0;1078.0;1637.0;1605.0;1059.0;1068.0;2917.0;830.0;817.0;684.0;624.0;795.0
83;300002;5 tot 10 werknemers;2015;4056.0;96.0;147.0;105.0;106.0;102.0;86.0;82.0;31263.0;27053.0;686.0;633.0;1028.0;951.0;1204.0;1751.0;1519.0;923.0;995.0;736.0;752.0;716.0;595.0;566.0
84;300002;5 tot 10 werknemers;2016;4082.0;124.0;138.0;89.0;96.0;94.0;94.0;78.0;31559.0;27375.0;865.0;809.0;971.0;890.0;1226.0;1104.0;1798.0;1567.0;893.0;639.0;677.0;663.0;657.0;542.0
85;300002;5 tot 10 werknemers;2017;4121.0;117.0;135.0;121.0;78.0;82.0;85.0;87.0;31610.0;27555.0;768.0;721.0;944.0;861.0;1750.0;1256.0;970.0;1848.0;1634.0;847.0;563.0;570.0;596.0;614.0
86;300002;5 tot 10 werknemers;2018;4097.0;97.0;143.0;116.0;109.0;72.0;74.0;81.0;31504.0;27413.0;673.0;631.0;1010.0;931.0;1409.0;1735.0;1335.0;971.0;1898.0;756.0;767.0;523.0;519.0;568.0
87;300002;5 tot 10 werknemers;2019;4064.0;144.0;135.0;92.0;104.0;102.0;69.0;65.0;31107.0;27281.0;980.0;934.0;950.0;871.0;1266.0;1352.0;1896.0;1375.0;914.0;633.0;678.0;720.0;505.0;466.0
88;300002;5 tot 10 werknemers;2020;4054.0;90.0;;139.0;81.0;94.0;96.0;63.0;30717.0;26929.0;601.0;556.0;;;1475.0;1232.0;1311.0;1832.0;1378.0;938.0;559.0;616.0;680.0;459.0
89;300002;5 tot 10 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
90;300002;5 tot 10 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
91;300002;10 of meer werknemers;2010;9942.0;155.0;273.0;175.0;153.0;207.0;;;666976.0;659647.0;7939.0;7895.0;11574.0;11464.0;22596.0;10357.0;23457.0;;;13735.0;8322.0;13599.0;;
92;300002;10 of meer werknemers;2011;9802.0;167.0;281.0;143.0;163.0;142.0;197.0;;666816.0;659737.0;8143.0;8079.0;16427.0;16293.0;11678.0;22107.0;9922.0;22150.0;;7225.0;13423.0;5824.0;13004.0;
93;300002;10 of meer werknemers;2012;9605.0;154.0;301.0;154.0;122.0;149.0;131.0;180.0;661520.0;654841.0;10280.0;10238.0;14705.0;14573.0;13586.0;10246.0;21809.0;10097.0;21461.0;7703.0;6216.0;12381.0;5434.0;12398.0
94;300002;10 of meer werknemers;2013;9335.0;138.0;207.0;151.0;143.0;106.0;138.0;125.0;652234.0;645814.0;5793.0;5743.0;8812.0;8733.0;13000.0;12984.0;9317.0;21393.0;9661.0;10232.0;7324.0;5720.0;11738.0;5250.0
95;300002;10 of meer werknemers;2014;9144.0;120.0;191.0;123.0;134.0;132.0;98.0;129.0;646463.0;640228.0;7075.0;7035.0;12227.0;12150.0;8530.0;13231.0;11838.0;8643.0;20287.0;5148.0;8935.0;7113.0;5437.0;11346.0
96;300002;10 of meer werknemers;2015;9094.0;95.0;162.0;114.0;109.0;124.0;120.0;92.0;646241.0;640105.0;4178.0;4152.0;5119.0;5066.0;16004.0;7850.0;12127.0;11343.0;8964.0;6959.0;4725.0;8479.0;6837.0;5316.0
97;300002;10 of meer werknemers;2016;9198.0;80.0;182.0;85.0;105.0;102.0;112.0;118.0;656273.0;650105.0;4088.0;4070.0;9889.0;9818.0;6240.0;15865.0;7448.0;11284.0;11474.0;4021.0;6565.0;4582.0;7942.0;6784.0
98;300002;10 of meer werknemers;2017;9339.0;100.0;125.0;76.0;80.0;96.0;91.0;103.0;666119.0;660130.0;7092.0;7056.0;;5467.0;5704.0;6117.0;15989.0;6933.0;8530.0;3674.0;3896.0;6115.0;4330.0;7600.0
99;300002;10 of meer werknemers;2018;9472.0;80.0;174.0;96.0;70.0;78.0;92.0;86.0;683288.0;676999.0;3755.0;3722.0;7407.0;7333.0;8942.0;5864.0;5777.0;15793.0;6969.0;6855.0;3538.0;3857.0;6061.0;4183.0
100;300002;10 of meer werknemers;2019;9447.0;116.0;129.0;76.0;86.0;70.0;74.0;84.0;701634.0;695805.0;4135.0;4104.0;4618.0;4581.0;6115.0;9110.0;5625.0;5920.0;15888.0;3578.0;6556.0;3538.0;3741.0;5835.0
101;300002;10 of meer werknemers;2020;9392.0;80.0;;114.0;70.0;76.0;67.0;71.0;699072.0;693445.0;2929.0;2913.0;;;5882.0;5866.0;8714.0;5821.0;5615.0;4073.0;3470.0;6184.0;3425.0;3707.0
102;300002;10 of meer werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
103;300002;10 of meer werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
104;800011;Totaal;2010;;;;;;;;;;;;;;;;;;;;;;;;
105;800011;Totaal;2011;;;;;;;;;;;;;;;;;;;;;;;;
106;800011;Totaal;2012;;;;;;;;;;;;;;;;;;;;;;;;
107;800011;Totaal;2013;;;;;;;;;;;;;;;;;;;;;;;;
108;800011;Totaal;2014;;;;;;;;;;;;;;;;;;;;;;;;
109;800011;Totaal;2015;;;;;;;;;;;;;;;;;;;;;;;;
110;800011;Totaal;2016;;;;;;;;;;;;;;;;;;;;;;;;
111;800011;Totaal;2017;;;;;;;;;;;;;;;;;;;;;;;;
112;800011;Totaal;2018;;;;;;;;;;;;;;;;;;;;;;;;
113;800011;Totaal;2019;;;;;;;;;;;;;;;;;;;;;;;;
114;800011;Totaal;2020;;;;;;;;;;;;;;;;;;;;;;;;
115;800011;Totaal;2021;;;;;;;;;;;;;;;;;;;;;;;;
116;800011;Totaal;2022;;;;;;;;;;;;;;;;;;;;;;;;
117;800011;1 tot 5 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
118;800011;1 tot 5 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
119;800011;1 tot 5 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
120;800011;1 tot 5 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
121;800011;1 tot 5 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
122;800011;1 tot 5 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
123;800011;1 tot 5 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
124;800011;1 tot 5 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
125;800011;1 tot 5 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
126;800011;1 tot 5 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
127;800011;1 tot 5 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
128;800011;1 tot 5 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
129;800011;1 tot 5 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
130;800011;5 tot 10 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
131;800011;5 tot 10 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
132;800011;5 tot 10 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
133;800011;5 tot 10 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
134;800011;5 tot 10 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
135;800011;5 tot 10 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
136;800011;5 tot 10 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
137;800011;5 tot 10 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
138;800011;5 tot 10 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
139;800011;5 tot 10 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
140;800011;5 tot 10 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
141;800011;5 tot 10 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
142;800011;5 tot 10 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
143;800011;10 of meer werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
144;800011;10 of meer werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
145;800011;10 of meer werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
146;800011;10 of meer werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
147;800011;10 of meer werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
148;800011;10 of meer werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
149;800011;10 of meer werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
150;800011;10 of meer werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
151;800011;10 of meer werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
152;800011;10 of meer werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
153;800011;10 of meer werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
154;800011;10 of meer werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
155;800011;10 of meer werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
156;305800;Totaal;2010;;;;;;;;;;;;;;;;;;;;;;;;
157;305800;Totaal;2011;;;;;;;;;;;;;;;;;;;;;;;;
158;305800;Totaal;2012;;;;;;;;;;;;;;;;;;;;;;;;
159;305800;Totaal;2013;;;;;;;;;;;;;;;;;;;;;;;;
160;305800;Totaal;2014;;;;;;;;;;;;;;;;;;;;;;;;
161;305800;Totaal;2015;;;;;;;;;;;;;;;;;;;;;;;;
162;305800;Totaal;2016;;;;;;;;;;;;;;;;;;;;;;;;
163;305800;Totaal;2017;;;;;;;;;;;;;;;;;;;;;;;;
164;305800;Totaal;2018;;;;;;;;;;;;;;;;;;;;;;;;
165;305800;Totaal;2019;;;;;;;;;;;;;;;;;;;;;;;;
166;305800;Totaal;2020;;;;;;;;;;;;;;;;;;;;;;;;
167;305800;Totaal;2021;;;;;;;;;;;;;;;;;;;;;;;;
168;305800;Totaal;2022;;;;;;;;;;;;;;;;;;;;;;;;
169;305800;1 tot 5 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
170;305800;1 tot 5 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
171;305800;1 tot 5 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
172;305800;1 tot 5 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
173;305800;1 tot 5 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
174;305800;1 tot 5 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
175;305800;1 tot 5 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
176;305800;1 tot 5 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
177;305800;1 tot 5 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
178;305800;1 tot 5 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
