ID;Cijfersoort;RegioS;Perioden;ZeerGoedGoed_1;PsychischOngezond_2;HogeBloeddruk_3;Gewrichtsslijtage_4;OoitBeroerteGehad_5;OoitHartinfarctGehad_6;ChronischeLuchtwegklachten_7;Rugaandoening_8;MigraineOfErnstigeHoofdpijn_9;SuikerziekteTotaal_10;SuikerziekteType1_11;SuikerziekteType2_12;Minimaal1Aandoening_13;k_1Aandoening_14;k_2Aandoeningen_15;k_3Aandoeningen_16;Minstens1Malaiseklacht_17;Moeheid_18;Slapeloosheid_19;k_1OfMeerBeperkingen_20;BeperkingInBewegen_21;DrinktNooitAlcohol_22;ZwareDrinker_23;Anticonceptiepil_24;VoldoenAanNormGezondBewegen_25;Rokers_26;ZwareRokers_27;Ondergewicht_28;Overgewicht_29;ErnstigOvergewicht_30;OvergewichtKinderen_31;ContactMetHuisarts_32;ContactMetMedischSpecialist_33;ContactMetTandarts_34;ContactMetFysioEnOefentherapeut_35;VoorgeschrevenMedicijnen_36;NietVoorgeschrevenMedicijnen_37
18;Waargenomen;'s Gravenhage;2008/2011;79.3;11.7;15.7;13.1;2.9;2.4;8.6;7.9;14.2;5.4;0.4;5.0;47.0;22.8;9.7;14.4;72.4;51.6;24.1;13.7;7.3;29.8;5.7;35.0;51.9;27.5;6.2;2.4;45.5;12.6;20.2;74.6;41.1;75.1;20.7;36.2;40.5
19;Waargenomen;Rotterdam;2008/2011;77.5;12.3;14.0;13.7;3.8;2.8;8.1;8.2;13.5;5.6;0.7;4.9;47.0;22.8;11.6;12.5;71.3;49.0;24.5;15.1;10.0;29.5;6.1;36.2;48.8;30.4;6.7;1.7;48.4;13.4;17.0;73.0;40.6;73.2;20.2;37.1;38.5
20;Waargenomen;Utrecht;2008/2011;82.2;12.6;11.3;6.6;2.0;1.7;7.1;8.1;14.6;5.0;0.9;4.1;42.3;22.8;9.0;10.5;74.5;53.6;22.2;10.1;6.2;16.7;10.1;42.4;58.1;29.2;4.8;2.2;34.6;7.8;16.5;72.5;34.7;76.2;20.8;31.0;40.1
21;Waargenomen;GGD Groningen (GG);2008/2011;80.5;8.6;14.9;11.4;1.8;2.9;9.1;6.1;12.9;3.8;0.7;3.1;45.8;21.9;13.6;10.2;69.3;42.1;21.3;10.3;4.7;21.7;10.7;42.1;62.8;29.7;6.2;1.5;51.5;12.3;13.1;70.1;40.6;78.1;19.2;38.4;37.8
22;Waargenomen;GGD Fryslân (GG);2008/2011;82.2;7.7;16.0;11.6;2.4;2.5;7.4;8.6;13.7;4.2;0.9;3.3;49.3;24.7;13.3;11.3;68.5;44.0;19.3;11.7;6.9;19.8;10.2;40.4;60.8;30.3;5.9;1.7;45.7;10.0;12.0;69.1;37.7;74.5;20.5;38.1;34.7
23;Waargenomen;GGD Drenthe (GG);2008/2011;81.2;8.9;16.4;13.7;1.8;3.1;7.2;8.7;13.5;4.7;0.9;3.8;48.3;23.5;12.1;12.8;67.2;39.1;20.9;14.5;8.7;23.3;8.6;35.9;58.9;28.5;4.5;0.5;52.9;13.0;11.7;70.6;38.8;77.2;20.7;36.4;33.8
24;Waargenomen;GGD IJsselland (GG);2008/2011;83.1;7.4;15.6;11.4;1.7;1.7;7.0;7.5;13.6;3.9;0.9;3.0;46.0;24.8;11.8;9.5;65.0;40.4;19.0;10.4;5.0;18.5;10.8;31.2;57.5;26.5;6.4;1.7;49.8;11.5;12.5;68.4;34.7;78.8;18.2;35.0;33.4
25;Waargenomen;GGD Regio Twente (GG);2008/2011;80.1;8.3;17.1;14.4;1.8;3.3;7.8;9.8;11.9;4.5;0.7;3.8;48.3;22.0;12.7;13.6;66.6;42.5;20.6;14.9;8.8;19.5;12.7;37.9;60.6;26.8;4.7;1.3;49.2;12.7;12.6;72.9;37.7;78.5;24.4;38.8;34.7
26;Waargenomen;GGD Gelre-IJssel (GG);2008/2011;82.0;8.8;15.4;13.7;2.0;1.8;7.8;9.0;10.6;4.2;1.1;3.1;45.8;23.6;10.0;12.2;66.7;42.8;18.4;12.9;7.1;20.1;9.9;39.8;58.7;25.2;5.4;1.5;50.8;12.4;13.2;70.0;37.9;79.2;20.7;37.7;35.7
27;Waargenomen;Hulpverlening Gelderland-Midden (GG);2008/2011;81.0;9.2;14.4;13.4;2.0;2.9;6.7;8.5;12.4;3.9;0.5;3.4;46.1;23.0;10.9;12.1;68.2;43.3;22.0;11.4;5.6;20.9;6.4;37.1;54.7;24.4;4.6;0.8;47.6;11.2;13.5;71.8;38.4;80.4;20.8;38.2;36.1
28;Waargenomen;GGD Rivierenland (GG);2008/2011;79.8;11.3;14.2;15.4;3.4;2.8;9.4;8.4;13.8;3.3;1.2;2.0;49.1;22.3;12.6;14.2;67.6;44.5;21.3;20.5;12.0;24.7;7.1;38.9;49.8;27.5;5.0;1.8;50.0;9.4;13.6;74.8;39.6;78.6;22.4;37.2;40.2
29;Waargenomen;GGD Regio Nijmegen (GG);2008/2011;80.8;10.6;16.6;11.7;2.0;2.4;8.0;7.8;13.4;4.9;2.2;2.7;46.5;19.7;13.7;13.1;71.0;46.2;23.4;11.6;5.7;17.2;12.8;48.1;60.7;24.0;4.8;2.0;48.1;13.2;12.8;74.8;42.1;80.0;22.3;37.5;34.4
30;Waargenomen;GGD Flevoland (GG);2008/2011;82.0;12.2;15.3;11.8;3.1;3.5;9.8;9.8;14.7;3.1;0.4;2.7;48.0;24.4;10.8;12.9;69.7;48.0;22.9;13.7;8.6;23.8;7.2;37.6;52.5;26.0;7.6;1.0;51.3;14.9;16.5;73.2;40.3;79.8;19.9;36.9;37.8
31;Waargenomen;GG en GD Utrecht (GG);2008/2011;82.2;12.6;11.3;6.6;2.0;1.7;7.1;8.1;14.6;5.0;0.9;4.1;42.3;22.8;9.0;10.5;74.5;53.6;22.2;10.1;6.2;16.7;10.1;42.4;58.1;29.2;4.8;2.2;34.6;7.8;16.5;72.5;34.7;76.2;20.8;31.0;40.1
32;Waargenomen;GGD Midden-Nederland (GG);2008/2011;81.8;10.0;15.8;12.0;1.6;2.2;7.7;8.0;13.1;2.9;0.6;2.3;46.0;23.3;10.2;12.5;69.8;44.5;20.5;10.7;5.9;20.2;7.1;32.5;59.3;24.2;4.9;2.2;44.4;10.7;9.4;72.2;38.2;80.9;22.3;36.3;39.2
33;Waargenomen;GGD Hollands-Noorden (GG);2008/2011;80.0;9.5;14.6;12.3;1.8;2.5;7.4;8.0;11.4;4.7;1.1;3.6;45.2;22.0;12.7;10.5;70.0;44.4;22.3;12.1;7.2;18.0;12.7;42.4;60.4;27.7;5.6;2.0;48.8;10.0;9.4;71.7;38.2;80.2;21.1;36.1;36.9
34;Waargenomen;GGD Kennemerland (GG);2008/2011;82.9;9.6;14.5;12.0;2.6;1.5;6.9;8.1;12.0;3.6;0.6;3.0;45.1;23.3;11.5;10.3;71.3;47.3;21.3;11.3;6.9;18.8;9.3;40.2;59.1;25.0;6.4;1.5;43.5;10.2;13.1;74.2;41.9;80.8;22.8;36.2;39.1
35;Waargenomen;GGD Zaanstreek/Waterland (GG);2008/2011;79.9;10.2;18.3;13.3;1.3;1.3;7.8;10.2;16.7;3.9;0.9;3.0;53.0;25.0;14.9;13.1;71.2;47.6;22.9;11.9;5.9;19.6;10.5;36.1;55.7;23.7;4.4;1.1;51.2;12.1;16.6;72.9;44.4;80.5;25.6;38.9;38.0
36;Waargenomen;GGD Amsterdam (GG);2008/2011;81.1;13.4;16.2;11.0;2.2;2.0;7.9;9.0;13.2;5.0;1.0;4.0;47.7;24.3;10.8;12.6;70.8;46.8;23.1;13.2;7.9;19.3;12.1;35.1;57.5;27.6;5.9;1.9;40.6;9.5;18.0;75.9;41.8;75.9;22.4;38.3;40.4
37;Waargenomen;GGD Gooi en Vechtstreek (GG);2008/2011;82.2;10.1;16.1;13.0;2.4;2.1;7.6;9.9;10.0;4.1;0.6;3.6;46.4;25.0;10.7;10.7;70.5;43.9;23.0;12.8;6.7;19.5;10.2;39.0;59.3;24.9;7.5;3.0;44.6;10.1;11.5;72.4;40.3;80.4;23.3;36.9;40.6
38;Waargenomen;GGD Den Haag (GG);2008/2011;79.3;11.7;15.7;13.1;2.9;2.4;8.6;7.9;14.2;5.4;0.4;5.0;47.0;22.8;9.7;14.4;72.4;51.6;24.1;13.7;7.3;29.8;5.7;35.0;51.9;27.5;6.2;2.4;45.5;12.6;20.2;74.6;41.1;75.1;20.7;36.2;40.5
39;Waargenomen;GGD Zuid-Holland-West (GG);2008/2011;80.7;10.4;15.7;12.8;2.5;1.6;7.2;8.4;13.0;3.4;0.6;2.8;45.8;22.9;10.6;12.2;70.9;46.3;19.9;13.6;7.9;20.9;8.1;42.6;57.5;24.2;4.5;1.5;46.5;10.5;10.8;71.8;40.9;79.0;23.0;37.6;37.8
40;Waargenomen;GGD Hollands-Midden (GG);2008/2011;82.8;8.1;16.5;12.1;2.0;1.9;7.2;7.3;13.2;3.9;1.0;2.9;46.6;23.8;11.5;11.4;67.5;42.1;20.0;10.8;6.3;21.8;10.7;38.8;58.2;24.8;4.9;1.5;46.7;11.9;13.2;72.7;39.1;79.9;22.1;38.7;39.0
41;Waargenomen;GGD Rotterdam-Rijnmond (GG);2008/2011;79.5;11.0;14.8;14.7;3.1;2.7;7.1;8.2;14.8;4.7;0.9;3.8;48.3;24.1;11.7;12.5;69.4;45.4;22.7;13.3;8.4;25.7;6.6;36.3;51.1;28.4;6.3;1.5;50.4;12.0;15.1;72.6;40.0;77.1;20.7;38.6;36.2
42;Waargenomen;GGD Zuid-Holland-Zuid (GG);2008/2011;81.7;9.2;14.9;11.4;2.5;1.1;6.2;6.4;11.9;3.8;0.6;3.2;43.8;24.5;9.7;9.6;68.0;42.9;19.9;9.9;6.2;24.3;6.3;34.1;56.3;26.2;4.8;0.9;50.7;13.8;13.4;71.9;37.1;79.4;19.9;38.8;36.3
43;Waargenomen;GGD Zeeland (GG);2008/2011;79.2;6.9;16.1;17.2;2.2;2.6;8.3;10.0;12.5;4.8;1.0;3.8;49.2;22.1;13.2;13.9;64.9;40.1;21.6;13.4;8.6;20.5;6.9;38.6;56.8;22.9;5.4;0.7;50.7;11.6;17.3;71.2;40.3;75.3;20.3;40.0;31.8
44;Waargenomen;GGD West-Brabant (GG);2008/2011;78.3;9.3;15.3;15.2;2.5;2.7;9.1;9.5;11.1;5.3;0.8;4.5;49.0;23.9;11.2;13.9;68.5;43.3;20.7;15.8;9.6;23.0;9.4;41.6;54.6;24.8;6.1;1.6;48.2;11.0;13.2;77.0;41.8;75.7;21.3;40.9;36.3
45;Waargenomen;GGD Hart voor Brabant (GG);2008/2011;80.0;10.0;15.2;13.6;3.3;3.1;7.8;9.3;14.5;4.2;0.8;3.4;48.6;23.8;11.2;13.7;66.3;40.7;20.6;14.3;8.5;19.8;12.5;37.3;55.4;26.4;5.6;1.4;48.4;11.3;11.2;72.5;40.5;80.1;22.4;37.8;32.8
46;Waargenomen;GGD Brabant-Zuidoost (GG);2008/2011;79.5;10.9;13.9;12.2;2.7;3.1;7.6;9.7;11.9;4.4;1.0;3.4;45.4;23.1;10.9;11.5;69.2;43.9;21.2;11.6;6.0;17.6;13.3;35.6;58.1;24.5;5.5;2.1;46.7;11.6;11.2;74.6;41.8;78.5;22.2;37.8;33.4
47;Waargenomen;GGD Limburg-Noord (GG);2008/2011;78.4;10.9;16.6;15.2;4.2;4.2;7.5;10.9;13.4;4.7;1.1;3.6;47.4;21.3;10.3;15.8;67.9;40.6;22.8;16.4;9.5;22.4;12.5;38.4;60.1;24.2;5.8;2.2;48.9;11.2;13.1;72.7;41.5;76.5;21.8;39.0;34.2
48;Waargenomen;GGD Zuid-Limburg (GG);2008/2011;72.9;14.5;18.7;16.8;2.3;4.3;8.6;12.2;15.7;5.1;1.2;3.8;52.4;21.2;13.8;17.3;74.2;48.3;26.4;17.9;11.2;22.3;10.3;44.1;50.6;27.2;6.1;2.5;52.5;14.8;14.5;77.2;43.8;78.4;23.7;43.1;38.3
49;Standaardfout;Nederland;2008/2011;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.2;0.1;0.0;0.1;0.2;0.2;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.2;0.5;0.3;0.2;0.1;0.1;0.3;0.2;0.4;0.2;0.2;0.2;0.2;0.2;0.2
50;Standaardfout;Noord-Nederland (LD);2008/2011;0.5;0.5;0.7;0.6;0.3;0.3;0.4;0.4;0.5;0.3;0.1;0.3;0.7;0.6;0.5;0.5;0.7;0.7;0.6;0.6;0.5;0.8;0.6;1.4;1.0;0.7;0.3;0.2;0.8;0.5;1.1;0.6;0.7;0.6;0.6;0.7;0.7
51;Standaardfout;Oost-Nederland (LD);2008/2011;0.4;0.4;0.5;0.5;0.2;0.2;0.3;0.3;0.3;0.2;0.1;0.2;0.5;0.4;0.3;0.3;0.5;0.5;0.4;0.5;0.3;0.5;0.4;1.0;0.7;0.5;0.2;0.1;0.6;0.4;0.8;0.4;0.5;0.4;0.4;0.5;0.5
52;Standaardfout;West-Nederland (LD);2008/2011;0.3;0.3;0.3;0.3;0.1;0.1;0.2;0.2;0.2;0.1;0.1;0.1;0.3;0.3;0.2;0.2;0.3;0.3;0.3;0.3;0.2;0.4;0.3;0.6;0.5;0.3;0.2;0.1;0.4;0.2;0.5;0.3;0.3;0.3;0.3;0.3;0.3
53;Standaardfout;Zuid-Nederland (LD);2008/2011;0.4;0.4;0.5;0.5;0.2;0.2;0.3;0.3;0.3;0.2;0.1;0.2;0.5;0.4;0.3;0.4;0.5;0.5;0.4;0.5;0.4;0.5;0.4;1.0;0.7;0.5;0.2;0.2;0.6;0.4;0.8;0.4;0.5;0.4;0.4;0.5;0.5
54;Standaardfout;Groningen (PV);2008/2011;1.0;0.9;1.2;1.0;0.4;0.5;0.7;0.6;0.8;0.5;0.2;0.4;1.2;1.0;0.9;0.8;1.1;1.2;1.0;1.0;0.7;1.4;1.0;2.4;1.6;1.2;0.6;0.3;1.4;0.9;2.1;1.1;1.2;1.0;1.0;1.2;1.2
55;Standaardfout;Friesland (PV);2008/2011;0.9;0.9;1.1;1.0;0.5;0.5;0.6;0.7;0.8;0.5;0.2;0.4;1.2;1.0;0.8;0.7;1.1;1.2;0.9;1.0;0.8;1.2;1.0;2.4;1.6;1.1;0.6;0.3;1.3;0.8;1.8;1.1;1.1;1.0;0.9;1.1;1.1
56;Standaardfout;Drenthe (PV);2008/2011;1.0;1.0;1.3;1.2;0.5;0.6;0.7;0.8;0.9;0.6;0.3;0.5;1.3;1.1;0.9;0.9;1.3;1.3;1.1;1.2;1.0;1.5;1.0;2.8;1.8;1.3;0.6;0.2;1.5;1.0;2.0;1.2;1.3;1.1;1.1;1.3;1.2
57;Standaardfout;Overijssel (PV);2008/2011;0.7;0.7;0.9;0.8;0.3;0.4;0.5;0.5;0.6;0.4;0.2;0.3;0.9;0.8;0.6;0.6;0.8;0.9;0.7;0.8;0.6;0.9;0.8;1.7;1.2;0.8;0.4;0.2;1.0;0.7;1.4;0.8;0.8;0.7;0.7;0.8;0.8
58;Standaardfout;Flevoland (PV);2008/2011;1.1;1.4;1.5;1.3;0.7;0.8;0.9;0.9;1.1;0.5;0.2;0.5;1.5;1.3;1.0;1.0;1.4;1.5;1.3;1.4;1.2;1.8;1.1;2.9;2.3;1.4;0.9;0.3;1.8;1.2;2.5;1.3;1.4;1.2;1.2;1.4;1.4
59;Standaardfout;Gelderland (PV);2008/2011;0.5;0.5;0.6;0.6;0.3;0.3;0.4;0.4;0.4;0.3;0.1;0.2;0.7;0.6;0.4;0.4;0.6;0.7;0.5;0.6;0.4;0.7;0.5;1.3;0.9;0.6;0.3;0.2;0.8;0.5;1.0;0.6;0.6;0.5;0.5;0.6;0.6
60;Standaardfout;Utrecht (PV);2008/2011;0.6;0.7;0.8;0.7;0.3;0.3;0.5;0.5;0.6;0.3;0.1;0.3;0.9;0.7;0.5;0.6;0.8;0.8;0.7;0.7;0.5;0.9;0.6;1.6;1.2;0.8;0.4;0.3;1.0;0.6;1.2;0.7;0.8;0.7;0.7;0.8;0.8
61;Standaardfout;Noord-Holland (PV);2008/2011;0.4;0.5;0.6;0.5;0.2;0.2;0.3;0.3;0.4;0.2;0.1;0.2;0.6;0.5;0.4;0.4;0.5;0.6;0.5;0.5;0.4;0.6;0.5;1.1;0.8;0.5;0.3;0.2;0.6;0.4;1.0;0.5;0.6;0.5;0.5;0.5;0.5
62;Standaardfout;Zuid-Holland (PV);2008/2011;0.4;0.4;0.5;0.5;0.2;0.2;0.3;0.3;0.3;0.2;0.1;0.2;0.5;0.4;0.3;0.3;0.5;0.5;0.4;0.4;0.4;0.6;0.4;1.0;0.7;0.5;0.2;0.1;0.6;0.4;0.8;0.4;0.5;0.4;0.4;0.5;0.5
63;Standaardfout;Zeeland (PV);2008/2011;1.2;1.1;1.5;1.5;0.6;0.6;0.9;0.9;1.0;0.7;0.3;0.6;1.6;1.3;1.1;1.1;1.4;1.5;1.2;1.4;1.2;1.7;1.0;3.3;2.1;1.3;0.7;0.3;1.7;1.1;2.7;1.3;1.5;1.3;1.2;1.5;1.4
64;Standaardfout;Noord-Brabant (PV);2008/2011;0.5;0.5;0.6;0.5;0.3;0.3;0.3;0.4;0.4;0.3;0.1;0.2;0.6;0.5;0.4;0.4;0.6;0.6;0.5;0.6;0.4;0.6;0.5;1.2;0.8;0.5;0.3;0.2;0.7;0.4;0.9;0.5;0.6;0.5;0.5;0.6;0.6
65;Standaardfout;Limburg (PV);2008/2011;0.7;0.8;0.9;0.8;0.4;0.5;0.5;0.6;0.6;0.4;0.2;0.3;0.9;0.7;0.6;0.7;0.8;0.9;0.8;0.9;0.7;1.0;0.7;1.9;1.2;0.8;0.4;0.3;1.0;0.7;1.5;0.7;0.9;0.7;0.7;0.9;0.8
66;Standaardfout;Amsterdam;2008/2011;0.8;1.1;1.1;0.9;0.4;0.4;0.6;0.6;0.8;0.5;0.2;0.4;1.1;0.9;0.7;0.7;1.0;1.1;0.9;1.0;0.8;1.2;1.0;2.0;1.5;1.0;0.5;0.3;1.2;0.7;2.1;0.9;1.0;0.9;0.9;1.0;1.0
67;Standaardfout;'s Gravenhage;2008/2011;1.1;1.2;1.3;1.2;0.6;0.6;0.8;0.7;1.0;0.6;0.2;0.6;1.4;1.2;0.8;1.0;1.2;1.3;1.2;1.3;0.9;1.7;0.9;2.4;2.0;1.3;0.7;0.5;1.5;1.0;2.7;1.1;1.3;1.1;1.1;1.3;1.3
68;Standaardfout;Rotterdam;2008/2011;1.0;1.1;1.1;1.1;0.6;0.5;0.7;0.7;0.8;0.6;0.2;0.5;1.2;1.0;0.8;0.8;1.1;1.2;1.1;1.2;1.0;1.5;0.8;2.2;1.7;1.2;0.6;0.4;1.4;1.0;2.1;1.1;1.2;1.1;1.0;1.1;1.2
69;Standaardfout;Utrecht;2008/2011;1.3;1.6;1.5;1.2;0.7;0.6;0.9;1.0;1.2;0.8;0.3;0.7;1.7;1.5;1.0;1.1;1.5;1.7;1.4;1.4;1.1;1.8;1.4;2.8;2.4;1.6;0.8;0.6;1.8;1.0;3.5;1.5;1.6;1.4;1.3;1.5;1.6
70;Standaardfout;GGD Groningen (GG);2008/2011;1.0;0.9;1.2;1.0;0.4;0.5;0.7;0.6;0.8;0.5;0.2;0.4;1.2;1.0;0.9;0.8;1.1;1.2;1.0;1.0;0.7;1.4;1.0;2.4;1.6;1.2;0.6;0.3;1.4;0.9;2.1;1.1;1.2;1.0;1.0;1.2;1.2
71;Standaardfout;GGD Fryslân (GG);2008/2011;0.9;0.9;1.1;1.0;0.5;0.5;0.6;0.7;0.8;0.5;0.2;0.4;1.2;1.0;0.8;0.7;1.1;1.2;0.9;1.0;0.8;1.2;1.0;2.4;1.6;1.1;0.6;0.3;1.3;0.8;1.8;1.1;1.1;1.0;0.9;1.1;1.1
72;Standaardfout;GGD Drenthe (GG);2008/2011;1.0;1.0;1.3;1.2;0.5;0.6;0.7;0.8;0.9;0.6;0.3;0.5;1.3;1.1;0.9;0.9;1.3;1.3;1.1;1.2;1.0;1.5;1.0;2.8;1.8;1.3;0.6;0.2;1.5;1.0;2.0;1.2;1.3;1.1;1.1;1.3;1.2
73;Standaardfout;GGD IJsselland (GG);2008/2011;0.9;0.9;1.3;1.1;0.5;0.5;0.7;0.7;0.9;0.5;0.2;0.5;1.3;1.1;0.9;0.8;1.2;1.3;1.0;1.1;0.8;1.4;1.1;2.5;1.8;1.2;0.7;0.4;1.5;0.9;2.0;1.2;1.2;1.0;1.0;1.2;1.2
