ID;NederlandseZeehavens;Vervoerstromen;SoortLading;Perioden;OvergeslagenBrutogewicht_1
87;Totaal;Aan- en afvoer;Droge bulk;2016 3e kwartaal;35502.0
88;Totaal;Aan- en afvoer;Droge bulk;2016 4e kwartaal;37194.0
89;Totaal;Aan- en afvoer;Droge bulk;2016;140047.0
90;Totaal;Aan- en afvoer;Droge bulk;2017 1e kwartaal;37816.0
91;Totaal;Aan- en afvoer;Droge bulk;2017 2e kwartaal;34865.0
92;Totaal;Aan- en afvoer;Droge bulk;2017 3e kwartaal;34121.0
93;Totaal;Aan- en afvoer;Droge bulk;2017 4e kwartaal;32934.0
94;Totaal;Aan- en afvoer;Droge bulk;2017;139737.0
95;Totaal;Aan- en afvoer;Droge bulk;2018 1e kwartaal;35059.0
96;Totaal;Aan- en afvoer;Droge bulk;2018 2e kwartaal;32829.0
97;Totaal;Aan- en afvoer;Droge bulk;2018 3e kwartaal;33730.0
98;Totaal;Aan- en afvoer;Droge bulk;2018 4e kwartaal;36259.0
99;Totaal;Aan- en afvoer;Droge bulk;2018;137877.0
100;Totaal;Aan- en afvoer;Droge bulk;2019 1e kwartaal;35093.0
101;Totaal;Aan- en afvoer;Droge bulk;2019 2e kwartaal;34067.0
102;Totaal;Aan- en afvoer;Droge bulk;2019 3e kwartaal;33349.0
103;Totaal;Aan- en afvoer;Droge bulk;2019 4e kwartaal;33919.0
104;Totaal;Aan- en afvoer;Droge bulk;2019;136428.0
105;Totaal;Aan- en afvoer;Droge bulk;2020 1e kwartaal;30209.0
106;Totaal;Aan- en afvoer;Droge bulk;2020 2e kwartaal;26260.0
107;Totaal;Aan- en afvoer;Droge bulk;2020 3e kwartaal;26811.0
108;Totaal;Aan- en afvoer;Droge bulk;2020 4e kwartaal;29932.0
109;Totaal;Aan- en afvoer;Droge bulk;2020;113212.0
110;Totaal;Aan- en afvoer;Droge bulk;2021 1e kwartaal;32475.0
111;Totaal;Aan- en afvoer;Droge bulk;2021 2e kwartaal;32731.0
112;Totaal;Aan- en afvoer;Droge bulk;2021 3e kwartaal;33303.0
113;Totaal;Aan- en afvoer;Droge bulk;2021 4e kwartaal;34774.0
114;Totaal;Aan- en afvoer;Droge bulk;2021;133283.0
115;Totaal;Aan- en afvoer;Droge bulk;2022 1e kwartaal;34177.0
116;Totaal;Aan- en afvoer;Droge bulk;2022 2e kwartaal;36769.0
117;Totaal;Aan- en afvoer;Droge bulk;2022 3e kwartaal;35649.0
118;Totaal;Aan- en afvoer;Droge bulk;2022 4e kwartaal;34389.0
119;Totaal;Aan- en afvoer;Droge bulk;2022;140984.0
120;Totaal;Aan- en afvoer;Natte bulk;2011 1e kwartaal;63015.0
121;Totaal;Aan- en afvoer;Natte bulk;2011 2e kwartaal;60766.0
122;Totaal;Aan- en afvoer;Natte bulk;2011 3e kwartaal;64182.0
123;Totaal;Aan- en afvoer;Natte bulk;2011 4e kwartaal;62237.0
124;Totaal;Aan- en afvoer;Natte bulk;2011;250200.0
125;Totaal;Aan- en afvoer;Natte bulk;2012 1e kwartaal;68617.0
126;Totaal;Aan- en afvoer;Natte bulk;2012 2e kwartaal;67352.0
127;Totaal;Aan- en afvoer;Natte bulk;2012 3e kwartaal;66863.0
128;Totaal;Aan- en afvoer;Natte bulk;2012 4e kwartaal;67602.0
129;Totaal;Aan- en afvoer;Natte bulk;2012;270433.0
130;Totaal;Aan- en afvoer;Natte bulk;2013 1e kwartaal;65984.0
131;Totaal;Aan- en afvoer;Natte bulk;2013 2e kwartaal;65505.0
132;Totaal;Aan- en afvoer;Natte bulk;2013 3e kwartaal;65204.0
133;Totaal;Aan- en afvoer;Natte bulk;2013 4e kwartaal;61874.0
134;Totaal;Aan- en afvoer;Natte bulk;2013;258567.0
135;Totaal;Aan- en afvoer;Natte bulk;2014 1e kwartaal;64946.0
136;Totaal;Aan- en afvoer;Natte bulk;2014 2e kwartaal;64717.0
137;Totaal;Aan- en afvoer;Natte bulk;2014 3e kwartaal;64176.0
138;Totaal;Aan- en afvoer;Natte bulk;2014 4e kwartaal;66762.0
139;Totaal;Aan- en afvoer;Natte bulk;2014;260601.0
140;Totaal;Aan- en afvoer;Natte bulk;2015 1e kwartaal;69654.0
141;Totaal;Aan- en afvoer;Natte bulk;2015 2e kwartaal;72890.0
142;Totaal;Aan- en afvoer;Natte bulk;2015 3e kwartaal;67580.0
143;Totaal;Aan- en afvoer;Natte bulk;2015 4e kwartaal;68357.0
144;Totaal;Aan- en afvoer;Natte bulk;2015;278481.0
145;Totaal;Aan- en afvoer;Natte bulk;2016 1e kwartaal;72377.0
146;Totaal;Aan- en afvoer;Natte bulk;2016 2e kwartaal;69249.0
147;Totaal;Aan- en afvoer;Natte bulk;2016 3e kwartaal;69910.0
148;Totaal;Aan- en afvoer;Natte bulk;2016 4e kwartaal;69825.0
149;Totaal;Aan- en afvoer;Natte bulk;2016;281361.0
150;Totaal;Aan- en afvoer;Natte bulk;2017 1e kwartaal;71600.0
151;Totaal;Aan- en afvoer;Natte bulk;2017 2e kwartaal;69047.0
152;Totaal;Aan- en afvoer;Natte bulk;2017 3e kwartaal;65254.0
153;Totaal;Aan- en afvoer;Natte bulk;2017 4e kwartaal;66744.0
154;Totaal;Aan- en afvoer;Natte bulk;2017;272645.0
155;Totaal;Aan- en afvoer;Natte bulk;2018 1e kwartaal;73063.0
156;Totaal;Aan- en afvoer;Natte bulk;2018 2e kwartaal;65096.0
157;Totaal;Aan- en afvoer;Natte bulk;2018 3e kwartaal;68187.0
158;Totaal;Aan- en afvoer;Natte bulk;2018 4e kwartaal;68853.0
159;Totaal;Aan- en afvoer;Natte bulk;2018;275199.0
160;Totaal;Aan- en afvoer;Natte bulk;2019 1e kwartaal;74501.0
161;Totaal;Aan- en afvoer;Natte bulk;2019 2e kwartaal;69530.0
162;Totaal;Aan- en afvoer;Natte bulk;2019 3e kwartaal;67023.0
163;Totaal;Aan- en afvoer;Natte bulk;2019 4e kwartaal;65429.0
164;Totaal;Aan- en afvoer;Natte bulk;2019;276482.0
165;Totaal;Aan- en afvoer;Natte bulk;2020 1e kwartaal;66122.0
166;Totaal;Aan- en afvoer;Natte bulk;2020 2e kwartaal;64439.0
167;Totaal;Aan- en afvoer;Natte bulk;2020 3e kwartaal;56438.0
168;Totaal;Aan- en afvoer;Natte bulk;2020 4e kwartaal;62185.0
169;Totaal;Aan- en afvoer;Natte bulk;2020;249183.0
170;Totaal;Aan- en afvoer;Natte bulk;2021 1e kwartaal;64812.0
171;Totaal;Aan- en afvoer;Natte bulk;2021 2e kwartaal;63252.0
172;Totaal;Aan- en afvoer;Natte bulk;2021 3e kwartaal;64818.0
173;Totaal;Aan- en afvoer;Natte bulk;2021 4e kwartaal;63928.0
174;Totaal;Aan- en afvoer;Natte bulk;2021;256810.0
175;Totaal;Aan- en afvoer;Natte bulk;2022 1e kwartaal;62528.0
176;Totaal;Aan- en afvoer;Natte bulk;2022 2e kwartaal;69020.0
177;Totaal;Aan- en afvoer;Natte bulk;2022 3e kwartaal;69351.0
178;Totaal;Aan- en afvoer;Natte bulk;2022 4e kwartaal;67757.0
179;Totaal;Aan- en afvoer;Natte bulk;2022;268656.0
180;Totaal;Aan- en afvoer;Container;2011 1e kwartaal;24977.0
181;Totaal;Aan- en afvoer;Container;2011 2e kwartaal;26651.0
182;Totaal;Aan- en afvoer;Container;2011 3e kwartaal;26806.0
183;Totaal;Aan- en afvoer;Container;2011 4e kwartaal;25207.0
184;Totaal;Aan- en afvoer;Container;2011;103640.0
185;Totaal;Aan- en afvoer;Container;2012 1e kwartaal;25211.0
186;Totaal;Aan- en afvoer;Container;2012 2e kwartaal;27306.0
187;Totaal;Aan- en afvoer;Container;2012 3e kwartaal;26175.0
188;Totaal;Aan- en afvoer;Container;2012 4e kwartaal;25162.0
189;Totaal;Aan- en afvoer;Container;2012;103855.0
190;Totaal;Aan- en afvoer;Container;2013 1e kwartaal;25222.0
191;Totaal;Aan- en afvoer;Container;2013 2e kwartaal;26293.0
192;Totaal;Aan- en afvoer;Container;2013 3e kwartaal;25781.0
193;Totaal;Aan- en afvoer;Container;2013 4e kwartaal;24173.0
194;Totaal;Aan- en afvoer;Container;2013;101468.0
195;Totaal;Aan- en afvoer;Container;2014 1e kwartaal;26530.0
196;Totaal;Aan- en afvoer;Container;2014 2e kwartaal;27911.0
197;Totaal;Aan- en afvoer;Container;2014 3e kwartaal;27227.0
198;Totaal;Aan- en afvoer;Container;2014 4e kwartaal;26553.0
199;Totaal;Aan- en afvoer;Container;2014;108222.0
200;Totaal;Aan- en afvoer;Container;2015 1e kwartaal;27270.0
201;Totaal;Aan- en afvoer;Container;2015 2e kwartaal;27780.0
202;Totaal;Aan- en afvoer;Container;2015 3e kwartaal;26683.0
203;Totaal;Aan- en afvoer;Container;2015 4e kwartaal;26079.0
204;Totaal;Aan- en afvoer;Container;2015;107812.0
205;Totaal;Aan- en afvoer;Container;2016 1e kwartaal;26845.0
206;Totaal;Aan- en afvoer;Container;2016 2e kwartaal;27866.0
207;Totaal;Aan- en afvoer;Container;2016 3e kwartaal;26886.0
208;Totaal;Aan- en afvoer;Container;2016 4e kwartaal;27747.0
209;Totaal;Aan- en afvoer;Container;2016;109343.0
210;Totaal;Aan- en afvoer;Container;2017 1e kwartaal;29495.0
211;Totaal;Aan- en afvoer;Container;2017 2e kwartaal;31131.0
212;Totaal;Aan- en afvoer;Container;2017 3e kwartaal;31502.0
213;Totaal;Aan- en afvoer;Container;2017 4e kwartaal;31742.0
214;Totaal;Aan- en afvoer;Container;2017;123869.0
215;Totaal;Aan- en afvoer;Container;2018 1e kwartaal;31460.0
216;Totaal;Aan- en afvoer;Container;2018 2e kwartaal;32470.0
217;Totaal;Aan- en afvoer;Container;2018 3e kwartaal;32449.0
218;Totaal;Aan- en afvoer;Container;2018 4e kwartaal;33012.0
219;Totaal;Aan- en afvoer;Container;2018;129391.0
220;Totaal;Aan- en afvoer;Container;2019 1e kwartaal;33136.0
221;Totaal;Aan- en afvoer;Container;2019 2e kwartaal;33740.0
222;Totaal;Aan- en afvoer;Container;2019 3e kwartaal;33045.0
223;Totaal;Aan- en afvoer;Container;2019 4e kwartaal;33640.0
224;Totaal;Aan- en afvoer;Container;2019;133561.0
225;Totaal;Aan- en afvoer;Container;2020 1e kwartaal;33470.0
226;Totaal;Aan- en afvoer;Container;2020 2e kwartaal;32530.0
227;Totaal;Aan- en afvoer;Container;2020 3e kwartaal;33587.0
228;Totaal;Aan- en afvoer;Container;2020 4e kwartaal;34490.0
229;Totaal;Aan- en afvoer;Container;2020;134077.0
230;Totaal;Aan- en afvoer;Container;2021 1e kwartaal;33213.0
231;Totaal;Aan- en afvoer;Container;2021 2e kwartaal;35262.0
232;Totaal;Aan- en afvoer;Container;2021 3e kwartaal;34204.0
233;Totaal;Aan- en afvoer;Container;2021 4e kwartaal;32692.0
234;Totaal;Aan- en afvoer;Container;2021;135372.0
235;Totaal;Aan- en afvoer;Container;2022 1e kwartaal;30988.0
236;Totaal;Aan- en afvoer;Container;2022 2e kwartaal;30302.0
237;Totaal;Aan- en afvoer;Container;2022 3e kwartaal;30716.0
238;Totaal;Aan- en afvoer;Container;2022 4e kwartaal;31312.0
239;Totaal;Aan- en afvoer;Container;2022;123319.0
240;Totaal;Aan- en afvoer;Roro-eenheid;2011 1e kwartaal;3849.0
241;Totaal;Aan- en afvoer;Roro-eenheid;2011 2e kwartaal;3879.0
242;Totaal;Aan- en afvoer;Roro-eenheid;2011 3e kwartaal;3859.0
243;Totaal;Aan- en afvoer;Roro-eenheid;2011 4e kwartaal;3708.0
244;Totaal;Aan- en afvoer;Roro-eenheid;2011;15295.0
245;Totaal;Aan- en afvoer;Roro-eenheid;2012 1e kwartaal;4610.0
246;Totaal;Aan- en afvoer;Roro-eenheid;2012 2e kwartaal;4442.0
247;Totaal;Aan- en afvoer;Roro-eenheid;2012 3e kwartaal;4477.0
248;Totaal;Aan- en afvoer;Roro-eenheid;2012 4e kwartaal;4465.0
249;Totaal;Aan- en afvoer;Roro-eenheid;2012;17994.0
250;Totaal;Aan- en afvoer;Roro-eenheid;2013 1e kwartaal;4021.0
251;Totaal;Aan- en afvoer;Roro-eenheid;2013 2e kwartaal;4217.0
252;Totaal;Aan- en afvoer;Roro-eenheid;2013 3e kwartaal;4355.0
253;Totaal;Aan- en afvoer;Roro-eenheid;2013 4e kwartaal;4193.0
254;Totaal;Aan- en afvoer;Roro-eenheid;2013;16786.0
255;Totaal;Aan- en afvoer;Roro-eenheid;2014 1e kwartaal;4266.0
256;Totaal;Aan- en afvoer;Roro-eenheid;2014 2e kwartaal;4152.0
257;Totaal;Aan- en afvoer;Roro-eenheid;2014 3e kwartaal;4585.0
258;Totaal;Aan- en afvoer;Roro-eenheid;2014 4e kwartaal;4224.0
259;Totaal;Aan- en afvoer;Roro-eenheid;2014;17226.0
260;Totaal;Aan- en afvoer;Roro-eenheid;2015 1e kwartaal;4453.0
261;Totaal;Aan- en afvoer;Roro-eenheid;2015 2e kwartaal;4668.0
262;Totaal;Aan- en afvoer;Roro-eenheid;2015 3e kwartaal;4950.0
263;Totaal;Aan- en afvoer;Roro-eenheid;2015 4e kwartaal;4702.0
264;Totaal;Aan- en afvoer;Roro-eenheid;2015;18774.0
265;Totaal;Aan- en afvoer;Roro-eenheid;2016 1e kwartaal;4728.0
266;Totaal;Aan- en afvoer;Roro-eenheid;2016 2e kwartaal;4982.0
267;Totaal;Aan- en afvoer;Roro-eenheid;2016 3e kwartaal;4815.0
268;Totaal;Aan- en afvoer;Roro-eenheid;2016 4e kwartaal;4724.0
269;Totaal;Aan- en afvoer;Roro-eenheid;2016;19249.0
270;Totaal;Aan- en afvoer;Roro-eenheid;2017 1e kwartaal;5060.0
271;Totaal;Aan- en afvoer;Roro-eenheid;2017 2e kwartaal;4909.0
272;Totaal;Aan- en afvoer;Roro-eenheid;2017 3e kwartaal;4835.0
273;Totaal;Aan- en afvoer;Roro-eenheid;2017 4e kwartaal;4786.0
274;Totaal;Aan- en afvoer;Roro-eenheid;2017;19589.0
275;Totaal;Aan- en afvoer;Roro-eenheid;2018 1e kwartaal;5186.0
276;Totaal;Aan- en afvoer;Roro-eenheid;2018 2e kwartaal;5045.0
277;Totaal;Aan- en afvoer;Roro-eenheid;2018 3e kwartaal;5064.0
278;Totaal;Aan- en afvoer;Roro-eenheid;2018 4e kwartaal;4635.0
279;Totaal;Aan- en afvoer;Roro-eenheid;2018;19930.0
280;Totaal;Aan- en afvoer;Roro-eenheid;2019 1e kwartaal;5525.0
281;Totaal;Aan- en afvoer;Roro-eenheid;2019 2e kwartaal;4484.0
282;Totaal;Aan- en afvoer;Roro-eenheid;2019 3e kwartaal;4725.0
283;Totaal;Aan- en afvoer;Roro-eenheid;2019 4e kwartaal;4551.0
284;Totaal;Aan- en afvoer;Roro-eenheid;2019;19285.0
285;Totaal;Aan- en afvoer;Roro-eenheid;2020 1e kwartaal;5086.0
286;Totaal;Aan- en afvoer;Roro-eenheid;2020 2e kwartaal;3670.0
287;Totaal;Aan- en afvoer;Roro-eenheid;2020 3e kwartaal;4670.0
288;Totaal;Aan- en afvoer;Roro-eenheid;2020 4e kwartaal;5459.0
289;Totaal;Aan- en afvoer;Roro-eenheid;2020;18885.0
290;Totaal;Aan- en afvoer;Roro-eenheid;2021 1e kwartaal;5094.0
291;Totaal;Aan- en afvoer;Roro-eenheid;2021 2e kwartaal;5545.0
292;Totaal;Aan- en afvoer;Roro-eenheid;2021 3e kwartaal;5182.0
293;Totaal;Aan- en afvoer;Roro-eenheid;2021 4e kwartaal;4954.0
294;Totaal;Aan- en afvoer;Roro-eenheid;2021;20776.0
295;Totaal;Aan- en afvoer;Roro-eenheid;2022 1e kwartaal;5152.0
296;Totaal;Aan- en afvoer;Roro-eenheid;2022 2e kwartaal;4911.0
297;Totaal;Aan- en afvoer;Roro-eenheid;2022 3e kwartaal;4773.0
298;Totaal;Aan- en afvoer;Roro-eenheid;2022 4e kwartaal;4695.0
299;Totaal;Aan- en afvoer;Roro-eenheid;2022;19531.0
300;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2011 1e kwartaal;8837.0
301;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2011 2e kwartaal;9381.0
302;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2011 3e kwartaal;9151.0
303;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2011 4e kwartaal;8708.0
304;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2011;36076.0
305;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2012 1e kwartaal;8663.0
306;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2012 2e kwartaal;8873.0
307;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2012 3e kwartaal;9006.0
308;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2012 4e kwartaal;8434.0
309;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2012;34975.0
310;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2013 1e kwartaal;8452.0
311;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2013 2e kwartaal;9156.0
312;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2013 3e kwartaal;8582.0
313;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2013 4e kwartaal;8733.0
314;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2013;34924.0
315;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2014 1e kwartaal;9867.0
316;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2014 2e kwartaal;9484.0
317;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2014 3e kwartaal;8960.0
318;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2014 4e kwartaal;8870.0
319;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2014;37182.0
320;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2015 1e kwartaal;13093.0
321;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2015 2e kwartaal;10961.0
322;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2015 3e kwartaal;10458.0
323;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2015 4e kwartaal;11080.0
324;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2015;45593.0
325;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2016 1e kwartaal;9232.0
326;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2016 2e kwartaal;9256.0
327;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2016 3e kwartaal;9630.0
328;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2016 4e kwartaal;10653.0
329;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2016;38771.0
330;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2017 1e kwartaal;9566.0
331;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2017 2e kwartaal;9990.0
332;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2017 3e kwartaal;9617.0
333;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2017 4e kwartaal;10797.0
334;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2017;39970.0
335;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2018 1e kwartaal;9944.0
336;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2018 2e kwartaal;10194.0
337;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2018 3e kwartaal;10392.0
338;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2018 4e kwartaal;11615.0
339;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2018;42144.0
340;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2019 1e kwartaal;10962.0
341;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2019 2e kwartaal;10212.0
342;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2019 3e kwartaal;10193.0
343;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2019 4e kwartaal;10403.0
344;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2019;41770.0
345;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2020 1e kwartaal;10291.0
346;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2020 2e kwartaal;10416.0
347;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2020 3e kwartaal;10329.0
348;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2020 4e kwartaal;11190.0
349;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2020;42226.0
350;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2021 1e kwartaal;9854.0
351;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2021 2e kwartaal;11348.0
352;Totaal;Aan- en afvoer;Stukgoed/Overig/Onbekend;2021 3e kwartaal;10939.0
