ID;TypeMaatwerkvoorziening;RegioS;Perioden;Stand_1;Instroom_2;Uitstroom_3
354;Totaal;Barendrecht;1e halfjaar 2022;3275.0;955.0;305.0
355;Totaal;Barendrecht;2e halfjaar 2022;3925.0;410.0;570.0
356;Totaal;Barendrecht;2022;3275.0;1365.0;875.0
357;Totaal;Barendrecht;1e halfjaar 2023;3665.0;670.0;405.0
358;Totaal;Barendrecht;2e halfjaar 2023;3925.0;470.0;415.0
359;Totaal;Barendrecht;2023;3665.0;1140.0;825.0
360;Totaal;Barneveld;1e halfjaar 2019;2740.0;745.0;585.0
361;Totaal;Barneveld;2e halfjaar 2019;1855.0;1160.0;575.0
362;Totaal;Barneveld;2019;2740.0;1905.0;1160.0
363;Totaal;Barneveld;1e halfjaar 2020;3075.0;440.0;345.0
364;Totaal;Barneveld;2e halfjaar 2020;3170.0;365.0;440.0
365;Totaal;Barneveld;2020;3075.0;805.0;785.0
366;Totaal;Barneveld;1e halfjaar 2021;3055.0;410.0;390.0
367;Totaal;Barneveld;2e halfjaar 2021;3080.0;400.0;355.0
368;Totaal;Barneveld;2021;3055.0;815.0;745.0
369;Totaal;Barneveld;1e halfjaar 2022;3145.0;470.0;380.0
370;Totaal;Barneveld;2e halfjaar 2022;3235.0;385.0;385.0
371;Totaal;Barneveld;2022;3145.0;855.0;770.0
372;Totaal;Barneveld;1e halfjaar 2023;3165.0;450.0;365.0
373;Totaal;Barneveld;2e halfjaar 2023;3250.0;370.0;370.0
374;Totaal;Barneveld;2023;3165.0;820.0;735.0
375;Totaal;Beek (L.);1e halfjaar 2019;1225.0;1225.0;930.0
376;Totaal;Beek (L.);2e halfjaar 2019;770.0;565.0;570.0
377;Totaal;Beek (L.);2019;1225.0;1790.0;1500.0
378;Totaal;Beek (L.);1e halfjaar 2020;1315.0;330.0;205.0
379;Totaal;Beek (L.);2e halfjaar 2020;1445.0;210.0;910.0
380;Totaal;Beek (L.);2020;1315.0;540.0;1115.0
381;Totaal;Beek (L.);1e halfjaar 2021;730.0;925.0;195.0
382;Totaal;Beek (L.);2e halfjaar 2021;1465.0;205.0;485.0
383;Totaal;Beek (L.);2021;730.0;1130.0;680.0
384;Totaal;Beek (L.);1e halfjaar 2022;1075.0;605.0;245.0
385;Totaal;Beek (L.);2e halfjaar 2022;1435.0;240.0;310.0
386;Totaal;Beek (L.);2022;1075.0;845.0;555.0
387;Totaal;Beek (L.);1e halfjaar 2023;1355.0;345.0;215.0
388;Totaal;Beek (L.);2e halfjaar 2023;1490.0;235.0;390.0
389;Totaal;Beek (L.);2023;1355.0;580.0;600.0
390;Totaal;Beekdaelen;1e halfjaar 2019;;;
391;Totaal;Beekdaelen;2e halfjaar 2019;;;
392;Totaal;Beekdaelen;2019;;;
393;Totaal;Beekdaelen;1e halfjaar 2020;3210.0;645.0;465.0
394;Totaal;Beekdaelen;2e halfjaar 2020;3385.0;465.0;520.0
395;Totaal;Beekdaelen;2020;3210.0;1110.0;985.0
396;Totaal;Beekdaelen;1e halfjaar 2021;3240.0;610.0;465.0
397;Totaal;Beekdaelen;2e halfjaar 2021;3380.0;530.0;620.0
