ID;Geslacht;Leeftijd;Migratieachtergrond;Generatie;RegioS;Perioden;BevolkingOp1Januari_1
9074;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;De Fryske Marren;2010;
9075;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;De Fryske Marren;2011;
9076;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;De Fryske Marren;2012;
9077;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;De Fryske Marren;2013;
9078;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;De Fryske Marren;2014;
9079;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;De Fryske Marren;2015;
9080;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;De Fryske Marren;2016;47594.0
9081;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;De Fryske Marren;2017;47583.0
9082;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;De Fryske Marren;2018;47503.0
9083;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;De Fryske Marren;2019;47374.0
9084;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;De Fryske Marren;2020;47335.0
9085;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;De Fryske Marren;2021;47421.0
9086;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;De Fryske Marren;2022;47288.0
9087;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gaasterlân-Sleat;2010;9812.0
9088;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gaasterlân-Sleat;2011;9747.0
9089;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gaasterlân-Sleat;2012;9713.0
9090;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gaasterlân-Sleat;2013;9703.0
9091;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gaasterlân-Sleat;2014;
9092;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gaasterlân-Sleat;2015;
9093;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gaasterlân-Sleat;2016;
9094;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gaasterlân-Sleat;2017;
9095;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gaasterlân-Sleat;2018;
9096;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gaasterlân-Sleat;2019;
9097;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gaasterlân-Sleat;2020;
9098;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gaasterlân-Sleat;2021;
9099;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gaasterlân-Sleat;2022;
9100;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geertruidenberg;2010;19272.0
9101;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geertruidenberg;2011;19502.0
9102;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geertruidenberg;2012;19630.0
9103;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geertruidenberg;2013;19634.0
9104;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geertruidenberg;2014;19641.0
9105;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geertruidenberg;2015;19613.0
9106;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geertruidenberg;2016;19643.0
9107;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geertruidenberg;2017;19457.0
9108;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geertruidenberg;2018;19395.0
9109;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geertruidenberg;2019;19297.0
9110;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geertruidenberg;2020;19245.0
9111;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geertruidenberg;2021;19390.0
9112;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geertruidenberg;2022;19469.0
9113;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldermalsen;2010;24262.0
9114;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldermalsen;2011;24192.0
9115;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldermalsen;2012;24225.0
9116;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldermalsen;2013;24094.0
9117;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldermalsen;2014;24103.0
9118;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldermalsen;2015;24076.0
9119;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldermalsen;2016;23997.0
9120;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldermalsen;2017;24178.0
9121;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldermalsen;2018;24309.0
9122;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldermalsen;2019;
9123;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldermalsen;2020;
9124;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldermalsen;2021;
9125;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldermalsen;2022;
9126;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldrop-Mierlo;2010;32506.0
9127;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldrop-Mierlo;2011;32639.0
9128;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldrop-Mierlo;2012;32736.0
9129;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldrop-Mierlo;2013;32691.0
9130;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldrop-Mierlo;2014;32709.0
9131;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldrop-Mierlo;2015;32673.0
9132;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldrop-Mierlo;2016;32603.0
9133;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldrop-Mierlo;2017;32523.0
9134;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldrop-Mierlo;2018;32551.0
9135;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldrop-Mierlo;2019;32643.0
9136;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldrop-Mierlo;2020;32604.0
9137;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldrop-Mierlo;2021;32667.0
9138;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Geldrop-Mierlo;2022;32479.0
9139;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gemert-Bakel;2010;26380.0
9140;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gemert-Bakel;2011;26497.0
9141;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gemert-Bakel;2012;26550.0
9142;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gemert-Bakel;2013;26647.0
9143;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gemert-Bakel;2014;26743.0
9144;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gemert-Bakel;2015;26807.0
9145;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gemert-Bakel;2016;26797.0
9146;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gemert-Bakel;2017;27012.0
9147;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gemert-Bakel;2018;27132.0
9148;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gemert-Bakel;2019;27135.0
9149;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gemert-Bakel;2020;27262.0
9150;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gemert-Bakel;2021;27256.0
9151;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gemert-Bakel;2022;27416.0
9152;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gennep;2010;14718.0
9153;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gennep;2011;14853.0
9154;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gennep;2012;14920.0
9155;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gennep;2013;14890.0
9156;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gennep;2014;14881.0
9157;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gennep;2015;14864.0
9158;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gennep;2016;14737.0
9159;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gennep;2017;14734.0
9160;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gennep;2018;14688.0
9161;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gennep;2019;14667.0
9162;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gennep;2020;14533.0
9163;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gennep;2021;14540.0
9164;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gennep;2022;14650.0
9165;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Giessenlanden;2010;13615.0
9166;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Giessenlanden;2011;13576.0
9167;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Giessenlanden;2012;13627.0
9168;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Giessenlanden;2013;13576.0
9169;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Giessenlanden;2014;13548.0
9170;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Giessenlanden;2015;13552.0
9171;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Giessenlanden;2016;13583.0
9172;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Giessenlanden;2017;13610.0
9173;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Giessenlanden;2018;13520.0
9174;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Giessenlanden;2019;
9175;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Giessenlanden;2020;
9176;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Giessenlanden;2021;
9177;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Giessenlanden;2022;
9178;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gilze en Rijen;2010;22023.0
9179;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gilze en Rijen;2011;22024.0
9180;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gilze en Rijen;2012;21949.0
9181;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gilze en Rijen;2013;22058.0
9182;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gilze en Rijen;2014;22186.0
9183;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gilze en Rijen;2015;22119.0
9184;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gilze en Rijen;2016;22022.0
9185;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gilze en Rijen;2017;21926.0
9186;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gilze en Rijen;2018;21944.0
9187;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gilze en Rijen;2019;22005.0
9188;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gilze en Rijen;2020;21925.0
9189;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gilze en Rijen;2021;21806.0
9190;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gilze en Rijen;2022;21710.0
9191;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goedereede;2010;10953.0
9192;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goedereede;2011;10936.0
9193;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goedereede;2012;10858.0
9194;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goedereede;2013;
9195;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goedereede;2014;
9196;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goedereede;2015;
9197;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goedereede;2016;
9198;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goedereede;2017;
9199;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goedereede;2018;
9200;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goedereede;2019;
9201;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goedereede;2020;
9202;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goedereede;2021;
9203;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goedereede;2022;
9204;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goeree-Overflakkee;2010;
9205;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goeree-Overflakkee;2011;
9206;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goeree-Overflakkee;2012;
9207;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goeree-Overflakkee;2013;45672.0
9208;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goeree-Overflakkee;2014;45620.0
9209;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goeree-Overflakkee;2015;45543.0
9210;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goeree-Overflakkee;2016;45551.0
9211;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goeree-Overflakkee;2017;45773.0
9212;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goeree-Overflakkee;2018;45984.0
9213;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goeree-Overflakkee;2019;46272.0
9214;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goeree-Overflakkee;2020;46522.0
9215;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goeree-Overflakkee;2021;46871.0
9216;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goeree-Overflakkee;2022;47134.0
9217;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goes;2010;31672.0
9218;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goes;2011;31632.0
9219;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goes;2012;31637.0
9220;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goes;2013;31584.0
9221;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goes;2014;31525.0
9222;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goes;2015;31597.0
9223;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goes;2016;31538.0
9224;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goes;2017;31497.0
9225;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goes;2018;31612.0
9226;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goes;2019;31646.0
9227;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goes;2020;31847.0
9228;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goes;2021;32083.0
9229;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goes;2022;32131.0
9230;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goirle;2010;20403.0
9231;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goirle;2011;20399.0
9232;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goirle;2012;20395.0
9233;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goirle;2013;20507.0
9234;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goirle;2014;20633.0
9235;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goirle;2015;20520.0
9236;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goirle;2016;20580.0
9237;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goirle;2017;20730.0
9238;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goirle;2018;20994.0
9239;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goirle;2019;21094.0
9240;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goirle;2020;21140.0
9241;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goirle;2021;21139.0
9242;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Goirle;2022;21080.0
9243;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gooise Meren;2010;
9244;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gooise Meren;2011;
9245;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gooise Meren;2012;
9246;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gooise Meren;2013;
9247;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gooise Meren;2014;
9248;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gooise Meren;2015;
9249;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gooise Meren;2016;45331.0
9250;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gooise Meren;2017;45346.0
9251;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gooise Meren;2018;45409.0
9252;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gooise Meren;2019;45463.0
9253;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gooise Meren;2020;45436.0
9254;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gooise Meren;2021;45639.0
9255;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gooise Meren;2022;45720.0
9256;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gorinchem;2010;26498.0
9257;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gorinchem;2011;26605.0
9258;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gorinchem;2012;26652.0
9259;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gorinchem;2013;26665.0
9260;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gorinchem;2014;26679.0
9261;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gorinchem;2015;26721.0
9262;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gorinchem;2016;26535.0
9263;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gorinchem;2017;26668.0
9264;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gorinchem;2018;26888.0
9265;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gorinchem;2019;27056.0
9266;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gorinchem;2020;27180.0
9267;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gorinchem;2021;27366.0
9268;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gorinchem;2022;27434.0
9269;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gouda;2010;55202.0
9270;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gouda;2011;54923.0
9271;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gouda;2012;54879.0
9272;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gouda;2013;54524.0
9273;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gouda;2014;54318.0
9274;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gouda;2015;54275.0
9275;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gouda;2016;54071.0
9276;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gouda;2017;53993.0
9277;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gouda;2018;54307.0
9278;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gouda;2019;54320.0
9279;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gouda;2020;54146.0
9280;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gouda;2021;53984.0
9281;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Gouda;2022;53852.0
9282;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graafstroom;2010;9455.0
9283;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graafstroom;2011;9437.0
9284;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graafstroom;2012;9430.0
9285;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graafstroom;2013;
9286;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graafstroom;2014;
9287;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graafstroom;2015;
9288;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graafstroom;2016;
9289;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graafstroom;2017;
9290;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graafstroom;2018;
9291;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graafstroom;2019;
9292;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graafstroom;2020;
9293;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graafstroom;2021;
9294;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graafstroom;2022;
9295;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graft-De Rijp;2010;6004.0
9296;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graft-De Rijp;2011;5972.0
9297;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graft-De Rijp;2012;5931.0
9298;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graft-De Rijp;2013;5922.0
9299;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graft-De Rijp;2014;5930.0
9300;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graft-De Rijp;2015;
9301;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graft-De Rijp;2016;
9302;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graft-De Rijp;2017;
9303;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graft-De Rijp;2018;
9304;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graft-De Rijp;2019;
9305;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graft-De Rijp;2020;
9306;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graft-De Rijp;2021;
9307;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Graft-De Rijp;2022;
9308;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Grave;2010;10984.0
9309;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Grave;2011;11036.0
9310;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Grave;2012;10956.0
9311;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Grave;2013;10885.0
9312;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Grave;2014;10848.0
9313;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Grave;2015;10848.0
9314;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Grave;2016;10836.0
9315;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Grave;2017;10748.0
9316;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Grave;2018;10731.0
9317;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Grave;2019;10766.0
9318;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Grave;2020;10726.0
9319;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Grave;2021;10610.0
9320;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;Grave;2022;
9321;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;'s-Gravenhage (gemeente);2010;253860.0
9322;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;'s-Gravenhage (gemeente);2011;253957.0
9323;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;'s-Gravenhage (gemeente);2012;253654.0
9324;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;'s-Gravenhage (gemeente);2013;252705.0
9325;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;'s-Gravenhage (gemeente);2014;252360.0
9326;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;'s-Gravenhage (gemeente);2015;251497.0
9327;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;'s-Gravenhage (gemeente);2016;249669.0
9328;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;'s-Gravenhage (gemeente);2017;248217.0
9329;Totaal mannen en vrouwen;Totaal;Totaal;Nederlandse achtergrond;'s-Gravenhage (gemeente);2018;246633.0
