ID;Geslacht;Leeftijd;Migratieachtergrond;Generatie;RegioS;Perioden;BevolkingOp1Januari_1
63;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2021;3689821.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Nederland (LD);2022;3711176.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groningen (PV);2010;576668.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groningen (PV);2011;579036.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groningen (PV);2012;580875.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groningen (PV);2013;581705.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groningen (PV);2014;582728.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groningen (PV);2015;583942.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groningen (PV);2016;583721.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groningen (PV);2017;583581.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groningen (PV);2018;582944.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groningen (PV);2019;583990.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groningen (PV);2020;585866.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groningen (PV);2021;586937.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Groningen (PV);2022;590170.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Fryslân (PV);2010;646305.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Fryslân (PV);2011;647282.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Fryslân (PV);2012;647214.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Fryslân (PV);2013;646862.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Fryslân (PV);2014;646317.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Fryslân (PV);2015;646257.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Fryslân (PV);2016;646040.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Fryslân (PV);2017;646874.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Fryslân (PV);2018;647268.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Fryslân (PV);2019;647672.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Fryslân (PV);2020;649957.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Fryslân (PV);2021;651435.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Fryslân (PV);2022;654019.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Drenthe (PV);2010;490981.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Drenthe (PV);2011;491411.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Drenthe (PV);2012;490807.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Drenthe (PV);2013;489918.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Drenthe (PV);2014;488988.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Drenthe (PV);2015;488576.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Drenthe (PV);2016;488629.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Drenthe (PV);2017;491792.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Drenthe (PV);2018;492100.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Drenthe (PV);2019;492167.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Drenthe (PV);2020;493682.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Drenthe (PV);2021;494771.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Drenthe (PV);2022;497743.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2010;1130345.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2011;1134465.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2012;1137668.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2013;1139350.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2014;1139697.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2015;1140652.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2016;1144280.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2017;1147687.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2018;1151501.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2019;1156431.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2020;1162406.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2021;1166533.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overijssel (PV);2022;1171910.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2010;387881.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2011;391967.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2012;395525.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2013;398441.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2014;399893.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2015;401791.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2016;404068.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2017;407818.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2018;411670.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2019;416546.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2020;423021.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2021;428226.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Flevoland (PV);2022;434771.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2010;1998936.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2011;2004671.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2012;2010745.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2013;2015791.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2014;2019692.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2015;2026578.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2016;2035351.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2017;2047901.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2018;2060103.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2019;2071972.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2020;2085952.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2021;2096603.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gelderland (PV);2022;2110472.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2010;1220910.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2011;1228794.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2012;1237117.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2013;1245294.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2014;1253672.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2015;1263572.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2016;1273613.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2017;1284504.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2018;1295484.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2019;1342158.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2020;1354834.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2021;1361153.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Utrecht (PV);2022;1369873.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2010;2669084.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2011;2691477.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2012;2709822.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2013;2724300.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2014;2741369.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2015;2761929.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2016;2784854.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2017;2809483.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2018;2831182.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2019;2853359.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2020;2879527.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2021;2888486.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Holland (PV);2022;2909827.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2010;3505611.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2011;3528324.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2012;3552407.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2013;3563935.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2014;3577032.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2015;3600011.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2016;3622303.0
176;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2017;3650222.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2018;3681044.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2019;3673893.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2020;3708696.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2021;3726050.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuid-Holland (PV);2022;3753944.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2010;381409.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2011;381530.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2012;381407.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2013;381077.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2014;380621.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2015;380726.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2016;381252.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2017;381568.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2018;382304.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2019;383032.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2020;383488.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2021;385400.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zeeland (PV);2022;386767.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2010;2444158.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2011;2454215.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2012;2463686.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2013;2471011.0
199;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2014;2479274.0
200;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2015;2488751.0
201;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2016;2498749.0
202;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2017;2512531.0
203;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2018;2528286.0
204;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2019;2544806.0
205;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2020;2562955.0
206;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2021;2573949.0
207;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Brabant (PV);2022;2592874.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2010;1122701.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2011;1122627.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2012;1123075.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2013;1121891.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2014;1120006.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2015;1117941.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2016;1116260.0
215;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2017;1117546.0
216;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2018;1117198.0
217;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2019;1116137.0
218;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2020;1117201.0
219;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2021;1115872.0
220;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Limburg (PV);2022;1118302.0
221;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2010;152004.0
222;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2011;151530.0
223;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2012;150782.0
224;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2013;149838.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2014;148944.0
226;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2015;148966.0
227;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2016;148583.0
228;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2017;147393.0
229;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2018;134770.0
230;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2019;134822.0
231;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2020;135208.0
232;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2021;135839.0
233;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Oost-Groningen (CR);2022;136605.0
234;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2010;49119.0
235;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2011;49135.0
236;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2012;48724.0
237;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2013;48370.0
238;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2014;47958.0
239;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2015;47560.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2016;47111.0
241;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2017;46850.0
242;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2018;46396.0
243;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2019;46051.0
244;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2020;45857.0
245;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2021;45587.0
246;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Delfzijl en omgeving (CR);2022;45389.0
247;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2010;375545.0
248;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2011;378371.0
249;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2012;381369.0
250;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2013;383497.0
251;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2014;385826.0
252;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2015;387416.0
253;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2016;388027.0
254;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2017;389338.0
255;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2018;401778.0
256;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2019;403117.0
257;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2020;404801.0
258;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2021;405511.0
259;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig Groningen (CR);2022;408176.0
260;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2010;332048.0
261;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2011;332884.0
262;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2012;332742.0
263;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2013;332938.0
264;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2014;324368.0
265;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2015;324103.0
266;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2016;324077.0
267;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2017;324367.0
268;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2018;318919.0
269;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2019;319277.0
270;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2020;320647.0
271;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2021;321562.0
272;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Noord-Friesland (CR);2022;323359.0
273;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Friesland (CR);2010;106176.0
274;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Friesland (CR);2011;106291.0
275;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Friesland (CR);2012;106392.0
276;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Friesland (CR);2013;106401.0
277;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Zuidwest-Friesland (CR);2014;135594.0
