ID;Geslacht;Persoonskenmerken;CaribischNederland;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;WilMeerUrenWerkenBeschikbaar_3;WilNietMeerWerkenOfNietBeschikbaar_4;NietWerkzameBevolking_5;WerklozeBeroepsbevolking_6;NietBeroepsbevolking_7;BeschikbaarNietGezocht_8;GezochtNietBeschikbaar_9;NietGezochtNietBeschikbaar_10;WilWerken_11;WilOfKanNietWerken_12;VanwegeZorgGezinHuishouden_13;VanwegeOpleidingStudie_14;VanwegeVutPensioenHogeLeeftijd_15;VanwegeZiekteArbeidsongeschiktheid_16;VanwegeAndereRedenen_17
31;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Bonaire;2014;5470;4750;1050;3710;710;280;430;70;100;260;20;240;90;60;0;60;40
32;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Bonaire;2016;5810;4960;410;4560;850;350;500;150;10;330;70;270;90;30;0;60;90
33;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Bonaire;2018;5520;4900;690;4210;620;160;460;150;40;260;40;220;60;10;0;70;80
34;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Bonaire;2020;6090;5240;660;4580;850;300;550;140;30;380;50;330;130;30;0;110;70
35;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Bonaire;2022;6680;6050;970;5090;630;120;510;90;0;420;100;320;110;40;0;70;100
36;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Sint-Eustatius;2012;1230;1030;150;880;200;30;170;50;10;110;20;90;30;30;0;0;30
37;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Sint-Eustatius;2014;1310;1100;210;890;200;70;140;80;10;50;20;20;20;0;0;10;0
38;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Sint-Eustatius;2016;960;800;110;690;160;60;100;70;0;30;0;30;10;0;0;10;10
39;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Sint-Eustatius;2018;990;850;90;750;140;40;100;50;10;40;20;30;10;10;0;0;0
40;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Sint-Eustatius;2020;910;790;60;730;110;20;100;70;0;30;0;30;0;10;0;10;0
41;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Sint-Eustatius;2022;900;800;40;750;110;40;70;30;0;40;0;40;10;0;0;10;20
42;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Saba;2012;710;530;110;410;190;20;170;10;0;150;10;150;20;120;0;0;0
43;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Saba;2014;600;400;100;300;210;10;200;10;0;190;10;180;0;170;0;0;0
44;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Saba;2016;650;490;40;450;160;10;150;20;0;120;0;120;10;90;0;10;10
45;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Saba;2018;780;570;90;480;220;20;200;10;0;190;10;180;10;170;0;10;0
46;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Saba;2020;640;560;120;430;80;20;70;10;0;60;0;50;10;40;0;0;0
47;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;Saba;2022;640;510;50;470;130;10;110;0;10;100;0;100;10;70;0;0;20
48;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Caribisch Nederland;2012;3270;2530;530;2000;740;210;530;170;30;330;80;250;30;180;0;20;20
49;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Caribisch Nederland;2014;3690;2970;660;2310;720;210;510;80;40;390;40;350;50;220;0;40;40
50;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Caribisch Nederland;2016;3850;3160;220;2950;690;290;400;100;10;290;30;260;20;130;0;60;60
51;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Caribisch Nederland;2018;3750;3100;470;2640;650;150;500;150;60;290;40;250;40;160;0;20;40
52;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Caribisch Nederland;2020;3800;3280;430;2850;530;180;350;120;20;210;0;210;50;80;0;50;20
53;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Caribisch Nederland;2022;4070;3630;650;2980;440;50;390;80;0;300;50;250;60;90;0;20;90
54;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Bonaire;2012;2240;1790;410;1390;450;170;270;130;10;130;60;70;10;40;0;20;0
55;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Bonaire;2014;2700;2280;490;1790;430;160;270;50;30;190;20;180;50;60;0;30;40
56;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Bonaire;2016;3010;2550;140;2410;460;230;230;50;10;170;30;130;10;30;0;50;40
57;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Bonaire;2018;2780;2410;380;2030;370;120;260;120;40;90;20;70;30;0;0;10;40
58;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Bonaire;2020;3000;2620;310;2310;390;160;230;70;20;140;0;140;50;30;0;50;20
59;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Bonaire;2022;3290;2990;590;2410;300;30;270;70;0;200;50;150;50;20;0;20;60
60;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Sint-Eustatius;2012;570;430;60;370;140;20;120;30;10;80;10;60;10;30;0;0;20
61;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Sint-Eustatius;2014;620;510;130;390;110;40;60;30;10;30;20;10;0;0;0;10;0
62;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Sint-Eustatius;2016;470;380;70;310;90;50;40;30;0;10;0;10;0;0;0;10;10
63;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Sint-Eustatius;2018;470;370;30;340;100;20;80;30;10;30;10;20;10;10;0;0;0
64;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Sint-Eustatius;2020;430;350;50;310;80;10;60;40;0;20;0;20;0;10;0;10;0
65;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Sint-Eustatius;2022;400;350;40;320;50;20;30;10;0;20;0;20;0;0;0;0;10
66;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Saba;2012;460;300;60;240;160;20;140;10;0;130;0;130;10;120;0;0;0
67;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Saba;2014;370;180;50;130;190;10;180;0;0;180;0;170;0;160;0;0;0
68;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Saba;2016;380;240;20;220;140;10;130;20;0;110;0;110;10;90;0;0;10
69;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Saba;2018;500;320;60;260;180;10;170;0;0;160;0;160;10;150;0;10;0
70;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Saba;2020;380;310;80;240;60;10;50;10;0;50;0;50;10;40;0;0;0
71;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Saba;2022;380;290;30;260;90;0;90;0;0;90;0;90;0;70;0;0;20
72;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Caribisch Nederland;2012;3500;3070;480;2600;430;100;320;170;0;150;20;130;50;10;0;20;50
73;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Caribisch Nederland;2014;3690;3280;690;2600;410;150;260;80;80;100;10;90;60;0;0;30;0
74;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Caribisch Nederland;2016;3560;3090;340;2750;470;130;340;150;0;190;40;150;90;0;0;20;50
75;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Caribisch Nederland;2018;3540;3210;400;2810;330;70;260;60;0;200;30;180;40;30;0;60;40
76;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Caribisch Nederland;2020;3840;3320;420;2890;520;150;370;100;20;250;50;200;80;0;0;60;50
77;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Caribisch Nederland;2022;4150;3730;410;3320;420;120;310;40;10;260;60;210;70;30;0;60;50
78;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Bonaire;2012;2590;2260;340;1920;330;90;240;150;0;90;10;80;30;0;0;20;40
79;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Bonaire;2014;2770;2480;560;1920;290;120;160;30;70;70;0;70;40;0;0;30;0
80;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Bonaire;2016;2800;2410;270;2140;390;120;270;100;0;170;40;130;70;0;0;10;50
81;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Bonaire;2018;2740;2490;310;2180;250;50;200;30;0;170;20;150;30;10;0;60;40
82;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Bonaire;2020;3090;2630;360;2270;460;140;320;70;10;230;50;190;80;0;0;60;50
83;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Bonaire;2022;3400;3060;380;2680;340;90;250;20;0;230;60;170;60;20;0;50;40
84;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Sint-Eustatius;2012;660;590;90;510;70;10;50;20;0;30;0;30;20;0;0;0;10
85;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Sint-Eustatius;2014;690;590;80;510;100;20;70;50;10;20;10;20;20;0;0;0;0
86;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Sint-Eustatius;2016;490;420;50;380;70;10;60;40;0;20;0;20;10;0;0;10;0
87;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Sint-Eustatius;2018;520;470;60;410;50;20;30;20;0;10;0;10;0;0;0;0;0
88;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Sint-Eustatius;2020;480;440;20;420;40;0;40;30;0;10;0;0;0;0;0;0;0
89;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Sint-Eustatius;2022;500;440;10;430;60;20;40;20;0;20;0;20;10;0;0;10;10
90;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Saba;2012;250;220;50;170;30;0;30;0;0;20;0;20;10;10;0;0;0
91;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Saba;2014;240;220;40;170;20;0;20;10;0;10;10;10;0;0;0;0;0
92;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Saba;2016;270;250;20;230;20;0;10;0;0;10;0;10;0;0;0;0;0
93;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Saba;2018;280;240;30;220;40;0;40;10;0;30;0;30;0;20;0;0;0
94;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Saba;2020;260;240;50;200;20;10;20;0;0;10;0;10;0;0;0;0;0
95;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Saba;2022;260;230;20;210;30;10;20;0;10;20;0;20;10;10;0;0;10
96;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Caribisch Nederland;2012;4020;3330;670;2660;680;160;520;180;10;330;40;300;80;10;20;150;50
97;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Caribisch Nederland;2014;4290;3630;750;2880;670;210;460;170;0;290;30;260;100;0;30;70;60
98;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Caribisch Nederland;2016;4210;3590;410;3190;620;160;450;40;10;400;60;340;120;0;20;180;30
99;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Caribisch Nederland;2018;4140;3600;410;3190;540;90;450;110;20;310;30;280;120;0;20;110;30
100;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Caribisch Nederland;2020;4040;3370;420;2950;670;60;600;150;60;400;50;350;140;0;0;100;110
101;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Caribisch Nederland;2022;4100;3540;290;3250;560;110;460;80;0;370;50;320;100;0;20;110;80
102;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Bonaire;2012;3080;2530;520;2010;550;140;420;170;0;240;20;220;50;0;10;130;30
103;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Bonaire;2014;3320;2840;580;2260;480;130;350;120;0;230;10;220;90;0;20;60;50
104;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Bonaire;2016;3390;2910;270;2640;480;150;330;20;10;310;40;270;90;0;0;150;30
105;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Bonaire;2018;3290;2840;320;2520;450;80;370;90;20;270;30;240;100;0;10;100;30
106;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Bonaire;2020;3240;2650;350;2300;590;60;530;120;60;350;50;300;120;0;0;80;100
107;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Bonaire;2022;3320;2820;230;2590;500;90;400;70;0;330;50;280;100;0;10;100;70
108;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Sint-Eustatius;2012;690;600;100;490;90;20;70;0;10;60;10;50;20;10;0;10;10
109;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Sint-Eustatius;2014;730;570;120;450;160;80;80;50;0;30;20;20;0;0;10;10;10
110;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Sint-Eustatius;2016;540;450;100;350;100;10;90;20;0;70;20;50;20;0;10;20;0
111;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Sint-Eustatius;2018;560;500;50;450;60;10;50;20;0;30;10;20;10;0;0;10;0
112;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Sint-Eustatius;2020;510;450;20;430;60;0;60;20;0;40;0;40;20;0;0;10;10
113;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Sint-Eustatius;2022;500;460;30;430;40;20;30;10;0;10;0;10;0;0;0;10;0
114;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Saba;2012;250;210;50;160;40;0;30;0;0;30;10;30;10;0;0;10;10
115;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Saba;2014;240;220;50;170;30;10;20;0;0;20;0;20;10;0;0;10;0
116;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Saba;2016;270;230;40;200;40;10;30;0;0;30;0;30;10;0;0;10;0
117;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Saba;2018;290;260;40;230;30;10;20;0;0;20;0;20;10;0;0;10;0
118;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Saba;2020;290;270;50;220;30;10;20;10;0;20;0;20;0;0;0;10;0
119;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Saba;2022;290;260;30;230;30;0;30;0;0;30;0;30;0;0;10;0;10
120;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Caribisch Nederland;2012;8040;5250;1000;4250;2800;210;2590;290;30;2270;50;2230;210;10;1370;360;280
121;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Caribisch Nederland;2014;9030;5830;1050;4780;3200;340;2860;350;0;2510;100;2420;280;0;1470;380;280
122;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Caribisch Nederland;2016;9220;6090;590;5500;3140;240;2900;250;40;2610;110;2500;270;0;1610;480;140
123;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Caribisch Nederland;2018;9720;6730;680;6050;2990;160;2830;210;20;2590;80;2520;230;10;1710;390;180
124;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Caribisch Nederland;2020;10210;6680;850;5830;3530;160;3370;330;60;2980;110;2870;290;0;1860;420;300
125;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Caribisch Nederland;2022;10810;7100;580;6510;3710;180;3530;140;0;3400;120;3270;260;0;2100;660;250
126;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Bonaire;2012;6090;3880;760;3130;2210;160;2050;260;20;1760;20;1740;160;0;1040;300;240
127;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Bonaire;2014;6890;4430;770;3670;2450;220;2230;220;0;2010;50;1960;230;0;1220;270;260
128;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Bonaire;2016;7390;4920;380;4540;2470;210;2260;170;30;2060;70;1990;200;0;1280;390;120
129;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Bonaire;2018;7740;5370;540;4830;2380;130;2250;150;20;2080;60;2020;180;10;1340;340;160
130;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Bonaire;2020;8310;5370;710;4660;2940;150;2790;280;60;2450;100;2350;260;0;1460;360;270
131;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Bonaire;2022;8860;5720;470;5240;3150;150;3000;100;0;2900;110;2780;240;0;1750;590;210
132;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Sint-Eustatius;2012;1370;980;150;820;390;30;360;10;10;340;10;330;30;10;240;40;20
133;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Sint-Eustatius;2014;1560;1000;200;800;560;110;450;100;0;350;50;300;30;0;160;90;20
134;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Sint-Eustatius;2016;1180;760;150;620;410;20;400;70;10;330;30;290;40;0;200;50;10
135;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Sint-Eustatius;2018;1270;890;80;810;380;20;350;50;0;300;10;290;30;0;230;20;10
136;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Sint-Eustatius;2020;1200;820;50;770;370;0;370;30;0;340;0;340;20;0;280;20;20
137;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Sint-Eustatius;2022;1250;910;70;850;330;20;320;40;0;280;10;270;10;0;180;50;30
138;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Saba;2012;580;390;90;300;190;10;180;10;0;170;20;160;20;0;90;30;20
139;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Saba;2014;590;400;80;320;190;10;180;20;0;160;10;150;20;0;100;30;10
140;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Saba;2016;650;400;60;350;250;10;240;10;0;230;10;220;30;0;120;50;20
141;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Saba;2018;710;470;70;410;230;10;220;10;0;210;10;200;20;0;140;40;10
142;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Saba;2020;710;490;90;410;210;10;200;20;0;180;0;180;10;0;120;50;10
143;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Saba;2022;700;470;40;420;230;10;220;0;0;220;0;220;10;0;170;20;10
144;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Caribisch Nederland;2012;2610;1670;300;1370;940;30;900;80;20;810;10;800;40;0;530;110;130
145;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Caribisch Nederland;2014;3040;1830;250;1590;1210;130;1080;90;0;990;70;930;130;0;440;180;180
146;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Caribisch Nederland;2016;3200;2170;130;2040;1030;60;970;160;30;790;20;770;100;0;400;180;80
147;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Caribisch Nederland;2018;3540;2630;230;2400;910;50;870;90;0;780;20;760;100;10;360;200;90
148;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Caribisch Nederland;2020;3960;2800;320;2480;1160;90;1070;140;0;940;40;900;120;0;370;270;140
149;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Caribisch Nederland;2022;4270;3080;220;2870;1190;60;1120;50;0;1070;40;1030;90;0;340;480;130
150;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Bonaire;2012;1950;1200;220;980;750;10;740;70;20;650;0;650;30;0;420;90;110
151;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Bonaire;2014;2280;1350;160;1190;930;90;840;50;0;800;40;760;110;0;370;110;170
152;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Bonaire;2016;2550;1750;80;1670;810;50;750;120;20;610;0;610;80;0;310;140;80
153;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Bonaire;2018;2860;2150;180;1970;710;30;680;60;0;620;10;610;70;10;270;180;80
154;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Bonaire;2020;3290;2290;250;2040;1000;80;920;120;0;800;40;760;110;0;290;240;110
155;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Bonaire;2022;3560;2550;180;2370;1010;60;950;30;0;920;30;890;80;0;260;440;120
156;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Sint-Eustatius;2012;460;330;50;280;130;10;120;10;0;110;0;110;0;0;80;20;10
157;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Sint-Eustatius;2014;550;330;60;280;220;30;180;30;0;150;30;120;20;0;50;60;10
158;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Sint-Eustatius;2016;430;280;40;240;150;10;140;30;10;110;10;100;20;0;60;20;0
159;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Sint-Eustatius;2018;450;330;20;300;120;10;110;30;0;90;0;80;20;0;50;10;10
160;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Sint-Eustatius;2020;430;320;30;290;110;0;110;20;0;90;0;90;10;0;60;0;20
161;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Sint-Eustatius;2022;470;360;20;330;110;0;110;20;0;90;10;80;10;0;30;30;20
