ID;EnergyCommodities;Periods;EnergyConsumptionInTheEnergySector_1
103;1;2013 2nd quarter;124.0
104;2;1967;
105;2;1968;
106;2;1969;
107;2;1970;
108;2;1971;
109;2;1972;
110;2;1973;
111;2;1974;
112;2;1975;31.0
113;2;1976;55.0
114;2;1977;65.0
115;2;1978;77.0
116;2;1979;64.0
117;2;1980;91.0
118;2;1981;102.0
119;2;1982;139.0
120;2;1983;144.0
121;2;1984;166.0
122;2;1985;163.0
123;2;1986;174.0
124;2;1987;188.0
125;2;1988;238.0
126;2;1989;238.0
127;2;1990;262.0
128;2;1991;241.0
129;2;1992;240.0
130;2;1993;235.0
131;2;1994;267.0
132;2;1995;279.0
133;2;1996;267.0
134;2;1997;253.0
135;2;1998;265.0
136;2;1999 1st quarter;61.0
137;2;1999 2nd quarter;51.0
138;2;1999 3rd quarter;54.0
139;2;1999 4th quarter;60.0
140;2;1999;225.0
141;2;2000 1st quarter;60.0
142;2;2000 2nd quarter;58.0
143;2;2000 3rd quarter;66.0
144;2;2000 4th quarter;61.0
145;2;2000;244.0
146;2;2001 1st quarter;71.0
147;2;2001 2nd quarter;67.0
148;2;2001 3rd quarter;64.0
149;2;2001 4th quarter;58.0
150;2;2001;261.0
151;2;2002 1st quarter;65.0
152;2;2002 2nd quarter;63.0
153;2;2002 3rd quarter;66.0
154;2;2002 4th quarter;68.0
155;2;2002;262.0
156;2;2003 1st quarter;75.0
157;2;2003 2nd quarter;68.0
158;2;2003 3rd quarter;69.0
159;2;2003 4th quarter;57.0
160;2;2003;269.0
161;2;2004 1st quarter;63.0
162;2;2004 2nd quarter;61.0
163;2;2004 3rd quarter;69.0
164;2;2004 4th quarter;69.0
165;2;2004;262.0
166;2;2005 1st quarter;65.0
167;2;2005 2nd quarter;59.0
168;2;2005 3rd quarter;63.0
169;2;2005 4th quarter;60.0
170;2;2005;247.0
171;2;2006 1st quarter;62.0
172;2;2006 2nd quarter;57.0
173;2;2006 3rd quarter;61.0
174;2;2006 4th quarter;58.0
175;2;2006;239.0
176;2;2007 1st quarter;70.0
177;2;2007 2nd quarter;53.0
178;2;2007 3rd quarter;65.0
179;2;2007 4th quarter;69.0
180;2;2007;256.0
181;2;2008 1st quarter;67.0
182;2;2008 2nd quarter;61.0
183;2;2008 3rd quarter;53.0
184;2;2008 4th quarter;62.0
185;2;2008;243.0
186;2;2009 1st quarter;67.0
187;2;2009 2nd quarter;57.0
188;2;2009 3rd quarter;57.0
189;2;2009 4th quarter;57.0
190;2;2009;239.0
191;2;2010 1st quarter;64.0
192;2;2010 2nd quarter;49.0
193;2;2010 3rd quarter;54.0
194;2;2010 4th quarter;66.0
195;2;2010;234.0
196;2;2011 1st quarter;59.0
197;2;2011 2nd quarter;55.0
198;2;2011 3rd quarter;47.0
199;2;2011 4th quarter;62.0
200;2;2011;223.0
201;2;2012 1st quarter;68.0
202;2;2012 2nd quarter;51.0
203;2;2012 3rd quarter;64.0
204;2;2012 4th quarter;68.0
205;2;2012;251.0
206;2;2013 1st quarter;62.0
207;2;2013 2nd quarter;56.0
208;3;1967;
209;3;1968;
210;3;1969;
211;3;1970;
212;3;1971;
213;3;1972;
214;3;1973;
215;3;1974;
216;3;1975;103.0
217;3;1976;132.0
218;3;1977;134.0
219;3;1978;143.0
220;3;1979;133.0
221;3;1980;159.0
222;3;1981;164.0
223;3;1982;210.0
224;3;1983;206.0
225;3;1984;246.0
226;3;1985;250.0
227;3;1986;260.0
228;3;1987;270.0
229;3;1988;323.0
230;3;1989;321.0
231;3;1990;341.0
232;3;1991;326.0
233;3;1992;324.0
234;3;1993;315.0
235;3;1994;346.0
236;3;1995;358.0
237;3;1996;347.0
238;3;1997;331.0
239;3;1998;338.0
240;3;1999 1st quarter;77.0
241;3;1999 2nd quarter;67.0
242;3;1999 3rd quarter;66.0
243;3;1999 4th quarter;71.0
244;3;1999;281.0
245;3;2000 1st quarter;71.0
246;3;2000 2nd quarter;71.0
247;3;2000 3rd quarter;78.0
248;3;2000 4th quarter;75.0
249;3;2000;295.0
250;3;2001 1st quarter;84.0
251;3;2001 2nd quarter;80.0
252;3;2001 3rd quarter;77.0
253;3;2001 4th quarter;72.0
254;3;2001;313.0
255;3;2002 1st quarter;78.0
256;3;2002 2nd quarter;76.0
257;3;2002 3rd quarter;77.0
258;3;2002 4th quarter;80.0
259;3;2002;311.0
260;3;2003 1st quarter;87.0
261;3;2003 2nd quarter;80.0
262;3;2003 3rd quarter;82.0
263;3;2003 4th quarter;69.0
264;3;2003;318.0
265;3;2004 1st quarter;76.0
266;3;2004 2nd quarter;74.0
267;3;2004 3rd quarter;82.0
268;3;2004 4th quarter;81.0
269;3;2004;313.0
270;3;2005 1st quarter;77.0
271;3;2005 2nd quarter;72.0
272;3;2005 3rd quarter;76.0
273;3;2005 4th quarter;73.0
274;3;2005;298.0
275;3;2006 1st quarter;74.0
276;3;2006 2nd quarter;71.0
277;3;2006 3rd quarter;75.0
278;3;2006 4th quarter;72.0
279;3;2006;292.0
280;3;2007 1st quarter;81.0
281;3;2007 2nd quarter;65.0
282;3;2007 3rd quarter;77.0
283;3;2007 4th quarter;81.0
284;3;2007;304.0
285;3;2008 1st quarter;78.0
286;3;2008 2nd quarter;73.0
287;3;2008 3rd quarter;65.0
288;3;2008 4th quarter;74.0
289;3;2008;291.0
290;3;2009 1st quarter;78.0
291;3;2009 2nd quarter;68.0
292;3;2009 3rd quarter;67.0
293;3;2009 4th quarter;68.0
294;3;2009;280.0
295;3;2010 1st quarter;76.0
296;3;2010 2nd quarter;61.0
297;3;2010 3rd quarter;66.0
298;3;2010 4th quarter;78.0
299;3;2010;280.0
300;3;2011 1st quarter;70.0
301;3;2011 2nd quarter;66.0
302;3;2011 3rd quarter;58.0
303;3;2011 4th quarter;72.0
304;3;2011;267.0
305;3;2012 1st quarter;77.0
306;3;2012 2nd quarter;61.0
307;3;2012 3rd quarter;74.0
308;3;2012 4th quarter;78.0
309;3;2012;291.0
310;3;2013 1st quarter;73.0
311;3;2013 2nd quarter;67.0
312;4;1967;
313;4;1968;
314;4;1969;
315;4;1970;
316;4;1971;
317;4;1972;
318;4;1973;
319;4;1974;
320;4;1975;-72.0
321;4;1976;-77.0
322;4;1977;-70.0
323;4;1978;-66.0
324;4;1979;-69.0
325;4;1980;-68.0
326;4;1981;-61.0
327;4;1982;-71.0
328;4;1983;-63.0
329;4;1984;-80.0
330;4;1985;-87.0
331;4;1986;-86.0
332;4;1987;-82.0
333;4;1988;-85.0
334;4;1989;-83.0
335;4;1990;-79.0
336;4;1991;-85.0
337;4;1992;-84.0
338;4;1993;-80.0
339;4;1994;-79.0
340;4;1995;-79.0
341;4;1996;-81.0
342;4;1997;-78.0
343;4;1998;-73.0
344;4;1999 1st quarter;-16.0
345;4;1999 2nd quarter;-16.0
346;4;1999 3rd quarter;-12.0
347;4;1999 4th quarter;-11.0
348;4;1999;-55.0
349;4;2000 1st quarter;-11.0
350;4;2000 2nd quarter;-13.0
351;4;2000 3rd quarter;-13.0
352;4;2000 4th quarter;-14.0
353;4;2000;-51.0
354;4;2001 1st quarter;-13.0
355;4;2001 2nd quarter;-13.0
356;4;2001 3rd quarter;-13.0
357;4;2001 4th quarter;-13.0
358;4;2001;-52.0
359;4;2002 1st quarter;-12.0
360;4;2002 2nd quarter;-13.0
361;4;2002 3rd quarter;-12.0
362;4;2002 4th quarter;-12.0
363;4;2002;-49.0
364;4;2003 1st quarter;-12.0
365;4;2003 2nd quarter;-12.0
366;4;2003 3rd quarter;-13.0
367;4;2003 4th quarter;-12.0
368;4;2003;-49.0
369;4;2004 1st quarter;-13.0
370;4;2004 2nd quarter;-13.0
371;4;2004 3rd quarter;-13.0
372;4;2004 4th quarter;-13.0
373;4;2004;-51.0
374;4;2005 1st quarter;-12.0
375;4;2005 2nd quarter;-13.0
376;4;2005 3rd quarter;-13.0
377;4;2005 4th quarter;-12.0
378;4;2005;-51.0
379;4;2006 1st quarter;-12.0
380;4;2006 2nd quarter;-13.0
381;4;2006 3rd quarter;-13.0
382;4;2006 4th quarter;-14.0
383;4;2006;-53.0
384;4;2007 1st quarter;-12.0
385;4;2007 2nd quarter;-12.0
386;4;2007 3rd quarter;-12.0
387;4;2007 4th quarter;-12.0
388;4;2007;-48.0
389;4;2008 1st quarter;-11.0
390;4;2008 2nd quarter;-12.0
391;4;2008 3rd quarter;-13.0
392;4;2008 4th quarter;-11.0
393;4;2008;-47.0
394;4;2009 1st quarter;-10.0
395;4;2009 2nd quarter;-11.0
396;4;2009 3rd quarter;-10.0
397;4;2009 4th quarter;-11.0
398;4;2009;-42.0
399;4;2010 1st quarter;-11.0
400;4;2010 2nd quarter;-12.0
401;4;2010 3rd quarter;-12.0
402;4;2010 4th quarter;-11.0
403;4;2010;-46.0
404;4;2011 1st quarter;-11.0
405;4;2011 2nd quarter;-12.0
406;4;2011 3rd quarter;-12.0
407;4;2011 4th quarter;-10.0
408;4;2011;-44.0
409;4;2012 1st quarter;-9.0
410;4;2012 2nd quarter;-10.0
411;4;2012 3rd quarter;-10.0
412;4;2012 4th quarter;-10.0
413;4;2012;-40.0
414;4;2013 1st quarter;-11.0
415;4;2013 2nd quarter;-11.0
416;5;1967;
417;5;1968;
418;5;1969;
419;5;1970;
420;5;1971;
421;5;1972;
422;5;1973;
423;5;1974;
424;5;1975;236.0
425;5;1976;270.0
426;5;1977;252.0
427;5;1978;279.0
428;5;1979;388.0
429;5;1980;386.0
430;5;1981;367.0
431;5;1982;263.0
432;5;1983;184.0
433;5;1984;169.0
434;5;1985;143.0
435;5;1986;163.0
436;5;1987;166.0
437;5;1988;172.0
438;5;1989;171.0
439;5;1990;157.0
440;5;1991;166.0
441;5;1992;155.0
442;5;1993;192.0
443;5;1994;197.0
444;5;1995;197.0
445;5;1996;191.0
446;5;1997;195.0
447;5;1998;208.0
448;5;1999 1st quarter;46.0
449;5;1999 2nd quarter;50.0
450;5;1999 3rd quarter;48.0
451;5;1999 4th quarter;42.0
452;5;1999;186.0
453;5;2000 1st quarter;45.0
454;5;2000 2nd quarter;40.0
455;5;2000 3rd quarter;51.0
456;5;2000 4th quarter;54.0
457;5;2000;190.0
458;5;2001 1st quarter;54.0
459;5;2001 2nd quarter;49.0
460;5;2001 3rd quarter;49.0
461;5;2001 4th quarter;48.0
462;5;2001;201.0
463;5;2002 1st quarter;47.0
464;5;2002 2nd quarter;43.0
465;5;2002 3rd quarter;47.0
466;5;2002 4th quarter;46.0
467;5;2002;184.0
468;5;2003 1st quarter;46.0
469;5;2003 2nd quarter;49.0
470;5;2003 3rd quarter;52.0
471;5;2003 4th quarter;48.0
472;5;2003;195.0
473;5;2004 1st quarter;52.0
474;5;2004 2nd quarter;50.0
475;5;2004 3rd quarter;49.0
476;5;2004 4th quarter;44.0
477;5;2004;195.0
478;5;2005 1st quarter;47.0
479;5;2005 2nd quarter;49.0
480;5;2005 3rd quarter;44.0
481;5;2005 4th quarter;45.0
482;5;2005;184.0
483;5;2006 1st quarter;41.0
484;5;2006 2nd quarter;35.0
485;5;2006 3rd quarter;40.0
486;5;2006 4th quarter;44.0
487;5;2006;159.0
488;5;2007 1st quarter;42.0
489;5;2007 2nd quarter;43.0
490;5;2007 3rd quarter;42.0
491;5;2007 4th quarter;34.0
492;5;2007;161.0
493;5;2008 1st quarter;36.0
494;5;2008 2nd quarter;33.0
495;5;2008 3rd quarter;36.0
496;5;2008 4th quarter;28.0
497;5;2008;133.0
498;5;2009 1st quarter;32.0
499;5;2009 2nd quarter;30.0
500;5;2009 3rd quarter;31.0
501;5;2009 4th quarter;29.0
502;5;2009;122.0
503;5;2010 1st quarter;27.0
504;5;2010 2nd quarter;32.0
505;5;2010 3rd quarter;30.0
506;5;2010 4th quarter;29.0
507;5;2010;117.0
508;5;2011 1st quarter;31.0
509;5;2011 2nd quarter;29.0
510;5;2011 3rd quarter;33.0
511;5;2011 4th quarter;31.0
512;5;2011;123.0
513;5;2012 1st quarter;34.0
514;5;2012 2nd quarter;29.0
515;5;2012 3rd quarter;32.0
516;5;2012 4th quarter;29.0
517;5;2012;123.0
518;5;2013 1st quarter;27.0
519;5;2013 2nd quarter;30.0
520;6;1967;
521;6;1968;
522;6;1969;
523;6;1970;
524;6;1971;
525;6;1972;
526;6;1973;
527;6;1974;
528;6;1975;2448.0
529;6;1976;2782.0
530;6;1977;2600.0
531;6;1978;2475.0
532;6;1979;2597.0
533;6;1980;2190.0
534;6;1981;1740.0
535;6;1982;1692.0
536;6;1983;1863.0
537;6;1984;1988.0
538;6;1985;1745.0
539;6;1986;2047.0
540;6;1987;2109.0
541;6;1988;2213.0
542;6;1989;2205.0
543;6;1990;2073.0
544;6;1991;2240.0
545;6;1992;2330.0
546;6;1993;2358.0
547;6;1994;2358.0
548;6;1995;2497.0
549;6;1996;2555.0
550;6;1997;2548.0
551;6;1998;2613.0
552;6;1999 1st quarter;626.0
553;6;1999 2nd quarter;622.0
554;6;1999 3rd quarter;603.0
555;6;1999 4th quarter;592.0
556;6;1999;2443.0
557;6;2000 1st quarter;600.0
558;6;2000 2nd quarter;567.0
559;6;2000 3rd quarter;620.0
560;6;2000 4th quarter;666.0
561;6;2000;2454.0
562;6;2001 1st quarter;628.0
563;6;2001 2nd quarter;616.0
564;6;2001 3rd quarter;602.0
565;6;2001 4th quarter;616.0
566;6;2001;2461.0
567;6;2002 1st quarter;599.0
568;6;2002 2nd quarter;522.0
569;6;2002 3rd quarter;543.0
570;6;2002 4th quarter;563.0
571;6;2002;2227.0
572;6;2003 1st quarter;563.0
573;6;2003 2nd quarter;606.0
574;6;2003 3rd quarter;627.0
575;6;2003 4th quarter;574.0
576;6;2003;2370.0
577;6;2004 1st quarter;652.0
578;6;2004 2nd quarter;646.0
579;6;2004 3rd quarter;611.0
580;6;2004 4th quarter;546.0
581;6;2004;2456.0
582;6;2005 1st quarter;600.0
583;6;2005 2nd quarter;641.0
584;6;2005 3rd quarter;586.0
585;6;2005 4th quarter;641.0
586;6;2005;2468.0
587;6;2006 1st quarter;594.0
588;6;2006 2nd quarter;569.0
589;6;2006 3rd quarter;605.0
590;6;2006 4th quarter;626.0
591;6;2006;2394.0
592;6;2007 1st quarter;561.0
593;6;2007 2nd quarter;580.0
594;6;2007 3rd quarter;631.0
595;6;2007 4th quarter;593.0
596;6;2007;2364.0
597;6;2008 1st quarter;605.0
598;6;2008 2nd quarter;608.0
599;6;2008 3rd quarter;613.0
600;6;2008 4th quarter;523.0
601;6;2008;2349.0
602;6;2009 1st quarter;582.0
603;6;2009 2nd quarter;561.0
604;6;2009 3rd quarter;588.0
605;6;2009 4th quarter;576.0
606;6;2009;2306.0
607;6;2010 1st quarter;609.0
608;6;2010 2nd quarter;616.0
609;6;2010 3rd quarter;600.0
610;6;2010 4th quarter;586.0
611;6;2010;2411.0
612;6;2011 1st quarter;615.0
613;6;2011 2nd quarter;542.0
614;6;2011 3rd quarter;601.0
615;6;2011 4th quarter;569.0
616;6;2011;2326.0
617;6;2012 1st quarter;607.0
618;6;2012 2nd quarter;601.0
619;6;2012 3rd quarter;613.0
620;6;2012 4th quarter;509.0
621;6;2012;2330.0
622;6;2013 1st quarter;568.0
623;6;2013 2nd quarter;570.0
624;7;1967;
625;7;1968;
626;7;1969;
627;7;1970;
628;7;1971;
629;7;1972;
630;7;1973;
631;7;1974;
632;7;1975;-2212.0
633;7;1976;-2511.0
634;7;1977;-2348.0
635;7;1978;-2196.0
636;7;1979;-2208.0
637;7;1980;-1804.0
638;7;1981;-1373.0
639;7;1982;-1429.0
640;7;1983;-1680.0
641;7;1984;-1819.0
642;7;1985;-1602.0
643;7;1986;-1883.0
644;7;1987;-1942.0
645;7;1988;-2040.0
646;7;1989;-2034.0
647;7;1990;-1916.0
648;7;1991;-2074.0
649;7;1992;-2174.0
650;7;1993;-2167.0
651;7;1994;-2161.0
652;7;1995;-2300.0
653;7;1996;-2364.0
654;7;1997;-2353.0
655;7;1998;-2406.0
656;7;1999 1st quarter;-580.0
657;7;1999 2nd quarter;-572.0
658;7;1999 3rd quarter;-556.0
659;7;1999 4th quarter;-550.0
660;7;1999;-2258.0
661;7;2000 1st quarter;-555.0
662;7;2000 2nd quarter;-528.0
663;7;2000 3rd quarter;-569.0
664;7;2000 4th quarter;-613.0
665;7;2000;-2264.0
666;7;2001 1st quarter;-573.0
667;7;2001 2nd quarter;-566.0
668;7;2001 3rd quarter;-553.0
669;7;2001 4th quarter;-568.0
670;7;2001;-2260.0
671;7;2002 1st quarter;-552.0
672;7;2002 2nd quarter;-478.0
673;7;2002 3rd quarter;-497.0
674;7;2002 4th quarter;-517.0
675;7;2002;-2043.0
676;7;2003 1st quarter;-517.0
677;7;2003 2nd quarter;-556.0
678;7;2003 3rd quarter;-575.0
679;7;2003 4th quarter;-527.0
680;7;2003;-2176.0
681;7;2004 1st quarter;-601.0
682;7;2004 2nd quarter;-596.0
683;7;2004 3rd quarter;-562.0
684;7;2004 4th quarter;-502.0
685;7;2004;-2261.0
686;7;2005 1st quarter;-554.0
687;7;2005 2nd quarter;-592.0
688;7;2005 3rd quarter;-541.0
689;7;2005 4th quarter;-596.0
690;7;2005;-2284.0
691;7;2006 1st quarter;-554.0
692;7;2006 2nd quarter;-534.0
693;7;2006 3rd quarter;-565.0
694;7;2006 4th quarter;-582.0
695;7;2006;-2235.0
696;7;2007 1st quarter;-519.0
697;7;2007 2nd quarter;-537.0
698;7;2007 3rd quarter;-589.0
699;7;2007 4th quarter;-559.0
700;7;2007;-2203.0
701;7;2008 1st quarter;-570.0
702;7;2008 2nd quarter;-574.0
703;7;2008 3rd quarter;-578.0
704;7;2008 4th quarter;-495.0
705;7;2008;-2217.0
706;7;2009 1st quarter;-549.0
707;7;2009 2nd quarter;-530.0
708;7;2009 3rd quarter;-557.0
709;7;2009 4th quarter;-548.0
710;7;2009;-2184.0
711;7;2010 1st quarter;-582.0
712;7;2010 2nd quarter;-584.0
713;7;2010 3rd quarter;-571.0
714;7;2010 4th quarter;-557.0
715;7;2010;-2294.0
716;7;2011 1st quarter;-584.0
717;7;2011 2nd quarter;-513.0
718;7;2011 3rd quarter;-568.0
719;7;2011 4th quarter;-538.0
720;7;2011;-2203.0
721;7;2012 1st quarter;-573.0
722;7;2012 2nd quarter;-572.0
723;7;2012 3rd quarter;-581.0
724;7;2012 4th quarter;-480.0
725;7;2012;-2206.0
726;7;2013 1st quarter;-541.0
727;7;2013 2nd quarter;-540.0
728;8;1967;
729;8;1968;
730;8;1969;
731;8;1970;
732;8;1971;
733;8;1972;
734;8;1973;
735;8;1974;
736;8;1975;394.0
737;8;1976;389.0
738;8;1977;385.0
739;8;1978;340.0
740;8;1979;273.0
741;8;1980;211.0
742;8;1981;198.0
743;8;1982;231.0
744;8;1983;302.0
745;8;1984;326.0
746;8;1985;328.0
747;8;1986;353.0
748;8;1987;338.0
749;8;1988;287.0
750;8;1989;322.0
751;8;1990;278.0
752;8;1991;327.0
753;8;1992;342.0
754;8;1993;363.0
755;8;1994;353.0
756;8;1995;360.0
757;8;1996;405.0
758;8;1997;431.0
759;8;1998;442.0
760;8;1999 1st quarter;119.0
761;8;1999 2nd quarter;102.0
762;8;1999 3rd quarter;102.0
763;8;1999 4th quarter;123.0
764;8;1999;447.0
765;8;2000 1st quarter;125.0
766;8;2000 2nd quarter;104.0
767;8;2000 3rd quarter;96.0
768;8;2000 4th quarter;118.0
769;8;2000;443.0
770;8;2001 1st quarter;123.0
771;8;2001 2nd quarter;105.0
772;8;2001 3rd quarter;108.0
773;8;2001 4th quarter;136.0
774;8;2001;473.0
775;8;2002 1st quarter;133.0
776;8;2002 2nd quarter;116.0
777;8;2002 3rd quarter;110.0
778;8;2002 4th quarter;128.0
779;8;2002;487.0
780;8;2003 1st quarter;128.0
781;8;2003 2nd quarter;106.0
782;8;2003 3rd quarter;111.0
783;8;2003 4th quarter;138.0
784;8;2003;482.0
785;8;2004 1st quarter;141.0
786;8;2004 2nd quarter;120.0
787;8;2004 3rd quarter;122.0
788;8;2004 4th quarter;138.0
789;8;2004;520.0
790;8;2005 1st quarter;130.0
791;8;2005 2nd quarter;116.0
792;8;2005 3rd quarter;113.0
793;8;2005 4th quarter;135.0
794;8;2005;495.0
795;8;2006 1st quarter;134.0
796;8;2006 2nd quarter;99.0
797;8;2006 3rd quarter;112.0
798;8;2006 4th quarter;126.0
799;8;2006;472.0
800;8;2007 1st quarter;130.0
801;8;2007 2nd quarter;108.0
802;8;2007 3rd quarter;105.0
803;8;2007 4th quarter;140.0
804;8;2007;482.0
805;8;2008 1st quarter;132.0
806;8;2008 2nd quarter;111.0
807;8;2008 3rd quarter;111.0
808;8;2008 4th quarter;136.0
809;8;2008;489.0
810;8;2009 1st quarter;125.0
811;8;2009 2nd quarter;104.0
812;8;2009 3rd quarter;132.0
813;8;2009 4th quarter;160.0
814;8;2009;521.0
815;8;2010 1st quarter;161.0
816;8;2010 2nd quarter;124.0
817;8;2010 3rd quarter;119.0
818;8;2010 4th quarter;156.0
819;8;2010;560.0
820;8;2011 1st quarter;135.0
821;8;2011 2nd quarter;117.0
822;8;2011 3rd quarter;113.0
823;8;2011 4th quarter;141.0
824;8;2011;506.0
825;8;2012 1st quarter;122.0
826;8;2012 2nd quarter;92.0
827;8;2012 3rd quarter;82.0
828;8;2012 4th quarter;111.0
829;8;2012;407.0
830;8;2013 1st quarter;124.0
831;8;2013 2nd quarter;91.0
832;9;1967;
833;9;1968;
834;9;1969;
835;9;1970;
836;9;1971;
837;9;1972;
838;9;1973;
839;9;1974;
840;9;1975;
841;9;1976;
842;9;1977;
843;9;1978;
844;9;1979;
845;9;1980;
846;9;1981;
847;9;1982;
848;9;1983;
849;9;1984;
850;9;1985;
851;9;1986;
852;9;1987;
853;9;1988;
854;9;1989;
855;9;1990;
856;9;1991;
857;9;1992;
858;9;1993;
859;9;1994;
860;9;1995;3.0
861;9;1996;4.0
862;9;1997;4.0
863;9;1998;5.0
864;9;1999 1st quarter;1.0
865;9;1999 2nd quarter;1.0
866;9;1999 3rd quarter;1.0
867;9;1999 4th quarter;2.0
868;9;1999;6.0
869;9;2000 1st quarter;2.0
870;9;2000 2nd quarter;2.0
871;9;2000 3rd quarter;2.0
872;9;2000 4th quarter;3.0
873;9;2000;9.0
874;9;2001 1st quarter;3.0
875;9;2001 2nd quarter;3.0
876;9;2001 3rd quarter;3.0
877;9;2001 4th quarter;3.0
878;9;2001;13.0
879;9;2002 1st quarter;4.0
880;9;2002 2nd quarter;3.0
881;9;2002 3rd quarter;5.0
882;9;2002 4th quarter;5.0
883;9;2002;17.0
884;9;2003 1st quarter;4.0
885;9;2003 2nd quarter;3.0
886;9;2003 3rd quarter;4.0
887;9;2003 4th quarter;4.0
888;9;2003;16.0
889;9;2004 1st quarter;5.0
890;9;2004 2nd quarter;5.0
891;9;2004 3rd quarter;6.0
892;9;2004 4th quarter;9.0
893;9;2004;25.0
894;9;2005 1st quarter;12.0
895;9;2005 2nd quarter;10.0
896;9;2005 3rd quarter;9.0
897;9;2005 4th quarter;10.0
898;9;2005;40.0
899;9;2006 1st quarter;12.0
900;9;2006 2nd quarter;14.0
901;9;2006 3rd quarter;7.0
902;9;2006 4th quarter;9.0
903;9;2006;41.0
904;9;2007 1st quarter;10.0
905;9;2007 2nd quarter;8.0
906;9;2007 3rd quarter;10.0
907;9;2007 4th quarter;10.0
908;9;2007;39.0
909;9;2008 1st quarter;12.0
910;9;2008 2nd quarter;9.0
911;9;2008 3rd quarter;11.0
912;9;2008 4th quarter;14.0
913;9;2008;46.0
914;9;2009 1st quarter;13.0
915;9;2009 2nd quarter;13.0
916;9;2009 3rd quarter;13.0
917;9;2009 4th quarter;13.0
918;9;2009;53.0
919;9;2010 1st quarter;13.0
920;9;2010 2nd quarter;13.0
921;9;2010 3rd quarter;12.0
922;9;2010 4th quarter;14.0
923;9;2010;51.0
924;9;2011 1st quarter;14.0
925;9;2011 2nd quarter;13.0
926;9;2011 3rd quarter;13.0
927;9;2011 4th quarter;12.0
928;9;2011;52.0
929;9;2012 1st quarter;14.0
930;9;2012 2nd quarter;12.0
931;9;2012 3rd quarter;13.0
932;9;2012 4th quarter;13.0
933;9;2012;53.0
934;9;2013 1st quarter;12.0
935;9;2013 2nd quarter;11.0
936;Nuclear energy;1967;0.0
937;Nuclear energy;1968;0.0
938;Nuclear energy;1969;3.0
939;Nuclear energy;1970;4.0
940;Nuclear energy;1971;4.0
941;Nuclear energy;1972;4.0
942;Nuclear energy;1973;12.0
943;Nuclear energy;1974;35.0
944;Nuclear energy;1975;36.0
945;Nuclear energy;1976;43.0
946;Nuclear energy;1977;41.0
947;Nuclear energy;1978;44.0
948;Nuclear energy;1979;39.0
949;Nuclear energy;1980;46.0
