ID;RegioS;TypeVerwarmingsinstallatie;Perioden;Woningen_1
3960;Bladel;Individuele cv;2017;94.5
3961;Bladel;Individuele cv;2018;94.3
3962;Bladel;Individuele cv;2019;94.1
3963;Bladel;Individuele cv;2020;93.8
3964;Bladel;Individuele cv;2021;92.7
3965;Bladel;Individuele cv;2022;91.2
3966;Bladel;Blokverwarming;2017;1.2
3967;Bladel;Blokverwarming;2018;1.3
3968;Bladel;Blokverwarming;2019;1.3
3969;Bladel;Blokverwarming;2020;1.5
3970;Bladel;Blokverwarming;2021;1.5
3971;Bladel;Blokverwarming;2022;1.5
3972;Bladel;Stadsverwarming met hoog gasverbruik;2017;0.0
3973;Bladel;Stadsverwarming met hoog gasverbruik;2018;0.0
3974;Bladel;Stadsverwarming met hoog gasverbruik;2019;0.0
3975;Bladel;Stadsverwarming met hoog gasverbruik;2020;0.0
3976;Bladel;Stadsverwarming met hoog gasverbruik;2021;0.0
3977;Bladel;Stadsverwarming met hoog gasverbruik;2022;0.0
3978;Bladel;Stadsverwarming met laag gasverbruik;2017;0.0
3979;Bladel;Stadsverwarming met laag gasverbruik;2018;0.0
3980;Bladel;Stadsverwarming met laag gasverbruik;2019;0.0
3981;Bladel;Stadsverwarming met laag gasverbruik;2020;0.0
3982;Bladel;Stadsverwarming met laag gasverbruik;2021;0.0
3983;Bladel;Stadsverwarming met laag gasverbruik;2022;0.0
3984;Bladel;Stadsverwarming zonder gasverbruik;2017;0.0
3985;Bladel;Stadsverwarming zonder gasverbruik;2018;0.0
3986;Bladel;Stadsverwarming zonder gasverbruik;2019;0.0
3987;Bladel;Stadsverwarming zonder gasverbruik;2020;0.0
3988;Bladel;Stadsverwarming zonder gasverbruik;2021;0.0
3989;Bladel;Stadsverwarming zonder gasverbruik;2022;0.0
3990;Bladel;Elektrisch verwarmd met hoog gasverbruik;2017;0.8
3991;Bladel;Elektrisch verwarmd met hoog gasverbruik;2018;0.8
3992;Bladel;Elektrisch verwarmd met hoog gasverbruik;2019;0.9
3993;Bladel;Elektrisch verwarmd met hoog gasverbruik;2020;1.1
3994;Bladel;Elektrisch verwarmd met hoog gasverbruik;2021;1.4
3995;Bladel;Elektrisch verwarmd met hoog gasverbruik;2022;1.7
3996;Bladel;Elektrisch verwarmd met laag gasverbruik;2017;0.0
3997;Bladel;Elektrisch verwarmd met laag gasverbruik;2018;0.0
3998;Bladel;Elektrisch verwarmd met laag gasverbruik;2019;0.1
3999;Bladel;Elektrisch verwarmd met laag gasverbruik;2020;0.1
4000;Bladel;Elektrisch verwarmd met laag gasverbruik;2021;0.2
4001;Bladel;Elektrisch verwarmd met laag gasverbruik;2022;0.3
4002;Bladel;Elektrisch verwarmd zonder gasverbruik;2017;0.1
4003;Bladel;Elektrisch verwarmd zonder gasverbruik;2018;0.5
4004;Bladel;Elektrisch verwarmd zonder gasverbruik;2019;0.7
4005;Bladel;Elektrisch verwarmd zonder gasverbruik;2020;1.1
4006;Bladel;Elektrisch verwarmd zonder gasverbruik;2021;1.8
4007;Bladel;Elektrisch verwarmd zonder gasverbruik;2022;2.7
4008;Bladel;Totaal zonder gasverbruik (ex. onbekend);2017;0.1
4009;Bladel;Totaal zonder gasverbruik (ex. onbekend);2018;0.5
4010;Bladel;Totaal zonder gasverbruik (ex. onbekend);2019;0.7
4011;Bladel;Totaal zonder gasverbruik (ex. onbekend);2020;1.1
4012;Bladel;Totaal zonder gasverbruik (ex. onbekend);2021;1.8
4013;Bladel;Totaal zonder gasverbruik (ex. onbekend);2022;2.7
4014;Bladel;Type installaties onbekend;2017;3.4
4015;Bladel;Type installaties onbekend;2018;3.2
4016;Bladel;Type installaties onbekend;2019;3.0
4017;Bladel;Type installaties onbekend;2020;2.4
4018;Bladel;Type installaties onbekend;2021;2.4
4019;Bladel;Type installaties onbekend;2022;2.5
4020;Blaricum;Individuele cv;2017;82.5
4021;Blaricum;Individuele cv;2018;78.9
4022;Blaricum;Individuele cv;2019;77.4
4023;Blaricum;Individuele cv;2020;75.4
4024;Blaricum;Individuele cv;2021;73.9
4025;Blaricum;Individuele cv;2022;71.4
4026;Blaricum;Blokverwarming;2017;1.8
4027;Blaricum;Blokverwarming;2018;1.7
4028;Blaricum;Blokverwarming;2019;1.7
4029;Blaricum;Blokverwarming;2020;1.6
4030;Blaricum;Blokverwarming;2021;1.6
4031;Blaricum;Blokverwarming;2022;1.4
4032;Blaricum;Stadsverwarming met hoog gasverbruik;2017;3.2
4033;Blaricum;Stadsverwarming met hoog gasverbruik;2018;3.0
4034;Blaricum;Stadsverwarming met hoog gasverbruik;2019;3.0
4035;Blaricum;Stadsverwarming met hoog gasverbruik;2020;2.9
4036;Blaricum;Stadsverwarming met hoog gasverbruik;2021;2.8
4037;Blaricum;Stadsverwarming met hoog gasverbruik;2022;2.8
4038;Blaricum;Stadsverwarming met laag gasverbruik;2017;0.0
4039;Blaricum;Stadsverwarming met laag gasverbruik;2018;0.0
4040;Blaricum;Stadsverwarming met laag gasverbruik;2019;0.0
4041;Blaricum;Stadsverwarming met laag gasverbruik;2020;0.0
4042;Blaricum;Stadsverwarming met laag gasverbruik;2021;0.0
4043;Blaricum;Stadsverwarming met laag gasverbruik;2022;0.0
4044;Blaricum;Stadsverwarming zonder gasverbruik;2017;0.1
4045;Blaricum;Stadsverwarming zonder gasverbruik;2018;1.9
4046;Blaricum;Stadsverwarming zonder gasverbruik;2019;1.8
4047;Blaricum;Stadsverwarming zonder gasverbruik;2020;1.5
4048;Blaricum;Stadsverwarming zonder gasverbruik;2021;1.4
4049;Blaricum;Stadsverwarming zonder gasverbruik;2022;1.4
4050;Blaricum;Elektrisch verwarmd met hoog gasverbruik;2017;2.5
4051;Blaricum;Elektrisch verwarmd met hoog gasverbruik;2018;0.2
4052;Blaricum;Elektrisch verwarmd met hoog gasverbruik;2019;0.4
4053;Blaricum;Elektrisch verwarmd met hoog gasverbruik;2020;0.5
4054;Blaricum;Elektrisch verwarmd met hoog gasverbruik;2021;0.5
4055;Blaricum;Elektrisch verwarmd met hoog gasverbruik;2022;0.5
4056;Blaricum;Elektrisch verwarmd met laag gasverbruik;2017;0.0
4057;Blaricum;Elektrisch verwarmd met laag gasverbruik;2018;0.1
4058;Blaricum;Elektrisch verwarmd met laag gasverbruik;2019;0.1
4059;Blaricum;Elektrisch verwarmd met laag gasverbruik;2020;0.2
4060;Blaricum;Elektrisch verwarmd met laag gasverbruik;2021;0.2
4061;Blaricum;Elektrisch verwarmd met laag gasverbruik;2022;0.3
4062;Blaricum;Elektrisch verwarmd zonder gasverbruik;2017;5.9
4063;Blaricum;Elektrisch verwarmd zonder gasverbruik;2018;13.0
4064;Blaricum;Elektrisch verwarmd zonder gasverbruik;2019;14.5
4065;Blaricum;Elektrisch verwarmd zonder gasverbruik;2020;16.8
4066;Blaricum;Elektrisch verwarmd zonder gasverbruik;2021;18.5
4067;Blaricum;Elektrisch verwarmd zonder gasverbruik;2022;20.9
4068;Blaricum;Totaal zonder gasverbruik (ex. onbekend);2017;6.0
4069;Blaricum;Totaal zonder gasverbruik (ex. onbekend);2018;14.9
4070;Blaricum;Totaal zonder gasverbruik (ex. onbekend);2019;16.3
4071;Blaricum;Totaal zonder gasverbruik (ex. onbekend);2020;18.3
4072;Blaricum;Totaal zonder gasverbruik (ex. onbekend);2021;20.0
4073;Blaricum;Totaal zonder gasverbruik (ex. onbekend);2022;22.3
4074;Blaricum;Type installaties onbekend;2017;4.1
4075;Blaricum;Type installaties onbekend;2018;1.3
4076;Blaricum;Type installaties onbekend;2019;1.2
4077;Blaricum;Type installaties onbekend;2020;1.0
4078;Blaricum;Type installaties onbekend;2021;1.1
4079;Blaricum;Type installaties onbekend;2022;1.3
4080;Bloemendaal;Individuele cv;2017;90.9
4081;Bloemendaal;Individuele cv;2018;90.9
4082;Bloemendaal;Individuele cv;2019;90.6
4083;Bloemendaal;Individuele cv;2020;90.2
4084;Bloemendaal;Individuele cv;2021;90.9
4085;Bloemendaal;Individuele cv;2022;90.7
4086;Bloemendaal;Blokverwarming;2017;5.5
4087;Bloemendaal;Blokverwarming;2018;5.4
4088;Bloemendaal;Blokverwarming;2019;5.2
4089;Bloemendaal;Blokverwarming;2020;5.5
4090;Bloemendaal;Blokverwarming;2021;3.9
4091;Bloemendaal;Blokverwarming;2022;3.1
4092;Bloemendaal;Stadsverwarming met hoog gasverbruik;2017;0.0
4093;Bloemendaal;Stadsverwarming met hoog gasverbruik;2018;0.0
4094;Bloemendaal;Stadsverwarming met hoog gasverbruik;2019;0.0
4095;Bloemendaal;Stadsverwarming met hoog gasverbruik;2020;0.0
4096;Bloemendaal;Stadsverwarming met hoog gasverbruik;2021;0.0
4097;Bloemendaal;Stadsverwarming met hoog gasverbruik;2022;0.0
4098;Bloemendaal;Stadsverwarming met laag gasverbruik;2017;0.0
4099;Bloemendaal;Stadsverwarming met laag gasverbruik;2018;0.0
4100;Bloemendaal;Stadsverwarming met laag gasverbruik;2019;0.0
4101;Bloemendaal;Stadsverwarming met laag gasverbruik;2020;0.0
4102;Bloemendaal;Stadsverwarming met laag gasverbruik;2021;0.0
4103;Bloemendaal;Stadsverwarming met laag gasverbruik;2022;0.0
4104;Bloemendaal;Stadsverwarming zonder gasverbruik;2017;0.0
4105;Bloemendaal;Stadsverwarming zonder gasverbruik;2018;0.0
4106;Bloemendaal;Stadsverwarming zonder gasverbruik;2019;0.0
4107;Bloemendaal;Stadsverwarming zonder gasverbruik;2020;0.0
4108;Bloemendaal;Stadsverwarming zonder gasverbruik;2021;0.5
4109;Bloemendaal;Stadsverwarming zonder gasverbruik;2022;0.5
4110;Bloemendaal;Elektrisch verwarmd met hoog gasverbruik;2017;0.4
4111;Bloemendaal;Elektrisch verwarmd met hoog gasverbruik;2018;0.5
4112;Bloemendaal;Elektrisch verwarmd met hoog gasverbruik;2019;0.8
4113;Bloemendaal;Elektrisch verwarmd met hoog gasverbruik;2020;1.2
4114;Bloemendaal;Elektrisch verwarmd met hoog gasverbruik;2021;1.2
4115;Bloemendaal;Elektrisch verwarmd met hoog gasverbruik;2022;1.8
4116;Bloemendaal;Elektrisch verwarmd met laag gasverbruik;2017;0.1
4117;Bloemendaal;Elektrisch verwarmd met laag gasverbruik;2018;0.0
4118;Bloemendaal;Elektrisch verwarmd met laag gasverbruik;2019;0.1
4119;Bloemendaal;Elektrisch verwarmd met laag gasverbruik;2020;0.1
4120;Bloemendaal;Elektrisch verwarmd met laag gasverbruik;2021;0.2
4121;Bloemendaal;Elektrisch verwarmd met laag gasverbruik;2022;0.2
4122;Bloemendaal;Elektrisch verwarmd zonder gasverbruik;2017;0.1
4123;Bloemendaal;Elektrisch verwarmd zonder gasverbruik;2018;0.2
4124;Bloemendaal;Elektrisch verwarmd zonder gasverbruik;2019;0.3
4125;Bloemendaal;Elektrisch verwarmd zonder gasverbruik;2020;0.3
4126;Bloemendaal;Elektrisch verwarmd zonder gasverbruik;2021;0.7
4127;Bloemendaal;Elektrisch verwarmd zonder gasverbruik;2022;1.1
4128;Bloemendaal;Totaal zonder gasverbruik (ex. onbekend);2017;0.1
4129;Bloemendaal;Totaal zonder gasverbruik (ex. onbekend);2018;0.2
4130;Bloemendaal;Totaal zonder gasverbruik (ex. onbekend);2019;0.3
4131;Bloemendaal;Totaal zonder gasverbruik (ex. onbekend);2020;0.3
4132;Bloemendaal;Totaal zonder gasverbruik (ex. onbekend);2021;1.2
4133;Bloemendaal;Totaal zonder gasverbruik (ex. onbekend);2022;1.6
4134;Bloemendaal;Type installaties onbekend;2017;3.1
4135;Bloemendaal;Type installaties onbekend;2018;2.9
4136;Bloemendaal;Type installaties onbekend;2019;3.0
4137;Bloemendaal;Type installaties onbekend;2020;2.7
4138;Bloemendaal;Type installaties onbekend;2021;2.7
4139;Bloemendaal;Type installaties onbekend;2022;2.7
4140;Bodegraven-Reeuwijk;Individuele cv;2017;88.8
4141;Bodegraven-Reeuwijk;Individuele cv;2018;88.7
4142;Bodegraven-Reeuwijk;Individuele cv;2019;89.6
4143;Bodegraven-Reeuwijk;Individuele cv;2020;89.6
4144;Bodegraven-Reeuwijk;Individuele cv;2021;88.5
4145;Bodegraven-Reeuwijk;Individuele cv;2022;87.4
4146;Bodegraven-Reeuwijk;Blokverwarming;2017;3.9
4147;Bodegraven-Reeuwijk;Blokverwarming;2018;3.7
4148;Bodegraven-Reeuwijk;Blokverwarming;2019;3.7
4149;Bodegraven-Reeuwijk;Blokverwarming;2020;3.7
4150;Bodegraven-Reeuwijk;Blokverwarming;2021;3.6
4151;Bodegraven-Reeuwijk;Blokverwarming;2022;3.1
4152;Bodegraven-Reeuwijk;Stadsverwarming met hoog gasverbruik;2017;0.0
4153;Bodegraven-Reeuwijk;Stadsverwarming met hoog gasverbruik;2018;0.0
4154;Bodegraven-Reeuwijk;Stadsverwarming met hoog gasverbruik;2019;0.0
4155;Bodegraven-Reeuwijk;Stadsverwarming met hoog gasverbruik;2020;0.0
4156;Bodegraven-Reeuwijk;Stadsverwarming met hoog gasverbruik;2021;0.0
4157;Bodegraven-Reeuwijk;Stadsverwarming met hoog gasverbruik;2022;0.0
4158;Bodegraven-Reeuwijk;Stadsverwarming met laag gasverbruik;2017;0.0
4159;Bodegraven-Reeuwijk;Stadsverwarming met laag gasverbruik;2018;0.0
4160;Bodegraven-Reeuwijk;Stadsverwarming met laag gasverbruik;2019;0.0
4161;Bodegraven-Reeuwijk;Stadsverwarming met laag gasverbruik;2020;0.0
4162;Bodegraven-Reeuwijk;Stadsverwarming met laag gasverbruik;2021;0.0
4163;Bodegraven-Reeuwijk;Stadsverwarming met laag gasverbruik;2022;0.0
4164;Bodegraven-Reeuwijk;Stadsverwarming zonder gasverbruik;2017;0.7
4165;Bodegraven-Reeuwijk;Stadsverwarming zonder gasverbruik;2018;0.8
4166;Bodegraven-Reeuwijk;Stadsverwarming zonder gasverbruik;2019;0.8
4167;Bodegraven-Reeuwijk;Stadsverwarming zonder gasverbruik;2020;0.8
4168;Bodegraven-Reeuwijk;Stadsverwarming zonder gasverbruik;2021;0.8
4169;Bodegraven-Reeuwijk;Stadsverwarming zonder gasverbruik;2022;0.8
4170;Bodegraven-Reeuwijk;Elektrisch verwarmd met hoog gasverbruik;2017;0.5
4171;Bodegraven-Reeuwijk;Elektrisch verwarmd met hoog gasverbruik;2018;0.2
4172;Bodegraven-Reeuwijk;Elektrisch verwarmd met hoog gasverbruik;2019;0.6
4173;Bodegraven-Reeuwijk;Elektrisch verwarmd met hoog gasverbruik;2020;0.7
4174;Bodegraven-Reeuwijk;Elektrisch verwarmd met hoog gasverbruik;2021;0.7
4175;Bodegraven-Reeuwijk;Elektrisch verwarmd met hoog gasverbruik;2022;0.9
4176;Bodegraven-Reeuwijk;Elektrisch verwarmd met laag gasverbruik;2017;0.0
4177;Bodegraven-Reeuwijk;Elektrisch verwarmd met laag gasverbruik;2018;0.0
4178;Bodegraven-Reeuwijk;Elektrisch verwarmd met laag gasverbruik;2019;0.1
4179;Bodegraven-Reeuwijk;Elektrisch verwarmd met laag gasverbruik;2020;0.1
4180;Bodegraven-Reeuwijk;Elektrisch verwarmd met laag gasverbruik;2021;0.1
4181;Bodegraven-Reeuwijk;Elektrisch verwarmd met laag gasverbruik;2022;0.1
4182;Bodegraven-Reeuwijk;Elektrisch verwarmd zonder gasverbruik;2017;0.1
4183;Bodegraven-Reeuwijk;Elektrisch verwarmd zonder gasverbruik;2018;0.7
4184;Bodegraven-Reeuwijk;Elektrisch verwarmd zonder gasverbruik;2019;1.2
4185;Bodegraven-Reeuwijk;Elektrisch verwarmd zonder gasverbruik;2020;1.8
4186;Bodegraven-Reeuwijk;Elektrisch verwarmd zonder gasverbruik;2021;2.9
4187;Bodegraven-Reeuwijk;Elektrisch verwarmd zonder gasverbruik;2022;4.0
4188;Bodegraven-Reeuwijk;Totaal zonder gasverbruik (ex. onbekend);2017;0.8
4189;Bodegraven-Reeuwijk;Totaal zonder gasverbruik (ex. onbekend);2018;1.5
4190;Bodegraven-Reeuwijk;Totaal zonder gasverbruik (ex. onbekend);2019;2.0
4191;Bodegraven-Reeuwijk;Totaal zonder gasverbruik (ex. onbekend);2020;2.6
4192;Bodegraven-Reeuwijk;Totaal zonder gasverbruik (ex. onbekend);2021;3.7
4193;Bodegraven-Reeuwijk;Totaal zonder gasverbruik (ex. onbekend);2022;4.8
4194;Bodegraven-Reeuwijk;Type installaties onbekend;2017;6.0
4195;Bodegraven-Reeuwijk;Type installaties onbekend;2018;5.7
4196;Bodegraven-Reeuwijk;Type installaties onbekend;2019;4.0
4197;Bodegraven-Reeuwijk;Type installaties onbekend;2020;3.3
4198;Bodegraven-Reeuwijk;Type installaties onbekend;2021;3.4
4199;Bodegraven-Reeuwijk;Type installaties onbekend;2022;3.6
4200;Boekel;Individuele cv;2017;89.2
4201;Boekel;Individuele cv;2018;88.9
4202;Boekel;Individuele cv;2019;88.3
4203;Boekel;Individuele cv;2020;88.3
4204;Boekel;Individuele cv;2021;85.3
4205;Boekel;Individuele cv;2022;83.4
4206;Boekel;Blokverwarming;2017;1.5
4207;Boekel;Blokverwarming;2018;1.5
4208;Boekel;Blokverwarming;2019;1.5
4209;Boekel;Blokverwarming;2020;1.5
4210;Boekel;Blokverwarming;2021;1.5
4211;Boekel;Blokverwarming;2022;1.4
4212;Boekel;Stadsverwarming met hoog gasverbruik;2017;0.0
4213;Boekel;Stadsverwarming met hoog gasverbruik;2018;0.0
4214;Boekel;Stadsverwarming met hoog gasverbruik;2019;0.0
4215;Boekel;Stadsverwarming met hoog gasverbruik;2020;1.1
4216;Boekel;Stadsverwarming met hoog gasverbruik;2021;1.0
4217;Boekel;Stadsverwarming met hoog gasverbruik;2022;1.0
4218;Boekel;Stadsverwarming met laag gasverbruik;2017;0.0
4219;Boekel;Stadsverwarming met laag gasverbruik;2018;0.0
4220;Boekel;Stadsverwarming met laag gasverbruik;2019;0.0
4221;Boekel;Stadsverwarming met laag gasverbruik;2020;0.0
4222;Boekel;Stadsverwarming met laag gasverbruik;2021;0.0
4223;Boekel;Stadsverwarming met laag gasverbruik;2022;0.0
4224;Boekel;Stadsverwarming zonder gasverbruik;2017;1.1
4225;Boekel;Stadsverwarming zonder gasverbruik;2018;1.1
4226;Boekel;Stadsverwarming zonder gasverbruik;2019;1.1
4227;Boekel;Stadsverwarming zonder gasverbruik;2020;0.0
4228;Boekel;Stadsverwarming zonder gasverbruik;2021;0.0
4229;Boekel;Stadsverwarming zonder gasverbruik;2022;0.0
4230;Boekel;Elektrisch verwarmd met hoog gasverbruik;2017;0.5
4231;Boekel;Elektrisch verwarmd met hoog gasverbruik;2018;1.2
4232;Boekel;Elektrisch verwarmd met hoog gasverbruik;2019;1.8
4233;Boekel;Elektrisch verwarmd met hoog gasverbruik;2020;2.0
4234;Boekel;Elektrisch verwarmd met hoog gasverbruik;2021;1.9
4235;Boekel;Elektrisch verwarmd met hoog gasverbruik;2022;2.4
4236;Boekel;Elektrisch verwarmd met laag gasverbruik;2017;0.0
4237;Boekel;Elektrisch verwarmd met laag gasverbruik;2018;0.0
4238;Boekel;Elektrisch verwarmd met laag gasverbruik;2019;0.0
4239;Boekel;Elektrisch verwarmd met laag gasverbruik;2020;0.0
4240;Boekel;Elektrisch verwarmd met laag gasverbruik;2021;0.1
4241;Boekel;Elektrisch verwarmd met laag gasverbruik;2022;0.2
4242;Boekel;Elektrisch verwarmd zonder gasverbruik;2017;1.0
4243;Boekel;Elektrisch verwarmd zonder gasverbruik;2018;1.2
4244;Boekel;Elektrisch verwarmd zonder gasverbruik;2019;2.1
4245;Boekel;Elektrisch verwarmd zonder gasverbruik;2020;2.8
4246;Boekel;Elektrisch verwarmd zonder gasverbruik;2021;6.1
4247;Boekel;Elektrisch verwarmd zonder gasverbruik;2022;7.3
4248;Boekel;Totaal zonder gasverbruik (ex. onbekend);2017;2.1
4249;Boekel;Totaal zonder gasverbruik (ex. onbekend);2018;2.3
4250;Boekel;Totaal zonder gasverbruik (ex. onbekend);2019;3.2
4251;Boekel;Totaal zonder gasverbruik (ex. onbekend);2020;2.8
4252;Boekel;Totaal zonder gasverbruik (ex. onbekend);2021;6.1
4253;Boekel;Totaal zonder gasverbruik (ex. onbekend);2022;7.3
4254;Boekel;Type installaties onbekend;2017;6.7
4255;Boekel;Type installaties onbekend;2018;6.1
4256;Boekel;Type installaties onbekend;2019;5.2
4257;Boekel;Type installaties onbekend;2020;4.1
4258;Boekel;Type installaties onbekend;2021;4.0
4259;Boekel;Type installaties onbekend;2022;4.2
4260;Ten Boer;Individuele cv;2017;96.8
4261;Ten Boer;Individuele cv;2018;96.6
4262;Ten Boer;Individuele cv;2019;
4263;Ten Boer;Individuele cv;2020;
4264;Ten Boer;Individuele cv;2021;
4265;Ten Boer;Individuele cv;2022;
4266;Ten Boer;Blokverwarming;2017;0.0
4267;Ten Boer;Blokverwarming;2018;0.0
4268;Ten Boer;Blokverwarming;2019;
4269;Ten Boer;Blokverwarming;2020;
4270;Ten Boer;Blokverwarming;2021;
4271;Ten Boer;Blokverwarming;2022;
4272;Ten Boer;Stadsverwarming met hoog gasverbruik;2017;0.0
4273;Ten Boer;Stadsverwarming met hoog gasverbruik;2018;0.0
4274;Ten Boer;Stadsverwarming met hoog gasverbruik;2019;
4275;Ten Boer;Stadsverwarming met hoog gasverbruik;2020;
4276;Ten Boer;Stadsverwarming met hoog gasverbruik;2021;
4277;Ten Boer;Stadsverwarming met hoog gasverbruik;2022;
4278;Ten Boer;Stadsverwarming met laag gasverbruik;2017;0.0
4279;Ten Boer;Stadsverwarming met laag gasverbruik;2018;0.0
4280;Ten Boer;Stadsverwarming met laag gasverbruik;2019;
4281;Ten Boer;Stadsverwarming met laag gasverbruik;2020;
4282;Ten Boer;Stadsverwarming met laag gasverbruik;2021;
4283;Ten Boer;Stadsverwarming met laag gasverbruik;2022;
4284;Ten Boer;Stadsverwarming zonder gasverbruik;2017;0.0
4285;Ten Boer;Stadsverwarming zonder gasverbruik;2018;0.0
4286;Ten Boer;Stadsverwarming zonder gasverbruik;2019;
4287;Ten Boer;Stadsverwarming zonder gasverbruik;2020;
4288;Ten Boer;Stadsverwarming zonder gasverbruik;2021;
4289;Ten Boer;Stadsverwarming zonder gasverbruik;2022;
4290;Ten Boer;Elektrisch verwarmd met hoog gasverbruik;2017;0.2
4291;Ten Boer;Elektrisch verwarmd met hoog gasverbruik;2018;0.2
4292;Ten Boer;Elektrisch verwarmd met hoog gasverbruik;2019;
4293;Ten Boer;Elektrisch verwarmd met hoog gasverbruik;2020;
4294;Ten Boer;Elektrisch verwarmd met hoog gasverbruik;2021;
4295;Ten Boer;Elektrisch verwarmd met hoog gasverbruik;2022;
4296;Ten Boer;Elektrisch verwarmd met laag gasverbruik;2017;0.0
4297;Ten Boer;Elektrisch verwarmd met laag gasverbruik;2018;0.0
4298;Ten Boer;Elektrisch verwarmd met laag gasverbruik;2019;
4299;Ten Boer;Elektrisch verwarmd met laag gasverbruik;2020;
4300;Ten Boer;Elektrisch verwarmd met laag gasverbruik;2021;
4301;Ten Boer;Elektrisch verwarmd met laag gasverbruik;2022;
4302;Ten Boer;Elektrisch verwarmd zonder gasverbruik;2017;0.0
4303;Ten Boer;Elektrisch verwarmd zonder gasverbruik;2018;0.1
4304;Ten Boer;Elektrisch verwarmd zonder gasverbruik;2019;
4305;Ten Boer;Elektrisch verwarmd zonder gasverbruik;2020;
4306;Ten Boer;Elektrisch verwarmd zonder gasverbruik;2021;
4307;Ten Boer;Elektrisch verwarmd zonder gasverbruik;2022;
4308;Ten Boer;Totaal zonder gasverbruik (ex. onbekend);2017;0.0
4309;Ten Boer;Totaal zonder gasverbruik (ex. onbekend);2018;0.1
4310;Ten Boer;Totaal zonder gasverbruik (ex. onbekend);2019;
4311;Ten Boer;Totaal zonder gasverbruik (ex. onbekend);2020;
4312;Ten Boer;Totaal zonder gasverbruik (ex. onbekend);2021;
4313;Ten Boer;Totaal zonder gasverbruik (ex. onbekend);2022;
4314;Ten Boer;Type installaties onbekend;2017;3.0
4315;Ten Boer;Type installaties onbekend;2018;3.1
4316;Ten Boer;Type installaties onbekend;2019;
4317;Ten Boer;Type installaties onbekend;2020;
4318;Ten Boer;Type installaties onbekend;2021;
4319;Ten Boer;Type installaties onbekend;2022;
4320;Borger-Odoorn;Individuele cv;2017;95.3
4321;Borger-Odoorn;Individuele cv;2018;94.8
4322;Borger-Odoorn;Individuele cv;2019;94.5
4323;Borger-Odoorn;Individuele cv;2020;96.1
4324;Borger-Odoorn;Individuele cv;2021;95.6
4325;Borger-Odoorn;Individuele cv;2022;94.4
4326;Borger-Odoorn;Blokverwarming;2017;0.6
4327;Borger-Odoorn;Blokverwarming;2018;0.6
4328;Borger-Odoorn;Blokverwarming;2019;0.6
4329;Borger-Odoorn;Blokverwarming;2020;0.7
4330;Borger-Odoorn;Blokverwarming;2021;0.7
4331;Borger-Odoorn;Blokverwarming;2022;0.7
4332;Borger-Odoorn;Stadsverwarming met hoog gasverbruik;2017;0.0
4333;Borger-Odoorn;Stadsverwarming met hoog gasverbruik;2018;0.0
4334;Borger-Odoorn;Stadsverwarming met hoog gasverbruik;2019;0.0
4335;Borger-Odoorn;Stadsverwarming met hoog gasverbruik;2020;0.0
4336;Borger-Odoorn;Stadsverwarming met hoog gasverbruik;2021;0.0
4337;Borger-Odoorn;Stadsverwarming met hoog gasverbruik;2022;0.0
4338;Borger-Odoorn;Stadsverwarming met laag gasverbruik;2017;0.0
4339;Borger-Odoorn;Stadsverwarming met laag gasverbruik;2018;0.0
4340;Borger-Odoorn;Stadsverwarming met laag gasverbruik;2019;0.0
4341;Borger-Odoorn;Stadsverwarming met laag gasverbruik;2020;0.0
4342;Borger-Odoorn;Stadsverwarming met laag gasverbruik;2021;0.0
4343;Borger-Odoorn;Stadsverwarming met laag gasverbruik;2022;0.0
4344;Borger-Odoorn;Stadsverwarming zonder gasverbruik;2017;0.0
4345;Borger-Odoorn;Stadsverwarming zonder gasverbruik;2018;0.0
4346;Borger-Odoorn;Stadsverwarming zonder gasverbruik;2019;0.0
4347;Borger-Odoorn;Stadsverwarming zonder gasverbruik;2020;0.0
4348;Borger-Odoorn;Stadsverwarming zonder gasverbruik;2021;0.0
4349;Borger-Odoorn;Stadsverwarming zonder gasverbruik;2022;0.0
4350;Borger-Odoorn;Elektrisch verwarmd met hoog gasverbruik;2017;0.3
4351;Borger-Odoorn;Elektrisch verwarmd met hoog gasverbruik;2018;0.5
4352;Borger-Odoorn;Elektrisch verwarmd met hoog gasverbruik;2019;0.6
4353;Borger-Odoorn;Elektrisch verwarmd met hoog gasverbruik;2020;0.8
4354;Borger-Odoorn;Elektrisch verwarmd met hoog gasverbruik;2021;0.9
4355;Borger-Odoorn;Elektrisch verwarmd met hoog gasverbruik;2022;1.2
4356;Borger-Odoorn;Elektrisch verwarmd met laag gasverbruik;2017;0.0
4357;Borger-Odoorn;Elektrisch verwarmd met laag gasverbruik;2018;0.0
4358;Borger-Odoorn;Elektrisch verwarmd met laag gasverbruik;2019;0.0
4359;Borger-Odoorn;Elektrisch verwarmd met laag gasverbruik;2020;0.1
4360;Borger-Odoorn;Elektrisch verwarmd met laag gasverbruik;2021;0.1
4361;Borger-Odoorn;Elektrisch verwarmd met laag gasverbruik;2022;0.2
4362;Borger-Odoorn;Elektrisch verwarmd zonder gasverbruik;2017;0.4
4363;Borger-Odoorn;Elektrisch verwarmd zonder gasverbruik;2018;0.6
4364;Borger-Odoorn;Elektrisch verwarmd zonder gasverbruik;2019;0.9
4365;Borger-Odoorn;Elektrisch verwarmd zonder gasverbruik;2020;1.5
4366;Borger-Odoorn;Elektrisch verwarmd zonder gasverbruik;2021;1.9
