ID;RegioS;TypeVerwarmingsinstallatie;Perioden;Woningen_1
37;Nederland, Buitenland, Niet in te delen;Elektrisch verwarmd met laag gasverbruik;2018;0.0
38;Nederland, Buitenland, Niet in te delen;Elektrisch verwarmd met laag gasverbruik;2019;0.0
39;Nederland, Buitenland, Niet in te delen;Elektrisch verwarmd met laag gasverbruik;2020;0.0
40;Nederland, Buitenland, Niet in te delen;Elektrisch verwarmd met laag gasverbruik;2021;0.1
41;Nederland, Buitenland, Niet in te delen;Elektrisch verwarmd met laag gasverbruik;2022;0.1
42;Nederland, Buitenland, Niet in te delen;Elektrisch verwarmd zonder gasverbruik;2017;0.3
43;Nederland, Buitenland, Niet in te delen;Elektrisch verwarmd zonder gasverbruik;2018;0.5
44;Nederland, Buitenland, Niet in te delen;Elektrisch verwarmd zonder gasverbruik;2019;0.8
45;Nederland, Buitenland, Niet in te delen;Elektrisch verwarmd zonder gasverbruik;2020;1.1
46;Nederland, Buitenland, Niet in te delen;Elektrisch verwarmd zonder gasverbruik;2021;1.6
47;Nederland, Buitenland, Niet in te delen;Elektrisch verwarmd zonder gasverbruik;2022;2.3
48;Nederland, Buitenland, Niet in te delen;Totaal zonder gasverbruik (ex. onbekend);2017;5.1
49;Nederland, Buitenland, Niet in te delen;Totaal zonder gasverbruik (ex. onbekend);2018;5.5
50;Nederland, Buitenland, Niet in te delen;Totaal zonder gasverbruik (ex. onbekend);2019;6.0
51;Nederland, Buitenland, Niet in te delen;Totaal zonder gasverbruik (ex. onbekend);2020;6.5
52;Nederland, Buitenland, Niet in te delen;Totaal zonder gasverbruik (ex. onbekend);2021;7.2
53;Nederland, Buitenland, Niet in te delen;Totaal zonder gasverbruik (ex. onbekend);2022;8.1
54;Nederland, Buitenland, Niet in te delen;Type installaties onbekend;2017;3.2
55;Nederland, Buitenland, Niet in te delen;Type installaties onbekend;2018;2.6
56;Nederland, Buitenland, Niet in te delen;Type installaties onbekend;2019;2.5
57;Nederland, Buitenland, Niet in te delen;Type installaties onbekend;2020;2.0
58;Nederland, Buitenland, Niet in te delen;Type installaties onbekend;2021;2.1
59;Nederland, Buitenland, Niet in te delen;Type installaties onbekend;2022;2.5
60;Nederland;Individuele cv;2017;
61;Nederland;Individuele cv;2018;
62;Nederland;Individuele cv;2019;
63;Nederland;Individuele cv;2020;
64;Nederland;Individuele cv;2021;
65;Nederland;Individuele cv;2022;
66;Nederland;Blokverwarming;2017;
67;Nederland;Blokverwarming;2018;
68;Nederland;Blokverwarming;2019;
69;Nederland;Blokverwarming;2020;
70;Nederland;Blokverwarming;2021;
71;Nederland;Blokverwarming;2022;
72;Nederland;Stadsverwarming met hoog gasverbruik;2017;
73;Nederland;Stadsverwarming met hoog gasverbruik;2018;
74;Nederland;Stadsverwarming met hoog gasverbruik;2019;
75;Nederland;Stadsverwarming met hoog gasverbruik;2020;
76;Nederland;Stadsverwarming met hoog gasverbruik;2021;
77;Nederland;Stadsverwarming met hoog gasverbruik;2022;
78;Nederland;Stadsverwarming met laag gasverbruik;2017;
79;Nederland;Stadsverwarming met laag gasverbruik;2018;
80;Nederland;Stadsverwarming met laag gasverbruik;2019;
81;Nederland;Stadsverwarming met laag gasverbruik;2020;
82;Nederland;Stadsverwarming met laag gasverbruik;2021;
83;Nederland;Stadsverwarming met laag gasverbruik;2022;
84;Nederland;Stadsverwarming zonder gasverbruik;2017;
85;Nederland;Stadsverwarming zonder gasverbruik;2018;
86;Nederland;Stadsverwarming zonder gasverbruik;2019;
87;Nederland;Stadsverwarming zonder gasverbruik;2020;
88;Nederland;Stadsverwarming zonder gasverbruik;2021;
89;Nederland;Stadsverwarming zonder gasverbruik;2022;
90;Nederland;Elektrisch verwarmd met hoog gasverbruik;2017;
91;Nederland;Elektrisch verwarmd met hoog gasverbruik;2018;
92;Nederland;Elektrisch verwarmd met hoog gasverbruik;2019;
93;Nederland;Elektrisch verwarmd met hoog gasverbruik;2020;
94;Nederland;Elektrisch verwarmd met hoog gasverbruik;2021;
95;Nederland;Elektrisch verwarmd met hoog gasverbruik;2022;
96;Nederland;Elektrisch verwarmd met laag gasverbruik;2017;
97;Nederland;Elektrisch verwarmd met laag gasverbruik;2018;
98;Nederland;Elektrisch verwarmd met laag gasverbruik;2019;
99;Nederland;Elektrisch verwarmd met laag gasverbruik;2020;
100;Nederland;Elektrisch verwarmd met laag gasverbruik;2021;
101;Nederland;Elektrisch verwarmd met laag gasverbruik;2022;
102;Nederland;Elektrisch verwarmd zonder gasverbruik;2017;
103;Nederland;Elektrisch verwarmd zonder gasverbruik;2018;
104;Nederland;Elektrisch verwarmd zonder gasverbruik;2019;
105;Nederland;Elektrisch verwarmd zonder gasverbruik;2020;
106;Nederland;Elektrisch verwarmd zonder gasverbruik;2021;
107;Nederland;Elektrisch verwarmd zonder gasverbruik;2022;
108;Nederland;Totaal zonder gasverbruik (ex. onbekend);2017;
109;Nederland;Totaal zonder gasverbruik (ex. onbekend);2018;
110;Nederland;Totaal zonder gasverbruik (ex. onbekend);2019;
111;Nederland;Totaal zonder gasverbruik (ex. onbekend);2020;
112;Nederland;Totaal zonder gasverbruik (ex. onbekend);2021;
113;Nederland;Totaal zonder gasverbruik (ex. onbekend);2022;
114;Nederland;Type installaties onbekend;2017;
115;Nederland;Type installaties onbekend;2018;
116;Nederland;Type installaties onbekend;2019;
117;Nederland;Type installaties onbekend;2020;
118;Nederland;Type installaties onbekend;2021;
119;Nederland;Type installaties onbekend;2022;
120;"Nederland; niet in te delen";Individuele cv;2017;
121;"Nederland; niet in te delen";Individuele cv;2018;
122;"Nederland; niet in te delen";Individuele cv;2019;
123;"Nederland; niet in te delen";Individuele cv;2020;
124;"Nederland; niet in te delen";Individuele cv;2021;
125;"Nederland; niet in te delen";Individuele cv;2022;
126;"Nederland; niet in te delen";Blokverwarming;2017;
127;"Nederland; niet in te delen";Blokverwarming;2018;
128;"Nederland; niet in te delen";Blokverwarming;2019;
129;"Nederland; niet in te delen";Blokverwarming;2020;
130;"Nederland; niet in te delen";Blokverwarming;2021;
131;"Nederland; niet in te delen";Blokverwarming;2022;
132;"Nederland; niet in te delen";Stadsverwarming met hoog gasverbruik;2017;
133;"Nederland; niet in te delen";Stadsverwarming met hoog gasverbruik;2018;
134;"Nederland; niet in te delen";Stadsverwarming met hoog gasverbruik;2019;
135;"Nederland; niet in te delen";Stadsverwarming met hoog gasverbruik;2020;
136;"Nederland; niet in te delen";Stadsverwarming met hoog gasverbruik;2021;
137;"Nederland; niet in te delen";Stadsverwarming met hoog gasverbruik;2022;
138;"Nederland; niet in te delen";Stadsverwarming met laag gasverbruik;2017;
139;"Nederland; niet in te delen";Stadsverwarming met laag gasverbruik;2018;
140;"Nederland; niet in te delen";Stadsverwarming met laag gasverbruik;2019;
141;"Nederland; niet in te delen";Stadsverwarming met laag gasverbruik;2020;
142;"Nederland; niet in te delen";Stadsverwarming met laag gasverbruik;2021;
143;"Nederland; niet in te delen";Stadsverwarming met laag gasverbruik;2022;
144;"Nederland; niet in te delen";Stadsverwarming zonder gasverbruik;2017;
145;"Nederland; niet in te delen";Stadsverwarming zonder gasverbruik;2018;
146;"Nederland; niet in te delen";Stadsverwarming zonder gasverbruik;2019;
147;"Nederland; niet in te delen";Stadsverwarming zonder gasverbruik;2020;
148;"Nederland; niet in te delen";Stadsverwarming zonder gasverbruik;2021;
149;"Nederland; niet in te delen";Stadsverwarming zonder gasverbruik;2022;
150;"Nederland; niet in te delen";Elektrisch verwarmd met hoog gasverbruik;2017;
151;"Nederland; niet in te delen";Elektrisch verwarmd met hoog gasverbruik;2018;
152;"Nederland; niet in te delen";Elektrisch verwarmd met hoog gasverbruik;2019;
153;"Nederland; niet in te delen";Elektrisch verwarmd met hoog gasverbruik;2020;
154;"Nederland; niet in te delen";Elektrisch verwarmd met hoog gasverbruik;2021;
155;"Nederland; niet in te delen";Elektrisch verwarmd met hoog gasverbruik;2022;
156;"Nederland; niet in te delen";Elektrisch verwarmd met laag gasverbruik;2017;
157;"Nederland; niet in te delen";Elektrisch verwarmd met laag gasverbruik;2018;
158;"Nederland; niet in te delen";Elektrisch verwarmd met laag gasverbruik;2019;
159;"Nederland; niet in te delen";Elektrisch verwarmd met laag gasverbruik;2020;
160;"Nederland; niet in te delen";Elektrisch verwarmd met laag gasverbruik;2021;
161;"Nederland; niet in te delen";Elektrisch verwarmd met laag gasverbruik;2022;
162;"Nederland; niet in te delen";Elektrisch verwarmd zonder gasverbruik;2017;
163;"Nederland; niet in te delen";Elektrisch verwarmd zonder gasverbruik;2018;
164;"Nederland; niet in te delen";Elektrisch verwarmd zonder gasverbruik;2019;
165;"Nederland; niet in te delen";Elektrisch verwarmd zonder gasverbruik;2020;
166;"Nederland; niet in te delen";Elektrisch verwarmd zonder gasverbruik;2021;
167;"Nederland; niet in te delen";Elektrisch verwarmd zonder gasverbruik;2022;
168;"Nederland; niet in te delen";Totaal zonder gasverbruik (ex. onbekend);2017;
169;"Nederland; niet in te delen";Totaal zonder gasverbruik (ex. onbekend);2018;
170;"Nederland; niet in te delen";Totaal zonder gasverbruik (ex. onbekend);2019;
171;"Nederland; niet in te delen";Totaal zonder gasverbruik (ex. onbekend);2020;
172;"Nederland; niet in te delen";Totaal zonder gasverbruik (ex. onbekend);2021;
173;"Nederland; niet in te delen";Totaal zonder gasverbruik (ex. onbekend);2022;
174;"Nederland; niet in te delen";Type installaties onbekend;2017;
175;"Nederland; niet in te delen";Type installaties onbekend;2018;
176;"Nederland; niet in te delen";Type installaties onbekend;2019;
177;"Nederland; niet in te delen";Type installaties onbekend;2020;
178;"Nederland; niet in te delen";Type installaties onbekend;2021;
179;"Nederland; niet in te delen";Type installaties onbekend;2022;
180;Noord-Nederland (LD);Individuele cv;2017;91.8
181;Noord-Nederland (LD);Individuele cv;2018;91.5
182;Noord-Nederland (LD);Individuele cv;2019;91.1
183;Noord-Nederland (LD);Individuele cv;2020;90.5
184;Noord-Nederland (LD);Individuele cv;2021;90.0
185;Noord-Nederland (LD);Individuele cv;2022;88.7
186;Noord-Nederland (LD);Blokverwarming;2017;4.3
187;Noord-Nederland (LD);Blokverwarming;2018;4.4
188;Noord-Nederland (LD);Blokverwarming;2019;4.3
189;Noord-Nederland (LD);Blokverwarming;2020;4.6
190;Noord-Nederland (LD);Blokverwarming;2021;4.3
191;Noord-Nederland (LD);Blokverwarming;2022;4.1
192;Noord-Nederland (LD);Stadsverwarming met hoog gasverbruik;2017;0.1
193;Noord-Nederland (LD);Stadsverwarming met hoog gasverbruik;2018;0.1
194;Noord-Nederland (LD);Stadsverwarming met hoog gasverbruik;2019;0.2
195;Noord-Nederland (LD);Stadsverwarming met hoog gasverbruik;2020;0.2
196;Noord-Nederland (LD);Stadsverwarming met hoog gasverbruik;2021;0.1
197;Noord-Nederland (LD);Stadsverwarming met hoog gasverbruik;2022;0.1
198;Noord-Nederland (LD);Stadsverwarming met laag gasverbruik;2017;0.1
199;Noord-Nederland (LD);Stadsverwarming met laag gasverbruik;2018;0.0
200;Noord-Nederland (LD);Stadsverwarming met laag gasverbruik;2019;0.0
201;Noord-Nederland (LD);Stadsverwarming met laag gasverbruik;2020;0.1
202;Noord-Nederland (LD);Stadsverwarming met laag gasverbruik;2021;0.1
203;Noord-Nederland (LD);Stadsverwarming met laag gasverbruik;2022;0.0
204;Noord-Nederland (LD);Stadsverwarming zonder gasverbruik;2017;0.4
205;Noord-Nederland (LD);Stadsverwarming zonder gasverbruik;2018;0.5
206;Noord-Nederland (LD);Stadsverwarming zonder gasverbruik;2019;0.6
207;Noord-Nederland (LD);Stadsverwarming zonder gasverbruik;2020;0.6
208;Noord-Nederland (LD);Stadsverwarming zonder gasverbruik;2021;0.8
209;Noord-Nederland (LD);Stadsverwarming zonder gasverbruik;2022;0.8
210;Noord-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2017;0.3
211;Noord-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2018;0.4
212;Noord-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2019;0.5
213;Noord-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2020;0.8
214;Noord-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2021;0.8
215;Noord-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2022;1.1
216;Noord-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2017;0.0
217;Noord-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2018;0.0
218;Noord-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2019;0.0
219;Noord-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2020;0.1
220;Noord-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2021;0.1
221;Noord-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2022;0.1
222;Noord-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2017;0.2
223;Noord-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2018;0.6
224;Noord-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2019;0.9
225;Noord-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2020;1.4
226;Noord-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2021;2.0
227;Noord-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2022;2.8
228;Noord-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2017;0.6
229;Noord-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2018;1.1
230;Noord-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2019;1.5
231;Noord-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2020;2.0
232;Noord-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2021;2.7
233;Noord-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2022;3.6
234;Noord-Nederland (LD);Type installaties onbekend;2017;2.7
235;Noord-Nederland (LD);Type installaties onbekend;2018;2.4
236;Noord-Nederland (LD);Type installaties onbekend;2019;2.3
237;Noord-Nederland (LD);Type installaties onbekend;2020;1.9
238;Noord-Nederland (LD);Type installaties onbekend;2021;1.9
239;Noord-Nederland (LD);Type installaties onbekend;2022;2.2
240;Oost-Nederland (LD);Individuele cv;2017;85.8
241;Oost-Nederland (LD);Individuele cv;2018;85.8
242;Oost-Nederland (LD);Individuele cv;2019;85.4
243;Oost-Nederland (LD);Individuele cv;2020;85.1
244;Oost-Nederland (LD);Individuele cv;2021;84.6
245;Oost-Nederland (LD);Individuele cv;2022;83.4
246;Oost-Nederland (LD);Blokverwarming;2017;3.8
247;Oost-Nederland (LD);Blokverwarming;2018;3.8
248;Oost-Nederland (LD);Blokverwarming;2019;3.7
249;Oost-Nederland (LD);Blokverwarming;2020;3.9
250;Oost-Nederland (LD);Blokverwarming;2021;3.6
251;Oost-Nederland (LD);Blokverwarming;2022;3.4
252;Oost-Nederland (LD);Stadsverwarming met hoog gasverbruik;2017;0.3
253;Oost-Nederland (LD);Stadsverwarming met hoog gasverbruik;2018;0.4
254;Oost-Nederland (LD);Stadsverwarming met hoog gasverbruik;2019;0.4
255;Oost-Nederland (LD);Stadsverwarming met hoog gasverbruik;2020;0.4
256;Oost-Nederland (LD);Stadsverwarming met hoog gasverbruik;2021;0.3
257;Oost-Nederland (LD);Stadsverwarming met hoog gasverbruik;2022;0.3
258;Oost-Nederland (LD);Stadsverwarming met laag gasverbruik;2017;0.3
259;Oost-Nederland (LD);Stadsverwarming met laag gasverbruik;2018;0.2
260;Oost-Nederland (LD);Stadsverwarming met laag gasverbruik;2019;0.3
261;Oost-Nederland (LD);Stadsverwarming met laag gasverbruik;2020;0.3
262;Oost-Nederland (LD);Stadsverwarming met laag gasverbruik;2021;0.3
263;Oost-Nederland (LD);Stadsverwarming met laag gasverbruik;2022;0.3
264;Oost-Nederland (LD);Stadsverwarming zonder gasverbruik;2017;5.7
265;Oost-Nederland (LD);Stadsverwarming zonder gasverbruik;2018;6.0
266;Oost-Nederland (LD);Stadsverwarming zonder gasverbruik;2019;6.2
267;Oost-Nederland (LD);Stadsverwarming zonder gasverbruik;2020;6.3
268;Oost-Nederland (LD);Stadsverwarming zonder gasverbruik;2021;6.4
269;Oost-Nederland (LD);Stadsverwarming zonder gasverbruik;2022;6.5
270;Oost-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2017;0.3
271;Oost-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2018;0.5
272;Oost-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2019;0.6
273;Oost-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2020;0.8
274;Oost-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2021;0.9
275;Oost-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2022;1.1
276;Oost-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2017;0.0
277;Oost-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2018;0.0
278;Oost-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2019;0.0
279;Oost-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2020;0.1
280;Oost-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2021;0.1
281;Oost-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2022;0.1
282;Oost-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2017;0.2
283;Oost-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2018;0.4
284;Oost-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2019;0.7
285;Oost-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2020;1.0
286;Oost-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2021;1.6
287;Oost-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2022;2.4
288;Oost-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2017;5.9
289;Oost-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2018;6.4
290;Oost-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2019;6.9
291;Oost-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2020;7.4
292;Oost-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2021;8.0
293;Oost-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2022;8.9
294;Oost-Nederland (LD);Type installaties onbekend;2017;3.5
295;Oost-Nederland (LD);Type installaties onbekend;2018;2.9
296;Oost-Nederland (LD);Type installaties onbekend;2019;2.8
297;Oost-Nederland (LD);Type installaties onbekend;2020;2.2
298;Oost-Nederland (LD);Type installaties onbekend;2021;2.3
299;Oost-Nederland (LD);Type installaties onbekend;2022;2.5
300;West-Nederland (LD);Individuele cv;2017;81.6
301;West-Nederland (LD);Individuele cv;2018;81.5
302;West-Nederland (LD);Individuele cv;2019;81.1
303;West-Nederland (LD);Individuele cv;2020;80.5
304;West-Nederland (LD);Individuele cv;2021;80.4
305;West-Nederland (LD);Individuele cv;2022;79.4
306;West-Nederland (LD);Blokverwarming;2017;7.4
307;West-Nederland (LD);Blokverwarming;2018;7.5
308;West-Nederland (LD);Blokverwarming;2019;7.3
309;West-Nederland (LD);Blokverwarming;2020;7.4
310;West-Nederland (LD);Blokverwarming;2021;6.7
311;West-Nederland (LD);Blokverwarming;2022;6.2
312;West-Nederland (LD);Stadsverwarming met hoog gasverbruik;2017;0.4
313;West-Nederland (LD);Stadsverwarming met hoog gasverbruik;2018;0.5
314;West-Nederland (LD);Stadsverwarming met hoog gasverbruik;2019;0.5
315;West-Nederland (LD);Stadsverwarming met hoog gasverbruik;2020;0.5
316;West-Nederland (LD);Stadsverwarming met hoog gasverbruik;2021;0.5
317;West-Nederland (LD);Stadsverwarming met hoog gasverbruik;2022;0.4
318;West-Nederland (LD);Stadsverwarming met laag gasverbruik;2017;0.9
319;West-Nederland (LD);Stadsverwarming met laag gasverbruik;2018;0.9
320;West-Nederland (LD);Stadsverwarming met laag gasverbruik;2019;0.9
321;West-Nederland (LD);Stadsverwarming met laag gasverbruik;2020;1.0
322;West-Nederland (LD);Stadsverwarming met laag gasverbruik;2021;1.0
323;West-Nederland (LD);Stadsverwarming met laag gasverbruik;2022;0.9
324;West-Nederland (LD);Stadsverwarming zonder gasverbruik;2017;5.9
325;West-Nederland (LD);Stadsverwarming zonder gasverbruik;2018;6.3
326;West-Nederland (LD);Stadsverwarming zonder gasverbruik;2019;6.6
327;West-Nederland (LD);Stadsverwarming zonder gasverbruik;2020;6.9
328;West-Nederland (LD);Stadsverwarming zonder gasverbruik;2021;7.1
329;West-Nederland (LD);Stadsverwarming zonder gasverbruik;2022;7.4
330;West-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2017;0.4
331;West-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2018;0.4
332;West-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2019;0.5
333;West-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2020;0.7
334;West-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2021;0.7
335;West-Nederland (LD);Elektrisch verwarmd met hoog gasverbruik;2022;0.8
336;West-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2017;0.0
337;West-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2018;0.0
338;West-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2019;0.0
339;West-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2020;0.0
340;West-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2021;0.1
341;West-Nederland (LD);Elektrisch verwarmd met laag gasverbruik;2022;0.1
342;West-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2017;0.2
343;West-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2018;0.5
344;West-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2019;0.7
345;West-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2020;1.0
346;West-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2021;1.5
347;West-Nederland (LD);Elektrisch verwarmd zonder gasverbruik;2022;2.1
348;West-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2017;6.1
349;West-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2018;6.8
350;West-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2019;7.3
351;West-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2020;7.8
352;West-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2021;8.6
353;West-Nederland (LD);Totaal zonder gasverbruik (ex. onbekend);2022;9.5
354;West-Nederland (LD);Type installaties onbekend;2017;3.1
355;West-Nederland (LD);Type installaties onbekend;2018;2.4
356;West-Nederland (LD);Type installaties onbekend;2019;2.3
357;West-Nederland (LD);Type installaties onbekend;2020;2.0
358;West-Nederland (LD);Type installaties onbekend;2021;2.1
359;West-Nederland (LD);Type installaties onbekend;2022;2.6
360;Zuid-Nederland (LD);Individuele cv;2017;87.2
361;Zuid-Nederland (LD);Individuele cv;2018;87.2
362;Zuid-Nederland (LD);Individuele cv;2019;86.9
363;Zuid-Nederland (LD);Individuele cv;2020;86.7
364;Zuid-Nederland (LD);Individuele cv;2021;86.3
365;Zuid-Nederland (LD);Individuele cv;2022;85.3
366;Zuid-Nederland (LD);Blokverwarming;2017;4.3
367;Zuid-Nederland (LD);Blokverwarming;2018;4.4
368;Zuid-Nederland (LD);Blokverwarming;2019;4.3
369;Zuid-Nederland (LD);Blokverwarming;2020;4.6
370;Zuid-Nederland (LD);Blokverwarming;2021;4.2
371;Zuid-Nederland (LD);Blokverwarming;2022;3.9
372;Zuid-Nederland (LD);Stadsverwarming met hoog gasverbruik;2017;0.3
373;Zuid-Nederland (LD);Stadsverwarming met hoog gasverbruik;2018;0.3
374;Zuid-Nederland (LD);Stadsverwarming met hoog gasverbruik;2019;0.3
375;Zuid-Nederland (LD);Stadsverwarming met hoog gasverbruik;2020;0.3
376;Zuid-Nederland (LD);Stadsverwarming met hoog gasverbruik;2021;0.3
377;Zuid-Nederland (LD);Stadsverwarming met hoog gasverbruik;2022;0.3
378;Zuid-Nederland (LD);Stadsverwarming met laag gasverbruik;2017;0.6
379;Zuid-Nederland (LD);Stadsverwarming met laag gasverbruik;2018;0.6
380;Zuid-Nederland (LD);Stadsverwarming met laag gasverbruik;2019;0.6
381;Zuid-Nederland (LD);Stadsverwarming met laag gasverbruik;2020;0.6
382;Zuid-Nederland (LD);Stadsverwarming met laag gasverbruik;2021;0.5
