ID;SBI2008PartBedrijvenOverheid;Perioden;VacaturesSeizoengecorrigeerd_1
77;A-U Alle economische activiteiten;2016 2e kwartaal;154.8
78;A-U Alle economische activiteiten;2016 3e kwartaal;162.0
79;A-U Alle economische activiteiten;2016 4e kwartaal;171.2
80;A-U Alle economische activiteiten;2017 1e kwartaal;185.7
81;A-U Alle economische activiteiten;2017 2e kwartaal;204.7
82;A-U Alle economische activiteiten;2017 3e kwartaal;213.7
83;A-U Alle economische activiteiten;2017 4e kwartaal;226.5
84;A-U Alle economische activiteiten;2018 1e kwartaal;236.3
85;A-U Alle economische activiteiten;2018 2e kwartaal;250.8
86;A-U Alle economische activiteiten;2018 3e kwartaal;260.8
87;A-U Alle economische activiteiten;2018 4e kwartaal;264.0
88;A-U Alle economische activiteiten;2019 1e kwartaal;280.9
89;A-U Alle economische activiteiten;2019 2e kwartaal;282.3
90;A-U Alle economische activiteiten;2019 3e kwartaal;284.4
91;A-U Alle economische activiteiten;2019 4e kwartaal;285.7
92;A-U Alle economische activiteiten;2020 1e kwartaal;217.6
93;A-U Alle economische activiteiten;2020 2e kwartaal;198.2
94;A-U Alle economische activiteiten;2020 3e kwartaal;216.8
95;A-U Alle economische activiteiten;2020 4e kwartaal;218.7
96;A-U Alle economische activiteiten;2021 1e kwartaal;248.7
97;A-U Alle economische activiteiten;2021 2e kwartaal;324.3
98;A-U Alle economische activiteiten;2021 3e kwartaal;370.0
99;A-U Alle economische activiteiten;2021 4e kwartaal;391.8
100;A-U Alle economische activiteiten;2022 1e kwartaal;452.8
101;A-U Alle economische activiteiten;2022 2e kwartaal;463.7
102;A-U Alle economische activiteiten;2022 3e kwartaal;445.3
103;A-U Alle economische activiteiten;2022 4e kwartaal;437.1
104;A-U Alle economische activiteiten;2023 1e kwartaal;432.2
105;A-U Alle economische activiteiten;2023 2e kwartaal;422.2
106;A-U Alle economische activiteiten;2023 3e kwartaal;415.3
107;A-U Alle economische activiteiten;2023 4e kwartaal;410.4
108;A-U Alle economische activiteiten;2024 1e kwartaal;410.8
109;A-U Alle economische activiteiten;2024 2e kwartaal;401.1
110;A-U Alle economische activiteiten;2024 3e kwartaal;396.5
111;A-U Alle economische activiteiten;2024 4e kwartaal;403.7
112;A Landbouw, bosbouw en visserij;1997 1e kwartaal;0.5
113;A Landbouw, bosbouw en visserij;1997 2e kwartaal;1.0
114;A Landbouw, bosbouw en visserij;1997 3e kwartaal;1.5
115;A Landbouw, bosbouw en visserij;1997 4e kwartaal;1.4
116;A Landbouw, bosbouw en visserij;1998 1e kwartaal;1.6
117;A Landbouw, bosbouw en visserij;1998 2e kwartaal;0.9
118;A Landbouw, bosbouw en visserij;1998 3e kwartaal;1.8
119;A Landbouw, bosbouw en visserij;1998 4e kwartaal;1.8
120;A Landbouw, bosbouw en visserij;1999 1e kwartaal;1.7
121;A Landbouw, bosbouw en visserij;1999 2e kwartaal;1.9
122;A Landbouw, bosbouw en visserij;1999 3e kwartaal;2.0
123;A Landbouw, bosbouw en visserij;1999 4e kwartaal;2.2
124;A Landbouw, bosbouw en visserij;2000 1e kwartaal;2.2
125;A Landbouw, bosbouw en visserij;2000 2e kwartaal;2.5
126;A Landbouw, bosbouw en visserij;2000 3e kwartaal;2.5
127;A Landbouw, bosbouw en visserij;2000 4e kwartaal;3.1
128;A Landbouw, bosbouw en visserij;2001 1e kwartaal;2.7
129;A Landbouw, bosbouw en visserij;2001 2e kwartaal;2.0
130;A Landbouw, bosbouw en visserij;2001 3e kwartaal;2.5
131;A Landbouw, bosbouw en visserij;2001 4e kwartaal;2.3
132;A Landbouw, bosbouw en visserij;2002 1e kwartaal;2.8
133;A Landbouw, bosbouw en visserij;2002 2e kwartaal;2.4
134;A Landbouw, bosbouw en visserij;2002 3e kwartaal;1.4
135;A Landbouw, bosbouw en visserij;2002 4e kwartaal;1.9
136;A Landbouw, bosbouw en visserij;2003 1e kwartaal;1.5
137;A Landbouw, bosbouw en visserij;2003 2e kwartaal;1.5
138;A Landbouw, bosbouw en visserij;2003 3e kwartaal;1.3
139;A Landbouw, bosbouw en visserij;2003 4e kwartaal;1.7
140;A Landbouw, bosbouw en visserij;2004 1e kwartaal;2.3
141;A Landbouw, bosbouw en visserij;2004 2e kwartaal;2.3
142;A Landbouw, bosbouw en visserij;2004 3e kwartaal;2.2
143;A Landbouw, bosbouw en visserij;2004 4e kwartaal;2.6
144;A Landbouw, bosbouw en visserij;2005 1e kwartaal;3.3
145;A Landbouw, bosbouw en visserij;2005 2e kwartaal;2.4
146;A Landbouw, bosbouw en visserij;2005 3e kwartaal;3.2
147;A Landbouw, bosbouw en visserij;2005 4e kwartaal;3.0
148;A Landbouw, bosbouw en visserij;2006 1e kwartaal;3.2
149;A Landbouw, bosbouw en visserij;2006 2e kwartaal;4.2
150;A Landbouw, bosbouw en visserij;2006 3e kwartaal;4.4
151;A Landbouw, bosbouw en visserij;2006 4e kwartaal;4.0
152;A Landbouw, bosbouw en visserij;2007 1e kwartaal;3.8
153;A Landbouw, bosbouw en visserij;2007 2e kwartaal;4.0
154;A Landbouw, bosbouw en visserij;2007 3e kwartaal;3.6
155;A Landbouw, bosbouw en visserij;2007 4e kwartaal;3.4
156;A Landbouw, bosbouw en visserij;2008 1e kwartaal;3.3
157;A Landbouw, bosbouw en visserij;2008 2e kwartaal;3.0
158;A Landbouw, bosbouw en visserij;2008 3e kwartaal;2.6
159;A Landbouw, bosbouw en visserij;2008 4e kwartaal;2.2
160;A Landbouw, bosbouw en visserij;2009 1e kwartaal;1.7
161;A Landbouw, bosbouw en visserij;2009 2e kwartaal;1.4
162;A Landbouw, bosbouw en visserij;2009 3e kwartaal;1.6
163;A Landbouw, bosbouw en visserij;2009 4e kwartaal;1.6
164;A Landbouw, bosbouw en visserij;2010 1e kwartaal;1.2
165;A Landbouw, bosbouw en visserij;2010 2e kwartaal;1.2
166;A Landbouw, bosbouw en visserij;2010 3e kwartaal;1.0
167;A Landbouw, bosbouw en visserij;2010 4e kwartaal;1.3
168;A Landbouw, bosbouw en visserij;2011 1e kwartaal;1.2
169;A Landbouw, bosbouw en visserij;2011 2e kwartaal;1.0
170;A Landbouw, bosbouw en visserij;2011 3e kwartaal;1.4
171;A Landbouw, bosbouw en visserij;2011 4e kwartaal;1.3
172;A Landbouw, bosbouw en visserij;2012 1e kwartaal;1.4
173;A Landbouw, bosbouw en visserij;2012 2e kwartaal;1.1
174;A Landbouw, bosbouw en visserij;2012 3e kwartaal;1.2
175;A Landbouw, bosbouw en visserij;2012 4e kwartaal;0.9
176;A Landbouw, bosbouw en visserij;2013 1e kwartaal;1.0
177;A Landbouw, bosbouw en visserij;2013 2e kwartaal;1.0
178;A Landbouw, bosbouw en visserij;2013 3e kwartaal;0.9
179;A Landbouw, bosbouw en visserij;2013 4e kwartaal;1.1
180;A Landbouw, bosbouw en visserij;2014 1e kwartaal;0.8
181;A Landbouw, bosbouw en visserij;2014 2e kwartaal;0.9
182;A Landbouw, bosbouw en visserij;2014 3e kwartaal;0.9
183;A Landbouw, bosbouw en visserij;2014 4e kwartaal;1.2
184;A Landbouw, bosbouw en visserij;2015 1e kwartaal;1.0
185;A Landbouw, bosbouw en visserij;2015 2e kwartaal;1.0
186;A Landbouw, bosbouw en visserij;2015 3e kwartaal;1.0
187;A Landbouw, bosbouw en visserij;2015 4e kwartaal;1.1
188;A Landbouw, bosbouw en visserij;2016 1e kwartaal;1.1
189;A Landbouw, bosbouw en visserij;2016 2e kwartaal;1.0
190;A Landbouw, bosbouw en visserij;2016 3e kwartaal;1.1
191;A Landbouw, bosbouw en visserij;2016 4e kwartaal;1.2
192;A Landbouw, bosbouw en visserij;2017 1e kwartaal;1.5
193;A Landbouw, bosbouw en visserij;2017 2e kwartaal;1.4
194;A Landbouw, bosbouw en visserij;2017 3e kwartaal;1.7
195;A Landbouw, bosbouw en visserij;2017 4e kwartaal;1.9
196;A Landbouw, bosbouw en visserij;2018 1e kwartaal;2.0
197;A Landbouw, bosbouw en visserij;2018 2e kwartaal;2.2
198;A Landbouw, bosbouw en visserij;2018 3e kwartaal;2.4
199;A Landbouw, bosbouw en visserij;2018 4e kwartaal;2.4
200;A Landbouw, bosbouw en visserij;2019 1e kwartaal;2.8
201;A Landbouw, bosbouw en visserij;2019 2e kwartaal;2.7
202;A Landbouw, bosbouw en visserij;2019 3e kwartaal;2.6
203;A Landbouw, bosbouw en visserij;2019 4e kwartaal;2.6
204;A Landbouw, bosbouw en visserij;2020 1e kwartaal;2.1
205;A Landbouw, bosbouw en visserij;2020 2e kwartaal;2.2
206;A Landbouw, bosbouw en visserij;2020 3e kwartaal;2.2
207;A Landbouw, bosbouw en visserij;2020 4e kwartaal;2.2
208;A Landbouw, bosbouw en visserij;2021 1e kwartaal;2.3
209;A Landbouw, bosbouw en visserij;2021 2e kwartaal;2.6
210;A Landbouw, bosbouw en visserij;2021 3e kwartaal;3.1
211;A Landbouw, bosbouw en visserij;2021 4e kwartaal;3.3
212;A Landbouw, bosbouw en visserij;2022 1e kwartaal;3.7
213;A Landbouw, bosbouw en visserij;2022 2e kwartaal;3.6
214;A Landbouw, bosbouw en visserij;2022 3e kwartaal;3.1
215;A Landbouw, bosbouw en visserij;2022 4e kwartaal;3.4
216;A Landbouw, bosbouw en visserij;2023 1e kwartaal;3.3
217;A Landbouw, bosbouw en visserij;2023 2e kwartaal;3.3
218;A Landbouw, bosbouw en visserij;2023 3e kwartaal;3.5
219;A Landbouw, bosbouw en visserij;2023 4e kwartaal;3.4
220;A Landbouw, bosbouw en visserij;2024 1e kwartaal;3.3
221;A Landbouw, bosbouw en visserij;2024 2e kwartaal;3.5
222;A Landbouw, bosbouw en visserij;2024 3e kwartaal;3.2
223;A Landbouw, bosbouw en visserij;2024 4e kwartaal;3.4
224;B-F Nijverheid en energie;1997 1e kwartaal;20.3
225;B-F Nijverheid en energie;1997 2e kwartaal;22.4
226;B-F Nijverheid en energie;1997 3e kwartaal;24.5
227;B-F Nijverheid en energie;1997 4e kwartaal;27.3
228;B-F Nijverheid en energie;1998 1e kwartaal;26.8
229;B-F Nijverheid en energie;1998 2e kwartaal;29.3
230;B-F Nijverheid en energie;1998 3e kwartaal;30.1
231;B-F Nijverheid en energie;1998 4e kwartaal;30.8
232;B-F Nijverheid en energie;1999 1e kwartaal;32.5
233;B-F Nijverheid en energie;1999 2e kwartaal;38.3
234;B-F Nijverheid en energie;1999 3e kwartaal;42.7
235;B-F Nijverheid en energie;1999 4e kwartaal;42.6
236;B-F Nijverheid en energie;2000 1e kwartaal;49.9
237;B-F Nijverheid en energie;2000 2e kwartaal;48.6
238;B-F Nijverheid en energie;2000 3e kwartaal;47.4
239;B-F Nijverheid en energie;2000 4e kwartaal;46.9
240;B-F Nijverheid en energie;2001 1e kwartaal;44.1
241;B-F Nijverheid en energie;2001 2e kwartaal;41.4
242;B-F Nijverheid en energie;2001 3e kwartaal;39.3
243;B-F Nijverheid en energie;2001 4e kwartaal;36.8
244;B-F Nijverheid en energie;2002 1e kwartaal;34.8
245;B-F Nijverheid en energie;2002 2e kwartaal;29.5
246;B-F Nijverheid en energie;2002 3e kwartaal;20.8
247;B-F Nijverheid en energie;2002 4e kwartaal;21.5
248;B-F Nijverheid en energie;2003 1e kwartaal;19.9
249;B-F Nijverheid en energie;2003 2e kwartaal;17.4
250;B-F Nijverheid en energie;2003 3e kwartaal;13.8
251;B-F Nijverheid en energie;2003 4e kwartaal;15.8
252;B-F Nijverheid en energie;2004 1e kwartaal;17.3
253;B-F Nijverheid en energie;2004 2e kwartaal;18.6
254;B-F Nijverheid en energie;2004 3e kwartaal;17.1
255;B-F Nijverheid en energie;2004 4e kwartaal;19.1
256;B-F Nijverheid en energie;2005 1e kwartaal;20.8
257;B-F Nijverheid en energie;2005 2e kwartaal;21.9
258;B-F Nijverheid en energie;2005 3e kwartaal;25.9
259;B-F Nijverheid en energie;2005 4e kwartaal;27.4
260;B-F Nijverheid en energie;2006 1e kwartaal;30.3
261;B-F Nijverheid en energie;2006 2e kwartaal;34.1
262;B-F Nijverheid en energie;2006 3e kwartaal;39.9
263;B-F Nijverheid en energie;2006 4e kwartaal;41.1
264;B-F Nijverheid en energie;2007 1e kwartaal;41.3
265;B-F Nijverheid en energie;2007 2e kwartaal;43.0
266;B-F Nijverheid en energie;2007 3e kwartaal;46.9
267;B-F Nijverheid en energie;2007 4e kwartaal;47.7
268;B-F Nijverheid en energie;2008 1e kwartaal;48.6
269;B-F Nijverheid en energie;2008 2e kwartaal;45.4
270;B-F Nijverheid en energie;2008 3e kwartaal;43.1
271;B-F Nijverheid en energie;2008 4e kwartaal;30.7
272;B-F Nijverheid en energie;2009 1e kwartaal;19.7
273;B-F Nijverheid en energie;2009 2e kwartaal;16.0
274;B-F Nijverheid en energie;2009 3e kwartaal;15.1
275;B-F Nijverheid en energie;2009 4e kwartaal;14.7
276;B-F Nijverheid en energie;2010 1e kwartaal;15.5
277;B-F Nijverheid en energie;2010 2e kwartaal;16.3
278;B-F Nijverheid en energie;2010 3e kwartaal;19.1
279;B-F Nijverheid en energie;2010 4e kwartaal;21.2
280;B-F Nijverheid en energie;2011 1e kwartaal;22.4
281;B-F Nijverheid en energie;2011 2e kwartaal;22.7
282;B-F Nijverheid en energie;2011 3e kwartaal;20.9
283;B-F Nijverheid en energie;2011 4e kwartaal;18.5
284;B-F Nijverheid en energie;2012 1e kwartaal;17.1
285;B-F Nijverheid en energie;2012 2e kwartaal;15.7
286;B-F Nijverheid en energie;2012 3e kwartaal;14.9
287;B-F Nijverheid en energie;2012 4e kwartaal;13.8
288;B-F Nijverheid en energie;2013 1e kwartaal;12.5
289;B-F Nijverheid en energie;2013 2e kwartaal;12.1
290;B-F Nijverheid en energie;2013 3e kwartaal;12.4
291;B-F Nijverheid en energie;2013 4e kwartaal;13.4
292;B-F Nijverheid en energie;2014 1e kwartaal;14.5
293;B-F Nijverheid en energie;2014 2e kwartaal;14.7
294;B-F Nijverheid en energie;2014 3e kwartaal;15.4
295;B-F Nijverheid en energie;2014 4e kwartaal;15.1
296;B-F Nijverheid en energie;2015 1e kwartaal;16.2
297;B-F Nijverheid en energie;2015 2e kwartaal;17.4
298;B-F Nijverheid en energie;2015 3e kwartaal;17.5
299;B-F Nijverheid en energie;2015 4e kwartaal;19.2
300;B-F Nijverheid en energie;2016 1e kwartaal;19.7
301;B-F Nijverheid en energie;2016 2e kwartaal;20.5
302;B-F Nijverheid en energie;2016 3e kwartaal;21.9
303;B-F Nijverheid en energie;2016 4e kwartaal;23.7
304;B-F Nijverheid en energie;2017 1e kwartaal;26.2
305;B-F Nijverheid en energie;2017 2e kwartaal;29.0
306;B-F Nijverheid en energie;2017 3e kwartaal;31.9
307;B-F Nijverheid en energie;2017 4e kwartaal;35.8
308;B-F Nijverheid en energie;2018 1e kwartaal;37.9
309;B-F Nijverheid en energie;2018 2e kwartaal;40.4
310;B-F Nijverheid en energie;2018 3e kwartaal;41.1
311;B-F Nijverheid en energie;2018 4e kwartaal;41.9
312;B-F Nijverheid en energie;2019 1e kwartaal;45.0
313;B-F Nijverheid en energie;2019 2e kwartaal;44.6
314;B-F Nijverheid en energie;2019 3e kwartaal;43.2
315;B-F Nijverheid en energie;2019 4e kwartaal;41.2
316;B-F Nijverheid en energie;2020 1e kwartaal;34.2
317;B-F Nijverheid en energie;2020 2e kwartaal;31.1
318;B-F Nijverheid en energie;2020 3e kwartaal;33.4
319;B-F Nijverheid en energie;2020 4e kwartaal;36.3
320;B-F Nijverheid en energie;2021 1e kwartaal;42.2
321;B-F Nijverheid en energie;2021 2e kwartaal;51.1
322;B-F Nijverheid en energie;2021 3e kwartaal;58.0
323;B-F Nijverheid en energie;2021 4e kwartaal;62.7
324;B-F Nijverheid en energie;2022 1e kwartaal;67.9
325;B-F Nijverheid en energie;2022 2e kwartaal;69.0
326;B-F Nijverheid en energie;2022 3e kwartaal;66.0
327;B-F Nijverheid en energie;2022 4e kwartaal;65.2
328;B-F Nijverheid en energie;2023 1e kwartaal;65.3
329;B-F Nijverheid en energie;2023 2e kwartaal;64.4
330;B-F Nijverheid en energie;2023 3e kwartaal;64.0
331;B-F Nijverheid en energie;2023 4e kwartaal;63.6
332;B-F Nijverheid en energie;2024 1e kwartaal;64.2
333;B-F Nijverheid en energie;2024 2e kwartaal;63.6
334;B-F Nijverheid en energie;2024 3e kwartaal;63.0
335;B-F Nijverheid en energie;2024 4e kwartaal;66.0
336;G-N Commerciële dienstverlening;1997 1e kwartaal;42.8
337;G-N Commerciële dienstverlening;1997 2e kwartaal;42.0
338;G-N Commerciële dienstverlening;1997 3e kwartaal;56.4
339;G-N Commerciële dienstverlening;1997 4e kwartaal;68.4
340;G-N Commerciële dienstverlening;1998 1e kwartaal;70.3
341;G-N Commerciële dienstverlening;1998 2e kwartaal;75.2
342;G-N Commerciële dienstverlening;1998 3e kwartaal;80.3
343;G-N Commerciële dienstverlening;1998 4e kwartaal;78.6
344;G-N Commerciële dienstverlening;1999 1e kwartaal;83.1
345;G-N Commerciële dienstverlening;1999 2e kwartaal;102.0
346;G-N Commerciële dienstverlening;1999 3e kwartaal;103.2
347;G-N Commerciële dienstverlening;1999 4e kwartaal;105.2
348;G-N Commerciële dienstverlening;2000 1e kwartaal;115.0
349;G-N Commerciële dienstverlening;2000 2e kwartaal;108.8
350;G-N Commerciële dienstverlening;2000 3e kwartaal;108.7
351;G-N Commerciële dienstverlening;2000 4e kwartaal;118.3
352;G-N Commerciële dienstverlening;2001 1e kwartaal;116.4
353;G-N Commerciële dienstverlening;2001 2e kwartaal;111.6
354;G-N Commerciële dienstverlening;2001 3e kwartaal;98.1
355;G-N Commerciële dienstverlening;2001 4e kwartaal;88.1
356;G-N Commerciële dienstverlening;2002 1e kwartaal;87.7
357;G-N Commerciële dienstverlening;2002 2e kwartaal;75.3
358;G-N Commerciële dienstverlening;2002 3e kwartaal;68.3
359;G-N Commerciële dienstverlening;2002 4e kwartaal;67.9
360;G-N Commerciële dienstverlening;2003 1e kwartaal;63.4
361;G-N Commerciële dienstverlening;2003 2e kwartaal;61.6
362;G-N Commerciële dienstverlening;2003 3e kwartaal;49.5
363;G-N Commerciële dienstverlening;2003 4e kwartaal;58.1
364;G-N Commerciële dienstverlening;2004 1e kwartaal;65.7
365;G-N Commerciële dienstverlening;2004 2e kwartaal;68.8
366;G-N Commerciële dienstverlening;2004 3e kwartaal;70.0
367;G-N Commerciële dienstverlening;2004 4e kwartaal;75.8
368;G-N Commerciële dienstverlening;2005 1e kwartaal;91.4
369;G-N Commerciële dienstverlening;2005 2e kwartaal;83.6
370;G-N Commerciële dienstverlening;2005 3e kwartaal;99.2
371;G-N Commerciële dienstverlening;2005 4e kwartaal;96.6
372;G-N Commerciële dienstverlening;2006 1e kwartaal;114.2
373;G-N Commerciële dienstverlening;2006 2e kwartaal;128.6
374;G-N Commerciële dienstverlening;2006 3e kwartaal;142.3
375;G-N Commerciële dienstverlening;2006 4e kwartaal;137.6
376;G-N Commerciële dienstverlening;2007 1e kwartaal;140.8
377;G-N Commerciële dienstverlening;2007 2e kwartaal;139.3
378;G-N Commerciële dienstverlening;2007 3e kwartaal;142.5
379;G-N Commerciële dienstverlening;2007 4e kwartaal;146.0
380;G-N Commerciële dienstverlening;2008 1e kwartaal;139.8
381;G-N Commerciële dienstverlening;2008 2e kwartaal;140.1
382;G-N Commerciële dienstverlening;2008 3e kwartaal;135.4
383;G-N Commerciële dienstverlening;2008 4e kwartaal;105.0
384;G-N Commerciële dienstverlening;2009 1e kwartaal;80.6
385;G-N Commerciële dienstverlening;2009 2e kwartaal;63.1
386;G-N Commerciële dienstverlening;2009 3e kwartaal;68.1
387;G-N Commerciële dienstverlening;2009 4e kwartaal;65.1
388;G-N Commerciële dienstverlening;2010 1e kwartaal;63.4
389;G-N Commerciële dienstverlening;2010 2e kwartaal;67.0
390;G-N Commerciële dienstverlening;2010 3e kwartaal;72.9
391;G-N Commerciële dienstverlening;2010 4e kwartaal;74.8
392;G-N Commerciële dienstverlening;2011 1e kwartaal;78.8
393;G-N Commerciële dienstverlening;2011 2e kwartaal;78.8
394;G-N Commerciële dienstverlening;2011 3e kwartaal;79.7
395;G-N Commerciële dienstverlening;2011 4e kwartaal;72.1
396;G-N Commerciële dienstverlening;2012 1e kwartaal;69.5
397;G-N Commerciële dienstverlening;2012 2e kwartaal;64.7
398;G-N Commerciële dienstverlening;2012 3e kwartaal;63.3
399;G-N Commerciële dienstverlening;2012 4e kwartaal;61.1
400;G-N Commerciële dienstverlening;2013 1e kwartaal;59.0
401;G-N Commerciële dienstverlening;2013 2e kwartaal;56.1
402;G-N Commerciële dienstverlening;2013 3e kwartaal;59.3
403;G-N Commerciële dienstverlening;2013 4e kwartaal;59.4
404;G-N Commerciële dienstverlening;2014 1e kwartaal;65.3
405;G-N Commerciële dienstverlening;2014 2e kwartaal;67.3
406;G-N Commerciële dienstverlening;2014 3e kwartaal;71.0
407;G-N Commerciële dienstverlening;2014 4e kwartaal;75.5
408;G-N Commerciële dienstverlening;2015 1e kwartaal;79.8
409;G-N Commerciële dienstverlening;2015 2e kwartaal;83.2
410;G-N Commerciële dienstverlening;2015 3e kwartaal;84.4
411;G-N Commerciële dienstverlening;2015 4e kwartaal;90.4
412;G-N Commerciële dienstverlening;2016 1e kwartaal;92.6
413;G-N Commerciële dienstverlening;2016 2e kwartaal;95.5
414;G-N Commerciële dienstverlening;2016 3e kwartaal;98.4
415;G-N Commerciële dienstverlening;2016 4e kwartaal;102.5
416;G-N Commerciële dienstverlening;2017 1e kwartaal;111.7
417;G-N Commerciële dienstverlening;2017 2e kwartaal;124.3
418;G-N Commerciële dienstverlening;2017 3e kwartaal;128.2
419;G-N Commerciële dienstverlening;2017 4e kwartaal;135.5
420;G-N Commerciële dienstverlening;2018 1e kwartaal;142.4
421;G-N Commerciële dienstverlening;2018 2e kwartaal;150.7
422;G-N Commerciële dienstverlening;2018 3e kwartaal;157.2
423;G-N Commerciële dienstverlening;2018 4e kwartaal;157.3
424;G-N Commerciële dienstverlening;2019 1e kwartaal;168.0
425;G-N Commerciële dienstverlening;2019 2e kwartaal;167.8
426;G-N Commerciële dienstverlening;2019 3e kwartaal;169.1
427;G-N Commerciële dienstverlening;2019 4e kwartaal;169.8
428;G-N Commerciële dienstverlening;2020 1e kwartaal;118.2
429;G-N Commerciële dienstverlening;2020 2e kwartaal;106.5
430;G-N Commerciële dienstverlening;2020 3e kwartaal;117.9
431;G-N Commerciële dienstverlening;2020 4e kwartaal;117.4
432;G-N Commerciële dienstverlening;2021 1e kwartaal;136.2
433;G-N Commerciële dienstverlening;2021 2e kwartaal;190.5
434;G-N Commerciële dienstverlening;2021 3e kwartaal;219.1
435;G-N Commerciële dienstverlening;2021 4e kwartaal;230.2
436;G-N Commerciële dienstverlening;2022 1e kwartaal;275.0
437;G-N Commerciële dienstverlening;2022 2e kwartaal;278.8
