ID;KenmerkenOverledeneOverlijden;Perioden;TotaalOverledenen_1;TotaalZonderMBLHandelwijze_2;PlotselingEnOnverwachtOverleden_3;NietPlotselingOnverwachtOverleden_4;TotaalMetMBLHandelwijze_5;NISRekeningHoudendMetOverlijden_6;PSBRekeningHoudendMetOverlijden_7;PSBOverlijdenMedeDoel_8;NISOverlijdenUitdrukkelijkDoel_9;TotaalToedienenMiddel_10;Euthanasie_11;HulpBijZelfdoding_12;LevensbeeindigendHandZonderVerzoek_13
88;45;1995;;;;;1951.0;286.0;196.0;89.0;1022.0;358.0;312.0;36.0;10.0
89;45;2001;;;;;1864.0;180.0;286.0;37.0;850.0;511.0;468.0;15.0;28.0
90;46;1990;;;;;673.0;191.0;95.0;22.0;239.0;126.0;81.0;25.0;19.0
91;46;1995;;;;;662.0;78.0;66.0;12.0;408.0;98.0;60.0;21.0;17.0
92;46;2001;;;;;870.0;211.0;86.0;13.0;387.0;173.0;119.0;32.0;22.0
93;47;1990;;;;;144.0;27.0;6.0;0.0;81.0;30.0;15.0;8.0;7.0
94;47;1995;;;;;204.0;55.0;1.0;6.0;124.0;19.0;14.0;3.0;2.0
95;47;2001;;;;;283.0;18.0;76.0;1.0;146.0;42.0;31.0;6.0;5.0
96;48;1990;;;;;1779.0;558.0;1042.0;32.0;141.0;6.0;6.0;0.0;0.0
97;48;1995;;;;;1882.0;492.0;1186.0;59.0;145.0;0.0;0.0;0.0;0.0
98;48;2001;;;;;2610.0;653.0;1645.0;13.0;285.0;14.0;0.0;0.0;14.0
99;49;1990;;;;;;;;;;;;;
100;49;1995;;;;;;;;;;;;;
101;49;2001;;;;;1613.0;102.0;679.0;92.0;507.0;233.0;;;
102;50;1990;;;;;;;;;;;;;
103;50;1995;;;;;;;;;;;;;
104;50;2001;;;;;892.0;118.0;98.0;9.0;586.0;81.0;;;
105;51;1990;;;;;;;;;;;;;
106;51;1995;;;;;;;;;;;;;
107;51;2001;;;;;13909.0;2240.0;5859.0;541.0;4101.0;1168.0;;;
108;52;1990;;;;;;;;;;;;;
109;52;1995;;;;;;;;;;;;;
110;52;2001;;;;;3157.0;892.0;1701.0;33.0;473.0;59.0;;;
111;53;1990;;;;;5865.0;921.0;1858.0;848.0;1300.0;938.0;718.0;82.0;138.0
112;53;1995;;;;;7187.0;868.0;2304.0;645.0;2158.0;1212.0;1020.0;80.0;112.0
113;53;2001;;;;;3255.0;555.0;1441.0;168.0;805.0;286.0;242.0;15.0;29.0
114;54;1990;;;;;;;;;;;;;
115;54;1995;;;;;;;;;;;;;
116;54;2001;;;;;4911.0;605.0;1460.0;257.0;1556.0;1033.0;906.0;78.0;49.0
117;55;1990;;;;;8888.0;2493.0;3278.0;710.0;2220.0;187.0;0.0;0.0;187.0
118;55;1995;;;;;9554.0;1732.0;3527.0;543.0;3563.0;189.0;0.0;0.0;189.0
119;55;2001;;;;;9126.0;1666.0;3795.0;237.0;3212.0;216.0;0.0;0.0;216.0
120;56;1990;;;;;1653.0;431.0;1108.0;32.0;82.0;0.0;0.0;0.0;0.0
121;56;1995;;;;;1727.0;402.0;1226.0;55.0;44.0;0.0;0.0;0.0;0.0
122;56;2001;;;;;2280.0;525.0;1641.0;13.0;95.0;6.0;0.0;0.0;6.0
123;57;1990;;;;;;;;;;;;;
124;57;1995;;;;;;;;;;;;;
125;57;2001;;;;;5196.0;473.0;2319.0;246.0;1462.0;696.0;;;
126;58;1990;;;;;;;;;;;;;
127;58;1995;;;;;;;;;;;;;
128;58;2001;;;;;9939.0;1461.0;3763.0;386.0;3635.0;694.0;;;
129;59;1990;;;;;;;;;;;;;
130;59;1995;;;;;;;;;;;;;
131;59;2001;;;;;5419.0;849.0;1926.0;201.0;2108.0;335.0;;;
132;60;1990;;;;;;;;;;;;;
133;60;1995;;;;;;;;;;;;;
134;60;2001;;;;;1762.0;283.0;791.0;62.0;556.0;70.0;;;
135;61;1990;;;;;;;;;;;;;
136;61;1995;;;;;;;;;;;;;
137;61;2001;;;;;3496.0;575.0;1555.0;181.0;698.0;487.0;;;
138;Reanimeervraag niet beantwoord;1990;;;;;;;;;;;;;
139;Reanimeervraag niet beantwoord;1995;;;;;;;;;;;;;
140;Reanimeervraag niet beantwoord;2001;;;;;3102.0;838.0;1696.0;32.0;453.0;83.0;;;
141;62;1990;;;;;3681.0;608.0;1356.0;467.0;884.0;366.0;;;
142;62;1995;;;;;4848.0;705.0;1823.0;268.0;1552.0;501.0;;;
143;62;2001;;;;;5707.0;782.0;2377.0;231.0;1713.0;604.0;;;
144;63;1990;;;;;459.0;55.0;111.0;102.0;143.0;47.0;;;
145;63;1995;;;;;499.0;71.0;172.0;45.0;145.0;67.0;;;
146;63;2001;;;;;516.0;67.0;200.0;17.0;203.0;29.0;;;
147;64;1990;;;;;2887.0;378.0;725.0;492.0;598.0;694.0;;;
148;64;1995;;;;;2892.0;211.0;557.0;417.0;823.0;884.0;;;
149;64;2001;;;;;3137.0;291.0;721.0;240.0;945.0;940.0;;;
150;65;1990;;;;;1633.0;193.0;446.0;331.0;325.0;338.0;;;
151;65;1995;;;;;1677.0;147.0;410.0;221.0;569.0;329.0;;;
152;65;2001;;;;;1548.0;244.0;422.0;144.0;502.0;236.0;;;
153;66;1990;;;;;59.0;18.0;0.0;8.0;13.0;19.0;;;
154;66;1995;;;;;44.0;0.0;17.0;14.0;13.0;0.0;;;
155;66;2001;;;;;22.0;0.0;0.0;0.0;17.0;5.0;;;
156;67;1990;;;;;125.0;18.0;37.0;34.0;26.0;9.0;;;
157;67;1995;;;;;69.0;0.0;34.0;4.0;25.0;5.0;;;
158;67;2001;;;;;157.0;73.0;38.0;9.0;20.0;17.0;;;
159;68;1990;;;;;4852.0;746.0;1561.0;705.0;949.0;891.0;;;
160;68;1995;;;;;5577.0;606.0;1699.0;609.0;1524.0;1139.0;1000.0;80.0;58.0
161;68;2001;;;;;6251.0;731.0;2147.0;363.0;1754.0;1256.0;1114.0;94.0;48.0
162;69;1990;;;;;;;;;;;;;
163;69;1995;;;;;938.0;138.0;390.0;31.0;346.0;32.0;20.0;0.0;12.0
164;69;2001;;;;;1187.0;220.0;482.0;33.0;389.0;63.0;33.0;0.0;30.0
165;70;1990;;;;;974.0;175.0;279.0;136.0;338.0;47.0;;;
166;70;1995;;;;;578.0;119.0;170.0;0.0;248.0;41.0;0.0;0.0;41.0
167;70;2001;;;;;591.0;132.0;239.0;30.0;190.0;0.0;0.0;0.0;0.0
168;71;1990;;;;;40.0;0.0;19.0;8.0;13.0;0.0;;;
169;71;1995;;;;;94.0;5.0;45.0;4.0;40.0;0.0;0.0;0.0;0.0
170;71;2001;;;;;136.0;77.0;32.0;0.0;27.0;0.0;0.0;0.0;0.0
171;72;1990;;;;;3431.0;478.0;892.0;454.0;824.0;783.0;700.0;82.0;
172;72;1995;;;;;4133.0;437.0;984.0;449.0;1185.0;1078.0;998.0;80.0;
173;72;2001;;;;;4409.0;508.0;1289.0;223.0;1172.0;1217.0;1123.0;94.0;
174;73;1990;;;;;;;;;;;;;
175;73;1995;;;;;;;;;;;;;
176;73;2001;;;;;2540.0;360.0;1037.0;178.0;876.0;89.0;24.0;0.0;65.0
177;74;1990;;;;;2377.0;422.0;949.0;381.0;471.0;155.0;18.0;;137.0
178;74;1995;;;;;3016.0;431.0;1304.0;191.0;957.0;134.0;22.0;;112.0
179;74;2001;;;;;1063.0;189.0;536.0;25.0;300.0;13.0;0.0;;13.0
180;75;1990;;;;;58.0;21.0;18.0;14.0;5.0;0.0;0.0;;0.0
181;75;1995;;;;;37.0;0.0;16.0;5.0;16.0;0.0;0.0;;0.0
182;75;2001;;;;;153.0;103.0;38.0;0.0;12.0;0.0;0.0;;0.0
183;76;1990;;;;;635.0;26.0;51.0;85.0;75.0;397.0;;;
184;76;1995;;;;;1537.0;78.0;263.0;128.0;242.0;825.0;753.0;72.0;
185;76;2001;;;;;2239.0;94.0;515.0;133.0;403.0;1094.0;1007.0;87.0;
186;77;1990;;;;;5102.0;862.0;1769.0;733.0;1209.0;530.0;;;
187;77;1995;;;;;5503.0;779.0;1953.0;506.0;1882.0;383.0;267.0;7.0;109.0
188;77;2001;;;;;5532.0;902.0;2291.0;293.0;1899.0;147.0;140.0;7.0;0.0
189;78;1990;;;;;129.0;33.0;39.0;30.0;15.0;11.0;;;
190;78;1995;;;;;147.0;12.0;87.0;11.0;34.0;3.0;0.0;0.0;3.0
191;78;2001;;;;;394.0;164.0;94.0;0.0;58.0;78.0;0.0;0.0;78.0
192;79;1990;;;;;5702.0;1661.0;1918.0;489.0;1486.0;149.0;;;149.0
193;79;1995;;;;;4124.0;792.0;1101.0;314.0;1824.0;93.0;;;93.0
194;79;2001;;;;;3669.0;707.0;1343.0;122.0;1355.0;142.0;;;142.0
195;80;1990;;;;;2405.0;794.0;718.0;163.0;710.0;21.0;;;21.0
196;80;1995;;;;;3239.0;728.0;1030.0;86.0;1353.0;42.0;;;42.0
197;80;2001;;;;;3261.0;670.0;1346.0;48.0;1149.0;48.0;;;48.0
198;81;1990;;;;;1757.0;284.0;926.0;188.0;312.0;48.0;;;48.0
199;81;1995;;;;;1391.0;161.0;725.0;101.0;360.0;44.0;;;44.0
200;81;2001;;;;;819.0;68.0;528.0;42.0;180.0;1.0;;;1.0
201;82;1990;;;;;621.0;149.0;223.0;91.0;152.0;6.0;;;6.0
202;82;1995;;;;;388.0;60.0;226.0;38.0;59.0;5.0;;;5.0
203;82;2001;;;;;287.0;70.0;129.0;17.0;71.0;0.0;;;0.0
204;83;1990;;;;;207.0;49.0;46.0;6.0;89.0;17.0;;;17.0
205;83;1995;;;;;211.0;29.0;22.0;12.0;117.0;32.0;;;32.0
206;83;2001;;;;;275.0;28.0;52.0;5.0;154.0;36.0;;;36.0
207;84;1990;;;;;;;;;;;;;
208;84;1995;;;;;;;;;;;;;
209;84;2001;;;;;164.0;25.0;67.0;6.0;50.0;16.0;;;16.0
210;85;1990;;;;;;;;;;;;;
211;85;1995;;;;;;;;;;;;;
212;85;2001;;;;;250.0;47.0;99.0;12.0;92.0;0.0;;;0.0
213;86;1990;;;;;509.0;240.0;163.0;23.0;68.0;15.0;;;15.0
214;86;1995;;;;;1852.0;309.0;942.0;80.0;489.0;33.0;;;33.0
215;86;2001;;;;;1118.0;123.0;635.0;18.0;342.0;0.0;;;0.0
216;87;1990;;;;;391.0;102.0;192.0;29.0;54.0;14.0;;;14.0
217;87;1995;;;;;267.0;32.0;115.0;20.0;83.0;18.0;;;18.0
218;87;2001;;;;;869.0;143.0;407.0;11.0;305.0;3.0;;;3.0
219;88;1990;;;;;1284.0;179.0;254.0;177.0;583.0;91.0;;;91.0
220;88;1995;;;;;996.0;102.0;128.0;86.0;613.0;66.0;;;66.0
221;88;2001;;;;;1848.0;367.0;549.0;37.0;831.0;64.0;;;64.0
222;89;1990;;;;;7008.0;2098.0;2772.0;504.0;1540.0;96.0;;;96.0
223;89;1995;;;;;8218.0;1570.0;3195.0;453.0;2881.0;121.0;;;121.0
224;89;2001;;;;;5365.0;900.0;1964.0;155.0;2194.0;152.0;;;152.0
225;90;1990;;;;;;;;;;;;;
226;90;1995;;;;;;;;;;;;;
227;90;2001;;;;;1701.0;315.0;1155.0;45.0;186.0;0.0;;;0.0
228;91;1990;;;;;595.0;217.0;252.0;29.0;97.0;0.0;;;0.0
229;91;1995;;;;;340.0;60.0;204.0;5.0;69.0;2.0;;;2.0
230;91;2001;;;;;211.0;84.0;127.0;0.0;0.0;0.0;;;0.0
231;92;1990;;;;;1134.0;284.0;301.0;155.0;348.0;46.0;;;46.0
232;92;1995;;;;;586.0;62.0;231.0;78.0;190.0;26.0;;;26.0
233;92;2001;;;;;769.0;109.0;317.0;32.0;285.0;26.0;;;26.0
234;93;1990;;;;;;;;;;;;;
235;93;1995;;;;;897.0;180.0;228.0;51.0;419.0;19.0;;;19.0
236;93;2001;;;;;744.0;37.0;312.0;16.0;374.0;5.0;;;5.0
237;94;1990;;;;;7313.0;2052.0;2771.0;537.0;1813.0;141.0;;;141.0
238;94;1995;;;;;7865.0;1430.0;2960.0;410.0;2921.0;144.0;;;144.0
239;94;2001;;;;;6534.0;1264.0;2752.0;178.0;2159.0;181.0;;;181.0
240;95;1990;;;;;440.0;157.0;206.0;18.0;59.0;0.0;;;0.0
241;95;1995;;;;;205.0;60.0;107.0;5.0;33.0;0.0;;;0.0
242;95;2001;;;;;1078.0;256.0;414.0;11.0;393.0;4.0;;;4.0
243;96;1990;;;;;637.0;135.0;215.0;118.0;150.0;20.0;;;20.0
244;96;1995;;;;;632.0;114.0;296.0;74.0;117.0;31.0;;;31.0
245;96;2001;;;;;631.0;34.0;310.0;38.0;223.0;26.0;;;26.0
246;97;1990;;;;;82.0;25.0;20.0;16.0;7.0;14.0;;;14.0
247;97;1995;;;;;98.0;18.0;31.0;15.0;33.0;0.0;;;0.0
248;97;2001;;;;;259.0;39.0;124.0;17.0;71.0;8.0;;;8.0
249;98;1990;;;;;762.0;187.0;179.0;49.0;289.0;59.0;;;59.0
250;98;1995;;;;;1091.0;148.0;285.0;113.0;516.0;29.0;;;29.0
251;98;2001;;;;;765.0;83.0;280.0;10.0;387.0;5.0;;;5.0
252;99;1990;;;;;7362.0;1561.0;2100.0;814.0;1992.0;895.0;;;
253;99;1995;;;;;8190.0;1216.0;2125.0;446.0;3313.0;1089.0;848.0;62.0;179.0
254;99;2001;;;;;8483.0;1324.0;2206.0;284.0;3366.0;1303.0;1044.0;81.0;178.0
255;Overleg arts met verpleegk./zorgverlener;1990;;;;;7625.0;1801.0;2102.0;908.0;2295.0;519.0;;;
256;Overleg arts met verpleegk./zorgverlener;1995;;;;;7204.0;1248.0;2065.0;416.0;2910.0;563.0;355.0;13.0;196.0
257;Overleg arts met verpleegk./zorgverlener;2001;;;;;7017.0;984.0;2382.0;245.0;2846.0;560.0;343.0;30.0;187.0
258;Overleg arts met partner/familie;1990;;;;;9669.0;2127.0;2747.0;1093.0;2757.0;944.0;;;
259;Overleg arts met partner/familie;1995;;;;;10999.0;1709.0;3315.0;807.0;4204.0;965.0;720.0;42.0;203.0
260;Overleg arts met partner/familie;2001;;;;;14305.0;2169.0;4971.0;607.0;5073.0;1485.0;1109.0;83.0;294.0
261;Overleg arts met ander(en);1990;;;;;793.0;190.0;196.0;75.0;214.0;118.0;;;
262;Overleg arts met ander(en);1995;;;;;307.0;62.0;114.0;31.0;63.0;37.0;25.0;7.0;5.0
263;Overleg arts met ander(en);2001;;;;;1774.0;223.0;631.0;44.0;589.0;287.0;241.0;22.0;24.0
264;Geen overleg arts met anderen;1990;;;;;1906.0;484.0;1138.0;148.0;135.0;0.0;;;
265;Geen overleg arts met anderen;1995;;;;;1891.0;230.0;1187.0;180.0;234.0;60.0;39.0;2.0;19.0
266;Geen overleg arts met anderen;2001;;;;;7431.0;1497.0;4547.0;260.0;1054.0;73.0;44.0;6.0;23.0
267;Doel: uitwisseling van informatie;1990;;;;;;;;;;;;;
268;Doel: uitwisseling van informatie;1995;;;;;1399.0;240.0;370.0;82.0;345.0;361.0;250.0;14.0;97.0
269;Doel: uitwisseling van informatie;2001;;;;;3263.0;506.0;977.0;119.0;1288.0;373.0;280.0;18.0;74.0
270;Doel: advies over eigen besluit;1990;;;;;;;;;;;;;
271;Doel: advies over eigen besluit;1995;;;;;2874.0;272.0;684.0;96.0;1069.0;754.0;635.0;58.0;61.0
272;Doel: advies over eigen besluit;2001;;;;;2773.0;392.0;854.0;67.0;1078.0;382.0;295.0;31.0;56.0
273;Doel: samen besluit nemen;1990;;;;;;;;;;;;;
274;Doel: samen besluit nemen;1995;;;;;5164.0;791.0;1291.0;296.0;2287.0;499.0;312.0;19.0;168.0
275;Doel: samen besluit nemen;2001;;;;;4152.0;671.0;989.0;140.0;2030.0;322.0;225.0;5.0;92.0
276;Doel: consultatie over meldingsprocedure;1990;;;;;;;;;;;;;
277;Doel: consultatie over meldingsprocedure;1995;;;;;;;;;;;;;
278;Doel: consultatie over meldingsprocedure;2001;;;;;1061.0;12.0;51.0;22.0;28.0;948.0;858.0;68.0;23.0
279;Geen overleg met andere arts(en);1990;;;;;;;;;;;;;
280;Geen overleg met andere arts(en);1995;;;;;10316.0;1787.0;4937.0;797.0;2484.0;312.0;171.0;18.0;123.0
281;Geen overleg met andere arts(en);2001;;;;;11088.0;2027.0;6131.0;391.0;2301.0;238.0;103.0;13.0;122.0
282;Geen overleg: patiënt wilsbekwaam;1990;;;;;944.0;148.0;625.0;65.0;106.0;0.0;;;0.0
283;Geen overleg: patiënt wilsbekwaam;1995;;;;;874.0;97.0;662.0;39.0;71.0;5.0;;;5.0
284;Geen overleg: patiënt wilsbekwaam;2001;;;;;565.0;42.0;398.0;24.0;101.0;0.0;;;0.0
285;Geen overleg: patiënt niet voll. wilsb.;1990;;;;;;;;;;;;;
286;Geen overleg: patiënt niet voll. wilsb.;1995;;;;;1233.0;162.0;639.0;106.0;295.0;31.0;;;31.0
287;Geen overleg: patiënt niet voll. wilsb.;2001;;;;;916.0;99.0;554.0;32.0;219.0;12.0;;;12.0
288;Geen overleg: helemaal niet wilsb.;1990;;;;;7682.0;2266.0;2528.0;622.0;2079.0;187.0;;;187.0
289;Geen overleg: helemaal niet wilsb.;1995;;;;;7290.0;1439.0;2173.0;386.0;3139.0;153.0;;;153.0
290;Geen overleg: helemaal niet wilsb.;2001;;;;;6916.0;1378.0;2547.0;170.0;2628.0;193.0;;;193.0
291;Geen overleg: wilsbekw. onbekend;1990;;;;;261.0;78.0;125.0;23.0;36.0;0.0;;;0.0
292;Geen overleg: wilsbekw. onbekend;1995;;;;;157.0;33.0;52.0;14.0;58.0;0.0;;;0.0
