ID;Energie;Perioden;Invoerwaarde_1;Uitvoerwaarde_2
105;Totaal energiedragers;2004 februari;1868096.0;1874054.0
106;Totaal energiedragers;2004 maart;2130672.0;2078311.0
107;Totaal energiedragers;2004 april;2052718.0;1824085.0
108;Totaal energiedragers;2004 mei;2283554.0;1928987.0
109;Totaal energiedragers;2004 juni;2377168.0;1782864.0
110;Totaal energiedragers;2004 juli;2452264.0;2013819.0
111;Totaal energiedragers;2004 augustus;2768416.0;2056934.0
112;Totaal energiedragers;2004 september;2609345.0;2135515.0
113;Totaal energiedragers;2004 oktober;2694922.0;2379893.0
114;Totaal energiedragers;2004 november;2531748.0;2391715.0
115;Totaal energiedragers;2004 december;2427331.0;2435514.0
116;Totaal energiedragers;2004;28117623.0;24912268.0
117;Totaal energiedragers;2005 januari;2548585.0;2613809.0
118;Totaal energiedragers;2005 februari;2478658.0;2441823.0
119;Totaal energiedragers;2005 maart;3067190.0;2520903.0
120;Totaal energiedragers;2005 april;2884094.0;2628895.0
121;Totaal energiedragers;2005 mei;2919182.0;2535766.0
122;Totaal energiedragers;2005 juni;3012669.0;2380371.0
123;Totaal energiedragers;2005 juli;3370679.0;2515873.0
124;Totaal energiedragers;2005 augustus;3426580.0;2721101.0
125;Totaal energiedragers;2005 september;3541570.0;2998720.0
126;Totaal energiedragers;2005 oktober;3639614.0;3101015.0
127;Totaal energiedragers;2005 november;3668338.0;3505450.0
128;Totaal energiedragers;2005 december;3701985.0;3623138.0
129;Totaal energiedragers;2005;38259144.0;33586864.0
130;Totaal energiedragers;2006 januari;4024177.0;3932760.0
131;Totaal energiedragers;2006 februari;3523597.0;3785515.0
132;Totaal energiedragers;2006 maart;4122623.0;4434634.0
133;Totaal energiedragers;2006 april;3883684.0;3756251.0
134;Totaal energiedragers;2006 mei;4407970.0;3563252.0
135;Totaal energiedragers;2006 juni;4338637.0;3585101.0
136;Totaal energiedragers;2006 juli;4478830.0;3426354.0
137;Totaal energiedragers;2006 augustus;4698177.0;3813223.0
138;Totaal energiedragers;2006 september;4165039.0;3196458.0
139;Totaal energiedragers;2006 oktober;4227432.0;3670283.0
140;Totaal energiedragers;2006 november;3770741.0;3730721.0
141;Totaal energiedragers;2006 december;3678331.0;3974107.0
142;Totaal energiedragers;2006;49319238.0;44868659.0
143;Totaal energiedragers;2007 januari;3651605.0;3521142.0
144;Totaal energiedragers;2007 februari;3603218.0;3326239.0
145;Totaal energiedragers;2007 maart;3978032.0;3513457.0
146;Totaal energiedragers;2007 april;4063375.0;3582759.0
147;Totaal energiedragers;2007 mei;4645687.0;3498197.0
148;Totaal energiedragers;2007 juni;4183116.0;3559222.0
149;Totaal energiedragers;2007 juli;4333949.0;3707030.0
150;Totaal energiedragers;2007 augustus;4406154.0;3639606.0
151;Totaal energiedragers;2007 september;4390434.0;3793288.0
152;Totaal energiedragers;2007 oktober;4217665.0;4313129.0
153;Totaal energiedragers;2007 november;5091177.0;4844425.0
154;Totaal energiedragers;2007 december;4857710.0;5034958.0
155;Totaal energiedragers;2007;51422122.0;46333452.0
156;Totaal energiedragers;2008 januari;5119676.0;4903668.0
157;Totaal energiedragers;2008 februari;4737614.0;5027883.0
158;Totaal energiedragers;2008 maart;5425255.0;5145502.0
159;Totaal energiedragers;2008 april;5195396.0;5370230.0
160;Totaal energiedragers;2008 mei;5779583.0;4767547.0
161;Totaal energiedragers;2008 juni;6298652.0;5455023.0
162;Totaal energiedragers;2008 juli;6175944.0;5237924.0
163;Totaal energiedragers;2008 augustus;6217653.0;5357557.0
164;Totaal energiedragers;2008 september;6086619.0;5403917.0
165;Totaal energiedragers;2008 oktober;5060250.0;5437243.0
166;Totaal energiedragers;2008 november;3950207.0;4408174.0
167;Totaal energiedragers;2008 december;3096398.0;3867326.0
168;Totaal energiedragers;2008;63143247.0;60381994.0
169;Totaal energiedragers;2009 januari;3287215.0;4120723.0
170;Totaal energiedragers;2009 februari;2970037.0;3651816.0
171;Totaal energiedragers;2009 maart;3436547.0;3345040.0
172;Totaal energiedragers;2009 april;3339099.0;3002763.0
173;Totaal energiedragers;2009 mei;3661160.0;3090877.0
174;Totaal energiedragers;2009 juni;3675026.0;2821673.0
175;Totaal energiedragers;2009 juli;3917675.0;3212056.0
176;Totaal energiedragers;2009 augustus;3942501.0;3352410.0
177;Totaal energiedragers;2009 september;3848079.0;3206144.0
178;Totaal energiedragers;2009 oktober;3993974.0;3464947.0
179;Totaal energiedragers;2009 november;3977059.0;3820635.0
180;Totaal energiedragers;2009 december;4406890.0;3959591.0
181;Totaal energiedragers;2009;44455262.0;41048675.0
182;Totaal energiedragers;2010 januari;4827736.0;4183320.0
183;Totaal energiedragers;2010 februari;4507189.0;4285128.0
184;Totaal energiedragers;2010 maart;5249062.0;4874043.0
185;Totaal energiedragers;2010 april;5009908.0;4317950.0
186;Totaal energiedragers;2010 mei;5195771.0;4374064.0
187;Totaal energiedragers;2010 juni;5079423.0;4178154.0
188;Totaal energiedragers;2010 juli;5531062.0;4417888.0
189;Totaal energiedragers;2010 augustus;5109363.0;4458840.0
190;Totaal energiedragers;2010 september;4773753.0;4419393.0
191;Totaal energiedragers;2010 oktober;5347125.0;4625557.0
192;Totaal energiedragers;2010 november;5379543.0;5126943.0
193;Totaal energiedragers;2010 december;6114549.0;5842767.0
194;Totaal energiedragers;2010;62124484.0;55104047.0
195;Totaal energiedragers;2011 januari;6346091.0;6002001.0
196;Totaal energiedragers;2011 februari;5900935.0;6050704.0
197;Totaal energiedragers;2011 maart;7265533.0;6562786.0
198;Totaal energiedragers;2011 april;6115096.0;6374603.0
199;Totaal energiedragers;2011 mei;7062343.0;5710285.0
200;Totaal energiedragers;2011 juni;7027841.0;5449212.0
201;Totaal energiedragers;2011 juli;6644644.0;5671972.0
202;Totaal energiedragers;2011 augustus;7359822.0;5678734.0
203;Totaal energiedragers;2011 september;7192534.0;5673383.0
204;Totaal energiedragers;2011 oktober;7065705.0;5988141.0
205;Totaal energiedragers;2011 november;7788175.0;6916246.0
206;Totaal energiedragers;2011 december;6934803.0;6997338.0
207;Totaal energiedragers;2011;82703522.0;73075405.0
208;Totaal energiedragers;2012 januari;7492202.0;7420119.0
209;Totaal energiedragers;2012 februari;8478866.0;7757720.0
210;Totaal energiedragers;2012 maart;8748316.0;7426572.0
211;Totaal energiedragers;2012 april;8382956.0;7621181.0
212;Totaal energiedragers;2012 mei;8414863.0;7201402.0
213;Totaal energiedragers;2012 juni;7501787.0;6378168.0
214;Totaal energiedragers;2012 juli;8031203.0;6741755.0
215;Totaal energiedragers;2012 augustus;9198243.0;6600515.0
216;Totaal energiedragers;2012 september;8500998.0;7133484.0
217;Totaal energiedragers;2012 oktober;9260617.0;8128271.0
218;Totaal energiedragers;2012 november;9494903.0;7937433.0
219;Totaal energiedragers;2012 december;8791918.0;7760865.0
220;Totaal energiedragers;2012;102296872.0;88107485.0
221;Totaal energiedragers;2013 januari;8568871.0;8074259.0
222;Totaal energiedragers;2013 februari;8570002.0;7662975.0
223;Totaal energiedragers;2013 maart;8066695.0;8285029.0
224;Totaal energiedragers;2013 april;7800532.0;7152252.0
225;Totaal energiedragers;2013 mei;8136832.0;7593728.0
226;Totaal energiedragers;2013 juni;7713839.0;6720641.0
227;Totaal energiedragers;2013 juli;7986953.0;7060205.0
228;Totaal energiedragers;2013 augustus;7479868.0;6776618.0
229;Totaal energiedragers;2013 september;7917564.0;6361591.0
230;Totaal energiedragers;2013 oktober;8055845.0;7466449.0
231;Totaal energiedragers;2013 november;7490221.0;7460457.0
232;Totaal energiedragers;2013 december;7648109.0;7121340.0
233;Totaal energiedragers;2013;95435332.0;87735544.0
234;Totaal energiedragers;2014 januari;7736798.0;7651490.0
235;Totaal energiedragers;2014 februari;6895711.0;6837525.0
236;Totaal energiedragers;2014 maart;7500660.0;6512369.0
237;Totaal energiedragers;2014 april;7265999.0;6726057.0
238;Totaal energiedragers;2014 mei;7831918.0;5986591.0
239;Totaal energiedragers;2014 juni;6964026.0;6007523.0
240;Totaal energiedragers;2014 juli;7660324.0;6155017.0
241;Totaal energiedragers;2014 augustus;7037419.0;5478583.0
242;Totaal energiedragers;2014 september;6750410.0;5945955.0
243;Totaal energiedragers;2014 oktober;6423874.0;6313637.0
244;Totaal energiedragers;2014 november;5632715.0;6040223.0
245;Totaal energiedragers;2014 december;5455917.0;5834771.0
246;Totaal energiedragers;2014;83155771.0;75489740.0
247;Totaal energiedragers;2015 januari;4806528.0;5239362.0
248;Totaal energiedragers;2015 februari;4855472.0;5337947.0
249;Totaal energiedragers;2015 maart;5990350.0;5854191.0
250;Totaal energiedragers;2015 april;6000597.0;5354040.0
251;Totaal energiedragers;2015 mei;6532479.0;4942080.0
252;Totaal energiedragers;2015 juni;6104264.0;5323956.0
253;Totaal energiedragers;2015 juli;5951165.0;4867608.0
254;Totaal energiedragers;2015 augustus;5389324.0;4384429.0
255;Totaal energiedragers;2015 september;5161036.0;4220160.0
256;Totaal energiedragers;2015 oktober;5109198.0;4383726.0
257;Totaal energiedragers;2015 november;4295487.0;4034767.0
258;Totaal energiedragers;2015 december;4406008.0;4456398.0
259;Totaal energiedragers;2015;64601909.0;58398663.0
260;Totaal energiedragers;2016 januari;3792690.0;3924378.0
261;Totaal energiedragers;2016 februari;3725896.0;3746788.0
262;Totaal energiedragers;2016 maart;3967283.0;4012188.0
263;Totaal energiedragers;2016 april;4351035.0;4052452.0
264;Totaal energiedragers;2016 mei;4770483.0;4213972.0
265;Totaal energiedragers;2016 juni;4634293.0;4197597.0
266;Totaal energiedragers;2016 juli;4768976.0;4175021.0
267;Totaal energiedragers;2016 augustus;4439980.0;4136808.0
268;Totaal energiedragers;2016 september;4665125.0;4208019.0
269;Totaal energiedragers;2016 oktober;5281942.0;4906891.0
270;Totaal energiedragers;2016 november;5089095.0;5209583.0
271;Totaal energiedragers;2016 december;5541510.0;5494503.0
272;Totaal energiedragers;2016;55028308.0;52278201.0
273;Totaal energiedragers;2017 januari;6149255.0;5832585.0
274;Totaal energiedragers;2017 februari;5715797.0;5888592.0
275;Totaal energiedragers;2017 maart;6031453.0;5661682.0
276;Totaal energiedragers;2017 april;5589153.0;4815659.0
277;Totaal energiedragers;2017 mei;5418389.0;5163336.0
278;Totaal energiedragers;2017 juni;5175274.0;4865816.0
279;Totaal energiedragers;2017 juli;4856460.0;4646994.0
280;Totaal energiedragers;2017 augustus;5149131.0;4333729.0
281;Totaal energiedragers;2017 september;4973549.0;4875544.0
282;Totaal energiedragers;2017 oktober;5146399.0;4924944.0
283;Totaal energiedragers;2017 november;6159098.0;5451230.0
284;Totaal energiedragers;2017 december;6256430.0;5790470.0
285;Totaal energiedragers;2017;66620388.0;62250581.0
286;Totaal energiedragers;2018 januari;6807265.0;5862183.0
287;Totaal energiedragers;2018 februari;6377224.0;5828935.0
288;Totaal energiedragers;2018 maart;6360635.0;5721427.0
289;Totaal energiedragers;2018 april;6027614.0;5156774.0
290;Totaal energiedragers;2018 mei;6410691.0;6212165.0
291;Totaal energiedragers;2018 juni;6429141.0;5445514.0
292;Totaal energiedragers;2018 januari-juni;38412571.0;34226998.0
293;Ruwe aardolie;1996 januari;552143.0;5142.0
294;Ruwe aardolie;1996 februari;513186.0;7066.0
295;Ruwe aardolie;1996 maart;529819.0;4849.0
296;Ruwe aardolie;1996 april;640608.0;5473.0
297;Ruwe aardolie;1996 mei;610611.0;5685.0
298;Ruwe aardolie;1996 juni;526208.0;4862.0
299;Ruwe aardolie;1996 juli;578553.0;5389.0
300;Ruwe aardolie;1996 augustus;581045.0;8753.0
301;Ruwe aardolie;1996 september;563419.0;4543.0
302;Ruwe aardolie;1996 oktober;643629.0;7121.0
303;Ruwe aardolie;1996 november;731641.0;6477.0
304;Ruwe aardolie;1996 december;772198.0;6748.0
305;Ruwe aardolie;1996;7243060.0;72108.0
306;Ruwe aardolie;1997 januari;735237.0;4742.0
307;Ruwe aardolie;1997 februari;580562.0;4517.0
308;Ruwe aardolie;1997 maart;584808.0;5100.0
309;Ruwe aardolie;1997 april;662950.0;180.0
310;Ruwe aardolie;1997 mei;621987.0;555.0
311;Ruwe aardolie;1997 juni;563623.0;968.0
312;Ruwe aardolie;1997 juli;669160.0;5080.0
313;Ruwe aardolie;1997 augustus;707437.0;56.0
314;Ruwe aardolie;1997 september;572309.0;4981.0
315;Ruwe aardolie;1997 oktober;695850.0;0.0
316;Ruwe aardolie;1997 november;593579.0;223.0
317;Ruwe aardolie;1997 december;550440.0;0.0
318;Ruwe aardolie;1997;7537942.0;26402.0
319;Ruwe aardolie;1998 januari;560215.0;0.0
320;Ruwe aardolie;1998 februari;511776.0;158.0
321;Ruwe aardolie;1998 maart;451991.0;10.0
322;Ruwe aardolie;1998 april;466540.0;0.0
323;Ruwe aardolie;1998 mei;470502.0;256.0
324;Ruwe aardolie;1998 juni;366302.0;115.0
325;Ruwe aardolie;1998 juli;370883.0;0.0
326;Ruwe aardolie;1998 augustus;479512.0;0.0
327;Ruwe aardolie;1998 september;440266.0;0.0
328;Ruwe aardolie;1998 oktober;425284.0;0.0
329;Ruwe aardolie;1998 november;321494.0;0.0
330;Ruwe aardolie;1998 december;319301.0;580.0
331;Ruwe aardolie;1998;5184066.0;1119.0
332;Ruwe aardolie;1999 januari;425406.0;0.0
333;Ruwe aardolie;1999 februari;301069.0;0.0
334;Ruwe aardolie;1999 maart;448102.0;0.0
335;Ruwe aardolie;1999 april;520742.0;0.0
336;Ruwe aardolie;1999 mei;518889.0;0.0
337;Ruwe aardolie;1999 juni;526643.0;0.0
338;Ruwe aardolie;1999 juli;705778.0;0.0
339;Ruwe aardolie;1999 augustus;590189.0;0.0
340;Ruwe aardolie;1999 september;747215.0;114.0
341;Ruwe aardolie;1999 oktober;714071.0;460.0
342;Ruwe aardolie;1999 november;836056.0;0.0
343;Ruwe aardolie;1999 december;862874.0;265.0
344;Ruwe aardolie;1999;7197034.0;839.0
345;Ruwe aardolie;2000 januari;964007.0;168.0
346;Ruwe aardolie;2000 februari;1163058.0;1077.0
347;Ruwe aardolie;2000 maart;910302.0;614.0
348;Ruwe aardolie;2000 april;845237.0;0.0
349;Ruwe aardolie;2000 mei;1008385.0;250.0
350;Ruwe aardolie;2000 juni;1095359.0;261.0
351;Ruwe aardolie;2000 juli;1148748.0;0.0
352;Ruwe aardolie;2000 augustus;1034448.0;264.0
353;Ruwe aardolie;2000 september;1402517.0;409.0
354;Ruwe aardolie;2000 oktober;1309557.0;293.0
355;Ruwe aardolie;2000 november;1309460.0;293.0
356;Ruwe aardolie;2000 december;1089085.0;293.0
357;Ruwe aardolie;2000;13280163.0;3922.0
358;Ruwe aardolie;2001 januari;1167254.0;325.0
359;Ruwe aardolie;2001 februari;901085.0;456.0
360;Ruwe aardolie;2001 maart;1220010.0;531.0
361;Ruwe aardolie;2001 april;1023281.0;3071.0
362;Ruwe aardolie;2001 mei;1141514.0;1675.0
363;Ruwe aardolie;2001 juni;1081436.0;963.0
364;Ruwe aardolie;2001 juli;1130494.0;4772.0
365;Ruwe aardolie;2001 augustus;1042529.0;212.0
366;Ruwe aardolie;2001 september;1019969.0;161.0
367;Ruwe aardolie;2001 oktober;815743.0;513.0
368;Ruwe aardolie;2001 november;861012.0;109.0
369;Ruwe aardolie;2001 december;840961.0;3601.0
370;Ruwe aardolie;2001;12245288.0;16389.0
371;Ruwe aardolie;2002 januari;799137.0;0.0
372;Ruwe aardolie;2002 februari;836997.0;0.0
373;Ruwe aardolie;2002 maart;1071036.0;0.0
374;Ruwe aardolie;2002 april;792876.0;0.0
375;Ruwe aardolie;2002 mei;945100.0;0.0
376;Ruwe aardolie;2002 juni;831603.0;0.0
377;Ruwe aardolie;2002 juli;797044.0;0.0
378;Ruwe aardolie;2002 augustus;960794.0;0.0
379;Ruwe aardolie;2002 september;880862.0;0.0
380;Ruwe aardolie;2002 oktober;954146.0;0.0
381;Ruwe aardolie;2002 november;834345.0;0.0
382;Ruwe aardolie;2002 december;994670.0;0.0
383;Ruwe aardolie;2002;10698610.0;0.0
384;Ruwe aardolie;2003 januari;944066.0;0.0
385;Ruwe aardolie;2003 februari;983591.0;0.0
386;Ruwe aardolie;2003 maart;1029313.0;0.0
387;Ruwe aardolie;2003 april;906444.0;0.0
388;Ruwe aardolie;2003 mei;762864.0;0.0
389;Ruwe aardolie;2003 juni;840710.0;0.0
390;Ruwe aardolie;2003 juli;912166.0;0.0
391;Ruwe aardolie;2003 augustus;1098421.0;231.0
392;Ruwe aardolie;2003 september;846778.0;60.0
393;Ruwe aardolie;2003 oktober;845032.0;10916.0
394;Ruwe aardolie;2003 november;747224.0;5.0
395;Ruwe aardolie;2003 december;896285.0;0.0
396;Ruwe aardolie;2003;10812894.0;11212.0
397;Ruwe aardolie;2004 januari;1013316.0;876.0
398;Ruwe aardolie;2004 februari;922152.0;1172.0
399;Ruwe aardolie;2004 maart;1029732.0;1659.0
400;Ruwe aardolie;2004 april;997128.0;876.0
401;Ruwe aardolie;2004 mei;1223614.0;2865.0
402;Ruwe aardolie;2004 juni;1161635.0;0.0
403;Ruwe aardolie;2004 juli;1184165.0;0.0
404;Ruwe aardolie;2004 augustus;1337453.0;5965.0
405;Ruwe aardolie;2004 september;1191651.0;0.0
406;Ruwe aardolie;2004 oktober;1210393.0;0.0
407;Ruwe aardolie;2004 november;1057050.0;2215.0
408;Ruwe aardolie;2004 december;1020822.0;12716.0
409;Ruwe aardolie;2004;13349111.0;28344.0
410;Ruwe aardolie;2005 januari;1222268.0;1.0
411;Ruwe aardolie;2005 februari;1081823.0;0.0
412;Ruwe aardolie;2005 maart;1525773.0;378.0
413;Ruwe aardolie;2005 april;1285268.0;0.0
414;Ruwe aardolie;2005 mei;1510848.0;6376.0
415;Ruwe aardolie;2005 juni;1621934.0;0.0
416;Ruwe aardolie;2005 juli;1729787.0;18588.0
417;Ruwe aardolie;2005 augustus;1802574.0;14681.0
418;Ruwe aardolie;2005 september;1696016.0;7.0
419;Ruwe aardolie;2005 oktober;1782926.0;0.0
420;Ruwe aardolie;2005 november;1793194.0;0.0
421;Ruwe aardolie;2005 december;1918102.0;0.0
422;Ruwe aardolie;2005;18970513.0;40031.0
423;Ruwe aardolie;2006 januari;1963336.0;6168.0
424;Ruwe aardolie;2006 februari;1738106.0;0.0
425;Ruwe aardolie;2006 maart;2045214.0;13347.0
426;Ruwe aardolie;2006 april;1671477.0;7176.0
427;Ruwe aardolie;2006 mei;2010444.0;7336.0
428;Ruwe aardolie;2006 juni;2036196.0;7882.0
429;Ruwe aardolie;2006 juli;2031826.0;7123.0
430;Ruwe aardolie;2006 augustus;2147345.0;7433.0
431;Ruwe aardolie;2006 september;1871202.0;13804.0
432;Ruwe aardolie;2006 oktober;1948980.0;22205.0
433;Ruwe aardolie;2006 november;1794243.0;14937.0
434;Ruwe aardolie;2006 december;1634768.0;14487.0
435;Ruwe aardolie;2006;22893137.0;121898.0
436;Ruwe aardolie;2007 januari;1562935.0;5794.0
437;Ruwe aardolie;2007 februari;1464423.0;12383.0
438;Ruwe aardolie;2007 maart;1544647.0;0.0
439;Ruwe aardolie;2007 april;1805640.0;13694.0
440;Ruwe aardolie;2007 mei;1868387.0;6335.0
441;Ruwe aardolie;2007 juni;1723244.0;6937.0
442;Ruwe aardolie;2007 juli;1904166.0;7872.0
443;Ruwe aardolie;2007 augustus;1996000.0;6579.0
444;Ruwe aardolie;2007 september;2073410.0;7037.0
445;Ruwe aardolie;2007 oktober;1853147.0;6764.0
446;Ruwe aardolie;2007 november;2447806.0;9001.0
447;Ruwe aardolie;2007 december;2354978.0;17766.0
448;Ruwe aardolie;2007;22598783.0;100162.0
449;Ruwe aardolie;2008 januari;2494930.0;8701.0
450;Ruwe aardolie;2008 februari;2156376.0;9817.0
451;Ruwe aardolie;2008 maart;2626359.0;18114.0
452;Ruwe aardolie;2008 april;2436371.0;28955.0
453;Ruwe aardolie;2008 mei;2919739.0;21728.0
454;Ruwe aardolie;2008 juni;3035657.0;20326.0
455;Ruwe aardolie;2008 juli;2930246.0;11356.0
456;Ruwe aardolie;2008 augustus;2951533.0;32407.0
457;Ruwe aardolie;2008 september;2767775.0;18749.0
458;Ruwe aardolie;2008 oktober;1934644.0;22734.0
459;Ruwe aardolie;2008 november;1453618.0;0.0
460;Ruwe aardolie;2008 december;1058425.0;5864.0
461;Ruwe aardolie;2008;28765673.0;198751.0
462;Ruwe aardolie;2009 januari;1207277.0;0.0
463;Ruwe aardolie;2009 februari;1060735.0;14228.0
464;Ruwe aardolie;2009 maart;1348717.0;0.0
465;Ruwe aardolie;2009 april;1310484.0;0.0
466;Ruwe aardolie;2009 mei;1514490.0;11098.0
467;Ruwe aardolie;2009 juni;1486852.0;0.0
468;Ruwe aardolie;2009 juli;1646330.0;0.0
469;Ruwe aardolie;2009 augustus;1848318.0;0.0
470;Ruwe aardolie;2009 september;1656410.0;21949.0
471;Ruwe aardolie;2009 oktober;1807367.0;13840.0
472;Ruwe aardolie;2009 november;1773811.0;15808.0
473;Ruwe aardolie;2009 december;1903837.0;16711.0
474;Ruwe aardolie;2009;18564628.0;93634.0
475;Ruwe aardolie;2010 januari;2194127.0;23678.0
476;Ruwe aardolie;2010 februari;2017311.0;30068.0
477;Ruwe aardolie;2010 maart;2273708.0;11624.0
478;Ruwe aardolie;2010 april;2291037.0;8242.0
479;Ruwe aardolie;2010 mei;2252888.0;11883.0
480;Ruwe aardolie;2010 juni;2327906.0;21397.0
481;Ruwe aardolie;2010 juli;2494698.0;1046.0
482;Ruwe aardolie;2010 augustus;2193724.0;195.0
483;Ruwe aardolie;2010 september;1844417.0;3413.0
