ID;Energie;Perioden;Invoerwaarde_1;Uitvoerwaarde_2
1050;Aardgas;2009 maart;;
1051;Aardgas;2009 april;;
1052;Aardgas;2009 mei;;
1053;Aardgas;2009 juni;;
1054;Aardgas;2009 juli;;
1055;Aardgas;2009 augustus;;
1056;Aardgas;2009 september;;
1057;Aardgas;2009 oktober;;
1058;Aardgas;2009 november;;
1059;Aardgas;2009 december;;
1060;Aardgas;2009;;
1061;Aardgas;2010 januari;;
1062;Aardgas;2010 februari;;
1063;Aardgas;2010 maart;;
1064;Aardgas;2010 april;;
1065;Aardgas;2010 mei;;
1066;Aardgas;2010 juni;;
1067;Aardgas;2010 juli;;
1068;Aardgas;2010 augustus;;
1069;Aardgas;2010 september;;
1070;Aardgas;2010 oktober;;
1071;Aardgas;2010 november;;
1072;Aardgas;2010 december;;
1073;Aardgas;2010;;
1074;Aardgas;2011 januari;;
1075;Aardgas;2011 februari;;
1076;Aardgas;2011 maart;;
1077;Aardgas;2011 april;;
1078;Aardgas;2011 mei;;
1079;Aardgas;2011 juni;;
1080;Aardgas;2011 juli;;
1081;Aardgas;2011 augustus;;
1082;Aardgas;2011 september;;
1083;Aardgas;2011 oktober;;
1084;Aardgas;2011 november;;
1085;Aardgas;2011 december;;
1086;Aardgas;2011;;
1087;Aardgas;2012 januari;;
1088;Aardgas;2012 februari;;
1089;Aardgas;2012 maart;;
1090;Aardgas;2012 april;;
1091;Aardgas;2012 mei;;
1092;Aardgas;2012 juni;;
1093;Aardgas;2012 juli;;
1094;Aardgas;2012 augustus;;
1095;Aardgas;2012 september;;
1096;Aardgas;2012 oktober;;
1097;Aardgas;2012 november;;
1098;Aardgas;2012 december;;
1099;Aardgas;2012;;
1100;Aardgas;2013 januari;;
1101;Aardgas;2013 februari;;
1102;Aardgas;2013 maart;;
1103;Aardgas;2013 april;;
1104;Aardgas;2013 mei;;
1105;Aardgas;2013 juni;;
1106;Aardgas;2013 juli;;
1107;Aardgas;2013 augustus;;
1108;Aardgas;2013 september;;
1109;Aardgas;2013 oktober;;
1110;Aardgas;2013 november;;
1111;Aardgas;2013 december;;
1112;Aardgas;2013;;
1113;Aardgas;2014 januari;;
1114;Aardgas;2014 februari;;
1115;Aardgas;2014 maart;;
1116;Aardgas;2014 april;;
1117;Aardgas;2014 mei;;
1118;Aardgas;2014 juni;;
1119;Aardgas;2014 juli;;
1120;Aardgas;2014 augustus;;
1121;Aardgas;2014 september;;
1122;Aardgas;2014 oktober;;
1123;Aardgas;2014 november;;
1124;Aardgas;2014 december;;
1125;Aardgas;2014;;
1126;Aardgas;2015 januari;;
1127;Aardgas;2015 februari;;
1128;Aardgas;2015 maart;;
1129;Aardgas;2015 april;;
1130;Aardgas;2015 mei;;
1131;Aardgas;2015 juni;;
1132;Aardgas;2015 juli;;
1133;Aardgas;2015 augustus;;
1134;Aardgas;2015 september;;
1135;Aardgas;2015 oktober;;
1136;Aardgas;2015 november;;
1137;Aardgas;2015 december;;
1138;Aardgas;2015;;
1139;Aardgas;2016 januari;;
1140;Aardgas;2016 februari;;
1141;Aardgas;2016 maart;;
1142;Aardgas;2016 april;;
1143;Aardgas;2016 mei;;
1144;Aardgas;2016 juni;;
1145;Aardgas;2016 juli;;
1146;Aardgas;2016 augustus;;
1147;Aardgas;2016 september;;
1148;Aardgas;2016 oktober;;
1149;Aardgas;2016 november;;
1150;Aardgas;2016 december;;
1151;Aardgas;2016;;
1152;Aardgas;2017 januari;;
1153;Aardgas;2017 februari;;
1154;Aardgas;2017 maart;;
1155;Aardgas;2017 april;;
1156;Aardgas;2017 mei;;
1157;Aardgas;2017 juni;;
1158;Aardgas;2017 juli;;
1159;Aardgas;2017 augustus;;
1160;Aardgas;2017 september;;
1161;Aardgas;2017 oktober;;
1162;Aardgas;2017 november;;
1163;Aardgas;2017 december;;
1164;Aardgas;2017;;
1165;Aardgas;2018 januari;;
1166;Aardgas;2018 februari;;
1167;Aardgas;2018 maart;;
1168;Aardgas;2018 april;;
1169;Aardgas;2018 mei;;
1170;Aardgas;2018 juni;;
1171;Aardgas;2018 januari-juni;;
1172;Steenkool;1996 januari;63377.0;20792.0
1173;Steenkool;1996 februari;43255.0;15629.0
1174;Steenkool;1996 maart;42708.0;17787.0
1175;Steenkool;1996 april;55890.0;13577.0
1176;Steenkool;1996 mei;55419.0;14333.0
1177;Steenkool;1996 juni;40430.0;14126.0
1178;Steenkool;1996 juli;59157.0;16716.0
1179;Steenkool;1996 augustus;65318.0;12768.0
1180;Steenkool;1996 september;38997.0;13281.0
1181;Steenkool;1996 oktober;67717.0;15692.0
1182;Steenkool;1996 november;47676.0;16675.0
1183;Steenkool;1996 december;50519.0;17844.0
1184;Steenkool;1996;630463.0;189220.0
1185;Steenkool;1997 januari;44058.0;19873.0
1186;Steenkool;1997 februari;59681.0;15140.0
1187;Steenkool;1997 maart;55594.0;14148.0
1188;Steenkool;1997 april;85856.0;22132.0
1189;Steenkool;1997 mei;71017.0;20370.0
1190;Steenkool;1997 juni;62707.0;25084.0
1191;Steenkool;1997 juli;84491.0;22380.0
1192;Steenkool;1997 augustus;62078.0;18355.0
1193;Steenkool;1997 september;65525.0;21937.0
1194;Steenkool;1997 oktober;63470.0;21820.0
1195;Steenkool;1997 november;63041.0;21801.0
1196;Steenkool;1997 december;61796.0;25887.0
1197;Steenkool;1997;779314.0;248927.0
1198;Steenkool;1998 januari;71537.0;25387.0
1199;Steenkool;1998 februari;70638.0;21329.0
1200;Steenkool;1998 maart;66263.0;27505.0
1201;Steenkool;1998 april;80092.0;20501.0
1202;Steenkool;1998 mei;59911.0;16149.0
1203;Steenkool;1998 juni;75635.0;27612.0
1204;Steenkool;1998 juli;84073.0;27306.0
1205;Steenkool;1998 augustus;69822.0;26560.0
1206;Steenkool;1998 september;66236.0;26858.0
1207;Steenkool;1998 oktober;47084.0;29379.0
1208;Steenkool;1998 november;46847.0;25524.0
1209;Steenkool;1998 december;68558.0;27482.0
1210;Steenkool;1998;806696.0;301592.0
1211;Steenkool;1999 januari;65339.0;36578.0
1212;Steenkool;1999 februari;59387.0;34934.0
1213;Steenkool;1999 maart;57739.0;51555.0
1214;Steenkool;1999 april;75884.0;23773.0
1215;Steenkool;1999 mei;68962.0;38920.0
1216;Steenkool;1999 juni;55644.0;26521.0
1217;Steenkool;1999 juli;51216.0;27908.0
1218;Steenkool;1999 augustus;51468.0;27951.0
1219;Steenkool;1999 september;44906.0;25485.0
1220;Steenkool;1999 oktober;36045.0;20307.0
1221;Steenkool;1999 november;40097.0;22769.0
1222;Steenkool;1999 december;48037.0;25947.0
1223;Steenkool;1999;654724.0;362648.0
1224;Steenkool;2000 januari;65279.0;31388.0
1225;Steenkool;2000 februari;58694.0;33037.0
1226;Steenkool;2000 maart;52220.0;39388.0
1227;Steenkool;2000 april;46981.0;19292.0
1228;Steenkool;2000 mei;54042.0;30146.0
1229;Steenkool;2000 juni;103925.0;44517.0
1230;Steenkool;2000 juli;52340.0;24618.0
1231;Steenkool;2000 augustus;70195.0;19369.0
1232;Steenkool;2000 september;88146.0;49777.0
1233;Steenkool;2000 oktober;73954.0;32516.0
1234;Steenkool;2000 november;54146.0;32837.0
1235;Steenkool;2000 december;88049.0;38674.0
1236;Steenkool;2000;807971.0;395559.0
1237;Steenkool;2001 januari;104172.0;61122.0
1238;Steenkool;2001 februari;93691.0;48353.0
1239;Steenkool;2001 maart;91578.0;65248.0
1240;Steenkool;2001 april;114097.0;68106.0
1241;Steenkool;2001 mei;244378.0;107612.0
1242;Steenkool;2001 juni;99805.0;36041.0
1243;Steenkool;2001 juli;158037.0;70638.0
1244;Steenkool;2001 augustus;142748.0;58719.0
1245;Steenkool;2001 september;63329.0;41424.0
1246;Steenkool;2001 oktober;86172.0;78793.0
1247;Steenkool;2001 november;131625.0;78802.0
1248;Steenkool;2001 december;111682.0;36299.0
1249;Steenkool;2001;1441314.0;751157.0
1250;Steenkool;2002 januari;71341.0;44844.0
1251;Steenkool;2002 februari;109775.0;45762.0
1252;Steenkool;2002 maart;82888.0;36175.0
1253;Steenkool;2002 april;83622.0;33266.0
1254;Steenkool;2002 mei;73107.0;37617.0
1255;Steenkool;2002 juni;77319.0;29928.0
1256;Steenkool;2002 juli;67293.0;27673.0
1257;Steenkool;2002 augustus;51792.0;23291.0
1258;Steenkool;2002 september;63935.0;29592.0
1259;Steenkool;2002 oktober;60436.0;49113.0
1260;Steenkool;2002 november;89707.0;33731.0
1261;Steenkool;2002 december;46908.0;30365.0
1262;Steenkool;2002;878123.0;421357.0
1263;Steenkool;2003 januari;66618.0;22968.0
1264;Steenkool;2003 februari;66564.0;30009.0
1265;Steenkool;2003 maart;94148.0;38490.0
1266;Steenkool;2003 april;72971.0;30423.0
1267;Steenkool;2003 mei;89505.0;26000.0
1268;Steenkool;2003 juni;45797.0;20558.0
1269;Steenkool;2003 juli;74740.0;22404.0
1270;Steenkool;2003 augustus;88113.0;22290.0
1271;Steenkool;2003 september;69644.0;28350.0
1272;Steenkool;2003 oktober;72738.0;26281.0
1273;Steenkool;2003 november;51275.0;29169.0
1274;Steenkool;2003 december;88341.0;37620.0
1275;Steenkool;2003;880454.0;334562.0
1276;Steenkool;2004 januari;69878.0;29470.0
1277;Steenkool;2004 februari;92316.0;43444.0
1278;Steenkool;2004 maart;71992.0;41070.0
1279;Steenkool;2004 april;133278.0;47498.0
1280;Steenkool;2004 mei;101358.0;53897.0
1281;Steenkool;2004 juni;79129.0;54156.0
1282;Steenkool;2004 juli;109191.0;28106.0
1283;Steenkool;2004 augustus;113584.0;60262.0
1284;Steenkool;2004 september;121168.0;44338.0
1285;Steenkool;2004 oktober;79277.0;49355.0
1286;Steenkool;2004 november;102743.0;42231.0
1287;Steenkool;2004 december;110714.0;55070.0
1288;Steenkool;2004;1184628.0;548897.0
1289;Steenkool;2005 januari;80909.0;27106.0
1290;Steenkool;2005 februari;143027.0;47204.0
1291;Steenkool;2005 maart;149788.0;51696.0
1292;Steenkool;2005 april;111253.0;58206.0
1293;Steenkool;2005 mei;126670.0;39233.0
1294;Steenkool;2005 juni;74543.0;76770.0
1295;Steenkool;2005 juli;193803.0;38541.0
1296;Steenkool;2005 augustus;93939.0;87635.0
1297;Steenkool;2005 september;126352.0;64380.0
1298;Steenkool;2005 oktober;114440.0;57031.0
1299;Steenkool;2005 november;104734.0;57884.0
1300;Steenkool;2005 december;96356.0;40120.0
1301;Steenkool;2005;1415814.0;645806.0
1302;Steenkool;2006 januari;125212.0;56869.0
1303;Steenkool;2006 februari;92569.0;57079.0
1304;Steenkool;2006 maart;124702.0;76728.0
1305;Steenkool;2006 april;135313.0;52881.0
1306;Steenkool;2006 mei;110053.0;67068.0
1307;Steenkool;2006 juni;101703.0;68065.0
1308;Steenkool;2006 juli;115713.0;61445.0
1309;Steenkool;2006 augustus;100190.0;75394.0
1310;Steenkool;2006 september;127944.0;97303.0
1311;Steenkool;2006 oktober;106870.0;81334.0
1312;Steenkool;2006 november;110872.0;78724.0
1313;Steenkool;2006 december;122740.0;97341.0
1314;Steenkool;2006;1373881.0;870231.0
1315;Steenkool;2007 januari;118057.0;60017.0
1316;Steenkool;2007 februari;143247.0;131330.0
1317;Steenkool;2007 maart;155649.0;67323.0
1318;Steenkool;2007 april;118370.0;80037.0
1319;Steenkool;2007 mei;114352.0;73166.0
1320;Steenkool;2007 juni;123630.0;60365.0
1321;Steenkool;2007 juli;157533.0;92945.0
1322;Steenkool;2007 augustus;164058.0;80648.0
1323;Steenkool;2007 september;152953.0;102881.0
1324;Steenkool;2007 oktober;184954.0;103953.0
1325;Steenkool;2007 november;145874.0;52212.0
1326;Steenkool;2007 december;132851.0;109635.0
1327;Steenkool;2007;1711528.0;1014512.0
1328;Steenkool;2008 januari;116225.0;64252.0
1329;Steenkool;2008 februari;102096.0;47828.0
1330;Steenkool;2008 maart;152760.0;64541.0
1331;Steenkool;2008 april;170382.0;63010.0
1332;Steenkool;2008 mei;158700.0;53882.0
1333;Steenkool;2008 juni;148372.0;64361.0
1334;Steenkool;2008 juli;144786.0;86079.0
1335;Steenkool;2008 augustus;113385.0;48694.0
1336;Steenkool;2008 september;220826.0;57670.0
1337;Steenkool;2008 oktober;169296.0;67902.0
1338;Steenkool;2008 november;273061.0;74233.0
1339;Steenkool;2008 december;243229.0;71841.0
1340;Steenkool;2008;2013118.0;764293.0
1341;Steenkool;2009 januari;154215.0;53927.0
1342;Steenkool;2009 februari;124536.0;37085.0
1343;Steenkool;2009 maart;180855.0;38373.0
1344;Steenkool;2009 april;148945.0;45053.0
1345;Steenkool;2009 mei;119209.0;33046.0
1346;Steenkool;2009 juni;83851.0;28248.0
1347;Steenkool;2009 juli;118583.0;25794.0
1348;Steenkool;2009 augustus;132930.0;34155.0
1349;Steenkool;2009 september;107849.0;33205.0
1350;Steenkool;2009 oktober;83216.0;43059.0
1351;Steenkool;2009 november;100780.0;57132.0
1352;Steenkool;2009 december;114559.0;43638.0
1353;Steenkool;2009;1469528.0;472715.0
1354;Steenkool;2010 januari;107751.0;42577.0
1355;Steenkool;2010 februari;82501.0;34083.0
1356;Steenkool;2010 maart;186334.0;46627.0
1357;Steenkool;2010 april;119410.0;70789.0
1358;Steenkool;2010 mei;159928.0;61803.0
1359;Steenkool;2010 juni;136146.0;58616.0
1360;Steenkool;2010 juli;139456.0;54200.0
1361;Steenkool;2010 augustus;137418.0;52898.0
1362;Steenkool;2010 september;141876.0;59340.0
1363;Steenkool;2010 oktober;222177.0;42868.0
1364;Steenkool;2010 november;127537.0;81082.0
1365;Steenkool;2010 december;185090.0;74183.0
1366;Steenkool;2010;1745624.0;679066.0
1367;Steenkool;2011 januari;211953.0;78434.0
1368;Steenkool;2011 februari;123755.0;84751.0
1369;Steenkool;2011 maart;151347.0;98397.0
1370;Steenkool;2011 april;222212.0;58988.0
1371;Steenkool;2011 mei;163090.0;82398.0
1372;Steenkool;2011 juni;131707.0;79253.0
1373;Steenkool;2011 juli;174822.0;89527.0
1374;Steenkool;2011 augustus;229958.0;85332.0
1375;Steenkool;2011 september;142941.0;138826.0
1376;Steenkool;2011 oktober;194504.0;127606.0
1377;Steenkool;2011 november;167281.0;124409.0
1378;Steenkool;2011 december;179552.0;117952.0
1379;Steenkool;2011;2093122.0;1165873.0
1380;Steenkool;2012 januari;217233.0;122225.0
1381;Steenkool;2012 februari;199917.0;102161.0
1382;Steenkool;2012 maart;210062.0;104346.0
1383;Steenkool;2012 april;234197.0;90357.0
1384;Steenkool;2012 mei;150806.0;123481.0
1385;Steenkool;2012 juni;197295.0;77565.0
1386;Steenkool;2012 juli;154501.0;123125.0
1387;Steenkool;2012 augustus;240508.0;65458.0
1388;Steenkool;2012 september;169398.0;108940.0
1389;Steenkool;2012 oktober;184221.0;117886.0
1390;Steenkool;2012 november;216505.0;115576.0
1391;Steenkool;2012 december;222310.0;105228.0
1392;Steenkool;2012;2396953.0;1256348.0
1393;Steenkool;2013 januari;195202.0;67912.0
1394;Steenkool;2013 februari;160494.0;91323.0
1395;Steenkool;2013 maart;187340.0;79603.0
1396;Steenkool;2013 april;139114.0;91779.0
1397;Steenkool;2013 mei;211575.0;84667.0
1398;Steenkool;2013 juni;172414.0;82020.0
1399;Steenkool;2013 juli;150512.0;57223.0
1400;Steenkool;2013 augustus;111173.0;63625.0
1401;Steenkool;2013 september;123754.0;67392.0
1402;Steenkool;2013 oktober;147603.0;77793.0
1403;Steenkool;2013 november;182939.0;83755.0
1404;Steenkool;2013 december;190737.0;73057.0
1405;Steenkool;2013;1972857.0;920148.0
1406;Steenkool;2014 januari;166870.0;71185.0
1407;Steenkool;2014 februari;137812.0;63949.0
1408;Steenkool;2014 maart;151032.0;65394.0
1409;Steenkool;2014 april;164485.0;48974.0
1410;Steenkool;2014 mei;160649.0;44575.0
1411;Steenkool;2014 juni;131410.0;35052.0
1412;Steenkool;2014 juli;106006.0;55572.0
1413;Steenkool;2014 augustus;106565.0;40937.0
1414;Steenkool;2014 september;157485.0;60383.0
1415;Steenkool;2014 oktober;146112.0;83281.0
1416;Steenkool;2014 november;159966.0;50196.0
1417;Steenkool;2014 december;141836.0;59563.0
1418;Steenkool;2014;1730229.0;679059.0
1419;Steenkool;2015 januari;156315.0;66419.0
1420;Steenkool;2015 februari;142743.0;58504.0
1421;Steenkool;2015 maart;177700.0;64141.0
1422;Steenkool;2015 april;181622.0;54230.0
1423;Steenkool;2015 mei;170327.0;47034.0
1424;Steenkool;2015 juni;164973.0;48787.0
1425;Steenkool;2015 juli;168595.0;33494.0
1426;Steenkool;2015 augustus;110747.0;48639.0
1427;Steenkool;2015 september;195145.0;58973.0
1428;Steenkool;2015 oktober;166824.0;44256.0
1429;Steenkool;2015 november;130664.0;66958.0
1430;Steenkool;2015 december;152269.0;59618.0
1431;Steenkool;2015;1917924.0;651053.0
1432;Steenkool;2016 januari;101583.0;44499.0
1433;Steenkool;2016 februari;169411.0;51363.0
1434;Steenkool;2016 maart;121724.0;47391.0
1435;Steenkool;2016 april;139254.0;52745.0
1436;Steenkool;2016 mei;135738.0;52190.0
1437;Steenkool;2016 juni;135732.0;36611.0
1438;Steenkool;2016 juli;118699.0;35855.0
1439;Steenkool;2016 augustus;159119.0;40795.0
1440;Steenkool;2016 september;143319.0;44973.0
1441;Steenkool;2016 oktober;206198.0;52745.0
1442;Steenkool;2016 november;207229.0;65704.0
1443;Steenkool;2016 december;216500.0;82602.0
1444;Steenkool;2016;1854505.0;607473.0
1445;Steenkool;2017 januari;197911.0;84509.0
1446;Steenkool;2017 februari;222955.0;69366.0
1447;Steenkool;2017 maart;254999.0;74634.0
1448;Steenkool;2017 april;174194.0;59825.0
1449;Steenkool;2017 mei;130004.0;67667.0
1450;Steenkool;2017 juni;197518.0;75501.0
1451;Steenkool;2017 juli;180877.0;73367.0
1452;Steenkool;2017 augustus;182478.0;75626.0
1453;Steenkool;2017 september;165165.0;66268.0
1454;Steenkool;2017 oktober;164996.0;61058.0
1455;Steenkool;2017 november;158049.0;62680.0
1456;Steenkool;2017 december;231405.0;66568.0
1457;Steenkool;2017;2260550.0;837069.0
1458;Steenkool;2018 januari;165431.0;59023.0
1459;Steenkool;2018 februari;163355.0;46859.0
1460;Steenkool;2018 maart;253151.0;62700.0
1461;Steenkool;2018 april;138110.0;51537.0
1462;Steenkool;2018 mei;166693.0;40195.0
1463;Steenkool;2018 juni;144930.0;47606.0
1464;Steenkool;2018 januari-juni;1031669.0;307919.0
1465;Elektriciteit;1996 januari;15714.0;1018.0
1466;Elektriciteit;1996 februari;14139.0;1598.0
1467;Elektriciteit;1996 maart;14688.0;1072.0
1468;Elektriciteit;1996 april;12497.0;740.0
1469;Elektriciteit;1996 mei;13637.0;532.0
1470;Elektriciteit;1996 juni;14611.0;619.0
1471;Elektriciteit;1996 juli;13134.0;399.0
1472;Elektriciteit;1996 augustus;15173.0;781.0
1473;Elektriciteit;1996 september;13447.0;387.0
1474;Elektriciteit;1996 oktober;13255.0;1063.0
1475;Elektriciteit;1996 november;13715.0;1336.0
1476;Elektriciteit;1996 december;12791.0;1451.0
1477;Elektriciteit;1996;166801.0;10996.0
1478;Elektriciteit;1997 januari;11994.0;2493.0
1479;Elektriciteit;1997 februari;16729.0;1192.0
1480;Elektriciteit;1997 maart;17556.0;1021.0
1481;Elektriciteit;1997 april;17898.0;476.0
1482;Elektriciteit;1997 mei;19582.0;452.0
1483;Elektriciteit;1997 juni;21102.0;414.0
1484;Elektriciteit;1997 juli;18552.0;403.0
1485;Elektriciteit;1997 augustus;18167.0;403.0
1486;Elektriciteit;1997 september;18149.0;393.0
1487;Elektriciteit;1997 oktober;16812.0;447.0
1488;Elektriciteit;1997 november;17564.0;621.0
1489;Elektriciteit;1997 december;15162.0;554.0
1490;Elektriciteit;1997;209267.0;8869.0
1491;Elektriciteit;1998 januari;17991.0;702.0
1492;Elektriciteit;1998 februari;16239.0;1032.0
1493;Elektriciteit;1998 maart;16247.0;1978.0
1494;Elektriciteit;1998 april;15927.0;1452.0
1495;Elektriciteit;1998 mei;14760.0;1480.0
1496;Elektriciteit;1998 juni;17948.0;1502.0
1497;Elektriciteit;1998 juli;18046.0;1627.0
1498;Elektriciteit;1998 augustus;17095.0;1621.0
1499;Elektriciteit;1998 september;16558.0;1644.0
1500;Elektriciteit;1998 oktober;19083.0;1623.0
1501;Elektriciteit;1998 november;15922.0;1911.0
1502;Elektriciteit;1998 december;14232.0;2322.0
1503;Elektriciteit;1998;200048.0;18894.0
1504;Elektriciteit;1999 januari;13722.0;1078.0
1505;Elektriciteit;1999 februari;15157.0;1143.0
1506;Elektriciteit;1999 maart;16676.0;943.0
1507;Elektriciteit;1999 april;17548.0;792.0
1508;Elektriciteit;1999 mei;19795.0;755.0
1509;Elektriciteit;1999 juni;24551.0;732.0
1510;Elektriciteit;1999 juli;21418.0;723.0
1511;Elektriciteit;1999 augustus;24968.0;1551.0
1512;Elektriciteit;1999 september;24160.0;1522.0
1513;Elektriciteit;1999 oktober;24770.0;2296.0
1514;Elektriciteit;1999 november;23674.0;3382.0
1515;Elektriciteit;1999 december;22292.0;3282.0
1516;Elektriciteit;1999;248731.0;18199.0
1517;Elektriciteit;2000 januari;43177.0;11103.0
1518;Elektriciteit;2000 februari;39872.0;15778.0
1519;Elektriciteit;2000 maart;30916.0;6781.0
1520;Elektriciteit;2000 april;37444.0;9255.0
1521;Elektriciteit;2000 mei;29789.0;7777.0
1522;Elektriciteit;2000 juni;35767.0;5760.0
1523;Elektriciteit;2000 juli;28551.0;4088.0
1524;Elektriciteit;2000 augustus;36098.0;7732.0
1525;Elektriciteit;2000 september;35562.0;5644.0
1526;Elektriciteit;2000 oktober;38713.0;7710.0
1527;Elektriciteit;2000 november;39199.0;4987.0
1528;Elektriciteit;2000 december;44697.0;7551.0
1529;Elektriciteit;2000;439785.0;94166.0
1530;Elektriciteit;2001 januari;29353.0;5505.0
1531;Elektriciteit;2001 februari;32772.0;4806.0
1532;Elektriciteit;2001 maart;45883.0;7439.0
1533;Elektriciteit;2001 april;22253.0;8157.0
1534;Elektriciteit;2001 mei;26296.0;18529.0
1535;Elektriciteit;2001 juni;26054.0;13176.0
1536;Elektriciteit;2001 juli;34781.0;20612.0
1537;Elektriciteit;2001 augustus;37716.0;11846.0
1538;Elektriciteit;2001 september;33271.0;14334.0
1539;Elektriciteit;2001 oktober;37035.0;7788.0
1540;Elektriciteit;2001 november;34349.0;12758.0
1541;Elektriciteit;2001 december;53851.0;24233.0
1542;Elektriciteit;2001;413614.0;149183.0
1543;Elektriciteit;2002 januari;30117.0;11714.0
1544;Elektriciteit;2002 februari;53699.0;4655.0
1545;Elektriciteit;2002 maart;42061.0;5720.0
1546;Elektriciteit;2002 april;43160.0;36928.0
1547;Elektriciteit;2002 mei;31539.0;8094.0
1548;Elektriciteit;2002 juni;25452.0;17483.0
1549;Elektriciteit;2002 juli;29745.0;19550.0
1550;Elektriciteit;2002 augustus;29903.0;14904.0
1551;Elektriciteit;2002 september;41036.0;16537.0
1552;Elektriciteit;2002 oktober;27232.0;30242.0
1553;Elektriciteit;2002 november;44178.0;29783.0
1554;Elektriciteit;2002 december;38576.0;27604.0
1555;Elektriciteit;2002;436698.0;223214.0
1556;Elektriciteit;2003 januari;42888.0;58229.0
1557;Elektriciteit;2003 februari;41186.0;47898.0
1558;Elektriciteit;2003 maart;36501.0;49474.0
1559;Elektriciteit;2003 april;38322.0;37276.0
1560;Elektriciteit;2003 mei;35321.0;41159.0
1561;Elektriciteit;2003 juni;53484.0;52168.0
1562;Elektriciteit;2003 juli;38062.0;49775.0
1563;Elektriciteit;2003 augustus;88484.0;56292.0
1564;Elektriciteit;2003 september;62385.0;60605.0
1565;Elektriciteit;2003 oktober;62584.0;70726.0
1566;Elektriciteit;2003 november;67819.0;67402.0
1567;Elektriciteit;2003 december;58303.0;55102.0
1568;Elektriciteit;2003;625339.0;646106.0
1569;Elektriciteit;2004 januari;47250.0;8728.0
1570;Elektriciteit;2004 februari;41097.0;10072.0
1571;Elektriciteit;2004 maart;39848.0;11236.0
1572;Elektriciteit;2004 april;45480.0;10107.0
1573;Elektriciteit;2004 mei;38982.0;11025.0
1574;Elektriciteit;2004 juni;40335.0;8321.0
1575;Elektriciteit;2004 juli;38888.0;8407.0
1576;Elektriciteit;2004 augustus;44398.0;9748.0
1577;Elektriciteit;2004 september;38372.0;12827.0
1578;Elektriciteit;2004 oktober;46868.0;9739.0
1579;Elektriciteit;2004 november;44316.0;12432.0
1580;Elektriciteit;2004 december;54340.0;15406.0
1581;Elektriciteit;2004;520174.0;128048.0
1582;Elektriciteit;2005 januari;74281.0;21949.0
1583;Elektriciteit;2005 februari;79970.0;29296.0
1584;Elektriciteit;2005 maart;86685.0;29694.0
1585;Elektriciteit;2005 april;80557.0;20139.0
1586;Elektriciteit;2005 mei;56816.0;9012.0
1587;Elektriciteit;2005 juni;63288.0;5939.0
1588;Elektriciteit;2005 juli;68265.0;7216.0
1589;Elektriciteit;2005 augustus;68265.0;6387.0
1590;Elektriciteit;2005 september;63099.0;9724.0
1591;Elektriciteit;2005 oktober;79431.0;13120.0
1592;Elektriciteit;2005 november;91197.0;22560.0
1593;Elektriciteit;2005 december;108171.0;44208.0
1594;Elektriciteit;2005;920025.0;219244.0
1595;Elektriciteit;2006 januari;132818.0;59940.0
1596;Elektriciteit;2006 februari;122950.0;74404.0
1597;Elektriciteit;2006 maart;150485.0;80773.0
1598;Elektriciteit;2006 april;119015.0;21952.0
1599;Elektriciteit;2006 mei;106671.0;17403.0
1600;Elektriciteit;2006 juni;104027.0;10358.0
1601;Elektriciteit;2006 juli;103651.0;9546.0
1602;Elektriciteit;2006 augustus;85678.0;11414.0
1603;Elektriciteit;2006 september;92472.0;5453.0
1604;Elektriciteit;2006 oktober;98652.0;7854.0
1605;Elektriciteit;2006 november;122216.0;18272.0
1606;Elektriciteit;2006 december;134424.0;37075.0
1607;Elektriciteit;2006;1373059.0;354444.0
1608;Elektriciteit;2007 januari;107255.0;37497.0
1609;Elektriciteit;2007 februari;74389.0;14880.0
1610;Elektriciteit;2007 maart;101471.0;23315.0
1611;Elektriciteit;2007 april;106756.0;13510.0
1612;Elektriciteit;2007 mei;103237.0;3280.0
1613;Elektriciteit;2007 juni;103323.0;3073.0
1614;Elektriciteit;2007 juli;105033.0;12505.0
1615;Elektriciteit;2007 augustus;103387.0;6687.0
1616;Elektriciteit;2007 september;96068.0;16885.0
1617;Elektriciteit;2007 oktober;74936.0;32425.0
1618;Elektriciteit;2007 november;101984.0;67085.0
1619;Elektriciteit;2007 december;116153.0;58112.0
1620;Elektriciteit;2007;1193992.0;289254.0
1621;Elektriciteit;2008 januari;132903.0;67886.0
1622;Elektriciteit;2008 februari;110208.0;53498.0
1623;Elektriciteit;2008 maart;140276.0;90670.0
1624;Elektriciteit;2008 april;118512.0;71315.0
1625;Elektriciteit;2008 mei;133984.0;33553.0
1626;Elektriciteit;2008 juni;132974.0;19419.0
1627;Elektriciteit;2008 juli;132634.0;20546.0
1628;Elektriciteit;2008 augustus;140464.0;20078.0
1629;Elektriciteit;2008 september;117267.0;38519.0
1630;Elektriciteit;2008 oktober;106075.0;78409.0
1631;Elektriciteit;2008 november;118875.0;51434.0
1632;Elektriciteit;2008 december;136594.0;35610.0
1633;Elektriciteit;2008;1520766.0;580937.0
1634;Elektriciteit;2009 januari;110347.0;52446.0
1635;Elektriciteit;2009 februari;93552.0;34420.0
1636;Elektriciteit;2009 maart;80879.0;34657.0
1637;Elektriciteit;2009 april;85736.0;29419.0
1638;Elektriciteit;2009 mei;78361.0;21817.0
1639;Elektriciteit;2009 juni;94767.0;36519.0
1640;Elektriciteit;2009 juli;63200.0;54867.0
1641;Elektriciteit;2009 augustus;75792.0;55652.0
