ID;Bouwjaarklasse;Woningkenmerken;Energielabelklasse;GebruiksOppervlakteklasse;Percentielen;Perioden;AardgasleveringenOpenbareNet_1
5849;Totaal;Hoekwoning;Geen label;50 tot 75 m²;95e percentiel;2013;33.9
5850;Totaal;Hoekwoning;Geen label;50 tot 75 m²;95e percentiel;2014;31.1
5851;Totaal;Hoekwoning;Geen label;50 tot 75 m²;95e percentiel;2015;30.2
5852;Totaal;Hoekwoning;Geen label;50 tot 75 m²;95e percentiel;2016;30.6
5853;Totaal;Hoekwoning;Geen label;50 tot 75 m²;95e percentiel;2017;30.2
5854;Totaal;Hoekwoning;Geen label;50 tot 75 m²;95e percentiel;2018;30.6
5855;Totaal;Hoekwoning;Geen label;50 tot 75 m²;95e percentiel;2019;28.4
5856;Totaal;Hoekwoning;Geen label;75 tot 100 m²;Gemiddelde;2012;17.3
5857;Totaal;Hoekwoning;Geen label;75 tot 100 m²;Gemiddelde;2013;17.7
5858;Totaal;Hoekwoning;Geen label;75 tot 100 m²;Gemiddelde;2014;16.0
5859;Totaal;Hoekwoning;Geen label;75 tot 100 m²;Gemiddelde;2015;15.6
5860;Totaal;Hoekwoning;Geen label;75 tot 100 m²;Gemiddelde;2016;15.8
5861;Totaal;Hoekwoning;Geen label;75 tot 100 m²;Gemiddelde;2017;15.8
5862;Totaal;Hoekwoning;Geen label;75 tot 100 m²;Gemiddelde;2018;16.0
5863;Totaal;Hoekwoning;Geen label;75 tot 100 m²;Gemiddelde;2019;14.7
5864;Totaal;Hoekwoning;Geen label;75 tot 100 m²;5e percentiel;2012;9.7
5865;Totaal;Hoekwoning;Geen label;75 tot 100 m²;5e percentiel;2013;10.2
5866;Totaal;Hoekwoning;Geen label;75 tot 100 m²;5e percentiel;2014;9.0
5867;Totaal;Hoekwoning;Geen label;75 tot 100 m²;5e percentiel;2015;8.8
5868;Totaal;Hoekwoning;Geen label;75 tot 100 m²;5e percentiel;2016;8.8
5869;Totaal;Hoekwoning;Geen label;75 tot 100 m²;5e percentiel;2017;9.0
5870;Totaal;Hoekwoning;Geen label;75 tot 100 m²;5e percentiel;2018;9.1
5871;Totaal;Hoekwoning;Geen label;75 tot 100 m²;5e percentiel;2019;8.2
5872;Totaal;Hoekwoning;Geen label;75 tot 100 m²;25e percentiel;2012;13.3
5873;Totaal;Hoekwoning;Geen label;75 tot 100 m²;25e percentiel;2013;13.8
5874;Totaal;Hoekwoning;Geen label;75 tot 100 m²;25e percentiel;2014;12.4
5875;Totaal;Hoekwoning;Geen label;75 tot 100 m²;25e percentiel;2015;12.1
5876;Totaal;Hoekwoning;Geen label;75 tot 100 m²;25e percentiel;2016;12.2
5877;Totaal;Hoekwoning;Geen label;75 tot 100 m²;25e percentiel;2017;12.3
5878;Totaal;Hoekwoning;Geen label;75 tot 100 m²;25e percentiel;2018;12.4
5879;Totaal;Hoekwoning;Geen label;75 tot 100 m²;25e percentiel;2019;11.4
5880;Totaal;Hoekwoning;Geen label;75 tot 100 m²;50e percentiel;2012;16.8
5881;Totaal;Hoekwoning;Geen label;75 tot 100 m²;50e percentiel;2013;17.2
5882;Totaal;Hoekwoning;Geen label;75 tot 100 m²;50e percentiel;2014;15.6
5883;Totaal;Hoekwoning;Geen label;75 tot 100 m²;50e percentiel;2015;15.2
5884;Totaal;Hoekwoning;Geen label;75 tot 100 m²;50e percentiel;2016;15.4
5885;Totaal;Hoekwoning;Geen label;75 tot 100 m²;50e percentiel;2017;15.4
5886;Totaal;Hoekwoning;Geen label;75 tot 100 m²;50e percentiel;2018;15.5
5887;Totaal;Hoekwoning;Geen label;75 tot 100 m²;50e percentiel;2019;14.3
5888;Totaal;Hoekwoning;Geen label;75 tot 100 m²;75e percentiel;2012;20.8
5889;Totaal;Hoekwoning;Geen label;75 tot 100 m²;75e percentiel;2013;21.2
5890;Totaal;Hoekwoning;Geen label;75 tot 100 m²;75e percentiel;2014;19.2
5891;Totaal;Hoekwoning;Geen label;75 tot 100 m²;75e percentiel;2015;18.8
5892;Totaal;Hoekwoning;Geen label;75 tot 100 m²;75e percentiel;2016;19.0
5893;Totaal;Hoekwoning;Geen label;75 tot 100 m²;75e percentiel;2017;19.0
5894;Totaal;Hoekwoning;Geen label;75 tot 100 m²;75e percentiel;2018;19.1
5895;Totaal;Hoekwoning;Geen label;75 tot 100 m²;75e percentiel;2019;17.7
5896;Totaal;Hoekwoning;Geen label;75 tot 100 m²;95e percentiel;2012;26.7
5897;Totaal;Hoekwoning;Geen label;75 tot 100 m²;95e percentiel;2013;27.0
5898;Totaal;Hoekwoning;Geen label;75 tot 100 m²;95e percentiel;2014;24.7
5899;Totaal;Hoekwoning;Geen label;75 tot 100 m²;95e percentiel;2015;24.0
5900;Totaal;Hoekwoning;Geen label;75 tot 100 m²;95e percentiel;2016;24.4
5901;Totaal;Hoekwoning;Geen label;75 tot 100 m²;95e percentiel;2017;24.1
5902;Totaal;Hoekwoning;Geen label;75 tot 100 m²;95e percentiel;2018;24.3
5903;Totaal;Hoekwoning;Geen label;75 tot 100 m²;95e percentiel;2019;22.5
5904;Totaal;Hoekwoning;Geen label;100 tot 150 m²;Gemiddelde;2012;14.2
5905;Totaal;Hoekwoning;Geen label;100 tot 150 m²;Gemiddelde;2013;14.4
5906;Totaal;Hoekwoning;Geen label;100 tot 150 m²;Gemiddelde;2014;13.0
5907;Totaal;Hoekwoning;Geen label;100 tot 150 m²;Gemiddelde;2015;12.6
5908;Totaal;Hoekwoning;Geen label;100 tot 150 m²;Gemiddelde;2016;12.7
5909;Totaal;Hoekwoning;Geen label;100 tot 150 m²;Gemiddelde;2017;12.8
5910;Totaal;Hoekwoning;Geen label;100 tot 150 m²;Gemiddelde;2018;12.9
5911;Totaal;Hoekwoning;Geen label;100 tot 150 m²;Gemiddelde;2019;11.9
5912;Totaal;Hoekwoning;Geen label;100 tot 150 m²;5e percentiel;2012;8.4
5913;Totaal;Hoekwoning;Geen label;100 tot 150 m²;5e percentiel;2013;8.5
5914;Totaal;Hoekwoning;Geen label;100 tot 150 m²;5e percentiel;2014;7.5
5915;Totaal;Hoekwoning;Geen label;100 tot 150 m²;5e percentiel;2015;7.4
5916;Totaal;Hoekwoning;Geen label;100 tot 150 m²;5e percentiel;2016;7.4
5917;Totaal;Hoekwoning;Geen label;100 tot 150 m²;5e percentiel;2017;7.5
5918;Totaal;Hoekwoning;Geen label;100 tot 150 m²;5e percentiel;2018;7.6
5919;Totaal;Hoekwoning;Geen label;100 tot 150 m²;5e percentiel;2019;6.9
5920;Totaal;Hoekwoning;Geen label;100 tot 150 m²;25e percentiel;2012;11.2
5921;Totaal;Hoekwoning;Geen label;100 tot 150 m²;25e percentiel;2013;11.4
5922;Totaal;Hoekwoning;Geen label;100 tot 150 m²;25e percentiel;2014;10.2
5923;Totaal;Hoekwoning;Geen label;100 tot 150 m²;25e percentiel;2015;9.9
5924;Totaal;Hoekwoning;Geen label;100 tot 150 m²;25e percentiel;2016;10.0
5925;Totaal;Hoekwoning;Geen label;100 tot 150 m²;25e percentiel;2017;10.1
5926;Totaal;Hoekwoning;Geen label;100 tot 150 m²;25e percentiel;2018;10.2
5927;Totaal;Hoekwoning;Geen label;100 tot 150 m²;25e percentiel;2019;9.3
5928;Totaal;Hoekwoning;Geen label;100 tot 150 m²;50e percentiel;2012;13.8
5929;Totaal;Hoekwoning;Geen label;100 tot 150 m²;50e percentiel;2013;14.0
5930;Totaal;Hoekwoning;Geen label;100 tot 150 m²;50e percentiel;2014;12.6
5931;Totaal;Hoekwoning;Geen label;100 tot 150 m²;50e percentiel;2015;12.3
5932;Totaal;Hoekwoning;Geen label;100 tot 150 m²;50e percentiel;2016;12.3
5933;Totaal;Hoekwoning;Geen label;100 tot 150 m²;50e percentiel;2017;12.4
5934;Totaal;Hoekwoning;Geen label;100 tot 150 m²;50e percentiel;2018;12.5
5935;Totaal;Hoekwoning;Geen label;100 tot 150 m²;50e percentiel;2019;11.5
5936;Totaal;Hoekwoning;Geen label;100 tot 150 m²;75e percentiel;2012;16.9
5937;Totaal;Hoekwoning;Geen label;100 tot 150 m²;75e percentiel;2013;17.1
5938;Totaal;Hoekwoning;Geen label;100 tot 150 m²;75e percentiel;2014;15.4
5939;Totaal;Hoekwoning;Geen label;100 tot 150 m²;75e percentiel;2015;15.0
5940;Totaal;Hoekwoning;Geen label;100 tot 150 m²;75e percentiel;2016;15.1
5941;Totaal;Hoekwoning;Geen label;100 tot 150 m²;75e percentiel;2017;15.1
5942;Totaal;Hoekwoning;Geen label;100 tot 150 m²;75e percentiel;2018;15.2
5943;Totaal;Hoekwoning;Geen label;100 tot 150 m²;75e percentiel;2019;14.0
5944;Totaal;Hoekwoning;Geen label;100 tot 150 m²;95e percentiel;2012;21.5
5945;Totaal;Hoekwoning;Geen label;100 tot 150 m²;95e percentiel;2013;21.8
5946;Totaal;Hoekwoning;Geen label;100 tot 150 m²;95e percentiel;2014;19.7
5947;Totaal;Hoekwoning;Geen label;100 tot 150 m²;95e percentiel;2015;19.2
5948;Totaal;Hoekwoning;Geen label;100 tot 150 m²;95e percentiel;2016;19.4
5949;Totaal;Hoekwoning;Geen label;100 tot 150 m²;95e percentiel;2017;19.3
5950;Totaal;Hoekwoning;Geen label;100 tot 150 m²;95e percentiel;2018;19.5
5951;Totaal;Hoekwoning;Geen label;100 tot 150 m²;95e percentiel;2019;18.0
5952;Totaal;Hoekwoning;Geen label;150 tot 250 m²;Gemiddelde;2012;12.0
5953;Totaal;Hoekwoning;Geen label;150 tot 250 m²;Gemiddelde;2013;12.2
5954;Totaal;Hoekwoning;Geen label;150 tot 250 m²;Gemiddelde;2014;11.0
5955;Totaal;Hoekwoning;Geen label;150 tot 250 m²;Gemiddelde;2015;10.8
5956;Totaal;Hoekwoning;Geen label;150 tot 250 m²;Gemiddelde;2016;10.9
5957;Totaal;Hoekwoning;Geen label;150 tot 250 m²;Gemiddelde;2017;10.9
5958;Totaal;Hoekwoning;Geen label;150 tot 250 m²;Gemiddelde;2018;11.0
5959;Totaal;Hoekwoning;Geen label;150 tot 250 m²;Gemiddelde;2019;10.2
5960;Totaal;Hoekwoning;Geen label;150 tot 250 m²;5e percentiel;2012;6.9
5961;Totaal;Hoekwoning;Geen label;150 tot 250 m²;5e percentiel;2013;7.1
5962;Totaal;Hoekwoning;Geen label;150 tot 250 m²;5e percentiel;2014;6.3
5963;Totaal;Hoekwoning;Geen label;150 tot 250 m²;5e percentiel;2015;6.2
5964;Totaal;Hoekwoning;Geen label;150 tot 250 m²;5e percentiel;2016;6.2
5965;Totaal;Hoekwoning;Geen label;150 tot 250 m²;5e percentiel;2017;6.4
5966;Totaal;Hoekwoning;Geen label;150 tot 250 m²;5e percentiel;2018;6.5
5967;Totaal;Hoekwoning;Geen label;150 tot 250 m²;5e percentiel;2019;5.9
5968;Totaal;Hoekwoning;Geen label;150 tot 250 m²;25e percentiel;2012;9.2
5969;Totaal;Hoekwoning;Geen label;150 tot 250 m²;25e percentiel;2013;9.4
5970;Totaal;Hoekwoning;Geen label;150 tot 250 m²;25e percentiel;2014;8.5
5971;Totaal;Hoekwoning;Geen label;150 tot 250 m²;25e percentiel;2015;8.3
5972;Totaal;Hoekwoning;Geen label;150 tot 250 m²;25e percentiel;2016;8.3
5973;Totaal;Hoekwoning;Geen label;150 tot 250 m²;25e percentiel;2017;8.5
5974;Totaal;Hoekwoning;Geen label;150 tot 250 m²;25e percentiel;2018;8.6
5975;Totaal;Hoekwoning;Geen label;150 tot 250 m²;25e percentiel;2019;7.9
5976;Totaal;Hoekwoning;Geen label;150 tot 250 m²;50e percentiel;2012;11.6
5977;Totaal;Hoekwoning;Geen label;150 tot 250 m²;50e percentiel;2013;11.8
5978;Totaal;Hoekwoning;Geen label;150 tot 250 m²;50e percentiel;2014;10.6
5979;Totaal;Hoekwoning;Geen label;150 tot 250 m²;50e percentiel;2015;10.3
5980;Totaal;Hoekwoning;Geen label;150 tot 250 m²;50e percentiel;2016;10.4
5981;Totaal;Hoekwoning;Geen label;150 tot 250 m²;50e percentiel;2017;10.5
5982;Totaal;Hoekwoning;Geen label;150 tot 250 m²;50e percentiel;2018;10.6
5983;Totaal;Hoekwoning;Geen label;150 tot 250 m²;50e percentiel;2019;9.8
5984;Totaal;Hoekwoning;Geen label;150 tot 250 m²;75e percentiel;2012;14.4
5985;Totaal;Hoekwoning;Geen label;150 tot 250 m²;75e percentiel;2013;14.6
5986;Totaal;Hoekwoning;Geen label;150 tot 250 m²;75e percentiel;2014;13.2
5987;Totaal;Hoekwoning;Geen label;150 tot 250 m²;75e percentiel;2015;12.9
5988;Totaal;Hoekwoning;Geen label;150 tot 250 m²;75e percentiel;2016;13.0
5989;Totaal;Hoekwoning;Geen label;150 tot 250 m²;75e percentiel;2017;13.0
5990;Totaal;Hoekwoning;Geen label;150 tot 250 m²;75e percentiel;2018;13.2
5991;Totaal;Hoekwoning;Geen label;150 tot 250 m²;75e percentiel;2019;12.1
5992;Totaal;Hoekwoning;Geen label;150 tot 250 m²;95e percentiel;2012;18.7
5993;Totaal;Hoekwoning;Geen label;150 tot 250 m²;95e percentiel;2013;18.9
5994;Totaal;Hoekwoning;Geen label;150 tot 250 m²;95e percentiel;2014;17.2
5995;Totaal;Hoekwoning;Geen label;150 tot 250 m²;95e percentiel;2015;16.8
5996;Totaal;Hoekwoning;Geen label;150 tot 250 m²;95e percentiel;2016;17.0
5997;Totaal;Hoekwoning;Geen label;150 tot 250 m²;95e percentiel;2017;16.9
5998;Totaal;Hoekwoning;Geen label;150 tot 250 m²;95e percentiel;2018;17.1
5999;Totaal;Hoekwoning;Geen label;150 tot 250 m²;95e percentiel;2019;15.9
6000;Totaal;Hoekwoning;Geen label;250 tot 500 m²;Gemiddelde;2012;8.8
6001;Totaal;Hoekwoning;Geen label;250 tot 500 m²;Gemiddelde;2013;9.1
6002;Totaal;Hoekwoning;Geen label;250 tot 500 m²;Gemiddelde;2014;8.3
6003;Totaal;Hoekwoning;Geen label;250 tot 500 m²;Gemiddelde;2015;8.2
6004;Totaal;Hoekwoning;Geen label;250 tot 500 m²;Gemiddelde;2016;8.4
6005;Totaal;Hoekwoning;Geen label;250 tot 500 m²;Gemiddelde;2017;8.4
6006;Totaal;Hoekwoning;Geen label;250 tot 500 m²;Gemiddelde;2018;8.5
6007;Totaal;Hoekwoning;Geen label;250 tot 500 m²;Gemiddelde;2019;8.0
6008;Totaal;Hoekwoning;Geen label;250 tot 500 m²;5e percentiel;2012;4.2
6009;Totaal;Hoekwoning;Geen label;250 tot 500 m²;5e percentiel;2013;4.2
6010;Totaal;Hoekwoning;Geen label;250 tot 500 m²;5e percentiel;2014;3.8
6011;Totaal;Hoekwoning;Geen label;250 tot 500 m²;5e percentiel;2015;3.8
6012;Totaal;Hoekwoning;Geen label;250 tot 500 m²;5e percentiel;2016;3.9
6013;Totaal;Hoekwoning;Geen label;250 tot 500 m²;5e percentiel;2017;4.0
6014;Totaal;Hoekwoning;Geen label;250 tot 500 m²;5e percentiel;2018;3.9
6015;Totaal;Hoekwoning;Geen label;250 tot 500 m²;5e percentiel;2019;3.7
6016;Totaal;Hoekwoning;Geen label;250 tot 500 m²;25e percentiel;2012;6.4
6017;Totaal;Hoekwoning;Geen label;250 tot 500 m²;25e percentiel;2013;6.6
6018;Totaal;Hoekwoning;Geen label;250 tot 500 m²;25e percentiel;2014;5.9
6019;Totaal;Hoekwoning;Geen label;250 tot 500 m²;25e percentiel;2015;5.9
6020;Totaal;Hoekwoning;Geen label;250 tot 500 m²;25e percentiel;2016;6.0
6021;Totaal;Hoekwoning;Geen label;250 tot 500 m²;25e percentiel;2017;6.1
6022;Totaal;Hoekwoning;Geen label;250 tot 500 m²;25e percentiel;2018;6.2
6023;Totaal;Hoekwoning;Geen label;250 tot 500 m²;25e percentiel;2019;5.8
6024;Totaal;Hoekwoning;Geen label;250 tot 500 m²;50e percentiel;2012;8.6
6025;Totaal;Hoekwoning;Geen label;250 tot 500 m²;50e percentiel;2013;8.9
6026;Totaal;Hoekwoning;Geen label;250 tot 500 m²;50e percentiel;2014;8.1
6027;Totaal;Hoekwoning;Geen label;250 tot 500 m²;50e percentiel;2015;8.1
6028;Totaal;Hoekwoning;Geen label;250 tot 500 m²;50e percentiel;2016;8.2
6029;Totaal;Hoekwoning;Geen label;250 tot 500 m²;50e percentiel;2017;8.3
6030;Totaal;Hoekwoning;Geen label;250 tot 500 m²;50e percentiel;2018;8.4
6031;Totaal;Hoekwoning;Geen label;250 tot 500 m²;50e percentiel;2019;7.9
6032;Totaal;Hoekwoning;Geen label;250 tot 500 m²;75e percentiel;2012;11.1
6033;Totaal;Hoekwoning;Geen label;250 tot 500 m²;75e percentiel;2013;11.4
6034;Totaal;Hoekwoning;Geen label;250 tot 500 m²;75e percentiel;2014;10.5
6035;Totaal;Hoekwoning;Geen label;250 tot 500 m²;75e percentiel;2015;10.4
6036;Totaal;Hoekwoning;Geen label;250 tot 500 m²;75e percentiel;2016;10.5
6037;Totaal;Hoekwoning;Geen label;250 tot 500 m²;75e percentiel;2017;10.7
6038;Totaal;Hoekwoning;Geen label;250 tot 500 m²;75e percentiel;2018;10.7
6039;Totaal;Hoekwoning;Geen label;250 tot 500 m²;75e percentiel;2019;10.1
6040;Totaal;Hoekwoning;Geen label;250 tot 500 m²;95e percentiel;2012;14.0
6041;Totaal;Hoekwoning;Geen label;250 tot 500 m²;95e percentiel;2013;14.4
6042;Totaal;Hoekwoning;Geen label;250 tot 500 m²;95e percentiel;2014;13.5
6043;Totaal;Hoekwoning;Geen label;250 tot 500 m²;95e percentiel;2015;13.3
6044;Totaal;Hoekwoning;Geen label;250 tot 500 m²;95e percentiel;2016;13.5
6045;Totaal;Hoekwoning;Geen label;250 tot 500 m²;95e percentiel;2017;13.4
6046;Totaal;Hoekwoning;Geen label;250 tot 500 m²;95e percentiel;2018;13.6
6047;Totaal;Hoekwoning;Geen label;250 tot 500 m²;95e percentiel;2019;12.6
6048;Totaal;2-onder-1-kapwoning;Totaal;Totaal;Gemiddelde;2012;15.3
6049;Totaal;2-onder-1-kapwoning;Totaal;Totaal;Gemiddelde;2013;15.3
6050;Totaal;2-onder-1-kapwoning;Totaal;Totaal;Gemiddelde;2014;13.7
6051;Totaal;2-onder-1-kapwoning;Totaal;Totaal;Gemiddelde;2015;13.4
6052;Totaal;2-onder-1-kapwoning;Totaal;Totaal;Gemiddelde;2016;13.5
6053;Totaal;2-onder-1-kapwoning;Totaal;Totaal;Gemiddelde;2017;13.4
6054;Totaal;2-onder-1-kapwoning;Totaal;Totaal;Gemiddelde;2018;13.5
6055;Totaal;2-onder-1-kapwoning;Totaal;Totaal;Gemiddelde;2019;12.3
6056;Totaal;2-onder-1-kapwoning;Totaal;Totaal;5e percentiel;2012;7.9
6057;Totaal;2-onder-1-kapwoning;Totaal;Totaal;5e percentiel;2013;8.0
6058;Totaal;2-onder-1-kapwoning;Totaal;Totaal;5e percentiel;2014;7.1
6059;Totaal;2-onder-1-kapwoning;Totaal;Totaal;5e percentiel;2015;7.0
6060;Totaal;2-onder-1-kapwoning;Totaal;Totaal;5e percentiel;2016;7.0
6061;Totaal;2-onder-1-kapwoning;Totaal;Totaal;5e percentiel;2017;7.1
6062;Totaal;2-onder-1-kapwoning;Totaal;Totaal;5e percentiel;2018;7.1
6063;Totaal;2-onder-1-kapwoning;Totaal;Totaal;5e percentiel;2019;6.4
6064;Totaal;2-onder-1-kapwoning;Totaal;Totaal;25e percentiel;2012;11.3
6065;Totaal;2-onder-1-kapwoning;Totaal;Totaal;25e percentiel;2013;11.4
6066;Totaal;2-onder-1-kapwoning;Totaal;Totaal;25e percentiel;2014;10.1
6067;Totaal;2-onder-1-kapwoning;Totaal;Totaal;25e percentiel;2015;9.9
6068;Totaal;2-onder-1-kapwoning;Totaal;Totaal;25e percentiel;2016;10.0
6069;Totaal;2-onder-1-kapwoning;Totaal;Totaal;25e percentiel;2017;10.0
6070;Totaal;2-onder-1-kapwoning;Totaal;Totaal;25e percentiel;2018;10.0
6071;Totaal;2-onder-1-kapwoning;Totaal;Totaal;25e percentiel;2019;9.1
6072;Totaal;2-onder-1-kapwoning;Totaal;Totaal;50e percentiel;2012;14.5
6073;Totaal;2-onder-1-kapwoning;Totaal;Totaal;50e percentiel;2013;14.5
6074;Totaal;2-onder-1-kapwoning;Totaal;Totaal;50e percentiel;2014;13.0
6075;Totaal;2-onder-1-kapwoning;Totaal;Totaal;50e percentiel;2015;12.7
6076;Totaal;2-onder-1-kapwoning;Totaal;Totaal;50e percentiel;2016;12.8
6077;Totaal;2-onder-1-kapwoning;Totaal;Totaal;50e percentiel;2017;12.8
6078;Totaal;2-onder-1-kapwoning;Totaal;Totaal;50e percentiel;2018;12.8
6079;Totaal;2-onder-1-kapwoning;Totaal;Totaal;50e percentiel;2019;11.6
6080;Totaal;2-onder-1-kapwoning;Totaal;Totaal;75e percentiel;2012;18.3
6081;Totaal;2-onder-1-kapwoning;Totaal;Totaal;75e percentiel;2013;18.3
6082;Totaal;2-onder-1-kapwoning;Totaal;Totaal;75e percentiel;2014;16.5
6083;Totaal;2-onder-1-kapwoning;Totaal;Totaal;75e percentiel;2015;16.1
6084;Totaal;2-onder-1-kapwoning;Totaal;Totaal;75e percentiel;2016;16.3
6085;Totaal;2-onder-1-kapwoning;Totaal;Totaal;75e percentiel;2017;16.1
6086;Totaal;2-onder-1-kapwoning;Totaal;Totaal;75e percentiel;2018;16.2
6087;Totaal;2-onder-1-kapwoning;Totaal;Totaal;75e percentiel;2019;14.8
6088;Totaal;2-onder-1-kapwoning;Totaal;Totaal;95e percentiel;2012;24.9
6089;Totaal;2-onder-1-kapwoning;Totaal;Totaal;95e percentiel;2013;24.8
6090;Totaal;2-onder-1-kapwoning;Totaal;Totaal;95e percentiel;2014;22.5
6091;Totaal;2-onder-1-kapwoning;Totaal;Totaal;95e percentiel;2015;21.9
6092;Totaal;2-onder-1-kapwoning;Totaal;Totaal;95e percentiel;2016;22.2
6093;Totaal;2-onder-1-kapwoning;Totaal;Totaal;95e percentiel;2017;21.9
6094;Totaal;2-onder-1-kapwoning;Totaal;Totaal;95e percentiel;2018;22.0
6095;Totaal;2-onder-1-kapwoning;Totaal;Totaal;95e percentiel;2019;20.3
6096;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;Gemiddelde;2012;50.6
6097;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;Gemiddelde;2013;49.6
6098;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;Gemiddelde;2014;42.3
6099;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;Gemiddelde;2015;39.4
6100;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;Gemiddelde;2016;36.9
6101;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;Gemiddelde;2017;36.2
6102;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;Gemiddelde;2018;37.2
6103;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;Gemiddelde;2019;33.6
6104;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;5e percentiel;2012;18.2
6105;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;5e percentiel;2013;19.1
6106;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;5e percentiel;2014;16.8
6107;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;5e percentiel;2015;15.9
6108;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;5e percentiel;2016;15.9
6109;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;5e percentiel;2017;15.4
6110;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;5e percentiel;2018;15.5
6111;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;5e percentiel;2019;14.2
6112;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;25e percentiel;2012;28.8
6113;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;25e percentiel;2013;29.1
6114;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;25e percentiel;2014;25.3
6115;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;25e percentiel;2015;23.9
6116;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;25e percentiel;2016;23.4
6117;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;25e percentiel;2017;23.1
6118;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;25e percentiel;2018;23.4
6119;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;25e percentiel;2019;21.4
6120;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;50e percentiel;2012;43.6
6121;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;50e percentiel;2013;42.5
6122;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;50e percentiel;2014;36.5
6123;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;50e percentiel;2015;34.2
6124;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;50e percentiel;2016;32.2
6125;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;50e percentiel;2017;31.5
6126;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;50e percentiel;2018;31.8
6127;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;50e percentiel;2019;28.8
6128;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;75e percentiel;2012;65.8
6129;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;75e percentiel;2013;62.9
6130;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;75e percentiel;2014;53.6
6131;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;75e percentiel;2015;48.9
6132;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;75e percentiel;2016;46.3
6133;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;75e percentiel;2017;45.1
6134;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;75e percentiel;2018;46.4
6135;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;75e percentiel;2019;41.1
6136;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;95e percentiel;2012;108.3
6137;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;95e percentiel;2013;105.7
6138;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;95e percentiel;2014;87.4
6139;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;95e percentiel;2015;82.7
6140;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;95e percentiel;2016;74.5
6141;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;95e percentiel;2017;74.5
6142;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;95e percentiel;2018;78.5
6143;Totaal;2-onder-1-kapwoning;Totaal;15 tot 50 m²;95e percentiel;2019;69.8
6144;Totaal;2-onder-1-kapwoning;Totaal;50 tot 75 m²;Gemiddelde;2012;23.9
6145;Totaal;2-onder-1-kapwoning;Totaal;50 tot 75 m²;Gemiddelde;2013;24.0
6146;Totaal;2-onder-1-kapwoning;Totaal;50 tot 75 m²;Gemiddelde;2014;21.7
6147;Totaal;2-onder-1-kapwoning;Totaal;50 tot 75 m²;Gemiddelde;2015;20.8
6148;Totaal;2-onder-1-kapwoning;Totaal;50 tot 75 m²;Gemiddelde;2016;21.1
6149;Totaal;2-onder-1-kapwoning;Totaal;50 tot 75 m²;Gemiddelde;2017;20.9
6150;Totaal;2-onder-1-kapwoning;Totaal;50 tot 75 m²;Gemiddelde;2018;21.2
