ID;Bouwjaarklasse;Woningkenmerken;Energielabelklasse;GebruiksOppervlakteklasse;Percentielen;Perioden;AardgasleveringenOpenbareNet_1
30;Totaal;Appartement;Totaal;Totaal;50e percentiel;2018;11.9
31;Totaal;Appartement;Totaal;Totaal;50e percentiel;2019;11.0
32;Totaal;Appartement;Totaal;Totaal;75e percentiel;2012;17.7
33;Totaal;Appartement;Totaal;Totaal;75e percentiel;2013;17.7
34;Totaal;Appartement;Totaal;Totaal;75e percentiel;2014;16.2
35;Totaal;Appartement;Totaal;Totaal;75e percentiel;2015;15.8
36;Totaal;Appartement;Totaal;Totaal;75e percentiel;2016;16.1
37;Totaal;Appartement;Totaal;Totaal;75e percentiel;2017;16.0
38;Totaal;Appartement;Totaal;Totaal;75e percentiel;2018;16.2
39;Totaal;Appartement;Totaal;Totaal;75e percentiel;2019;15.1
40;Totaal;Appartement;Totaal;Totaal;95e percentiel;2012;25.8
41;Totaal;Appartement;Totaal;Totaal;95e percentiel;2013;25.9
42;Totaal;Appartement;Totaal;Totaal;95e percentiel;2014;23.8
43;Totaal;Appartement;Totaal;Totaal;95e percentiel;2015;23.4
44;Totaal;Appartement;Totaal;Totaal;95e percentiel;2016;23.8
45;Totaal;Appartement;Totaal;Totaal;95e percentiel;2017;23.5
46;Totaal;Appartement;Totaal;Totaal;95e percentiel;2018;24.4
47;Totaal;Appartement;Totaal;Totaal;95e percentiel;2019;23.0
48;Totaal;Appartement;Totaal;15 tot 50 m²;Gemiddelde;2012;19.5
49;Totaal;Appartement;Totaal;15 tot 50 m²;Gemiddelde;2013;19.3
50;Totaal;Appartement;Totaal;15 tot 50 m²;Gemiddelde;2014;17.9
51;Totaal;Appartement;Totaal;15 tot 50 m²;Gemiddelde;2015;17.9
52;Totaal;Appartement;Totaal;15 tot 50 m²;Gemiddelde;2016;18.7
53;Totaal;Appartement;Totaal;15 tot 50 m²;Gemiddelde;2017;18.6
54;Totaal;Appartement;Totaal;15 tot 50 m²;Gemiddelde;2018;20.2
55;Totaal;Appartement;Totaal;15 tot 50 m²;Gemiddelde;2019;19.0
56;Totaal;Appartement;Totaal;15 tot 50 m²;5e percentiel;2012;7.3
57;Totaal;Appartement;Totaal;15 tot 50 m²;5e percentiel;2013;7.3
58;Totaal;Appartement;Totaal;15 tot 50 m²;5e percentiel;2014;6.8
59;Totaal;Appartement;Totaal;15 tot 50 m²;5e percentiel;2015;6.9
60;Totaal;Appartement;Totaal;15 tot 50 m²;5e percentiel;2016;7.5
61;Totaal;Appartement;Totaal;15 tot 50 m²;5e percentiel;2017;7.4
62;Totaal;Appartement;Totaal;15 tot 50 m²;5e percentiel;2018;7.8
63;Totaal;Appartement;Totaal;15 tot 50 m²;5e percentiel;2019;7.0
64;Totaal;Appartement;Totaal;15 tot 50 m²;25e percentiel;2012;12.9
65;Totaal;Appartement;Totaal;15 tot 50 m²;25e percentiel;2013;12.8
66;Totaal;Appartement;Totaal;15 tot 50 m²;25e percentiel;2014;11.8
67;Totaal;Appartement;Totaal;15 tot 50 m²;25e percentiel;2015;12.0
68;Totaal;Appartement;Totaal;15 tot 50 m²;25e percentiel;2016;12.7
69;Totaal;Appartement;Totaal;15 tot 50 m²;25e percentiel;2017;12.6
70;Totaal;Appartement;Totaal;15 tot 50 m²;25e percentiel;2018;13.1
71;Totaal;Appartement;Totaal;15 tot 50 m²;25e percentiel;2019;12.1
72;Totaal;Appartement;Totaal;15 tot 50 m²;50e percentiel;2012;18.3
73;Totaal;Appartement;Totaal;15 tot 50 m²;50e percentiel;2013;18.2
74;Totaal;Appartement;Totaal;15 tot 50 m²;50e percentiel;2014;16.9
75;Totaal;Appartement;Totaal;15 tot 50 m²;50e percentiel;2015;16.8
76;Totaal;Appartement;Totaal;15 tot 50 m²;50e percentiel;2016;17.7
77;Totaal;Appartement;Totaal;15 tot 50 m²;50e percentiel;2017;17.6
78;Totaal;Appartement;Totaal;15 tot 50 m²;50e percentiel;2018;18.6
79;Totaal;Appartement;Totaal;15 tot 50 m²;50e percentiel;2019;17.3
80;Totaal;Appartement;Totaal;15 tot 50 m²;75e percentiel;2012;25.0
81;Totaal;Appartement;Totaal;15 tot 50 m²;75e percentiel;2013;24.7
82;Totaal;Appartement;Totaal;15 tot 50 m²;75e percentiel;2014;23.0
83;Totaal;Appartement;Totaal;15 tot 50 m²;75e percentiel;2015;22.7
84;Totaal;Appartement;Totaal;15 tot 50 m²;75e percentiel;2016;23.8
85;Totaal;Appartement;Totaal;15 tot 50 m²;75e percentiel;2017;23.6
86;Totaal;Appartement;Totaal;15 tot 50 m²;75e percentiel;2018;25.8
87;Totaal;Appartement;Totaal;15 tot 50 m²;75e percentiel;2019;24.3
88;Totaal;Appartement;Totaal;15 tot 50 m²;95e percentiel;2012;35.7
89;Totaal;Appartement;Totaal;15 tot 50 m²;95e percentiel;2013;35.1
90;Totaal;Appartement;Totaal;15 tot 50 m²;95e percentiel;2014;32.6
91;Totaal;Appartement;Totaal;15 tot 50 m²;95e percentiel;2015;32.2
92;Totaal;Appartement;Totaal;15 tot 50 m²;95e percentiel;2016;33.3
93;Totaal;Appartement;Totaal;15 tot 50 m²;95e percentiel;2017;32.9
94;Totaal;Appartement;Totaal;15 tot 50 m²;95e percentiel;2018;38.9
95;Totaal;Appartement;Totaal;15 tot 50 m²;95e percentiel;2019;36.7
96;Totaal;Appartement;Totaal;50 tot 75 m²;Gemiddelde;2012;15.5
97;Totaal;Appartement;Totaal;50 tot 75 m²;Gemiddelde;2013;15.4
98;Totaal;Appartement;Totaal;50 tot 75 m²;Gemiddelde;2014;14.1
99;Totaal;Appartement;Totaal;50 tot 75 m²;Gemiddelde;2015;13.8
100;Totaal;Appartement;Totaal;50 tot 75 m²;Gemiddelde;2016;14.0
101;Totaal;Appartement;Totaal;50 tot 75 m²;Gemiddelde;2017;13.9
102;Totaal;Appartement;Totaal;50 tot 75 m²;Gemiddelde;2018;13.9
103;Totaal;Appartement;Totaal;50 tot 75 m²;Gemiddelde;2019;12.9
104;Totaal;Appartement;Totaal;50 tot 75 m²;5e percentiel;2012;6.4
105;Totaal;Appartement;Totaal;50 tot 75 m²;5e percentiel;2013;6.3
106;Totaal;Appartement;Totaal;50 tot 75 m²;5e percentiel;2014;5.7
107;Totaal;Appartement;Totaal;50 tot 75 m²;5e percentiel;2015;5.7
108;Totaal;Appartement;Totaal;50 tot 75 m²;5e percentiel;2016;5.7
109;Totaal;Appartement;Totaal;50 tot 75 m²;5e percentiel;2017;5.7
110;Totaal;Appartement;Totaal;50 tot 75 m²;5e percentiel;2018;5.7
111;Totaal;Appartement;Totaal;50 tot 75 m²;5e percentiel;2019;5.1
112;Totaal;Appartement;Totaal;50 tot 75 m²;25e percentiel;2012;10.6
113;Totaal;Appartement;Totaal;50 tot 75 m²;25e percentiel;2013;10.5
114;Totaal;Appartement;Totaal;50 tot 75 m²;25e percentiel;2014;9.6
115;Totaal;Appartement;Totaal;50 tot 75 m²;25e percentiel;2015;9.5
116;Totaal;Appartement;Totaal;50 tot 75 m²;25e percentiel;2016;9.7
117;Totaal;Appartement;Totaal;50 tot 75 m²;25e percentiel;2017;9.7
118;Totaal;Appartement;Totaal;50 tot 75 m²;25e percentiel;2018;9.7
119;Totaal;Appartement;Totaal;50 tot 75 m²;25e percentiel;2019;8.8
120;Totaal;Appartement;Totaal;50 tot 75 m²;50e percentiel;2012;14.8
121;Totaal;Appartement;Totaal;50 tot 75 m²;50e percentiel;2013;14.7
122;Totaal;Appartement;Totaal;50 tot 75 m²;50e percentiel;2014;13.4
123;Totaal;Appartement;Totaal;50 tot 75 m²;50e percentiel;2015;13.2
124;Totaal;Appartement;Totaal;50 tot 75 m²;50e percentiel;2016;13.4
125;Totaal;Appartement;Totaal;50 tot 75 m²;50e percentiel;2017;13.3
126;Totaal;Appartement;Totaal;50 tot 75 m²;50e percentiel;2018;13.4
127;Totaal;Appartement;Totaal;50 tot 75 m²;50e percentiel;2019;12.4
128;Totaal;Appartement;Totaal;50 tot 75 m²;75e percentiel;2012;19.7
129;Totaal;Appartement;Totaal;50 tot 75 m²;75e percentiel;2013;19.6
130;Totaal;Appartement;Totaal;50 tot 75 m²;75e percentiel;2014;18.0
131;Totaal;Appartement;Totaal;50 tot 75 m²;75e percentiel;2015;17.5
132;Totaal;Appartement;Totaal;50 tot 75 m²;75e percentiel;2016;17.7
133;Totaal;Appartement;Totaal;50 tot 75 m²;75e percentiel;2017;17.5
134;Totaal;Appartement;Totaal;50 tot 75 m²;75e percentiel;2018;17.6
135;Totaal;Appartement;Totaal;50 tot 75 m²;75e percentiel;2019;16.4
136;Totaal;Appartement;Totaal;50 tot 75 m²;95e percentiel;2012;27.1
137;Totaal;Appartement;Totaal;50 tot 75 m²;95e percentiel;2013;27.1
138;Totaal;Appartement;Totaal;50 tot 75 m²;95e percentiel;2014;25.0
139;Totaal;Appartement;Totaal;50 tot 75 m²;95e percentiel;2015;24.4
140;Totaal;Appartement;Totaal;50 tot 75 m²;95e percentiel;2016;24.3
141;Totaal;Appartement;Totaal;50 tot 75 m²;95e percentiel;2017;24.0
142;Totaal;Appartement;Totaal;50 tot 75 m²;95e percentiel;2018;24.1
143;Totaal;Appartement;Totaal;50 tot 75 m²;95e percentiel;2019;22.7
144;Totaal;Appartement;Totaal;75 tot 100 m²;Gemiddelde;2012;12.7
145;Totaal;Appartement;Totaal;75 tot 100 m²;Gemiddelde;2013;12.5
146;Totaal;Appartement;Totaal;75 tot 100 m²;Gemiddelde;2014;11.4
147;Totaal;Appartement;Totaal;75 tot 100 m²;Gemiddelde;2015;11.1
148;Totaal;Appartement;Totaal;75 tot 100 m²;Gemiddelde;2016;11.2
149;Totaal;Appartement;Totaal;75 tot 100 m²;Gemiddelde;2017;11.1
150;Totaal;Appartement;Totaal;75 tot 100 m²;Gemiddelde;2018;11.1
151;Totaal;Appartement;Totaal;75 tot 100 m²;Gemiddelde;2019;10.3
152;Totaal;Appartement;Totaal;75 tot 100 m²;5e percentiel;2012;5.3
153;Totaal;Appartement;Totaal;75 tot 100 m²;5e percentiel;2013;5.2
154;Totaal;Appartement;Totaal;75 tot 100 m²;5e percentiel;2014;4.7
155;Totaal;Appartement;Totaal;75 tot 100 m²;5e percentiel;2015;4.6
156;Totaal;Appartement;Totaal;75 tot 100 m²;5e percentiel;2016;4.6
157;Totaal;Appartement;Totaal;75 tot 100 m²;5e percentiel;2017;4.6
158;Totaal;Appartement;Totaal;75 tot 100 m²;5e percentiel;2018;4.5
159;Totaal;Appartement;Totaal;75 tot 100 m²;5e percentiel;2019;4.0
160;Totaal;Appartement;Totaal;75 tot 100 m²;25e percentiel;2012;8.8
161;Totaal;Appartement;Totaal;75 tot 100 m²;25e percentiel;2013;8.5
162;Totaal;Appartement;Totaal;75 tot 100 m²;25e percentiel;2014;7.8
163;Totaal;Appartement;Totaal;75 tot 100 m²;25e percentiel;2015;7.7
164;Totaal;Appartement;Totaal;75 tot 100 m²;25e percentiel;2016;7.7
165;Totaal;Appartement;Totaal;75 tot 100 m²;25e percentiel;2017;7.8
166;Totaal;Appartement;Totaal;75 tot 100 m²;25e percentiel;2018;7.7
167;Totaal;Appartement;Totaal;75 tot 100 m²;25e percentiel;2019;7.0
168;Totaal;Appartement;Totaal;75 tot 100 m²;50e percentiel;2012;12.2
169;Totaal;Appartement;Totaal;75 tot 100 m²;50e percentiel;2013;11.8
170;Totaal;Appartement;Totaal;75 tot 100 m²;50e percentiel;2014;10.8
171;Totaal;Appartement;Totaal;75 tot 100 m²;50e percentiel;2015;10.5
172;Totaal;Appartement;Totaal;75 tot 100 m²;50e percentiel;2016;10.7
173;Totaal;Appartement;Totaal;75 tot 100 m²;50e percentiel;2017;10.7
174;Totaal;Appartement;Totaal;75 tot 100 m²;50e percentiel;2018;10.7
175;Totaal;Appartement;Totaal;75 tot 100 m²;50e percentiel;2019;9.9
176;Totaal;Appartement;Totaal;75 tot 100 m²;75e percentiel;2012;16.0
177;Totaal;Appartement;Totaal;75 tot 100 m²;75e percentiel;2013;15.7
178;Totaal;Appartement;Totaal;75 tot 100 m²;75e percentiel;2014;14.4
179;Totaal;Appartement;Totaal;75 tot 100 m²;75e percentiel;2015;13.9
180;Totaal;Appartement;Totaal;75 tot 100 m²;75e percentiel;2016;14.0
181;Totaal;Appartement;Totaal;75 tot 100 m²;75e percentiel;2017;14.0
182;Totaal;Appartement;Totaal;75 tot 100 m²;75e percentiel;2018;14.0
183;Totaal;Appartement;Totaal;75 tot 100 m²;75e percentiel;2019;13.0
184;Totaal;Appartement;Totaal;75 tot 100 m²;95e percentiel;2012;22.2
185;Totaal;Appartement;Totaal;75 tot 100 m²;95e percentiel;2013;22.1
186;Totaal;Appartement;Totaal;75 tot 100 m²;95e percentiel;2014;20.2
187;Totaal;Appartement;Totaal;75 tot 100 m²;95e percentiel;2015;19.5
188;Totaal;Appartement;Totaal;75 tot 100 m²;95e percentiel;2016;19.6
189;Totaal;Appartement;Totaal;75 tot 100 m²;95e percentiel;2017;19.4
190;Totaal;Appartement;Totaal;75 tot 100 m²;95e percentiel;2018;19.4
191;Totaal;Appartement;Totaal;75 tot 100 m²;95e percentiel;2019;18.2
192;Totaal;Appartement;Totaal;100 tot 150 m²;Gemiddelde;2012;10.7
193;Totaal;Appartement;Totaal;100 tot 150 m²;Gemiddelde;2013;10.8
194;Totaal;Appartement;Totaal;100 tot 150 m²;Gemiddelde;2014;9.9
195;Totaal;Appartement;Totaal;100 tot 150 m²;Gemiddelde;2015;9.8
196;Totaal;Appartement;Totaal;100 tot 150 m²;Gemiddelde;2016;9.7
197;Totaal;Appartement;Totaal;100 tot 150 m²;Gemiddelde;2017;9.7
198;Totaal;Appartement;Totaal;100 tot 150 m²;Gemiddelde;2018;9.8
199;Totaal;Appartement;Totaal;100 tot 150 m²;Gemiddelde;2019;9.2
200;Totaal;Appartement;Totaal;100 tot 150 m²;5e percentiel;2012;4.3
201;Totaal;Appartement;Totaal;100 tot 150 m²;5e percentiel;2013;4.3
202;Totaal;Appartement;Totaal;100 tot 150 m²;5e percentiel;2014;3.9
203;Totaal;Appartement;Totaal;100 tot 150 m²;5e percentiel;2015;3.9
204;Totaal;Appartement;Totaal;100 tot 150 m²;5e percentiel;2016;3.8
205;Totaal;Appartement;Totaal;100 tot 150 m²;5e percentiel;2017;3.9
206;Totaal;Appartement;Totaal;100 tot 150 m²;5e percentiel;2018;3.9
207;Totaal;Appartement;Totaal;100 tot 150 m²;5e percentiel;2019;3.6
208;Totaal;Appartement;Totaal;100 tot 150 m²;25e percentiel;2012;7.3
209;Totaal;Appartement;Totaal;100 tot 150 m²;25e percentiel;2013;7.3
210;Totaal;Appartement;Totaal;100 tot 150 m²;25e percentiel;2014;6.6
211;Totaal;Appartement;Totaal;100 tot 150 m²;25e percentiel;2015;6.6
212;Totaal;Appartement;Totaal;100 tot 150 m²;25e percentiel;2016;6.6
213;Totaal;Appartement;Totaal;100 tot 150 m²;25e percentiel;2017;6.6
214;Totaal;Appartement;Totaal;100 tot 150 m²;25e percentiel;2018;6.7
215;Totaal;Appartement;Totaal;100 tot 150 m²;25e percentiel;2019;6.1
216;Totaal;Appartement;Totaal;100 tot 150 m²;50e percentiel;2012;10.1
217;Totaal;Appartement;Totaal;100 tot 150 m²;50e percentiel;2013;10.2
218;Totaal;Appartement;Totaal;100 tot 150 m²;50e percentiel;2014;9.3
219;Totaal;Appartement;Totaal;100 tot 150 m²;50e percentiel;2015;9.2
220;Totaal;Appartement;Totaal;100 tot 150 m²;50e percentiel;2016;9.2
221;Totaal;Appartement;Totaal;100 tot 150 m²;50e percentiel;2017;9.2
222;Totaal;Appartement;Totaal;100 tot 150 m²;50e percentiel;2018;9.3
223;Totaal;Appartement;Totaal;100 tot 150 m²;50e percentiel;2019;8.6
224;Totaal;Appartement;Totaal;100 tot 150 m²;75e percentiel;2012;13.6
225;Totaal;Appartement;Totaal;100 tot 150 m²;75e percentiel;2013;13.7
226;Totaal;Appartement;Totaal;100 tot 150 m²;75e percentiel;2014;12.5
227;Totaal;Appartement;Totaal;100 tot 150 m²;75e percentiel;2015;12.4
228;Totaal;Appartement;Totaal;100 tot 150 m²;75e percentiel;2016;12.2
229;Totaal;Appartement;Totaal;100 tot 150 m²;75e percentiel;2017;12.2
230;Totaal;Appartement;Totaal;100 tot 150 m²;75e percentiel;2018;12.4
231;Totaal;Appartement;Totaal;100 tot 150 m²;75e percentiel;2019;11.6
232;Totaal;Appartement;Totaal;100 tot 150 m²;95e percentiel;2012;19.5
233;Totaal;Appartement;Totaal;100 tot 150 m²;95e percentiel;2013;19.9
234;Totaal;Appartement;Totaal;100 tot 150 m²;95e percentiel;2014;18.2
235;Totaal;Appartement;Totaal;100 tot 150 m²;95e percentiel;2015;18.0
236;Totaal;Appartement;Totaal;100 tot 150 m²;95e percentiel;2016;17.6
237;Totaal;Appartement;Totaal;100 tot 150 m²;95e percentiel;2017;17.5
238;Totaal;Appartement;Totaal;100 tot 150 m²;95e percentiel;2018;17.9
239;Totaal;Appartement;Totaal;100 tot 150 m²;95e percentiel;2019;16.8
240;Totaal;Appartement;Totaal;150 tot 250 m²;Gemiddelde;2012;9.3
241;Totaal;Appartement;Totaal;150 tot 250 m²;Gemiddelde;2013;9.6
242;Totaal;Appartement;Totaal;150 tot 250 m²;Gemiddelde;2014;8.8
243;Totaal;Appartement;Totaal;150 tot 250 m²;Gemiddelde;2015;9.2
244;Totaal;Appartement;Totaal;150 tot 250 m²;Gemiddelde;2016;8.8
245;Totaal;Appartement;Totaal;150 tot 250 m²;Gemiddelde;2017;8.8
246;Totaal;Appartement;Totaal;150 tot 250 m²;Gemiddelde;2018;9.2
247;Totaal;Appartement;Totaal;150 tot 250 m²;Gemiddelde;2019;8.6
248;Totaal;Appartement;Totaal;150 tot 250 m²;5e percentiel;2012;4.1
249;Totaal;Appartement;Totaal;150 tot 250 m²;5e percentiel;2013;4.0
250;Totaal;Appartement;Totaal;150 tot 250 m²;5e percentiel;2014;3.6
251;Totaal;Appartement;Totaal;150 tot 250 m²;5e percentiel;2015;3.8
252;Totaal;Appartement;Totaal;150 tot 250 m²;5e percentiel;2016;3.6
253;Totaal;Appartement;Totaal;150 tot 250 m²;5e percentiel;2017;3.7
254;Totaal;Appartement;Totaal;150 tot 250 m²;5e percentiel;2018;3.8
255;Totaal;Appartement;Totaal;150 tot 250 m²;5e percentiel;2019;3.5
256;Totaal;Appartement;Totaal;150 tot 250 m²;25e percentiel;2012;6.5
257;Totaal;Appartement;Totaal;150 tot 250 m²;25e percentiel;2013;6.5
258;Totaal;Appartement;Totaal;150 tot 250 m²;25e percentiel;2014;5.9
259;Totaal;Appartement;Totaal;150 tot 250 m²;25e percentiel;2015;6.2
260;Totaal;Appartement;Totaal;150 tot 250 m²;25e percentiel;2016;5.9
261;Totaal;Appartement;Totaal;150 tot 250 m²;25e percentiel;2017;6.0
262;Totaal;Appartement;Totaal;150 tot 250 m²;25e percentiel;2018;6.2
263;Totaal;Appartement;Totaal;150 tot 250 m²;25e percentiel;2019;5.8
264;Totaal;Appartement;Totaal;150 tot 250 m²;50e percentiel;2012;8.8
265;Totaal;Appartement;Totaal;150 tot 250 m²;50e percentiel;2013;9.1
266;Totaal;Appartement;Totaal;150 tot 250 m²;50e percentiel;2014;8.3
267;Totaal;Appartement;Totaal;150 tot 250 m²;50e percentiel;2015;8.7
268;Totaal;Appartement;Totaal;150 tot 250 m²;50e percentiel;2016;8.3
269;Totaal;Appartement;Totaal;150 tot 250 m²;50e percentiel;2017;8.4
270;Totaal;Appartement;Totaal;150 tot 250 m²;50e percentiel;2018;8.7
271;Totaal;Appartement;Totaal;150 tot 250 m²;50e percentiel;2019;8.1
272;Totaal;Appartement;Totaal;150 tot 250 m²;75e percentiel;2012;11.7
273;Totaal;Appartement;Totaal;150 tot 250 m²;75e percentiel;2013;12.2
274;Totaal;Appartement;Totaal;150 tot 250 m²;75e percentiel;2014;11.2
275;Totaal;Appartement;Totaal;150 tot 250 m²;75e percentiel;2015;11.7
276;Totaal;Appartement;Totaal;150 tot 250 m²;75e percentiel;2016;11.2
277;Totaal;Appartement;Totaal;150 tot 250 m²;75e percentiel;2017;11.2
278;Totaal;Appartement;Totaal;150 tot 250 m²;75e percentiel;2018;11.6
279;Totaal;Appartement;Totaal;150 tot 250 m²;75e percentiel;2019;10.9
280;Totaal;Appartement;Totaal;150 tot 250 m²;95e percentiel;2012;16.5
281;Totaal;Appartement;Totaal;150 tot 250 m²;95e percentiel;2013;17.3
282;Totaal;Appartement;Totaal;150 tot 250 m²;95e percentiel;2014;16.0
283;Totaal;Appartement;Totaal;150 tot 250 m²;95e percentiel;2015;16.3
284;Totaal;Appartement;Totaal;150 tot 250 m²;95e percentiel;2016;15.8
285;Totaal;Appartement;Totaal;150 tot 250 m²;95e percentiel;2017;15.8
286;Totaal;Appartement;Totaal;150 tot 250 m²;95e percentiel;2018;16.4
287;Totaal;Appartement;Totaal;150 tot 250 m²;95e percentiel;2019;15.4
288;Totaal;Appartement;Totaal;250 tot 500 m²;Gemiddelde;2012;7.2
289;Totaal;Appartement;Totaal;250 tot 500 m²;Gemiddelde;2013;7.0
290;Totaal;Appartement;Totaal;250 tot 500 m²;Gemiddelde;2014;6.4
291;Totaal;Appartement;Totaal;250 tot 500 m²;Gemiddelde;2015;6.9
292;Totaal;Appartement;Totaal;250 tot 500 m²;Gemiddelde;2016;6.5
293;Totaal;Appartement;Totaal;250 tot 500 m²;Gemiddelde;2017;6.6
294;Totaal;Appartement;Totaal;250 tot 500 m²;Gemiddelde;2018;7.0
295;Totaal;Appartement;Totaal;250 tot 500 m²;Gemiddelde;2019;6.5
296;Totaal;Appartement;Totaal;250 tot 500 m²;5e percentiel;2012;2.5
297;Totaal;Appartement;Totaal;250 tot 500 m²;5e percentiel;2013;2.2
298;Totaal;Appartement;Totaal;250 tot 500 m²;5e percentiel;2014;2.0
299;Totaal;Appartement;Totaal;250 tot 500 m²;5e percentiel;2015;2.3
300;Totaal;Appartement;Totaal;250 tot 500 m²;5e percentiel;2016;1.7
301;Totaal;Appartement;Totaal;250 tot 500 m²;5e percentiel;2017;2.1
302;Totaal;Appartement;Totaal;250 tot 500 m²;5e percentiel;2018;2.3
303;Totaal;Appartement;Totaal;250 tot 500 m²;5e percentiel;2019;2.0
304;Totaal;Appartement;Totaal;250 tot 500 m²;25e percentiel;2012;4.8
305;Totaal;Appartement;Totaal;250 tot 500 m²;25e percentiel;2013;4.4
306;Totaal;Appartement;Totaal;250 tot 500 m²;25e percentiel;2014;3.9
307;Totaal;Appartement;Totaal;250 tot 500 m²;25e percentiel;2015;4.6
308;Totaal;Appartement;Totaal;250 tot 500 m²;25e percentiel;2016;3.9
309;Totaal;Appartement;Totaal;250 tot 500 m²;25e percentiel;2017;4.0
310;Totaal;Appartement;Totaal;250 tot 500 m²;25e percentiel;2018;4.5
311;Totaal;Appartement;Totaal;250 tot 500 m²;25e percentiel;2019;4.2
312;Totaal;Appartement;Totaal;250 tot 500 m²;50e percentiel;2012;7.1
313;Totaal;Appartement;Totaal;250 tot 500 m²;50e percentiel;2013;6.8
314;Totaal;Appartement;Totaal;250 tot 500 m²;50e percentiel;2014;6.2
315;Totaal;Appartement;Totaal;250 tot 500 m²;50e percentiel;2015;6.8
316;Totaal;Appartement;Totaal;250 tot 500 m²;50e percentiel;2016;6.2
317;Totaal;Appartement;Totaal;250 tot 500 m²;50e percentiel;2017;6.4
318;Totaal;Appartement;Totaal;250 tot 500 m²;50e percentiel;2018;6.9
319;Totaal;Appartement;Totaal;250 tot 500 m²;50e percentiel;2019;6.4
320;Totaal;Appartement;Totaal;250 tot 500 m²;75e percentiel;2012;9.5
321;Totaal;Appartement;Totaal;250 tot 500 m²;75e percentiel;2013;9.5
322;Totaal;Appartement;Totaal;250 tot 500 m²;75e percentiel;2014;8.7
323;Totaal;Appartement;Totaal;250 tot 500 m²;75e percentiel;2015;9.1
324;Totaal;Appartement;Totaal;250 tot 500 m²;75e percentiel;2016;8.8
325;Totaal;Appartement;Totaal;250 tot 500 m²;75e percentiel;2017;8.9
326;Totaal;Appartement;Totaal;250 tot 500 m²;75e percentiel;2018;9.2
327;Totaal;Appartement;Totaal;250 tot 500 m²;75e percentiel;2019;8.6
328;Totaal;Appartement;Totaal;250 tot 500 m²;95e percentiel;2012;12.5
329;Totaal;Appartement;Totaal;250 tot 500 m²;95e percentiel;2013;12.6
330;Totaal;Appartement;Totaal;250 tot 500 m²;95e percentiel;2014;11.6
331;Totaal;Appartement;Totaal;250 tot 500 m²;95e percentiel;2015;11.8
332;Totaal;Appartement;Totaal;250 tot 500 m²;95e percentiel;2016;11.8
333;Totaal;Appartement;Totaal;250 tot 500 m²;95e percentiel;2017;11.8
334;Totaal;Appartement;Totaal;250 tot 500 m²;95e percentiel;2018;12.1
335;Totaal;Appartement;Totaal;250 tot 500 m²;95e percentiel;2019;11.3
336;Totaal;Appartement;A-label;Totaal;Gemiddelde;2012;9.4
337;Totaal;Appartement;A-label;Totaal;Gemiddelde;2013;9.5
338;Totaal;Appartement;A-label;Totaal;Gemiddelde;2014;8.8
339;Totaal;Appartement;A-label;Totaal;Gemiddelde;2015;8.8
340;Totaal;Appartement;A-label;Totaal;Gemiddelde;2016;8.8
341;Totaal;Appartement;A-label;Totaal;Gemiddelde;2017;8.6
342;Totaal;Appartement;A-label;Totaal;Gemiddelde;2018;8.9
