ID;Gender;Origin;TransferredTo;Periods;PupilsAndStudents_1
251;Males and females;0;19;2008/'09;338478.0
252;Males and females;0;20;1995/'96;42470.0
253;Males and females;0;20;1996/'97;43835.0
254;Males and females;0;20;1997/'98;47620.0
255;Males and females;0;20;1998/'99;53603.0
256;Males and females;0;20;1999/'00;59764.0
257;Males and females;0;20;2000/'01;65003.0
258;Males and females;0;20;2001/'02;64600.0
259;Males and females;0;20;2002/'03;66679.0
260;Males and females;0;20;2003/'04;65642.0
261;Males and females;0;20;2004/'05;63780.0
262;Males and females;0;20;2005/'06;61749.0
263;Males and females;0;20;2006/'07;61106.0
264;Males and females;0;20;2007/'08;61495.0
265;Males and females;0;20;2008/'09;63734.0
266;Males and females;0;21;1995/'96;153501.0
267;Males and females;0;21;1996/'97;147454.0
268;Males and females;0;21;1997/'98;146929.0
269;Males and females;0;21;1998/'99;148756.0
270;Males and females;0;21;1999/'00;151577.0
271;Males and females;0;21;2000/'01;157731.0
272;Males and females;0;21;2001/'02;164737.0
273;Males and females;0;21;2002/'03;174045.0
274;Males and females;0;21;2003/'04;184149.0
275;Males and females;0;21;2004/'05;191128.0
276;Males and females;0;21;2005/'06;194307.0
277;Males and females;0;21;2006/'07;199616.0
278;Males and females;0;21;2007/'08;207905.0
279;Males and females;0;21;2008/'09;220383.0
280;Males and females;0;22;1995/'96;11299.0
281;Males and females;0;22;1996/'97;11586.0
282;Males and females;0;22;1997/'98;11754.0
283;Males and females;0;22;1998/'99;12348.0
284;Males and females;0;22;1999/'00;13221.0
285;Males and females;0;22;2000/'01;13734.0
286;Males and females;0;22;2001/'02;13814.0
287;Males and females;0;22;2002/'03;14034.0
288;Males and females;0;22;2003/'04;13937.0
289;Males and females;0;22;2004/'05;13309.0
290;Males and females;0;22;2005/'06;12852.0
291;Males and females;0;22;2006/'07;11856.0
292;Males and females;0;22;2007/'08;11308.0
293;Males and females;0;22;2008/'09;11455.0
294;Males and females;0;2;1995/'96;
295;Males and females;0;2;1996/'97;
296;Males and females;0;2;1997/'98;
297;Males and females;0;2;1998/'99;
298;Males and females;0;2;1999/'00;
299;Males and females;0;2;2000/'01;
300;Males and females;0;2;2001/'02;
301;Males and females;0;2;2002/'03;
302;Males and females;0;2;2003/'04;
303;Males and females;0;2;2004/'05;
304;Males and females;0;2;2005/'06;
305;Males and females;0;2;2006/'07;
306;Males and females;0;2;2007/'08;
307;Males and females;0;2;2008/'09;
308;Males and females;2;1;1995/'96;3388636.0
309;Males and females;2;1;1996/'97;3380557.0
310;Males and females;2;1;1997/'98;3400980.0
311;Males and females;2;1;1998/'99;3416728.0
312;Males and females;2;1;1999/'00;3452363.0
313;Males and females;2;1;2000/'01;3489709.0
314;Males and females;2;1;2001/'02;3526115.0
315;Males and females;2;1;2002/'03;3555516.0
316;Males and females;2;1;2003/'04;3592925.0
317;Males and females;2;1;2004/'05;3621697.0
318;Males and females;2;1;2005/'06;3650327.0
319;Males and females;2;1;2006/'07;3677261.0
320;Males and females;2;1;2007/'08;3706979.0
321;Males and females;2;1;2008/'09;3723657.0
322;Males and females;2;3;1995/'96;3037812.0
323;Males and females;2;3;1996/'97;3040603.0
324;Males and females;2;3;1997/'98;3064571.0
325;Males and females;2;3;1998/'99;3086207.0
326;Males and females;2;3;1999/'00;3097203.0
327;Males and females;2;3;2000/'01;3114504.0
328;Males and females;2;3;2001/'02;3141298.0
329;Males and females;2;3;2002/'03;3185437.0
330;Males and females;2;3;2003/'04;3236566.0
331;Males and females;2;3;2004/'05;3306051.0
332;Males and females;2;3;2005/'06;3322123.0
333;Males and females;2;3;2006/'07;3346675.0
334;Males and females;2;3;2007/'08;3365098.0
335;Males and females;2;3;2008/'09;3392691.0
336;Males and females;2;4;1995/'96;1294167.0
337;Males and females;2;4;1996/'97;1314636.0
338;Males and females;2;4;1997/'98;1327192.0
339;Males and females;2;4;1998/'99;1335864.0
340;Males and females;2;4;1999/'00;1343596.0
341;Males and females;2;4;2000/'01;1345956.0
342;Males and females;2;4;2001/'02;1343130.0
343;Males and females;2;4;2002/'03;1338213.0
344;Males and females;2;4;2003/'04;1338436.0
345;Males and females;2;4;2004/'05;1341193.0
346;Males and females;2;4;2005/'06;1344518.0
347;Males and females;2;4;2006/'07;1346445.0
348;Males and females;2;4;2007/'08;1353403.0
349;Males and females;2;4;2008/'09;1352773.0
350;Males and females;2;5;1995/'96;54568.0
351;Males and females;2;5;1996/'97;53587.0
352;Males and females;2;5;1997/'98;52567.0
353;Males and females;2;5;1998/'99;51150.0
354;Males and females;2;5;1999/'00;50782.0
355;Males and females;2;5;2000/'01;51066.0
356;Males and females;2;5;2001/'02;51470.0
357;Males and females;2;5;2002/'03;50720.0
358;Males and females;2;5;2003/'04;49427.0
359;Males and females;2;5;2004/'05;47580.0
360;Males and females;2;5;2005/'06;45898.0
361;Males and females;2;5;2006/'07;44066.0
362;Males and females;2;5;2007/'08;43223.0
363;Males and females;2;5;2008/'09;42414.0
364;Males and females;2;6;1995/'96;33763.0
365;Males and females;2;6;1996/'97;35511.0
366;Males and females;2;6;1997/'98;37603.0
367;Males and females;2;6;1998/'99;39891.0
368;Males and females;2;6;1999/'00;42250.0
369;Males and females;2;6;2000/'01;44484.0
370;Males and females;2;6;2001/'02;47943.0
371;Males and females;2;6;2002/'03;49410.0
372;Males and females;2;6;2003/'04;52225.0
373;Males and females;2;6;2004/'05;55145.0
374;Males and females;2;6;2005/'06;58437.0
375;Males and females;2;6;2006/'07;60599.0
376;Males and females;2;6;2007/'08;62661.0
377;Males and females;2;6;2008/'09;63572.0
378;Males and females;2;7;1995/'96;356878.0
379;Males and females;2;7;1996/'97;362307.0
380;Males and females;2;7;1997/'98;371590.0
381;Males and females;2;7;1998/'99;380701.0
382;Males and females;2;7;1999/'00;386275.0
383;Males and females;2;7;2000/'01;385734.0
384;Males and females;2;7;2001/'02;397113.0
385;Males and females;2;7;2002/'03;403258.0
386;Males and females;2;7;2003/'04;402202.0
387;Males and females;2;7;2004/'05;397918.0
388;Males and females;2;7;2005/'06;385913.0
389;Males and females;2;7;2006/'07;387401.0
390;Males and females;2;7;2007/'08;381832.0
391;Males and females;2;7;2008/'09;383425.0
392;Males and females;2;8;1995/'96;26903.0
393;Males and females;2;8;1996/'97;27535.0
394;Males and females;2;8;1997/'98;28334.0
395;Males and females;2;8;1998/'99;22306.0
396;Males and females;2;8;1999/'00;16655.0
397;Males and females;2;8;2000/'01;13666.0
398;Males and females;2;8;2001/'02;
399;Males and females;2;8;2002/'03;
400;Males and females;2;8;2003/'04;
401;Males and females;2;8;2004/'05;
402;Males and females;2;8;2005/'06;
403;Males and females;2;8;2006/'07;
404;Males and females;2;8;2007/'08;
405;Males and females;2;8;2008/'09;
406;Males and females;2;9;1995/'96;
407;Males and females;2;9;1996/'97;
408;Males and females;2;9;1997/'98;
409;Males and females;2;9;1998/'99;6912.0
410;Males and females;2;9;1999/'00;13344.0
411;Males and females;2;9;2000/'01;16896.0
412;Males and females;2;9;2001/'02;22669.0
413;Males and females;2;9;2002/'03;24486.0
414;Males and females;2;9;2003/'04;26245.0
415;Males and females;2;9;2004/'05;27219.0
416;Males and females;2;9;2005/'06;26937.0
417;Males and females;2;9;2006/'07;27098.0
418;Males and females;2;9;2007/'08;26429.0
419;Males and females;2;9;2008/'09;26352.0
420;Males and females;2;10;1995/'96;239340.0
421;Males and females;2;10;1996/'97;227572.0
422;Males and females;2;10;1997/'98;220329.0
423;Males and females;2;10;1998/'99;218841.0
424;Males and females;2;10;1999/'00;221782.0
425;Males and females;2;10;2000/'01;227362.0
426;Males and females;2;10;2001/'02;228893.0
427;Males and females;2;10;2002/'03;227153.0
428;Males and females;2;10;2003/'04;223167.0
429;Males and females;2;10;2004/'05;224688.0
430;Males and females;2;10;2005/'06;222294.0
431;Males and females;2;10;2006/'07;216671.0
432;Males and females;2;10;2007/'08;211356.0
433;Males and females;2;10;2008/'09;206499.0
434;Males and females;2;11;1995/'96;11200.0
435;Males and females;2;11;1996/'97;7908.0
436;Males and females;2;11;1997/'98;4406.0
437;Males and females;2;11;1998/'99;5164.0
438;Males and females;2;11;1999/'00;6151.0
439;Males and females;2;11;2000/'01;6497.0
440;Males and females;2;11;2001/'02;4508.0
441;Males and females;2;11;2002/'03;4526.0
442;Males and females;2;11;2003/'04;2485.0
443;Males and females;2;11;2004/'05;2924.0
444;Males and females;2;11;2005/'06;1882.0
445;Males and females;2;11;2006/'07;2049.0
446;Males and females;2;11;2007/'08;1874.0
447;Males and females;2;11;2008/'09;1938.0
448;Males and females;2;12;1995/'96;125151.0
449;Males and females;2;12;1996/'97;126862.0
450;Males and females;2;12;1997/'98;126477.0
451;Males and females;2;12;1998/'99;121653.0
452;Males and females;2;12;1999/'00;116694.0
453;Males and females;2;12;2000/'01;120434.0
454;Males and females;2;12;2001/'02;123471.0
455;Males and females;2;12;2002/'03;127698.0
456;Males and females;2;12;2003/'04;131154.0
457;Males and females;2;12;2004/'05;136166.0
458;Males and females;2;12;2005/'06;140734.0
459;Males and females;2;12;2006/'07;144225.0
460;Males and females;2;12;2007/'08;144527.0
461;Males and females;2;12;2008/'09;148357.0
462;Males and females;2;13;1995/'96;6401.0
463;Males and females;2;13;1996/'97;5293.0
464;Males and females;2;13;1997/'98;3406.0
465;Males and females;2;13;1998/'99;3477.0
466;Males and females;2;13;1999/'00;4180.0
467;Males and females;2;13;2000/'01;3385.0
468;Males and females;2;13;2001/'02;2738.0
469;Males and females;2;13;2002/'03;3156.0
470;Males and females;2;13;2003/'04;3170.0
471;Males and females;2;13;2004/'05;5048.0
472;Males and females;2;13;2005/'06;5718.0
473;Males and females;2;13;2006/'07;6578.0
474;Males and females;2;13;2007/'08;8350.0
475;Males and females;2;13;2008/'09;8532.0
476;Males and females;2;14;1995/'96;131825.0
477;Males and females;2;14;1996/'97;130066.0
478;Males and females;2;14;1997/'98;128187.0
479;Males and females;2;14;1998/'99;127933.0
480;Males and females;2;14;1999/'00;127941.0
481;Males and females;2;14;2000/'01;127955.0
482;Males and females;2;14;2001/'02;131246.0
483;Males and females;2;14;2002/'03;136050.0
484;Males and females;2;14;2003/'04;141424.0
485;Males and females;2;14;2004/'05;149015.0
486;Males and females;2;14;2005/'06;155250.0
487;Males and females;2;14;2006/'07;160599.0
488;Males and females;2;14;2007/'08;163620.0
489;Males and females;2;14;2008/'09;163152.0
490;Males and females;2;15;1995/'96;3420.0
491;Males and females;2;15;1996/'97;3075.0
492;Males and females;2;15;1997/'98;1726.0
493;Males and females;2;15;1998/'99;1736.0
494;Males and females;2;15;1999/'00;1728.0
495;Males and females;2;15;2000/'01;1740.0
496;Males and females;2;15;2001/'02;1127.0
497;Males and females;2;15;2002/'03;741.0
498;Males and females;2;15;2003/'04;1311.0
499;Males and females;2;15;2004/'05;1507.0
500;Males and females;2;15;2005/'06;2000.0
501;Males and females;2;15;2006/'07;2431.0
502;Males and females;2;15;2007/'08;2725.0
503;Males and females;2;15;2008/'09;4026.0
504;Males and females;2;16;1995/'96;259834.0
505;Males and females;2;16;1996/'97;262253.0
506;Males and females;2;16;1997/'98;256897.0
507;Males and females;2;16;1998/'99;249368.0
508;Males and females;2;16;1999/'00;235492.0
509;Males and females;2;16;2000/'01;229153.0
510;Males and females;2;16;2001/'02;235462.0
511;Males and females;2;16;2002/'03;249763.0
512;Males and females;2;16;2003/'04;276590.0
513;Males and females;2;16;2004/'05;309868.0
514;Males and females;2;16;2005/'06;318403.0
515;Males and females;2;16;2006/'07;316843.0
516;Males and females;2;16;2007/'08;312047.0
517;Males and females;2;16;2008/'09;318473.0
518;Males and females;2;17;1995/'96;14071.0
519;Males and females;2;17;1996/'97;15410.0
520;Males and females;2;17;1997/'98;14675.0
521;Males and females;2;17;1998/'99;13315.0
522;Males and females;2;17;1999/'00;11200.0
523;Males and females;2;17;2000/'01;10723.0
524;Males and females;2;17;2001/'02;11973.0
525;Males and females;2;17;2002/'03;10051.0
526;Males and females;2;17;2003/'04;8711.0
527;Males and females;2;17;2004/'05;8194.0
528;Males and females;2;17;2005/'06;6412.0
529;Males and females;2;17;2006/'07;5995.0
530;Males and females;2;17;2007/'08;5258.0
531;Males and females;2;17;2008/'09;4580.0
532;Males and females;2;18;1995/'96;80740.0
533;Males and females;2;18;1996/'97;71322.0
534;Males and females;2;18;1997/'98;91572.0
535;Males and females;2;18;1998/'99;97622.0
536;Males and females;2;18;1999/'00;98963.0
537;Males and females;2;18;2000/'01;100822.0
538;Males and females;2;18;2001/'02;102936.0
539;Males and females;2;18;2002/'03;104713.0
540;Males and females;2;18;2003/'04;100644.0
541;Males and females;2;18;2004/'05;101116.0
542;Males and females;2;18;2005/'06;98057.0
543;Males and females;2;18;2006/'07;106917.0
544;Males and females;2;18;2007/'08;116019.0
545;Males and females;2;18;2008/'09;114142.0
546;Males and females;2;19;1995/'96;215989.0
547;Males and females;2;19;1996/'97;219710.0
548;Males and females;2;19;1997/'98;222291.0
549;Males and females;2;19;1998/'99;228921.0
550;Males and females;2;19;1999/'00;231235.0
551;Males and females;2;19;2000/'01;230609.0
552;Males and females;2;19;2001/'02;231776.0
553;Males and females;2;19;2002/'03;240438.0
554;Males and females;2;19;2003/'04;253706.0
555;Males and females;2;19;2004/'05;267294.0
556;Males and females;2;19;2005/'06;278213.0
557;Males and females;2;19;2006/'07;285462.0
558;Males and females;2;19;2007/'08;292437.0
559;Males and females;2;19;2008/'09;305156.0
560;Males and females;2;20;1995/'96;29004.0
561;Males and females;2;20;1996/'97;29603.0
562;Males and females;2;20;1997/'98;30510.0
563;Males and females;2;20;1998/'99;33078.0
564;Males and females;2;20;1999/'00;37361.0
565;Males and females;2;20;2000/'01;41043.0
566;Males and females;2;20;2001/'02;42186.0
567;Males and females;2;20;2002/'03;43735.0
568;Males and females;2;20;2003/'04;45006.0
569;Males and females;2;20;2004/'05;44290.0
570;Males and females;2;20;2005/'06;42920.0
571;Males and females;2;20;2006/'07;42542.0
572;Males and females;2;20;2007/'08;42302.0
573;Males and females;2;20;2008/'09;43273.0
574;Males and females;2;21;1995/'96;145623.0
575;Males and females;2;21;1996/'97;138885.0
576;Males and females;2;21;1997/'98;137777.0
577;Males and females;2;21;1998/'99;138928.0
578;Males and females;2;21;1999/'00;141530.0
579;Males and females;2;21;2000/'01;146382.0
580;Males and females;2;21;2001/'02;152100.0
581;Males and females;2;21;2002/'03;160484.0
582;Males and females;2;21;2003/'04;169635.0
583;Males and females;2;21;2004/'05;176343.0
584;Males and females;2;21;2005/'06;178579.0
585;Males and females;2;21;2006/'07;181740.0
586;Males and females;2;21;2007/'08;188451.0
587;Males and females;2;21;2008/'09;197460.0
588;Males and females;2;22;1995/'96;8935.0
589;Males and females;2;22;1996/'97;9068.0
590;Males and females;2;22;1997/'98;9032.0
591;Males and females;2;22;1998/'99;9347.0
592;Males and females;2;22;1999/'00;10044.0
593;Males and females;2;22;2000/'01;10597.0
594;Males and females;2;22;2001/'02;10557.0
595;Males and females;2;22;2002/'03;10842.0
596;Males and females;2;22;2003/'04;11028.0
597;Males and females;2;22;2004/'05;10543.0
598;Males and females;2;22;2005/'06;9958.0
599;Males and females;2;22;2006/'07;9014.0
600;Males and females;2;22;2007/'08;8584.0
601;Males and females;2;22;2008/'09;8567.0
602;Males and females;2;2;1995/'96;350824.0
603;Males and females;2;2;1996/'97;339954.0
604;Males and females;2;2;1997/'98;336409.0
605;Males and females;2;2;1998/'99;330521.0
606;Males and females;2;2;1999/'00;355160.0
607;Males and females;2;2;2000/'01;375205.0
608;Males and females;2;2;2001/'02;384817.0
609;Males and females;2;2;2002/'03;370079.0
610;Males and females;2;2;2003/'04;356359.0
611;Males and females;2;2;2004/'05;315646.0
612;Males and females;2;2;2005/'06;328204.0
613;Males and females;2;2;2006/'07;330586.0
614;Males and females;2;2;2007/'08;341881.0
615;Males and females;2;2;2008/'09;330966.0
616;Males and females;3;1;1995/'96;1477384.0
617;Males and females;3;1;1996/'97;1501626.0
618;Males and females;3;1;1997/'98;1520061.0
619;Males and females;3;1;1998/'99;1533977.0
620;Males and females;3;1;1999/'00;1543382.0
621;Males and females;3;1;2000/'01;1546681.0
622;Males and females;3;1;2001/'02;1552461.0
623;Males and females;3;1;2002/'03;1550081.0
624;Males and females;3;1;2003/'04;1547725.0
625;Males and females;3;1;2004/'05;1548883.0
626;Males and females;3;1;2005/'06;1549470.0
627;Males and females;3;1;2006/'07;1548773.0
628;Males and females;3;1;2007/'08;1551823.0
629;Males and females;3;1;2008/'09;1553047.0
630;Males and females;3;3;1995/'96;1470287.0
631;Males and females;3;3;1996/'97;1495345.0
632;Males and females;3;3;1997/'98;1513955.0
633;Males and females;3;3;1998/'99;1526290.0
634;Males and females;3;3;1999/'00;1535865.0
635;Males and females;3;3;2000/'01;1538451.0
636;Males and females;3;3;2001/'02;1543525.0
637;Males and females;3;3;2002/'03;1540763.0
