ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
398;62-63 IT- en informatiedienstverlening;2006 4e kwartaal;103.8;12.4
399;62-63 IT- en informatiedienstverlening;2006;85.8;11.4
400;62-63 IT- en informatiedienstverlening;2007 1e kwartaal;93.1;12.5
401;62-63 IT- en informatiedienstverlening;2007 2e kwartaal;88.9;13.0
402;62-63 IT- en informatiedienstverlening;2007 3e kwartaal;88.4;13.6
403;62-63 IT- en informatiedienstverlening;2007 4e kwartaal;112.5;8.4
404;62-63 IT- en informatiedienstverlening;2007;95.7;11.6
405;62-63 IT- en informatiedienstverlening;2008 1e kwartaal;99.0;6.4
406;62-63 IT- en informatiedienstverlening;2008 2e kwartaal;96.8;8.9
407;62-63 IT- en informatiedienstverlening;2008 3e kwartaal;95.3;7.8
408;62-63 IT- en informatiedienstverlening;2008 4e kwartaal;117.8;4.7
409;62-63 IT- en informatiedienstverlening;2008;102.3;6.8
410;62-63 IT- en informatiedienstverlening;2009 1e kwartaal;104.1;5.2
411;62-63 IT- en informatiedienstverlening;2009 2e kwartaal;96.4;-0.5
412;62-63 IT- en informatiedienstverlening;2009 3e kwartaal;89.6;-6.1
413;62-63 IT- en informatiedienstverlening;2009 4e kwartaal;112.9;-4.2
414;62-63 IT- en informatiedienstverlening;2009;100.7;-1.5
415;62-63 IT- en informatiedienstverlening;2010 1e kwartaal;100.3;-3.7
416;62-63 IT- en informatiedienstverlening;2010 2e kwartaal;93.1;-3.4
417;62-63 IT- en informatiedienstverlening;2010 3e kwartaal;90.8;1.4
418;62-63 IT- en informatiedienstverlening;2010 4e kwartaal;115.8;2.6
419;62-63 IT- en informatiedienstverlening;2010;100.0;-0.7
420;62-63 IT- en informatiedienstverlening;2011 1e kwartaal;101.9;1.6
421;62-63 IT- en informatiedienstverlening;2011 2e kwartaal;96.5;3.6
422;62-63 IT- en informatiedienstverlening;2011 3e kwartaal;96.4;6.2
423;62-63 IT- en informatiedienstverlening;2011 4e kwartaal;118.5;2.3
424;62-63 IT- en informatiedienstverlening;2011;103.3;3.3
425;62-63 IT- en informatiedienstverlening;2012 1e kwartaal;101.6;-0.3
426;62-63 IT- en informatiedienstverlening;2012 2e kwartaal;94.5;-2.0
427;62-63 IT- en informatiedienstverlening;2012 3e kwartaal;93.6;-2.9
428;62-63 IT- en informatiedienstverlening;2012 4e kwartaal;109.5;-7.6
429;62-63 IT- en informatiedienstverlening;2012;99.8;-3.4
430;62-63 IT- en informatiedienstverlening;2013 1e kwartaal;96.6;-5.0
431;62-63 IT- en informatiedienstverlening;2013 2e kwartaal;94.0;-0.5
432;62-63 IT- en informatiedienstverlening;2013 3e kwartaal;93.2;-0.5
433;62-63 IT- en informatiedienstverlening;2013 4e kwartaal;113.5;3.6
434;62-63 IT- en informatiedienstverlening;2013;99.3;-0.5
435;62-63 IT- en informatiedienstverlening;2014 1e kwartaal;103.5;7.2
436;62-63 IT- en informatiedienstverlening;2014 2e kwartaal;101.1;7.5
437;62-63 IT- en informatiedienstverlening;2014 3e kwartaal;99.0;6.3
438;62-63 IT- en informatiedienstverlening;2014 4e kwartaal;121.9;7.4
439;62-63 IT- en informatiedienstverlening;2014;106.4;7.1
440;62-63 IT- en informatiedienstverlening;2015 1e kwartaal;109.8;6.1
441;62-63 IT- en informatiedienstverlening;2015 2e kwartaal;111.9;10.7
442;62-63 IT- en informatiedienstverlening;2015 3e kwartaal;108.7;9.8
443;62-63 IT- en informatiedienstverlening;2015 4e kwartaal;135.6;11.2
444;62-63 IT- en informatiedienstverlening;2015;116.5;9.5
445;62-63 IT- en informatiedienstverlening;2016 1e kwartaal;116.6;6.1
446;62-63 IT- en informatiedienstverlening;2016 2e kwartaal;113.4;1.4
447;62-63 IT- en informatiedienstverlening;2016 3e kwartaal;112.1;3.1
448;62-63 IT- en informatiedienstverlening;2016 4e kwartaal;137.3;1.3
449;62-63 IT- en informatiedienstverlening;2016;119.9;2.9
450;62-63 IT- en informatiedienstverlening;2017 1e kwartaal;123.0;5.5
451;62-63 IT- en informatiedienstverlening;2017 2e kwartaal;121.0;6.6
452;62-63 IT- en informatiedienstverlening;2017 3e kwartaal;122.7;9.5
453;62-63 IT- en informatiedienstverlening;2017 4e kwartaal;147.2;7.2
454;62-63 IT- en informatiedienstverlening;2017;128.5;7.2
455;62 IT-dienstverlening;2005 1e kwartaal;73.8;
456;62 IT-dienstverlening;2005 2e kwartaal;71.2;
457;62 IT-dienstverlening;2005 3e kwartaal;69.8;
458;62 IT-dienstverlening;2005 4e kwartaal;92.5;
459;62 IT-dienstverlening;2005;76.8;
460;62 IT-dienstverlening;2006 1e kwartaal;82.7;12.0
461;62 IT-dienstverlening;2006 2e kwartaal;78.3;9.9
462;62 IT-dienstverlening;2006 3e kwartaal;77.5;11.0
463;62 IT-dienstverlening;2006 4e kwartaal;104.0;12.4
464;62 IT-dienstverlening;2006;85.6;11.4
465;62 IT-dienstverlening;2007 1e kwartaal;93.0;12.5
466;62 IT-dienstverlening;2007 2e kwartaal;88.5;13.0
467;62 IT-dienstverlening;2007 3e kwartaal;88.0;13.6
468;62 IT-dienstverlening;2007 4e kwartaal;112.6;8.4
469;62 IT-dienstverlening;2007;95.5;11.6
470;62 IT-dienstverlening;2008 1e kwartaal;99.0;6.4
471;62 IT-dienstverlening;2008 2e kwartaal;96.4;8.9
472;62 IT-dienstverlening;2008 3e kwartaal;94.9;7.8
473;62 IT-dienstverlening;2008 4e kwartaal;118.0;4.7
474;62 IT-dienstverlening;2008;102.1;6.8
475;62 IT-dienstverlening;2009 1e kwartaal;104.2;5.3
476;62 IT-dienstverlening;2009 2e kwartaal;96.0;-0.4
477;62 IT-dienstverlening;2009 3e kwartaal;89.2;-6.0
478;62 IT-dienstverlening;2009 4e kwartaal;113.0;-4.2
479;62 IT-dienstverlening;2009;100.6;-1.4
480;62 IT-dienstverlening;2010 1e kwartaal;100.6;-3.5
481;62 IT-dienstverlening;2010 2e kwartaal;93.0;-3.2
482;62 IT-dienstverlening;2010 3e kwartaal;90.3;1.3
483;62 IT-dienstverlening;2010 4e kwartaal;116.2;2.9
484;62 IT-dienstverlening;2010;100.0;-0.6
485;62 IT-dienstverlening;2011 1e kwartaal;101.9;1.4
486;62 IT-dienstverlening;2011 2e kwartaal;96.1;3.4
487;62 IT-dienstverlening;2011 3e kwartaal;96.2;6.6
488;62 IT-dienstverlening;2011 4e kwartaal;118.5;1.9
489;62 IT-dienstverlening;2011;103.2;3.2
490;62 IT-dienstverlening;2012 1e kwartaal;101.1;-0.8
491;62 IT-dienstverlening;2012 2e kwartaal;93.4;-2.8
492;62 IT-dienstverlening;2012 3e kwartaal;92.7;-3.7
493;62 IT-dienstverlening;2012 4e kwartaal;108.3;-8.5
494;62 IT-dienstverlening;2012;98.9;-4.2
495;62 IT-dienstverlening;2013 1e kwartaal;95.4;-5.7
496;62 IT-dienstverlening;2013 2e kwartaal;92.5;-0.9
497;62 IT-dienstverlening;2013 3e kwartaal;91.8;-1.0
498;62 IT-dienstverlening;2013 4e kwartaal;112.3;3.6
499;62 IT-dienstverlening;2013;98.0;-0.9
500;62 IT-dienstverlening;2014 1e kwartaal;102.1;7.1
501;62 IT-dienstverlening;2014 2e kwartaal;99.6;7.6
502;62 IT-dienstverlening;2014 3e kwartaal;97.4;6.1
503;62 IT-dienstverlening;2014 4e kwartaal;119.8;6.7
504;62 IT-dienstverlening;2014;104.7;6.9
505;62 IT-dienstverlening;2015 1e kwartaal;107.2;5.0
506;62 IT-dienstverlening;2015 2e kwartaal;109.0;9.5
507;62 IT-dienstverlening;2015 3e kwartaal;105.3;8.2
508;62 IT-dienstverlening;2015 4e kwartaal;132.0;10.2
509;62 IT-dienstverlening;2015;113.4;8.3
510;62 IT-dienstverlening;2016 1e kwartaal;113.0;5.5
511;62 IT-dienstverlening;2016 2e kwartaal;109.6;0.5
512;62 IT-dienstverlening;2016 3e kwartaal;108.1;2.6
513;62 IT-dienstverlening;2016 4e kwartaal;132.9;0.7
514;62 IT-dienstverlening;2016;115.9;2.2
515;62 IT-dienstverlening;2017 1e kwartaal;118.4;4.7
516;62 IT-dienstverlening;2017 2e kwartaal;115.9;5.8
517;62 IT-dienstverlening;2017 3e kwartaal;114.9;6.3
518;62 IT-dienstverlening;2017 4e kwartaal;141.0;6.1
519;62 IT-dienstverlening;2017;122.5;5.7
520;63 Diensten op het gebied van informatie;2005 1e kwartaal;74.2;
521;63 Diensten op het gebied van informatie;2005 2e kwartaal;76.2;
522;63 Diensten op het gebied van informatie;2005 3e kwartaal;74.9;
523;63 Diensten op het gebied van informatie;2005 4e kwartaal;91.0;
524;63 Diensten op het gebied van informatie;2005;79.1;
525;63 Diensten op het gebied van informatie;2006 1e kwartaal;83.1;12.0
526;63 Diensten op het gebied van informatie;2006 2e kwartaal;83.8;9.9
527;63 Diensten op het gebied van informatie;2006 3e kwartaal;83.1;11.0
528;63 Diensten op het gebied van informatie;2006 4e kwartaal;102.3;12.4
529;63 Diensten op het gebied van informatie;2006;88.1;11.4
530;63 Diensten op het gebied van informatie;2007 1e kwartaal;93.5;12.5
531;63 Diensten op het gebied van informatie;2007 2e kwartaal;94.7;13.0
532;63 Diensten op het gebied van informatie;2007 3e kwartaal;94.4;13.6
533;63 Diensten op het gebied van informatie;2007 4e kwartaal;110.8;8.4
534;63 Diensten op het gebied van informatie;2007;98.3;11.7
535;63 Diensten op het gebied van informatie;2008 1e kwartaal;99.4;6.4
536;63 Diensten op het gebied van informatie;2008 2e kwartaal;103.1;8.9
537;63 Diensten op het gebied van informatie;2008 3e kwartaal;101.8;7.8
538;63 Diensten op het gebied van informatie;2008 4e kwartaal;116.0;4.7
539;63 Diensten op het gebied van informatie;2008;105.1;6.9
540;63 Diensten op het gebied van informatie;2009 1e kwartaal;103.7;4.2
541;63 Diensten op het gebied van informatie;2009 2e kwartaal;102.0;-1.2
542;63 Diensten op het gebied van informatie;2009 3e kwartaal;95.5;-6.2
543;63 Diensten op het gebied van informatie;2009 4e kwartaal;111.2;-4.2
544;63 Diensten op het gebied van informatie;2009;103.1;-1.9
545;63 Diensten op het gebied van informatie;2010 1e kwartaal;96.2;-7.2
546;63 Diensten op het gebied van informatie;2010 2e kwartaal;94.9;-6.9
547;63 Diensten op het gebied van informatie;2010 3e kwartaal;98.3;3.0
548;63 Diensten op het gebied van informatie;2010 4e kwartaal;110.5;-0.6
549;63 Diensten op het gebied van informatie;2010;100.0;-3.0
550;63 Diensten op het gebied van informatie;2011 1e kwartaal;101.8;5.7
551;63 Diensten op het gebied van informatie;2011 2e kwartaal;101.7;7.2
552;63 Diensten op het gebied van informatie;2011 3e kwartaal;99.2;0.8
553;63 Diensten op het gebied van informatie;2011 4e kwartaal;119.2;7.8
554;63 Diensten op het gebied van informatie;2011;105.5;5.5
555;63 Diensten op het gebied van informatie;2012 1e kwartaal;108.7;6.8
556;63 Diensten op het gebied van informatie;2012 2e kwartaal;110.1;8.2
557;63 Diensten op het gebied van informatie;2012 3e kwartaal;107.2;8.2
558;63 Diensten op het gebied van informatie;2012 4e kwartaal;125.7;5.4
559;63 Diensten op het gebied van informatie;2012;112.9;7.1
560;63 Diensten op het gebied van informatie;2013 1e kwartaal;113.9;4.8
561;63 Diensten op het gebied van informatie;2013 2e kwartaal;115.4;4.8
562;63 Diensten op het gebied van informatie;2013 3e kwartaal;113.3;5.6
563;63 Diensten op het gebied van informatie;2013 4e kwartaal;130.5;3.9
564;63 Diensten op het gebied van informatie;2013;118.3;4.7
565;63 Diensten op het gebied van informatie;2014 1e kwartaal;123.3;8.3
566;63 Diensten op het gebied van informatie;2014 2e kwartaal;122.6;6.2
567;63 Diensten op het gebied van informatie;2014 3e kwartaal;122.6;8.3
568;63 Diensten op het gebied van informatie;2014 4e kwartaal;152.8;17.0
569;63 Diensten op het gebied van informatie;2014;130.3;10.2
570;63 Diensten op het gebied van informatie;2015 1e kwartaal;147.2;19.3
571;63 Diensten op het gebied van informatie;2015 2e kwartaal;152.9;24.8
572;63 Diensten op het gebied van informatie;2015 3e kwartaal;157.0;28.0
573;63 Diensten op het gebied van informatie;2015 4e kwartaal;187.5;22.7
574;63 Diensten op het gebied van informatie;2015;161.1;23.6
575;63 Diensten op het gebied van informatie;2016 1e kwartaal;166.8;13.3
576;63 Diensten op het gebied van informatie;2016 2e kwartaal;168.3;10.0
577;63 Diensten op het gebied van informatie;2016 3e kwartaal;169.3;7.9
578;63 Diensten op het gebied van informatie;2016 4e kwartaal;200.2;6.8
579;63 Diensten op het gebied van informatie;2016;176.2;9.3
580;63 Diensten op het gebied van informatie;2017 1e kwartaal;189.8;13.8
581;63 Diensten op het gebied van informatie;2017 2e kwartaal;193.1;14.8
582;63 Diensten op het gebied van informatie;2017 3e kwartaal;234.2;38.3
583;63 Diensten op het gebied van informatie;2017 4e kwartaal;236.5;18.1
584;63 Diensten op het gebied van informatie;2017;213.4;21.1
