ID;Perioden;TotaalUitgaven_1;TotaalGewoneUitgaven_2;EuropeseGemeenschap_3;ProvinciesEnProvinciefonds_4;GemeentenEnGemeentefonds_5;Defensie_6;Onderwijs_7;Renten_8;BuitengewoneUitgaven_9;TotaalInkomsten_10;TotaalGewoneInkomsten_11;Belastingopbrengsten_12;TotaalBuitengewoneInkomsten_13;Belastingopbrengsten_14;TotaalOpBasisRekeningenstelsel_15;NietEerderGenoemdeUitgavenInkomsten_16;TotaalAlleUitgavenInkomsten_17;Kapitaalmarkt_18;GeldmarktEnEigenLiquiditeiten_19;ExclusiefSchadeverplichtingen_20;InclusiefSchadeverplichtingen_21;Binnenland_22;Buitenland_23;Binnenland_24;Buitenland_25;TotaalUitgaven_26;Inkomensoverdrachten_27;TotaalInkomsten_28;Heffingen_29;TotaalUitgaven_30;GewoneUitgaven_31;BuitengewoneUitgaven_32;TotaalInkomsten_33;TotaalGewoneInkomsten_34;DoorDeProvincieZelfGeindeBelasting_35;DoorHetRijkGeindeBelastingen_36;UitkeringUitHetProvincieFonds_37;BuitengewoneInkomsten_38;SaldoVanUitgavenEnInkomsten_39;Kapitaalmarkt_40;GeldmarktEnEigenLiquiditeiten_41;TotaalSchuldOp31December_42;Gevestigd_43;NettoVlottend_44;TotaalUitgaven_45;TotaalGewoneUitgaven_46;Werkgemeenschappen_47;BuitengewoneUitgaven_48;TotaalInkomsten_49;TotaalGewoneInkomsten_50;Werkgemeenschappen_51;BuitengewoneInkomsten_52;Kapitaalmarkt_53;GeldmarktEnEigenLiquiditeiten_54;TotaalSchuldOp31December_55;Gevestigd_56;NettoVlottend_57;TotaalUitgaven_58;GewoneUitgaven_59;BuitengewoneUitgaven_60;TotaalInkomsten_61;TotaalGewoneInkomsten_62;DoorDeGemeenteGeindeBelastingen_63;DoorHetRijkGeindeBelastingen_64;UitkeringUitGemeentefonds_65;BuitengewoneInkomsten_66;SaldoVanUitgavenEnInkomsten_67;Kapitaalmarkt_68;GeldmarktEnEigenLiquiditeiten_69;TotaalSchuldOp31December_70;Gevestigd_71;NettoVlottend_72;TotaalUitgaven_73;GewoneUitgaven_74;Buitengewoon_75;TotaalInkomsten_76;GewoneInkomsten_77;OmslagVerontreinigingsheffing_78;BuitengewoneInkomsten_79;SaldoVanUitgavenEnInkomsten_80;Kapitaalmarkt_81;GeldmarktEnEigenLiquiditeiten_82;TotaalSchuldOp31December_83;Gevestigd_84;Vlottend_85;BelastinguitkeringAanDeProvincies_86;AandeelInDeGeindeRijksbelasting_87;SaldoVanUitgavenEnInkomsten_88;TotaalUitgaven_89;GewoneUitgaven_90;BuitengewoneUitgaven_91;TotaalInkomsten_92;TotaalGewoneInkomsten_93;AandeelInDeGeindeRijksbelasting_94;UitkeringLagerOnderwijs_95;BuitengewoneInkomsten_96;SaldoVanUitgavenEnInkomsten_97;GeaccumuleerdeSaldi_98;TotaleOpbrengstVanAlleBelastingen_99;BelastingenOpInkomenEnVermogen_100;KostprijsverhogendeBelastingen_101;BuitengewoneHeffingen_102;HetRijkDeRijksfondsenEnEG_103;ProvinciesEnProvinciefonds_104;GemeentenEnGemeentefondsen_105;Waterschappen_106;TotaleSchuldOverheid_107;Gemeenten_108;HetRijk_109;Provincies_110;Waterschappen_111;GecorrigeerdVoorOnderlVerhoudingen_112;TotaalKapitaaluitgaven_113;Investeringen_114;Kapitaalinkomsten_115;TotaalKapitaaluitgaven_116;Investeringen_117;Kapitaalinkomsten_118;TotaalKapitaaluitgaven_119;Investeringen_120;Kapitaalinkomsten_121
0;1899;68;;;;;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1900;70;66.0;;;;19.0;5.0;16.0;2.0;70.0;70.0;54.0;0.0;;2.0;;2.0;;-1.0;0.0;;519.0;;;;;;;;2.0;;;2.0;;0.0;1.0;;;0.0;;0.0;;7.0;;;;;;;;;;;;;;;39.0;39.0;;34.0;34.0;8.0;4.0;6.0;;-5.0;;;116.0;116.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.0;26.0;41.0;;54.0;1.0;11.0;;642.0;116.0;519.0;7.0;;;;;;;;;;;
2;1901;69;;;;;18.0;;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1902;74;;;;;18.0;;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1903;74;;;;;19.0;;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1904;79;;;;;21.0;;18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1905;79;75.0;;;;20.0;7.0;17.0;2.0;80.0;79.0;60.0;1.0;;2.0;-18.0;-16.0;17.0;-2.0;525.0;525.0;520.0;;5.0;;;;;;4.0;;;3.0;;0.0;2.0;;;-1.0;;1.0;;8.0;;;;;;;;;;;;;;;50.0;50.0;;41.0;41.0;10.0;5.0;7.0;;-10.0;;;151.0;151.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.0;30.0;46.0;;60.0;2.0;15.0;;684.0;151.0;525.0;8.0;;;;;;;;;;;
7;1906;81;;;;;20.0;;18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1907;83;;;;;20.0;;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1908;88;;;;;21.0;;19.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1909;89;;;;;21.0;;18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1910;93;87.0;;;;22.0;14.0;19.0;3.0;91.0;90.0;69.0;0.0;;0.0;;0.0;-2.0;2.0;521.0;521.0;507.0;;15.0;;;;;;4.0;;;4.0;;0.0;2.0;;;0.0;;0.0;;11.0;;;;;;;;;;;;;;;70.0;70.0;;64.0;64.0;13.0;5.0;5.0;;-6.0;;;188.0;188.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;89.0;37.0;52.0;;69.0;2.0;18.0;;720.0;188.0;521.0;11.0;;;;;;;;;;;
12;1911;94;;;;;22.0;;19.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;1912;102;;;;;22.0;;21.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1913;108;;;;;24.0;;22.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1914;161;146.0;;;;59.0;;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1915;230;206.0;;;;110.0;16.0;19.0;25.0;131.0;112.0;88.0;19.0;;-99.0;;-99.0;122.0;-23.0;713.0;713.0;638.0;;75.0;;;;;;8.0;4.0;4.0;6.0;5.0;0.0;3.0;;2.0;-2.0;2.0;0.0;;17.0;;;;;;;;;;;;;;;110.0;110.0;;92.0;92.0;18.0;6.0;5.0;;-19.0;;;259.0;259.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;116.0;56.0;60.0;;88.0;3.0;25.0;;988.0;259.0;713.0;17.0;;;;;;;;;;;
17;1916;246;231.0;;;;128.0;;24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;1917;319;301.0;;;;142.0;;28.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1918;487;451.0;;;;190.0;;31.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1919;387;334.0;;;;93.0;;46.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1920;424;349.0;;;;57.0;58.0;49.0;75.0;416.0;411.0;338.0;5.0;;-8.0;;-8.0;173.0;-165.0;1252.0;1252.0;1160.0;;92.0;;;;;;38.0;15.0;22.0;23.0;17.0;0.0;10.0;;6.0;-15.0;18.0;-4.0;;66.0;;;;;;;;;;;;;;;385.0;385.0;;351.0;351.0;90.0;14.0;6.0;;-34.0;;;438.0;438.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;451.0;239.0;136.0;75.0;338.0;10.0;103.0;;1757.0;438.0;1252.0;66.0;;;;;;;;;;;
22;1921;468;340.0;;;;51.0;;56.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;1922;510;427.0;;;;46.0;;62.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;1923;366;315.0;;;;41.0;;64.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;1924;334;297.0;;;;41.0;;64.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;1925;317;289.0;;;;40.0;67.0;62.0;29.0;353.0;335.0;245.0;18.0;;36.0;;36.0;-21.0;-15.0;1316.0;1316.0;1306.0;;10.0;;;;;;33.0;22.0;11.0;30.0;21.0;0.0;8.0;;9.0;-3.0;-1.0;4.0;;78.0;;;;;;;;;;;;;;;496.0;202.0;294.0;333.0;148.0;71.0;26.0;;185.0;-162.0;;;870.0;870.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;351.0;212.0;139.0;0.0;245.0;9.0;97.0;;2264.0;870.0;1316.0;78.0;;;;;;;;;;;
27;1926;313;295.0;;;;40.0;;59.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;1927;293;277.0;;;;39.0;;57.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;1928;317;282.0;;;;39.0;;55.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;1929;331;300.0;;;;37.0;;51.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;1930;335;299.0;;;;39.0;68.0;49.0;36.0;355.0;324.0;265.0;31.0;;20.0;;20.0;-35.0;15.0;1079.0;1079.0;1084.0;;5.0;;;;;;56.0;32.0;24.0;50.0;36.0;0.0;9.0;;14.0;-5.0;2.0;3.0;106.0;109.0;-3.0;;;;;;;;;;;;;;412.0;276.0;137.0;360.0;225.0;86.0;30.0;9.0;135.0;-52.0;;;1089.0;1052.0;37.0;;;;;;;;;;;;;;;;;;;;;;;;;;;390.0;227.0;163.0;0.0;265.0;10.0;116.0;;2273.0;1089.0;1079.0;106.0;;;;;;;;;;;
32;1931;393;310.0;;;;40.0;;48.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;1932;401;327.0;;;;38.0;;49.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;1933;451;358.0;;;;35.0;;49.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;1934;449;407.0;;;;34.0;;55.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;1935;449;385.0;;;;34.0;62.0;54.0;64.0;402.0;369.0;226.0;33.0;;-47.0;;-47.0;4.0;43.0;1408.0;1408.0;1228.0;;180.0;;;;;;53.0;28.0;25.0;54.0;38.0;0.0;8.0;;16.0;0.0;1.0;-2.0;134.0;134.0;0.0;;;;;;;;;;;;;;391.0;332.0;59.0;402.0;325.0;15.0;61.0;69.0;77.0;11.0;;;1223.0;1150.0;73.0;;;;;;;;;;;;;;;;;110.0;95.0;15.0;53.0;80.0;51.0;;19.0;-7.0;-7.0;365.0;174.0;191.0;0.0;226.0;8.0;130.0;;2765.0;1223.0;1408.0;134.0;;;;;;;;;;;
37;1936;424;375.0;;;;39.0;62.0;54.0;49.0;418.0;370.0;230.0;48.0;;-6.0;;-6.0;73.0;-67.0;1442.0;1442.0;1302.0;;139.0;;;;;;51.0;27.0;25.0;48.0;34.0;0.0;8.0;;15.0;-3.0;4.0;0.0;134.0;138.0;-4.0;;;;;;;;;;;;;;396.0;333.0;64.0;383.0;296.0;15.0;55.0;70.0;88.0;-13.0;;;1227.0;1180.0;48.0;;;;;;;;;;;;34.0;;;;;101.0;96.0;5.0;92.0;80.0;50.0;;12.0;-9.0;-15.0;359.0;169.0;191.0;0.0;230.0;8.0;122.0;;2837.0;1227.0;1442.0;134.0;34.0;;;;;;;;;;
38;1937;426;365.0;;;;43.0;57.0;57.0;60.0;428.0;393.0;264.0;34.0;;2.0;-201.0;-199.0;175.0;24.0;1678.0;1678.0;1476.0;;202.0;;;;;;65.0;29.0;36.0;68.0;34.0;0.0;8.0;;33.0;3.0;-2.0;-1.0;133.0;134.0;-1.0;;;;;;;;;;;;;;424.0;315.0;109.0;420.0;301.0;15.0;58.0;63.0;118.0;-4.0;;;1239.0;1186.0;53.0;;;;;;7.0;;;;;;34.0;;;;;96.0;89.0;7.0;95.0;82.0;53.0;;13.0;-1.0;-16.0;405.0;183.0;222.0;0.0;264.0;9.0;125.0;7.0;3084.0;1239.0;1678.0;133.0;34.0;2808.0;;;;;;;;;
39;1938;474;362.0;;;;52.0;59.0;50.0;113.0;461.0;398.0;272.0;63.0;;-14.0;;-14.0;-22.0;36.0;1615.0;1633.0;1458.0;;176.0;;;;;;61.0;30.0;31.0;62.0;36.0;0.0;9.0;;26.0;1.0;0.0;-1.0;130.0;134.0;-4.0;;;;;;;;;;;;;;426.0;324.0;102.0;417.0;311.0;16.0;60.0;67.0;106.0;-9.0;;;1250.0;1192.0;58.0;;;;;;7.0;;;;;;34.0;;;;;102.0;91.0;10.0;103.0;85.0;56.0;;17.0;1.0;-15.0;420.0;198.0;222.0;0.0;272.0;9.0;132.0;7.0;3047.0;1250.0;1633.0;130.0;34.0;2771.0;;;;;;;;;
40;1939;536;400.0;;;;63.0;64.0;53.0;136.0;486.0;428.0;293.0;58.0;;-50.0;;-50.0;30.0;81.0;1799.0;1799.0;1425.0;;374.0;;;;;;49.0;29.0;20.0;54.0;34.0;0.0;9.0;;18.0;4.0;-3.0;-1.0;130.0;135.0;-5.0;;;;;;;;;;;;;;446.0;347.0;99.0;431.0;328.0;15.0;62.0;61.0;103.0;-15.0;;;1258.0;1211.0;47.0;;;;;;7.0;;;;;;33.0;;;;;104.0;89.0;15.0;103.0;88.0;59.0;;15.0;-2.0;-17.0;444.0;203.0;241.0;;293.0;9.0;136.0;7.0;3220.0;1258.0;1799.0;130.0;33.0;2937.0;;;;;;;;;
41;1940;1048;430.0;;;;75.0;65.0;64.0;618.0;604.0;452.0;310.0;152.0;;-444.0;;-444.0;208.0;236.0;2253.0;2253.0;1628.0;;625.0;;;;;;48.0;29.0;19.0;49.0;34.0;0.0;9.0;;15.0;2.0;-4.0;2.0;125.0;130.0;-5.0;;;;;;;;;;;;;;473.0;368.0;105.0;463.0;357.0;15.0;64.0;57.0;106.0;-10.0;;;1278.0;1229.0;67.0;;;;;;8.0;;;;;;33.0;;;;;104.0;85.0;19.0;100.0;87.0;60.0;;13.0;-4.0;-21.0;465.0;226.0;239.0;;310.0;9.0;138.0;8.0;3690.0;1278.0;2253.0;125.0;33.0;3400.0;;;;;;;;;
42;1941;1664;514.0;;;;39.0;65.0;85.0;1149.0;881.0;688.0;518.0;193.0;;-782.0;;-782.0;390.0;392.0;2923.0;2923.0;2025.0;;898.0;;;;;;52.0;29.0;23.0;49.0;35.0;0.0;9.0;;14.0;-3.0;4.0;-1.0;129.0;134.0;-5.0;;;;;;;;;;;;;;528.0;386.0;142.0;495.0;390.0;16.0;44.0;74.0;105.0;-33.0;;;1280.0;1201.0;79.0;;;;;;8.0;;;;;;32.0;;;;;134.0;112.0;22.0;142.0;119.0;76.0;;23.0;8.0;-14.0;682.0;388.0;293.0;0.0;518.0;9.0;147.0;8.0;4365.0;1280.0;2923.0;129.0;32.0;4074.0;;;;;;;;;
43;1942;1576;583.0;;;;52.0;69.0;108.0;994.0;927.0;849.0;672.0;77.0;;-650.0;;-650.0;393.0;257.0;3615.0;3615.0;2420.0;;1196.0;;;;;;47.0;30.0;17.0;51.0;37.0;0.0;10.0;;15.0;5.0;-3.0;-1.0;128.0;132.0;-4.0;;;;;;;;;;;;;;491.0;385.0;106.0;501.0;398.0;16.0;58.0;49.0;103.0;10.0;;;1271.0;1173.0;98.0;;;;;;9.0;;;;;;31.0;;;;;64.0;47.0;5.0;51.0;69.0;43.0;;5.0;;2.0;807.0;473.0;333.0;1.0;672.0;10.0;116.0;9.0;5046.0;1271.0;3615.0;128.0;31.0;4754.0;;;;;;;;;
44;1943;1673;705.0;;;;66.0;70.0;128.0;967.0;975.0;861.0;663.0;114.0;;-698.0;;-698.0;358.0;340.0;4285.0;4285.0;2778.0;;1506.0;;;;;;52.0;31.0;21.0;59.0;38.0;0.0;7.0;;21.0;7.0;-6.0;-1.0;124.0;129.0;-5.0;;;;;;;;;;;;;;485.0;381.0;104.0;460.0;342.0;17.0;59.0;48.0;118.0;-25.0;;;1275.0;1177.0;98.0;;;;;;9.0;;;;;;30.0;;;;;64.0;60.0;5.0;74.0;69.0;43.0;;5.0;10.0;12.0;794.0;491.0;307.0;;663.0;7.0;120.0;9.0;5714.0;1275.0;4285.0;124.0;30.0;5429.0;;;;;;;;;
45;1944;1943;755.0;;;;58.0;72.0;170.0;1188.0;906.0;789.0;615.0;118.0;;-1036.0;;-1036.0;-111.0;1147.0;5364.0;5364.0;2668.0;2.0;2629.0;64.0;;;;;57.0;34.0;23.0;57.0;39.0;0.0;7.0;;19.0;0.0;-3.0;3.0;114.0;126.0;-11.0;;;;;;;;;;;;;;560.0;468.0;92.0;526.0;427.0;16.0;50.0;46.0;98.0;-34.0;;;1282.0;1169.0;113.0;;;;;;10.0;;;;;;27.0;;;;;70.0;66.0;5.0;69.0;64.0;36.0;;5.0;-1.0;10.0;736.0;466.0;270.0;;615.0;7.0;103.0;10.0;6788.0;1282.0;5364.0;114.0;27.0;6492.0;;;;;;;;;
46;1945;2014;1866.0;;;;152.0;84.0;209.0;148.0;582.0;479.0;293.0;103.0;;-1433.0;;-1433.0;-123.0;1556.0;6601.0;9358.0;2617.0;261.0;3513.0;210.0;;;;;60.0;38.0;22.0;59.0;44.0;0.0;9.0;;15.0;-1.0;0.0;2.0;118.0;125.0;-7.0;;;;;;;;;;;;;;798.0;661.0;137.0;674.0;572.0;19.0;53.0;47.0;103.0;-124.0;;;1354.0;1170.0;184.0;;;;;;10.0;;;;;;25.0;;;;;84.0;80.0;5.0;80.0;75.0;28.0;;5.0;-5.0;6.0;412.0;205.0;207.0;;293.0;9.0;100.0;10.0;10855.0;1354.0;9358.0;118.0;25.0;10012.0;;;;;;;;;
47;1946;2042;1836.0;;;;313.0;113.0;187.0;207.0;1740.0;1689.0;1099.0;51.0;;-303.0;;-303.0;721.0;-418.0;7166.0;9693.0;3249.0;464.0;3307.0;146.0;;;;;65.0;40.0;25.0;64.0;45.0;0.0;10.0;;19.0;1.0;-2.0;3.0;118.0;120.0;-3.0;;;;;;;;;;;;;;839.0;650.0;189.0;748.0;590.0;24.0;89.0;44.0;158.0;-91.0;;;1372.0;1149.0;223.0;;;;;;11.0;;;;;29.0;25.0;3.0;;;;85.0;80.0;5.0;112.0;107.0;60.0;;5.0;31.0;33.0;1293.0;844.0;450.0;;1099.0;10.0;173.0;11.0;11211.0;1372.0;9693.0;118.0;29.0;10364.0;;;;;;;;;
48;1947;2312;2037.0;;;;328.0;124.0;243.0;275.0;1957.0;1911.0;1510.0;46.0;;-355.0;-1984.0;-2339.0;-72.0;2410.0;9734.0;11961.0;3221.0;463.0;5540.0;55.0;;;;;86.0;45.0;41.0;80.0;55.0;0.0;11.0;;25.0;-5.0;8.0;-3.0;119.0;123.0;-4.0;;;;;;;;;;;;;;979.0;643.0;336.0;844.0;424.0;25.0;62.0;64.0;421.0;-135.0;;;1434.0;1289.0;146.0;;;;;;13.0;;;;;31.0;26.0;5.0;;;;98.0;93.0;5.0;135.0;85.0;83.0;;5.0;38.0;70.0;1705.0;1058.0;602.0;45.0;1510.0;11.0;171.0;13.0;13546.0;1434.0;11961.0;119.0;31.0;12700.0;;;;;;;;;
49;1948;2364;2119.0;;;;481.0;119.0;247.0;245.0;2947.0;2850.0;2439.0;97.0;;584.0;-818.0;-234.0;917.0;-683.0;9292.0;11264.0;3270.0;851.0;4899.0;272.0;;;;;61.0;29.0;32.0;50.0;31.0;0.0;12.0;9.0;19.0;-11.0;10.0;2.0;128.0;130.0;-2.0;;;;;;;;;;;;;;1240.0;751.0;489.0;968.0;580.0;28.0;66.0;157.0;388.0;-271.0;;;1600.0;1438.0;162.0;;;;;;14.0;;;;;35.0;28.0;7.0;9.0;10.0;1.0;162.0;160.0;2.0;197.0;195.0;195.0;;2.0;35.0;105.0;2813.0;1025.0;858.0;930.0;2492.0;20.0;287.0;14.0;13027.0;1600.0;11264.0;128.0;35.0;12087.0;;;;;;;;;
50;1949;2021;1865.0;;;;308.0;125.0;234.0;156.0;2630.0;2566.0;1946.0;64.0;;609.0;-28.0;580.0;358.0;-938.0;10145.0;11930.0;3509.0;1326.0;4976.0;334.0;;;;;66.0;32.0;34.0;53.0;34.0;0.0;12.0;9.0;20.0;-13.0;12.0;1.0;133.0;142.0;-9.0;;;;;;;;;;;;;;1160.0;639.0;520.0;916.0;427.0;29.0;74.0;154.0;490.0;-244.0;;;1845.0;1640.0;204.0;;;;;;15.0;;;;;38.0;30.0;8.0;9.0;11.0;2.0;156.0;156.0;0.0;207.0;207.0;207.0;;0.0;51.0;157.0;2320.0;1133.0;931.0;256.0;1930.0;22.0;353.0;15.0;13946.0;1845.0;11930.0;133.0;38.0;12989.0;;;;;;;;;
51;1950;2254;1872.0;;;;363.0;144.0;228.0;383.0;2545.0;2347.0;1872.0;198.0;;290.0;-2.0;289.0;380.0;-669.0;9679.0;11306.0;3820.0;1402.0;4207.0;250.0;;;;;63.0;27.0;35.0;59.0;34.0;0.0;12.0;14.0;25.0;-4.0;1.0;2.0;134.0;144.0;-10.0;;;;;;;;;;;;;;;645.0;;;409.0;29.0;110.0;159.0;;;;;2126.0;1869.0;257.0;;;;;;15.0;;;;;39.0;32.0;8.0;14.0;13.0;-1.0;160.0;160.0;0.0;173.0;173.0;173.0;;0.0;14.0;170.0;2275.0;1166.0;1066.0;44.0;1883.0;24.0;353.0;15.0;13606.0;2126.0;11306.0;134.0;39.0;12619.0;;;;;;;;;
52;1951;2804;2157.0;;27.0;379.0;500.0;178.0;224.0;647.0;3078.0;2730.0;2501.0;348.0;79.0;727.0;52.0;779.0;125.0;-450.0;9529.0;10959.0;3976.0;1372.0;3957.0;223.0;;;;;62.0;31.0;31.0;64.0;37.0;0.0;12.0;16.0;27.0;2.0;1.0;-3.0;141.0;145.0;-5.0;;;;;;;;;;;;;;;674.0;;;645.0;30.0;37.0;308.0;;;;;2334.0;1881.0;453.0;;;;;;17.0;;;;;40.0;32.0;9.0;16.0;15.0;0.0;224.0;224.0;0.0;317.0;317.0;262.0;;0.0;93.0;263.0;2627.0;1333.0;1257.0;37.0;2174.0;27.0;409.0;17.0;13475.0;2334.0;10959.0;141.0;40.0;12426.0;;;;;;;;;
