ID;Sectoren;Perioden;BrutoToegevoegdeWaardeBbp_1;ToegevoegdeWaardeNetto_2;SaldoGoederenEnDienstentransacties_3;ExploitatieoverschotNetto_4;SaldoPrimaireInkomensNetto_5;BeschikbaarInkomenNetto_6;AlternatiefBeschikbaarInkomenNetto_7;BesparingenNetto_8;SaldoLopendeTransactiesBuitenland_9;SaldoNettoBespEnKapitaaloverdr_10;Vorderingensaldo_11;VeranderingInFinancieelVermogen_12;StatistischVerschil_13;FinancieelVermogen_14
120;Financiële instellingen;2002 4e kwartaal;;;;;;;;;;;;;;
121;Financiële instellingen;2002;;;;;;;;;;;;;;
122;Financiële instellingen;2003 1e kwartaal;;;;;;;;;;;;;;
123;Financiële instellingen;2003 2e kwartaal;;;;;;;;;;;;;;
124;Financiële instellingen;2003 3e kwartaal;;;;;;;;;;;;;;
125;Financiële instellingen;2003 4e kwartaal;;;;;;;;;;;;;;
126;Financiële instellingen;2003;;;;;;;;;;;;;;
127;Financiële instellingen;2004 1e kwartaal;;;;;;;;;;;;;;
128;Financiële instellingen;2004 2e kwartaal;;;;;;;;;;;;;;
129;Financiële instellingen;2004 3e kwartaal;;;;;;;;;;;;;;
130;Financiële instellingen;2004 4e kwartaal;;;;;;;;;;;;;;
131;Financiële instellingen;2004;;;;;;;;;;;;;;
132;Financiële instellingen;2005 1e kwartaal;8410.0;7332.0;;3553.0;3757.0;7370.0;;2614.0;;2640.0;3525.0;3543.0;18.0;-69140.0
133;Financiële instellingen;2005 2e kwartaal;8501.0;7374.0;;3125.0;932.0;7587.0;;-412.0;;-380.0;-485.0;-469.0;16.0;-59827.0
134;Financiële instellingen;2005 3e kwartaal;8855.0;7698.0;;3967.0;-18.0;4270.0;;-1387.0;;-1354.0;230.0;-222.0;-452.0;-68997.0
135;Financiële instellingen;2005 4e kwartaal;8071.0;6824.0;;2683.0;4810.0;9038.0;;3468.0;;3501.0;4529.0;4947.0;418.0;-84756.0
136;Financiële instellingen;2005;33837.0;29228.0;;13328.0;9481.0;28265.0;;4283.0;;4407.0;7799.0;7799.0;0.0;-84756.0
137;Financiële instellingen;2006 1e kwartaal;8573.0;7408.0;;3200.0;5493.0;9034.0;;4182.0;;4234.0;5183.0;5027.0;-156.0;-67288.0
138;Financiële instellingen;2006 2e kwartaal;8171.0;7030.0;;2705.0;1905.0;7813.0;;451.0;;479.0;854.0;809.0;-45.0;-47054.0
139;Financiële instellingen;2006 3e kwartaal;6962.0;5815.0;;1814.0;3592.0;8077.0;;2390.0;;2418.0;2289.0;2149.0;-140.0;-86786.0
140;Financiële instellingen;2006 4e kwartaal;7371.0;6177.0;;1894.0;3896.0;5666.0;;2317.0;;2340.0;2215.0;2556.0;341.0;-70888.0
141;Financiële instellingen;2006;31077.0;26430.0;;9613.0;14886.0;30590.0;;9340.0;;9471.0;10541.0;10541.0;0.0;-70888.0
142;Financiële instellingen;2007 1e kwartaal;7248.0;6041.0;;1672.0;4677.0;9887.0;;3665.0;;3688.0;4114.0;4114.0;0.0;-56096.0
143;Financiële instellingen;2007 2e kwartaal;7126.0;5926.0;;1266.0;-2515.0;3360.0;;-4054.0;;-4050.0;-2958.0;-2958.0;0.0;-58723.0
144;Financiële instellingen;2007 3e kwartaal;6951.0;5760.0;;1609.0;4714.0;8095.0;;3489.0;;3493.0;3339.0;3339.0;0.0;-43224.0
145;Financiële instellingen;2007 4e kwartaal;7282.0;6144.0;;1475.0;2456.0;5259.0;;948.0;;951.0;2597.0;2597.0;0.0;-52100.0
146;Financiële instellingen;2007;28607.0;23871.0;;6022.0;9332.0;26601.0;;4048.0;;4082.0;7092.0;7092.0;0.0;-52100.0
147;Financiële instellingen;2008 1e kwartaal;7859.0;6692.0;;2186.0;-1363.0;4110.0;;-2244.0;;-2234.0;-2067.0;-2067.0;0.0;-62593.0
148;Financiële instellingen;2008 2e kwartaal;7402.0;6144.0;;1390.0;-2462.0;3871.0;;-3555.0;;-3545.0;-3552.0;-3552.0;0.0;-46968.0
149;Financiële instellingen;2008 3e kwartaal;7407.0;6143.0;;1943.0;2642.0;6989.0;;1585.0;;1638.0;2327.0;2327.0;0.0;-1626.0
150;Financiële instellingen;2008 4e kwartaal;6477.0;5318.0;;992.0;-4883.0;-1186.0;;-6045.0;;-5689.0;-5583.0;-5583.0;0.0;-24003.0
151;Financiële instellingen;2008;29145.0;24297.0;;6511.0;-6066.0;13784.0;;-10259.0;;-9830.0;-8875.0;-8875.0;0.0;-24003.0
152;Financiële instellingen;2009 1e kwartaal;8273.0;7012.0;;2714.0;310.0;5065.0;;-643.0;;-543.0;-531.0;-531.0;0.0;-22581.0
153;Financiële instellingen;2009 2e kwartaal;8938.0;7734.0;;2696.0;-539.0;4476.0;;-1274.0;;823.0;1140.0;1140.0;0.0;-10465.0
154;Financiële instellingen;2009 3e kwartaal;9512.0;8350.0;;4532.0;1316.0;4676.0;;615.0;;1886.0;2042.0;2042.0;0.0;-11223.0
155;Financiële instellingen;2009 4e kwartaal;9953.0;8723.0;;4462.0;1758.0;5404.0;;722.0;;2377.0;2826.0;2826.0;0.0;5718.0
156;Financiële instellingen;2009;36676.0;31819.0;;14404.0;2845.0;19621.0;;-580.0;;4543.0;5477.0;5477.0;0.0;5718.0
157;Financiële instellingen;2010 1e kwartaal;10320.0;9224.0;;4991.0;3086.0;7081.0;;2504.0;;2976.0;5844.0;5844.0;0.0;-21092.0
158;Financiële instellingen;2010 2e kwartaal;10528.0;9431.0;;4256.0;2706.0;5550.0;;2042.0;;2569.0;2868.0;2868.0;0.0;-31163.0
159;Financiële instellingen;2010 3e kwartaal;10686.0;9543.0;;5678.0;1718.0;4493.0;;1112.0;;1149.0;1236.0;1236.0;0.0;-52579.0
160;Financiële instellingen;2010 4e kwartaal;10807.0;9545.0;;5230.0;2529.0;4945.0;;1345.0;;1531.0;1976.0;1976.0;0.0;-77992.0
161;Financiële instellingen;2010;42341.0;37743.0;;20155.0;10039.0;22069.0;;7003.0;;8225.0;11924.0;11924.0;0.0;-77992.0
162;Financiële instellingen;2011 1e kwartaal;10292.0;9232.0;;4952.0;3634.0;7625.0;;2865.0;;2870.0;3774.0;3774.0;0.0;-63507.0
163;Financiële instellingen;2011 2e kwartaal;9974.0;8902.0;;3742.0;2615.0;6289.0;;1877.0;;1831.0;1529.0;1529.0;0.0;-76100.0
164;Financiële instellingen;2011 3e kwartaal;10187.0;9103.0;;5133.0;4124.0;8628.0;;3489.0;;3493.0;2591.0;2591.0;0.0;-73498.0
165;Financiële instellingen;2011 4e kwartaal;10774.0;9677.0;;5312.0;3619.0;6372.0;;2806.0;;2823.0;2461.0;2461.0;0.0;-94020.0
166;Financiële instellingen;2011;41227.0;36914.0;;19139.0;13992.0;28914.0;;11037.0;;11017.0;10355.0;10355.0;0.0;-94020.0
167;Financiële instellingen;2012 1e kwartaal;11210.0;10085.0;;5749.0;2725.0;6959.0;;1675.0;;1683.0;2043.0;2043.0;0.0;-117908.0
168;Verzekeringsinst. en pensioenfondsen;2001 1e kwartaal;;;;;;;;;;;;;;
169;Verzekeringsinst. en pensioenfondsen;2001 2e kwartaal;;;;;;;;;;;;;;
170;Verzekeringsinst. en pensioenfondsen;2001 3e kwartaal;;;;;;;;;;;;;;
171;Verzekeringsinst. en pensioenfondsen;2001 4e kwartaal;;;;;;;;;;;;;;
172;Verzekeringsinst. en pensioenfondsen;2001;;;;;;;;;;;;;;
173;Verzekeringsinst. en pensioenfondsen;2002 1e kwartaal;;;;;;;;;;;;;;
174;Verzekeringsinst. en pensioenfondsen;2002 2e kwartaal;;;;;;;;;;;;;;
175;Verzekeringsinst. en pensioenfondsen;2002 3e kwartaal;;;;;;;;;;;;;;
176;Verzekeringsinst. en pensioenfondsen;2002 4e kwartaal;;;;;;;;;;;;;;
177;Verzekeringsinst. en pensioenfondsen;2002;;;;;;;;;;;;;;
178;Verzekeringsinst. en pensioenfondsen;2003 1e kwartaal;;;;;;;;;;;;;;
179;Verzekeringsinst. en pensioenfondsen;2003 2e kwartaal;;;;;;;;;;;;;;
180;Verzekeringsinst. en pensioenfondsen;2003 3e kwartaal;;;;;;;;;;;;;;
181;Verzekeringsinst. en pensioenfondsen;2003 4e kwartaal;;;;;;;;;;;;;;
182;Verzekeringsinst. en pensioenfondsen;2003;;;;;;;;;;;;;;
183;Verzekeringsinst. en pensioenfondsen;2004 1e kwartaal;;;;;;;;;;;;;;
184;Verzekeringsinst. en pensioenfondsen;2004 2e kwartaal;;;;;;;;;;;;;;
185;Verzekeringsinst. en pensioenfondsen;2004 3e kwartaal;;;;;;;;;;;;;;
186;Verzekeringsinst. en pensioenfondsen;2004 4e kwartaal;;;;;;;;;;;;;;
187;Verzekeringsinst. en pensioenfondsen;2004;;;;;;;;;;;;;;
188;Verzekeringsinst. en pensioenfondsen;2005 1e kwartaal;2637.0;2410.0;;1636.0;1595.0;6056.0;;1300.0;;1375.0;1897.0;1964.0;67.0;-31796.0
189;Verzekeringsinst. en pensioenfondsen;2005 2e kwartaal;2691.0;2449.0;;1448.0;1010.0;8671.0;;672.0;;757.0;952.0;1072.0;120.0;-10462.0
190;Verzekeringsinst. en pensioenfondsen;2005 3e kwartaal;2707.0;2462.0;;1701.0;1323.0;6619.0;;962.0;;1040.0;2051.0;1839.0;-212.0;-17794.0
191;Verzekeringsinst. en pensioenfondsen;2005 4e kwartaal;2702.0;2454.0;;1614.0;1018.0;6122.0;;552.0;;618.0;1019.0;1044.0;25.0;-25424.0
192;Verzekeringsinst. en pensioenfondsen;2005;10737.0;9775.0;;6399.0;4946.0;27468.0;;3486.0;;3790.0;5919.0;5919.0;0.0;-25424.0
193;Verzekeringsinst. en pensioenfondsen;2006 1e kwartaal;2992.0;2749.0;;1818.0;1537.0;6061.0;;1209.0;;1240.0;1473.0;1317.0;-156.0;-18517.0
194;Verzekeringsinst. en pensioenfondsen;2006 2e kwartaal;2946.0;2705.0;;1667.0;801.0;7749.0;;387.0;;411.0;740.0;695.0;-45.0;-27847.0
195;Verzekeringsinst. en pensioenfondsen;2006 3e kwartaal;2756.0;2516.0;;1657.0;1096.0;6362.0;;675.0;;694.0;644.0;504.0;-140.0;-25449.0
196;Verzekeringsinst. en pensioenfondsen;2006 4e kwartaal;2812.0;2572.0;;1576.0;1327.0;4133.0;;784.0;;797.0;1094.0;1435.0;341.0;-16662.0
197;Verzekeringsinst. en pensioenfondsen;2006;11506.0;10542.0;;6718.0;4761.0;24305.0;;3055.0;;3142.0;3951.0;3951.0;0.0;-16662.0
198;Verzekeringsinst. en pensioenfondsen;2007 1e kwartaal;2791.0;2551.0;;1611.0;1231.0;7316.0;;1094.0;;1101.0;1205.0;1205.0;0.0;-9974.0
199;Verzekeringsinst. en pensioenfondsen;2007 2e kwartaal;2560.0;2319.0;;1182.0;-1806.0;5162.0;;-2252.0;;-2251.0;-1561.0;-1561.0;0.0;-12732.0
200;Verzekeringsinst. en pensioenfondsen;2007 3e kwartaal;2789.0;2551.0;;1704.0;1304.0;5714.0;;1108.0;;1109.0;1006.0;1006.0;0.0;-11688.0
201;Verzekeringsinst. en pensioenfondsen;2007 4e kwartaal;2661.0;2398.0;;1405.0;1167.0;5313.0;;1002.0;;1003.0;2662.0;2662.0;0.0;-18442.0
202;Verzekeringsinst. en pensioenfondsen;2007;10801.0;9819.0;;5902.0;1896.0;23505.0;;952.0;;962.0;3312.0;3312.0;0.0;-18442.0
203;Verzekeringsinst. en pensioenfondsen;2008 1e kwartaal;2625.0;2400.0;;1429.0;1433.0;7651.0;;1297.0;;1301.0;1618.0;1618.0;0.0;-17413.0
204;Verzekeringsinst. en pensioenfondsen;2008 2e kwartaal;2276.0;2034.0;;853.0;-897.0;6389.0;;-1037.0;;-1033.0;-973.0;-973.0;0.0;-28097.0
205;Verzekeringsinst. en pensioenfondsen;2008 3e kwartaal;2132.0;1884.0;;1036.0;1083.0;6325.0;;921.0;;968.0;1072.0;1072.0;0.0;-31016.0
206;Verzekeringsinst. en pensioenfondsen;2008 4e kwartaal;1569.0;1314.0;;319.0;-51.0;4664.0;;-195.0;;1050.0;1077.0;1077.0;0.0;-29905.0
