ID;Leeftijd;RegioS;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instromers_4;Instromers_5;Uitstromers_6;Uitstromers_7;UitstromersNaarWerk_8;UitstromersNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkendenNaReIntegratie_11;WerkendenNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
643;15 jaar tot AOW-leeftijd;Etten-Leur;27610;720;26.0;260;27.5;230;24.0;130.0;13.5;410.0;70.0;19.0;280.0;38.5;67.0;290.0;10.5
644;15 jaar tot AOW-leeftijd;Ferwerderadiel;5430;190;35.5;70;26.0;60;24.5;30.0;9.5;80.0;10.0;6.5;70.0;34.0;80.5;50.0;10.0
645;15 jaar tot AOW-leeftijd;Franekeradeel;12820;540;42.0;170;24.5;150;21.5;80.0;11.0;360.0;110.0;20.5;290.0;53.5;81.0;170.0;13.0
646;15 jaar tot AOW-leeftijd;De Friese Meren;31750;990;31.0;380;29.5;270;21.0;140.0;11.5;740.0;150.0;15.5;580.0;58.5;78.5;170.0;5.5
647;15 jaar tot AOW-leeftijd;Geertruidenberg;13910;340;24.5;110;23.5;110;23.5;60.0;12.5;210.0;60.0;31.0;150.0;43.5;70.5;100.0;7.5
648;15 jaar tot AOW-leeftijd;Geldermalsen;16840;280;16.5;110;30.5;80;23.0;40.0;12.5;200.0;50.0;24.5;170.0;62.5;84.5;110.0;6.0
649;15 jaar tot AOW-leeftijd;Geldrop-Mierlo;24770;750;30.5;210;22.5;190;19.5;90.0;9.5;170.0;60.0;14.0;140.0;19.0;86.0;230.0;9.0
650;15 jaar tot AOW-leeftijd;Gemert-Bakel;19540;410;20.5;160;29.5;110;21.5;60.0;10.5;120.0;60.0;30.0;100.0;25.5;84.5;240.0;12.0
651;15 jaar tot AOW-leeftijd;Gennep;10860;300;27.5;90;25.0;50;13.5;30.0;7.5;80.0;20.0;14.5;60.0;18.5;72.5;240.0;22.0
652;15 jaar tot AOW-leeftijd;Giessenlanden;9300;110;12.0;50;34.5;30;20.5;10.0;8.0;70.0;20.0;17.5;60.0;50.5;85.0;30.0;3.0
653;15 jaar tot AOW-leeftijd;Gilze en Rijen;16840;470;28.0;180;30.5;130;21.0;60.0;10.5;440.0;80.0;18.0;360.0;76.0;81.5;90.0;5.5
654;15 jaar tot AOW-leeftijd;Goeree-Overflakkee;30430;440;14.5;220;35.0;170;26.5;90.0;14.5;150.0;60.0;34.0;110.0;24.0;71.0;270.0;8.5
655;15 jaar tot AOW-leeftijd;Goes;23480;790;33.5;290;29.0;230;23.0;110.0;11.0;530.0;120.0;17.0;450.0;56.0;84.5;310.0;13.5
656;15 jaar tot AOW-leeftijd;Goirle;14390;330;22.5;120;28.5;100;24.5;60.0;14.0;180.0;60.0;32.0;130.0;38.0;70.5;140.0;9.5
657;15 jaar tot AOW-leeftijd;Gorinchem;23100;810;35.0;280;26.5;220;21.0;110.0;11.0;400.0;90.0;16.5;330.0;41.0;83.0;310.0;13.5
658;15 jaar tot AOW-leeftijd;Gouda;46130;1870;40.5;690;28.0;580;23.5;270.0;11.0;530.0;180.0;22.5;350.0;18.5;65.0;510.0;11.0
659;15 jaar tot AOW-leeftijd;Grave;8210;160;19.0;120;43.0;60;20.5;30.0;10.5;70.0;20.0;21.5;50.0;28.5;69.0;90.0;11.5
660;15 jaar tot AOW-leeftijd;'s-Gravenhage (gemeente);356990;27150;76.0;8680;25.0;6640;19.0;3020.0;8.5;9510.0;2340.0;12.5;7920.0;29.0;83.5;1980.0;5.5
661;15 jaar tot AOW-leeftijd;Groesbeek;21820;780;35.5;270;28.0;200;20.5;90.0;9.5;90.0;10.0;4.0;50.0;6.0;54.0;230.0;10.5
662;15 jaar tot AOW-leeftijd;Groningen (gemeente);152880;10850;71.0;3290;23.5;3030;21.5;1640.0;11.5;2120.0;590.0;18.0;1580.0;14.5;75.0;1240.0;8.0
663;15 jaar tot AOW-leeftijd;Grootegast;7860;170;22.0;80;32.0;80;31.0;50.0;20.5;100.0;40.0;25.0;90.0;49.0;85.0;90.0;12.0
664;15 jaar tot AOW-leeftijd;Gulpen-Wittem;9220;170;18.0;100;40.0;50;19.0;20.0;8.0;100.0;20.0;18.5;70.0;44.0;73.5;110.0;12.0
665;15 jaar tot AOW-leeftijd;Haaksbergen;15050;400;26.0;150;28.0;150;27.5;50.0;9.5;80.0;10.0;8.0;70.0;16.5;77.5;130.0;8.5
666;15 jaar tot AOW-leeftijd;Haaren;8770;80;9.5;50;35.5;40;30.5;20.0;16.5;20.0;10.0;30.5;10.0;13.5;69.0;90.0;10.0
667;15 jaar tot AOW-leeftijd;Haarlem;105210;3710;35.5;1150;24.5;880;18.5;400.0;8.5;950.0;100.0;15.0;540.0;14.5;57.5;720.0;7.0
668;15 jaar tot AOW-leeftijd;Haarlemmerliede en Spaarnwoude;3780;70;18.5;30;31.5;20;19.5;10.0;9.5;70.0;10.0;11.5;60.0;85.5;84.5;10.0;1.5
669;15 jaar tot AOW-leeftijd;Haarlemmermeer;95770;1850;19.5;640;26.0;510;20.5;250.0;10.0;670.0;110.0;16.5;430.0;23.0;64.0;320.0;3.5
670;15 jaar tot AOW-leeftijd;Halderberge;18750;490;26.0;180;28.0;140;22.0;60.0;9.5;320.0;30.0;10.0;230.0;48.0;74.5;250.0;13.5
671;15 jaar tot AOW-leeftijd;Hardenberg;38320;890;23.5;360;29.0;320;26.0;160.0;13.0;680.0;190.0;21.0;550.0;62.0;81.5;440.0;11.5
672;15 jaar tot AOW-leeftijd;Harderwijk;29740;940;31.5;320;26.5;250;20.5;130.0;11.0;280.0;90.0;15.0;220.0;24.0;79.5;230.0;8.0
673;15 jaar tot AOW-leeftijd;Hardinxveld-Giessendam;11150;150;13.5;50;25.5;40;20.5;20.0;11.0;100.0;20.0;18.5;80.0;53.5;85.5;50.0;4.5
674;15 jaar tot AOW-leeftijd;Haren;10880;270;25.0;180;40.5;120;26.0;60.0;12.5;230.0;100.0;33.0;200.0;73.0;86.0;50.0;4.5
675;15 jaar tot AOW-leeftijd;Harlingen;9720;580;59.5;180;24.0;140;19.0;70.0;9.5;390.0;110.0;18.5;330.0;56.5;84.0;110.0;11.0
676;15 jaar tot AOW-leeftijd;Hattem;7260;120;16.5;60;32.5;50;29.0;20.0;11.0;140.0;30.0;21.0;100.0;79.5;70.5;50.0;6.5
677;15 jaar tot AOW-leeftijd;Heemskerk;25130;940;37.5;310;25.5;250;20.5;130.0;11.0;120.0;80.0;19.0;100.0;10.0;80.5;170.0;7.0
678;15 jaar tot AOW-leeftijd;Heemstede;15070;250;16.5;120;33.5;100;29.0;50.0;14.5;250.0;50.0;15.5;210.0;83.0;82.5;70.0;5.0
679;15 jaar tot AOW-leeftijd;Heerde;11440;180;15.5;80;35.5;40;17.0;20.0;9.0;80.0;20.0;26.5;40.0;25.0;56.5;110.0;10.0
680;15 jaar tot AOW-leeftijd;Heerenveen;31600;1470;46.5;500;25.0;500;25.0;280.0;14.0;250.0;120.0;34.0;170.0;11.5;68.0;400.0;12.5
681;15 jaar tot AOW-leeftijd;Heerhugowaard;34760;820;23.5;310;28.0;250;23.0;140.0;13.0;420.0;70.0;12.5;320.0;39.0;76.0;200.0;6.0
682;15 jaar tot AOW-leeftijd;Heerlen;57510;4910;85.5;1540;24.0;1340;21.0;580.0;9.0;1920.0;460.0;21.0;1440.0;29.5;75.0;1380.0;24.0
683;15 jaar tot AOW-leeftijd;Heeze-Leende;9800;120;12.0;50;32.5;30;19.5;20.0;14.5;20.0;10.0;15.5;20.0;15.0;85.5;60.0;6.0
684;15 jaar tot AOW-leeftijd;Heiloo;13280;260;19.5;90;30.5;60;18.0;40.0;12.0;160.0;40.0;29.0;100.0;38.5;62.5;50.0;4.0
685;15 jaar tot AOW-leeftijd;Den Helder;36400;1870;51.0;580;24.0;450;18.5;230.0;9.5;570.0;100.0;15.5;390.0;21.0;68.5;310.0;8.5
686;15 jaar tot AOW-leeftijd;Hellendoorn;22390;470;21.0;160;26.0;120;21.0;80.0;13.5;390.0;90.0;25.0;260.0;56.5;68.5;180.0;8.0
687;15 jaar tot AOW-leeftijd;Hellevoetsluis;25370;890;35.0;290;25.5;220;19.5;120.0;11.0;730.0;140.0;22.5;490.0;54.5;66.5;100.0;3.5
688;15 jaar tot AOW-leeftijd;Helmond;59560;2930;49.0;950;24.5;850;22.0;410.0;11.0;760.0;300.0;16.0;630.0;21.5;83.0;910.0;15.5
689;15 jaar tot AOW-leeftijd;Hendrik-Ido-Ambacht;18660;330;17.5;100;24.5;60;15.5;40.0;9.5;50.0;20.0;31.0;30.0;10.0;64.5;50.0;2.5
690;15 jaar tot AOW-leeftijd;Hengelo (O.);52580;2490;47.5;890;26.5;820;24.5;460.0;13.5;640.0;160.0;19.5;430.0;17.0;66.5;560.0;10.5
691;15 jaar tot AOW-leeftijd;'s-Hertogenbosch;101950;4160;41.0;1260;23.5;1050;19.5;520.0;9.5;1550.0;350.0;12.5;1310.0;31.5;85.0;1140.0;11.0
692;15 jaar tot AOW-leeftijd;Heumen;10220;230;23.0;80;25.5;60;21.0;30.0;10.0;20.0;10.0;9.0;10.0;4.0;53.0;80.0;7.5
693;15 jaar tot AOW-leeftijd;Heusden;28120;610;22.0;240;28.0;210;24.5;110.0;13.5;160.0;70.0;25.0;90.0;14.0;54.0;230.0;8.0
694;15 jaar tot AOW-leeftijd;Hillegom;13470;250;18.5;110;30.5;90;27.5;50.0;15.0;60.0;40.0;34.0;50.0;18.5;82.0;90.0;6.5
695;15 jaar tot AOW-leeftijd;Hilvarenbeek;9660;130;13.0;50;29.0;30;17.5;20.0;12.5;10.0;0.0;;10.0;10.0;93.0;80.0;8.5
696;15 jaar tot AOW-leeftijd;Hilversum;56330;2080;37.0;640;24.5;520;20.0;260.0;10.0;900.0;240.0;19.5;800.0;38.0;88.5;350.0;6.0
697;15 jaar tot AOW-leeftijd;Hof van Twente;21150;450;21.5;190;32.5;130;21.5;70.0;11.0;390.0;80.0;21.0;300.0;65.5;76.5;130.0;6.0
698;15 jaar tot AOW-leeftijd;Hollands Kroon;30490;610;20.0;220;28.5;190;24.5;110.0;14.5;130.0;40.0;16.0;120.0;19.5;88.0;160.0;5.0
699;15 jaar tot AOW-leeftijd;Hoogeveen;34530;1410;40.5;570;28.5;520;26.0;250.0;13.0;1340.0;300.0;17.5;1180.0;84.5;88.5;680.0;20.0
700;15 jaar tot AOW-leeftijd;Hoogezand-Sappemeer;21620;1370;63.0;490;27.5;420;23.5;200.0;11.0;1400.0;300.0;17.0;1250.0;91.5;89.5;350.0;16.5
701;15 jaar tot AOW-leeftijd;Hoorn;47280;1730;36.5;570;25.5;390;18.0;210.0;9.5;630.0;130.0;14.5;540.0;31.0;85.0;300.0;6.5
702;15 jaar tot AOW-leeftijd;Horst aan de Maas;27070;430;16.0;170;28.5;140;24.0;90.0;14.5;260.0;70.0;25.5;180.0;42.0;70.5;240.0;9.0
703;15 jaar tot AOW-leeftijd;Houten;32670;540;16.5;190;28.5;120;19.0;60.0;9.5;240.0;70.0;23.5;200.0;37.5;83.5;90.0;3.0
704;15 jaar tot AOW-leeftijd;Huizen;26250;830;31.5;260;25.5;180;17.5;80.0;8.0;380.0;80.0;20.5;280.0;33.5;74.0;110.0;4.0
705;15 jaar tot AOW-leeftijd;Hulst;17290;320;18.5;100;23.5;90;22.5;50.0;11.0;320.0;70.0;17.5;260.0;80.5;80.5;190.0;11.0
706;15 jaar tot AOW-leeftijd;IJsselstein;22430;570;25.5;240;33.0;140;19.5;60.0;8.5;280.0;50.0;14.5;240.0;42.5;86.5;120.0;5.0
707;15 jaar tot AOW-leeftijd;Kaag en Braassem;16890;250;14.5;110;34.5;80;24.5;30.0;10.5;60.0;20.0;17.5;50.0;18.5;77.5;60.0;4.0
708;15 jaar tot AOW-leeftijd;Kampen;33170;860;26.0;340;30.0;260;23.5;140.0;12.0;170.0;80.0;32.5;140.0;16.5;83.0;270.0;8.0
709;15 jaar tot AOW-leeftijd;Kapelle;7900;100;12.5;50;40.5;20;20.5;10.0;11.0;70.0;20.0;22.5;50.0;51.0;71.5;30.0;4.0
710;15 jaar tot AOW-leeftijd;Katwijk;41320;940;23.0;410;32.5;260;20.5;130.0;10.5;340.0;90.0;22.0;280.0;29.5;82.0;300.0;7.5
711;15 jaar tot AOW-leeftijd;Kerkrade;29630;2070;70.0;600;22.5;530;20.0;190.0;7.5;450.0;150.0;15.0;360.0;17.0;80.0;990.0;33.5
712;15 jaar tot AOW-leeftijd;Koggenland;14430;180;12.5;80;32.5;60;23.5;30.0;13.0;70.0;20.0;15.5;60.0;32.5;89.0;50.0;3.0
713;15 jaar tot AOW-leeftijd;Kollumerland en Nieuwkruisland;8210;330;40.5;110;25.0;100;23.5;60.0;13.0;50.0;10.0;10.5;40.0;12.0;81.5;120.0;15.0
714;15 jaar tot AOW-leeftijd;Korendijk;6820;80;11.5;40;36.5;20;18.0;10.0;9.0;80.0;10.0;13.0;60.0;71.5;68.0;30.0;3.5
715;15 jaar tot AOW-leeftijd;Krimpen aan den IJssel;17320;490;28.5;180;28.5;150;23.0;80.0;12.0;220.0;50.0;15.0;160.0;33.5;75.0;110.0;6.5
716;15 jaar tot AOW-leeftijd;Krimpenerwaard;34550;690;20.0;220;24.5;200;22.0;100.0;11.0;230.0;40.0;16.0;190.0;27.5;80.0;160.0;4.5
717;15 jaar tot AOW-leeftijd;Laarbeek;13980;220;15.5;70;24.0;60;22.5;40.0;14.0;50.0;30.0;18.5;50.0;20.5;86.5;140.0;10.0
718;15 jaar tot AOW-leeftijd;Landerd;9780;120;12.5;50;30.5;30;21.5;20.0;11.5;60.0;10.0;17.5;40.0;29.5;60.0;110.0;11.5
719;15 jaar tot AOW-leeftijd;Landgraaf;24220;1180;49.0;400;26.0;340;22.5;150.0;9.5;330.0;130.0;19.5;270.0;22.5;81.5;550.0;22.5
720;15 jaar tot AOW-leeftijd;Landsmeer;6950;120;16.5;40;27.0;30;21.5;20.0;11.0;20.0;10.0;18.0;20.0;20.0;96.0;10.0;1.0
721;15 jaar tot AOW-leeftijd;Langedijk;17650;300;17.0;90;25.0;80;20.5;40.0;11.0;80.0;20.0;8.0;60.0;20.5;79.0;70.0;3.5
722;15 jaar tot AOW-leeftijd;Lansingerland;37800;610;16.0;200;27.5;140;18.0;70.0;9.0;180.0;40.0;20.5;140.0;22.5;77.0;50.0;1.5
723;15 jaar tot AOW-leeftijd;Laren (NH.);5870;100;17.0;40;32.0;30;20.0;10.0;8.5;50.0;10.0;16.0;40.0;39.5;75.0;20.0;3.0
724;15 jaar tot AOW-leeftijd;Leek;12210;400;32.5;150;27.5;140;26.5;70.0;12.0;280.0;70.0;19.5;220.0;54.5;77.5;160.0;13.5
725;15 jaar tot AOW-leeftijd;Leerdam;13180;400;30.5;120;24.5;110;21.5;60.0;12.5;220.0;70.0;23.5;200.0;49.0;89.5;110.0;8.0
726;15 jaar tot AOW-leeftijd;Leeuwarden;73330;5770;78.5;1980;26.5;1610;21.5;740.0;10.0;960.0;240.0;14.5;760.0;13.0;79.0;650.0;9.0
727;15 jaar tot AOW-leeftijd;Leeuwarderadeel;6430;150;23.5;40;21.0;50;24.0;30.0;12.0;130.0;30.0;16.0;100.0;68.5;81.5;40.0;5.5
728;15 jaar tot AOW-leeftijd;Leiden;88870;3630;41.0;1150;24.5;1000;21.5;500.0;11.0;880.0;530.0;28.5;690.0;19.0;78.5;800.0;9.0
729;15 jaar tot AOW-leeftijd;Leiderdorp;16910;410;24.5;140;25.0;100;19.0;50.0;9.5;90.0;30.0;20.5;80.0;19.0;87.0;140.0;8.0
730;15 jaar tot AOW-leeftijd;Leidschendam-Voorburg;45840;1950;42.5;630;25.0;520;21.0;260.0;10.5;1450.0;290.0;14.5;1110.0;57.0;76.5;170.0;4.0
731;15 jaar tot AOW-leeftijd;Lelystad;50430;2450;48.5;810;25.0;770;23.5;370.0;11.5;930.0;250.0;20.5;660.0;27.0;70.5;330.0;6.5
732;15 jaar tot AOW-leeftijd;Leudal;23240;430;18.5;220;36.5;130;21.5;60.0;10.0;70.0;20.0;22.0;50.0;12.0;79.0;200.0;8.5
733;15 jaar tot AOW-leeftijd;Leusden;18530;270;14.5;100;28.5;90;25.0;40.0;11.5;110.0;40.0;21.5;80.0;30.0;71.5;80.0;4.5
734;15 jaar tot AOW-leeftijd;Lingewaal;7200;110;15.0;50;33.0;30;23.0;10.0;9.0;70.0;10.0;10.5;60.0;56.0;83.5;20.0;3.0
735;15 jaar tot AOW-leeftijd;Lingewaard;29390;480;16.5;160;24.5;150;23.0;70.0;10.5;220.0;50.0;18.0;160.0;34.0;74.5;230.0;8.0
736;15 jaar tot AOW-leeftijd;Lisse;14300;240;17.0;70;23.5;60;18.0;30.0;10.0;50.0;40.0;44.5;40.0;16.5;81.5;80.0;6.0
737;15 jaar tot AOW-leeftijd;Littenseradiel;6930;150;21.0;60;30.5;40;20.5;20.0;11.5;60.0;10.0;19.5;40.0;27.5;72.5;40.0;5.0
738;15 jaar tot AOW-leeftijd;Lochem;19750;460;23.0;150;26.0;100;17.5;50.0;9.5;230.0;60.0;21.0;150.0;32.0;64.5;130.0;6.5
739;15 jaar tot AOW-leeftijd;Loon op Zand;14640;270;18.5;120;31.5;100;27.5;50.0;14.0;70.0;20.0;13.0;50.0;17.5;65.5;170.0;11.5
740;15 jaar tot AOW-leeftijd;Lopik;9380;140;15.0;60;31.5;50;26.5;20.0;11.5;70.0;20.0;16.0;60.0;46.0;93.0;40.0;4.0
741;15 jaar tot AOW-leeftijd;Loppersum;6420;260;39.5;110;30.0;90;24.0;50.0;14.0;70.0;30.0;17.0;60.0;22.0;86.0;70.0;10.5
742;15 jaar tot AOW-leeftijd;Losser;14090;430;30.5;200;33.0;160;26.0;80.0;12.5;80.0;20.0;16.5;60.0;14.5;79.5;180.0;13.0
743;15 jaar tot AOW-leeftijd;Maasdriel;15820;230;14.0;110;36.0;70;22.5;30.0;10.0;130.0;30.0;16.0;110.0;50.0;87.0;120.0;7.5
744;15 jaar tot AOW-leeftijd;Maasgouw;15130;320;21.5;100;24.0;90;20.5;40.0;8.5;130.0;30.0;24.5;90.0;26.5;67.0;120.0;7.5
745;15 jaar tot AOW-leeftijd;Maassluis;20260;990;48.5;270;23.0;170;14.5;80.0;7.0;340.0;90.0;11.0;300.0;30.5;89.5;220.0;10.5
746;15 jaar tot AOW-leeftijd;Maastricht;85070;4150;49.0;1130;22.0;830;16.5;390.0;7.5;1610.0;250.0;13.0;1310.0;31.5;81.5;1000.0;11.5
747;15 jaar tot AOW-leeftijd;De Marne;6270;280;45.0;100;25.5;100;26.0;60.0;15.5;260.0;70.0;21.0;230.0;80.0;88.0;80.0;12.5
748;15 jaar tot AOW-leeftijd;Marum;6770;170;25.5;60;26.0;50;22.5;30.0;11.5;130.0;30.0;14.5;100.0;55.0;75.5;70.0;10.5
749;15 jaar tot AOW-leeftijd;Medemblik;27950;500;17.5;200;29.5;180;26.5;90.0;13.5;170.0;50.0;15.0;140.0;29.0;85.0;120.0;4.5
750;15 jaar tot AOW-leeftijd;Meerssen;11840;240;20.0;70;22.5;70;22.5;40.0;13.0;120.0;30.0;18.5;100.0;42.5;81.5;80.0;7.0
751;15 jaar tot AOW-leeftijd;Menameradiel;8540;210;24.5;60;22.5;70;23.0;40.0;13.0;140.0;30.0;14.0;120.0;57.0;88.0;50.0;6.5
752;15 jaar tot AOW-leeftijd;Menterwolde;8050;370;45.5;130;26.5;110;22.0;40.0;9.0;200.0;30.0;17.0;130.0;34.0;62.5;140.0;17.5
753;15 jaar tot AOW-leeftijd;Meppel;20970;720;34.5;240;25.5;220;23.0;120.0;13.0;610.0;190.0;25.0;490.0;67.5;80.0;350.0;16.5
754;15 jaar tot AOW-leeftijd;Middelburg (Z.);30190;1480;49.0;450;25.0;310;17.0;170.0;9.5;80.0;40.0;6.5;70.0;4.5;83.0;330.0;11.0
755;15 jaar tot AOW-leeftijd;Midden-Delfland;12360;130;10.5;60;35.5;40;21.0;20.0;10.5;30.0;10.0;15.0;20.0;15.0;59.0;30.0;3.0
756;15 jaar tot AOW-leeftijd;Midden-Drenthe;21050;540;25.5;310;39.0;190;24.5;110.0;14.5;350.0;110.0;21.5;290.0;54.5;84.5;200.0;9.5
757;15 jaar tot AOW-leeftijd;Mill en Sint Hubert;7010;110;15.5;30;22.5;30;20.5;20.0;10.5;30.0;10.0;23.0;30.0;22.5;83.5;130.0;18.5
758;15 jaar tot AOW-leeftijd;Moerdijk;23510;490;21.0;200;32.0;130;21.0;70.0;11.0;140.0;20.0;13.0;110.0;23.0;79.0;140.0;6.0
759;15 jaar tot AOW-leeftijd;Molenwaard;18280;220;12.0;80;29.0;60;21.5;30.0;9.5;140.0;30.0;15.0;130.0;59.0;91.0;50.0;2.5
760;15 jaar tot AOW-leeftijd;Montferland;22390;580;26.0;220;26.0;260;30.5;110.0;13.0;220.0;80.0;21.0;170.0;30.0;78.5;260.0;12.0
761;15 jaar tot AOW-leeftijd;Montfoort;8690;110;13.0;40;31.0;30;23.0;20.0;11.5;40.0;30.0;40.5;30.0;28.5;84.0;20.0;2.5
762;15 jaar tot AOW-leeftijd;Mook en Middelaar;4780;100;21.5;30;23.5;30;22.0;20.0;11.5;20.0;0.0;;10.0;12.5;65.0;40.0;7.5
763;15 jaar tot AOW-leeftijd;Muiden;3800;90;24.0;20;15.5;10;10.5;10.0;8.5;10.0;0.0;;10.0;12.0;78.5;0.0;
764;15 jaar tot AOW-leeftijd;Naarden;10010;210;21.0;60;24.5;40;17.5;20.0;8.0;40.0;10.0;13.5;30.0;15.5;89.0;30.0;2.5
765;15 jaar tot AOW-leeftijd;Neder-Betuwe;14540;300;20.5;110;29.5;90;24.0;50.0;13.0;60.0;40.0;31.0;40.0;13.0;64.0;80.0;5.5
766;15 jaar tot AOW-leeftijd;Nederweert;10920;160;14.5;70;33.5;40;17.5;20.0;9.0;30.0;10.0;18.0;30.0;16.5;81.5;130.0;12.0
767;15 jaar tot AOW-leeftijd;Neerijnen;7730;140;18.5;60;32.5;40;19.5;20.0;11.0;60.0;10.0;19.0;50.0;33.5;76.0;50.0;6.0
768;15 jaar tot AOW-leeftijd;Nieuwegein;40960;1350;33.0;460;27.0;350;20.5;180.0;10.5;730.0;180.0;20.0;610.0;45.0;83.5;190.0;4.5
769;15 jaar tot AOW-leeftijd;Nieuwkoop;17850;250;14.0;90;31.0;60;19.5;30.0;10.0;50.0;20.0;20.5;40.0;16.5;80.5;60.0;3.5
770;15 jaar tot AOW-leeftijd;Nijkerk;26030;370;14.0;150;29.5;150;28.0;90.0;17.5;50.0;40.0;42.5;30.0;8.5;67.5;110.0;4.0
771;15 jaar tot AOW-leeftijd;Nijmegen;122950;7340;59.5;2260;24.0;1800;19.0;910.0;10.0;990.0;230.0;14.5;570.0;7.5;57.0;1190.0;9.5
772;15 jaar tot AOW-leeftijd;Nissewaard;57180;2330;41.0;770;26.0;590;20.0;330.0;11.0;600.0;190.0;27.0;430.0;18.5;71.5;340.0;6.0
773;15 jaar tot AOW-leeftijd;Noord-Beveland;4550;100;22.0;50;32.5;50;29.5;30.0;18.0;80.0;20.0;18.5;70.0;64.5;78.5;20.0;5.0
774;15 jaar tot AOW-leeftijd;Noordenveld;18440;560;30.5;230;29.0;200;25.5;100.0;12.5;420.0;90.0;17.0;320.0;57.0;76.5;170.0;9.5
775;15 jaar tot AOW-leeftijd;Noordoostpolder;30060;980;32.5;500;37.0;250;18.5;140.0;10.0;730.0;180.0;20.5;610.0;62.0;83.0;240.0;8.0
776;15 jaar tot AOW-leeftijd;Noordwijk;16650;290;17.0;120;31.0;90;23.0;40.0;11.5;60.0;30.0;29.0;50.0;16.0;78.0;90.0;5.5
777;15 jaar tot AOW-leeftijd;Noordwijkerhout;10360;170;16.5;50;23.5;40;18.0;20.0;6.5;20.0;10.0;14.5;20.0;10.5;94.5;50.0;5.0
778;15 jaar tot AOW-leeftijd;Nuenen, Gerwen en Nederwetten;13840;410;29.5;120;23.5;80;16.5;40.0;8.0;100.0;40.0;28.0;90.0;20.5;81.5;80.0;5.5
779;15 jaar tot AOW-leeftijd;Nunspeet;16740;300;18.0;110;27.5;100;23.5;40.0;11.0;320.0;50.0;14.0;260.0;85.5;80.0;150.0;9.0
780;15 jaar tot AOW-leeftijd;Nuth;9510;220;23.5;80;26.5;70;22.0;40.0;12.5;260.0;50.0;16.0;200.0;88.5;76.5;120.0;12.5
781;15 jaar tot AOW-leeftijd;Oegstgeest;14400;270;19.0;90;26.0;60;17.5;40.0;10.5;110.0;30.0;23.0;80.0;30.0;73.5;50.0;3.5
782;15 jaar tot AOW-leeftijd;Oirschot;11840;140;12.0;60;33.5;40;24.0;20.0;9.0;20.0;10.0;19.5;20.0;10.5;68.0;140.0;12.0
783;15 jaar tot AOW-leeftijd;Oisterwijk;16050;280;17.5;150;32.5;140;31.0;90.0;19.5;260.0;90.0;30.0;180.0;63.5;68.0;190.0;11.5
784;15 jaar tot AOW-leeftijd;Oldambt;24020;1540;64.0;520;26.0;450;22.0;230.0;11.5;1230.0;300.0;19.0;1060.0;68.5;86.0;690.0;29.0
785;15 jaar tot AOW-leeftijd;Oldebroek;14870;230;15.5;100;30.0;90;26.0;50.0;16.0;180.0;50.0;22.0;130.0;56.0;74.5;120.0;8.0
786;15 jaar tot AOW-leeftijd;Oldenzaal;19900;630;31.5;220;27.0;180;22.5;100.0;11.5;370.0;120.0;23.5;310.0;49.5;84.0;330.0;16.5
787;15 jaar tot AOW-leeftijd;Olst-Wijhe;11450;200;17.5;90;33.5;60;23.0;20.0;8.0;140.0;20.0;10.0;120.0;60.5;87.0;100.0;8.5
788;15 jaar tot AOW-leeftijd;Ommen;11030;220;20.0;110;35.0;80;25.5;30.0;10.0;160.0;40.0;20.0;130.0;58.0;79.0;150.0;13.0
789;15 jaar tot AOW-leeftijd;Onderbanken;5120;160;30.5;60;28.0;40;21.0;20.0;7.5;30.0;20.0;25.5;30.0;17.0;82.0;90.0;18.0
790;15 jaar tot AOW-leeftijd;Oost Gelre;18870;350;18.5;140;31.0;110;23.5;50.0;12.0;340.0;80.0;21.0;260.0;73.5;74.5;320.0;17.0
791;15 jaar tot AOW-leeftijd;Oosterhout;34420;1130;33.0;370;25.0;300;20.5;150.0;10.5;520.0;110.0;22.0;280.0;25.0;54.0;280.0;8.0
792;15 jaar tot AOW-leeftijd;Ooststellingwerf;15950;630;39.5;250;30.0;190;23.0;90.0;10.5;440.0;130.0;22.5;360.0;58.0;83.5;180.0;11.0
793;15 jaar tot AOW-leeftijd;Oostzaan;6120;110;17.5;30;25.5;20;15.0;10.0;6.5;10.0;0.0;;10.0;10.5;84.5;10.0;2.0
794;15 jaar tot AOW-leeftijd;Opmeer;7240;120;17.0;50;32.0;30;20.5;20.0;10.5;30.0;10.0;10.5;30.0;23.0;90.5;20.0;3.0
795;15 jaar tot AOW-leeftijd;Opsterland;18880;670;35.5;240;27.5;190;22.0;110.0;12.0;450.0;130.0;24.0;370.0;55.0;83.0;160.0;8.5
796;15 jaar tot AOW-leeftijd;Oss;59150;1630;27.5;700;31.0;650;28.5;350.0;15.5;560.0;260.0;22.5;400.0;24.0;70.5;1040.0;17.5
797;15 jaar tot AOW-leeftijd;Oud-Beijerland;15130;280;18.5;90;29.0;50;14.0;30.0;8.5;220.0;40.0;14.5;190.0;68.5;87.0;60.0;4.0
798;15 jaar tot AOW-leeftijd;Oude IJsselstreek;24920;720;29.0;260;26.5;250;25.5;130.0;13.5;580.0;160.0;24.0;430.0;59.5;73.5;260.0;10.5
