ID;Geslacht;Leeftijd;Herkomstland;Geboorteland;GeboortelandOuders;Perioden;BevolkingOpDeEersteVanDeMaand_1
48;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2022 oktober;13130471.0
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2022 november;13127309.0
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2022 december;13123960.0
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2023 januari;13116438.0
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2023 februari;13110629.0
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2023 maart;13106512.0
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2023 april;13101830.0
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2023 mei;13099001.0
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2023 juni;13097552.0
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2023 juli;13095993.0
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2023 augustus;13095598.0
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2023 september;13094726.0
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2023 oktober;13092796.0
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2023 november;13089994.0
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2023 december;13086197.0
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2024 januari;13079846.0
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2024 februari;13056203.0
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2024 maart;13035453.0
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2024 april;13016381.0
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2024 mei;12998845.0
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2024 juni;12982690.0
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2024 juli;12963942.0
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2024 augustus;12939340.0
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2024 september;12918566.0
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2024 oktober;12899218.0
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2024 november;12877608.0
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2024 december;12858337.0
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2025 januari;12835209.0
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2025 februari;12812072.0
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren in NL;2025 maart;12788712.0
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2022 januari;1228104.0
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2022 februari;1229069.0
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2022 maart;1229838.0
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2022 april;1230683.0
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2022 mei;1231499.0
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2022 juni;1232395.0
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2022 juli;1233500.0
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2022 augustus;1234537.0
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2022 september;1235831.0
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2022 oktober;1236926.0
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2022 november;1237662.0
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2022 december;1238385.0
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2023 januari;1240228.0
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2023 februari;1240852.0
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2023 maart;1241570.0
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2023 april;1242386.0
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2023 mei;1243133.0
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2023 juni;1244222.0
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2023 juli;1245230.0
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2023 augustus;1246418.0
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2023 september;1247677.0
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2023 oktober;1248446.0
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2023 november;1249222.0
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2023 december;1249921.0
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2024 januari;1251595.0
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2024 februari;1253922.0
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2024 maart;1255981.0
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2024 april;1258279.0
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2024 mei;1260424.0
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2024 juni;1262601.0
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2024 juli;1264816.0
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2024 augustus;1267496.0
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2024 september;1270164.0
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2024 oktober;1272641.0
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2024 november;1275038.0
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2024 december;1277199.0
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2025 januari;1279363.0
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2025 februari;1281691.0
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Eén ouder in NL, één ouder buiten NL;2025 maart;1286038.0
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2022 januari;3210796.0
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2022 februari;3219288.0
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2022 maart;3232562.0
120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2022 april;3268497.0
121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2022 mei;3305406.0
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2022 juni;3327594.0
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2022 juli;3342033.0
124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2022 augustus;3352517.0
125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2022 september;3382226.0
126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2022 oktober;3414068.0
127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2022 november;3431395.0
128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2022 december;3447550.0
129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2023 januari;3454625.0
130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2023 februari;3465694.0
131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2023 maart;3481218.0
132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2023 april;3493779.0
133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2023 mei;3503077.0
134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2023 juni;3514112.0
135;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2023 juli;3522658.0
136;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2023 augustus;3527389.0
137;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2023 september;3551946.0
138;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2023 oktober;3578903.0
139;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2023 november;3595450.0
140;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2023 december;3607713.0
141;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2024 januari;3611501.0
142;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2024 februari;3636431.0
143;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2024 maart;3664309.0
144;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2024 april;3688103.0
145;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2024 mei;3710775.0
146;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2024 juni;3732385.0
147;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2024 juli;3753175.0
148;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2024 augustus;3778532.0
149;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2024 september;3816412.0
150;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2024 oktober;3856352.0
151;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2024 november;3886080.0
152;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2024 december;3910147.0
153;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2025 januari;3930960.0
154;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2025 februari;3958093.0
155;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;Twee ouders geboren buiten NL;2025 maart;3985695.0
156;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2022 januari;15039835.0
157;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2022 februari;15039456.0
158;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2022 maart;15039073.0
159;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2022 april;15037402.0
160;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2022 mei;15035671.0
161;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2022 juni;15036005.0
162;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2022 juli;15037233.0
163;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2022 augustus;15037959.0
164;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2022 september;15039314.0
165;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2022 oktober;15041001.0
166;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2022 november;15040272.0
167;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2022 december;15039138.0
168;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2023 januari;15034341.0
169;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2023 februari;15030708.0
170;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2023 maart;15028984.0
171;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2023 april;15026798.0
172;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2023 mei;15026406.0
173;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2023 juni;15027815.0
174;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2023 juli;15028940.0
175;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2023 augustus;15031215.0
176;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2023 september;15032901.0
177;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2023 oktober;15033381.0
178;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2023 november;15033117.0
179;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2023 december;15031781.0
180;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2024 januari;15028003.0
181;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2024 februari;15009009.0
182;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2024 maart;14992662.0
183;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2024 april;14978239.0
184;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2024 mei;14965177.0
185;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2024 juni;14953662.0
186;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2024 juli;14939247.0
187;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2024 augustus;14919893.0
188;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2024 september;14903487.0
189;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2024 oktober;14888629.0
190;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2024 november;14872615.0
191;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2024 december;14857734.0
192;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2025 januari;14839632.0
193;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2025 februari;14820230.0
194;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Totaal;2025 maart;14802340.0
195;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2022 januari;13013279.0
196;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2022 februari;13010343.0
197;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2022 maart;13007719.0
198;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2022 april;13003741.0
199;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2022 mei;12999815.0
200;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2022 juni;12997568.0
201;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2022 juli;12996125.0
202;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2022 augustus;12994371.0
203;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2022 september;12993024.0
204;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2022 oktober;12992073.0
205;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2022 november;12988957.0
206;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2022 december;12985647.0
207;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2023 januari;12978154.0
208;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2023 februari;12972410.0
209;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2023 maart;12968360.0
210;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2023 april;12963736.0
211;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2023 mei;12960935.0
212;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2023 juni;12959508.0
213;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2023 juli;12957962.0
214;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2023 augustus;12957486.0
215;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2023 september;12956533.0
216;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2023 oktober;12954647.0
217;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2023 november;12951897.0
218;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2023 december;12948151.0
219;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2024 januari;12941748.0
220;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2024 februari;12917960.0
221;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2024 maart;12897128.0
222;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2024 april;12877966.0
223;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2024 mei;12860318.0
224;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2024 juni;12844077.0
225;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Geboren in Nederland;Twee ouders geboren in NL;2024 juli;12824939.0
