ID;Marges;RegioS;Perioden;SAvondsLichtBrandenBijAfwezigheid_1;FietsInBewaakteFietsenstalling_2;WaardevolleSpullenMeenemenUitAuto_3;WaardevolleSpullenThuisLaten_4;SociaalPreventiefGedragSchaalscore_5;ExtraVeiligheidsslotenOpBuitendeuren_6;RolluikenVoorRamenEnOfDeuren_7;Buitenverlichting_8;Alarminstallatie_9;PreventieInRondWoningSomscore_10
91;Waarde;Zuid-Holland (PV);2012;39.3;34.0;70.3;33.2;1.8;69.1;12.9;71.9;13.5;1.7
92;Waarde;Zuid-Holland (PV);2013;39.6;34.8;69.2;33.8;1.8;68.6;12.8;71.0;13.1;1.7
93;Waarde;Zuid-Holland (PV);2014;40.8;35.0;69.4;33.6;1.8;68.7;13.1;69.8;13.5;1.7
94;Waarde;Zuid-Holland (PV);2015;42.0;36.3;69.0;32.3;1.8;67.7;13.1;71.3;13.4;1.7
95;Waarde;Zuid-Holland (PV);2016;41.0;36.9;68.2;30.8;1.8;66.6;13.8;69.6;13.2;1.6
96;Waarde;Zuid-Holland (PV);2017;41.7;37.1;67.9;30.0;1.8;66.5;13.4;70.7;13.0;1.6
97;Waarde;Zuid-Holland (PV);2019;43.3;37.0;69.1;28.7;1.8;64.2;14.8;66.6;12.5;1.6
98;Waarde;Zeeland (PV);2012;36.2;24.5;65.9;30.2;1.6;64.1;35.0;79.7;9.8;1.9
99;Waarde;Zeeland (PV);2013;37.0;25.9;67.5;32.9;1.6;63.6;35.1;78.2;10.4;1.9
100;Waarde;Zeeland (PV);2014;38.2;26.0;64.4;33.0;1.6;62.5;33.2;78.0;11.1;1.8
101;Waarde;Zeeland (PV);2015;40.0;25.0;64.0;30.6;1.6;62.3;38.5;80.6;11.0;1.9
102;Waarde;Zeeland (PV);2016;44.4;27.2;65.9;29.5;1.7;63.0;35.8;80.2;9.7;1.9
103;Waarde;Zeeland (PV);2017;40.7;26.9;61.8;28.8;1.6;60.7;34.5;77.4;10.9;1.8
104;Waarde;Zeeland (PV);2019;43.6;27.5;65.5;27.8;1.6;59.8;37.4;76.8;10.3;1.8
105;Waarde;Noord-Brabant (PV);2012;47.6;44.9;73.9;37.1;2.0;70.0;27.5;82.5;13.9;1.9
106;Waarde;Noord-Brabant (PV);2013;46.7;45.2;74.0;39.0;2.0;69.0;28.2;82.3;14.8;1.9
107;Waarde;Noord-Brabant (PV);2014;48.0;45.2;73.0;37.0;2.0;67.6;28.8;82.2;14.5;1.9
108;Waarde;Noord-Brabant (PV);2015;48.3;45.8;73.8;37.8;2.1;68.8;28.9;81.5;15.1;1.9
109;Waarde;Noord-Brabant (PV);2016;47.2;46.1;72.5;35.1;2.0;66.9;28.7;82.1;14.5;1.9
110;Waarde;Noord-Brabant (PV);2017;46.9;45.9;73.1;34.1;2.0;66.6;28.3;81.1;15.2;1.9
111;Waarde;Noord-Brabant (PV);2019;49.5;45.5;73.6;33.6;2.0;65.4;29.7;80.9;14.1;1.9
112;Waarde;Limburg (PV);2012;51.4;41.8;73.2;41.5;2.1;68.6;49.5;81.4;15.8;2.2
113;Waarde;Limburg (PV);2013;50.3;42.9;73.1;41.3;2.1;68.1;48.5;80.4;15.7;2.1
114;Waarde;Limburg (PV);2014;51.5;40.8;74.2;40.8;2.1;68.4;49.0;81.0;16.8;2.2
115;Waarde;Limburg (PV);2015;52.8;41.6;72.2;39.7;2.1;68.6;49.5;81.3;17.2;2.2
116;Waarde;Limburg (PV);2016;51.9;42.5;71.6;37.4;2.0;68.7;49.9;81.5;16.1;2.2
117;Waarde;Limburg (PV);2017;51.3;41.2;71.2;38.1;2.0;66.6;48.6;80.1;17.6;2.1
118;Waarde;Limburg (PV);2019;55.6;41.8;71.8;35.7;2.0;65.6;50.4;79.6;16.5;2.1
119;Waarde;Alkmaar;2012;;;;;;;;;;
120;Waarde;Alkmaar;2013;29.3;34.2;69.1;29.6;1.6;65.6;7.6;73.8;7.4;1.5
121;Waarde;Alkmaar;2014;33.3;39.5;68.8;31.9;1.7;72.4;7.5;71.7;11.9;1.6
122;Waarde;Alkmaar;2015;37.7;40.8;62.9;28.0;1.7;62.2;10.5;70.1;9.8;1.5
123;Waarde;Alkmaar;2016;40.4;39.5;71.8;30.1;1.8;66.6;5.7;74.9;11.3;1.6
124;Waarde;Alkmaar;2017;37.1;33.7;69.2;28.0;1.7;64.3;10.7;73.1;9.3;1.6
125;Waarde;Alkmaar;2019;36.0;40.7;68.2;30.3;1.8;63.5;12.5;72.8;10.1;1.6
126;Waarde;Almelo;2012;;;;;;;;;;
127;Waarde;Almelo;2013;51.3;39.3;73.0;44.5;2.1;73.6;25.2;77.2;12.0;1.9
128;Waarde;Almelo;2014;47.6;39.0;67.9;33.7;1.9;66.5;18.5;76.9;14.6;1.8
129;Waarde;Almelo;2015;45.2;31.6;64.1;30.1;1.7;69.6;22.1;78.1;10.2;1.8
130;Waarde;Almelo;2016;42.7;36.5;66.8;28.7;1.7;62.8;21.1;76.4;14.0;1.7
131;Waarde;Almelo;2017;45.2;32.6;61.1;31.9;1.7;61.2;22.4;78.7;9.6;1.7
132;Waarde;Almelo;2019;49.6;38.7;67.4;32.7;1.9;67.4;28.5;78.3;12.4;1.9
133;Waarde;Almere;2012;;;;;;;;;;
134;Waarde;Almere;2013;42.7;40.5;72.1;34.0;1.9;68.0;11.2;80.3;20.0;1.8
135;Waarde;Almere;2014;45.3;40.7;76.1;35.3;2.0;69.1;11.9;83.0;19.9;1.8
136;Waarde;Almere;2015;44.3;41.5;73.5;35.4;1.9;62.7;12.1;80.9;19.5;1.8
137;Waarde;Almere;2016;46.6;39.3;72.1;28.0;1.9;66.6;12.5;81.2;19.7;1.8
138;Waarde;Almere;2017;45.1;38.9;71.4;31.4;1.9;66.0;12.2;79.2;20.8;1.8
139;Waarde;Almere;2019;49.4;43.5;72.2;31.5;2.0;67.1;13.7;79.9;21.6;1.8
140;Waarde;Alphen aan den Rijn;2012;;;;;;;;;;
141;Waarde;Alphen aan den Rijn;2013;37.9;37.9;81.1;36.6;1.9;72.3;8.0;75.6;12.1;1.7
142;Waarde;Alphen aan den Rijn;2014;37.1;36.2;74.0;37.0;1.8;66.0;13.5;72.3;10.2;1.6
143;Waarde;Alphen aan den Rijn;2015;44.5;36.8;76.7;34.2;1.9;69.0;12.7;81.0;11.9;1.7
144;Waarde;Alphen aan den Rijn;2016;38.4;32.1;69.3;28.7;1.7;68.8;12.1;77.6;15.2;1.7
145;Waarde;Alphen aan den Rijn;2017;43.3;35.2;75.2;29.3;1.8;68.6;13.0;79.1;11.5;1.7
146;Waarde;Alphen aan den Rijn;2019;44.5;35.9;75.5;30.2;1.9;64.7;13.8;76.2;12.1;1.7
147;Waarde;Amersfoort;2012;;;;;;;;;;
148;Waarde;Amersfoort;2013;41.5;40.2;77.1;32.4;1.9;67.5;10.0;78.7;12.5;1.7
149;Waarde;Amersfoort;2014;43.1;39.5;75.5;34.6;1.9;67.0;9.9;79.7;13.9;1.7
150;Waarde;Amersfoort;2015;41.3;38.0;79.9;32.9;1.9;67.6;8.9;80.5;12.1;1.7
151;Waarde;Amersfoort;2016;39.2;36.3;75.5;31.5;1.8;65.4;12.2;78.6;10.1;1.7
152;Waarde;Amersfoort;2017;42.7;32.4;73.7;29.3;1.8;70.0;12.8;77.1;9.5;1.7
153;Waarde;Amersfoort;2019;44.4;38.0;78.1;29.3;1.9;67.8;14.1;77.0;12.2;1.7
154;Waarde;Amstelveen;2012;;;;;;;;;;
155;Waarde;Amstelveen;2013;43.4;34.9;69.3;32.3;1.8;71.6;10.2;71.7;15.6;1.7
156;Waarde;Amstelveen;2014;44.2;35.8;75.5;33.9;1.9;68.5;10.6;76.3;15.0;1.7
157;Waarde;Amstelveen;2015;41.0;34.2;72.3;34.9;1.8;70.6;14.7;76.3;14.2;1.8
158;Waarde;Amstelveen;2016;46.6;33.3;66.2;35.4;1.8;64.9;14.8;78.3;15.7;1.7
159;Waarde;Amstelveen;2017;42.7;37.2;74.3;32.0;1.9;60.2;11.7;76.7;14.6;1.6
160;Waarde;Amstelveen;2019;40.0;34.6;71.0;27.4;1.7;60.6;11.4;72.3;14.0;1.6
161;Waarde;Amsterdam;2012;;;;;;;;;;
162;Waarde;Amsterdam;2013;23.4;26.1;58.6;27.7;1.4;54.4;7.4;44.6;8.6;1.2
163;Waarde;Amsterdam;2014;24.1;26.7;57.6;24.8;1.3;55.5;7.2;44.7;9.1;1.2
164;Waarde;Amsterdam;2015;25.2;26.1;55.8;24.4;1.3;56.5;8.5;46.0;7.6;1.2
165;Waarde;Amsterdam;2016;24.5;28.4;56.3;23.1;1.3;54.3;8.3;42.6;8.0;1.1
166;Waarde;Amsterdam;2017;25.1;28.1;53.6;23.2;1.3;53.7;8.1;44.4;9.0;1.2
167;Waarde;Amsterdam;2019;27.0;28.9;56.5;21.7;1.3;52.2;9.2;42.6;8.6;1.1
168;Waarde;Apeldoorn;2012;;;;;;;;;;
169;Waarde;Apeldoorn;2013;41.4;55.5;74.6;38.1;2.1;65.8;12.6;83.3;11.0;1.7
170;Waarde;Apeldoorn;2014;40.1;52.5;76.3;40.7;2.1;66.8;14.7;84.9;12.2;1.8
171;Waarde;Apeldoorn;2015;39.9;53.4;71.0;35.5;2.0;65.4;14.0;80.5;12.5;1.7
172;Waarde;Apeldoorn;2016;40.4;52.4;75.0;34.2;2.0;68.1;13.7;84.0;13.0;1.8
173;Waarde;Apeldoorn;2017;40.1;50.6;73.3;33.5;2.0;66.5;14.6;82.4;12.6;1.8
174;Waarde;Apeldoorn;2019;45.6;56.7;78.5;30.8;2.1;66.5;17.4;82.9;12.4;1.8
175;Waarde;Arnhem;2012;;;;;;;;;;
176;Waarde;Arnhem;2013;36.9;45.8;72.3;30.1;1.9;63.6;16.0;72.9;10.3;1.6
177;Waarde;Arnhem;2014;32.0;47.3;67.7;30.1;1.8;60.9;14.5;73.1;8.7;1.6
178;Waarde;Arnhem;2015;33.6;46.2;65.7;32.1;1.8;66.0;18.2;70.8;10.6;1.7
179;Waarde;Arnhem;2016;37.4;47.9;70.0;30.9;1.9;61.1;15.1;72.1;7.9;1.6
180;Waarde;Arnhem;2017;34.3;49.3;69.8;30.9;1.8;59.7;16.5;70.5;11.9;1.6
181;Waarde;Arnhem;2019;34.7;50.2;72.7;30.4;1.9;59.8;16.6;66.1;7.8;1.5
182;Waarde;Breda;2012;;;;;;;;;;
183;Waarde;Breda;2013;44.3;54.0;75.2;38.4;2.1;71.0;23.1;78.6;16.4;1.9
184;Waarde;Breda;2014;43.8;49.7;70.6;32.3;2.0;66.5;18.8;73.1;15.3;1.7
185;Waarde;Breda;2015;43.4;52.2;76.5;34.1;2.1;68.5;18.9;73.3;18.3;1.8
186;Waarde;Breda;2016;46.5;55.3;72.0;34.7;2.1;66.8;16.6;80.3;18.4;1.8
187;Waarde;Breda;2017;43.0;53.7;72.1;35.8;2.0;64.3;22.2;76.5;17.3;1.8
188;Waarde;Breda;2019;46.8;59.1;76.8;32.2;2.1;64.2;21.9;75.6;13.4;1.8
189;Waarde;Delft;2012;;;;;;;;;;
190;Waarde;Delft;2013;30.1;31.9;64.2;30.8;1.6;61.0;6.6;59.6;6.3;1.3
191;Waarde;Delft;2014;25.7;31.0;63.0;26.3;1.5;54.9;10.0;52.8;8.4;1.3
192;Waarde;Delft;2015;33.1;36.6;64.0;26.4;1.6;56.3;6.6;62.8;8.7;1.3
193;Waarde;Delft;2016;27.2;36.4;56.3;27.4;1.5;50.1;7.9;54.7;5.1;1.2
194;Waarde;Delft;2017;28.9;37.6;57.7;26.4;1.5;63.8;8.5;61.6;6.0;1.4
195;Waarde;Delft;2019;31.0;38.7;60.1;24.1;1.5;54.7;10.1;56.2;7.1;1.3
196;Waarde;Deventer;2012;;;;;;;;;;
197;Waarde;Deventer;2013;33.3;50.4;77.1;31.9;1.9;72.6;12.9;82.8;6.8;1.8
198;Waarde;Deventer;2014;34.5;46.4;66.4;26.0;1.7;62.2;12.9;78.1;9.4;1.6
199;Waarde;Deventer;2015;35.6;46.5;72.5;33.2;1.9;63.4;10.7;73.7;9.1;1.6
200;Waarde;Deventer;2016;36.3;46.7;70.9;32.2;1.9;69.9;14.0;76.8;9.5;1.7
201;Waarde;Deventer;2017;33.8;48.7;69.4;27.3;1.8;56.9;8.8;76.5;10.0;1.5
202;Waarde;Deventer;2019;36.2;45.0;68.3;28.7;1.8;61.7;15.5;71.2;10.0;1.6
203;Waarde;Dordrecht;2012;;;;;;;;;;
204;Waarde;Dordrecht;2013;36.5;40.3;66.3;38.1;1.8;67.4;13.6;65.5;14.6;1.6
205;Waarde;Dordrecht;2014;37.3;43.9;66.3;34.7;1.8;64.4;11.1;68.4;14.1;1.6
206;Waarde;Dordrecht;2015;38.4;44.4;71.7;34.8;1.9;67.1;13.0;69.9;14.3;1.6
207;Waarde;Dordrecht;2016;36.0;42.2;69.9;34.5;1.8;62.9;13.0;66.4;11.0;1.5
208;Waarde;Dordrecht;2017;36.0;40.7;68.0;30.1;1.7;65.3;13.7;69.1;13.9;1.6
209;Waarde;Dordrecht;2019;41.2;41.8;70.3;29.0;1.8;61.6;15.4;66.4;10.9;1.5
210;Waarde;Ede;2012;;;;;;;;;;
211;Waarde;Ede;2013;52.9;31.0;74.5;38.0;2.0;68.9;16.5;82.2;15.1;1.8
212;Waarde;Ede;2014;52.4;30.6;70.2;27.1;1.8;66.5;19.8;88.3;12.6;1.9
213;Waarde;Ede;2015;50.3;28.5;73.4;32.9;1.9;70.2;14.8;86.2;11.1;1.8
214;Waarde;Ede;2016;50.4;32.7;73.3;31.6;1.9;67.4;17.8;83.7;13.9;1.8
215;Waarde;Ede;2017;45.2;31.0;79.5;33.9;1.9;68.6;20.9;87.0;15.4;1.9
216;Waarde;Ede;2019;52.1;31.4;73.4;31.2;1.9;63.3;20.1;85.2;12.3;1.8
217;Waarde;Eindhoven;2012;;;;;;;;;;
218;Waarde;Eindhoven;2013;43.4;54.7;72.2;38.9;2.1;63.4;17.3;73.1;10.6;1.6
219;Waarde;Eindhoven;2014;44.0;53.1;73.5;35.7;2.1;64.9;24.3;73.9;9.1;1.7
220;Waarde;Eindhoven;2015;43.9;52.8;70.3;37.0;2.0;63.0;20.6;69.9;10.9;1.6
221;Waarde;Eindhoven;2016;43.5;56.2;71.4;34.2;2.1;64.4;23.2;73.2;12.3;1.7
222;Waarde;Eindhoven;2017;43.1;52.5;73.4;29.6;2.0;60.3;20.3;70.6;10.8;1.6
223;Waarde;Eindhoven;2019;44.5;55.4;72.5;34.3;2.1;63.6;22.0;71.6;9.4;1.7
224;Waarde;Emmen;2012;;;;;;;;;;
225;Waarde;Emmen;2013;39.1;32.6;66.3;35.2;1.7;63.3;23.9;86.4;9.8;1.8
226;Waarde;Emmen;2014;41.9;33.9;68.5;31.5;1.8;64.9;24.8;88.4;11.8;1.9
227;Waarde;Emmen;2015;44.7;34.8;60.2;33.1;1.7;61.3;27.0;84.6;8.7;1.8
228;Waarde;Emmen;2016;43.0;34.2;62.1;33.6;1.7;62.6;26.7;84.9;7.7;1.8
229;Waarde;Emmen;2017;44.2;33.1;63.3;32.5;1.7;64.4;25.4;85.3;10.5;1.9
230;Waarde;Emmen;2019;48.0;36.3;61.0;33.3;1.8;63.9;26.8;83.2;9.7;1.8
231;Waarde;Enschede;2012;;;;;;;;;;
232;Waarde;Enschede;2013;40.0;46.6;66.4;34.8;1.9;62.3;25.1;68.6;10.4;1.7
233;Waarde;Enschede;2014;37.7;45.0;69.5;32.2;1.8;60.9;20.5;69.8;11.1;1.6
234;Waarde;Enschede;2015;40.2;43.3;67.0;35.5;1.9;62.1;23.2;71.3;12.9;1.7
235;Waarde;Enschede;2016;42.2;47.7;70.2;31.9;1.9;62.9;24.5;75.7;12.9;1.8
236;Waarde;Enschede;2017;38.0;47.2;67.1;31.0;1.8;61.0;22.4;71.8;9.4;1.6
237;Waarde;Enschede;2019;41.3;49.0;73.5;32.5;2.0;60.6;28.1;74.4;9.4;1.7
238;Waarde;Gouda;2012;;;;;;;;;;
239;Waarde;Gouda;2013;38.7;29.8;80.3;38.6;1.9;77.6;14.2;75.9;8.9;1.8
240;Waarde;Gouda;2014;41.6;28.8;73.6;29.1;1.7;66.1;14.6;74.3;7.9;1.6
241;Waarde;Gouda;2015;46.1;32.9;75.2;34.8;1.9;71.8;13.6;74.9;10.1;1.7
242;Waarde;Gouda;2016;42.1;30.6;78.6;38.1;1.9;72.9;14.0;74.8;13.6;1.8
243;Waarde;Gouda;2017;49.5;32.3;72.5;28.3;1.8;70.2;12.7;77.6;9.1;1.7
