ID;Geslacht;Leeftijd;Generatie;Perioden;TotaleBevolking_1;Autochtoon_2;Allochtoon_3;TotaalNietWesters_4;Afrika_5;Azie_6;LatijnsAmerika_7;Marokko_8;NederlandseAntillenEnAruba_9;Suriname_10;Turkije_11;TotaalWesters_12;k_26EULanden_13;OverigEuropa_14;Indonesie_15;OverigBuitenEuropa_16
7297;Mannen en Vrouwen;28 jaar;Totaal bevolking;2058;220009;145091.0;74917;43184;6111;15219;3450;5309;4671;3121;5304;31733;23276;4795;1173;2489
7298;Mannen en Vrouwen;28 jaar;Totaal bevolking;2059;219959;144897.0;75062;43254;6119;15336;3462;5283;4685;3101;5266;31809;23334;4801;1169;2505
7299;Mannen en Vrouwen;28 jaar;Totaal bevolking;2060;219743;144565.0;75178;43306;6131;15434;3477;5256;4697;3085;5227;31872;23380;4807;1164;2521
7300;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2011;35053;;35053;22124;3893;6968;1375;3044;1862;1780;3201;12930;9549;2055;401;925
7301;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2012;35712;;35712;22212;4150;7085;1355;2843;1898;1808;3074;13500;9984;2213;395;907
7302;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2013;36942;;36942;22700;4305;7250;1439;2753;1904;1793;3255;14242;10595;2363;383;902
7303;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2014;36322;;36322;21605;3781;7096;1499;2479;2004;1728;3016;14717;10934;2462;403;918
7304;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2015;35868;;35868;20555;3391;7112;1517;2156;1965;1608;2806;15314;11379;2623;389;922
7305;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2016;35752;;35752;19994;3069;7182;1519;2118;1965;1524;2617;15759;11696;2720;396;946
7306;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2017;36024;;36024;19830;2938;7480;1544;1988;1974;1435;2470;16194;11997;2795;427;976
7307;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2018;36212;;36212;19761;2860;7594;1533;1776;2085;1518;2395;16451;12152;2872;436;990
7308;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2019;36089;;36089;19434;2804;7707;1553;1680;2121;1348;2221;16655;12238;2971;446;1000
7309;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2020;35918;;35918;19180;2760;7691;1532;1624;2153;1273;2148;16738;12278;2977;467;1017
7310;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2021;35880;;35880;19137;2779;7772;1531;1507;2189;1194;2166;16743;12330;2920;460;1032
7311;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2022;35559;;35559;18872;2736;7695;1517;1480;2236;1092;2116;16687;12354;2807;474;1051
7312;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2023;35518;;35518;18864;2735;7731;1527;1433;2316;999;2123;16654;12361;2747;477;1069
7313;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2024;35495;;35495;18863;2723;7669;1544;1434;2346;1048;2100;16632;12360;2701;484;1087
7314;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2025;35689;;35689;19022;2745;7760;1545;1454;2363;1053;2102;16668;12381;2692;486;1108
7315;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2026;35688;;35688;19056;2799;7735;1561;1410;2352;1083;2117;16632;12353;2664;489;1127
7316;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2027;35410;;35410;18816;2786;7654;1564;1384;2348;1001;2079;16593;12331;2631;487;1145
7317;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2028;35293;;35293;18790;2791;7714;1574;1361;2315;980;2055;16503;12309;2543;488;1163
7318;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2029;35263;;35263;18783;2799;7772;1593;1344;2281;957;2038;16480;12289;2519;491;1181
7319;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2030;35223;;35223;18769;2784;7839;1589;1339;2247;953;2019;16454;12260;2507;489;1198
7320;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2031;35307;;35307;18845;2809;7960;1603;1315;2235;915;2008;16462;12245;2512;490;1215
7321;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2032;35511;;35511;19017;2839;8065;1616;1328;2255;921;1995;16494;12250;2527;485;1232
7322;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2033;35667;;35667;19134;2853;8162;1635;1287;2270;933;1994;16533;12250;2544;489;1250
7323;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2034;35882;;35882;19314;2872;8284;1649;1282;2293;936;1997;16568;12266;2549;486;1267
7324;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2035;36121;;36121;19504;2902;8381;1657;1290;2316;961;1996;16617;12276;2571;486;1284
7325;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2036;36337;;36337;19662;2899;8492;1670;1297;2329;960;2015;16676;12305;2581;490;1300
7326;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2037;36499;;36499;19788;2907;8573;1679;1301;2339;971;2017;16711;12327;2582;486;1317
7327;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2038;36582;;36582;19846;2894;8642;1691;1293;2341;970;2015;16736;12338;2581;486;1332
7328;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2039;36696;;36696;19936;2897;8713;1701;1294;2349;970;2011;16761;12346;2582;484;1348
7329;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2040;36866;;36866;20048;2906;8788;1711;1299;2358;975;2013;16818;12384;2588;484;1362
7330;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2041;37029;;37029;20151;2917;8854;1722;1302;2366;976;2015;16878;12424;2593;484;1377
7331;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2042;37181;;37181;20244;2927;8916;1730;1303;2373;978;2017;16937;12466;2599;483;1390
7332;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2043;37327;;37327;20331;2936;8976;1739;1304;2379;978;2019;16996;12509;2603;482;1402
7333;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2044;37464;;37464;20410;2945;9028;1749;1304;2384;978;2022;17053;12549;2608;480;1416
7334;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2045;37587;;37587;20480;2953;9075;1755;1305;2390;978;2024;17107;12589;2612;479;1427
7335;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2046;37704;;37704;20546;2961;9120;1761;1306;2395;978;2025;17159;12626;2615;478;1439
7336;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2047;37811;;37811;20605;2967;9159;1767;1306;2400;978;2027;17206;12662;2619;477;1448
7337;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2048;37917;;37917;20665;2974;9201;1773;1307;2405;978;2028;17252;12696;2622;476;1458
7338;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2049;38017;;38017;20722;2980;9241;1779;1308;2410;977;2029;17295;12727;2625;475;1468
7339;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2050;38112;;38112;20776;2985;9280;1784;1308;2414;976;2029;17336;12757;2628;474;1476
7340;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2051;38204;;38204;20829;2990;9318;1789;1309;2419;976;2029;17375;12786;2631;473;1485
7341;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2052;38291;;38291;20878;2995;9355;1793;1309;2423;975;2028;17413;12814;2634;472;1494
7342;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2053;38373;;38373;20922;3000;9388;1797;1309;2427;974;2027;17451;12840;2636;472;1502
7343;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2054;38450;;38450;20963;3004;9418;1801;1310;2432;973;2026;17488;12867;2639;471;1511
7344;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2055;38523;;38523;21001;3008;9447;1804;1310;2436;972;2024;17522;12891;2641;471;1519
7345;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2056;38594;;38594;21037;3012;9476;1807;1310;2440;970;2022;17557;12916;2643;470;1528
7346;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2057;38662;;38662;21072;3016;9504;1809;1309;2444;969;2020;17591;12939;2646;470;1536
7347;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2058;38730;;38730;21106;3019;9532;1812;1309;2448;968;2018;17624;12962;2648;469;1544
7348;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2059;38795;;38795;21138;3023;9558;1815;1308;2452;966;2015;17657;12985;2650;469;1552
7349;Mannen en Vrouwen;28 jaar;Eerstegeneratieallochtoon;2060;38858;;38858;21169;3026;9585;1817;1308;2456;965;2012;17689;13007;2652;469;1560
7350;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2011;23956;;23956;14414;885;1305;336;3140;1027;3944;3777;9542;4196;501;4145;700
7351;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2012;24382;;24382;15019;973;1411;377;3256;1041;4093;3868;9363;4152;438;4031;742
7352;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2013;24845;;24845;15489;1035;1470;420;3353;1086;4313;3813;9356;4211;405;3856;883
7353;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2014;25381;;25381;16070;1109;1559;475;3613;1071;4440;3803;9311;4396;390;3605;920
7354;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2015;26578;;26578;17080;1247;1666;511;3789;1184;4624;4060;9498;4494;383;3618;1002
7355;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2016;27393;;27393;18093;1337;1676;587;4112;1262;4536;4582;9300;4508;403;3356;1032
7356;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2017;28963;;28963;19556;1395;1784;643;4484;1325;4697;5228;9407;4736;435;3124;1113
7357;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2018;29756;;29756;20584;1556;1825;649;4875;1381;4514;5784;9172;4777;462;2849;1084
7358;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2019;31685;;31685;22341;1789;1992;770;5251;1573;4840;6127;9344;4984;485;2676;1198
7359;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2020;32212;;32212;22814;1866;2166;758;5335;1542;4792;6354;9399;5219;532;2508;1139
7360;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2021;32662;;32662;23483;2005;2331;830;5716;1559;4655;6386;9180;5158;631;2250;1141
7361;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2022;32544;;32544;23417;2079;2413;862;5569;1465;4668;6363;9126;5217;742;2022;1145
7362;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2023;33307;;33307;24063;2292;2608;862;5670;1546;4573;6512;9244;5231;1087;1801;1126
7363;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2024;32942;;32942;23756;2354;2877;840;5544;1503;4474;6164;9186;5273;1269;1590;1054
7364;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2025;33334;;33334;24199;2389;2931;952;5706;1444;4403;6374;9135;5391;1269;1463;1012
7365;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2026;34362;;34362;25340;2578;3256;956;5929;1465;4539;6617;9021;5475;1259;1289;998
7366;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2027;35713;;35713;26465;2759;3613;1021;6279;1594;4511;6689;9248;5575;1427;1259;987
7367;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2028;36636;;36636;27059;2950;3782;1055;6435;1669;4726;6443;9577;5823;1623;1132;1000
7368;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2029;38377;;38377;28470;3210;4105;1150;7016;1721;4731;6537;9907;6114;1721;1151;921
7369;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2030;38394;;38394;28506;3315;4190;1191;6983;1831;4695;6299;9889;6027;1901;1006;955
7370;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2031;38440;;38440;28529;3413;4190;1238;7166;1905;4479;6138;9911;6197;1831;1005;879
7371;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2032;38337;;38337;28395;3378;4244;1252;7398;1823;4292;6008;9942;6236;1869;1010;827
7372;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2033;38249;;38249;28242;3376;4438;1269;7434;1772;4065;5887;10006;6291;1848;996;872
7373;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2034;37681;;37681;27962;3270;4392;1342;7529;1767;3803;5859;9720;6258;1810;948;704
7374;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2035;37237;;37237;27503;3208;4505;1365;7311;1780;3701;5633;9734;6300;1833;886;716
7375;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2036;36892;;36892;27053;3216;4506;1384;7090;1876;3544;5436;9839;6441;1726;911;761
7376;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2037;37441;;37441;27083;3314;4552;1436;7105;1942;3519;5216;10358;6837;1868;881;771
7377;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2038;37388;;37388;26459;3347;4654;1450;6816;1891;3399;4903;10929;7395;1881;881;771
7378;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2039;37647;;37647;26235;3340;4757;1469;6688;1877;3250;4854;11412;7881;1879;874;777
7379;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2040;37312;;37312;25692;3331;4779;1485;6451;1882;3111;4653;11620;8083;1899;848;790
7380;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2041;37122;;37122;25278;3301;4795;1498;6285;1886;2991;4521;11844;8301;1921;821;801
7381;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2042;36957;;36957;24874;3263;4820;1515;6100;1898;2889;4390;12083;8524;1947;801;811
7382;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2043;36791;;36791;24485;3230;4846;1527;5901;1914;2797;4269;12306;8723;1975;786;822
7383;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2044;36652;;36652;24127;3206;4870;1540;5698;1941;2719;4152;12525;8916;2000;777;832
7384;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2045;36487;;36487;23772;3181;4904;1552;5489;1960;2646;4040;12715;9089;2022;766;840
7385;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2046;36358;;36358;23456;3163;4938;1557;5285;1987;2586;3939;12902;9253;2041;760;848
7386;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2047;36244;;36244;23162;3138;4984;1562;5087;2010;2536;3844;13083;9408;2063;753;859
7387;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2048;36133;;36133;22891;3122;5028;1569;4899;2036;2484;3753;13242;9548;2079;747;868
7388;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2049;36017;;36017;22637;3108;5065;1574;4725;2057;2439;3669;13380;9672;2091;742;875
7389;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2050;35931;;35931;22423;3093;5127;1578;4560;2080;2392;3593;13509;9787;2101;738;883
7390;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2051;35881;;35881;22253;3086;5182;1584;4422;2100;2351;3528;13627;9891;2108;737;891
7391;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2052;35855;;35855;22123;3077;5242;1590;4308;2123;2314;3469;13732;9982;2116;734;899
7392;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2053;35861;;35861;22044;3076;5309;1595;4217;2143;2279;3425;13817;10057;2123;730;906
7393;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2054;35917;;35917;22015;3080;5376;1603;4151;2159;2251;3396;13902;10129;2131;728;914
7394;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2055;35976;;35976;22011;3082;5447;1609;4101;2176;2221;3374;13965;10186;2135;722;922
7395;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2056;36049;;36049;22028;3079;5527;1621;4065;2195;2196;3346;14021;10235;2138;718;930
7396;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2057;36119;;36119;22055;3086;5606;1629;4031;2210;2174;3318;14064;10274;2143;710;937
7397;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2058;36187;;36187;22078;3091;5687;1638;4001;2223;2153;3286;14109;10314;2147;704;945
7398;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2059;36268;;36268;22116;3097;5778;1647;3975;2233;2135;3251;14152;10349;2151;700;952
7399;Mannen en Vrouwen;28 jaar;Totaal tweedegeneratieallochtonen;2060;36320;;36320;22137;3105;5849;1659;3948;2241;2120;3215;14183;10373;2155;695;960
7400;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2011;11058;;11058;3064;521;395;251;228;617;860;192;7993;3654;279;3403;657
7401;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2012;11062;;11062;3138;560;429;262;222;622;864;179;7924;3661;257;3310;696
7402;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2013;11433;;11433;3433;625;455;334;229;646;939;205;7999;3731;235;3197;836
7403;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2014;11532;;11532;3535;639;478;336;285;608;981;210;7996;3834;239;3054;869
7404;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2015;12137;;12137;3977;718;581;388;250;696;1099;245;8160;3931;257;3025;947
7405;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2016;12112;;12112;4083;764;569;444;251;722;1089;244;8030;3968;256;2826;980
7406;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2017;12445;;12445;4298;779;601;461;290;717;1131;320;8146;4194;279;2626;1047
7407;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2018;12474;;12474;4568;871;685;482;290;696;1194;350;7905;4166;298;2414;1028
7408;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2019;13266;;13266;5224;1000;694;545;361;806;1386;431;8042;4317;321;2285;1120
7409;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2020;13487;;13487;5359;1010;728;535;390;766;1390;540;8128;4548;346;2149;1085
7410;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2021;13504;;13504;5703;1082;765;592;432;796;1389;647;7801;4473;351;1906;1071
7411;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2022;13682;;13682;5958;1118;826;610;489;752;1444;718;7725;4546;399;1703;1077
7412;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2023;13811;;13811;6227;1142;796;629;575;821;1484;781;7583;4540;454;1533;1057
7413;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2024;13814;;13814;6383;1154;904;609;527;813;1522;854;7431;4596;501;1337;998
7414;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2025;13886;;13886;6576;1140;898;716;575;781;1569;897;7310;4644;500;1222;945
7415;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2026;14349;;14349;7052;1201;985;692;599;812;1713;1051;7298;4746;548;1060;944
7416;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2027;15084;;15084;7645;1252;1086;777;725;813;1781;1212;7439;4852;615;1041;931
7417;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2028;15549;;15549;7978;1311;1112;753;784;842;1836;1341;7570;5051;656;927;936
7418;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2029;16330;;16330;8624;1364;1209;806;936;837;1980;1492;7706;5246;670;940;851
7419;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2030;16687;;16687;9044;1331;1298;854;1050;872;2004;1636;7642;5153;796;813;881
7420;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2031;17079;;17079;9359;1330;1338;902;1150;915;1944;1778;7720;5321;765;821;812
7421;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2032;17274;;17274;9582;1319;1377;918;1253;896;1928;1891;7692;5300;824;810;758
7422;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2033;17551;;17551;9839;1305;1468;936;1432;860;1847;1993;7711;5284;840;800;787
7423;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2034;17475;;17475;10024;1265;1509;990;1531;887;1750;2092;7451;5200;845;765;641
7424;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2035;17469;;17469;10160;1223;1558;1021;1560;893;1747;2157;7310;5059;878;723;650
7425;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2036;17762;;17762;10455;1234;1588;1021;1761;929;1744;2179;7307;5093;827;726;661
7426;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2037;18090;;18090;10706;1244;1632;1049;1900;956;1779;2147;7384;5135;902;702;644
7427;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2038;18294;;18294;10836;1230;1679;1059;2009;947;1754;2158;7457;5262;872;699;625
7428;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2039;18724;;18724;11318;1212;1639;1013;2214;889;1782;2570;7406;5234;846;697;629
7429;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2040;18499;;18499;11176;1206;1647;998;2185;889;1788;2464;7323;5157;842;690;634
7430;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2041;18565;;18565;11288;1206;1646;986;2269;893;1815;2473;7276;5114;843;679;641
7431;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2042;18590;;18590;11329;1215;1662;982;2301;901;1830;2438;7261;5098;842;673;648
7432;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2043;18597;;18597;11337;1223;1677;977;2316;911;1836;2398;7260;5091;846;666;658
7433;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2044;18666;;18666;11379;1238;1696;978;2325;928;1851;2363;7287;5108;851;661;667
7434;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2045;18737;;18737;11418;1253;1728;982;2329;941;1864;2321;7318;5131;856;657;674
7435;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2046;18823;;18823;11454;1272;1752;983;2329;961;1878;2279;7369;5169;862;655;683
7436;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2047;18929;;18929;11493;1286;1787;986;2324;975;1896;2239;7436;5216;875;654;692
7437;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2048;19046;;19046;11548;1309;1819;993;2325;993;1906;2203;7498;5263;885;652;699
7438;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2049;19193;;19193;11631;1331;1849;1000;2342;1005;1921;2183;7562;5311;897;651;703
7439;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2050;19338;;19338;11720;1347;1888;1007;2358;1020;1924;2175;7618;5352;909;651;706
7440;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2051;19507;;19507;11825;1366;1916;1015;2389;1032;1933;2175;7682;5398;922;653;709
7441;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2052;19666;;19666;11926;1380;1952;1024;2422;1042;1937;2169;7740;5440;937;652;711
7442;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2053;19836;;19836;12039;1395;1994;1031;2465;1052;1936;2165;7797;5474;954;658;712
7443;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2054;20032;;20032;12175;1414;2033;1038;2518;1058;1941;2174;7857;5514;972;658;713
7444;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2055;20209;;20209;12302;1432;2069;1043;2576;1066;1938;2178;7907;5546;988;659;714
7445;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2056;20376;;20376;12419;1440;2112;1052;2636;1073;1937;2170;7956;5578;1004;659;715
7446;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2057;20522;;20522;12525;1454;2152;1057;2692;1082;1934;2154;7996;5603;1023;656;715
7447;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2058;20637;;20637;12600;1466;2194;1062;2736;1087;1927;2129;8037;5629;1038;655;716
7448;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2059;20735;;20735;12660;1475;2238;1066;2776;1090;1917;2098;8075;5653;1051;654;716
7449;Mannen en Vrouwen;28 jaar;2e Gen.: 1 ouder in buitenland geboren;2060;20809;;20809;12709;1486;2278;1071;2810;1094;1911;2059;8100;5669;1064;650;717
7450;Mannen en Vrouwen;28 jaar;2e Gen.: 2 ouders in buitenland geboren;2011;12899;;12899;11350;364;910;85;2912;410;3084;3585;1549;542;223;741;43
7451;Mannen en Vrouwen;28 jaar;2e Gen.: 2 ouders in buitenland geboren;2012;13320;;13320;11881;414;982;115;3034;419;3229;3689;1439;491;181;721;46
7452;Mannen en Vrouwen;28 jaar;2e Gen.: 2 ouders in buitenland geboren;2013;13413;;13413;12056;410;1015;86;3124;440;3374;3607;1357;479;170;660;47
7453;Mannen en Vrouwen;28 jaar;2e Gen.: 2 ouders in buitenland geboren;2014;13850;;13850;12535;471;1081;139;3329;464;3458;3594;1315;562;151;551;51
7454;Mannen en Vrouwen;28 jaar;2e Gen.: 2 ouders in buitenland geboren;2015;14441;;14441;13103;529;1085;123;3539;488;3525;3815;1337;563;126;593;55
7455;Mannen en Vrouwen;28 jaar;2e Gen.: 2 ouders in buitenland geboren;2016;15280;;15280;14010;573;1107;143;3861;540;3448;4339;1270;541;147;531;52
7456;Mannen en Vrouwen;28 jaar;2e Gen.: 2 ouders in buitenland geboren;2017;16518;;16518;15257;617;1183;182;4194;608;3565;4909;1261;541;157;497;66
7457;Mannen en Vrouwen;28 jaar;2e Gen.: 2 ouders in buitenland geboren;2018;17282;;17282;16016;685;1140;167;4585;685;3320;5434;1266;611;164;435;57
