ID;TypeReIntegratieParticipatievoorz;StatusVoorziening;RegioS;Perioden;ReIntegratieParticipatievoorzieningen_1
1865;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2024 juni;780
1866;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2024 juli;770
1867;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2024 augustus;790
1868;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2024 september;860
1869;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2023 januari;1310
1870;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2023 februari;1340
1871;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2023 maart;1350
1872;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2023 april;1350
1873;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2023 mei;1370
1874;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2023 juni;1360
1875;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2023 juli;1380
1876;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2023 augustus;1400
1877;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2023 september;1440
1878;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2023 oktober;1470
1879;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2023 november;1490
1880;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2023 december;1350
1881;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2024 januari;1510
1882;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2024 februari;1520
1883;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2024 maart;1520
1884;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2024 april;1560
1885;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2024 mei;1580
1886;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2024 juni;1580
1887;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2024 juli;1590
1888;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2024 augustus;1590
1889;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berkelland;2024 september;1580
1890;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2023 januari;250
1891;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2023 februari;260
1892;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2023 maart;270
1893;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2023 april;270
1894;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2023 mei;280
1895;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2023 juni;270
1896;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2023 juli;270
1897;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2023 augustus;260
1898;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2023 september;270
1899;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2023 oktober;270
1900;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2023 november;260
1901;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2023 december;260
1902;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2024 januari;250
1903;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2024 februari;270
1904;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2024 maart;270
1905;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2024 april;280
1906;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2024 mei;260
1907;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2024 juni;260
1908;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2024 juli;250
1909;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2024 augustus;260
1910;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bernheze;2024 september;250
1911;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2023 januari;430
1912;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2023 februari;430
1913;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2023 maart;440
1914;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2023 april;450
1915;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2023 mei;460
1916;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2023 juni;460
1917;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2023 juli;360
1918;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2023 augustus;360
1919;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2023 september;410
1920;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2023 oktober;340
1921;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2023 november;340
1922;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2023 december;350
1923;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2024 januari;360
1924;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2024 februari;350
1925;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2024 maart;340
1926;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2024 april;340
1927;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2024 mei;340
1928;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2024 juni;350
1929;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2024 juli;360
1930;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2024 augustus;370
1931;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Best;2024 september;370
1932;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2023 januari;60
1933;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2023 februari;60
1934;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2023 maart;60
1935;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2023 april;60
1936;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2023 mei;60
1937;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2023 juni;60
1938;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2023 juli;60
1939;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2023 augustus;60
1940;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2023 september;60
1941;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2023 oktober;60
1942;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2023 november;60
1943;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2023 december;60
1944;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2024 januari;70
1945;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2024 februari;80
1946;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2024 maart;80
1947;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2024 april;80
1948;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2024 mei;80
1949;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2024 juni;80
1950;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2024 juli;80
1951;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2024 augustus;80
1952;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beuningen;2024 september;80
1953;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2023 januari;560
1954;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2023 februari;550
1955;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2023 maart;550
1956;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2023 april;560
1957;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2023 mei;540
1958;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2023 juni;540
1959;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2023 juli;560
1960;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2023 augustus;570
1961;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2023 september;590
1962;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2023 oktober;590
1963;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2023 november;610
1964;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2023 december;630
1965;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2024 januari;640
1966;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2024 februari;650
1967;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2024 maart;650
1968;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2024 april;660
1969;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2024 mei;650
1970;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2024 juni;590
1971;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2024 juli;690
1972;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2024 augustus;690
1973;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beverwijk;2024 september;700
1974;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2023 januari;300
1975;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2023 februari;300
1976;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2023 maart;310
1977;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2023 april;310
1978;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2023 mei;310
1979;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2023 juni;310
1980;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2023 juli;300
1981;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2023 augustus;300
1982;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2023 september;310
1983;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2023 oktober;310
1984;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2023 november;310
1985;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2023 december;260
1986;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2024 januari;320
1987;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2024 februari;330
1988;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2024 maart;340
1989;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2024 april;330
1990;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2024 mei;330
1991;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2024 juni;330
1992;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2024 juli;320
1993;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2024 augustus;310
1994;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;De Bilt;2024 september;310
1995;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2023 januari;190
1996;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2023 februari;190
1997;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2023 maart;190
1998;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2023 april;190
1999;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2023 mei;210
2000;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2023 juni;190
2001;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2023 juli;200
2002;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2023 augustus;200
2003;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2023 september;200
2004;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2023 oktober;200
2005;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2023 november;200
2006;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2023 december;190
2007;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2024 januari;200
2008;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2024 februari;200
2009;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2024 maart;200
2010;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2024 april;200
2011;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2024 mei;210
2012;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2024 juni;210
2013;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2024 juli;210
2014;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2024 augustus;210
2015;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bladel;2024 september;220
2016;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2023 januari;80
2017;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2023 februari;70
2018;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2023 maart;80
2019;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2023 april;80
2020;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2023 mei;80
2021;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2023 juni;80
2022;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2023 juli;80
2023;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2023 augustus;80
2024;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2023 september;80
2025;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2023 oktober;80
2026;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2023 november;80
2027;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2023 december;80
2028;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2024 januari;80
2029;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2024 februari;80
2030;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2024 maart;80
2031;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2024 april;80
2032;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2024 mei;80
2033;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2024 juni;80
2034;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2024 juli;80
2035;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2024 augustus;90
2036;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Blaricum;2024 september;70
2037;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bloemendaal;2023 januari;110
2038;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bloemendaal;2023 februari;110
2039;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bloemendaal;2023 maart;110
2040;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bloemendaal;2023 april;100
2041;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bloemendaal;2023 mei;100
2042;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bloemendaal;2023 juni;100
