ID;Overheidslagen;Perioden;TotaalVorderingen_1;TotaalFinancieleVasteActiva_2;Kapitaalverstrekkingen_3;LeningenAanVerbondenPartijen_4;OverigeLanglopendeLeningen_5;OverigeLanglopendeUitzettingen_6;TotaalFinancieleVlottendeActiva_7;KortlopendeVorderingenEnUitzettingen_8;LiquideMiddelenKasBankEnGiro_9;OverlopendeActiva_10;TotaalSchulden_11;TotaalVasteSchuld_12;OnderhandseLeningenVanBinFinInst_13;OverigeVasteSchuld_14;TotaalVlottendePassiva_15;KortlopendeSchuld_16;OverlopendePassiva_17
40;Gemeenten;2007 2e kwartaal;30140;18676;3915;9251;3677;1833;11464;9152;1441;871;37302;30070;27280;2790;7232;4774;2458
41;Gemeenten;2007 3e kwartaal;29095;17750;3856;8764;3370;1759;11345;8725;1359;1261;37187;30270;27271;2998;6917;3969;2948
42;Gemeenten;2007 4e kwartaal;28941;18018;3623;9138;3453;1804;10923;8251;815;1857;38999;29452;27002;2450;9547;6040;3507
43;Gemeenten;2008 1e kwartaal;31107;16688;3785;7647;3432;1824;14419;12412;-209;2216;39262;28632;26296;2336;10630;7145;3485
44;Gemeenten;2008 2e kwartaal;32213;18246;4119;9392;3089;1646;13967;10728;834;2405;42031;31256;28161;3095;10775;5573;5202
45;Gemeenten;2008 3e kwartaal;28175;18297;4094;9061;3132;2010;9878;7829;1022;1027;40484;31464;27853;3611;9020;4923;4097
46;Gemeenten;2008 4e kwartaal;27567;17989;4029;8858;3238;1864;9578;7313;1004;1261;43612;31977;28400;3577;11635;6262;5373
47;Gemeenten;2009 1e kwartaal;30223;17495;4090;8364;3005;2036;12728;11086;855;787;45104;31403;27509;3894;13701;7713;5988
48;Gemeenten;2009 2e kwartaal;28764;17683;4167;8415;3100;2001;11081;8128;1198;1755;46123;31831;28318;3513;14292;7779;6513
49;Gemeenten;2009 3e kwartaal;33122;18704;4170;8254;3237;3043;14418;6824;4475;3119;45082;31933;28584;3349;13149;6054;7095
50;Gemeenten;2009 4e kwartaal;31420;19497;4169;8730;4208;2390;11923;7071;2444;2408;47852;32767;29063;3704;15085;8496;6589
51;Gemeenten;2010 1e kwartaal;34112;20524;4963;8478;4128;2955;13588;10729;954;1905;47166;32373;28549;3824;14793;8270;6523
52;Gemeenten;2010 2e kwartaal;32880;20703;5382;8339;4008;2974;12177;8433;2414;1330;47765;34165;30109;4056;13600;8202;5398
53;Gemeenten;2010 3e kwartaal;29482;20252;5258;8220;3884;2889;9230;6072;1323;1836;45653;34275;30244;4031;11377;6243;5134
54;Gemeenten;2010 4e kwartaal;32229;20072;3200;7889;5274;3709;12157;7038;1275;3844;52222;35666;32859;2807;16556;9006;7550
55;Gemeenten;2011 1e kwartaal;31298;18413;3208;7868;3658;3680;12884;10019;819;2046;48766;34110;31405;2705;14656;8030;6625
56;Gemeenten;2011 2e kwartaal;30168;18621;3359;8031;3339;3891;11547;8529;1359;1659;48982;35049;32230;2820;13932;7937;5995
57;Gemeenten;2011 3e kwartaal;26598;18223;3767;7554;3194;3708;8375;6210;660;1504;48013;36425;33593;2832;11588;5680;5908
58;Gemeenten;2011 4e kwartaal;26769;17761;3917;7000;3136;3709;9009;6281;652;2076;50808;37292;34135;3157;13516;7716;5800
59;Gemeenten;2012 1e kwartaal;29825;17092;3635;6789;3168;3500;12733;9658;1377;1698;52354;37838;34543;3295;14516;8564;5952
60;Gemeenten;2012 2e kwartaal;28654;17055;3735;6686;3296;3338;11599;8480;1463;1656;49021;36205;33316;2889;12816;6586;6230
61;Gemeenten;2012 3e kwartaal;25007;17134;3743;7155;3040;3196;7873;5513;641;1719;48788;37088;33540;3548;11700;6450;5250
62;Gemeenten;2012 4e kwartaal;25576;16550;3665;6376;3402;3107;9026;6252;680;2094;51849;37877;35108;2769;13972;8079;5893
63;Gemeenten;2013 1e kwartaal;27540;15507;3527;6614;3200;2166;12033;8653;1175;2205;52193;37718;34517;3201;14475;9252;5223
64;Gemeenten;2013 2e kwartaal;24776;15262;3532;6412;3269;2049;9514;6625;1392;1497;50980;38140;34738;3402;12840;7602;5238
65;Gemeenten;2013 3e kwartaal;23651;15346;3846;6483;3186;1831;8305;5540;1450;1315;50927;37833;34835;2998;13094;7882;5212
66;Gemeenten;2013 4e kwartaal;23522;15431;4449;6075;3140;1767;8091;4958;1157;1976;53152;39299;35931;3368;13853;8766;5087
67;Gemeenten;2014 1e kwartaal;25558;13327;2580;5921;3064;1762;12231;9663;230;2338;51255;37007;35039;1968;14248;9274;4974
68;Gemeenten;2014 2e kwartaal;23564;13013;2672;5427;3136;1778;10551;7333;1563;1655;50778;37696;35714;1982;13082;8213;4869
69;Gemeenten;2014 3e kwartaal;22805;13368;2761;5732;3114;1761;9437;6099;1572;1766;50324;38035;35869;2166;12289;7850;4439
70;Provincies;2006 1e kwartaal;3967;1823;151;169;509;995;2144;1657;339;149;1650;422;324;99;1227;855;373
71;Provincies;2006 2e kwartaal;4686;1974;165;184;551;1074;2712;1830;621;261;1543;446;339;107;1097;701;397
72;Provincies;2006 3e kwartaal;4636;1994;166;193;543;1092;2642;1922;545;175;1408;419;325;94;988;657;331
73;Provincies;2006 4e kwartaal;4945;1820;170;215;447;988;3125;2059;574;492;1751;379;315;64;1372;887;486
74;Provincies;2007 1e kwartaal;4913;1830;165;205;484;977;3083;2330;509;244;1775;391;291;101;1384;893;491
75;Provincies;2007 2e kwartaal;5928;1865;167;229;465;1005;4063;2996;785;281;1865;362;304;58;1503;992;511
76;Provincies;2007 3e kwartaal;5941;1613;166;225;468;754;4328;3158;802;368;1846;409;351;58;1437;855;582
77;Provincies;2007 4e kwartaal;6900;1612;196;219;421;776;5288;3660;888;740;2529;413;381;32;2116;1118;998
78;Provincies;2008 1e kwartaal;6478;1623;197;246;339;841;4855;3558;847;450;2631;405;373;32;2226;1258;968
79;Provincies;2008 2e kwartaal;7042;1727;197;219;480;831;5315;3952;1080;283;3001;428;396;32;2573;1104;1469
80;Provincies;2008 3e kwartaal;7216;1705;202;218;478;807;5511;3802;1018;691;3418;469;437;32;2949;1158;1791
81;Provincies;2008 4e kwartaal;7291;1821;202;215;536;868;5470;3747;949;774;3836;430;430;0;3406;1117;2289
82;Provincies;2009 1e kwartaal;7184;1793;207;213;561;812;5391;3759;1098;534;4500;566;497;69;3934;1100;2834
83;Provincies;2009 2e kwartaal;7712;1809;245;215;520;829;5903;4024;1126;753;4570;548;479;69;4022;1249;2773
84;Provincies;2009 3e kwartaal;21845;8776;1166;2296;4090;1224;13069;3452;8797;820;4554;539;470;69;4015;1023;2992
85;Provincies;2009 4e kwartaal;21703;11347;1229;2231;4539;3348;10356;4671;4428;1257;4880;533;487;46;4347;1313;3034
86;Provincies;2010 1e kwartaal;20851;14357;1244;2402;4359;6352;6494;4740;1165;589;5048;561;515;46;4487;1535;2952
87;Provincies;2010 2e kwartaal;21176;15182;1222;2416;4973;6571;5994;3732;1307;955;5018;607;560;47;4411;1284;3127
88;Provincies;2010 3e kwartaal;20507;15175;1241;2419;4996;6519;5332;3426;1255;651;4580;537;513;24;4043;1059;2984
89;Provincies;2010 4e kwartaal;20921;15110;1247;2416;4965;6482;5811;3185;1378;1248;5076;560;536;24;4516;1278;3238
90;Provincies;2011 1e kwartaal;20880;15144;1266;2395;5004;6479;5736;3672;1162;902;5598;615;591;24;4983;1522;3461
91;Provincies;2011 2e kwartaal;20240;14885;1256;2061;3620;7948;5355;3055;1609;691;5282;629;605;24;4653;835;3818
92;Provincies;2011 3e kwartaal;20146;14446;1256;2131;2649;8410;5700;3321;1612;767;5296;601;600;1;4695;879;3816
93;Provincies;2011 4e kwartaal;21616;14785;1320;2080;2660;8725;6831;3863;1592;1376;5900;642;641;1;5258;1246;4012
94;Provincies;2012 1e kwartaal;20326;13858;1307;1790;2707;8054;6468;3965;1479;1024;5527;636;635;1;4891;958;3933
95;Provincies;2012 2e kwartaal;20771;14418;1327;1757;2731;8603;6353;3933;1590;830;5300;635;634;1;4665;752;3913
96;Provincies;2012 3e kwartaal;20913;14348;1350;1766;2734;8498;6565;3950;1682;933;5389;633;632;1;4756;770;3986
97;Provincies;2012 4e kwartaal;20884;14572;1374;1766;2745;8687;6312;3857;1275;1180;5644;597;596;1;5047;1032;4015
98;Provincies;2013 1e kwartaal;20302;14668;1367;1766;2754;8781;5634;3576;1387;671;5715;589;589;0;5126;894;4232
99;Provincies;2013 2e kwartaal;20294;14531;1380;1781;2756;8614;5763;3580;1469;714;5643;640;640;0;5003;767;4236
100;Provincies;2013 3e kwartaal;20117;13694;1377;1787;2002;8528;6423;4339;1444;640;5306;637;637;0;4669;632;4037
101;Provincies;2013 4e kwartaal;20084;13940;1391;1420;2180;8949;6144;4458;656;1030;5695;599;599;0;5096;821;4275
102;Provincies;2014 1e kwartaal;19384;13815;1387;1412;2006;9010;5569;5045;152;372;5290;604;596;8;4686;606;4080
103;Provincies;2014 2e kwartaal;19750;13614;1410;1505;1942;8757;6136;5417;232;487;5295;603;595;8;4692;678;4014
104;Provincies;2014 3e kwartaal;19387;13598;1421;1506;2037;8634;5789;5165;169;455;5023;596;588;8;4427;570;3857
105;Waterschappen;2006 1e kwartaal;1590;659;183;28;383;65;931;692;7;231;5170;4533;3892;641;638;458;180
106;Waterschappen;2006 2e kwartaal;1672;655;145;31;399;80;1017;674;154;189;5110;4584;3708;877;526;303;223
107;Waterschappen;2006 3e kwartaal;1330;619;160;24;366;70;710;393;190;127;4758;4330;3559;771;428;224;204
108;Waterschappen;2006 4e kwartaal;1034;634;128;26;405;75;400;240;38;121;5105;4450;3122;1329;655;366;289
109;Waterschappen;2007 1e kwartaal;1183;599;155;19;364;61;584;391;6;187;5259;4622;3545;1077;638;418;220
110;Waterschappen;2007 2e kwartaal;1219;575;147;19;326;82;644;845;157;-358;5396;4718;3919;799;679;425;253
111;Waterschappen;2007 3e kwartaal;1282;608;159;21;337;91;674;212;332;130;5450;4890;4044;846;560;321;239
112;Waterschappen;2007 4e kwartaal;1178;582;153;20;332;78;595;262;91;242;5242;4605;4118;487;637;348;289
113;Waterschappen;2008 1e kwartaal;1465;575;146;19;335;74;890;676;94;120;5677;4905;4165;740;772;446;326
114;Waterschappen;2008 2e kwartaal;1704;601;172;19;343;67;1103;933;120;50;5863;5135;4366;769;728;413;315
115;Waterschappen;2008 3e kwartaal;1316;556;145;19;329;63;760;608;141;11;5302;4669;3991;678;633;354;279
116;Waterschappen;2008 4e kwartaal;1125;558;141;17;338;62;567;410;68;89;5691;4807;4350;457;884;559;325
117;Waterschappen;2009 1e kwartaal;1184;511;180;2;290;39;673;640;-12;45;5422;4443;3784;659;979;799;180
118;Waterschappen;2009 2e kwartaal;1527;500;157;16;297;30;1027;848;138;41;5683;4842;4442;400;841;764;77
119;Waterschappen;2009 3e kwartaal;1247;513;166;19;288;40;734;490;198;46;5608;5008;4566;442;600;503;97
120;Waterschappen;2009 4e kwartaal;917;465;130;15;277;43;452;330;21;101;5862;5024;4696;328;838;631;207
121;Waterschappen;2010 1e kwartaal;1063;337;93;11;190;43;726;638;-19;107;6021;5112;4963;149;909;766;143
122;Waterschappen;2010 2e kwartaal;1365;342;99;11;188;44;1023;902;31;90;5997;5116;4771;345;881;656;225
123;Waterschappen;2010 3e kwartaal;793;178;94;14;41;29;615;548;36;31;5784;5195;4850;345;589;463;126
124;Waterschappen;2010 4e kwartaal;566;181;105;12;45;19;385;333;34;18;6662;5676;5036;640;986;842;144
125;Waterschappen;2011 1e kwartaal;849;184;101;12;52;19;665;577;12;76;6913;5817;5379;438;1096;936;160
126;Waterschappen;2011 2e kwartaal;824;183;102;11;51;19;641;528;53;60;6926;5898;5451;447;1028;806;222
127;Waterschappen;2011 3e kwartaal;538;183;102;12;50;19;355;218;88;49;6594;5918;5477;441;676;531;145
128;Waterschappen;2011 4e kwartaal;614;173;97;9;48;19;441;308;24;109;7011;5944;5514;430;1067;846;221
129;Waterschappen;2012 1e kwartaal;767;159;85;8;47;19;608;474;15;119;7095;5953;5595;358;1142;946;196
130;Waterschappen;2012 2e kwartaal;673;156;78;9;50;19;517;360;56;101;7118;6063;5673;390;1055;840;215
131;Waterschappen;2012 3e kwartaal;426;150;77;9;45;19;276;139;56;81;6906;6086;5698;388;820;656;164
132;Waterschappen;2012 4e kwartaal;501;160;87;5;49;19;341;257;16;68;7197;6063;5724;339;1134;942;192
133;Waterschappen;2013 1e kwartaal;829;142;76;4;46;16;687;599;13;75;7487;6157;5826;331;1330;1059;271
134;Waterschappen;2013 2e kwartaal;765;143;78;4;45;16;622;464;47;111;7383;6166;5837;329;1217;940;277
135;Waterschappen;2013 3e kwartaal;666;148;84;4;44;16;518;255;155;108;7279;6334;6006;328;945;626;319
136;Waterschappen;2013 4e kwartaal;727;146;86;3;42;15;581;372;89;120;7497;6212;5914;298;1285;976;309
137;Waterschappen;2014 1e kwartaal;885;141;83;3;40;15;744;645;7;92;7662;6242;5961;281;1420;879;541
138;Waterschappen;2014 2e kwartaal;780;149;87;3;39;20;631;477;49;105;7594;6298;6006;292;1296;727;569
139;Waterschappen;2014 3e kwartaal;664;157;96;3;39;19;507;310;97;100;7423;6292;6002;290;1131;638;493
140;Gemeenschappelijke Regelingen;2006 1e kwartaal;4070;697;81;83;60;473;3373;668;1479;1226;2961;788;711;77;2173;1158;1015
141;Gemeenschappelijke Regelingen;2006 2e kwartaal;3542;654;76;78;52;448;2888;927;1435;526;2532;788;641;148;1744;1403;341
142;Gemeenschappelijke Regelingen;2006 3e kwartaal;3566;709;188;47;54;420;2857;916;1336;604;2292;768;623;146;1524;1283;240
143;Gemeenschappelijke Regelingen;2006 4e kwartaal;2823;531;65;53;48;365;2293;927;1259;107;2466;816;647;169;1649;1420;230
144;Gemeenschappelijke Regelingen;2007 1e kwartaal;2553;907;191;83;131;503;1646;87;1149;409;1644;803;708;95;841;673;168
145;Gemeenschappelijke Regelingen;2007 2e kwartaal;3508;905;140;53;256;456;2603;601;1326;676;2429;922;817;105;1507;1110;397
146;Gemeenschappelijke Regelingen;2007 3e kwartaal;3838;1269;164;306;371;428;2569;356;1282;931;2419;1108;1019;89;1311;884;427
147;Gemeenschappelijke Regelingen;2007 4e kwartaal;5073;1351;161;67;462;661;3722;1010;1434;1278;2930;1233;1150;83;1697;1191;506
148;Gemeenschappelijke Regelingen;2008 1e kwartaal;5496;1565;171;76;462;856;3931;1290;1449;1192;2983;1109;1022;87;1874;1347;527
149;Gemeenschappelijke Regelingen;2008 2e kwartaal;5185;921;151;57;493;220;4264;1207;1759;1298;2188;1112;1056;56;1076;701;375
150;Gemeenschappelijke Regelingen;2008 3e kwartaal;6458;1304;143;64;471;626;5154;2157;1681;1316;2323;1151;1070;81;1172;1392;-220
151;Gemeenschappelijke Regelingen;2008 4e kwartaal;5341;1293;138;55;483;617;4048;1614;1276;1158;3445;1015;921;94;2430;1658;772
152;Gemeenschappelijke Regelingen;2009 1e kwartaal;6113;1286;150;124;478;534;4827;1936;1768;1123;4871;1195;1109;86;3676;1788;1888
153;Gemeenschappelijke Regelingen;2009 2e kwartaal;6047;1361;152;163;484;562;4686;1891;1632;1163;4818;1202;1130;72;3616;1807;1809
154;Gemeenschappelijke Regelingen;2009 3e kwartaal;6679;1222;140;85;470;527;5457;2366;1999;1092;5378;1125;1053;72;4253;2227;2026
155;Gemeenschappelijke Regelingen;2009 4e kwartaal;5603;1366;172;125;480;589;4237;740;2233;1264;4744;1150;1062;88;3594;1525;2069
156;Gemeenschappelijke Regelingen;2010 1e kwartaal;6517;1293;146;42;474;631;5224;2347;1718;1159;5178;1054;979;75;4124;2206;1918
157;Gemeenschappelijke Regelingen;2010 2e kwartaal;6106;1249;127;36;471;615;4857;1827;1917;1113;4893;1023;950;73;3870;1828;2042
158;Gemeenschappelijke Regelingen;2010 3e kwartaal;6445;1301;123;33;471;674;5144;2145;1812;1187;5216;1014;952;62;4202;2174;2028
159;Gemeenschappelijke Regelingen;2010 4e kwartaal;5971;1263;126;37;471;629;4708;1989;1522;1197;4845;984;912;72;3861;2015;1846
160;Gemeenschappelijke Regelingen;2011 1e kwartaal;6165;1225;126;38;471;590;4940;2288;1513;1140;4983;1014;946;68;3969;2149;1820
161;Gemeenschappelijke Regelingen;2011 2e kwartaal;6073;1187;127;37;470;554;4886;2155;1568;1162;4924;1002;942;61;3922;2085;1836
162;Gemeenschappelijke Regelingen;2011 3e kwartaal;5915;1228;127;36;467;599;4687;2103;1539;1045;4883;1041;976;65;3842;2000;1841
163;Gemeenschappelijke Regelingen;2011 4e kwartaal;6066;1213;127;35;456;596;4853;2142;1433;1278;5001;1104;1038;66;3896;1924;1973
164;Gemeenschappelijke Regelingen;2012 1e kwartaal;5951;1180;127;36;455;562;4772;2054;1527;1191;4839;1091;1031;60;3748;1861;1886
165;Gemeenschappelijke Regelingen;2012 2e kwartaal;6068;1128;127;35;452;514;4939;2076;1655;1208;4971;1069;1014;56;3902;1798;2104
166;Gemeenschappelijke Regelingen;2012 3e kwartaal;6038;998;128;34;439;397;5040;2096;1786;1158;4899;1029;993;36;3870;1737;2133
167;Gemeenschappelijke Regelingen;2012 4e kwartaal;6378;866;128;25;425;287;5513;2553;1799;1160;5188;992;979;13;4196;2152;2044
168;Gemeenschappelijke Regelingen;2013 1e kwartaal;6340;851;127;24;422;278;5490;2566;1790;1134;5143;990;980;10;4154;2126;2027
169;Gemeenschappelijke Regelingen;2013 2e kwartaal;6429;844;127;23;421;272;5585;2597;1830;1158;5233;980;973;7;4253;2007;2246
170;Gemeenschappelijke Regelingen;2013 3e kwartaal;6640;824;127;23;415;258;5817;2876;1845;1096;5416;953;953;0;4463;2324;2140
171;Gemeenschappelijke Regelingen;2013 4e kwartaal;6482;788;127;18;409;233;5694;2765;1725;1204;5472;1059;1059;0;4413;2221;2192
172;Gemeenschappelijke Regelingen;2014 1e kwartaal;6391;779;126;17;404;232;5612;3019;1333;1260;5352;1110;1110;0;4242;2016;2226
173;Gemeenschappelijke Regelingen;2014 2e kwartaal;6462;782;127;16;399;240;5680;2750;1706;1224;5444;1109;1109;0;4335;2133;2202
174;Gemeenschappelijke Regelingen;2014 3e kwartaal;6364;777;126;14;409;228;5587;3003;1400;1184;5349;1098;1098;0;4251;2222;2029
