ID;BedrijfstakkenBranchesSBI2008;TypeGefailleerde;Perioden;UitgesprokenFaillissementen_1
9265;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 3;7
9266;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 4;5
9267;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 5;4
9268;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 6;4
9269;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 7;0
9270;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 8;0
9271;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 9;5
9272;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 10;4
9273;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 11;3
9274;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 12;4
9275;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 13;2
9276;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 14;3
9277;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 15;10
9278;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 16;4
9279;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 17;4
9280;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 18;4
9281;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 19;6
9282;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 20;3
9283;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 21;2
9284;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 22;4
9285;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 23;6
9286;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 24;7
9287;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 25;6
9288;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 26;8
9289;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 27;5
9290;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 28;3
9291;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 29;3
9292;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 30;4
9293;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 31;8
9294;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 32;4
9295;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 33;4
9296;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 34;2
9297;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 35;4
9298;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 36;3
9299;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 37;9
9300;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 38;3
9301;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 39;5
9302;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 40;6
9303;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 41;0
9304;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 42;5
9305;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 43;3
9306;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 44;6
9307;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 45;3
9308;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 46;3
9309;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 47;6
9310;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 48;5
9311;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 49;11
9312;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 50;2
9313;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 51;8
9314;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 52;5
9315;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 1;1
9316;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 2;6
9317;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 3;7
9318;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 4;4
9319;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 5;7
9320;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 6;1
9321;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 7;4
9322;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 8;8
9323;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 9;6
9324;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 10;5
9325;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 11;2
9326;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 12;1
9327;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 13;4
9328;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 14;3
9329;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 15;4
9330;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 16;5
9331;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 17;10
9332;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 18;7
9333;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 19;7
9334;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 20;5
9335;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 21;8
9336;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 22;7
9337;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 23;6
9338;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 24;4
9339;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 25;6
9340;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 26;3
9341;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 27;1
9342;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 28;6
9343;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 29;8
9344;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 30;2
9345;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 31;2
9346;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 32;5
9347;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 33;3
9348;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 34;2
9349;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 35;1
9350;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 36;3
9351;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 37;6
9352;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 38;4
9353;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 39;4
9354;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 40;2
9355;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 41;0
9356;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 42;4
9357;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 43;3
9358;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 44;7
9359;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 45;2
9360;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 46;3
9361;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 47;5
9362;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 48;4
9363;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 49;6
9364;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 50;2
9365;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 51;4
9366;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 52;2
9367;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2020 week 53;0
9368;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 1;3
9369;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 2;1
9370;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 3;2
9371;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 4;3
9372;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 5;5
9373;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 6;3
9374;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 7;1
9375;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 8;2
9376;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 9;0
9377;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 10;3
9378;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 11;4
9379;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 12;3
9380;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 13;1
9381;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 14;4
9382;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 15;2
9383;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 16;3
9384;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 17;1
9385;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 18;4
9386;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 19;1
9387;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 20;3
9388;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 21;0
9389;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 22;3
9390;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 23;4
9391;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 24;3
9392;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 25;3
9393;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 26;3
9394;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 27;5
9395;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 28;2
9396;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 29;1
9397;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 30;1
9398;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 31;0
9399;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 32;0
9400;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 33;1
9401;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 34;0
9402;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 35;2
9403;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 36;1
9404;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 37;1
9405;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 38;5
9406;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 39;5
9407;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 40;1
9408;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 41;1
9409;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 42;1
9410;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 43;2
9411;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 44;2
9412;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 45;2
9413;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 46;3
9414;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 47;2
9415;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 48;6
9416;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 49;2
9417;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 50;1
9418;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 51;1
9419;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2021 week 52;4
9420;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 1;1
9421;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 2;6
9422;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 3;3
9423;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 4;1
9424;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 5;2
9425;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 6;3
9426;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 7;0
9427;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 8;0
9428;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 9;4
9429;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 10;2
9430;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 11;1
9431;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 12;2
9432;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 13;2
9433;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 14;1
9434;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 15;4
9435;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 16;0
9436;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 17;2
9437;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 18;3
9438;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 19;2
9439;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 20;0
9440;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 21;1
9441;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 22;2
9442;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 23;1
9443;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 24;4
9444;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 25;3
9445;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 26;3
9446;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 27;3
9447;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 28;1
9448;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 29;0
9449;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 30;3
9450;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 31;3
9451;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 32;1
9452;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 33;3
9453;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 34;1
9454;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 35;3
9455;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 36;1
9456;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 37;4
9457;78 Uitzendbureaus en arbeidsbemiddeling;Bedrijven, instellingen en eenmanszaken;2019 week 38;3
