ID;GemeentelijkeHeffingenVanaf2017;Regiokenmerken;Perioden;GemeentelijkeHeffingenInMlnEuro_1;GemeentelijkeHeffingenEuroInwoner_2
106;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2018;1281.0;506.0
107;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2019;1331.0;523.0
108;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2020;1367.0;533.0
109;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2021;1441.0;560.0
110;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2022;1500.0;578.0
111;Totaal gemeentelijke heffingen;Noord-Brabant (PV);2023;1573.0;599.0
112;Totaal gemeentelijke heffingen;Limburg (PV);2017;619.0;554.0
113;Totaal gemeentelijke heffingen;Limburg (PV);2018;640.0;572.0
114;Totaal gemeentelijke heffingen;Limburg (PV);2019;662.0;593.0
115;Totaal gemeentelijke heffingen;Limburg (PV);2020;669.0;599.0
116;Totaal gemeentelijke heffingen;Limburg (PV);2021;710.0;636.0
117;Totaal gemeentelijke heffingen;Limburg (PV);2022;752.0;673.0
118;Totaal gemeentelijke heffingen;Limburg (PV);2023;767.0;680.0
119;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2017;72.0;491.0
120;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2018;67.0;500.0
121;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2019;68.0;502.0
122;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2020;72.0;533.0
123;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2021;78.0;574.0
124;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2022;82.0;597.0
125;Totaal gemeentelijke heffingen;Oost-Groningen (CR);2023;86.0;625.0
126;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2017;32.0;681.0
127;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2018;31.0;658.0
128;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2019;32.0;692.0
129;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2020;34.0;732.0
130;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2021;33.0;730.0
131;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2022;34.0;742.0
132;Totaal gemeentelijke heffingen;Delfzijl en omgeving (CR);2023;38.0;834.0
133;Totaal gemeentelijke heffingen;Overig Groningen (CR);2017;241.0;620.0
134;Totaal gemeentelijke heffingen;Overig Groningen (CR);2018;260.0;646.0
135;Totaal gemeentelijke heffingen;Overig Groningen (CR);2019;268.0;664.0
136;Totaal gemeentelijke heffingen;Overig Groningen (CR);2020;289.0;713.0
137;Totaal gemeentelijke heffingen;Overig Groningen (CR);2021;304.0;750.0
138;Totaal gemeentelijke heffingen;Overig Groningen (CR);2022;321.0;787.0
139;Totaal gemeentelijke heffingen;Overig Groningen (CR);2023;343.0;830.0
140;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2017;185.0;570.0
141;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2018;180.0;564.0
142;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2019;189.0;593.0
143;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2020;188.0;586.0
144;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2021;205.0;637.0
145;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2022;204.0;630.0
146;Totaal gemeentelijke heffingen;Noord-Friesland (CR);2023;209.0;639.0
147;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2017;72.0;528.0
148;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2018;85.0;603.0
149;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2019;81.0;576.0
150;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2020;81.0;569.0
151;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2021;87.0;616.0
152;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2022;84.0;590.0
153;Totaal gemeentelijke heffingen;Zuidwest-Friesland (CR);2023;86.0;600.0
154;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2017;100.0;535.0
155;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2018;108.0;577.0
156;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2019;104.0;555.0
157;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2020;107.0;569.0
158;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2021;112.0;595.0
159;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2022;103.0;548.0
160;Totaal gemeentelijke heffingen;Zuidoost-Friesland (CR);2023;109.0;571.0
161;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2017;92.0;476.0
162;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2018;94.0;489.0
163;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2019;92.0;483.0
164;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2020;94.0;489.0
165;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2021;98.0;510.0
166;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2022;105.0;542.0
167;Totaal gemeentelijke heffingen;Noord-Drenthe (CR);2023;111.0;568.0
168;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2017;90.0;534.0
169;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2018;91.0;541.0
170;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2019;92.0;547.0
171;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2020;93.0;553.0
172;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2021;98.0;583.0
173;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2022;102.0;602.0
174;Totaal gemeentelijke heffingen;Zuidoost-Drenthe (CR);2023;104.0;608.0
175;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2017;63.0;481.0
176;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2018;64.0;481.0
177;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2019;65.0;493.0
178;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2020;67.0;505.0
179;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2021;74.0;554.0
180;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2022;77.0;573.0
181;Totaal gemeentelijke heffingen;Zuidwest-Drenthe (CR);2023;80.0;583.0
182;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2017;185.0;505.0
183;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2018;193.0;524.0
184;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2019;199.0;536.0
185;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2020;207.0;551.0
186;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2021;219.0;581.0
187;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2022;228.0;600.0
188;Totaal gemeentelijke heffingen;Noord-Overijssel (CR);2023;241.0;625.0
189;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2017;78.0;506.0
190;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2018;80.0;519.0
191;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2019;82.0;524.0
192;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2020;85.0;541.0
193;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2021;91.0;578.0
194;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2022;93.0;590.0
195;Totaal gemeentelijke heffingen;Zuidwest-Overijssel (CR);2023;96.0;600.0
196;Totaal gemeentelijke heffingen;Twente (CR);2017;330.0;527.0
197;Totaal gemeentelijke heffingen;Twente (CR);2018;336.0;535.0
198;Totaal gemeentelijke heffingen;Twente (CR);2019;345.0;548.0
199;Totaal gemeentelijke heffingen;Twente (CR);2020;355.0;563.0
200;Totaal gemeentelijke heffingen;Twente (CR);2021;373.0;590.0
201;Totaal gemeentelijke heffingen;Twente (CR);2022;389.0;614.0
202;Totaal gemeentelijke heffingen;Twente (CR);2023;408.0;638.0
203;Totaal gemeentelijke heffingen;Veluwe (CR);2017;371.0;548.0
204;Totaal gemeentelijke heffingen;Veluwe (CR);2018;375.0;549.0
205;Totaal gemeentelijke heffingen;Veluwe (CR);2019;379.0;550.0
206;Totaal gemeentelijke heffingen;Veluwe (CR);2020;399.0;574.0
207;Totaal gemeentelijke heffingen;Veluwe (CR);2021;421.0;601.0
208;Totaal gemeentelijke heffingen;Veluwe (CR);2022;401.0;567.0
209;Totaal gemeentelijke heffingen;Veluwe (CR);2023;416.0;581.0
210;Totaal gemeentelijke heffingen;Achterhoek (CR);2017;186.0;464.0
211;Totaal gemeentelijke heffingen;Achterhoek (CR);2018;189.0;471.0
212;Totaal gemeentelijke heffingen;Achterhoek (CR);2019;193.0;482.0
213;Totaal gemeentelijke heffingen;Achterhoek (CR);2020;201.0;501.0
214;Totaal gemeentelijke heffingen;Achterhoek (CR);2021;219.0;544.0
215;Totaal gemeentelijke heffingen;Achterhoek (CR);2022;216.0;536.0
216;Totaal gemeentelijke heffingen;Achterhoek (CR);2023;220.0;542.0
217;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2017;414.0;567.0
218;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2018;426.0;580.0
219;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2019;432.0;585.0
220;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2020;442.0;595.0
221;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2021;463.0;622.0
222;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2022;472.0;631.0
223;Totaal gemeentelijke heffingen;Arnhem/Nijmegen (CR);2023;505.0;667.0
224;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2017;135.0;564.0
225;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2018;121.0;502.0
226;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2019;122.0;500.0
227;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2020;126.0;511.0
228;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2021;137.0;553.0
229;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2022;129.0;515.0
230;Totaal gemeentelijke heffingen;Zuidwest-Gelderland (CR);2023;130.0;512.0
231;Totaal gemeentelijke heffingen;Utrecht (CR);2017;702.0;546.0
232;Totaal gemeentelijke heffingen;Utrecht (CR);2018;714.0;551.0
233;Totaal gemeentelijke heffingen;Utrecht (CR);2019;764.0;569.0
234;Totaal gemeentelijke heffingen;Utrecht (CR);2020;795.0;587.0
235;Totaal gemeentelijke heffingen;Utrecht (CR);2021;854.0;628.0
236;Totaal gemeentelijke heffingen;Utrecht (CR);2022;906.0;661.0
237;Totaal gemeentelijke heffingen;Utrecht (CR);2023;1000.0;720.0
238;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2017;191.0;512.0
239;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2018;196.0;524.0
240;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2019;201.0;536.0
241;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2020;203.0;536.0
242;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2021;217.0;573.0
243;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2022;230.0;604.0
244;Totaal gemeentelijke heffingen;Kop van Noord-Holland (CR);2023;248.0;644.0
245;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2017;142.0;582.0
246;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2018;143.0;584.0
247;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2019;143.0;579.0
248;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2020;145.0;582.0
249;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2021;157.0;626.0
250;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2022;154.0;611.0
251;Totaal gemeentelijke heffingen;Alkmaar en omgeving (CR);2023;163.0;639.0
252;Totaal gemeentelijke heffingen;IJmond (CR);2017;100.0;509.0
253;Totaal gemeentelijke heffingen;IJmond (CR);2018;101.0;513.0
254;Totaal gemeentelijke heffingen;IJmond (CR);2019;101.0;511.0
255;Totaal gemeentelijke heffingen;IJmond (CR);2020;106.0;531.0
256;Totaal gemeentelijke heffingen;IJmond (CR);2021;110.0;551.0
257;Totaal gemeentelijke heffingen;IJmond (CR);2022;109.0;546.0
258;Totaal gemeentelijke heffingen;IJmond (CR);2023;112.0;559.0
259;Totaal gemeentelijke heffingen;Agglomeratie Haarlem (CR);2017;165.0;715.0
260;Totaal gemeentelijke heffingen;Agglomeratie Haarlem (CR);2018;172.0;738.0
261;Totaal gemeentelijke heffingen;Agglomeratie Haarlem (CR);2019;178.0;777.0
262;Totaal gemeentelijke heffingen;Agglomeratie Haarlem (CR);2020;171.0;741.0
263;Totaal gemeentelijke heffingen;Agglomeratie Haarlem (CR);2021;182.0;790.0
264;Totaal gemeentelijke heffingen;Agglomeratie Haarlem (CR);2022;185.0;801.0
265;Totaal gemeentelijke heffingen;Agglomeratie Haarlem (CR);2023;205.0;872.0
266;Totaal gemeentelijke heffingen;Zaanstreek (CR);2017;97.0;570.0
267;Totaal gemeentelijke heffingen;Zaanstreek (CR);2018;98.0;574.0
268;Totaal gemeentelijke heffingen;Zaanstreek (CR);2019;101.0;584.0
269;Totaal gemeentelijke heffingen;Zaanstreek (CR);2020;101.0;583.0
270;Totaal gemeentelijke heffingen;Zaanstreek (CR);2021;107.0;617.0
271;Totaal gemeentelijke heffingen;Zaanstreek (CR);2022;112.0;643.0
272;Totaal gemeentelijke heffingen;Zaanstreek (CR);2023;113.0;640.0
273;Totaal gemeentelijke heffingen;Groot-Amsterdam (CR);2017;1127.0;838.0
274;Totaal gemeentelijke heffingen;Groot-Amsterdam (CR);2018;1161.0;855.0
275;Totaal gemeentelijke heffingen;Groot-Amsterdam (CR);2019;1266.0;920.0
276;Totaal gemeentelijke heffingen;Groot-Amsterdam (CR);2020;1163.0;835.0
277;Totaal gemeentelijke heffingen;Groot-Amsterdam (CR);2021;1270.0;910.0
278;Totaal gemeentelijke heffingen;Groot-Amsterdam (CR);2022;1443.0;1008.0
279;Totaal gemeentelijke heffingen;Groot-Amsterdam (CR);2023;1701.0;1165.0
280;Totaal gemeentelijke heffingen;Het Gooi en Vechtstreek (CR);2017;133.0;532.0
281;Totaal gemeentelijke heffingen;Het Gooi en Vechtstreek (CR);2018;138.0;545.0
282;Totaal gemeentelijke heffingen;Het Gooi en Vechtstreek (CR);2019;144.0;565.0
283;Totaal gemeentelijke heffingen;Het Gooi en Vechtstreek (CR);2020;146.0;569.0
284;Totaal gemeentelijke heffingen;Het Gooi en Vechtstreek (CR);2021;156.0;602.0
285;Totaal gemeentelijke heffingen;Het Gooi en Vechtstreek (CR);2022;146.0;608.0
286;Totaal gemeentelijke heffingen;Het Gooi en Vechtstreek (CR);2023;152.0;624.0
287;Totaal gemeentelijke heffingen;Agglomeratie Leiden en Bollenstreek (CR);2017;267.0;634.0
288;Totaal gemeentelijke heffingen;Agglomeratie Leiden en Bollenstreek (CR);2018;274.0;646.0
289;Totaal gemeentelijke heffingen;Agglomeratie Leiden en Bollenstreek (CR);2019;285.0;668.0
290;Totaal gemeentelijke heffingen;Agglomeratie Leiden en Bollenstreek (CR);2020;300.0;698.0
291;Totaal gemeentelijke heffingen;Agglomeratie Leiden en Bollenstreek (CR);2021;309.0;715.0
292;Totaal gemeentelijke heffingen;Agglomeratie Leiden en Bollenstreek (CR);2022;314.0;723.0
293;Totaal gemeentelijke heffingen;Agglomeratie Leiden en Bollenstreek (CR);2023;333.0;755.0
294;Totaal gemeentelijke heffingen;Agglomeratie 's-Gravenhage (CR);2017;483.0;566.0
295;Totaal gemeentelijke heffingen;Agglomeratie 's-Gravenhage (CR);2018;493.0;571.0
296;Totaal gemeentelijke heffingen;Agglomeratie 's-Gravenhage (CR);2019;503.0;577.0
297;Totaal gemeentelijke heffingen;Agglomeratie 's-Gravenhage (CR);2020;524.0;593.0
298;Totaal gemeentelijke heffingen;Agglomeratie 's-Gravenhage (CR);2021;562.0;633.0
299;Totaal gemeentelijke heffingen;Agglomeratie 's-Gravenhage (CR);2022;578.0;645.0
300;Totaal gemeentelijke heffingen;Agglomeratie 's-Gravenhage (CR);2023;669.0;735.0
301;Totaal gemeentelijke heffingen;Delft en Westland (CR);2017;132.0;582.0
302;Totaal gemeentelijke heffingen;Delft en Westland (CR);2018;135.0;587.0
303;Totaal gemeentelijke heffingen;Delft en Westland (CR);2019;136.0;587.0
304;Totaal gemeentelijke heffingen;Delft en Westland (CR);2020;147.0;631.0
305;Totaal gemeentelijke heffingen;Delft en Westland (CR);2021;157.0;672.0
306;Totaal gemeentelijke heffingen;Delft en Westland (CR);2022;162.0;683.0
307;Totaal gemeentelijke heffingen;Delft en Westland (CR);2023;169.0;702.0
308;Totaal gemeentelijke heffingen;Oost-Zuid-Holland (CR);2017;184.0;567.0
309;Totaal gemeentelijke heffingen;Oost-Zuid-Holland (CR);2018;189.0;576.0
310;Totaal gemeentelijke heffingen;Oost-Zuid-Holland (CR);2019;191.0;576.0
311;Totaal gemeentelijke heffingen;Oost-Zuid-Holland (CR);2020;202.0;602.0
312;Totaal gemeentelijke heffingen;Oost-Zuid-Holland (CR);2021;208.0;616.0
313;Totaal gemeentelijke heffingen;Oost-Zuid-Holland (CR);2022;212.0;623.0
314;Totaal gemeentelijke heffingen;Oost-Zuid-Holland (CR);2023;225.0;651.0
315;Totaal gemeentelijke heffingen;Groot-Rijnmond (CR);2017;966.0;679.0
316;Totaal gemeentelijke heffingen;Groot-Rijnmond (CR);2018;981.0;686.0
317;Totaal gemeentelijke heffingen;Groot-Rijnmond (CR);2019;1020.0;707.0
318;Totaal gemeentelijke heffingen;Groot-Rijnmond (CR);2020;1067.0;734.0
319;Totaal gemeentelijke heffingen;Groot-Rijnmond (CR);2021;1126.0;770.0
320;Totaal gemeentelijke heffingen;Groot-Rijnmond (CR);2022;1171.0;796.0
321;Totaal gemeentelijke heffingen;Groot-Rijnmond (CR);2023;1298.0;872.0
322;Totaal gemeentelijke heffingen;Zuidoost-Zuid-Holland (CR);2017;223.0;554.0
323;Totaal gemeentelijke heffingen;Zuidoost-Zuid-Holland (CR);2018;228.0;564.0
324;Totaal gemeentelijke heffingen;Zuidoost-Zuid-Holland (CR);2019;213.0;576.0
325;Totaal gemeentelijke heffingen;Zuidoost-Zuid-Holland (CR);2020;214.0;575.0
326;Totaal gemeentelijke heffingen;Zuidoost-Zuid-Holland (CR);2021;226.0;607.0
327;Totaal gemeentelijke heffingen;Zuidoost-Zuid-Holland (CR);2022;224.0;598.0
328;Totaal gemeentelijke heffingen;Zuidoost-Zuid-Holland (CR);2023;237.0;623.0
329;Totaal gemeentelijke heffingen;Zeeuwsch-Vlaanderen (CR);2017;75.0;714.0
330;Totaal gemeentelijke heffingen;Zeeuwsch-Vlaanderen (CR);2018;78.0;738.0
