ID;GoodsAndServices;Periods;VolumeChanges_1;VolumeChangesShoppingdayAdjusted_2;Indices2000100_3;ValueChanges_4;ValueIndices_5;ShareInDomesticConsOfHouseholds_6;AbsoluteValueInEuroS_7
7547;3200;1998 July;10.7;;;15.4;;;
7548;3200;1998 August;11.6;;;15.9;;;
7549;3200;1998 September;4.5;;;6.6;;;
7550;3200;1998 3rd quarter;8.7;;;12.2;;;
7551;3200;1998 October;2.2;;;4.6;;;
7552;3200;1998 November;4.2;;;5.3;;;
7553;3200;1998 December;4.6;;;5.7;;;
7554;3200;1998 4th quarter;3.6;;;5.2;;;
7555;3200;1998;5.5;;;7.6;;1.1;2024.0
7556;3200;1999 January;3.4;;;5.0;;;
7557;3200;1999 February;6.6;;;5.9;;;
7558;3200;1999 March;17.6;;;19.2;;;
7559;3200;1999 1st quarter;9.1;;;10.2;;;
7560;3200;1999 April;7.6;;;9.7;;;
7561;3200;1999 May;-1.0;;;-0.5;;;
7562;3200;1999 June;16.9;;;19.7;;;
7563;3200;1999 2nd quarter;7.5;;;9.0;;;
7564;3200;1999 July;8.4;;;9.4;;;
7565;3200;1999 August;-4.2;;;1.9;;;
7566;3200;1999 September;-1.1;;;-0.5;;;
7567;3200;1999 3rd quarter;1.3;;;3.6;;;
7568;3200;1999 October;9.8;;;8.7;;;
7569;3200;1999 November;9.9;;;10.7;;;
7570;3200;1999 December;13.0;;;13.4;;;
7571;3200;1999 4th quarter;10.9;;;10.9;;;
7572;3200;1999;7.0;;;8.3;;1.1;2192.0
7573;3200;2000 January;2.6;;;2.1;;;
7574;3200;2000 February;10.5;;;12.0;;;
7575;3200;2000 March;5.8;;;9.0;;;
7576;3200;2000 1st quarter;5.9;;;7.3;;;
7577;3200;2000 April;6.5;;;10.4;;;
7578;3200;2000 May;9.5;;;14.5;;;
7579;3200;2000 June;-8.8;;;-3.8;;;
7580;3200;2000 2nd quarter;2.1;;;6.9;;;
7581;3200;2000 July;2.9;;;3.6;;;
7582;3200;2000 August;15.9;;;13.5;;;
7583;3200;2000 September;19.3;;;20.8;;;
7584;3200;2000 3rd quarter;12.1;;;12.5;;;
7585;3200;2000 October;1.4;;;5.4;;;
7586;3200;2000 November;8.3;;;10.8;;;
7587;3200;2000 December;5.2;;;7.6;;;
7588;3200;2000 4th quarter;4.7;;;7.7;;;
7589;3200;2000;6.1;;;8.6;;1.1;2381.0
7590;3200;2001 January;3.1;;;10.1;;;
7591;3200;2001 February;0.0;;;6.6;;;
7592;3200;2001 March;6.0;;;10.7;;;
7593;3200;2001 1st quarter;3.3;;;9.3;;;
7594;3200;2001 April;-1.5;;;3.3;;;
7595;3200;2001 May;5.5;;;13.1;;;
7596;3200;2001 June;8.9;;;17.1;;;
7597;3200;2001 2nd quarter;4.4;;;11.2;;;
7598;3200;2001 July;-6.8;;;1.5;;;
7599;3200;2001 August;-3.6;;;5.9;;;
7600;3200;2001 September;6.6;;;18.1;;;
7601;3200;2001 3rd quarter;-1.1;;;9.0;;;
7602;3200;2001 October;-5.8;;;3.8;;;
7603;3200;2001 November;-3.2;;;6.7;;;
7604;3200;2001 December;-1.3;;;8.4;;;
7605;3200;2001 4th quarter;-3.4;;;6.2;;;
7606;3200;2001;0.6;;;8.9;;1.2;2593.0
7607;3200;2002 January;-4.4;;;-1.2;;;
7608;3200;2002 February;-2.1;;;3.9;;;
7609;3200;2002 March;0.0;;;6.4;;;
7610;3200;2002 1st quarter;-2.1;;;3.1;;;
7611;3200;2002 April;2.3;;;6.8;;;
7612;3200;2002 May;-14.9;;;-12.6;;;
7613;3200;2002 June;-2.1;;;1.3;;;
7614;3200;2002 2nd quarter;-5.5;;;-2.3;;;
7615;3200;2002 July;-2.7;;;0.0;;;
7616;3200;2002 August;-2.5;;;-1.5;;;
7617;3200;2002 September;-10.7;;;-9.1;;;
7618;3200;2002 3rd quarter;-5.7;;;-4.1;;;
7619;3200;2002 October;4.3;;;4.9;;;
7620;3200;2002 November;-6.2;;;-4.8;;;
7621;3200;2002 December;-2.5;;;-2.4;;;
7622;3200;2002 4th quarter;-1.2;;;-0.6;;;
7623;3200;2002;-3.8;;;-1.3;;1.1;2559.0
7624;3200;2003 January;5.6;;;6.8;;;
7625;3200;2003 February;6.4;;;4.5;;;
7626;3200;2003 March;3.6;;;4.5;;;
7627;3200;2003 1st quarter;5.0;;;5.3;;;
7628;3200;2003 April;6.6;;;4.3;;;
7629;3200;2003 May;0.0;;;-1.2;;;
7630;3200;2003 June;-4.2;;;-9.1;;;
7631;3200;2003 2nd quarter;0.7;;;-2.1;;;
7632;3200;2003 July;-2.3;;;-3.4;;;
7633;3200;2003 August;0.0;;;0.5;;;
7634;3200;2003 September;-7.5;;;-6.8;;;
7635;3200;2003 3rd quarter;-3.5;;;-3.5;;;
7636;3200;2003 October;-0.4;;;-2.7;;;
7637;3200;2003 November;-3.2;;;-5.1;;;
7638;3200;2003 December;-7.4;;;-8.3;;;
7639;3200;2003 4th quarter;-3.7;;;-5.3;;;
7640;3200;2003;-0.7;;;-1.9;;1.1;2510.0
7641;3200;2004 January;3.8;;;2.3;;;
7642;3200;2004 February;-4.1;;;-3.6;;;
7643;3200;2004 March;-6.0;;;-8.7;;;
7644;3200;2004 1st quarter;-2.1;;;-3.6;;;
7645;3200;2004 April;2.1;;;1.2;;;
7646;3200;2004 May;3.5;;;2.1;;;
7647;3200;2004 June;1.8;;;2.3;;;
7648;3200;2004 2nd quarter;2.4;;;1.8;;;
7649;3200;2004 July;4.2;;;1.0;;;
7650;3200;2004 August;3.0;;;-0.5;;;
7651;3200;2004 September;4.6;;;0.4;;;
7652;3200;2004 3rd quarter;3.9;;;0.3;;;
7653;3200;2004 October;-5.0;;;-4.0;;;
7654;3200;2004 November;-6.6;;;-8.0;;;
7655;3200;2004 December;8.5;;;3.6;;;
7656;3200;2004 4th quarter;-0.8;;;-2.6;;;
7657;3200;2004;1.0;;;-0.8;;1.0;2489.0
7658;3200;2005 January;-10.1;;;-12.4;;;
7659;3200;2005 February;-2.2;;;-5.2;;;
7660;3200;2005 March;9.8;;;5.8;;;
7661;3200;2005 1st quarter;-0.8;;;-3.6;;;
7662;3200;2005 April;-4.2;;;-5.6;;;
7663;3200;2005 May;-6.4;;;-8.6;;;
7664;3200;2005 June;6.1;;;5.3;;;
7665;3200;2005 2nd quarter;-1.6;;;-3.2;;;
7666;3200;2005 July;-1.4;;;-3.5;;;
7667;3200;2005 August;4.4;;;2.1;;;
7668;3200;2005 September;8.0;;;7.7;;;
7669;3200;2005 3rd quarter;3.7;;;2.4;;;
7670;3200;2005 October;4.4;;;3.8;;;
7671;3200;2005 November;13.9;;;13.3;;;
7672;3200;2005 December;4.6;;;6.1;;;
7673;3200;2005 4th quarter;7.0;;;7.2;;;
7674;3200;2005;2.1;;;0.8;;1.0;2498.0
7675;3200;2006 January;7.2;;;6.5;;;
7676;3200;2006 February;3.8;;;3.9;;;
7677;3200;2006 March;-4.0;;;-2.0;;;
7678;3200;2006 1st quarter;1.8;;;2.3;;;
7679;3200;2006 April;3.5;;;5.6;;;
7680;3200;2006 May;20.7;;;22.4;;;
7681;3200;2006 June;2.5;;;2.1;;;
7682;3200;2006 2nd quarter;8.6;;;9.8;;;
7683;3200;2006 July;-3.3;;;-5.6;;;
7684;3200;2006 August;17.2;;;19.3;;;
7685;3200;2006 September;-2.5;;;-0.8;;;
7686;3200;2006 3rd quarter;3.5;;;3.9;;;
7687;3200;2006 October;1.7;;;2.8;;;
7688;3200;2006 November;3.8;;;5.6;;;
7689;3200;2006 December;0.8;;;2.5;;;
7690;3200;2006 4th quarter;1.9;;;3.5;;;
7691;3200;2006;4.1;;;5.1;;1.0;2637.0
7692;3200;2007 January;-1.1;;;-1.8;;;
7693;3200;2007 February;10.8;;;6.8;;;
7694;3200;2007 March;14.6;;;14.7;;;
7695;3200;2007 1st quarter;8.0;;;7.1;;;
7696;3200;2007 April;12.1;;;12.6;;;
7697;3200;2007 May;-17.7;;;-16.5;;;
7698;3200;2007 June;-1.6;;;0.4;;;
7699;3200;2007 2nd quarter;-2.9;;;-1.7;;;
7700;3200;2007 July;-0.5;;;4.9;;;
7701;3200;2007 August;-12.6;;;-11.5;;;
7702;3200;2007 September;11.0;;;11.2;;;
7703;3200;2007 3rd quarter;-0.9;;;1.5;;;
7704;3200;2007 October;-3.3;;;-3.5;;;
7705;3200;2007 November;-6.7;;;-8.2;;;
7706;3200;2007 December;-2.0;;;-2.8;;;
7707;3200;2007 4th quarter;-3.8;;;-4.6;;;
7708;3200;2007;-0.5;;;0.0;;1.0;2636.0
7709;3200;2008 January;4.5;;;3.1;;;
7710;3200;2008 February;12.3;;;9.2;;;
7711;3200;2008 March;-18.6;;;-15.5;;;
7712;3200;2008 1st quarter;-2.5;;;-3.2;;;
7713;3200;2008 April;-15.6;;;-14.0;;;
7714;3200;2008 May;16.0;;;17.5;;;
7715;3200;2008 June;-4.1;;;-4.1;;;
7716;3200;2008 2nd quarter;-2.3;;;-1.2;;;
7717;3200;2008 July;4.3;;;1.0;;;
7718;3200;2008 August;7.4;;;3.4;;;
7719;3200;2008 September;-1.1;;;-1.1;;;
7720;3200;2008 3rd quarter;3.2;;;0.9;;;
7721;3200;2008 October;2.6;;;2.4;;;
7722;3200;2008 November;1.1;;;-1.6;;;
7723;3200;2008 December;0.8;;;-2.5;;;
7724;3200;2008 4th quarter;1.5;;;-0.4;;;
7725;3200;2008;0.0;;;-0.9;;0.9;2613.0
7726;3200;2009 January;5.4;;;3.6;;;
7727;3200;2009 February;-5.9;;;-5.2;;;
7728;3200;2009 March;1.7;;;1.6;;;
7729;3200;2009 1st quarter;0.6;;;0.2;;;
7730;3200;2009 April;9.4;;;7.9;;;
7731;3200;2009 May;-13.9;;;-14.2;;;
7732;3200;2009 June;-1.7;;;-2.1;;;
7733;3200;2009 2nd quarter;-2.5;;;-3.2;;;
7734;3200;2009 July;0.9;;;3.1;;;
7735;3200;2009 August;-13.0;;;-13.0;;;
7736;3200;2009 September;-5.8;;;-4.0;;;
7737;3200;2009 3rd quarter;-6.1;;;-4.8;;;
7738;3200;2009 October;2.9;;;5.1;;;
7739;3200;2009 November;-12.0;;;-11.8;;;
7740;3200;2009 December;2.8;;;4.3;;;
7741;3200;2009 4th quarter;-1.2;;;0.1;;;
7742;3200;2009;-2.5;;;-2.1;;1.0;2558.0
7743;3200;2010 January;-3.6;;;-1.7;;;
7744;3200;2010 February;-9.3;;;-10.2;;;
7745;3200;2010 March;4.9;;;2.6;;;
7746;3200;2010 1st quarter;-2.4;;;-2.5;;;
7747;3200;2010 April;-12.2;;;-12.8;;;
7748;3200;2010 May;-9.2;;;-7.0;;;
7749;3200;2010 June;-1.8;;;0.9;;;
7750;3200;2010 2nd quarter;-7.8;;;-6.6;;;
7751;3200;2010 July;-2.7;;;-3.0;;;
7752;3200;2010 August;8.0;;;7.5;;;
7753;3200;2010 September;6.5;;;5.3;;;
7754;3200;2010 3rd quarter;3.9;;;3.4;;;
7755;3200;2010 October;-4.5;;;-7.1;;;
7756;3200;2010 November;19.0;;;20.0;;;
7757;3200;2010 December;-0.8;;;0.8;;;
7758;3200;2010 4th quarter;2.7;;;2.4;;;
7759;3200;2010;-0.9;;;-0.9;;0.9;2536.0
7760;3200;2011 January;0.5;;;4.1;;;
7761;3200;2011 February;13.5;;;17.4;;;
7762;3200;2011 March;6.3;;;7.6;;;
7763;3200;2011 1st quarter;6.2;;;9.0;;;
7764;3200;2011 April;16.4;;;18.6;;;
7765;3200;2011 May;5.1;;;6.1;;;
7766;3200;2011 June;0.4;;;0.9;;;
7767;3200;2011 2nd quarter;7.2;;;8.5;;;
7768;3200;2011 July;5.2;;;7.7;;;
7769;3200;2011 August;5.6;;;7.0;;;
7770;3200;2011 September;-11.4;;;-10.4;;;
7771;3200;2011 3rd quarter;-1.0;;;0.0;;;
7772;3200;2011 October;0.9;;;2.4;;;
7773;3200;2011 November;1.0;;;1.0;;;
7774;3200;2011 December;-2.0;;;0.4;;;
7775;3200;2011 4th quarter;-0.1;;;1.3;;;
7776;3200;2011;2.8;;;4.4;;0.9;2647.0
7777;3200;2012 January;-1.6;;;-2.2;;;
7778;3200;2012 February;1.8;;;3.9;;;
7779;3200;2012 March;15.3;;;17.8;;;
7780;3200;2012 1st quarter;5.6;;;7.3;;;
7781;3200;2012 April;-27.6;;;-27.2;;;
7782;3200;2012 May;4.8;;;4.0;;;
7783;3200;2012 June;5.2;;;6.0;;;
7784;3200;2012 2nd quarter;-6.9;;;-6.9;;;
7785;3200;2012 July;-7.5;;;-5.7;;;
7786;3200;2012 August;-7.0;;;-6.0;;;
7787;3200;2012 September;7.6;;;7.2;;;
7788;3200;2012 3rd quarter;-2.2;;;-1.0;;;
7789;3200;2012 October;-4.6;;;-4.3;;;
7790;3200;2012 November;-9.6;;;-9.0;;;
7791;3200;2012 December;-2.0;;;0.0;;;
7792;3200;2012 4th quarter;-5.1;;;-4.1;;;
7793;3200;2012;-2.5;;;-1.7;;0.9;2601.0
7794;3200;2013 January;-1.0;;;1.5;;;
7795;3200;2013 February;-15.3;;;-13.7;;;
7796;3200;2013 March;-31.7;;;-28.8;;;
7797;3200;2013 1st quarter;-17.4;;;-15.6;;;
7798;3200;2013 April;2.4;;;5.3;;;
7799;3200;2013 May;-10.1;;;-7.2;;;
7800;3200;2013 June;-10.5;;;-7.7;;;
7801;3200;2013 2nd quarter;-6.6;;;-3.8;;;
7802;3200;2013 July;-7.1;;;-4.5;;;
7803;3200;2013 August;-6.5;;;-5.8;;;
7804;3200;2013 September;-9.9;;;-11.0;;;
7805;3200;2013 3rd quarter;-7.9;;;-7.5;;;
7806;3200;2013 October;-3.9;;;-4.3;;;
7807;3200;2013 November;1.2;;;0.9;;;
7808;3200;2013 December;-11.7;;;-11.3;;;
7809;3200;2013 4th quarter;-5.5;;;-5.5;;;
7810;3200;2013;-9.2;;;-7.8;;0.8;2397.0
7811;3200;2014 January;-0.2;;;-1.4;;;
7812;3200;2014 February;-0.1;;;-1.0;;;
7813;3200;2014 March;10.7;;;9.7;;;
7814;3200;2014 1st quarter;3.4;;;2.7;;;
7815;3200;2014 April;2.6;;;1.5;;;
7816;3200;2014 May;6.9;;;5.5;;;
7817;3200;2014 June;-6.3;;;-6.5;;;
7818;3200;2014 2nd quarter;0.8;;;0.1;;;
7819;3200;2014 July;1.9;;;0.1;;;
7820;3200;2014 August;7.8;;;7.5;;;
7821;3200;2014 September;-19.3;;;-18.8;;;
7822;3200;2014 3rd quarter;-4.0;;;-4.9;;;
7823;3200;2014 October;-5.3;;;-5.5;;;
7824;3200;2014 November;-2.1;;;-2.8;;;
7825;3200;2014 December;3.6;;;0.7;;;
7826;3200;2014 4th quarter;-1.2;;;-2.6;;;
7827;3200;2014;-0.4;;;-1.4;;0.8;2364.0
7828;3200;2015 January;-2.9;;;-4.7;;;
7829;3200;2015 February;1.7;;;0.5;;;
7830;3200;2015 March;-7.1;;;-10.5;;;
7831;3200;2015 1st quarter;-3.1;;;-5.5;;;
7832;3200;2015 April;7.2;;;4.1;;;
7833;3200;2015 May;-5.6;;;-8.6;;;
7834;3200;2015 June;4.8;;;2.6;;;
7835;3200;2015 2nd quarter;1.9;;;-0.8;;;
7836;3200;2015 July;-0.3;;;-0.8;;;
7837;3200;2015 August;-15.4;;;-16.0;;;
7838;3200;2015 September;8.8;;;7.9;;;
7839;3200;2015 3rd quarter;-2.9;;;-3.2;;;
7840;3200;2015 October;-2.4;;;-2.7;;;
7841;3200;2015 November;-15.3;;;-15.3;;;
7842;3200;2015 December;-5.1;;;-5.0;;;
7843;3200;2015 4th quarter;-7.2;;;-7.2;;;
7844;3200;2015;-2.8;;;-4.1;;0.8;2267.0
7845;3200;2016 January;-5.9;;;-6.3;;;
7846;3200;2016 February;-4.8;;;-4.7;;;
7847;3200;2016 March;-10.2;;;-9.9;;;
7848;3200;2016 1st quarter;-7.0;;;-7.2;;;
7849;3200;2016 April;-4.9;;;-4.9;;;
7850;3200;2016 May;-0.9;;;-0.7;;;
7851;3200;2016 June;-1.1;;;-2.5;;;
7852;3200;2016 2nd quarter;-2.3;;;-2.7;;;
7853;3200;2016 July;-0.3;;;-0.2;;;
7854;3200;2016 August;-2.7;;;-2.2;;;
7855;3200;2016 September;-10.2;;;-10.9;;;
7856;3200;2016 3rd quarter;-4.5;;;-4.7;;;
7857;3200;2016 October;3.3;;;3.4;;;
7858;3200;2016 November;1.8;;;2.2;;;
7859;3200;2016 December;-6.3;;;-3.2;;;
7860;3200;2016 4th quarter;-0.7;;;0.7;;;
7861;3200;2016;-3.5;;;-3.3;;;
7862;3200;2017 January;0.9;;;1.8;;;
7863;3200;2017 February;4.4;;;5.2;;;
7864;3200;2017 March;11.0;;;12.6;;;
7865;3200;2017 1st quarter;5.3;;;6.6;;;
7866;3200;2017 April;-2.5;;;-1.0;;;
7867;3200;2017 May;4.7;;;7.1;;;
7868;3200;2017 June;2.0;;;4.1;;;
7869;3200;2017 2nd quarter;1.4;;;3.4;;;
7870;3200;2017 July;1.2;;;2.1;;;
7871;3200;2017 August;4.7;;;5.5;;;
7872;3200;2017 September;9.8;;;11.1;;;
7873;3200;2017 3rd quarter;5.1;;;6.3;;;
7874;3200;2017 October;-10.4;;;-11.0;;;
7875;3200;2017 November;11.8;;;9.8;;;
7876;3200;2017 December;5.3;;;2.3;;;
7877;3200;2017 4th quarter;1.3;;;6.4;;;
7878;3200;2017;3.1;;;3.6;;;
7879;3200;2018 January;2.0;;;0.5;;;
7880;3200;2018 February;-0.3;;;-2.2;;;
7881;3200;2018 March;-5.2;;;-8.7;;;
7882;3200;2018 1st quarter;-1.2;;;-3.7;;;
7883;3200;2018 April;18.1;;;13.6;;;
7884;3200;2018 May;2.4;;;-2.6;;;
7885;3200;2018 June;6.2;;;1.3;;;
7886;3200;2018 2nd quarter;8.6;;;3.8;;;
7887;3200;2018 July;1.1;;;-2.4;;;
7888;3200;2018 August;11.2;;;5.8;;;
7889;3200;2018 September;-5.5;;;-8.6;;;
7890;3200;2018 3rd quarter;2.0;;;-2.1;;;
7891;3200;2018 October;5.1;;;2.5;;;
7892;3200;2018 November;8.6;;;6.1;;;
7893;3200;2018 December;0.4;;;-0.8;;;
7894;3200;2018 4th quarter;4.4;;;2.4;;;
7895;3200;2018;3.8;;;0.4;;;
7896;3200;2019 January;-2.3;;;-1.5;;;
7897;3200;2019 February;2.6;;;3.8;;;
7898;3200;2019 March;3.7;;;2.6;;;
7899;3200;2019 1st quarter;1.2;;;1.5;;;
7900;3200;2019 April;-1.9;;;-3.0;;;
7901;3200;2019 May;-1.5;;;-1.1;;;
7902;3200;2019 June;1.1;;;2.1;;;
7903;3200;2019 2nd quarter;-0.8;;;-0.6;;;
7904;3300;1995 January;;;;;;;
7905;3300;1995 February;;;;;;;
7906;3300;1995 March;;;;;;;
7907;3300;1995 1st quarter;;;;;;;
7908;3300;1995 April;;;;;;;
7909;3300;1995 May;;;;;;;
7910;3300;1995 June;;;;;;;
7911;3300;1995 2nd quarter;;;;;;;
7912;3300;1995 July;;;;;;;
7913;3300;1995 August;;;;;;;
7914;3300;1995 September;;;;;;;
7915;3300;1995 3rd quarter;;;;;;;
7916;3300;1995 October;;;;;;;
7917;3300;1995 November;;;;;;;
7918;3300;1995 December;;;;;;;
7919;3300;1995 4th quarter;;;;;;;
7920;3300;1995;;;;;;3.4;5011.0
7921;3300;1996 January;3.8;;;4.6;;;
7922;3300;1996 February;1.8;;;2.9;;;
7923;3300;1996 March;-4.6;;;-4.3;;;
7924;3300;1996 1st quarter;0.1;;;0.7;;;
7925;3300;1996 April;3.0;;;4.2;;;
7926;3300;1996 May;10.7;;;11.9;;;
7927;3300;1996 June;-0.9;;;0.9;;;
7928;3300;1996 2nd quarter;4.2;;;5.6;;;
7929;3300;1996 July;12.6;;;14.9;;;
7930;3300;1996 August;10.1;;;11.7;;;
7931;3300;1996 September;1.5;;;3.4;;;
7932;3300;1996 3rd quarter;7.9;;;9.9;;;
7933;3300;1996 October;10.1;;;12.5;;;
7934;3300;1996 November;5.3;;;7.8;;;
7935;3300;1996 December;1.9;;;4.4;;;
7936;3300;1996 4th quarter;5.6;;;8.1;;;
7937;3300;1996;4.4;;;6.0;;3.3;5314.0
7938;3300;1997 January;3.8;;;6.1;;;
7939;3300;1997 February;7.6;;;9.6;;;
7940;3300;1997 March;7.9;;;9.2;;;
7941;3300;1997 1st quarter;6.4;;;8.3;;;
7942;3300;1997 April;12.0;;;12.6;;;
7943;3300;1997 May;2.2;;;3.5;;;
7944;3300;1997 June;8.0;;;9.2;;;
7945;3300;1997 2nd quarter;7.2;;;8.3;;;
7946;3300;1997 July;9.3;;;10.7;;;
7947;3300;1997 August;-1.0;;;-1.0;;;
7948;3300;1997 September;10.0;;;10.9;;;
7949;3300;1997 3rd quarter;6.2;;;7.0;;;
7950;3300;1997 October;4.1;;;6.2;;;
7951;3300;1997 November;3.5;;;4.5;;;
7952;3300;1997 December;12.2;;;13.7;;;
7953;3300;1997 4th quarter;6.6;;;8.2;;;
7954;3300;1997;6.6;;;8.0;;3.4;5737.0
7955;3300;1998 January;12.2;;;12.6;;;
7956;3300;1998 February;9.0;;;10.2;;;
7957;3300;1998 March;8.9;;;10.1;;;
7958;3300;1998 1st quarter;10.0;;;10.9;;;
7959;3300;1998 April;11.9;;;14.6;;;
7960;3300;1998 May;5.6;;;7.6;;;
7961;3300;1998 June;8.1;;;9.5;;;
7962;3300;1998 2nd quarter;8.5;;;10.5;;;
7963;3300;1998 July;17.3;;;19.7;;;
7964;3300;1998 August;12.7;;;14.8;;;
7965;3300;1998 September;9.6;;;12.6;;;
7966;3300;1998 3rd quarter;13.3;;;15.8;;;
7967;3300;1998 October;12.9;;;15.7;;;
7968;3300;1998 November;10.8;;;14.0;;;
7969;3300;1998 December;13.4;;;15.9;;;
7970;3300;1998 4th quarter;12.4;;;15.2;;;
7971;3300;1998;11.1;;;13.2;;3.6;6493.0
7972;3300;1999 January;7.3;;;8.7;;;
7973;3300;1999 February;10.2;;;10.5;;;
7974;3300;1999 March;13.1;;;14.8;;;
7975;3300;1999 1st quarter;10.2;;;11.4;;;
7976;3300;1999 April;5.4;;;6.5;;;
7977;3300;1999 May;3.9;;;6.6;;;
7978;3300;1999 June;6.6;;;8.7;;;
7979;3300;1999 2nd quarter;5.3;;;7.3;;;
7980;3300;1999 July;-1.2;;;1.4;;;
7981;3300;1999 August;5.6;;;8.4;;;
7982;3300;1999 September;4.4;;;6.5;;;
7983;3300;1999 3rd quarter;2.7;;;5.1;;;
7984;3300;1999 October;1.0;;;2.3;;;
7985;3300;1999 November;7.2;;;8.6;;;
7986;3300;1999 December;7.6;;;9.3;;;
7987;3300;1999 4th quarter;5.3;;;6.8;;;
7988;3300;1999;5.8;;;7.6;;3.6;6986.0
7989;3300;2000 January;8.0;;;10.8;;;
7990;3300;2000 February;7.8;;;10.8;;;
7991;3300;2000 March;6.0;;;7.7;;;
7992;3300;2000 1st quarter;7.2;;;9.7;;;
7993;3300;2000 April;4.7;;;5.7;;;
7994;3300;2000 May;8.8;;;10.8;;;
7995;3300;2000 June;1.0;;;2.4;;;
7996;3300;2000 2nd quarter;4.8;;;6.2;;;
7997;3300;2000 July;4.2;;;5.6;;;
7998;3300;2000 August;10.8;;;12.7;;;
7999;3300;2000 September;5.4;;;8.0;;;
8000;3300;2000 3rd quarter;6.6;;;8.6;;;
8001;3300;2000 October;3.1;;;5.9;;;
8002;3300;2000 November;9.3;;;12.2;;;
8003;3300;2000 December;3.5;;;6.8;;;
8004;3300;2000 4th quarter;5.3;;;8.3;;;
8005;3300;2000;5.9;;;8.2;;3.6;7558.0
8006;3300;2001 January;4.1;;;8.8;;;
8007;3300;2001 February;-4.0;;;0.9;;;
8008;3300;2001 March;3.1;;;8.6;;;
8009;3300;2001 1st quarter;1.2;;;6.2;;;
8010;3300;2001 April;0.5;;;5.4;;;
8011;3300;2001 May;5.5;;;9.6;;;
8012;3300;2001 June;3.9;;;8.1;;;
8013;3300;2001 2nd quarter;3.3;;;7.7;;;
8014;3300;2001 July;-0.5;;;3.4;;;
8015;3300;2001 August;1.1;;;4.9;;;
8016;3300;2001 September;0.3;;;3.5;;;
8017;3300;2001 3rd quarter;0.3;;;3.9;;;
8018;3300;2001 October;10.5;;;13.5;;;
8019;3300;2001 November;4.3;;;7.4;;;
8020;3300;2001 December;-2.4;;;0.8;;;
8021;3300;2001 4th quarter;3.8;;;6.8;;;
8022;3300;2001;2.2;;;6.2;;3.6;8026.0
8023;3300;2002 January;-1.2;;;2.3;;;
8024;3300;2002 February;-1.7;;;1.7;;;
8025;3300;2002 March;-9.6;;;-6.5;;;
8026;3300;2002 1st quarter;-4.4;;;-1.1;;;
8027;3300;2002 April;-4.7;;;-1.4;;;
8028;3300;2002 May;-5.0;;;-1.4;;;
8029;3300;2002 June;-8.3;;;-5.0;;;
8030;3300;2002 2nd quarter;-6.0;;;-2.6;;;
8031;3300;2002 July;-3.1;;;0.0;;;
8032;3300;2002 August;-7.4;;;-4.4;;;
8033;3300;2002 September;-9.7;;;-6.4;;;
8034;3300;2002 3rd quarter;-6.7;;;-3.5;;;
8035;3300;2002 October;-11.9;;;-8.6;;;
8036;3300;2002 November;-12.6;;;-10.0;;;
8037;3300;2002 December;-10.2;;;-7.7;;;
8038;3300;2002 4th quarter;-11.6;;;-8.8;;;
8039;3300;2002;-7.3;;;-4.2;;3.3;7690.0
8040;3300;2003 January;-1.6;;;1.8;;;
8041;3300;2003 February;-1.2;;;2.0;;;
8042;3300;2003 March;-5.8;;;-3.1;;;
8043;3300;2003 1st quarter;-2.9;;;0.2;;;
8044;3300;2003 April;-3.6;;;-0.6;;;
8045;3300;2003 May;-6.5;;;-3.8;;;
8046;3300;2003 June;-11.1;;;-9.6;;;
8047;3300;2003 2nd quarter;-7.0;;;-4.6;;;
8048;3300;2003 July;-9.5;;;-7.6;;;
8049;3300;2003 August;-12.1;;;-10.2;;;
8050;3300;2003 September;-4.5;;;-3.6;;;
8051;3300;2003 3rd quarter;-8.7;;;-7.1;;;
8052;3300;2003 October;-7.8;;;-6.1;;;
8053;3300;2003 November;-12.4;;;-11.1;;;
8054;3300;2003 December;-8.2;;;-7.4;;;
8055;3300;2003 4th quarter;-9.4;;;-8.2;;;
8056;3300;2003;-7.0;;;-5.0;;3.1;7308.0
8057;3300;2004 January;-5.9;;;-5.8;;;
8058;3300;2004 February;-8.2;;;-7.5;;;
8059;3300;2004 March;0.8;;;0.2;;;
8060;3300;2004 1st quarter;-4.4;;;-4.3;;;
8061;3300;2004 April;-5.1;;;-5.2;;;
8062;3300;2004 May;-9.3;;;-9.5;;;
8063;3300;2004 June;3.1;;;3.1;;;
8064;3300;2004 2nd quarter;-4.1;;;-4.2;;;
8065;3300;2004 July;2.0;;;2.0;;;
8066;3300;2004 August;-2.5;;;-2.9;;;
8067;3300;2004 September;-1.8;;;-1.2;;;
8068;3300;2004 3rd quarter;-0.7;;;-0.6;;;
8069;3300;2004 October;-6.0;;;-6.2;;;
8070;3300;2004 November;1.0;;;1.0;;;
8071;3300;2004 December;0.2;;;0.3;;;
8072;3300;2004 4th quarter;-1.6;;;-1.6;;;
8073;3300;2004;-2.7;;;-2.8;;2.9;7107.0
8074;3300;2005 January;-4.9;;;-4.9;;;
8075;3300;2005 February;-1.6;;;-2.7;;;
8076;3300;2005 March;-4.3;;;-3.7;;;
8077;3300;2005 1st quarter;-3.7;;;-3.8;;;
8078;3300;2005 April;-3.9;;;-3.0;;;
8079;3300;2005 May;-3.2;;;-2.6;;;
8080;3300;2005 June;-2.8;;;-1.9;;;
8081;3300;2005 2nd quarter;-3.3;;;-2.5;;;
