ID;SICOrInstitutionalSector;TypeOfCapitalAsset;Periods;CapitalStockOpeningBalanceSheet_1;Revaluation_2;InvestInFixedAssetsProdAndImport_3;Depreciation_4;TradeAndOtherChanges_5;StatisticalDiscrepancy_6;CapitalStockClosingBalanceSheet_7;VolumeIndices2021100_8
5193;20 Manufacture of chemicals;Trains and trams;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5194;20 Manufacture of chemicals;Trains and trams;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5195;20 Manufacture of chemicals;Trains and trams;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5196;20 Manufacture of chemicals;Trains and trams;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5197;20 Manufacture of chemicals;Trains and trams;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5198;20 Manufacture of chemicals;Trains and trams;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5199;20 Manufacture of chemicals;Trains and trams;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5200;20 Manufacture of chemicals;Trains and trams;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5201;20 Manufacture of chemicals;Trains and trams;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5202;20 Manufacture of chemicals;Trains and trams;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5203;20 Manufacture of chemicals;Trains and trams;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5204;20 Manufacture of chemicals;Trains and trams;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5205;20 Manufacture of chemicals;Trains and trams;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5206;20 Manufacture of chemicals;Trains and trams;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5207;20 Manufacture of chemicals;Trains and trams;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5208;20 Manufacture of chemicals;Trains and trams;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5209;20 Manufacture of chemicals;Trains and trams;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5210;20 Manufacture of chemicals;Trains and trams;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5211;20 Manufacture of chemicals;Trains and trams;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5212;20 Manufacture of chemicals;Trains and trams;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5213;20 Manufacture of chemicals;Trains and trams;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5214;20 Manufacture of chemicals;Trains and trams;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5215;20 Manufacture of chemicals;Trains and trams;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5216;20 Manufacture of chemicals;Trains and trams;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5217;20 Manufacture of chemicals;Trains and trams;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5218;20 Manufacture of chemicals;Trains and trams;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5219;20 Manufacture of chemicals;Trains and trams;2023;;;;;;;;
5220;20 Manufacture of chemicals;Ships;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5221;20 Manufacture of chemicals;Ships;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5222;20 Manufacture of chemicals;Ships;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5223;20 Manufacture of chemicals;Ships;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5224;20 Manufacture of chemicals;Ships;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5225;20 Manufacture of chemicals;Ships;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5226;20 Manufacture of chemicals;Ships;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5227;20 Manufacture of chemicals;Ships;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5228;20 Manufacture of chemicals;Ships;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5229;20 Manufacture of chemicals;Ships;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5230;20 Manufacture of chemicals;Ships;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5231;20 Manufacture of chemicals;Ships;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5232;20 Manufacture of chemicals;Ships;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5233;20 Manufacture of chemicals;Ships;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5234;20 Manufacture of chemicals;Ships;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5235;20 Manufacture of chemicals;Ships;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5236;20 Manufacture of chemicals;Ships;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5237;20 Manufacture of chemicals;Ships;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5238;20 Manufacture of chemicals;Ships;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5239;20 Manufacture of chemicals;Ships;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5240;20 Manufacture of chemicals;Ships;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5241;20 Manufacture of chemicals;Ships;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5242;20 Manufacture of chemicals;Ships;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5243;20 Manufacture of chemicals;Ships;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5244;20 Manufacture of chemicals;Ships;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5245;20 Manufacture of chemicals;Ships;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5246;20 Manufacture of chemicals;Ships;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5247;20 Manufacture of chemicals;Ships;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5248;20 Manufacture of chemicals;Ships;2023;;;;;;;;
5249;20 Manufacture of chemicals;Aircraft;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5250;20 Manufacture of chemicals;Aircraft;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5251;20 Manufacture of chemicals;Aircraft;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5252;20 Manufacture of chemicals;Aircraft;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5253;20 Manufacture of chemicals;Aircraft;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5254;20 Manufacture of chemicals;Aircraft;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5255;20 Manufacture of chemicals;Aircraft;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5256;20 Manufacture of chemicals;Aircraft;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5257;20 Manufacture of chemicals;Aircraft;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5258;20 Manufacture of chemicals;Aircraft;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5259;20 Manufacture of chemicals;Aircraft;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5260;20 Manufacture of chemicals;Aircraft;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5261;20 Manufacture of chemicals;Aircraft;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5262;20 Manufacture of chemicals;Aircraft;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5263;20 Manufacture of chemicals;Aircraft;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5264;20 Manufacture of chemicals;Aircraft;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5265;20 Manufacture of chemicals;Aircraft;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5266;20 Manufacture of chemicals;Aircraft;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5267;20 Manufacture of chemicals;Aircraft;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5268;20 Manufacture of chemicals;Aircraft;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5269;20 Manufacture of chemicals;Aircraft;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5270;20 Manufacture of chemicals;Aircraft;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5271;20 Manufacture of chemicals;Aircraft;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5272;20 Manufacture of chemicals;Aircraft;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5273;20 Manufacture of chemicals;Aircraft;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5274;20 Manufacture of chemicals;Aircraft;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5275;20 Manufacture of chemicals;Aircraft;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5276;20 Manufacture of chemicals;Aircraft;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5277;20 Manufacture of chemicals;Aircraft;2023;;;;;;;;
5278;20 Manufacture of chemicals;Computers;1995;94.0;-18.0;31.0;21.0;0.0;0.0;86.0;12.2
5279;20 Manufacture of chemicals;Computers;1996;86.0;-17.0;32.0;20.0;0.0;1.0;82.0;14.5
5280;20 Manufacture of chemicals;Computers;1997;82.0;-1.0;26.0;21.0;0.0;0.0;86.0;15.3
5281;20 Manufacture of chemicals;Computers;1998;86.0;-18.0;27.0;19.0;0.0;0.0;76.0;17.2
5282;20 Manufacture of chemicals;Computers;1999;76.0;-13.0;44.0;19.0;0.0;0.0;88.0;24.0
5283;20 Manufacture of chemicals;Computers;2000;88.0;-9.0;36.0;21.0;0.0;0.0;94.0;28.5
5284;20 Manufacture of chemicals;Computers;2001;94.0;-13.0;26.0;21.0;0.0;0.0;86.0;30.3
5285;20 Manufacture of chemicals;Computers;2002;86.0;-12.0;25.0;20.0;0.0;1.0;80.0;32.7
5286;20 Manufacture of chemicals;Computers;2003;80.0;-9.0;43.0;21.0;0.0;0.0;93.0;42.9
5287;20 Manufacture of chemicals;Computers;2004;93.0;-6.0;30.0;23.0;0.0;0.0;94.0;46.3
5288;20 Manufacture of chemicals;Computers;2005;94.0;-10.0;28.0;22.0;0.0;0.0;90.0;49.6
5289;20 Manufacture of chemicals;Computers;2006;90.0;-8.0;16.0;21.0;0.0;0.0;77.0;46.6
5290;20 Manufacture of chemicals;Computers;2007;77.0;-5.0;22.0;20.0;0.0;1.0;75.0;48.5
5291;20 Manufacture of chemicals;Computers;2008;75.0;-7.0;16.0;18.0;0.0;0.0;66.0;47.1
5292;20 Manufacture of chemicals;Computers;2009;66.0;-5.0;20.0;17.0;0.0;0.0;64.0;49.4
5293;20 Manufacture of chemicals;Computers;2010;64.0;-2.0;10.0;16.0;0.0;0.0;56.0;44.6
5294;20 Manufacture of chemicals;Computers;2011;56.0;-3.0;18.0;15.0;0.0;1.0;57.0;48.0
5295;20 Manufacture of chemicals;Computers;2012;57.0;-1.0;12.0;15.0;0.0;0.0;53.0;45.4
5296;20 Manufacture of chemicals;Computers;2013;53.0;0.0;15.0;14.0;0.0;-1.0;53.0;45.4
5297;20 Manufacture of chemicals;Computers;2014;53.0;0.0;14.0;14.0;0.0;-1.0;52.0;44.6
5298;20 Manufacture of chemicals;Computers;2015;52.0;-1.0;13.0;14.0;0.0;0.0;50.0;43.7
5299;20 Manufacture of chemicals;Computers;2016;50.0;-2.0;15.0;14.0;0.0;1.0;50.0;45.5
5300;20 Manufacture of chemicals;Computers;2017;50.0;0.0;31.0;15.0;0.0;0.0;66.0;60.1
5301;20 Manufacture of chemicals;Computers;2018;66.0;0.0;23.0;18.0;0.0;1.0;72.0;65.6
5302;20 Manufacture of chemicals;Computers;2019;72.0;-3.0;40.0;20.0;0.0;0.0;89.0;84.6
5303;20 Manufacture of chemicals;Computers;2020;89.0;-2.0;28.0;23.0;0.0;1.0;93.0;90.4
5304;20 Manufacture of chemicals;Computers;2021;93.0;1.0;35.0;25.0;0.0;0.0;104.0;100.0
5305;20 Manufacture of chemicals;Computers;2022;104.0;6.0;21.0;28.0;0.0;0.0;103.0;93.6
5306;20 Manufacture of chemicals;Computers;2023;;;;;;;;
5307;20 Manufacture of chemicals;Telecommunications equipment;1995;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5308;20 Manufacture of chemicals;Telecommunications equipment;1996;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5309;20 Manufacture of chemicals;Telecommunications equipment;1997;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5310;20 Manufacture of chemicals;Telecommunications equipment;1998;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5311;20 Manufacture of chemicals;Telecommunications equipment;1999;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5312;20 Manufacture of chemicals;Telecommunications equipment;2000;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5313;20 Manufacture of chemicals;Telecommunications equipment;2001;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5314;20 Manufacture of chemicals;Telecommunications equipment;2002;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5315;20 Manufacture of chemicals;Telecommunications equipment;2003;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5316;20 Manufacture of chemicals;Telecommunications equipment;2004;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5317;20 Manufacture of chemicals;Telecommunications equipment;2005;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5318;20 Manufacture of chemicals;Telecommunications equipment;2006;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5319;20 Manufacture of chemicals;Telecommunications equipment;2007;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5320;20 Manufacture of chemicals;Telecommunications equipment;2008;2.0;0.0;1.0;1.0;0.0;0.0;2.0;83.3
5321;20 Manufacture of chemicals;Telecommunications equipment;2009;2.0;0.0;2.0;1.0;0.0;0.0;3.0;125.0
5322;20 Manufacture of chemicals;Telecommunications equipment;2010;3.0;0.0;4.0;2.0;0.0;0.0;5.0;208.3
5323;20 Manufacture of chemicals;Telecommunications equipment;2011;5.0;0.0;3.0;2.0;0.0;0.0;6.0;250.0
5324;20 Manufacture of chemicals;Telecommunications equipment;2012;6.0;0.0;3.0;2.0;0.0;-1.0;6.0;250.0
5325;20 Manufacture of chemicals;Telecommunications equipment;2013;6.0;0.0;3.0;3.0;0.0;0.0;6.0;250.0
5326;20 Manufacture of chemicals;Telecommunications equipment;2014;6.0;0.0;3.0;3.0;0.0;0.0;6.0;250.0
5327;20 Manufacture of chemicals;Telecommunications equipment;2015;6.0;-1.0;2.0;3.0;0.0;1.0;5.0;250.0
5328;20 Manufacture of chemicals;Telecommunications equipment;2016;5.0;0.0;1.0;2.0;0.0;0.0;4.0;200.0
5329;20 Manufacture of chemicals;Telecommunications equipment;2017;4.0;0.0;2.0;2.0;0.0;0.0;4.0;200.0
5330;20 Manufacture of chemicals;Telecommunications equipment;2018;4.0;0.0;1.0;2.0;0.0;0.0;3.0;150.0
5331;20 Manufacture of chemicals;Telecommunications equipment;2019;3.0;0.0;1.0;1.0;0.0;-1.0;2.0;100.0
5332;20 Manufacture of chemicals;Telecommunications equipment;2020;2.0;0.0;2.0;1.0;0.0;0.0;3.0;150.0
5333;20 Manufacture of chemicals;Telecommunications equipment;2021;3.0;0.0;1.0;1.0;0.0;-1.0;2.0;100.0
5334;20 Manufacture of chemicals;Telecommunications equipment;2022;2.0;0.0;1.0;1.0;0.0;0.0;2.0;100.0
5335;20 Manufacture of chemicals;Telecommunications equipment;2023;;;;;;;;
5336;20 Manufacture of chemicals;Machinery and equipment;1995;15833.0;1.0;603.0;664.0;0.0;-1.0;15772.0;81.4
5337;20 Manufacture of chemicals;Machinery and equipment;1996;15772.0;-102.0;914.0;670.0;0.0;0.0;15914.0;82.7
5338;20 Manufacture of chemicals;Machinery and equipment;1997;15914.0;122.0;1071.0;690.0;0.0;1.0;16418.0;84.7
5339;20 Manufacture of chemicals;Machinery and equipment;1998;16418.0;-36.0;1051.0;707.0;0.0;0.0;16726.0;86.4
5340;20 Manufacture of chemicals;Machinery and equipment;1999;16726.0;-12.0;1045.0;717.0;0.0;0.0;17042.0;88.1
5341;20 Manufacture of chemicals;Machinery and equipment;2000;17042.0;273.0;932.0;739.0;0.0;0.0;17508.0;89.1
5342;20 Manufacture of chemicals;Machinery and equipment;2001;17508.0;161.0;702.0;760.0;0.0;0.0;17611.0;88.8
5343;20 Manufacture of chemicals;Machinery and equipment;2002;17611.0;435.0;1396.0;793.0;0.0;0.0;18649.0;91.8
5344;20 Manufacture of chemicals;Machinery and equipment;2003;18649.0;-6.0;1457.0;819.0;0.0;-1.0;19280.0;94.9
5345;20 Manufacture of chemicals;Machinery and equipment;2004;19280.0;291.0;785.0;844.0;0.0;0.0;19512.0;94.6
5346;20 Manufacture of chemicals;Machinery and equipment;2005;19512.0;285.0;878.0;859.0;0.0;0.0;19816.0;94.7
5347;20 Manufacture of chemicals;Machinery and equipment;2006;19816.0;268.0;1133.0;875.0;0.0;1.0;20343.0;96.0
5348;20 Manufacture of chemicals;Machinery and equipment;2007;20343.0;430.0;790.0;895.0;0.0;0.0;20668.0;95.5
5349;20 Manufacture of chemicals;Machinery and equipment;2008;20668.0;579.0;1186.0;933.0;0.0;1.0;21501.0;96.6
5350;20 Manufacture of chemicals;Machinery and equipment;2009;21501.0;411.0;1048.0;963.0;0.0;0.0;21997.0;97.0
5351;20 Manufacture of chemicals;Machinery and equipment;2010;21997.0;418.0;791.0;986.0;0.0;-1.0;22219.0;96.1
5352;20 Manufacture of chemicals;Machinery and equipment;2011;22219.0;225.0;1320.0;1006.0;0.0;0.0;22758.0;97.5
5353;20 Manufacture of chemicals;Machinery and equipment;2012;22758.0;594.0;1370.0;1032.0;0.0;0.0;23690.0;98.9
5354;20 Manufacture of chemicals;Machinery and equipment;2013;23690.0;170.0;994.0;1042.0;0.0;0.0;23812.0;98.7
5355;20 Manufacture of chemicals;Machinery and equipment;2014;23812.0;269.0;823.0;1078.0;0.0;0.0;23826.0;97.6
5356;20 Manufacture of chemicals;Machinery and equipment;2015;23826.0;826.0;1313.0;1118.0;0.0;1.0;24848.0;98.4
5357;20 Manufacture of chemicals;Machinery and equipment;2016;24848.0;223.0;1283.0;1119.0;0.0;-1.0;25234.0;99.1
5358;20 Manufacture of chemicals;Machinery and equipment;2017;25234.0;65.0;1274.0;1138.0;0.0;0.0;25435.0;99.6
5359;20 Manufacture of chemicals;Machinery and equipment;2018;25435.0;253.0;1204.0;1154.0;0.0;1.0;25739.0;99.8
5360;20 Manufacture of chemicals;Machinery and equipment;2019;25739.0;649.0;1356.0;1185.0;0.0;-1.0;26558.0;100.4
5361;20 Manufacture of chemicals;Machinery and equipment;2020;26558.0;200.0;1288.0;1213.0;0.0;0.0;26833.0;100.7
5362;20 Manufacture of chemicals;Machinery and equipment;2021;26833.0;320.0;1022.0;1216.0;0.0;0.0;26959.0;100.0
5363;20 Manufacture of chemicals;Machinery and equipment;2022;26959.0;1950.0;1317.0;1298.0;0.0;0.0;28928.0;100.1
5364;20 Manufacture of chemicals;Machinery and equipment;2023;;;;;;;;
5365;20 Manufacture of chemicals;Other tangible fixed assets;1995;675.0;8.0;64.0;77.0;0.0;0.0;670.0;117.3
5366;20 Manufacture of chemicals;Other tangible fixed assets;1996;670.0;11.0;48.0;76.0;0.0;1.0;654.0;112.6
5367;20 Manufacture of chemicals;Other tangible fixed assets;1997;654.0;6.0;36.0;73.0;0.0;0.0;623.0;106.3
5368;20 Manufacture of chemicals;Other tangible fixed assets;1998;623.0;12.0;37.0;70.0;0.0;0.0;602.0;100.8
5369;20 Manufacture of chemicals;Other tangible fixed assets;1999;602.0;6.0;49.0;68.0;0.0;1.0;590.0;97.8
5370;20 Manufacture of chemicals;Other tangible fixed assets;2000;590.0;16.0;58.0;68.0;0.0;-1.0;595.0;96.0
5371;20 Manufacture of chemicals;Other tangible fixed assets;2001;595.0;18.0;58.0;69.0;0.0;1.0;603.0;94.5
5372;20 Manufacture of chemicals;Other tangible fixed assets;2002;603.0;15.0;29.0;68.0;0.0;0.0;579.0;88.5
5373;20 Manufacture of chemicals;Other tangible fixed assets;2003;579.0;6.0;47.0;65.0;0.0;0.0;567.0;85.8
5374;20 Manufacture of chemicals;Other tangible fixed assets;2004;567.0;12.0;49.0;64.0;0.0;0.0;564.0;83.6
5375;20 Manufacture of chemicals;Other tangible fixed assets;2005;564.0;10.0;31.0;63.0;0.0;1.0;543.0;79.0
5376;20 Manufacture of chemicals;Other tangible fixed assets;2006;543.0;9.0;58.0;62.0;0.0;0.0;548.0;78.5
5377;20 Manufacture of chemicals;Other tangible fixed assets;2007;548.0;13.0;70.0;64.0;0.0;0.0;567.0;79.3
5378;20 Manufacture of chemicals;Other tangible fixed assets;2008;567.0;16.0;42.0;65.0;0.0;0.0;560.0;76.2
5379;20 Manufacture of chemicals;Other tangible fixed assets;2009;560.0;13.0;44.0;64.0;0.0;0.0;553.0;73.5
5380;20 Manufacture of chemicals;Other tangible fixed assets;2010;553.0;10.0;20.0;61.0;0.0;0.0;522.0;68.2
5381;20 Manufacture of chemicals;Other tangible fixed assets;2011;522.0;12.0;65.0;60.0;0.0;-1.0;538.0;68.7
5382;20 Manufacture of chemicals;Other tangible fixed assets;2012;538.0;14.0;83.0;64.0;0.0;0.0;571.0;71.0
5383;20 Manufacture of chemicals;Other tangible fixed assets;2013;571.0;9.0;46.0;65.0;0.0;0.0;561.0;68.7
5384;20 Manufacture of chemicals;Other tangible fixed assets;2014;561.0;5.0;108.0;67.0;0.0;0.0;607.0;73.7
5385;20 Manufacture of chemicals;Other tangible fixed assets;2015;607.0;9.0;113.0;74.0;0.0;0.0;655.0;78.4
5386;20 Manufacture of chemicals;Other tangible fixed assets;2016;655.0;4.0;62.0;76.0;0.0;0.0;645.0;76.7
5387;20 Manufacture of chemicals;Other tangible fixed assets;2017;645.0;4.0;100.0;77.0;0.0;0.0;672.0;79.4
5388;20 Manufacture of chemicals;Other tangible fixed assets;2018;672.0;11.0;98.0;80.0;0.0;-1.0;700.0;81.4
5389;20 Manufacture of chemicals;Other tangible fixed assets;2019;700.0;15.0;221.0;92.0;0.0;0.0;844.0;96.1
5390;20 Manufacture of chemicals;Other tangible fixed assets;2020;844.0;9.0;134.0;103.0;0.0;0.0;884.0;99.6
5391;20 Manufacture of chemicals;Other tangible fixed assets;2021;884.0;25.0;111.0;108.0;0.0;1.0;913.0;100.0
5392;20 Manufacture of chemicals;Other tangible fixed assets;2022;913.0;114.0;228.0;127.0;0.0;-1.0;1127.0;109.7
5393;20 Manufacture of chemicals;Other tangible fixed assets;2023;;;;;;;;
5394;20 Manufacture of chemicals;Cultivated assets;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5395;20 Manufacture of chemicals;Cultivated assets;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5396;20 Manufacture of chemicals;Cultivated assets;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5397;20 Manufacture of chemicals;Cultivated assets;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5398;20 Manufacture of chemicals;Cultivated assets;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5399;20 Manufacture of chemicals;Cultivated assets;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5400;20 Manufacture of chemicals;Cultivated assets;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5401;20 Manufacture of chemicals;Cultivated assets;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5402;20 Manufacture of chemicals;Cultivated assets;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5403;20 Manufacture of chemicals;Cultivated assets;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5404;20 Manufacture of chemicals;Cultivated assets;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5405;20 Manufacture of chemicals;Cultivated assets;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5406;20 Manufacture of chemicals;Cultivated assets;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5407;20 Manufacture of chemicals;Cultivated assets;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5408;20 Manufacture of chemicals;Cultivated assets;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5409;20 Manufacture of chemicals;Cultivated assets;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5410;20 Manufacture of chemicals;Cultivated assets;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5411;20 Manufacture of chemicals;Cultivated assets;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5412;20 Manufacture of chemicals;Cultivated assets;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5413;20 Manufacture of chemicals;Cultivated assets;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5414;20 Manufacture of chemicals;Cultivated assets;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5415;20 Manufacture of chemicals;Cultivated assets;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5416;20 Manufacture of chemicals;Cultivated assets;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5417;20 Manufacture of chemicals;Cultivated assets;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5418;20 Manufacture of chemicals;Cultivated assets;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5419;20 Manufacture of chemicals;Cultivated assets;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5420;20 Manufacture of chemicals;Cultivated assets;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5421;20 Manufacture of chemicals;Cultivated assets;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5422;20 Manufacture of chemicals;Cultivated assets;2023;;;;;;;;
5423;20 Manufacture of chemicals;Research and development;1995;2419.0;55.0;357.0;374.0;0.0;0.0;2457.0;291.7
5424;20 Manufacture of chemicals;Research and development;1996;2457.0;58.0;319.0;378.0;0.0;-1.0;2455.0;284.7
5425;20 Manufacture of chemicals;Research and development;1997;2455.0;37.0;319.0;377.0;0.0;0.0;2434.0;278.1
5426;20 Manufacture of chemicals;Research and development;1998;2434.0;71.0;292.0;380.0;0.0;0.0;2417.0;268.4
5427;20 Manufacture of chemicals;Research and development;1999;2417.0;69.0;257.0;378.0;0.0;1.0;2366.0;255.4
5428;20 Manufacture of chemicals;Research and development;2000;2366.0;109.0;238.0;380.0;0.0;0.0;2333.0;240.7
5429;20 Manufacture of chemicals;Research and development;2001;2333.0;107.0;189.0;378.0;0.0;0.0;2251.0;222.1
5430;20 Manufacture of chemicals;Research and development;2002;2251.0;101.0;187.0;373.0;0.0;0.0;2166.0;204.5
