ID;Klimaatsectoren;EmissiesNaarLucht;Perioden;EmissieBroeikasgassen_1
31;Totaal klimaatsectoren;Totaal broeikasgassen;2021;170.6
32;Totaal klimaatsectoren;Totaal broeikasgassen;2022;157.0
33;Totaal klimaatsectoren;Totaal broeikasgassen;2023;146.4
34;Totaal klimaatsectoren;Totaal broeikasgassen;2024;144.2
35;Totaal klimaatsectoren;Kooldioxide (CO2);1990;167.7
36;Totaal klimaatsectoren;Kooldioxide (CO2);1991 ;176.1
37;Totaal klimaatsectoren;Kooldioxide (CO2);1992;175.8
38;Totaal klimaatsectoren;Kooldioxide (CO2);1993 ;175.7
39;Totaal klimaatsectoren;Kooldioxide (CO2);1994 ;176.4
40;Totaal klimaatsectoren;Kooldioxide (CO2);1995;177.7
41;Totaal klimaatsectoren;Kooldioxide (CO2);1996 ;186.6
42;Totaal klimaatsectoren;Kooldioxide (CO2);1997 ;179.3
43;Totaal klimaatsectoren;Kooldioxide (CO2);1998 ;180.7
44;Totaal klimaatsectoren;Kooldioxide (CO2);1999 ;175.1
45;Totaal klimaatsectoren;Kooldioxide (CO2);2000;176.5
46;Totaal klimaatsectoren;Kooldioxide (CO2);2001;181.9
47;Totaal klimaatsectoren;Kooldioxide (CO2);2002;181.4
48;Totaal klimaatsectoren;Kooldioxide (CO2);2003;184.2
49;Totaal klimaatsectoren;Kooldioxide (CO2);2004;186.2
50;Totaal klimaatsectoren;Kooldioxide (CO2);2005;182.2
51;Totaal klimaatsectoren;Kooldioxide (CO2);2006;177.2
52;Totaal klimaatsectoren;Kooldioxide (CO2);2007;177.3
53;Totaal klimaatsectoren;Kooldioxide (CO2);2008;180.5
54;Totaal klimaatsectoren;Kooldioxide (CO2);2009;174.9
55;Totaal klimaatsectoren;Kooldioxide (CO2);2010;186.6
56;Totaal klimaatsectoren;Kooldioxide (CO2);2011;173.7
57;Totaal klimaatsectoren;Kooldioxide (CO2);2012;170.0
58;Totaal klimaatsectoren;Kooldioxide (CO2);2013;168.8
59;Totaal klimaatsectoren;Kooldioxide (CO2);2014;162.2
60;Totaal klimaatsectoren;Kooldioxide (CO2);2015;169.0
61;Totaal klimaatsectoren;Kooldioxide (CO2);2016;169.6
62;Totaal klimaatsectoren;Kooldioxide (CO2);2017;166.2
63;Totaal klimaatsectoren;Kooldioxide (CO2);2018;162.1
64;Totaal klimaatsectoren;Kooldioxide (CO2);2019;156.2
65;Totaal klimaatsectoren;Kooldioxide (CO2);2020;140.0
66;Totaal klimaatsectoren;Kooldioxide (CO2);2021;143.1
67;Totaal klimaatsectoren;Kooldioxide (CO2);2022;130.8
68;Totaal klimaatsectoren;Kooldioxide (CO2);2023;120.6
69;Totaal klimaatsectoren;Kooldioxide (CO2);2024;118.3
70;Totaal klimaatsectoren;Distikstofoxide (N20);1990;16.1
71;Totaal klimaatsectoren;Distikstofoxide (N20);1991 ;16.3
72;Totaal klimaatsectoren;Distikstofoxide (N20);1992;16.5
73;Totaal klimaatsectoren;Distikstofoxide (N20);1993 ;16.7
74;Totaal klimaatsectoren;Distikstofoxide (N20);1994 ;16.3
75;Totaal klimaatsectoren;Distikstofoxide (N20);1995;16.2
76;Totaal klimaatsectoren;Distikstofoxide (N20);1996 ;16.3
77;Totaal klimaatsectoren;Distikstofoxide (N20);1997 ;16.0
78;Totaal klimaatsectoren;Distikstofoxide (N20);1998 ;15.5
79;Totaal klimaatsectoren;Distikstofoxide (N20);1999 ;14.9
80;Totaal klimaatsectoren;Distikstofoxide (N20);2000;14.4
81;Totaal klimaatsectoren;Distikstofoxide (N20);2001;13.5
82;Totaal klimaatsectoren;Distikstofoxide (N20);2002;12.8
83;Totaal klimaatsectoren;Distikstofoxide (N20);2003;12.6
84;Totaal klimaatsectoren;Distikstofoxide (N20);2004;13.0
85;Totaal klimaatsectoren;Distikstofoxide (N20);2005;12.9
86;Totaal klimaatsectoren;Distikstofoxide (N20);2006;13.0
87;Totaal klimaatsectoren;Distikstofoxide (N20);2007;11.7
88;Totaal klimaatsectoren;Distikstofoxide (N20);2008;8.4
89;Totaal klimaatsectoren;Distikstofoxide (N20);2009;8.2
90;Totaal klimaatsectoren;Distikstofoxide (N20);2010;7.9
91;Totaal klimaatsectoren;Distikstofoxide (N20);2011;7.8
92;Totaal klimaatsectoren;Distikstofoxide (N20);2012;7.6
93;Totaal klimaatsectoren;Distikstofoxide (N20);2013;7.8
94;Totaal klimaatsectoren;Distikstofoxide (N20);2014;7.9
95;Totaal klimaatsectoren;Distikstofoxide (N20);2015;8.1
96;Totaal klimaatsectoren;Distikstofoxide (N20);2016;7.8
97;Totaal klimaatsectoren;Distikstofoxide (N20);2017;8.0
98;Totaal klimaatsectoren;Distikstofoxide (N20);2018;7.8
99;Totaal klimaatsectoren;Distikstofoxide (N20);2019;7.7
100;Totaal klimaatsectoren;Distikstofoxide (N20);2020;7.5
101;Totaal klimaatsectoren;Distikstofoxide (N20);2021;7.2
102;Totaal klimaatsectoren;Distikstofoxide (N20);2022;6.7
103;Totaal klimaatsectoren;Distikstofoxide (N20);2023;6.6
104;Totaal klimaatsectoren;Distikstofoxide (N20);2024;
105;Totaal klimaatsectoren;Methaan (CH4);1990;36.5
106;Totaal klimaatsectoren;Methaan (CH4);1991 ;36.9
107;Totaal klimaatsectoren;Methaan (CH4);1992;36.5
108;Totaal klimaatsectoren;Methaan (CH4);1993 ;36.0
109;Totaal klimaatsectoren;Methaan (CH4);1994 ;34.8
110;Totaal klimaatsectoren;Methaan (CH4);1995;34.0
111;Totaal klimaatsectoren;Methaan (CH4);1996 ;33.2
112;Totaal klimaatsectoren;Methaan (CH4);1997 ;31.4
113;Totaal klimaatsectoren;Methaan (CH4);1998 ;30.5
114;Totaal klimaatsectoren;Methaan (CH4);1999 ;29.1
115;Totaal klimaatsectoren;Methaan (CH4);2000;27.9
116;Totaal klimaatsectoren;Methaan (CH4);2001;27.1
117;Totaal klimaatsectoren;Methaan (CH4);2002;25.8
118;Totaal klimaatsectoren;Methaan (CH4);2003;25.0
119;Totaal klimaatsectoren;Methaan (CH4);2004;24.5
120;Totaal klimaatsectoren;Methaan (CH4);2005;22.9
121;Totaal klimaatsectoren;Methaan (CH4);2006;22.4
122;Totaal klimaatsectoren;Methaan (CH4);2007;22.4
123;Totaal klimaatsectoren;Methaan (CH4);2008;22.6
124;Totaal klimaatsectoren;Methaan (CH4);2009;22.4
125;Totaal klimaatsectoren;Methaan (CH4);2010;22.3
126;Totaal klimaatsectoren;Methaan (CH4);2011;21.7
127;Totaal klimaatsectoren;Methaan (CH4);2012;21.2
128;Totaal klimaatsectoren;Methaan (CH4);2013;21.2
129;Totaal klimaatsectoren;Methaan (CH4);2014;20.7
130;Totaal klimaatsectoren;Methaan (CH4);2015;20.9
131;Totaal klimaatsectoren;Methaan (CH4);2016;21.0
132;Totaal klimaatsectoren;Methaan (CH4);2017;20.7
133;Totaal klimaatsectoren;Methaan (CH4);2018;20.0
134;Totaal klimaatsectoren;Methaan (CH4);2019;19.8
135;Totaal klimaatsectoren;Methaan (CH4);2020;19.5
136;Totaal klimaatsectoren;Methaan (CH4);2021;19.2
137;Totaal klimaatsectoren;Methaan (CH4);2022;18.6
138;Totaal klimaatsectoren;Methaan (CH4);2023;18.4
139;Totaal klimaatsectoren;Methaan (CH4);2024;
140;Totaal klimaatsectoren;F-gassen;1990;7.3
141;Totaal klimaatsectoren;F-gassen;1991 ;6.2
142;Totaal klimaatsectoren;F-gassen;1992;7.0
143;Totaal klimaatsectoren;F-gassen;1993 ;7.6
144;Totaal klimaatsectoren;F-gassen;1994 ;9.1
145;Totaal klimaatsectoren;F-gassen;1995;8.7
146;Totaal klimaatsectoren;F-gassen;1996 ;10.6
147;Totaal klimaatsectoren;F-gassen;1997 ;11.4
148;Totaal klimaatsectoren;F-gassen;1998 ;12.0
149;Totaal klimaatsectoren;F-gassen;1999 ;6.9
150;Totaal klimaatsectoren;F-gassen;2000;6.0
151;Totaal klimaatsectoren;F-gassen;2001;3.5
152;Totaal klimaatsectoren;F-gassen;2002;4.0
153;Totaal klimaatsectoren;F-gassen;2003;2.2
154;Totaal klimaatsectoren;F-gassen;2004;2.0
155;Totaal klimaatsectoren;F-gassen;2005;1.8
156;Totaal klimaatsectoren;F-gassen;2006;1.9
157;Totaal klimaatsectoren;F-gassen;2007;2.1
158;Totaal klimaatsectoren;F-gassen;2008;2.1
159;Totaal klimaatsectoren;F-gassen;2009;2.1
160;Totaal klimaatsectoren;F-gassen;2010;2.4
161;Totaal klimaatsectoren;F-gassen;2011;2.1
162;Totaal klimaatsectoren;F-gassen;2012;2.1
163;Totaal klimaatsectoren;F-gassen;2013;2.2
164;Totaal klimaatsectoren;F-gassen;2014;1.7
165;Totaal klimaatsectoren;F-gassen;2015;1.9
166;Totaal klimaatsectoren;F-gassen;2016;1.8
167;Totaal klimaatsectoren;F-gassen;2017;1.8
168;Totaal klimaatsectoren;F-gassen;2018;1.5
169;Totaal klimaatsectoren;F-gassen;2019;1.5
170;Totaal klimaatsectoren;F-gassen;2020;1.2
171;Totaal klimaatsectoren;F-gassen;2021;1.1
172;Totaal klimaatsectoren;F-gassen;2022;1.0
173;Totaal klimaatsectoren;F-gassen;2023;0.8
174;Totaal klimaatsectoren;F-gassen;2024;
175;"Stationaire bronnen; totaal";Totaal broeikasgassen;1990;194.0
176;"Stationaire bronnen; totaal";Totaal broeikasgassen;1991 ;201.5
177;"Stationaire bronnen; totaal";Totaal broeikasgassen;1992;200.3
178;"Stationaire bronnen; totaal";Totaal broeikasgassen;1993 ;199.8
179;"Stationaire bronnen; totaal";Totaal broeikasgassen;1994 ;200.9
180;"Stationaire bronnen; totaal";Totaal broeikasgassen;1995;200.1
181;"Stationaire bronnen; totaal";Totaal broeikasgassen;1996 ;209.0
182;"Stationaire bronnen; totaal";Totaal broeikasgassen;1997 ;200.5
183;"Stationaire bronnen; totaal";Totaal broeikasgassen;1998 ;200.4
184;"Stationaire bronnen; totaal";Totaal broeikasgassen;1999 ;186.8
185;"Stationaire bronnen; totaal";Totaal broeikasgassen;2000;185.6
186;"Stationaire bronnen; totaal";Totaal broeikasgassen;2001;187.0
187;"Stationaire bronnen; totaal";Totaal broeikasgassen;2002;184.4
188;"Stationaire bronnen; totaal";Totaal broeikasgassen;2003;184.1
189;"Stationaire bronnen; totaal";Totaal broeikasgassen;2004;185.3
190;"Stationaire bronnen; totaal";Totaal broeikasgassen;2005;179.1
191;"Stationaire bronnen; totaal";Totaal broeikasgassen;2006;173.0
192;"Stationaire bronnen; totaal";Totaal broeikasgassen;2007;172.9
193;"Stationaire bronnen; totaal";Totaal broeikasgassen;2008;172.9
194;"Stationaire bronnen; totaal";Totaal broeikasgassen;2009;168.6
195;"Stationaire bronnen; totaal";Totaal broeikasgassen;2010;179.5
196;"Stationaire bronnen; totaal";Totaal broeikasgassen;2011;165.5
197;"Stationaire bronnen; totaal";Totaal broeikasgassen;2012;162.9
198;"Stationaire bronnen; totaal";Totaal broeikasgassen;2013;163.5
199;"Stationaire bronnen; totaal";Totaal broeikasgassen;2014;158.5
200;"Stationaire bronnen; totaal";Totaal broeikasgassen;2015;165.8
201;"Stationaire bronnen; totaal";Totaal broeikasgassen;2016;166.0
202;"Stationaire bronnen; totaal";Totaal broeikasgassen;2017;161.9
203;"Stationaire bronnen; totaal";Totaal broeikasgassen;2018;156.4
204;"Stationaire bronnen; totaal";Totaal broeikasgassen;2019;150.9
205;"Stationaire bronnen; totaal";Totaal broeikasgassen;2020;138.3
206;"Stationaire bronnen; totaal";Totaal broeikasgassen;2021;140.7
207;"Stationaire bronnen; totaal";Totaal broeikasgassen;2022;127.3
208;"Stationaire bronnen; totaal";Totaal broeikasgassen;2023;115.7
209;"Stationaire bronnen; totaal";Totaal broeikasgassen;2024;115.4
210;"Stationaire bronnen; totaal";Kooldioxide (CO2);1990;134.4
211;"Stationaire bronnen; totaal";Kooldioxide (CO2);1991 ;142.5
212;"Stationaire bronnen; totaal";Kooldioxide (CO2);1992;140.7
213;"Stationaire bronnen; totaal";Kooldioxide (CO2);1993 ;139.8
214;"Stationaire bronnen; totaal";Kooldioxide (CO2);1994 ;141.0
215;"Stationaire bronnen; totaal";Kooldioxide (CO2);1995;141.6
216;"Stationaire bronnen; totaal";Kooldioxide (CO2);1996 ;149.3
217;"Stationaire bronnen; totaal";Kooldioxide (CO2);1997 ;142.2
218;"Stationaire bronnen; totaal";Kooldioxide (CO2);1998 ;142.9
219;"Stationaire bronnen; totaal";Kooldioxide (CO2);1999 ;136.4
220;"Stationaire bronnen; totaal";Kooldioxide (CO2);2000;137.9
221;"Stationaire bronnen; totaal";Kooldioxide (CO2);2001;143.3
222;"Stationaire bronnen; totaal";Kooldioxide (CO2);2002;142.4
223;"Stationaire bronnen; totaal";Kooldioxide (CO2);2003;144.8
224;"Stationaire bronnen; totaal";Kooldioxide (CO2);2004;146.5
225;"Stationaire bronnen; totaal";Kooldioxide (CO2);2005;142.1
226;"Stationaire bronnen; totaal";Kooldioxide (CO2);2006;136.3
227;"Stationaire bronnen; totaal";Kooldioxide (CO2);2007;137.5
228;"Stationaire bronnen; totaal";Kooldioxide (CO2);2008;140.6
229;"Stationaire bronnen; totaal";Kooldioxide (CO2);2009;136.7
230;"Stationaire bronnen; totaal";Kooldioxide (CO2);2010;147.7
231;"Stationaire bronnen; totaal";Kooldioxide (CO2);2011;134.8
232;"Stationaire bronnen; totaal";Kooldioxide (CO2);2012;132.8
233;"Stationaire bronnen; totaal";Kooldioxide (CO2);2013;133.1
234;"Stationaire bronnen; totaal";Kooldioxide (CO2);2014;129.0
235;"Stationaire bronnen; totaal";Kooldioxide (CO2);2015;135.6
236;"Stationaire bronnen; totaal";Kooldioxide (CO2);2016;136.1
237;"Stationaire bronnen; totaal";Kooldioxide (CO2);2017;132.2
238;"Stationaire bronnen; totaal";Kooldioxide (CO2);2018;127.9
239;"Stationaire bronnen; totaal";Kooldioxide (CO2);2019;122.6
240;"Stationaire bronnen; totaal";Kooldioxide (CO2);2020;110.7
241;"Stationaire bronnen; totaal";Kooldioxide (CO2);2021;113.9
242;"Stationaire bronnen; totaal";Kooldioxide (CO2);2022;101.7
243;"Stationaire bronnen; totaal";Kooldioxide (CO2);2023;90.5
244;"Stationaire bronnen; totaal";Kooldioxide (CO2);2024;90.2
245;"Stationaire bronnen; totaal";Distikstofoxide (N20);1990;16.0
246;"Stationaire bronnen; totaal";Distikstofoxide (N20);1991 ;16.1
247;"Stationaire bronnen; totaal";Distikstofoxide (N20);1992;16.3
248;"Stationaire bronnen; totaal";Distikstofoxide (N20);1993 ;16.5
249;"Stationaire bronnen; totaal";Distikstofoxide (N20);1994 ;16.1
250;"Stationaire bronnen; totaal";Distikstofoxide (N20);1995;16.0
251;"Stationaire bronnen; totaal";Distikstofoxide (N20);1996 ;16.0
252;"Stationaire bronnen; totaal";Distikstofoxide (N20);1997 ;15.7
253;"Stationaire bronnen; totaal";Distikstofoxide (N20);1998 ;15.2
254;"Stationaire bronnen; totaal";Distikstofoxide (N20);1999 ;14.6
255;"Stationaire bronnen; totaal";Distikstofoxide (N20);2000;14.1
256;"Stationaire bronnen; totaal";Distikstofoxide (N20);2001;13.3
257;"Stationaire bronnen; totaal";Distikstofoxide (N20);2002;12.5
258;"Stationaire bronnen; totaal";Distikstofoxide (N20);2003;12.4
259;"Stationaire bronnen; totaal";Distikstofoxide (N20);2004;12.7
260;"Stationaire bronnen; totaal";Distikstofoxide (N20);2005;12.7
261;"Stationaire bronnen; totaal";Distikstofoxide (N20);2006;12.8
262;"Stationaire bronnen; totaal";Distikstofoxide (N20);2007;11.4
263;"Stationaire bronnen; totaal";Distikstofoxide (N20);2008;8.0
264;"Stationaire bronnen; totaal";Distikstofoxide (N20);2009;7.9
265;"Stationaire bronnen; totaal";Distikstofoxide (N20);2010;7.6
266;"Stationaire bronnen; totaal";Distikstofoxide (N20);2011;7.4
267;"Stationaire bronnen; totaal";Distikstofoxide (N20);2012;7.2
268;"Stationaire bronnen; totaal";Distikstofoxide (N20);2013;7.4
269;"Stationaire bronnen; totaal";Distikstofoxide (N20);2014;7.6
270;"Stationaire bronnen; totaal";Distikstofoxide (N20);2015;7.8
271;"Stationaire bronnen; totaal";Distikstofoxide (N20);2016;7.5
272;"Stationaire bronnen; totaal";Distikstofoxide (N20);2017;7.7
273;"Stationaire bronnen; totaal";Distikstofoxide (N20);2018;7.5
274;"Stationaire bronnen; totaal";Distikstofoxide (N20);2019;7.3
275;"Stationaire bronnen; totaal";Distikstofoxide (N20);2020;7.2
276;"Stationaire bronnen; totaal";Distikstofoxide (N20);2021;6.9
277;"Stationaire bronnen; totaal";Distikstofoxide (N20);2022;6.4
278;"Stationaire bronnen; totaal";Distikstofoxide (N20);2023;6.3
279;"Stationaire bronnen; totaal";Distikstofoxide (N20);2024;
280;"Stationaire bronnen; totaal";Methaan (CH4);1990;36.3
281;"Stationaire bronnen; totaal";Methaan (CH4);1991 ;36.7
282;"Stationaire bronnen; totaal";Methaan (CH4);1992;36.3
283;"Stationaire bronnen; totaal";Methaan (CH4);1993 ;35.8
284;"Stationaire bronnen; totaal";Methaan (CH4);1994 ;34.6
285;"Stationaire bronnen; totaal";Methaan (CH4);1995;33.8
286;"Stationaire bronnen; totaal";Methaan (CH4);1996 ;33.1
287;"Stationaire bronnen; totaal";Methaan (CH4);1997 ;31.2
288;"Stationaire bronnen; totaal";Methaan (CH4);1998 ;30.4
289;"Stationaire bronnen; totaal";Methaan (CH4);1999 ;29.0
290;"Stationaire bronnen; totaal";Methaan (CH4);2000;27.7
291;"Stationaire bronnen; totaal";Methaan (CH4);2001;27.0
292;"Stationaire bronnen; totaal";Methaan (CH4);2002;25.7
293;"Stationaire bronnen; totaal";Methaan (CH4);2003;24.9
294;"Stationaire bronnen; totaal";Methaan (CH4);2004;24.4
295;"Stationaire bronnen; totaal";Methaan (CH4);2005;22.8
296;"Stationaire bronnen; totaal";Methaan (CH4);2006;22.3
297;"Stationaire bronnen; totaal";Methaan (CH4);2007;22.3
298;"Stationaire bronnen; totaal";Methaan (CH4);2008;22.5
299;"Stationaire bronnen; totaal";Methaan (CH4);2009;22.3
300;"Stationaire bronnen; totaal";Methaan (CH4);2010;22.3
301;"Stationaire bronnen; totaal";Methaan (CH4);2011;21.6
302;"Stationaire bronnen; totaal";Methaan (CH4);2012;21.1
303;"Stationaire bronnen; totaal";Methaan (CH4);2013;21.1
304;"Stationaire bronnen; totaal";Methaan (CH4);2014;20.6
305;"Stationaire bronnen; totaal";Methaan (CH4);2015;20.8
306;"Stationaire bronnen; totaal";Methaan (CH4);2016;21.0
307;"Stationaire bronnen; totaal";Methaan (CH4);2017;20.6
308;"Stationaire bronnen; totaal";Methaan (CH4);2018;19.9
309;"Stationaire bronnen; totaal";Methaan (CH4);2019;19.8
310;"Stationaire bronnen; totaal";Methaan (CH4);2020;19.5
311;"Stationaire bronnen; totaal";Methaan (CH4);2021;19.2
312;"Stationaire bronnen; totaal";Methaan (CH4);2022;18.5
313;"Stationaire bronnen; totaal";Methaan (CH4);2023;18.4
314;"Stationaire bronnen; totaal";Methaan (CH4);2024;
315;"Stationaire bronnen; totaal";F-gassen;1990;7.3
316;"Stationaire bronnen; totaal";F-gassen;1991 ;6.2
317;"Stationaire bronnen; totaal";F-gassen;1992;7.0
318;"Stationaire bronnen; totaal";F-gassen;1993 ;7.6
319;"Stationaire bronnen; totaal";F-gassen;1994 ;9.1
320;"Stationaire bronnen; totaal";F-gassen;1995;8.7
321;"Stationaire bronnen; totaal";F-gassen;1996 ;10.6
322;"Stationaire bronnen; totaal";F-gassen;1997 ;11.4
323;"Stationaire bronnen; totaal";F-gassen;1998 ;11.9
324;"Stationaire bronnen; totaal";F-gassen;1999 ;6.8
325;"Stationaire bronnen; totaal";F-gassen;2000;5.9
326;"Stationaire bronnen; totaal";F-gassen;2001;3.4
327;"Stationaire bronnen; totaal";F-gassen;2002;3.8
328;"Stationaire bronnen; totaal";F-gassen;2003;2.0
329;"Stationaire bronnen; totaal";F-gassen;2004;1.7
330;"Stationaire bronnen; totaal";F-gassen;2005;1.5
331;"Stationaire bronnen; totaal";F-gassen;2006;1.6
332;"Stationaire bronnen; totaal";F-gassen;2007;1.7
333;"Stationaire bronnen; totaal";F-gassen;2008;1.7
334;"Stationaire bronnen; totaal";F-gassen;2009;1.8
335;"Stationaire bronnen; totaal";F-gassen;2010;2.0
336;"Stationaire bronnen; totaal";F-gassen;2011;1.7
337;"Stationaire bronnen; totaal";F-gassen;2012;1.7
338;"Stationaire bronnen; totaal";F-gassen;2013;1.8
339;"Stationaire bronnen; totaal";F-gassen;2014;1.4
340;"Stationaire bronnen; totaal";F-gassen;2015;1.5
341;"Stationaire bronnen; totaal";F-gassen;2016;1.4
342;"Stationaire bronnen; totaal";F-gassen;2017;1.4
343;"Stationaire bronnen; totaal";F-gassen;2018;1.2
344;"Stationaire bronnen; totaal";F-gassen;2019;1.2
345;"Stationaire bronnen; totaal";F-gassen;2020;0.9
346;"Stationaire bronnen; totaal";F-gassen;2021;0.8
347;"Stationaire bronnen; totaal";F-gassen;2022;0.7
348;"Stationaire bronnen; totaal";F-gassen;2023;0.6
349;"Stationaire bronnen; totaal";F-gassen;2024;
350;Elektriciteit;Totaal broeikasgassen;1990;39.6
351;Elektriciteit;Totaal broeikasgassen;1991 ;40.1
352;Elektriciteit;Totaal broeikasgassen;1992;40.6
353;Elektriciteit;Totaal broeikasgassen;1993 ;41.9
354;Elektriciteit;Totaal broeikasgassen;1994 ;45.7
355;Elektriciteit;Totaal broeikasgassen;1995;47.8
356;Elektriciteit;Totaal broeikasgassen;1996 ;48.3
357;Elektriciteit;Totaal broeikasgassen;1997 ;48.5
358;Elektriciteit;Totaal broeikasgassen;1998 ;50.2
359;Elektriciteit;Totaal broeikasgassen;1999 ;47.2
360;Elektriciteit;Totaal broeikasgassen;2000;48.4
361;Elektriciteit;Totaal broeikasgassen;2001;51.9
362;Elektriciteit;Totaal broeikasgassen;2002;53.0
363;Elektriciteit;Totaal broeikasgassen;2003;53.7
364;Elektriciteit;Totaal broeikasgassen;2004;54.9
365;Elektriciteit;Totaal broeikasgassen;2005;52.1
366;Elektriciteit;Totaal broeikasgassen;2006;47.9
367;Elektriciteit;Totaal broeikasgassen;2007;50.6
368;Elektriciteit;Totaal broeikasgassen;2008;50.0
369;Elektriciteit;Totaal broeikasgassen;2009;49.9
370;Elektriciteit;Totaal broeikasgassen;2010;52.0
371;Elektriciteit;Totaal broeikasgassen;2011;47.8
372;Elektriciteit;Totaal broeikasgassen;2012;44.8
373;Elektriciteit;Totaal broeikasgassen;2013;44.9
374;Elektriciteit;Totaal broeikasgassen;2014;48.6
375;Elektriciteit;Totaal broeikasgassen;2015;53.1
376;Elektriciteit;Totaal broeikasgassen;2016;52.0
377;Elektriciteit;Totaal broeikasgassen;2017;48.3
378;Elektriciteit;Totaal broeikasgassen;2018;44.6
379;Elektriciteit;Totaal broeikasgassen;2019;41.5
380;Elektriciteit;Totaal broeikasgassen;2020;32.5
381;Elektriciteit;Totaal broeikasgassen;2021;32.4
382;Elektriciteit;Totaal broeikasgassen;2022;30.5
383;Elektriciteit;Totaal broeikasgassen;2023;23.6
384;Elektriciteit;Totaal broeikasgassen;2024;22.9
385;Elektriciteit;Kooldioxide (CO2);1990;39.5
386;Elektriciteit;Kooldioxide (CO2);1991 ;39.9
387;Elektriciteit;Kooldioxide (CO2);1992;40.5
388;Elektriciteit;Kooldioxide (CO2);1993 ;41.7
389;Elektriciteit;Kooldioxide (CO2);1994 ;45.6
390;Elektriciteit;Kooldioxide (CO2);1995;47.6
391;Elektriciteit;Kooldioxide (CO2);1996 ;48.1
392;Elektriciteit;Kooldioxide (CO2);1997 ;48.3
393;Elektriciteit;Kooldioxide (CO2);1998 ;50.1
394;Elektriciteit;Kooldioxide (CO2);1999 ;47.0
395;Elektriciteit;Kooldioxide (CO2);2000;48.2
396;Elektriciteit;Kooldioxide (CO2);2001;51.7
397;Elektriciteit;Kooldioxide (CO2);2002;52.7
398;Elektriciteit;Kooldioxide (CO2);2003;53.5
399;Elektriciteit;Kooldioxide (CO2);2004;54.7
400;Elektriciteit;Kooldioxide (CO2);2005;51.9
401;Elektriciteit;Kooldioxide (CO2);2006;47.6
402;Elektriciteit;Kooldioxide (CO2);2007;50.4
403;Elektriciteit;Kooldioxide (CO2);2008;49.8
404;Elektriciteit;Kooldioxide (CO2);2009;49.7
405;Elektriciteit;Kooldioxide (CO2);2010;51.8
406;Elektriciteit;Kooldioxide (CO2);2011;47.6
407;Elektriciteit;Kooldioxide (CO2);2012;44.6
408;Elektriciteit;Kooldioxide (CO2);2013;44.7
409;Elektriciteit;Kooldioxide (CO2);2014;48.4
410;Elektriciteit;Kooldioxide (CO2);2015;52.9
411;Elektriciteit;Kooldioxide (CO2);2016;51.7
412;Elektriciteit;Kooldioxide (CO2);2017;48.1
413;Elektriciteit;Kooldioxide (CO2);2018;44.4
414;Elektriciteit;Kooldioxide (CO2);2019;41.3
415;Elektriciteit;Kooldioxide (CO2);2020;32.3
416;Elektriciteit;Kooldioxide (CO2);2021;32.2
417;Elektriciteit;Kooldioxide (CO2);2022;30.3
418;Elektriciteit;Kooldioxide (CO2);2023;23.4
419;Elektriciteit;Kooldioxide (CO2);2024;22.7
420;Elektriciteit;Distikstofoxide (N20);1990;0.1
421;Elektriciteit;Distikstofoxide (N20);1991 ;0.1
422;Elektriciteit;Distikstofoxide (N20);1992;0.1
