ID;Afvalsoort;RegioS;Perioden;HuishoudelijkRestafvalKgPerInwoner_1;HuishoudelijkRestafvalTonnages_2
56;Huishoudelijk restafval;Coevorden;2023;;
57;Huishoudelijk restafval;Cranendonck;2023;;
58;Huishoudelijk restafval;Culemborg;2023;;
59;Huishoudelijk restafval;Dalfsen;2023;;
60;Huishoudelijk restafval;Dantumadiel;2023;195.0;3743.1
61;Huishoudelijk restafval;Delft;2023;18.3;1941.0
62;Huishoudelijk restafval;Deurne;2023;;
63;Huishoudelijk restafval;Deventer;2023;;
64;Huishoudelijk restafval;Diemen;2023;;
65;Huishoudelijk restafval;Dijk en Waard;2023;39.0;3468.6
66;Huishoudelijk restafval;Dinkelland;2023;;
67;Huishoudelijk restafval;Doesburg;2023;;
68;Huishoudelijk restafval;Doetinchem;2023;;
69;Huishoudelijk restafval;Dongen;2023;;
70;Huishoudelijk restafval;Dordrecht;2023;;
71;Huishoudelijk restafval;Drechterland;2023;;
72;Huishoudelijk restafval;Drimmelen;2023;;
73;Huishoudelijk restafval;Dronten;2023;;
74;Huishoudelijk restafval;Druten;2023;;
75;Huishoudelijk restafval;Duiven;2023;;
76;Huishoudelijk restafval;Echt-Susteren;2023;;
77;Huishoudelijk restafval;Edam-Volendam;2023;;
78;Huishoudelijk restafval;Ede;2023;;
79;Huishoudelijk restafval;Eemnes;2023;;
80;Huishoudelijk restafval;Eemsdelta;2023;165.4;7505.9
81;Huishoudelijk restafval;Eersel;2023;;
82;Huishoudelijk restafval;Eijsden-Margraten;2023;;
83;Huishoudelijk restafval;Eindhoven;2023;;
84;Huishoudelijk restafval;Elburg;2023;196.3;4718.2
85;Huishoudelijk restafval;Emmen;2023;;
86;Huishoudelijk restafval;Enkhuizen;2023;;
87;Huishoudelijk restafval;Enschede;2023;;
88;Huishoudelijk restafval;Epe;2023;;
89;Huishoudelijk restafval;Ermelo;2023;147.1;4043.7
90;Huishoudelijk restafval;Etten-Leur;2023;;
91;Huishoudelijk restafval;De Fryske Marren;2023;154.5;8033.4
92;Huishoudelijk restafval;Geertruidenberg;2023;;
93;Huishoudelijk restafval;Geldrop-Mierlo;2023;;
94;Huishoudelijk restafval;Gemert-Bakel;2023;;
95;Huishoudelijk restafval;Gennep;2023;;
96;Huishoudelijk restafval;Gilze en Rijen;2023;;
97;Huishoudelijk restafval;Goeree-Overflakkee;2023;;
98;Huishoudelijk restafval;Goes;2023;;
99;Huishoudelijk restafval;Goirle;2023;;
100;Huishoudelijk restafval;Gooise Meren;2023;;
101;Huishoudelijk restafval;Gorinchem;2023;138.6;5328.9
102;Huishoudelijk restafval;Gouda;2023;;
103;Huishoudelijk restafval;'s-Gravenhage (gemeente);2023;136.0;76524.8
104;Huishoudelijk restafval;Groningen (gemeente);2023;193.9;46175.0
105;Huishoudelijk restafval;Gulpen-Wittem;2023;;
106;Huishoudelijk restafval;Haaksbergen;2023;;
107;Huishoudelijk restafval;Haarlem;2023;15.1;2501.5
108;Huishoudelijk restafval;Haarlemmermeer;2023;;
109;Huishoudelijk restafval;Halderberge;2023;;
110;Huishoudelijk restafval;Hardenberg;2023;;
111;Huishoudelijk restafval;Harderwijk;2023;148.7;7270.2
112;Huishoudelijk restafval;Hardinxveld-Giessendam;2023;117.1;2187.9
113;Huishoudelijk restafval;Harlingen;2023;199.6;3230.4
114;Huishoudelijk restafval;Hattem;2023;;
115;Huishoudelijk restafval;Heemskerk;2023;60.3;2377.7
116;Huishoudelijk restafval;Heemstede;2023;;
117;Huishoudelijk restafval;Heerde;2023;;
118;Huishoudelijk restafval;Heerenveen;2023;122.1;6302.8
119;Huishoudelijk restafval;Heerlen;2023;;
120;Huishoudelijk restafval;Heeze-Leende;2023;;
121;Huishoudelijk restafval;Heiloo;2023;;
122;Huishoudelijk restafval;Den Helder;2023;;
123;Huishoudelijk restafval;Hellendoorn;2023;;
124;Huishoudelijk restafval;Helmond;2023;;
125;Huishoudelijk restafval;Hendrik-Ido-Ambacht;2023;;
126;Huishoudelijk restafval;Hengelo (O.);2023;;
127;Huishoudelijk restafval;'s-Hertogenbosch;2023;;
128;Huishoudelijk restafval;Heumen;2023;;
129;Huishoudelijk restafval;Heusden;2023;;
130;Huishoudelijk restafval;Hillegom;2023;;
131;Huishoudelijk restafval;Hilvarenbeek;2023;;
132;Huishoudelijk restafval;Hilversum;2023;;
133;Huishoudelijk restafval;Hoeksche Waard;2023;;
134;Huishoudelijk restafval;Hof van Twente;2023;;
135;Huishoudelijk restafval;Het Hogeland;2023;125.5;6062.2
136;Huishoudelijk restafval;Hollands Kroon;2023;;
137;Huishoudelijk restafval;Hoogeveen;2023;;
138;Huishoudelijk restafval;Hoorn;2023;;
139;Huishoudelijk restafval;Horst aan de Maas;2023;;
140;Huishoudelijk restafval;Houten;2023;42.2;2132.3
141;Huishoudelijk restafval;Huizen;2023;;
142;Huishoudelijk restafval;Hulst;2023;;
143;Huishoudelijk restafval;IJsselstein;2023;;
144;Huishoudelijk restafval;Kaag en Braassem;2023;;
145;Huishoudelijk restafval;Kampen;2023;;
146;Huishoudelijk restafval;Kapelle;2023;;
147;Huishoudelijk restafval;Katwijk;2023;;
148;Huishoudelijk restafval;Kerkrade;2023;;
149;Huishoudelijk restafval;Koggenland;2023;119.0;2797.0
150;Huishoudelijk restafval;Krimpen aan den IJssel;2023;;
151;Huishoudelijk restafval;Krimpenerwaard;2023;;
152;Huishoudelijk restafval;Laarbeek;2023;;
153;Huishoudelijk restafval;Land van Cuijk;2023;;
154;Huishoudelijk restafval;Landgraaf;2023;;
155;Huishoudelijk restafval;Landsmeer;2023;204.1;2389.0
156;Huishoudelijk restafval;Lansingerland;2023;;
157;Huishoudelijk restafval;Laren (NH.);2023;;
158;Huishoudelijk restafval;Leeuwarden;2023;157.3;19994.9
159;Huishoudelijk restafval;Leiden;2023;120.5;15308.0
160;Huishoudelijk restafval;Leiderdorp;2023;4.2;115.3
161;Huishoudelijk restafval;Leidschendam-Voorburg;2023;76.8;5970.0
162;Huishoudelijk restafval;Lelystad;2023;;
163;Huishoudelijk restafval;Leudal;2023;;
164;Huishoudelijk restafval;Leusden;2023;;
165;Huishoudelijk restafval;Lingewaard;2023;;
166;Huishoudelijk restafval;Lisse;2023;;
167;Huishoudelijk restafval;Lochem;2023;;
168;Huishoudelijk restafval;Loon op Zand;2023;;
169;Huishoudelijk restafval;Lopik;2023;;
170;Huishoudelijk restafval;Losser;2023;;
171;Huishoudelijk restafval;Maasdriel;2023;;
172;Huishoudelijk restafval;Maasgouw;2023;;
173;Huishoudelijk restafval;Maashorst;2023;;
174;Huishoudelijk restafval;Maassluis;2023;;
175;Huishoudelijk restafval;Maastricht;2023;;
176;Huishoudelijk restafval;Medemblik;2023;0.0;0.0
177;Huishoudelijk restafval;Meerssen;2023;;
178;Huishoudelijk restafval;Meierijstad;2023;;
179;Huishoudelijk restafval;Meppel;2023;;
180;Huishoudelijk restafval;Middelburg (Z.);2023;;
181;Huishoudelijk restafval;Midden-Delfland;2023;;
182;Huishoudelijk restafval;Midden-Drenthe;2023;;
183;Huishoudelijk restafval;Midden-Groningen;2023;;
184;Huishoudelijk restafval;Moerdijk;2023;;
185;Huishoudelijk restafval;Molenlanden;2023;114.6;5176.5
186;Huishoudelijk restafval;Montferland;2023;;
187;Huishoudelijk restafval;Montfoort;2023;;
188;Huishoudelijk restafval;Mook en Middelaar;2023;;
189;Huishoudelijk restafval;Neder-Betuwe;2023;;
190;Huishoudelijk restafval;Nederweert;2023;;
191;Huishoudelijk restafval;Nieuwegein;2023;205.0;13411.8
192;Huishoudelijk restafval;Nieuwkoop;2023;;
193;Huishoudelijk restafval;Nijkerk;2023;;
194;Huishoudelijk restafval;Nijmegen;2023;0.0;0.0
195;Huishoudelijk restafval;Nissewaard;2023;;
196;Huishoudelijk restafval;Noardeast-Fryslân;2023;194.9;8930.0
197;Huishoudelijk restafval;Noord-Beveland;2023;93.4;733.8
198;Huishoudelijk restafval;Noordenveld;2023;;
199;Huishoudelijk restafval;Noordoostpolder;2023;;
200;Huishoudelijk restafval;Noordwijk;2023;;
201;Huishoudelijk restafval;Nuenen, Gerwen en Nederwetten;2023;;
202;Huishoudelijk restafval;Nunspeet;2023;192.5;5530.0
203;Huishoudelijk restafval;Oegstgeest;2023;6.7;172.3
204;Huishoudelijk restafval;Oirschot;2023;;
205;Huishoudelijk restafval;Oisterwijk;2023;;
206;Huishoudelijk restafval;Oldambt;2023;;
207;Huishoudelijk restafval;Oldebroek;2023;143.0;3469.4
208;Huishoudelijk restafval;Oldenzaal;2023;;
209;Huishoudelijk restafval;Olst-Wijhe;2023;;
210;Huishoudelijk restafval;Ommen;2023;;
211;Huishoudelijk restafval;Oost Gelre;2023;;
212;Huishoudelijk restafval;Oosterhout;2023;;
213;Huishoudelijk restafval;Ooststellingwerf;2023;130.7;3376.5
214;Huishoudelijk restafval;Oostzaan;2023;;
215;Huishoudelijk restafval;Opmeer;2023;;
216;Huishoudelijk restafval;Opsterland;2023;148.0;4448.5
217;Huishoudelijk restafval;Oss;2023;;
218;Huishoudelijk restafval;Oude IJsselstreek;2023;;
219;Huishoudelijk restafval;Ouder-Amstel;2023;151.3;2160.4
220;Huishoudelijk restafval;Oudewater;2023;;
221;Huishoudelijk restafval;Overbetuwe;2023;;
222;Huishoudelijk restafval;Papendrecht;2023;25.2;813.0
223;Huishoudelijk restafval;Peel en Maas;2023;;
224;Huishoudelijk restafval;Pekela;2023;;
225;Huishoudelijk restafval;Pijnacker-Nootdorp;2023;;
226;Huishoudelijk restafval;Purmerend;2023;117.3;11024.3
227;Huishoudelijk restafval;Putten;2023;54.8;1363.5
228;Huishoudelijk restafval;Raalte;2023;;
229;Huishoudelijk restafval;Reimerswaal;2023;;
230;Huishoudelijk restafval;Renkum;2023;76.6;2410.0
231;Huishoudelijk restafval;Renswoude;2023;0.0;0.0
232;Huishoudelijk restafval;Reusel-De Mierden;2023;;
233;Huishoudelijk restafval;Rheden;2023;;
234;Huishoudelijk restafval;Rhenen;2023;;
235;Huishoudelijk restafval;Ridderkerk;2023;192.9;9158.4
236;Huishoudelijk restafval;Rijssen-Holten;2023;;
237;Huishoudelijk restafval;Rijswijk (ZH.);2023;161.3;9355.0
238;Huishoudelijk restafval;Roerdalen;2023;;
239;Huishoudelijk restafval;Roermond;2023;;
240;Huishoudelijk restafval;De Ronde Venen;2023;;
241;Huishoudelijk restafval;Roosendaal;2023;;
242;Huishoudelijk restafval;Rotterdam;2023;275.4;182870.0
243;Huishoudelijk restafval;Rozendaal;2023;;
244;Huishoudelijk restafval;Rucphen;2023;;
245;Huishoudelijk restafval;Schagen;2023;49.0;2324.5
246;Huishoudelijk restafval;Scherpenzeel;2023;;
247;Huishoudelijk restafval;Schiedam;2023;221.8;17884.2
248;Huishoudelijk restafval;Schiermonnikoog;2023;368.1;361.5
249;Huishoudelijk restafval;Schouwen-Duiveland;2023;;
250;Huishoudelijk restafval;Simpelveld;2023;;
251;Huishoudelijk restafval;Sint-Michielsgestel;2023;;
252;Huishoudelijk restafval;Sittard-Geleen;2023;21.1;1948.2
253;Huishoudelijk restafval;Sliedrecht;2023;;
254;Huishoudelijk restafval;Sluis;2023;;
255;Huishoudelijk restafval;Smallingerland;2023;26.3;1475.0
256;Huishoudelijk restafval;Soest;2023;132.1;6269.0
257;Huishoudelijk restafval;Someren;2023;;
258;Huishoudelijk restafval;Son en Breugel;2023;;
259;Huishoudelijk restafval;Stadskanaal;2023;;
260;Huishoudelijk restafval;Staphorst;2023;;
261;Huishoudelijk restafval;Stede Broec;2023;33.0;730.0
262;Huishoudelijk restafval;Steenbergen;2023;;
263;Huishoudelijk restafval;Steenwijkerland;2023;;
264;Huishoudelijk restafval;Stein (L.);2023;6.6;162.6
265;Huishoudelijk restafval;Stichtse Vecht;2023;;
266;Huishoudelijk restafval;Súdwest-Fryslân;2023;193.1;17546.6
267;Huishoudelijk restafval;Terneuzen;2023;232.7;12798.0
268;Huishoudelijk restafval;Terschelling;2023;333.6;1644.0
269;Huishoudelijk restafval;Texel;2023;;
270;Huishoudelijk restafval;Teylingen;2023;;
271;Huishoudelijk restafval;Tholen;2023;;
272;Huishoudelijk restafval;Tiel;2023;;
273;Huishoudelijk restafval;Tilburg;2023;;
274;Huishoudelijk restafval;Tubbergen;2023;;
275;Huishoudelijk restafval;Twenterand;2023;;
276;Huishoudelijk restafval;Tynaarlo;2023;;
277;Huishoudelijk restafval;Tytsjerksteradiel;2023;145.0;4697.8
278;Huishoudelijk restafval;Uitgeest;2023;;
279;Huishoudelijk restafval;Uithoorn;2023;;
280;Huishoudelijk restafval;Urk;2023;;
281;Huishoudelijk restafval;Utrecht (gemeente);2023;191.7;70529.9
282;Huishoudelijk restafval;Utrechtse Heuvelrug;2023;;
283;Huishoudelijk restafval;Vaals;2023;;
284;Huishoudelijk restafval;Valkenburg aan de Geul;2023;;
285;Huishoudelijk restafval;Valkenswaard;2023;;
286;Huishoudelijk restafval;Veendam;2023;;
287;Huishoudelijk restafval;Veenendaal;2023;;
288;Huishoudelijk restafval;Veere;2023;;
289;Huishoudelijk restafval;Veldhoven;2023;;
290;Huishoudelijk restafval;Velsen;2023;38.0;2614.0
291;Huishoudelijk restafval;Venlo;2023;;
292;Huishoudelijk restafval;Venray;2023;;
293;Huishoudelijk restafval;Vijfheerenlanden;2023;119.0;7148.4
294;Huishoudelijk restafval;Vlaardingen;2023;268.4;20150.9
295;Huishoudelijk restafval;Vlieland;2023;478.9;618.3
296;Huishoudelijk restafval;Vlissingen;2023;;
297;Huishoudelijk restafval;Voerendaal;2023;;
298;Huishoudelijk restafval;Voorne aan Zee;2023;;
299;Huishoudelijk restafval;Voorschoten;2023;;
300;Huishoudelijk restafval;Voorst;2023;;
301;Huishoudelijk restafval;Vught;2023;;
302;Huishoudelijk restafval;Waadhoeke;2023;192.1;8974.2
303;Huishoudelijk restafval;Waalre;2023;;
304;Huishoudelijk restafval;Waalwijk;2023;;
305;Huishoudelijk restafval;Waddinxveen;2023;;
306;Huishoudelijk restafval;Wageningen;2023;0.0;0.0
307;Huishoudelijk restafval;Wassenaar;2023;223.0;6043.0
308;Huishoudelijk restafval;Waterland;2023;;
309;Huishoudelijk restafval;Weert;2023;238.2;12116.0
310;Huishoudelijk restafval;West Betuwe;2023;;
311;Huishoudelijk restafval;West Maas en Waal;2023;;
312;Huishoudelijk restafval;Westerkwartier;2023;;
313;Huishoudelijk restafval;Westerveld;2023;;
314;Huishoudelijk restafval;Westervoort;2023;;
315;Huishoudelijk restafval;Westerwolde;2023;175.6;4660.1
316;Huishoudelijk restafval;Westland;2023;163.2;18748.0
317;Huishoudelijk restafval;Weststellingwerf;2023;222.9;5899.0
318;Huishoudelijk restafval;Wierden;2023;;
319;Huishoudelijk restafval;Wijchen;2023;;
320;Huishoudelijk restafval;Wijdemeren;2023;;
321;Huishoudelijk restafval;Wijk bij Duurstede;2023;;
322;Huishoudelijk restafval;Winterswijk;2023;;
323;Huishoudelijk restafval;Woensdrecht;2023;;
324;Huishoudelijk restafval;Woerden;2023;;
325;Huishoudelijk restafval;De Wolden;2023;;
326;Huishoudelijk restafval;Wormerland;2023;;
327;Huishoudelijk restafval;Woudenberg;2023;;
328;Huishoudelijk restafval;Zaanstad;2023;14.0;2235.0
329;Huishoudelijk restafval;Zaltbommel;2023;;
330;Huishoudelijk restafval;Zandvoort;2023;14.9;260.9
331;Huishoudelijk restafval;Zeewolde;2023;;
332;Huishoudelijk restafval;Zeist;2023;134.7;8976.0
333;Huishoudelijk restafval;Zevenaar;2023;;
334;Huishoudelijk restafval;Zoetermeer;2023;;
335;Huishoudelijk restafval;Zoeterwoude;2023;;
336;Huishoudelijk restafval;Zuidplas;2023;;
337;Huishoudelijk restafval;Zundert;2023;;
338;Huishoudelijk restafval;Zutphen;2023;;
339;Huishoudelijk restafval;Zwartewaterland;2023;;
340;Huishoudelijk restafval;Zwijndrecht;2023;;
341;Huishoudelijk restafval;Zwolle;2023;;
342;Grof huishoudelijk restafval;Aa en Hunze;2023;;
343;Grof huishoudelijk restafval;Aalsmeer;2023;0.0;0.0
344;Grof huishoudelijk restafval;Aalten;2023;;
345;Grof huishoudelijk restafval;Achtkarspelen;2023;0.0;0.0
346;Grof huishoudelijk restafval;Alblasserdam;2023;;
347;Grof huishoudelijk restafval;Albrandswaard;2023;0.0;0.0
348;Grof huishoudelijk restafval;Alkmaar;2023;13.0;1453.8
349;Grof huishoudelijk restafval;Almelo;2023;;
350;Grof huishoudelijk restafval;Almere;2023;0.0;0.0
351;Grof huishoudelijk restafval;Alphen aan den Rijn;2023;;
352;Grof huishoudelijk restafval;Alphen-Chaam;2023;;
353;Grof huishoudelijk restafval;Altena;2023;;
354;Grof huishoudelijk restafval;Ameland;2023;0.0;0.0
355;Grof huishoudelijk restafval;Amersfoort;2023;;
356;Grof huishoudelijk restafval;Amstelveen;2023;;
357;Grof huishoudelijk restafval;Amsterdam;2023;0.0;0.0
358;Grof huishoudelijk restafval;Apeldoorn;2023;;
359;Grof huishoudelijk restafval;Arnhem;2023;;
360;Grof huishoudelijk restafval;Assen;2023;;
361;Grof huishoudelijk restafval;Asten;2023;;
362;Grof huishoudelijk restafval;Baarle-Nassau;2023;;
363;Grof huishoudelijk restafval;Baarn;2023;0.0;0.0
364;Grof huishoudelijk restafval;Barendrecht;2023;0.0;0.0
365;Grof huishoudelijk restafval;Barneveld;2023;;
366;Grof huishoudelijk restafval;Beek (L.);2023;30.7;495.1
367;Grof huishoudelijk restafval;Beekdaelen;2023;;
368;Grof huishoudelijk restafval;Beesel;2023;;
369;Grof huishoudelijk restafval;Berg en Dal;2023;;
370;Grof huishoudelijk restafval;Bergeijk;2023;;
371;Grof huishoudelijk restafval;Bergen (L.);2023;;
372;Grof huishoudelijk restafval;Bergen (NH.);2023;;
373;Grof huishoudelijk restafval;Bergen op Zoom;2023;;
374;Grof huishoudelijk restafval;Berkelland;2023;;
375;Grof huishoudelijk restafval;Bernheze;2023;;
376;Grof huishoudelijk restafval;Best;2023;;
377;Grof huishoudelijk restafval;Beuningen;2023;;
378;Grof huishoudelijk restafval;Beverwijk;2023;26.9;1150.0
379;Grof huishoudelijk restafval;De Bilt;2023;;
380;Grof huishoudelijk restafval;Bladel;2023;;
381;Grof huishoudelijk restafval;Blaricum;2023;;
382;Grof huishoudelijk restafval;Bloemendaal;2023;;
383;Grof huishoudelijk restafval;Bodegraven-Reeuwijk;2023;;
384;Grof huishoudelijk restafval;Boekel;2023;;
385;Grof huishoudelijk restafval;Borger-Odoorn;2023;;
386;Grof huishoudelijk restafval;Borne;2023;;
387;Grof huishoudelijk restafval;Borsele;2023;;
388;Grof huishoudelijk restafval;Boxtel;2023;;
389;Grof huishoudelijk restafval;Breda;2023;;
390;Grof huishoudelijk restafval;Bronckhorst;2023;;
391;Grof huishoudelijk restafval;Brummen;2023;;
392;Grof huishoudelijk restafval;Brunssum;2023;;
393;Grof huishoudelijk restafval;Bunnik;2023;;
394;Grof huishoudelijk restafval;Bunschoten;2023;0.0;0.0
395;Grof huishoudelijk restafval;Buren;2023;;
396;Grof huishoudelijk restafval;Capelle aan den IJssel;2023;0.0;0.0
397;Grof huishoudelijk restafval;Castricum;2023;;
398;Grof huishoudelijk restafval;Coevorden;2023;;
399;Grof huishoudelijk restafval;Cranendonck;2023;;
400;Grof huishoudelijk restafval;Culemborg;2023;;
401;Grof huishoudelijk restafval;Dalfsen;2023;;
402;Grof huishoudelijk restafval;Dantumadiel;2023;0.0;0.0
403;Grof huishoudelijk restafval;Delft;2023;0.0;0.0
404;Grof huishoudelijk restafval;Deurne;2023;;
405;Grof huishoudelijk restafval;Deventer;2023;;
406;Grof huishoudelijk restafval;Diemen;2023;;
407;Grof huishoudelijk restafval;Dijk en Waard;2023;0.0;0.0
408;Grof huishoudelijk restafval;Dinkelland;2023;;
409;Grof huishoudelijk restafval;Doesburg;2023;;
410;Grof huishoudelijk restafval;Doetinchem;2023;;
411;Grof huishoudelijk restafval;Dongen;2023;;
412;Grof huishoudelijk restafval;Dordrecht;2023;;
413;Grof huishoudelijk restafval;Drechterland;2023;;
414;Grof huishoudelijk restafval;Drimmelen;2023;;
415;Grof huishoudelijk restafval;Dronten;2023;;
416;Grof huishoudelijk restafval;Druten;2023;;
417;Grof huishoudelijk restafval;Duiven;2023;;
418;Grof huishoudelijk restafval;Echt-Susteren;2023;;
419;Grof huishoudelijk restafval;Edam-Volendam;2023;;
420;Grof huishoudelijk restafval;Ede;2023;;
421;Grof huishoudelijk restafval;Eemnes;2023;;
422;Grof huishoudelijk restafval;Eemsdelta;2023;0.0;0.0
423;Grof huishoudelijk restafval;Eersel;2023;;
424;Grof huishoudelijk restafval;Eijsden-Margraten;2023;;
425;Grof huishoudelijk restafval;Eindhoven;2023;;
426;Grof huishoudelijk restafval;Elburg;2023;0.0;0.0
427;Grof huishoudelijk restafval;Emmen;2023;;
428;Grof huishoudelijk restafval;Enkhuizen;2023;;
429;Grof huishoudelijk restafval;Enschede;2023;;
430;Grof huishoudelijk restafval;Epe;2023;;
431;Grof huishoudelijk restafval;Ermelo;2023;0.0;0.0
432;Grof huishoudelijk restafval;Etten-Leur;2023;;
433;Grof huishoudelijk restafval;De Fryske Marren;2023;22.2;1154.1
434;Grof huishoudelijk restafval;Geertruidenberg;2023;;
435;Grof huishoudelijk restafval;Geldrop-Mierlo;2023;;
436;Grof huishoudelijk restafval;Gemert-Bakel;2023;;
437;Grof huishoudelijk restafval;Gennep;2023;;
438;Grof huishoudelijk restafval;Gilze en Rijen;2023;;
439;Grof huishoudelijk restafval;Goeree-Overflakkee;2023;;
440;Grof huishoudelijk restafval;Goes;2023;;
441;Grof huishoudelijk restafval;Goirle;2023;;
442;Grof huishoudelijk restafval;Gooise Meren;2023;;
443;Grof huishoudelijk restafval;Gorinchem;2023;35.4;1362.3
444;Grof huishoudelijk restafval;Gouda;2023;;
445;Grof huishoudelijk restafval;'s-Gravenhage (gemeente);2023;58.0;32651.0
446;Grof huishoudelijk restafval;Groningen (gemeente);2023;0.0;0.0
447;Grof huishoudelijk restafval;Gulpen-Wittem;2023;;
448;Grof huishoudelijk restafval;Haaksbergen;2023;;
449;Grof huishoudelijk restafval;Haarlem;2023;25.7;4244.0
450;Grof huishoudelijk restafval;Haarlemmermeer;2023;;
451;Grof huishoudelijk restafval;Halderberge;2023;;
452;Grof huishoudelijk restafval;Hardenberg;2023;;
453;Grof huishoudelijk restafval;Harderwijk;2023;0.0;0.0
454;Grof huishoudelijk restafval;Hardinxveld-Giessendam;2023;29.9;559.3
455;Grof huishoudelijk restafval;Harlingen;2023;0.0;0.0
456;Grof huishoudelijk restafval;Hattem;2023;;
457;Grof huishoudelijk restafval;Heemskerk;2023;0.0;0.0
458;Grof huishoudelijk restafval;Heemstede;2023;;
459;Grof huishoudelijk restafval;Heerde;2023;;
460;Grof huishoudelijk restafval;Heerenveen;2023;0.0;0.0
461;Grof huishoudelijk restafval;Heerlen;2023;;
462;Grof huishoudelijk restafval;Heeze-Leende;2023;;
463;Grof huishoudelijk restafval;Heiloo;2023;;
464;Grof huishoudelijk restafval;Den Helder;2023;;
465;Grof huishoudelijk restafval;Hellendoorn;2023;;
466;Grof huishoudelijk restafval;Helmond;2023;;
467;Grof huishoudelijk restafval;Hendrik-Ido-Ambacht;2023;;
468;Grof huishoudelijk restafval;Hengelo (O.);2023;;
469;Grof huishoudelijk restafval;'s-Hertogenbosch;2023;;
470;Grof huishoudelijk restafval;Heumen;2023;;
471;Grof huishoudelijk restafval;Heusden;2023;;
472;Grof huishoudelijk restafval;Hillegom;2023;;
473;Grof huishoudelijk restafval;Hilvarenbeek;2023;;
474;Grof huishoudelijk restafval;Hilversum;2023;;
475;Grof huishoudelijk restafval;Hoeksche Waard;2023;;
476;Grof huishoudelijk restafval;Hof van Twente;2023;;
477;Grof huishoudelijk restafval;Het Hogeland;2023;0.0;0.0
478;Grof huishoudelijk restafval;Hollands Kroon;2023;;
479;Grof huishoudelijk restafval;Hoogeveen;2023;;
480;Grof huishoudelijk restafval;Hoorn;2023;;
481;Grof huishoudelijk restafval;Horst aan de Maas;2023;;
482;Grof huishoudelijk restafval;Houten;2023;22.7;1149.6
483;Grof huishoudelijk restafval;Huizen;2023;;
484;Grof huishoudelijk restafval;Hulst;2023;;
485;Grof huishoudelijk restafval;IJsselstein;2023;;
486;Grof huishoudelijk restafval;Kaag en Braassem;2023;;
487;Grof huishoudelijk restafval;Kampen;2023;;
488;Grof huishoudelijk restafval;Kapelle;2023;;
