ID;HoutTextielEdelsteenEnMetaal;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
298;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 april;;;;;                         
299;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 mei;;;;;                         
300;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 juni;;;;;                         
301;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 juli;;;;;                         
302;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 augustus;;;;;                         
303;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 september;;;;;                         
304;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 oktober;;;;;                         
305;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 november;;;;;                         
306;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 december;;;;;                         
307;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016;;;;;                         
308;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 januari;;;;;                         
309;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 februari;;;;;                         
310;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 maart;;;;;                         
311;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 april;;;;;                         
312;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 mei;;;;;                         
313;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 juni;;;;;                         
314;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 juli;;;;;                         
315;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 augustus;;;;;                         
316;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 september;;;;;                         
317;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 oktober;;;;;                         
318;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 november;;;;;                         
319;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 december;;;;;                         
320;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017;;;;;                         
321;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 januari;;;;;                         
322;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 februari;;;;;                         
323;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 maart;;;;;                         
324;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 april;;;;;                         
325;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 mei;;;;;                         
326;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 juni;;;;;                         
327;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 juli;;;;;                         
328;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 augustus;;;;;                         
329;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 september;;;;;                         
330;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 oktober;;;;;                         
331;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 november;;;;;                         
332;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 december;;;;;                         
333;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018;;;;;                         
334;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 januari;;;;;                         
335;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 februari;;;;;                         
336;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 maart;;;;;                         
337;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 april;;;;;                         
338;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 mei;;;;;                         
339;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 juni;;;;;                         
340;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 juli;;;;;                         
341;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 augustus;;;;;                         
342;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 september;;;;;                         
343;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 oktober;;;;;                         
344;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 november;;;;;                         
345;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 december;;;;;                         
346;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019;;;;;                         
347;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 januari;;;;;                         
348;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 februari;;;;;                         
349;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 maart;;;;;                         
350;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 april;;;;;                         
351;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 mei;;;;;                         
352;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 juni;;;;;                         
353;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 juli;;;;;                         
354;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 augustus;;;;;                         
355;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 september;;;;;                         
356;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 oktober;;;;;                         
357;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 november;;;;;                         
358;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 december;;;;;                         
359;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020;;;;;                         
360;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 januari;;;;;                         
361;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 februari;;;;;                         
362;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 maart;;;;;                         
363;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 april;;;;;                         
364;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 mei;;;;;                         
365;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 juni;;;;;                         
366;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 juli;;;;;                         
367;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 augustus;;;;;                         
368;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 september ;;;;;                         
369;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 oktober;;;;;                         
370;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 november;;;;;                         
371;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 december;;;;;                         
372;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021;;;;;                         
373;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 januari;;;;;                         
374;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 februari;;;;;                         
375;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 maart;;;;;                         
376;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 april;;;;;                         
377;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 mei;;;;;                         
378;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 juni;;;;;                         
379;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 juli;;;;;                         
380;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 augustus;;;;;                         
381;4101201000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 januari-augustus;;;;;                         
382;4101201000 Gehele huiden en vellen, v...;Niet-EU;2008 januari;;;;;                         
383;4101201000 Gehele huiden en vellen, v...;Niet-EU;2008 februari;;;;;                         
384;4101201000 Gehele huiden en vellen, v...;Niet-EU;2008 maart;;;;;                         
385;4101201000 Gehele huiden en vellen, v...;Niet-EU;2008 april;;;;;                         
386;4101201000 Gehele huiden en vellen, v...;Niet-EU;2008 mei;;;;;                         
387;4101201000 Gehele huiden en vellen, v...;Niet-EU;2008 juni;;;;;                         
388;4101201000 Gehele huiden en vellen, v...;Niet-EU;2008 juli;;;;;                         
389;4101201000 Gehele huiden en vellen, v...;Niet-EU;2008 augustus;;;;;                         
390;4101201000 Gehele huiden en vellen, v...;Niet-EU;2008 september;;;;;                         
391;4101201000 Gehele huiden en vellen, v...;Niet-EU;2008 oktober;;;;;                         
392;4101201000 Gehele huiden en vellen, v...;Niet-EU;2008 november;;;;;                         
393;4101201000 Gehele huiden en vellen, v...;Niet-EU;2008 december;;;;;                         
394;4101201000 Gehele huiden en vellen, v...;Niet-EU;2008;;;;;                         
395;4101201000 Gehele huiden en vellen, v...;Niet-EU;2009 januari;;;;;                         
396;4101201000 Gehele huiden en vellen, v...;Niet-EU;2009 februari;;;;;                         
397;4101201000 Gehele huiden en vellen, v...;Niet-EU;2009 maart;;;;;                         
398;4101201000 Gehele huiden en vellen, v...;Niet-EU;2009 april;;;1.0;2.0;stuks                    
399;4101201000 Gehele huiden en vellen, v...;Niet-EU;2009 mei;;;;;                         
400;4101201000 Gehele huiden en vellen, v...;Niet-EU;2009 juni;;;;;                         
401;4101201000 Gehele huiden en vellen, v...;Niet-EU;2009 juli;;;;;                         
402;4101201000 Gehele huiden en vellen, v...;Niet-EU;2009 augustus;;;;;                         
403;4101201000 Gehele huiden en vellen, v...;Niet-EU;2009 september;;;;;                         
404;4101201000 Gehele huiden en vellen, v...;Niet-EU;2009 oktober;;;;;                         
405;4101201000 Gehele huiden en vellen, v...;Niet-EU;2009 november;;;;;                         
406;4101201000 Gehele huiden en vellen, v...;Niet-EU;2009 december;;;;;                         
407;4101201000 Gehele huiden en vellen, v...;Niet-EU;2009;;;1.0;2.0;stuks                    
408;4101201000 Gehele huiden en vellen, v...;Niet-EU;2010 januari;;;;;                         
409;4101201000 Gehele huiden en vellen, v...;Niet-EU;2010 februari;;;;;                         
410;4101201000 Gehele huiden en vellen, v...;Niet-EU;2010 maart;;;;;                         
411;4101201000 Gehele huiden en vellen, v...;Niet-EU;2010 april;;;;;                         
412;4101201000 Gehele huiden en vellen, v...;Niet-EU;2010 mei;;;;;                         
413;4101201000 Gehele huiden en vellen, v...;Niet-EU;2010 juni;;;;;                         
414;4101201000 Gehele huiden en vellen, v...;Niet-EU;2010 juli;;;;;                         
415;4101201000 Gehele huiden en vellen, v...;Niet-EU;2010 augustus;;;;;                         
416;4101201000 Gehele huiden en vellen, v...;Niet-EU;2010 september;;;;;                         
417;4101201000 Gehele huiden en vellen, v...;Niet-EU;2010 oktober;;;;;                         
418;4101201000 Gehele huiden en vellen, v...;Niet-EU;2010 november;;;;;                         
