ID;Sex;Age;MaritalStatus;CountryOfBirth;Periods;Immigration_1;EmigrationInclAdmCorrections_2;NetMigrationInclAdmCorrections_3;AdministrativeEntries_4;AdministrativeRemoval_5;NetAdministrativeCorrections_6
3811;Total male and female;Total;Widowed;Nicaragua;2023;0.0;0.0;0.0;0.0;0.0;0.0
3812;Total male and female;Total;Widowed;New Caledonia;2020;0.0;0.0;0.0;0.0;0.0;0.0
3813;Total male and female;Total;Widowed;New Caledonia;2021;0.0;0.0;0.0;0.0;0.0;0.0
3814;Total male and female;Total;Widowed;New Caledonia;2022;0.0;0.0;0.0;0.0;0.0;0.0
3815;Total male and female;Total;Widowed;New Caledonia;2023;0.0;0.0;0.0;0.0;0.0;0.0
3816;Total male and female;Total;Widowed;New Zealand;2020;0.0;0.0;0.0;0.0;0.0;0.0
3817;Total male and female;Total;Widowed;New Zealand;2021;0.0;1.0;-1.0;0.0;0.0;0.0
3818;Total male and female;Total;Widowed;New Zealand;2022;1.0;1.0;0.0;0.0;0.0;0.0
3819;Total male and female;Total;Widowed;New Zealand;2023;0.0;0.0;0.0;0.0;0.0;0.0
3820;Total male and female;Total;Widowed;Niger;2020;0.0;0.0;0.0;0.0;0.0;0.0
3821;Total male and female;Total;Widowed;Niger;2021;0.0;0.0;0.0;0.0;0.0;0.0
3822;Total male and female;Total;Widowed;Niger;2022;0.0;0.0;0.0;0.0;0.0;0.0
3823;Total male and female;Total;Widowed;Niger;2023;0.0;0.0;0.0;0.0;0.0;0.0
3824;Total male and female;Total;Widowed;Nigeria;2020;1.0;0.0;1.0;0.0;0.0;0.0
3825;Total male and female;Total;Widowed;Nigeria;2021;5.0;3.0;2.0;0.0;1.0;-1.0
3826;Total male and female;Total;Widowed;Nigeria;2022;4.0;2.0;2.0;0.0;1.0;-1.0
3827;Total male and female;Total;Widowed;Nigeria;2023;4.0;1.0;3.0;0.0;1.0;-1.0
3828;Total male and female;Total;Widowed;Niue;2020;0.0;0.0;0.0;0.0;0.0;0.0
3829;Total male and female;Total;Widowed;Niue;2021;0.0;0.0;0.0;0.0;0.0;0.0
3830;Total male and female;Total;Widowed;Niue;2022;0.0;0.0;0.0;0.0;0.0;0.0
3831;Total male and female;Total;Widowed;Niue;2023;0.0;0.0;0.0;0.0;0.0;0.0
3832;Total male and female;Total;Widowed;Northern Marianas;2020;0.0;0.0;0.0;0.0;0.0;0.0
3833;Total male and female;Total;Widowed;Northern Marianas;2021;0.0;0.0;0.0;0.0;0.0;0.0
3834;Total male and female;Total;Widowed;Northern Marianas;2022;0.0;0.0;0.0;0.0;0.0;0.0
3835;Total male and female;Total;Widowed;Northern Marianas;2023;0.0;0.0;0.0;0.0;0.0;0.0
3836;Total male and female;Total;Widowed;Democratic People's Republic of Korea;2020;0.0;0.0;0.0;0.0;0.0;0.0
3837;Total male and female;Total;Widowed;Democratic People's Republic of Korea;2021;0.0;0.0;0.0;0.0;0.0;0.0
3838;Total male and female;Total;Widowed;Democratic People's Republic of Korea;2022;0.0;0.0;0.0;0.0;0.0;0.0
3839;Total male and female;Total;Widowed;Democratic People's Republic of Korea;2023;0.0;0.0;0.0;0.0;0.0;0.0
3840;Total male and female;Total;Widowed;Norway;2020;0.0;3.0;-3.0;0.0;0.0;0.0
3841;Total male and female;Total;Widowed;Norway;2021;0.0;0.0;0.0;1.0;0.0;1.0
3842;Total male and female;Total;Widowed;Norway;2022;0.0;2.0;-2.0;0.0;0.0;0.0
3843;Total male and female;Total;Widowed;Norway;2023;0.0;1.0;-1.0;0.0;0.0;0.0
3844;Total male and female;Total;Widowed;Norfolk Islands;2020;0.0;0.0;0.0;0.0;0.0;0.0
3845;Total male and female;Total;Widowed;Norfolk Islands;2021;0.0;0.0;0.0;0.0;0.0;0.0
3846;Total male and female;Total;Widowed;Norfolk Islands;2022;0.0;0.0;0.0;0.0;0.0;0.0
3847;Total male and female;Total;Widowed;Norfolk Islands;2023;0.0;0.0;0.0;0.0;0.0;0.0
3848;Total male and female;Total;Widowed;Ukraine;2020;7.0;3.0;4.0;0.0;2.0;-2.0
3849;Total male and female;Total;Widowed;Ukraine;2021;6.0;3.0;3.0;0.0;2.0;-2.0
3850;Total male and female;Total;Widowed;Ukraine;2022;498.0;67.0;431.0;0.0;14.0;-14.0
3851;Total male and female;Total;Widowed;Ukraine;2023;207.0;103.0;104.0;2.0;42.0;-40.0
3852;Total male and female;Total;Widowed;Uzbekistan;2020;2.0;0.0;2.0;0.0;0.0;0.0
3853;Total male and female;Total;Widowed;Uzbekistan;2021;2.0;1.0;1.0;0.0;0.0;0.0
3854;Total male and female;Total;Widowed;Uzbekistan;2022;4.0;1.0;3.0;0.0;1.0;-1.0
3855;Total male and female;Total;Widowed;Uzbekistan;2023;3.0;1.0;2.0;0.0;1.0;-1.0
3856;Total male and female;Total;Widowed;Oman;2020;0.0;0.0;0.0;0.0;0.0;0.0
3857;Total male and female;Total;Widowed;Oman;2021;0.0;0.0;0.0;0.0;0.0;0.0
3858;Total male and female;Total;Widowed;Oman;2022;0.0;0.0;0.0;0.0;0.0;0.0
3859;Total male and female;Total;Widowed;Oman;2023;0.0;0.0;0.0;0.0;0.0;0.0
3860;Total male and female;Total;Widowed;Austria;2020;1.0;5.0;-4.0;0.0;0.0;0.0
3861;Total male and female;Total;Widowed;Austria;2021;0.0;3.0;-3.0;0.0;1.0;-1.0
3862;Total male and female;Total;Widowed;Austria;2022;0.0;1.0;-1.0;0.0;0.0;0.0
3863;Total male and female;Total;Widowed;Austria;2023;0.0;5.0;-5.0;0.0;0.0;0.0
3864;Total male and female;Total;Widowed;Pakistan;2020;5.0;4.0;1.0;0.0;1.0;-1.0
3865;Total male and female;Total;Widowed;Pakistan;2021;2.0;3.0;-1.0;1.0;2.0;-1.0
3866;Total male and female;Total;Widowed;Pakistan;2022;8.0;4.0;4.0;0.0;2.0;-2.0
3867;Total male and female;Total;Widowed;Pakistan;2023;13.0;0.0;13.0;1.0;1.0;0.0
3868;Total male and female;Total;Widowed;Palau;2020;0.0;0.0;0.0;0.0;0.0;0.0
3869;Total male and female;Total;Widowed;Palau;2021;0.0;0.0;0.0;0.0;0.0;0.0
3870;Total male and female;Total;Widowed;Palau;2022;0.0;0.0;0.0;0.0;0.0;0.0
3871;Total male and female;Total;Widowed;Palau;2023;0.0;0.0;0.0;0.0;0.0;0.0
3872;Total male and female;Total;Widowed;Panama;2020;0.0;0.0;0.0;0.0;0.0;0.0
3873;Total male and female;Total;Widowed;Panama;2021;0.0;0.0;0.0;0.0;0.0;0.0
3874;Total male and female;Total;Widowed;Panama;2022;0.0;0.0;0.0;0.0;0.0;0.0
3875;Total male and female;Total;Widowed;Panama;2023;0.0;0.0;0.0;0.0;0.0;0.0
3876;Total male and female;Total;Widowed;Papua New Guinea;2020;0.0;0.0;0.0;0.0;0.0;0.0
3877;Total male and female;Total;Widowed;Papua New Guinea;2021;0.0;0.0;0.0;0.0;0.0;0.0
3878;Total male and female;Total;Widowed;Papua New Guinea;2022;0.0;0.0;0.0;0.0;0.0;0.0
3879;Total male and female;Total;Widowed;Papua New Guinea;2023;0.0;0.0;0.0;0.0;0.0;0.0
3880;Total male and female;Total;Widowed;Paraguay;2020;0.0;0.0;0.0;0.0;0.0;0.0
3881;Total male and female;Total;Widowed;Paraguay;2021;0.0;0.0;0.0;0.0;0.0;0.0
3882;Total male and female;Total;Widowed;Paraguay;2022;1.0;1.0;0.0;0.0;0.0;0.0
3883;Total male and female;Total;Widowed;Paraguay;2023;0.0;0.0;0.0;0.0;0.0;0.0
3884;Total male and female;Total;Widowed;Peru;2020;1.0;0.0;1.0;0.0;0.0;0.0
3885;Total male and female;Total;Widowed;Peru;2021;1.0;2.0;-1.0;0.0;0.0;0.0
3886;Total male and female;Total;Widowed;Peru;2022;0.0;1.0;-1.0;0.0;0.0;0.0
3887;Total male and female;Total;Widowed;Peru;2023;0.0;1.0;-1.0;0.0;0.0;0.0
3888;Total male and female;Total;Widowed;Pitcairn;2020;0.0;0.0;0.0;0.0;0.0;0.0
3889;Total male and female;Total;Widowed;Pitcairn;2021;0.0;0.0;0.0;0.0;0.0;0.0
3890;Total male and female;Total;Widowed;Pitcairn;2022;0.0;0.0;0.0;0.0;0.0;0.0
3891;Total male and female;Total;Widowed;Pitcairn;2023;0.0;0.0;0.0;0.0;0.0;0.0
3892;Total male and female;Total;Widowed;Poland;2020;60.0;62.0;-2.0;2.0;10.0;-8.0
3893;Total male and female;Total;Widowed;Poland;2021;74.0;66.0;8.0;5.0;11.0;-6.0
3894;Total male and female;Total;Widowed;Poland;2022;64.0;79.0;-15.0;2.0;14.0;-12.0
3895;Total male and female;Total;Widowed;Poland;2023;60.0;74.0;-14.0;1.0;14.0;-13.0
3896;Total male and female;Total;Widowed;Portugal;2020;4.0;7.0;-3.0;0.0;1.0;-1.0
3897;Total male and female;Total;Widowed;Portugal;2021;3.0;10.0;-7.0;0.0;0.0;0.0
3898;Total male and female;Total;Widowed;Portugal;2022;3.0;12.0;-9.0;0.0;0.0;0.0
3899;Total male and female;Total;Widowed;Portugal;2023;3.0;4.0;-1.0;0.0;1.0;-1.0
3900;Total male and female;Total;Widowed;Puerto Rico;2020;0.0;0.0;0.0;0.0;0.0;0.0
3901;Total male and female;Total;Widowed;Puerto Rico;2021;0.0;0.0;0.0;0.0;0.0;0.0
3902;Total male and female;Total;Widowed;Puerto Rico;2022;0.0;0.0;0.0;0.0;0.0;0.0
3903;Total male and female;Total;Widowed;Puerto Rico;2023;0.0;0.0;0.0;0.0;0.0;0.0
3904;Total male and female;Total;Widowed;Réunion;2020;0.0;0.0;0.0;0.0;0.0;0.0
3905;Total male and female;Total;Widowed;Réunion;2021;0.0;0.0;0.0;0.0;0.0;0.0
3906;Total male and female;Total;Widowed;Réunion;2022;0.0;0.0;0.0;0.0;0.0;0.0
3907;Total male and female;Total;Widowed;Réunion;2023;0.0;0.0;0.0;0.0;0.0;0.0
3908;Total male and female;Total;Widowed;Romania;2020;10.0;8.0;2.0;0.0;2.0;-2.0
3909;Total male and female;Total;Widowed;Romania;2021;15.0;16.0;-1.0;0.0;3.0;-3.0
3910;Total male and female;Total;Widowed;Romania;2022;12.0;12.0;0.0;0.0;1.0;-1.0
3911;Total male and female;Total;Widowed;Romania;2023;10.0;16.0;-6.0;0.0;2.0;-2.0
3912;Total male and female;Total;Widowed;Russian Federation;2020;2.0;5.0;-3.0;1.0;1.0;0.0
3913;Total male and female;Total;Widowed;Russian Federation;2021;6.0;6.0;0.0;0.0;1.0;-1.0
3914;Total male and female;Total;Widowed;Russian Federation;2022;60.0;7.0;53.0;0.0;1.0;-1.0
3915;Total male and female;Total;Widowed;Russian Federation;2023;29.0;12.0;17.0;2.0;7.0;-5.0
3916;Total male and female;Total;Widowed;Rwanda;2020;0.0;0.0;0.0;0.0;0.0;0.0
3917;Total male and female;Total;Widowed;Rwanda;2021;0.0;0.0;0.0;0.0;0.0;0.0
3918;Total male and female;Total;Widowed;Rwanda;2022;0.0;0.0;0.0;0.0;0.0;0.0
3919;Total male and female;Total;Widowed;Rwanda;2023;0.0;0.0;0.0;0.0;0.0;0.0
3920;Total male and female;Total;Widowed;St Kitts and Nevis;2020;0.0;0.0;0.0;0.0;0.0;0.0
3921;Total male and female;Total;Widowed;St Kitts and Nevis;2021;0.0;0.0;0.0;0.0;0.0;0.0
3922;Total male and female;Total;Widowed;St Kitts and Nevis;2022;0.0;0.0;0.0;0.0;0.0;0.0
3923;Total male and female;Total;Widowed;St Kitts and Nevis;2023;0.0;0.0;0.0;0.0;0.0;0.0
3924;Total male and female;Total;Widowed;St Pierre and Miquelon;2020;0.0;0.0;0.0;0.0;0.0;0.0
3925;Total male and female;Total;Widowed;St Pierre and Miquelon;2021;0.0;0.0;0.0;0.0;0.0;0.0
3926;Total male and female;Total;Widowed;St Pierre and Miquelon;2022;0.0;0.0;0.0;0.0;0.0;0.0
3927;Total male and female;Total;Widowed;St Pierre and Miquelon;2023;0.0;0.0;0.0;0.0;0.0;0.0
3928;Total male and female;Total;Widowed;Saint Vincent and the Grenadines;2020;0.0;0.0;0.0;0.0;0.0;0.0
3929;Total male and female;Total;Widowed;Saint Vincent and the Grenadines;2021;0.0;0.0;0.0;0.0;0.0;0.0
3930;Total male and female;Total;Widowed;Saint Vincent and the Grenadines;2022;0.0;0.0;0.0;0.0;0.0;0.0
3931;Total male and female;Total;Widowed;Saint Vincent and the Grenadines;2023;0.0;1.0;-1.0;0.0;0.0;0.0
3932;Total male and female;Total;Widowed;Solomon Islands;2020;0.0;0.0;0.0;0.0;0.0;0.0
3933;Total male and female;Total;Widowed;Solomon Islands;2021;0.0;0.0;0.0;0.0;0.0;0.0
3934;Total male and female;Total;Widowed;Solomon Islands;2022;0.0;0.0;0.0;0.0;0.0;0.0
3935;Total male and female;Total;Widowed;Solomon Islands;2023;0.0;0.0;0.0;0.0;0.0;0.0
3936;Total male and female;Total;Widowed;Samoa;2020;0.0;0.0;0.0;0.0;0.0;0.0
3937;Total male and female;Total;Widowed;Samoa;2021;0.0;0.0;0.0;0.0;0.0;0.0
3938;Total male and female;Total;Widowed;Samoa;2022;0.0;0.0;0.0;0.0;0.0;0.0
3939;Total male and female;Total;Widowed;Samoa;2023;0.0;0.0;0.0;0.0;0.0;0.0
3940;Total male and female;Total;Widowed;San Marino;2020;0.0;0.0;0.0;0.0;0.0;0.0
3941;Total male and female;Total;Widowed;San Marino;2021;0.0;0.0;0.0;0.0;0.0;0.0
3942;Total male and female;Total;Widowed;San Marino;2022;0.0;0.0;0.0;0.0;0.0;0.0
3943;Total male and female;Total;Widowed;San Marino;2023;0.0;0.0;0.0;0.0;0.0;0.0
3944;Total male and female;Total;Widowed;Sao Tomé and Principe;2020;0.0;0.0;0.0;0.0;0.0;0.0
3945;Total male and female;Total;Widowed;Sao Tomé and Principe;2021;0.0;0.0;0.0;0.0;0.0;0.0
3946;Total male and female;Total;Widowed;Sao Tomé and Principe;2022;0.0;0.0;0.0;0.0;0.0;0.0
3947;Total male and female;Total;Widowed;Sao Tomé and Principe;2023;0.0;0.0;0.0;0.0;0.0;0.0
3948;Total male and female;Total;Widowed;Saudi Arabia;2020;1.0;1.0;0.0;0.0;1.0;-1.0
3949;Total male and female;Total;Widowed;Saudi Arabia;2021;0.0;0.0;0.0;0.0;0.0;0.0
3950;Total male and female;Total;Widowed;Saudi Arabia;2022;2.0;0.0;2.0;0.0;0.0;0.0
3951;Total male and female;Total;Widowed;Saudi Arabia;2023;1.0;0.0;1.0;0.0;0.0;0.0
3952;Total male and female;Total;Widowed;Senegal;2020;1.0;0.0;1.0;0.0;0.0;0.0
3953;Total male and female;Total;Widowed;Senegal;2021;1.0;0.0;1.0;0.0;0.0;0.0
3954;Total male and female;Total;Widowed;Senegal;2022;0.0;0.0;0.0;0.0;0.0;0.0
3955;Total male and female;Total;Widowed;Senegal;2023;0.0;0.0;0.0;0.0;0.0;0.0
3956;Total male and female;Total;Widowed;Serbia;2020;4.0;5.0;-1.0;0.0;1.0;-1.0
3957;Total male and female;Total;Widowed;Serbia;2021;0.0;7.0;-7.0;0.0;2.0;-2.0
3958;Total male and female;Total;Widowed;Serbia;2022;0.0;5.0;-5.0;0.0;1.0;-1.0
3959;Total male and female;Total;Widowed;Serbia;2023;1.0;1.0;0.0;0.0;0.0;0.0
3960;Total male and female;Total;Widowed;Serbia and Montenegro;2020;0.0;0.0;0.0;0.0;0.0;0.0
3961;Total male and female;Total;Widowed;Serbia and Montenegro;2021;0.0;0.0;0.0;0.0;0.0;0.0
3962;Total male and female;Total;Widowed;Serbia and Montenegro;2022;0.0;0.0;0.0;0.0;0.0;0.0
3963;Total male and female;Total;Widowed;Serbia and Montenegro;2023;0.0;0.0;0.0;0.0;0.0;0.0
3964;Total male and female;Total;Widowed;Seychelles;2020;0.0;1.0;-1.0;0.0;0.0;0.0
3965;Total male and female;Total;Widowed;Seychelles;2021;0.0;0.0;0.0;0.0;0.0;0.0
3966;Total male and female;Total;Widowed;Seychelles;2022;0.0;0.0;0.0;0.0;0.0;0.0
3967;Total male and female;Total;Widowed;Seychelles;2023;0.0;0.0;0.0;0.0;0.0;0.0
3968;Total male and female;Total;Widowed;Sierra Leone;2020;1.0;-1.0;2.0;1.0;0.0;1.0
3969;Total male and female;Total;Widowed;Sierra Leone;2021;3.0;0.0;3.0;0.0;0.0;0.0
3970;Total male and female;Total;Widowed;Sierra Leone;2022;0.0;1.0;-1.0;0.0;0.0;0.0
3971;Total male and female;Total;Widowed;Sierra Leone;2023;1.0;0.0;1.0;0.0;0.0;0.0
3972;Total male and female;Total;Widowed;Singapore;2020;0.0;1.0;-1.0;0.0;0.0;0.0
3973;Total male and female;Total;Widowed;Singapore;2021;0.0;2.0;-2.0;0.0;0.0;0.0
3974;Total male and female;Total;Widowed;Singapore;2022;1.0;2.0;-1.0;0.0;0.0;0.0
3975;Total male and female;Total;Widowed;Singapore;2023;0.0;1.0;-1.0;0.0;0.0;0.0
3976;Total male and female;Total;Widowed;Saint Helena;2020;0.0;0.0;0.0;0.0;0.0;0.0
3977;Total male and female;Total;Widowed;Saint Helena;2021;0.0;0.0;0.0;0.0;0.0;0.0
3978;Total male and female;Total;Widowed;Saint Helena;2022;0.0;0.0;0.0;0.0;0.0;0.0
3979;Total male and female;Total;Widowed;Saint Helena;2023;0.0;0.0;0.0;0.0;0.0;0.0
3980;Total male and female;Total;Widowed;Saint Lucia;2020;0.0;0.0;0.0;0.0;0.0;0.0
3981;Total male and female;Total;Widowed;Saint Lucia;2021;0.0;0.0;0.0;0.0;0.0;0.0
3982;Total male and female;Total;Widowed;Saint Lucia;2022;0.0;0.0;0.0;0.0;0.0;0.0
3983;Total male and female;Total;Widowed;Saint Lucia;2023;0.0;0.0;0.0;0.0;0.0;0.0
3984;Total male and female;Total;Widowed;Saint Maarten (Dutch part);2020;1.0;0.0;1.0;0.0;0.0;0.0
3985;Total male and female;Total;Widowed;Saint Maarten (Dutch part);2021;0.0;0.0;0.0;0.0;0.0;0.0
3986;Total male and female;Total;Widowed;Saint Maarten (Dutch part);2022;0.0;0.0;0.0;0.0;0.0;0.0
3987;Total male and female;Total;Widowed;Saint Maarten (Dutch part);2023;0.0;0.0;0.0;0.0;0.0;0.0
3988;Total male and female;Total;Widowed;Slovenia;2020;0.0;1.0;-1.0;0.0;0.0;0.0
3989;Total male and female;Total;Widowed;Slovenia;2021;1.0;0.0;1.0;0.0;0.0;0.0
3990;Total male and female;Total;Widowed;Slovenia;2022;0.0;0.0;0.0;0.0;0.0;0.0
3991;Total male and female;Total;Widowed;Slovenia;2023;1.0;1.0;0.0;0.0;0.0;0.0
3992;Total male and female;Total;Widowed;Slovakia;2020;2.0;-1.0;3.0;1.0;0.0;1.0
3993;Total male and female;Total;Widowed;Slovakia;2021;2.0;1.0;1.0;0.0;0.0;0.0
3994;Total male and female;Total;Widowed;Slovakia;2022;0.0;3.0;-3.0;0.0;1.0;-1.0
3995;Total male and female;Total;Widowed;Slovakia;2023;2.0;0.0;2.0;0.0;0.0;0.0
3996;Total male and female;Total;Widowed;Sudan;2020;0.0;1.0;-1.0;0.0;1.0;-1.0
3997;Total male and female;Total;Widowed;Sudan;2021;2.0;-2.0;4.0;2.0;0.0;2.0
3998;Total male and female;Total;Widowed;Sudan;2022;1.0;1.0;0.0;0.0;1.0;-1.0
3999;Total male and female;Total;Widowed;Sudan;2023;3.0;1.0;2.0;0.0;1.0;-1.0
4000;Total male and female;Total;Widowed;Somalia;2020;13.0;2.0;11.0;2.0;2.0;0.0
4001;Total male and female;Total;Widowed;Somalia;2021;17.0;7.0;10.0;0.0;2.0;-2.0
4002;Total male and female;Total;Widowed;Somalia;2022;30.0;12.0;18.0;0.0;3.0;-3.0
4003;Total male and female;Total;Widowed;Somalia;2023;61.0;5.0;56.0;2.0;4.0;-2.0
4004;Total male and female;Total;Widowed;(former) Soviet Union;2020;14.0;18.0;-4.0;2.0;6.0;-4.0
4005;Total male and female;Total;Widowed;(former) Soviet Union;2021;22.0;18.0;4.0;0.0;6.0;-6.0
4006;Total male and female;Total;Widowed;(former) Soviet Union;2022;611.0;92.0;519.0;0.0;20.0;-20.0
4007;Total male and female;Total;Widowed;(former) Soviet Union;2023;269.0;133.0;136.0;4.0;51.0;-47.0
4008;Total male and female;Total;Widowed;Spain;2020;6.0;7.0;-1.0;2.0;1.0;1.0
4009;Total male and female;Total;Widowed;Spain;2021;5.0;11.0;-6.0;0.0;0.0;0.0
4010;Total male and female;Total;Widowed;Spain;2022;8.0;12.0;-4.0;0.0;0.0;0.0
4011;Total male and female;Total;Widowed;Spain;2023;1.0;12.0;-11.0;0.0;0.0;0.0
4012;Total male and female;Total;Widowed;Sri Lanka;2020;1.0;0.0;1.0;0.0;0.0;0.0
4013;Total male and female;Total;Widowed;Sri Lanka;2021;1.0;2.0;-1.0;0.0;1.0;-1.0
4014;Total male and female;Total;Widowed;Sri Lanka;2022;0.0;1.0;-1.0;0.0;0.0;0.0
4015;Total male and female;Total;Widowed;Sri Lanka;2023;2.0;2.0;0.0;0.0;0.0;0.0
4016;Total male and female;Total;Widowed;Surinam;2020;33.0;17.0;16.0;2.0;7.0;-5.0
4017;Total male and female;Total;Widowed;Surinam;2021;33.0;27.0;6.0;5.0;4.0;1.0
4018;Total male and female;Total;Widowed;Surinam;2022;35.0;26.0;9.0;2.0;11.0;-9.0
4019;Total male and female;Total;Widowed;Surinam;2023;37.0;20.0;17.0;2.0;6.0;-4.0
4020;Total male and female;Total;Widowed;Swaziland;2020;;;;;;
4021;Total male and female;Total;Widowed;Swaziland;2021;;;;;;
4022;Total male and female;Total;Widowed;Swaziland;2022;;;;;;
4023;Total male and female;Total;Widowed;Swaziland;2023;;;;;;
4024;Total male and female;Total;Widowed;Syria;2020;55.0;2.0;53.0;1.0;2.0;-1.0
4025;Total male and female;Total;Widowed;Syria;2021;63.0;2.0;61.0;1.0;0.0;1.0
4026;Total male and female;Total;Widowed;Syria;2022;107.0;5.0;102.0;0.0;4.0;-4.0
4027;Total male and female;Total;Widowed;Syria;2023;114.0;0.0;114.0;0.0;0.0;0.0
4028;Total male and female;Total;Widowed;Tajikistan;2020;1.0;0.0;1.0;0.0;0.0;0.0
4029;Total male and female;Total;Widowed;Tajikistan;2021;0.0;0.0;0.0;0.0;0.0;0.0
4030;Total male and female;Total;Widowed;Tajikistan;2022;3.0;0.0;3.0;0.0;0.0;0.0
4031;Total male and female;Total;Widowed;Tajikistan;2023;0.0;1.0;-1.0;0.0;0.0;0.0
4032;Total male and female;Total;Widowed;Taiwan;2020;0.0;0.0;0.0;0.0;0.0;0.0
4033;Total male and female;Total;Widowed;Taiwan;2021;1.0;0.0;1.0;0.0;0.0;0.0
4034;Total male and female;Total;Widowed;Taiwan;2022;0.0;2.0;-2.0;0.0;2.0;-2.0
4035;Total male and female;Total;Widowed;Taiwan;2023;0.0;0.0;0.0;0.0;0.0;0.0
4036;Total male and female;Total;Widowed;Tanzania;2020;2.0;1.0;1.0;0.0;0.0;0.0
4037;Total male and female;Total;Widowed;Tanzania;2021;0.0;1.0;-1.0;0.0;0.0;0.0
4038;Total male and female;Total;Widowed;Tanzania;2022;0.0;1.0;-1.0;0.0;1.0;-1.0
4039;Total male and female;Total;Widowed;Tanzania;2023;0.0;-1.0;1.0;1.0;0.0;1.0
4040;Total male and female;Total;Widowed;Thailand;2020;3.0;10.0;-7.0;1.0;2.0;-1.0
4041;Total male and female;Total;Widowed;Thailand;2021;5.0;14.0;-9.0;2.0;3.0;-1.0
4042;Total male and female;Total;Widowed;Thailand;2022;8.0;19.0;-11.0;0.0;2.0;-2.0
4043;Total male and female;Total;Widowed;Thailand;2023;6.0;13.0;-7.0;0.0;3.0;-3.0
4044;Total male and female;Total;Widowed;Timor Leste;2020;0.0;0.0;0.0;0.0;0.0;0.0
4045;Total male and female;Total;Widowed;Timor Leste;2021;0.0;0.0;0.0;0.0;0.0;0.0
4046;Total male and female;Total;Widowed;Timor Leste;2022;0.0;0.0;0.0;0.0;0.0;0.0
4047;Total male and female;Total;Widowed;Timor Leste;2023;0.0;0.0;0.0;0.0;0.0;0.0
4048;Total male and female;Total;Widowed;Togo;2020;0.0;0.0;0.0;0.0;0.0;0.0
4049;Total male and female;Total;Widowed;Togo;2021;0.0;0.0;0.0;0.0;0.0;0.0
4050;Total male and female;Total;Widowed;Togo;2022;0.0;1.0;-1.0;0.0;1.0;-1.0
4051;Total male and female;Total;Widowed;Togo;2023;0.0;0.0;0.0;0.0;0.0;0.0
4052;Total male and female;Total;Widowed;Tokelau;2020;0.0;0.0;0.0;0.0;0.0;0.0
4053;Total male and female;Total;Widowed;Tokelau;2021;0.0;0.0;0.0;0.0;0.0;0.0
4054;Total male and female;Total;Widowed;Tokelau;2022;0.0;0.0;0.0;0.0;0.0;0.0
4055;Total male and female;Total;Widowed;Tokelau;2023;0.0;0.0;0.0;0.0;0.0;0.0
4056;Total male and female;Total;Widowed;Tonga;2020;0.0;0.0;0.0;0.0;0.0;0.0
4057;Total male and female;Total;Widowed;Tonga;2021;0.0;0.0;0.0;0.0;0.0;0.0
4058;Total male and female;Total;Widowed;Tonga;2022;0.0;0.0;0.0;0.0;0.0;0.0
4059;Total male and female;Total;Widowed;Tonga;2023;0.0;0.0;0.0;0.0;0.0;0.0
4060;Total male and female;Total;Widowed;Trinidad and Tobago;2020;0.0;0.0;0.0;0.0;0.0;0.0
4061;Total male and female;Total;Widowed;Trinidad and Tobago;2021;2.0;1.0;1.0;0.0;0.0;0.0
4062;Total male and female;Total;Widowed;Trinidad and Tobago;2022;0.0;0.0;0.0;0.0;0.0;0.0
4063;Total male and female;Total;Widowed;Trinidad and Tobago;2023;0.0;0.0;0.0;0.0;0.0;0.0
4064;Total male and female;Total;Widowed;Chad;2020;0.0;0.0;0.0;0.0;0.0;0.0
4065;Total male and female;Total;Widowed;Chad;2021;0.0;0.0;0.0;0.0;0.0;0.0
4066;Total male and female;Total;Widowed;Chad;2022;0.0;0.0;0.0;0.0;0.0;0.0
4067;Total male and female;Total;Widowed;Chad;2023;0.0;0.0;0.0;0.0;0.0;0.0
4068;Total male and female;Total;Widowed;Czech Republic;2020;3.0;2.0;1.0;0.0;0.0;0.0
4069;Total male and female;Total;Widowed;Czech Republic;2021;0.0;4.0;-4.0;1.0;0.0;1.0
4070;Total male and female;Total;Widowed;Czech Republic;2022;1.0;1.0;0.0;0.0;0.0;0.0
4071;Total male and female;Total;Widowed;Czech Republic;2023;1.0;2.0;-1.0;0.0;1.0;-1.0
4072;Total male and female;Total;Widowed;(Former) Czechoslovakia;2020;5.0;1.0;4.0;1.0;0.0;1.0
4073;Total male and female;Total;Widowed;(Former) Czechoslovakia;2021;2.0;5.0;-3.0;1.0;0.0;1.0
4074;Total male and female;Total;Widowed;(Former) Czechoslovakia;2022;1.0;4.0;-3.0;0.0;1.0;-1.0
4075;Total male and female;Total;Widowed;(Former) Czechoslovakia;2023;3.0;2.0;1.0;0.0;1.0;-1.0
4076;Total male and female;Total;Widowed;Tunisia;2020;1.0;1.0;0.0;0.0;0.0;0.0
4077;Total male and female;Total;Widowed;Tunisia;2021;0.0;0.0;0.0;0.0;0.0;0.0
4078;Total male and female;Total;Widowed;Tunisia;2022;2.0;0.0;2.0;0.0;0.0;0.0
4079;Total male and female;Total;Widowed;Tunisia;2023;1.0;0.0;1.0;0.0;0.0;0.0
4080;Total male and female;Total;Widowed;Turkey;2020;42.0;113.0;-71.0;1.0;5.0;-4.0
4081;Total male and female;Total;Widowed;Turkey;2021;47.0;125.0;-78.0;4.0;13.0;-9.0
4082;Total male and female;Total;Widowed;Turkey;2022;48.0;109.0;-61.0;2.0;7.0;-5.0
