ID;Sex;Age;MaritalStatus;CountryOfBirth;Periods;Immigration_1;EmigrationInclAdmCorrections_2;NetMigrationInclAdmCorrections_3;AdministrativeEntries_4;AdministrativeRemoval_5;NetAdministrativeCorrections_6
124;Total male and female;Total;Total marital status;Bahrain;2020;29.0;13.0;16.0;1.0;4.0;-3.0
125;Total male and female;Total;Total marital status;Bahrain;2021;39.0;15.0;24.0;1.0;2.0;-1.0
126;Total male and female;Total;Total marital status;Bahrain;2022;36.0;18.0;18.0;0.0;3.0;-3.0
127;Total male and female;Total;Total marital status;Bahrain;2023;51.0;13.0;38.0;2.0;2.0;0.0
128;Total male and female;Total;Total marital status;Bangladesh;2020;395.0;169.0;226.0;12.0;51.0;-39.0
129;Total male and female;Total;Total marital status;Bangladesh;2021;743.0;182.0;561.0;13.0;60.0;-47.0
130;Total male and female;Total;Total marital status;Bangladesh;2022;1020.0;271.0;749.0;15.0;108.0;-93.0
131;Total male and female;Total;Total marital status;Bangladesh;2023;834.0;623.0;211.0;19.0;170.0;-151.0
132;Total male and female;Total;Total marital status;Barbados;2020;1.0;6.0;-5.0;1.0;2.0;-1.0
133;Total male and female;Total;Total marital status;Barbados;2021;15.0;11.0;4.0;0.0;2.0;-2.0
134;Total male and female;Total;Total marital status;Barbados;2022;14.0;1.0;13.0;1.0;0.0;1.0
135;Total male and female;Total;Total marital status;Barbados;2023;6.0;7.0;-1.0;0.0;0.0;0.0
136;Total male and female;Total;Total marital status;Belgium;2020;4189.0;2278.0;1911.0;104.0;252.0;-148.0
137;Total male and female;Total;Total marital status;Belgium;2021;4071.0;2413.0;1658.0;60.0;221.0;-161.0
138;Total male and female;Total;Total marital status;Belgium;2022;3939.0;2606.0;1333.0;61.0;203.0;-142.0
139;Total male and female;Total;Total marital status;Belgium;2023;3871.0;2565.0;1306.0;60.0;218.0;-158.0
140;Total male and female;Total;Total marital status;Belize;2020;6.0;5.0;1.0;0.0;0.0;0.0
141;Total male and female;Total;Total marital status;Belize;2021;3.0;5.0;-2.0;0.0;1.0;-1.0
142;Total male and female;Total;Total marital status;Belize;2022;8.0;3.0;5.0;0.0;0.0;0.0
143;Total male and female;Total;Total marital status;Belize;2023;8.0;1.0;7.0;0.0;0.0;0.0
144;Total male and female;Total;Total marital status;Benin;2020;16.0;15.0;1.0;0.0;2.0;-2.0
145;Total male and female;Total;Total marital status;Benin;2021;20.0;11.0;9.0;4.0;5.0;-1.0
146;Total male and female;Total;Total marital status;Benin;2022;18.0;10.0;8.0;2.0;2.0;0.0
147;Total male and female;Total;Total marital status;Benin;2023;26.0;14.0;12.0;0.0;4.0;-4.0
148;Total male and female;Total;Total marital status;Bermuda;2020;7.0;6.0;1.0;0.0;0.0;0.0
149;Total male and female;Total;Total marital status;Bermuda;2021;10.0;7.0;3.0;0.0;2.0;-2.0
150;Total male and female;Total;Total marital status;Bermuda;2022;4.0;9.0;-5.0;0.0;1.0;-1.0
151;Total male and female;Total;Total marital status;Bermuda;2023;7.0;4.0;3.0;0.0;1.0;-1.0
152;Total male and female;Total;Total marital status;Bhutan;2020;3.0;23.0;-20.0;0.0;2.0;-2.0
153;Total male and female;Total;Total marital status;Bhutan;2021;11.0;11.0;0.0;0.0;2.0;-2.0
154;Total male and female;Total;Total marital status;Bhutan;2022;11.0;14.0;-3.0;0.0;3.0;-3.0
155;Total male and female;Total;Total marital status;Bhutan;2023;9.0;8.0;1.0;0.0;0.0;0.0
156;Total male and female;Total;Total marital status;Bolivia;2020;81.0;65.0;16.0;3.0;14.0;-11.0
157;Total male and female;Total;Total marital status;Bolivia;2021;99.0;41.0;58.0;2.0;7.0;-5.0
158;Total male and female;Total;Total marital status;Bolivia;2022;130.0;56.0;74.0;2.0;14.0;-12.0
159;Total male and female;Total;Total marital status;Bolivia;2023;129.0;65.0;64.0;0.0;8.0;-8.0
160;Total male and female;Total;Total marital status;Bosnia and Herzegovina;2020;372.0;273.0;99.0;45.0;80.0;-35.0
161;Total male and female;Total;Total marital status;Bosnia and Herzegovina;2021;359.0;239.0;120.0;53.0;67.0;-14.0
162;Total male and female;Total;Total marital status;Bosnia and Herzegovina;2022;406.0;257.0;149.0;37.0;62.0;-25.0
163;Total male and female;Total;Total marital status;Bosnia and Herzegovina;2023;319.0;299.0;20.0;37.0;70.0;-33.0
164;Total male and female;Total;Total marital status;Botswana;2020;19.0;8.0;11.0;1.0;5.0;-4.0
165;Total male and female;Total;Total marital status;Botswana;2021;32.0;10.0;22.0;1.0;0.0;1.0
166;Total male and female;Total;Total marital status;Botswana;2022;20.0;15.0;5.0;0.0;2.0;-2.0
167;Total male and female;Total;Total marital status;Botswana;2023;16.0;15.0;1.0;0.0;0.0;0.0
168;Total male and female;Total;Total marital status;Brazil;2020;2997.0;1653.0;1344.0;72.0;257.0;-185.0
169;Total male and female;Total;Total marital status;Brazil;2021;3742.0;1556.0;2186.0;43.0;178.0;-135.0
170;Total male and female;Total;Total marital status;Brazil;2022;4435.0;1637.0;2798.0;70.0;182.0;-112.0
171;Total male and female;Total;Total marital status;Brazil;2023;4140.0;2007.0;2133.0;44.0;195.0;-151.0
172;Total male and female;Total;Total marital status;British Indian Ocean Territory;2020;0.0;1.0;-1.0;0.0;1.0;-1.0
173;Total male and female;Total;Total marital status;British Indian Ocean Territory;2021;0.0;0.0;0.0;0.0;0.0;0.0
174;Total male and female;Total;Total marital status;British Indian Ocean Territory;2022;0.0;0.0;0.0;0.0;0.0;0.0
175;Total male and female;Total;Total marital status;British Indian Ocean Territory;2023;0.0;0.0;0.0;0.0;0.0;0.0
176;Total male and female;Total;Total marital status;British Virgin Islands;2020;3.0;3.0;0.0;0.0;2.0;-2.0
177;Total male and female;Total;Total marital status;British Virgin Islands;2021;3.0;3.0;0.0;0.0;0.0;0.0
178;Total male and female;Total;Total marital status;British Virgin Islands;2022;1.0;1.0;0.0;0.0;0.0;0.0
179;Total male and female;Total;Total marital status;British Virgin Islands;2023;1.0;1.0;0.0;0.0;0.0;0.0
180;Total male and female;Total;Total marital status;Brunei;2020;29.0;19.0;10.0;1.0;1.0;0.0
181;Total male and female;Total;Total marital status;Brunei;2021;20.0;29.0;-9.0;0.0;2.0;-2.0
182;Total male and female;Total;Total marital status;Brunei;2022;21.0;14.0;7.0;0.0;0.0;0.0
183;Total male and female;Total;Total marital status;Brunei;2023;26.0;20.0;6.0;1.0;4.0;-3.0
184;Total male and female;Total;Total marital status;Bulgaria;2020;8477.0;4302.0;4175.0;300.0;1402.0;-1102.0
185;Total male and female;Total;Total marital status;Bulgaria;2021;9470.0;4596.0;4874.0;207.0;1558.0;-1351.0
186;Total male and female;Total;Total marital status;Bulgaria;2022;10823.0;5296.0;5527.0;200.0;1787.0;-1587.0
187;Total male and female;Total;Total marital status;Bulgaria;2023;10405.0;6572.0;3833.0;214.0;2320.0;-2106.0
188;Total male and female;Total;Total marital status;Burkina Faso;2020;22.0;5.0;17.0;2.0;4.0;-2.0
189;Total male and female;Total;Total marital status;Burkina Faso;2021;21.0;10.0;11.0;3.0;5.0;-2.0
190;Total male and female;Total;Total marital status;Burkina Faso;2022;27.0;8.0;19.0;6.0;4.0;2.0
191;Total male and female;Total;Total marital status;Burkina Faso;2023;30.0;12.0;18.0;0.0;5.0;-5.0
192;Total male and female;Total;Total marital status;Burundi;2020;32.0;45.0;-13.0;28.0;37.0;-9.0
193;Total male and female;Total;Total marital status;Burundi;2021;41.0;62.0;-21.0;19.0;38.0;-19.0
194;Total male and female;Total;Total marital status;Burundi;2022;48.0;35.0;13.0;17.0;19.0;-2.0
195;Total male and female;Total;Total marital status;Burundi;2023;54.0;35.0;19.0;17.0;21.0;-4.0
196;Total male and female;Total;Total marital status;Cambodia;2020;23.0;9.0;14.0;0.0;2.0;-2.0
197;Total male and female;Total;Total marital status;Cambodia;2021;48.0;18.0;30.0;0.0;4.0;-4.0
198;Total male and female;Total;Total marital status;Cambodia;2022;33.0;17.0;16.0;0.0;0.0;0.0
199;Total male and female;Total;Total marital status;Cambodia;2023;42.0;12.0;30.0;1.0;2.0;-1.0
200;Total male and female;Total;Total marital status;Canada;2020;1005.0;1081.0;-76.0;19.0;154.0;-135.0
201;Total male and female;Total;Total marital status;Canada;2021;885.0;692.0;193.0;49.0;103.0;-54.0
202;Total male and female;Total;Total marital status;Canada;2022;1230.0;655.0;575.0;32.0;42.0;-10.0
203;Total male and female;Total;Total marital status;Canada;2023;1311.0;891.0;420.0;6.0;99.0;-93.0
204;Total male and female;Total;Total marital status;Dutch Caribbean;2020;161.0;112.0;49.0;45.0;45.0;0.0
205;Total male and female;Total;Total marital status;Dutch Caribbean;2021;171.0;102.0;69.0;40.0;40.0;0.0
206;Total male and female;Total;Total marital status;Dutch Caribbean;2022;191.0;111.0;80.0;34.0;40.0;-6.0
207;Total male and female;Total;Total marital status;Dutch Caribbean;2023;207.0;93.0;114.0;28.0;28.0;0.0
208;Total male and female;Total;Total marital status;Cayman Islands;2020;3.0;0.0;3.0;0.0;0.0;0.0
209;Total male and female;Total;Total marital status;Cayman Islands;2021;3.0;2.0;1.0;0.0;0.0;0.0
210;Total male and female;Total;Total marital status;Cayman Islands;2022;1.0;2.0;-1.0;0.0;0.0;0.0
211;Total male and female;Total;Total marital status;Cayman Islands;2023;2.0;1.0;1.0;0.0;0.0;0.0
212;Total male and female;Total;Total marital status;Central African Republic;2020;3.0;5.0;-2.0;0.0;3.0;-3.0
213;Total male and female;Total;Total marital status;Central African Republic;2021;5.0;-2.0;7.0;5.0;1.0;4.0
214;Total male and female;Total;Total marital status;Central African Republic;2022;3.0;3.0;0.0;0.0;0.0;0.0
215;Total male and female;Total;Total marital status;Central African Republic;2023;2.0;1.0;1.0;0.0;0.0;0.0
216;Total male and female;Total;Total marital status;Chile;2020;395.0;327.0;68.0;5.0;48.0;-43.0
217;Total male and female;Total;Total marital status;Chile;2021;443.0;191.0;252.0;7.0;29.0;-22.0
218;Total male and female;Total;Total marital status;Chile;2022;500.0;280.0;220.0;5.0;28.0;-23.0
219;Total male and female;Total;Total marital status;Chile;2023;486.0;258.0;228.0;5.0;26.0;-21.0
220;Total male and female;Total;Total marital status;China;2020;4726.0;5023.0;-297.0;90.0;1081.0;-991.0
221;Total male and female;Total;Total marital status;China;2021;6349.0;4051.0;2298.0;83.0;848.0;-765.0
222;Total male and female;Total;Total marital status;China;2022;6492.0;3349.0;3143.0;65.0;521.0;-456.0
223;Total male and female;Total;Total marital status;China;2023;8441.0;4170.0;4271.0;74.0;739.0;-665.0
224;Total male and female;Total;Total marital status;Colombia;2020;1191.0;648.0;543.0;73.0;147.0;-74.0
225;Total male and female;Total;Total marital status;Colombia;2021;1428.0;563.0;865.0;67.0;104.0;-37.0
226;Total male and female;Total;Total marital status;Colombia;2022;1536.0;681.0;855.0;40.0;126.0;-86.0
227;Total male and female;Total;Total marital status;Colombia;2023;1780.0;763.0;1017.0;42.0;163.0;-121.0
228;Total male and female;Total;Total marital status;Comoros;2020;1.0;2.0;-1.0;0.0;2.0;-2.0
229;Total male and female;Total;Total marital status;Comoros;2021;1.0;0.0;1.0;0.0;0.0;0.0
230;Total male and female;Total;Total marital status;Comoros;2022;3.0;1.0;2.0;0.0;1.0;-1.0
231;Total male and female;Total;Total marital status;Comoros;2023;2.0;5.0;-3.0;0.0;2.0;-2.0
232;Total male and female;Total;Total marital status;Congo;2020;18.0;26.0;-8.0;11.0;12.0;-1.0
233;Total male and female;Total;Total marital status;Congo;2021;28.0;27.0;1.0;7.0;9.0;-2.0
234;Total male and female;Total;Total marital status;Congo;2022;33.0;9.0;24.0;8.0;5.0;3.0
235;Total male and female;Total;Total marital status;Congo;2023;46.0;34.0;12.0;2.0;15.0;-13.0
236;Total male and female;Total;Total marital status;Congo (Democratic Republic);2020;116.0;134.0;-18.0;45.0;94.0;-49.0
237;Total male and female;Total;Total marital status;Congo (Democratic Republic);2021;136.0;119.0;17.0;35.0;71.0;-36.0
238;Total male and female;Total;Total marital status;Congo (Democratic Republic);2022;268.0;141.0;127.0;28.0;74.0;-46.0
239;Total male and female;Total;Total marital status;Congo (Democratic Republic);2023;195.0;103.0;92.0;40.0;53.0;-13.0
240;Total male and female;Total;Total marital status;Cook Islands;2020;0.0;0.0;0.0;0.0;0.0;0.0
241;Total male and female;Total;Total marital status;Cook Islands;2021;0.0;1.0;-1.0;0.0;0.0;0.0
242;Total male and female;Total;Total marital status;Cook Islands;2022;0.0;0.0;0.0;0.0;0.0;0.0
243;Total male and female;Total;Total marital status;Cook Islands;2023;0.0;0.0;0.0;0.0;0.0;0.0
244;Total male and female;Total;Total marital status;Costa Rica;2020;128.0;68.0;60.0;1.0;10.0;-9.0
245;Total male and female;Total;Total marital status;Costa Rica;2021;140.0;60.0;80.0;7.0;8.0;-1.0
246;Total male and female;Total;Total marital status;Costa Rica;2022;176.0;56.0;120.0;1.0;3.0;-2.0
247;Total male and female;Total;Total marital status;Costa Rica;2023;142.0;76.0;66.0;1.0;7.0;-6.0
248;Total male and female;Total;Total marital status;Cuba;2020;131.0;49.0;82.0;6.0;9.0;-3.0
249;Total male and female;Total;Total marital status;Cuba;2021;150.0;62.0;88.0;8.0;25.0;-17.0
250;Total male and female;Total;Total marital status;Cuba;2022;161.0;78.0;83.0;6.0;20.0;-14.0
251;Total male and female;Total;Total marital status;Cuba;2023;186.0;83.0;103.0;6.0;21.0;-15.0
252;Total male and female;Total;Total marital status;Curaçao;2020;3135.0;873.0;2262.0;920.0;898.0;22.0
253;Total male and female;Total;Total marital status;Curaçao;2021;3511.0;1089.0;2422.0;690.0;579.0;111.0
254;Total male and female;Total;Total marital status;Curaçao;2022;3726.0;1231.0;2495.0;568.0;651.0;-83.0
255;Total male and female;Total;Total marital status;Curaçao;2023;3178.0;1302.0;1876.0;530.0;708.0;-178.0
256;Total male and female;Total;Total marital status;Cyprus;2020;327.0;251.0;76.0;1.0;35.0;-34.0
