ID;SectorBranchesSIC2008;Periods;LabourPriceIndex_1;YearOnYearChangePriceOfLabour_2
159;B-F Industry and energy;2011 January - 2011 December;109.6;1.1
160;B-F Industry and energy;2011 April - 2012 March;109.7;1.3
161;B-F Industry and energy;2011 July - 2012 June;110.3;2.0
162;B-F Industry and energy;2011 October - 2012 September;111.0;2.4
163;B-F Industry and energy;2012 January - 2012 December;111.3;1.6
164;B-F Industry and energy;2012 April - 2013 March;113.0;3.0
165;B-F Industry and energy;2012 July - 2013 June;113.9;3.3
166;B-F Industry and energy;2012 October - 2013 September;114.1;2.8
167;B-F Industry and energy;2013 January - 2013 December;114.7;3.1
168;B-E Industry (no construction), energy;2001;86.9;
169;B-E Industry (no construction), energy;2002;90.8;4.5
170;B-E Industry (no construction), energy;2003;94.4;4.0
171;B-E Industry (no construction), energy;2004;96.3;2.0
172;B-E Industry (no construction), energy;2005;97.2;0.9
173;B-E Industry (no construction), energy;2006;100.0;2.9
174;B-E Industry (no construction), energy;2007;102.5;2.5
175;B-E Industry (no construction), energy;2008;106.3;3.7
176;B-E Industry (no construction), energy;2009;108.1;1.7
177;B-E Industry (no construction), energy;2010;108.6;0.5
178;B-E Industry (no construction), energy;2011;110.1;1.4
179;B-E Industry (no construction), energy;2012;111.7;1.5
180;B-E Industry (no construction), energy;2013;115.5;3.4
181;B-E Industry (no construction), energy;2006 January - 2006 December;100.0;2.9
182;B-E Industry (no construction), energy;2006 April - 2007 March;100.9;
183;B-E Industry (no construction), energy;2006 July - 2007 June;101.3;
184;B-E Industry (no construction), energy;2006 October - 2007 September;101.7;
185;B-E Industry (no construction), energy;2007 January - 2007 December;102.5;2.5
186;B-E Industry (no construction), energy;2007 April - 2008 March;104.2;3.3
187;B-E Industry (no construction), energy;2007 July - 2008 June;105.4;4.0
188;B-E Industry (no construction), energy;2007 October - 2008 September;106.0;4.2
189;B-E Industry (no construction), energy;2008 January - 2008 December;106.3;3.7
190;B-E Industry (no construction), energy;2008 April - 2009 March;107.1;2.8
191;B-E Industry (no construction), energy;2008 July - 2009 June;108.2;2.7
192;B-E Industry (no construction), energy;2008 October - 2009 September;108.5;2.4
193;B-E Industry (no construction), energy;2009 January - 2009 December;108.1;1.7
194;B-E Industry (no construction), energy;2009 April - 2010 March;108.1;0.9
195;B-E Industry (no construction), energy;2009 July - 2010 June;108.5;0.3
196;B-E Industry (no construction), energy;2009 October - 2010 September;108.7;0.2
197;B-E Industry (no construction), energy;2010 January - 2010 December;108.6;0.5
198;B-E Industry (no construction), energy;2010 April - 2011 March;108.8;0.6
199;B-E Industry (no construction), energy;2010 July - 2011 June;108.6;0.1
200;B-E Industry (no construction), energy;2010 October - 2011 September;108.9;0.2
201;B-E Industry (no construction), energy;2011 January - 2011 December;110.1;1.4
202;B-E Industry (no construction), energy;2011 April - 2012 March;110.0;1.1
203;B-E Industry (no construction), energy;2011 July - 2012 June;110.4;1.7
204;B-E Industry (no construction), energy;2011 October - 2012 September;111.2;2.1
205;B-E Industry (no construction), energy;2012 January - 2012 December;111.7;1.5
206;B-E Industry (no construction), energy;2012 April - 2013 March;113.4;3.1
207;B-E Industry (no construction), energy;2012 July - 2013 June;114.4;3.6
208;B-E Industry (no construction), energy;2012 October - 2013 September;114.6;3.1
209;B-E Industry (no construction), energy;2013 January - 2013 December;115.5;3.4
210;C Manufacturing;2001;86.9;
211;C Manufacturing;2002;90.8;4.5
212;C Manufacturing;2003;94.3;3.9
213;C Manufacturing;2004;96.2;2.0
214;C Manufacturing;2005;97.3;1.1
215;C Manufacturing;2006;100.0;2.8
216;C Manufacturing;2007;102.5;2.5
217;C Manufacturing;2008;106.5;3.9
218;C Manufacturing;2009;108.1;1.5
219;C Manufacturing;2010;108.6;0.5
220;C Manufacturing;2011;110.1;1.4
221;C Manufacturing;2012;111.7;1.5
222;C Manufacturing;2013;115.6;3.5
223;C Manufacturing;2006 January - 2006 December;100.0;2.8
224;C Manufacturing;2006 April - 2007 March;100.9;
225;C Manufacturing;2006 July - 2007 June;101.4;
226;C Manufacturing;2006 October - 2007 September;101.8;
227;C Manufacturing;2007 January - 2007 December;102.5;2.5
228;C Manufacturing;2007 April - 2008 March;104.3;3.4
229;C Manufacturing;2007 July - 2008 June;105.5;4.0
230;C Manufacturing;2007 October - 2008 September;106.1;4.2
231;C Manufacturing;2008 January - 2008 December;106.5;3.9
232;C Manufacturing;2008 April - 2009 March;107.2;2.8
233;C Manufacturing;2008 July - 2009 June;108.3;2.7
234;C Manufacturing;2008 October - 2009 September;108.6;2.4
235;C Manufacturing;2009 January - 2009 December;108.1;1.5
236;C Manufacturing;2009 April - 2010 March;108.0;0.7
237;C Manufacturing;2009 July - 2010 June;108.3;0.0
238;C Manufacturing;2009 October - 2010 September;108.6;0.0
239;C Manufacturing;2010 January - 2010 December;108.6;0.5
240;C Manufacturing;2010 April - 2011 March;108.8;0.7
241;C Manufacturing;2010 July - 2011 June;108.6;0.3
242;C Manufacturing;2010 October - 2011 September;108.9;0.3
243;C Manufacturing;2011 January - 2011 December;110.1;1.4
244;C Manufacturing;2011 April - 2012 March;109.9;1.0
245;C Manufacturing;2011 July - 2012 June;110.4;1.7
246;C Manufacturing;2011 October - 2012 September;111.2;2.1
247;C Manufacturing;2012 January - 2012 December;111.7;1.5
248;C Manufacturing;2012 April - 2013 March;113.5;3.3
249;C Manufacturing;2012 July - 2013 June;114.5;3.7
250;C Manufacturing;2012 October - 2013 September;114.7;3.1
251;C Manufacturing;2013 January - 2013 December;115.6;3.5
252;24-30, 33 Metalectro-industry;2001;86.8;
253;24-30, 33 Metalectro-industry;2002;89.9;3.6
254;24-30, 33 Metalectro-industry;2003;93.4;3.9
255;24-30, 33 Metalectro-industry;2004;96.1;2.9
256;24-30, 33 Metalectro-industry;2005;97.3;1.2
257;24-30, 33 Metalectro-industry;2006;100.0;2.8
258;24-30, 33 Metalectro-industry;2007;102.6;2.6
259;24-30, 33 Metalectro-industry;2008;107.9;5.2
260;24-30, 33 Metalectro-industry;2009;111.1;3.0
261;24-30, 33 Metalectro-industry;2010;110.2;-0.8
262;24-30, 33 Metalectro-industry;2011;112.1;1.7
263;24-30, 33 Metalectro-industry;2012;114.2;1.9
264;24-30, 33 Metalectro-industry;2013;118.3;3.6
265;24-30, 33 Metalectro-industry;2006 January - 2006 December;100.0;2.8
266;24-30, 33 Metalectro-industry;2006 April - 2007 March;100.9;
267;24-30, 33 Metalectro-industry;2006 July - 2007 June;101.8;
268;24-30, 33 Metalectro-industry;2006 October - 2007 September;102.1;
269;24-30, 33 Metalectro-industry;2007 January - 2007 December;102.6;2.6
270;24-30, 33 Metalectro-industry;2007 April - 2008 March;104.4;3.5
271;24-30, 33 Metalectro-industry;2007 July - 2008 June;106.0;4.1
272;24-30, 33 Metalectro-industry;2007 October - 2008 September;107.0;4.8
273;24-30, 33 Metalectro-industry;2008 January - 2008 December;107.9;5.2
274;24-30, 33 Metalectro-industry;2008 April - 2009 March;109.2;4.6
275;24-30, 33 Metalectro-industry;2008 July - 2009 June;110.9;4.6
276;24-30, 33 Metalectro-industry;2008 October - 2009 September;111.4;4.1
277;24-30, 33 Metalectro-industry;2009 January - 2009 December;111.1;3.0
278;24-30, 33 Metalectro-industry;2009 April - 2010 March;110.5;1.2
279;24-30, 33 Metalectro-industry;2009 July - 2010 June;110.1;-0.7
280;24-30, 33 Metalectro-industry;2009 October - 2010 September;110.3;-1.0
281;24-30, 33 Metalectro-industry;2010 January - 2010 December;110.2;-0.8
282;24-30, 33 Metalectro-industry;2010 April - 2011 March;110.5;0.0
283;24-30, 33 Metalectro-industry;2010 July - 2011 June;110.6;0.5
284;24-30, 33 Metalectro-industry;2010 October - 2011 September;110.9;0.5
285;24-30, 33 Metalectro-industry;2011 January - 2011 December;112.1;1.7
286;24-30, 33 Metalectro-industry;2011 April - 2012 March;112.1;1.4
287;24-30, 33 Metalectro-industry;2011 July - 2012 June;112.8;2.0
288;24-30, 33 Metalectro-industry;2011 October - 2012 September;113.8;2.6
289;24-30, 33 Metalectro-industry;2012 January - 2012 December;114.2;1.9
290;24-30, 33 Metalectro-industry;2012 April - 2013 March;115.8;3.3
291;24-30, 33 Metalectro-industry;2012 July - 2013 June;117.0;3.7
292;24-30, 33 Metalectro-industry;2012 October - 2013 September;117.2;3.0
293;24-30, 33 Metalectro-industry;2013 January - 2013 December;118.3;3.6
294;F Construction;2001;84.6;
295;F Construction;2002;88.9;5.1
296;F Construction;2003;92.2;3.7
297;F Construction;2004;94.7;2.7
298;F Construction;2005;96.6;2.0
299;F Construction;2006;100.0;3.5
300;F Construction;2007;102.4;2.4
301;F Construction;2008;106.6;4.1
302;F Construction;2009;107.9;1.2
303;F Construction;2010;107.8;-0.1
304;F Construction;2011;108.4;0.6
305;F Construction;2012;110.6;2.0
306;F Construction;2013;112.9;2.1
307;F Construction;2006 January - 2006 December;100.0;3.5
308;F Construction;2006 April - 2007 March;101.0;
309;F Construction;2006 July - 2007 June;101.5;
310;F Construction;2006 October - 2007 September;102.0;
311;F Construction;2007 January - 2007 December;102.4;2.4
312;F Construction;2007 April - 2008 March;103.6;2.6
313;F Construction;2007 July - 2008 June;105.2;3.6
314;F Construction;2007 October - 2008 September;106.2;4.1
315;F Construction;2008 January - 2008 December;106.6;4.1
316;F Construction;2008 April - 2009 March;107.7;4.0
317;F Construction;2008 July - 2009 June;108.9;3.5
318;F Construction;2008 October - 2009 September;108.9;2.5
319;F Construction;2009 January - 2009 December;107.9;1.2
320;F Construction;2009 April - 2010 March;108.0;0.3
321;F Construction;2009 July - 2010 June;108.3;-0.6
322;F Construction;2009 October - 2010 September;108.1;-0.7
323;F Construction;2010 January - 2010 December;107.8;-0.1
324;F Construction;2010 April - 2011 March;107.1;-0.8
325;F Construction;2010 July - 2011 June;107.0;-1.2
326;F Construction;2010 October - 2011 September;107.2;-0.8
327;F Construction;2011 January - 2011 December;108.4;0.6
328;F Construction;2011 April - 2012 March;109.2;2.0
329;F Construction;2011 July - 2012 June;110.1;2.9
330;F Construction;2011 October - 2012 September;110.7;3.3
331;F Construction;2012 January - 2012 December;110.6;2.0
332;F Construction;2012 April - 2013 March;112.2;2.7
333;F Construction;2012 July - 2013 June;112.7;2.4
334;F Construction;2012 October - 2013 September;112.7;1.8
335;F Construction;2013 January - 2013 December;112.9;2.1
336;G-N Commercial services;2001;88.7;
337;G-N Commercial services;2002;92.8;4.6
338;G-N Commercial services;2003;95.5;2.9
339;G-N Commercial services;2004;96.3;0.8
340;G-N Commercial services;2005;97.9;1.7
341;G-N Commercial services;2006;100.0;2.1
342;G-N Commercial services;2007;103.2;3.2
343;G-N Commercial services;2008;105.9;2.6
344;G-N Commercial services;2009;106.4;0.5
345;G-N Commercial services;2010;107.0;0.6
346;G-N Commercial services;2011;108.8;1.7
347;G-N Commercial services;2012;109.9;1.0
348;G-N Commercial services;2013;112.5;2.4
349;G-N Commercial services;2006 January - 2006 December;100.0;2.1
350;G-N Commercial services;2006 April - 2007 March;101.1;
351;G-N Commercial services;2006 July - 2007 June;101.7;
352;G-N Commercial services;2006 October - 2007 September;102.3;
353;G-N Commercial services;2007 January - 2007 December;103.2;3.2
354;G-N Commercial services;2007 April - 2008 March;104.1;3.0
355;G-N Commercial services;2007 July - 2008 June;105.1;3.3
356;G-N Commercial services;2007 October - 2008 September;105.9;3.5
357;G-N Commercial services;2008 January - 2008 December;105.9;2.6
358;G-N Commercial services;2008 April - 2009 March;106.5;2.3
359;G-N Commercial services;2008 July - 2009 June;107.4;2.2
360;G-N Commercial services;2008 October - 2009 September;107.1;1.1
361;G-N Commercial services;2009 January - 2009 December;106.4;0.5
362;G-N Commercial services;2009 April - 2010 March;106.0;-0.5
363;G-N Commercial services;2009 July - 2010 June;106.5;-0.8
364;G-N Commercial services;2009 October - 2010 September;106.8;-0.3
365;G-N Commercial services;2010 January - 2010 December;107.0;0.6
366;G-N Commercial services;2010 April - 2011 March;107.1;1.0
367;G-N Commercial services;2010 July - 2011 June;107.3;0.8
368;G-N Commercial services;2010 October - 2011 September;107.7;0.8
369;G-N Commercial services;2011 January - 2011 December;108.8;1.7
370;G-N Commercial services;2011 April - 2012 March;108.8;1.6
371;G-N Commercial services;2011 July - 2012 June;109.1;1.7
372;G-N Commercial services;2011 October - 2012 September;109.8;1.9
373;G-N Commercial services;2012 January - 2012 December;109.9;1.0
374;G-N Commercial services;2012 April - 2013 March;111.4;2.4
375;G-N Commercial services;2012 July - 2013 June;112.0;2.7
376;G-N Commercial services;2012 October - 2013 September;112.1;2.1
377;G-N Commercial services;2013 January - 2013 December;112.5;2.4
378;G-I Trade, transport, hotels, catering;2001;90.2;
379;G-I Trade, transport, hotels, catering;2002;94.0;4.2
380;G-I Trade, transport, hotels, catering;2003;96.4;2.6
381;G-I Trade, transport, hotels, catering;2004;96.3;-0.1
382;G-I Trade, transport, hotels, catering;2005;97.5;1.2
383;G-I Trade, transport, hotels, catering;2006;100.0;2.6
384;G-I Trade, transport, hotels, catering;2007;102.4;2.4
385;G-I Trade, transport, hotels, catering;2008;105.3;2.8
386;G-I Trade, transport, hotels, catering;2009;105.9;0.6
387;G-I Trade, transport, hotels, catering;2010;106.8;0.8
388;G-I Trade, transport, hotels, catering;2011;108.0;1.1
389;G-I Trade, transport, hotels, catering;2012;108.8;0.7
390;G-I Trade, transport, hotels, catering;2013;110.3;1.4
391;G-I Trade, transport, hotels, catering;2006 January - 2006 December;100.0;2.6
392;G-I Trade, transport, hotels, catering;2006 April - 2007 March;100.9;
393;G-I Trade, transport, hotels, catering;2006 July - 2007 June;101.4;
394;G-I Trade, transport, hotels, catering;2006 October - 2007 September;102.0;
395;G-I Trade, transport, hotels, catering;2007 January - 2007 December;102.4;2.4
396;G-I Trade, transport, hotels, catering;2007 April - 2008 March;103.3;2.4
397;G-I Trade, transport, hotels, catering;2007 July - 2008 June;104.2;2.8
398;G-I Trade, transport, hotels, catering;2007 October - 2008 September;104.8;2.7
399;G-I Trade, transport, hotels, catering;2008 January - 2008 December;105.3;2.8
400;G-I Trade, transport, hotels, catering;2008 April - 2009 March;106.1;2.7
401;G-I Trade, transport, hotels, catering;2008 July - 2009 June;107.0;2.7
402;G-I Trade, transport, hotels, catering;2008 October - 2009 September;106.8;1.9
403;G-I Trade, transport, hotels, catering;2009 January - 2009 December;105.9;0.6
404;G-I Trade, transport, hotels, catering;2009 April - 2010 March;105.8;-0.3
405;G-I Trade, transport, hotels, catering;2009 July - 2010 June;106.3;-0.7
406;G-I Trade, transport, hotels, catering;2009 October - 2010 September;106.6;-0.2
407;G-I Trade, transport, hotels, catering;2010 January - 2010 December;106.8;0.8
408;G-I Trade, transport, hotels, catering;2010 April - 2011 March;106.6;0.8
409;G-I Trade, transport, hotels, catering;2010 July - 2011 June;106.8;0.5
410;G-I Trade, transport, hotels, catering;2010 October - 2011 September;107.1;0.5
411;G-I Trade, transport, hotels, catering;2011 January - 2011 December;108.0;1.1
412;G-I Trade, transport, hotels, catering;2011 April - 2012 March;108.1;1.4
413;G-I Trade, transport, hotels, catering;2011 July - 2012 June;108.4;1.5
414;G-I Trade, transport, hotels, catering;2011 October - 2012 September;108.9;1.7
415;G-I Trade, transport, hotels, catering;2012 January - 2012 December;108.8;0.7
416;G-I Trade, transport, hotels, catering;2012 April - 2013 March;109.9;1.7
417;G-I Trade, transport, hotels, catering;2012 July - 2013 June;110.4;1.8
418;G-I Trade, transport, hotels, catering;2012 October - 2013 September;110.4;1.4
419;G-I Trade, transport, hotels, catering;2013 January - 2013 December;110.3;1.4
420;G+I Trade, hotels, restaurants, bars;2001;90.7;
421;G+I Trade, hotels, restaurants, bars;2002;94.2;3.9
422;G+I Trade, hotels, restaurants, bars;2003;96.7;2.7
423;G+I Trade, hotels, restaurants, bars;2004;96.4;-0.3
424;G+I Trade, hotels, restaurants, bars;2005;97.7;1.3
425;G+I Trade, hotels, restaurants, bars;2006;100.0;2.4
426;G+I Trade, hotels, restaurants, bars;2007;102.3;2.3
427;G+I Trade, hotels, restaurants, bars;2008;105.2;2.8
428;G+I Trade, hotels, restaurants, bars;2009;105.7;0.5
429;G+I Trade, hotels, restaurants, bars;2010;106.4;0.7
430;G+I Trade, hotels, restaurants, bars;2011;107.4;0.9
431;G+I Trade, hotels, restaurants, bars;2012;108.4;0.9
432;G+I Trade, hotels, restaurants, bars;2013;109.8;1.3
433;G+I Trade, hotels, restaurants, bars;2006 January - 2006 December;100.0;2.4
434;G+I Trade, hotels, restaurants, bars;2006 April - 2007 March;101.0;
435;G+I Trade, hotels, restaurants, bars;2006 July - 2007 June;101.5;
436;G+I Trade, hotels, restaurants, bars;2006 October - 2007 September;102.0;
437;G+I Trade, hotels, restaurants, bars;2007 January - 2007 December;102.3;2.3
438;G+I Trade, hotels, restaurants, bars;2007 April - 2008 March;103.0;2.0
439;G+I Trade, hotels, restaurants, bars;2007 July - 2008 June;103.9;2.4
440;G+I Trade, hotels, restaurants, bars;2007 October - 2008 September;104.7;2.6
441;G+I Trade, hotels, restaurants, bars;2008 January - 2008 December;105.2;2.8
442;G+I Trade, hotels, restaurants, bars;2008 April - 2009 March;106.0;2.9
443;G+I Trade, hotels, restaurants, bars;2008 July - 2009 June;106.8;2.8
444;G+I Trade, hotels, restaurants, bars;2008 October - 2009 September;106.6;1.8
445;G+I Trade, hotels, restaurants, bars;2009 January - 2009 December;105.7;0.5
446;G+I Trade, hotels, restaurants, bars;2009 April - 2010 March;105.5;-0.5
447;G+I Trade, hotels, restaurants, bars;2009 July - 2010 June;106.0;-0.7
448;G+I Trade, hotels, restaurants, bars;2009 October - 2010 September;106.2;-0.4
449;G+I Trade, hotels, restaurants, bars;2010 January - 2010 December;106.4;0.7
450;G+I Trade, hotels, restaurants, bars;2010 April - 2011 March;106.1;0.6
451;G+I Trade, hotels, restaurants, bars;2010 July - 2011 June;106.3;0.3
452;G+I Trade, hotels, restaurants, bars;2010 October - 2011 September;106.5;0.3
453;G+I Trade, hotels, restaurants, bars;2011 January - 2011 December;107.4;0.9
454;G+I Trade, hotels, restaurants, bars;2011 April - 2012 March;107.5;1.3
455;G+I Trade, hotels, restaurants, bars;2011 July - 2012 June;107.8;1.4
456;G+I Trade, hotels, restaurants, bars;2011 October - 2012 September;108.5;1.9
