ID;RegioS;PolitiekePartijen;GeldigeStemmen_1;GeldigeStemmenRelatief_2;Zetelverdeling_3;ZetelverdelingRelatief_4
132;Drenthe (PV);4;40472.0;21.2;10.0;24.4
133;Drenthe (PV);5;14427.0;7.6;3.0;7.3
134;Drenthe (PV);6;;;;
135;Drenthe (PV);7;;;;
136;Drenthe (PV);8;3643.0;1.9;0.0;0.0
137;Drenthe (PV);9;1352.0;0.7;0.0;0.0
138;Drenthe (PV);10;2110.0;1.1;0.0;0.0
139;Drenthe (PV);11;;;;
140;Drenthe (PV);12;;;;
141;Drenthe (PV);13;;;;
142;Drenthe (PV);14;;;;
143;Drenthe (PV);15;;;;
144;Drenthe (PV);16;9004.0;4.7;2.0;4.9
145;Drenthe (PV);17;;;;
146;Drenthe (PV);18;;;;
147;Drenthe (PV);19;;;;
148;Drenthe (PV);20;;;;
149;Drenthe (PV);21;;;;
150;Drenthe (PV);22;;;;
151;Drenthe (PV);23;;;;
152;Drenthe (PV);24;;;;
153;Drenthe (PV);25;;;;
154;Drenthe (PV);26;;;;
155;Drenthe (PV);27;;;;
156;Drenthe (PV);28;;;;
157;Drenthe (PV);29;2642.0;1.4;0.0;0.0
158;Drenthe (PV);30;;;;
159;Drenthe (PV);31;;;;
160;Drenthe (PV);32;;;;
161;Drenthe (PV);33;51875.0;27.2;13.0;31.7
162;Drenthe (PV);34;3582.0;1.9;0.0;0.0
163;Drenthe (PV);35;2019.0;1.1;0.0;0.0
164;Drenthe (PV);36;;;;
165;Drenthe (PV);37;;;;
166;Drenthe (PV);38;23397.0;12.3;5.0;12.2
167;Drenthe (PV);39;677.0;0.4;0.0;0.0
168;Drenthe (PV);40;;;;
169;Drenthe (PV);41;;;;
170;Drenthe (PV);42;31954.0;16.8;8.0;19.5
171;Drenthe (PV);43;;;;
172;Overijssel (PV);1;415052.0;100.0;47.0;100.0
173;Overijssel (PV);2;;;;
174;Overijssel (PV);3;;;;
175;Overijssel (PV);4;141320.0;34.0;17.0;36.2
176;Overijssel (PV);5;42992.0;10.4;5.0;10.6
177;Overijssel (PV);6;;;;
178;Overijssel (PV);7;;;;
179;Overijssel (PV);8;6776.0;1.6;0.0;0.0
180;Overijssel (PV);9;;;;
181;Overijssel (PV);10;;;;
182;Overijssel (PV);11;;;;
183;Overijssel (PV);12;;;;
184;Overijssel (PV);13;1519.0;0.4;0.0;0.0
185;Overijssel (PV);14;;;;
186;Overijssel (PV);15;;;;
187;Overijssel (PV);16;17851.0;4.3;2.0;4.3
188;Overijssel (PV);17;;;;
189;Overijssel (PV);18;;;;
190;Overijssel (PV);19;2168.0;0.5;0.0;0.0
191;Overijssel (PV);20;;;;
192;Overijssel (PV);21;;;;
193;Overijssel (PV);22;;;;
194;Overijssel (PV);23;;;;
195;Overijssel (PV);24;;;;
196;Overijssel (PV);25;;;;
197;Overijssel (PV);26;1750.0;0.4;0.0;0.0
198;Overijssel (PV);27;;;;
199;Overijssel (PV);28;;;;
200;Overijssel (PV);29;;;;
201;Overijssel (PV);30;;;;
202;Overijssel (PV);31;;;;
203;Overijssel (PV);32;;;;
204;Overijssel (PV);33;74170.0;17.9;9.0;19.1
205;Overijssel (PV);34;6968.0;1.7;0.0;0.0
206;Overijssel (PV);35;;;;
207;Overijssel (PV);36;;;;
208;Overijssel (PV);37;;;;
209;Overijssel (PV);38;48777.0;11.8;6.0;12.8
210;Overijssel (PV);39;14446.0;3.5;2.0;4.3
211;Overijssel (PV);40;;;;
212;Overijssel (PV);41;;;;
213;Overijssel (PV);42;56315.0;13.6;6.0;12.8
214;Overijssel (PV);43;;;;
215;Flevoland (PV);1;114267.0;100.0;39.0;100.0
216;Flevoland (PV);2;;;;
217;Flevoland (PV);3;;;;
218;Flevoland (PV);4;21652.0;18.9;8.0;20.5
219;Flevoland (PV);5;12740.0;11.1;5.0;12.8
220;Flevoland (PV);6;;;;
221;Flevoland (PV);7;;;;
222;Flevoland (PV);8;2444.0;2.1;0.0;0.0
223;Flevoland (PV);9;;;;
224;Flevoland (PV);10;;;;
225;Flevoland (PV);11;;;;
226;Flevoland (PV);12;;;;
227;Flevoland (PV);13;;;;
228;Flevoland (PV);14;;;;
229;Flevoland (PV);15;;;;
230;Flevoland (PV);16;6330.0;5.5;2.0;5.1
231;Flevoland (PV);17;;;;
232;Flevoland (PV);18;;;;
233;Flevoland (PV);19;;;;
234;Flevoland (PV);20;;;;
235;Flevoland (PV);21;;;;
236;Flevoland (PV);22;;;;
237;Flevoland (PV);23;;;;
238;Flevoland (PV);24;;;;
239;Flevoland (PV);25;;;;
240;Flevoland (PV);26;;;;
241;Flevoland (PV);27;;;;
242;Flevoland (PV);28;;;;
243;Flevoland (PV);29;;;;
244;Flevoland (PV);30;1944.0;1.7;0.0;0.0
245;Flevoland (PV);31;;;;
246;Flevoland (PV);32;;;;
247;Flevoland (PV);33;19421.0;17.0;7.0;17.9
248;Flevoland (PV);34;3687.0;3.2;1.0;2.6
249;Flevoland (PV);35;;;;
250;Flevoland (PV);36;;;;
251;Flevoland (PV);37;;;;
252;Flevoland (PV);38;16023.0;14.0;6.0;15.4
253;Flevoland (PV);39;4030.0;3.5;1.0;2.6
254;Flevoland (PV);40;;;;
255;Flevoland (PV);41;;;;
256;Flevoland (PV);42;25996.0;22.8;9.0;23.1
257;Flevoland (PV);43;;;;
258;Gelderland (PV);1;727637.0;100.0;53.0;100.0
259;Gelderland (PV);2;;;;
260;Gelderland (PV);3;;;;
261;Gelderland (PV);4;195375.0;26.9;15.0;28.3
262;Gelderland (PV);5;58917.0;8.1;4.0;7.5
263;Gelderland (PV);6;;;;
264;Gelderland (PV);7;;;;
265;Gelderland (PV);8;16855.0;2.3;1.0;1.9
266;Gelderland (PV);9;;;;
267;Gelderland (PV);10;;;;
268;Gelderland (PV);11;5010.0;0.7;0.0;0.0
269;Gelderland (PV);12;;;;
270;Gelderland (PV);13;2149.0;0.3;0.0;0.0
271;Gelderland (PV);14;6903.0;0.9;0.0;0.0
272;Gelderland (PV);15;;;;
273;Gelderland (PV);16;42539.0;5.8;3.0;5.7
274;Gelderland (PV);17;706.0;0.1;0.0;0.0
275;Gelderland (PV);18;;;;
276;Gelderland (PV);19;;;;
277;Gelderland (PV);20;;;;
278;Gelderland (PV);21;;;;
279;Gelderland (PV);22;;;;
280;Gelderland (PV);23;;;;
281;Gelderland (PV);24;;;;
282;Gelderland (PV);25;1966.0;0.3;0.0;0.0
283;Gelderland (PV);26;;;;
284;Gelderland (PV);27;;;;
285;Gelderland (PV);28;;;;
286;Gelderland (PV);29;;;;
287;Gelderland (PV);30;;;;
288;Gelderland (PV);31;;;;
289;Gelderland (PV);32;;;;
290;Gelderland (PV);33;124651.0;17.1;10.0;18.9
291;Gelderland (PV);34;15638.0;2.1;1.0;1.9
292;Gelderland (PV);35;;;;
293;Gelderland (PV);36;;;;
294;Gelderland (PV);37;;;;
295;Gelderland (PV);38;100295.0;13.8;7.0;13.2
296;Gelderland (PV);39;35630.0;4.9;3.0;5.7
297;Gelderland (PV);40;;;;
298;Gelderland (PV);41;;;;
299;Gelderland (PV);42;121003.0;16.6;9.0;17.0
300;Gelderland (PV);43;;;;
301;Utrecht (PV);1;441262.0;100.0;47.0;100.0
302;Utrecht (PV);2;;;;
303;Utrecht (PV);3;;;;
304;Utrecht (PV);4;98900.0;22.4;11.0;23.4
305;Utrecht (PV);5;39158.0;8.9;4.0;8.5
306;Utrecht (PV);6;;;;
307;Utrecht (PV);7;;;;
308;Utrecht (PV);8;17764.0;4.0;2.0;4.3
309;Utrecht (PV);9;;;;
310;Utrecht (PV);10;;;;
311;Utrecht (PV);11;;;;
312;Utrecht (PV);12;;;;
313;Utrecht (PV);13;;;;
314;Utrecht (PV);14;;;;
315;Utrecht (PV);15;;;;
316;Utrecht (PV);16;39923.0;9.0;4.0;8.5
317;Utrecht (PV);17;;;;
318;Utrecht (PV);18;;;;
319;Utrecht (PV);19;;;;
320;Utrecht (PV);20;;;;
321;Utrecht (PV);21;;;;
322;Utrecht (PV);22;;;;
323;Utrecht (PV);23;9219.0;2.1;1.0;2.1
324;Utrecht (PV);24;;;;
325;Utrecht (PV);25;;;;
326;Utrecht (PV);26;;;;
327;Utrecht (PV);27;;;;
328;Utrecht (PV);28;;;;
329;Utrecht (PV);29;;;;
330;Utrecht (PV);30;;;;
331;Utrecht (PV);31;;;;
332;Utrecht (PV);32;;;;
333;Utrecht (PV);33;69823.0;15.8;8.0;17.0
334;Utrecht (PV);34;11753.0;2.7;1.0;2.1
335;Utrecht (PV);35;;;;
336;Utrecht (PV);36;;;;
337;Utrecht (PV);37;;;;
338;Utrecht (PV);38;51709.0;11.7;5.0;10.6
339;Utrecht (PV);39;14291.0;3.2;1.0;2.1
340;Utrecht (PV);40;;;;
341;Utrecht (PV);41;;;;
342;Utrecht (PV);42;88722.0;20.1;10.0;21.3
343;Utrecht (PV);43;;;;
344;Noord-Holland (PV);1;864677.0;100.0;55.0;100.0
345;Noord-Holland (PV);2;;;;
346;Noord-Holland (PV);3;;;;
347;Noord-Holland (PV);4;152820.0;17.7;10.0;18.2
348;Noord-Holland (PV);5;;;;
349;Noord-Holland (PV);6;28998.0;3.4;2.0;3.6
350;Noord-Holland (PV);7;;;;
351;Noord-Holland (PV);8;32775.0;3.8;2.0;3.6
352;Noord-Holland (PV);9;;;;
353;Noord-Holland (PV);10;;;;
354;Noord-Holland (PV);11;;;;
355;Noord-Holland (PV);12;;;;
356;Noord-Holland (PV);13;;;;
357;Noord-Holland (PV);14;;;;
358;Noord-Holland (PV);15;;;;
359;Noord-Holland (PV);16;83718.0;9.7;5.0;9.1
360;Noord-Holland (PV);17;;;;
361;Noord-Holland (PV);18;;;;
362;Noord-Holland (PV);19;;;;
363;Noord-Holland (PV);20;;;;
364;Noord-Holland (PV);21;;;;
365;Noord-Holland (PV);22;;;;
366;Noord-Holland (PV);23;;;;
367;Noord-Holland (PV);24;;;;
368;Noord-Holland (PV);25;;;;
369;Noord-Holland (PV);26;;;;
370;Noord-Holland (PV);27;;;;
371;Noord-Holland (PV);28;6840.0;0.8;0.0;0.0
372;Noord-Holland (PV);29;;;;
373;Noord-Holland (PV);30;;;;
374;Noord-Holland (PV);31;27545.0;3.2;1.0;1.8
375;Noord-Holland (PV);32;;;;
376;Noord-Holland (PV);33;167089.0;19.3;11.0;20.0
377;Noord-Holland (PV);34;32330.0;3.7;2.0;3.6
378;Noord-Holland (PV);35;;;;
379;Noord-Holland (PV);36;;;;
380;Noord-Holland (PV);37;;;;
381;Noord-Holland (PV);38;135996.0;15.7;9.0;16.4
382;Noord-Holland (PV);39;;;;
383;Noord-Holland (PV);40;;;;
384;Noord-Holland (PV);41;;;;
385;Noord-Holland (PV);42;196566.0;22.7;13.0;23.6
386;Noord-Holland (PV);43;;;;
387;Zuid-Holland (PV);1;1115672.0;100.0;55.0;100.0
388;Zuid-Holland (PV);2;;;;
389;Zuid-Holland (PV);3;;;;
390;Zuid-Holland (PV);4;240021.0;21.5;13.0;23.6
391;Zuid-Holland (PV);5;77153.0;6.9;4.0;7.3
392;Zuid-Holland (PV);6;;;;
393;Zuid-Holland (PV);7;;;;
394;Zuid-Holland (PV);8;28926.0;2.6;1.0;1.8
395;Zuid-Holland (PV);9;;;;
396;Zuid-Holland (PV);10;;;;
397;Zuid-Holland (PV);11;;;;
398;Zuid-Holland (PV);12;;;;
399;Zuid-Holland (PV);13;6249.0;0.6;0.0;0.0
400;Zuid-Holland (PV);14;;;;
401;Zuid-Holland (PV);15;;;;
402;Zuid-Holland (PV);16;65684.0;5.9;3.0;5.5
403;Zuid-Holland (PV);17;;;;
404;Zuid-Holland (PV);18;3179.0;0.3;0.0;0.0
405;Zuid-Holland (PV);19;;;;
406;Zuid-Holland (PV);20;33333.0;3.0;1.0;1.8
407;Zuid-Holland (PV);21;;;;
408;Zuid-Holland (PV);22;8051.0;0.7;0.0;0.0
409;Zuid-Holland (PV);23;;;;
410;Zuid-Holland (PV);24;;;;
411;Zuid-Holland (PV);25;;;;
412;Zuid-Holland (PV);26;2676.0;0.2;0.0;0.0
413;Zuid-Holland (PV);27;;;;
414;Zuid-Holland (PV);28;;;;
415;Zuid-Holland (PV);29;;;;
416;Zuid-Holland (PV);30;;;;
417;Zuid-Holland (PV);31;;;;
418;Zuid-Holland (PV);32;;;;
419;Zuid-Holland (PV);33;189907.0;17.0;10.0;18.2
420;Zuid-Holland (PV);34;34448.0;3.1;1.0;1.8
421;Zuid-Holland (PV);35;;;;
422;Zuid-Holland (PV);36;;;;
423;Zuid-Holland (PV);37;357.0;0.0;0.0;0.0
424;Zuid-Holland (PV);38;151015.0;13.5;8.0;14.5
425;Zuid-Holland (PV);39;48265.0;4.3;2.0;3.6
426;Zuid-Holland (PV);40;;;;
427;Zuid-Holland (PV);41;;;;
428;Zuid-Holland (PV);42;226408.0;20.3;12.0;21.8
429;Zuid-Holland (PV);43;;;;
430;Zeeland (PV);1;150414.0;100.0;39.0;100.0
431;Zeeland (PV);2;;;;
432;Zeeland (PV);3;;;;
433;Zeeland (PV);4;37146.0;24.7;10.0;25.6
434;Zeeland (PV);5;12040.0;8.0;3.0;7.7
435;Zeeland (PV);6;;;;
436;Zeeland (PV);7;;;;
437;Zeeland (PV);8;1945.0;1.3;0.0;0.0
438;Zeeland (PV);9;;;;
439;Zeeland (PV);10;;;;
440;Zeeland (PV);11;;;;
441;Zeeland (PV);12;;;;
442;Zeeland (PV);13;;;;
443;Zeeland (PV);14;;;;
444;Zeeland (PV);15;;;;
445;Zeeland (PV);16;7403.0;4.9;2.0;5.1
446;Zeeland (PV);17;;;;
447;Zeeland (PV);18;;;;
448;Zeeland (PV);19;;;;
449;Zeeland (PV);20;;;;
450;Zeeland (PV);21;;;;
451;Zeeland (PV);22;;;;
452;Zeeland (PV);23;;;;
453;Zeeland (PV);24;;;;
454;Zeeland (PV);25;;;;
455;Zeeland (PV);26;;;;
456;Zeeland (PV);27;;;;
457;Zeeland (PV);28;;;;
458;Zeeland (PV);29;;;;
459;Zeeland (PV);30;;;;
460;Zeeland (PV);31;;;;
461;Zeeland (PV);32;;;;
462;Zeeland (PV);33;21351.0;14.2;6.0;15.4
463;Zeeland (PV);34;;;;
464;Zeeland (PV);35;;;;
465;Zeeland (PV);36;10402.0;6.9;2.0;5.1
466;Zeeland (PV);37;;;;
467;Zeeland (PV);38;18727.0;12.5;5.0;12.8
468;Zeeland (PV);39;17654.0;11.7;5.0;12.8
469;Zeeland (PV);40;;;;
470;Zeeland (PV);41;;;;
471;Zeeland (PV);42;21822.0;14.5;6.0;15.4
472;Zeeland (PV);43;1924.0;1.3;0.0;0.0
473;Noord-Brabant (PV);1;765710.0;100.0;55.0;100.0
474;Noord-Brabant (PV);2;;;;
475;Noord-Brabant (PV);3;14576.0;1.9;1.0;1.8
476;Noord-Brabant (PV);4;239296.0;31.3;18.0;32.7
477;Noord-Brabant (PV);5;;;;
478;Noord-Brabant (PV);6;20825.0;2.7;1.0;1.8
479;Noord-Brabant (PV);7;;;;
480;Noord-Brabant (PV);8;15998.0;2.1;1.0;1.8
481;Noord-Brabant (PV);9;;;;
482;Noord-Brabant (PV);10;;;;
483;Noord-Brabant (PV);11;;;;
484;Noord-Brabant (PV);12;;;;
485;Noord-Brabant (PV);13;;;;
486;Noord-Brabant (PV);14;;;;
487;Noord-Brabant (PV);15;;;;
488;Noord-Brabant (PV);16;31611.0;4.1;2.0;3.6
489;Noord-Brabant (PV);17;;;;
490;Noord-Brabant (PV);18;;;;
491;Noord-Brabant (PV);19;;;;
492;Noord-Brabant (PV);20;;;;
493;Noord-Brabant (PV);21;;;;
494;Noord-Brabant (PV);22;;;;
495;Noord-Brabant (PV);23;;;;
496;Noord-Brabant (PV);24;;;;
497;Noord-Brabant (PV);25;;;;
498;Noord-Brabant (PV);26;;;;
499;Noord-Brabant (PV);27;;;;
500;Noord-Brabant (PV);28;;;;
501;Noord-Brabant (PV);29;;;;
502;Noord-Brabant (PV);30;;;;
503;Noord-Brabant (PV);31;;;;
504;Noord-Brabant (PV);32;;;;
505;Noord-Brabant (PV);33;108048.0;14.1;8.0;14.5
506;Noord-Brabant (PV);34;16595.0;2.2;1.0;1.8
507;Noord-Brabant (PV);35;;;;
508;Noord-Brabant (PV);36;;;;
509;Noord-Brabant (PV);37;;;;
510;Noord-Brabant (PV);38;160583.0;21.0;12.0;21.8
511;Noord-Brabant (PV);39;;;;
512;Noord-Brabant (PV);40;1597.0;0.2;0.0;0.0
513;Noord-Brabant (PV);41;12001.0;1.6;0.0;0.0
514;Noord-Brabant (PV);42;144580.0;18.9;11.0;20.0
515;Noord-Brabant (PV);43;;;;
516;Limburg (PV);1;378251.0;100.0;47.0;100.0
517;Limburg (PV);2;;;;
518;Limburg (PV);3;;;;
519;Limburg (PV);4;133722.0;35.4;18.0;38.3
520;Limburg (PV);5;6908.0;1.8;0.0;0.0
521;Limburg (PV);6;;;;
522;Limburg (PV);7;;;;
523;Limburg (PV);8;8576.0;2.3;1.0;2.1
524;Limburg (PV);9;;;;
525;Limburg (PV);10;;;;
526;Limburg (PV);11;;;;
527;Limburg (PV);12;;;;
528;Limburg (PV);13;;;;
529;Limburg (PV);14;;;;
530;Limburg (PV);15;;;;
531;Limburg (PV);16;16054.0;4.2;2.0;4.3
532;Limburg (PV);17;;;;
533;Limburg (PV);18;;;;
534;Limburg (PV);19;;;;
535;Limburg (PV);20;;;;
536;Limburg (PV);21;4010.0;1.1;0.0;0.0
537;Limburg (PV);22;;;;
538;Limburg (PV);23;;;;
539;Limburg (PV);24;;;;
540;Limburg (PV);25;;;;
541;Limburg (PV);26;;;;
542;Limburg (PV);27;;;;
543;Limburg (PV);28;;;;
544;Limburg (PV);29;;;;
545;Limburg (PV);30;;;;
546;Limburg (PV);31;;;;
547;Limburg (PV);32;14232.0;3.8;1.0;2.1
548;Limburg (PV);33;60109.0;15.9;8.0;17.0
549;Limburg (PV);34;9717.0;2.6;1.0;2.1
550;Limburg (PV);35;;;;
551;Limburg (PV);36;;;;
552;Limburg (PV);37;;;;
553;Limburg (PV);38;70267.0;18.6;9.0;19.1
554;Limburg (PV);39;;;;
555;Limburg (PV);40;;;;
556;Limburg (PV);41;;;;
557;Limburg (PV);42;54656.0;14.4;7.0;14.9
558;Limburg (PV);43;;;;
