ID;Bronnen;Perioden;CO2_1;NMVOS_2;CH4_3;SO2_4;N2O_5;CO_6;NOx_7;NH3_8;PM10_9;PM25_10
490;Binnenvaart;2008;1900;6.06;0.07;1.2;0.05;27.3;27.8;0.01;1.06;1.0
491;Binnenvaart;2009;1700;5.82;0.07;1.0;0.04;26.9;23.1;0.0;0.95;0.9
492;Binnenvaart;2010;1800;5.82;0.07;0.5;0.04;27.1;24.6;0.01;0.96;0.91
493;Binnenvaart;2011;1900;5.57;0.07;0.0;0.04;27.3;26.1;0.01;0.96;0.91
494;Binnenvaart;2012;2000;5.53;0.08;0.0;0.05;27.3;28.0;0.01;1.01;0.95
495;Binnenvaart;2013 ;2000;5.24;0.07;0.0;0.05;26.9;27.3;0.01;0.97;0.91
496;Binnenvaart;2014 ;2000;4.28;0.07;0.0;0.05;26.8;27.6;0.01;0.96;0.91
497;Binnenvaart;2015 ;2100;4.07;0.07;0.0;0.05;26.6;27.9;0.01;0.96;0.9
498;Binnenvaart;2016 ;2000;4.17;0.07;0.0;0.05;26.4;27.4;0.01;0.93;0.87
499;Binnenvaart;2017 ;2100;4.24;0.07;0.0;0.05;26.5;27.9;0.01;0.93;0.87
500;Binnenvaart;2018 ;2100;4.22;0.07;0.0;0.05;26.6;28.0;0.01;0.92;0.86
501;Binnenvaart;2019 ;1900;3.79;0.06;0.0;0.05;25.9;25.3;0.01;0.82;0.78
502;Binnenvaart;2020 ;1900;3.62;0.06;0.0;0.04;25.6;24.6;0.01;0.8;0.75
503;Binnenvaart;2021 ;1900;3.65;0.06;0.0;0.04;25.5;24.1;0.01;0.77;0.72
504;Zeevaart;1990;3600;2.73;0.11;51.7;0.09;3.6;88.5;0.01;6.13;5.83
505;Zeevaart;1995;3700;2.81;0.12;53.2;0.09;3.7;90.9;0.01;6.3;5.99
506;Zeevaart;2000;4600;3.42;0.14;65.5;0.12;4.5;110.8;0.01;7.72;7.34
507;Zeevaart;2001;4700;3.48;0.14;65.0;0.12;4.6;113.5;0.01;7.69;7.31
508;Zeevaart;2002;4800;3.53;0.15;64.3;0.12;4.7;116.0;0.01;7.64;7.25
509;Zeevaart;2003;4900;3.58;0.15;63.6;0.12;4.7;118.5;0.02;7.57;7.19
510;Zeevaart;2004;5100;3.63;0.15;61.1;0.13;4.9;122.0;0.02;7.35;6.98
511;Zeevaart;2005;5100;3.7;0.15;63.8;0.13;4.9;123.8;0.02;7.61;7.23
512;Zeevaart;2006;5400;3.9;0.16;66.9;0.14;5.2;130.6;0.02;7.99;7.59
513;Zeevaart;2007;5100;3.58;0.15;59.6;0.13;5.0;121.9;0.02;7.13;6.77
514;Zeevaart;2008;4900;3.43;0.14;40.9;0.12;5.2;108.7;0.02;5.98;5.68
515;Zeevaart;2009;4800;3.26;0.14;39.6;0.12;5.1;104.0;0.01;5.97;5.67
516;Zeevaart;2010;4800;2.94;0.12;35.3;0.12;4.6;102.6;0.01;5.52;5.25
517;Zeevaart;2011;5000;3.0;0.12;25.9;0.13;4.9;104.5;0.02;4.62;4.39
518;Zeevaart;2012;4700;2.86;0.12;24.0;0.12;4.7;97.0;0.01;4.3;4.09
519;Zeevaart;2013 ;4300;2.6;0.11;22.0;0.11;4.4;88.9;0.01;3.95;3.75
520;Zeevaart;2014 ;4700;2.92;0.13;23.3;0.12;5.2;95.5;0.01;4.2;3.99
521;Zeevaart;2015 ;5200;3.21;0.17;11.9;0.13;5.5;102.9;0.02;3.77;3.58
522;Zeevaart;2016 ;4800;2.99;0.18;5.3;0.12;5.3;102.6;0.02;2.88;2.73
523;Zeevaart;2017 ;4800;2.89;0.18;5.1;0.12;5.3;100.6;0.01;2.7;2.57
524;Zeevaart;2018 ;5100;3.13;0.73;4.5;0.13;5.9;102.8;0.02;2.81;2.67
525;Zeevaart;2019 ;5400;3.31;1.01;4.1;0.13;6.3;107.5;0.02;2.85;2.71
526;Zeevaart;2020 ;5500;3.3;1.27;3.5;0.14;6.4;107.2;0.02;2.74;2.61
527;Zeevaart;2021 ;5300;3.1;1.21;3.4;0.13;6.3;102.3;0.02;2.69;2.56
528;Luchtvaart;1990;300;0.48;0.01;0.1;0.01;3.7;1.4;0.0;0.04;0.04
529;Luchtvaart;1995;500;0.48;0.01;0.2;0.02;4.3;2.1;0.0;0.05;0.05
530;Luchtvaart;2000;600;0.45;0.01;0.2;0.02;4.2;2.7;0.0;0.06;0.06
531;Luchtvaart;2001;600;0.42;0.01;0.2;0.02;3.9;2.7;0.0;0.06;0.05
532;Luchtvaart;2002;600;0.41;0.01;0.2;0.02;3.9;2.7;0.0;0.06;0.05
533;Luchtvaart;2003;700;0.48;0.01;0.2;0.02;4.5;2.9;0.0;0.06;0.06
534;Luchtvaart;2004;800;0.52;0.01;0.2;0.02;4.5;3.0;0.0;0.07;0.06
535;Luchtvaart;2005;800;0.53;0.01;0.2;0.03;4.5;3.2;0.0;0.07;0.06
536;Luchtvaart;2006;800;0.55;0.01;0.2;0.03;4.6;3.2;0.0;0.07;0.06
537;Luchtvaart;2007;800;0.55;0.01;0.2;0.03;4.6;3.3;0.0;0.07;0.06
538;Luchtvaart;2008;800;0.55;0.01;0.3;0.03;4.7;3.3;0.0;0.07;0.06
539;Luchtvaart;2009;700;0.49;0.01;0.2;0.02;4.5;3.0;0.0;0.06;0.05
540;Luchtvaart;2010;800;0.49;0.01;0.2;0.02;4.5;3.2;0.0;0.06;0.05
541;Luchtvaart;2011;800;0.52;0.01;0.2;0.03;4.6;3.3;0.0;0.06;0.05
542;Luchtvaart;2012;800;0.51;0.01;0.2;0.03;4.4;3.3;0.0;0.06;0.05
543;Luchtvaart;2013 ;800;0.5;0.01;0.2;0.03;4.2;3.4;0.0;0.06;0.05
544;Luchtvaart;2014 ;800;0.5;0.01;0.2;0.03;4.2;3.5;0.0;0.06;0.05
545;Luchtvaart;2015 ;800;0.5;0.01;0.3;0.03;4.2;3.6;0.0;0.05;0.04
546;Luchtvaart;2016 ;900;0.51;0.01;0.3;0.03;4.3;3.8;0.0;0.05;0.04
547;Luchtvaart;2017 ;900;0.51;0.01;0.3;0.03;4.3;4.0;0.0;0.05;0.04
548;Luchtvaart;2018 ;900;0.52;0.01;0.3;0.03;4.4;4.2;0.0;0.05;0.04
549;Luchtvaart;2019 ;900;0.52;0.01;0.3;0.03;4.5;4.1;0.0;0.05;0.04
550;Luchtvaart;2020 ;500;0.27;0.0;0.1;0.02;2.5;2.3;0.0;0.03;0.02
551;Luchtvaart;2021 ;500;0.3;0.0;0.2;0.02;2.9;2.6;0.0;0.03;0.02
552;Overige mobiele bronnen, totaal;1990;4500;15.95;0.72;5.7;0.04;93.6;58.9;0.01;6.0;5.71
553;Overige mobiele bronnen, totaal;1995;4600;14.55;0.66;5.9;0.04;85.0;63.0;0.01;5.51;5.24
554;Overige mobiele bronnen, totaal;2000;4800;13.42;0.61;5.9;0.04;79.4;66.3;0.01;5.19;4.93
555;Overige mobiele bronnen, totaal;2001;4800;12.91;0.58;5.8;0.04;77.8;65.0;0.01;5.07;4.82
556;Overige mobiele bronnen, totaal;2002;4500;11.95;0.54;5.3;0.04;75.0;60.1;0.01;4.68;4.45
557;Overige mobiele bronnen, totaal;2003;4400;11.19;0.51;5.1;0.04;73.2;57.5;0.01;4.45;4.23
558;Overige mobiele bronnen, totaal;2004;4400;10.56;0.48;5.1;0.04;72.0;55.2;0.01;4.22;4.02
559;Overige mobiele bronnen, totaal;2005;4500;10.27;0.47;5.2;0.04;71.9;55.1;0.01;4.18;3.97
560;Overige mobiele bronnen, totaal;2006;4400;9.54;0.43;5.1;0.04;70.4;52.3;0.01;3.89;3.7
561;Overige mobiele bronnen, totaal;2007;4300;8.9;0.41;4.7;0.04;68.6;50.2;0.01;3.67;3.49
562;Overige mobiele bronnen, totaal;2008;4400;8.35;0.38;2.7;0.04;67.6;48.6;0.01;3.12;2.97
563;Overige mobiele bronnen, totaal;2009;4300;7.76;0.36;1.5;0.04;66.2;46.2;0.01;2.7;2.57
564;Overige mobiele bronnen, totaal;2010;4100;7.16;0.33;0.9;0.04;64.6;43.1;0.01;2.4;2.28
565;Overige mobiele bronnen, totaal;2011;4200;6.97;0.32;0.2;0.04;64.9;42.6;0.01;2.29;2.18
566;Overige mobiele bronnen, totaal;2012;3900;6.39;0.3;0.2;0.03;63.4;38.4;0.01;2.04;1.95
567;Overige mobiele bronnen, totaal;2013 ;3900;6.19;0.29;0.2;0.03;63.3;37.9;0.01;1.98;1.89
568;Overige mobiele bronnen, totaal;2014 ;4000;5.93;0.28;0.3;0.04;63.3;37.8;0.01;1.93;1.84
569;Overige mobiele bronnen, totaal;2015 ;3900;5.48;0.26;0.2;0.03;62.4;35.7;0.02;1.76;1.67
570;Overige mobiele bronnen, totaal;2016 ;4000;5.24;0.24;0.1;0.04;62.2;34.7;0.04;1.68;1.6
571;Overige mobiele bronnen, totaal;2017 ;3800;4.8;0.22;0.1;0.03;60.5;31.7;0.05;1.5;1.43
572;Overige mobiele bronnen, totaal;2018 ;4000;4.61;0.21;0.1;0.04;59.7;32.2;0.07;1.48;1.41
573;Overige mobiele bronnen, totaal;2019 ;3900;4.31;0.2;0.2;0.04;57.8;31.4;0.09;1.37;1.31
574;Overige mobiele bronnen, totaal;2020 ;4000;4.11;0.19;0.2;0.04;56.8;30.4;0.11;1.32;1.26
575;Overige mobiele bronnen, totaal;2021 ;3900;3.83;0.18;0.2;0.04;54.8;29.3;0.12;1.21;1.15
576;Landbouw (mobiele bronnen);1990;1100;3.97;0.18;1.2;0.01;10.2;13.2;0.0;1.66;1.57
577;Landbouw (mobiele bronnen);1995;1100;3.61;0.16;1.2;0.01;9.5;14.0;0.0;1.48;1.41
578;Landbouw (mobiele bronnen);2000;1100;3.31;0.15;1.2;0.01;9.1;14.8;0.0;1.33;1.27
579;Landbouw (mobiele bronnen);2001;1100;3.16;0.14;1.2;0.01;8.8;14.5;0.0;1.28;1.22
580;Landbouw (mobiele bronnen);2002;1100;2.97;0.14;1.1;0.01;8.4;13.7;0.0;1.2;1.14
581;Landbouw (mobiele bronnen);2003;1100;2.76;0.13;1.2;0.01;8.2;13.6;0.0;1.18;1.12
582;Landbouw (mobiele bronnen);2004;1000;2.47;0.11;1.1;0.01;7.8;12.8;0.0;1.08;1.03
583;Landbouw (mobiele bronnen);2005;1100;2.34;0.11;1.2;0.01;7.7;13.0;0.0;1.08;1.03
584;Landbouw (mobiele bronnen);2006;1100;2.14;0.1;1.1;0.01;7.4;12.5;0.0;1.02;0.97
585;Landbouw (mobiele bronnen);2007;1100;1.98;0.09;1.1;0.01;7.2;12.2;0.0;0.97;0.92
586;Landbouw (mobiele bronnen);2008;1100;1.82;0.08;0.6;0.01;6.9;11.8;0.0;0.81;0.77
587;Landbouw (mobiele bronnen);2009;1000;1.65;0.07;0.3;0.01;6.6;11.1;0.0;0.69;0.66
588;Landbouw (mobiele bronnen);2010;1100;1.61;0.07;0.1;0.01;6.6;11.3;0.0;0.67;0.64
589;Landbouw (mobiele bronnen);2011;1100;1.54;0.07;0.0;0.01;6.5;11.4;0.0;0.64;0.61
590;Landbouw (mobiele bronnen);2012;1100;1.44;0.07;0.0;0.01;6.3;10.8;0.0;0.6;0.57
591;Landbouw (mobiele bronnen);2013 ;1200;1.4;0.06;0.0;0.01;6.2;10.9;0.0;0.58;0.55
592;Landbouw (mobiele bronnen);2014 ;1300;1.4;0.06;0.0;0.01;6.3;11.5;0.0;0.58;0.55
593;Landbouw (mobiele bronnen);2015 ;1300;1.32;0.06;0.0;0.01;6.2;11.2;0.01;0.54;0.51
594;Landbouw (mobiele bronnen);2016 ;1200;1.21;0.06;0.0;0.01;5.8;10.1;0.01;0.47;0.45
595;Landbouw (mobiele bronnen);2017 ;1200;1.13;0.05;0.0;0.01;5.5;9.5;0.02;0.43;0.41
596;Landbouw (mobiele bronnen);2018 ;1400;1.14;0.05;0.0;0.01;5.6;10.3;0.03;0.45;0.43
597;Landbouw (mobiele bronnen);2019 ;1300;1.05;0.05;0.0;0.01;5.2;9.4;0.03;0.39;0.38
598;Landbouw (mobiele bronnen);2020 ;1400;1.02;0.05;0.0;0.01;5.1;9.5;0.04;0.38;0.36
599;Landbouw (mobiele bronnen);2021 ;1400;0.97;0.05;0.0;0.01;4.9;9.3;0.05;0.35;0.33
600;Visserij;1990;400;0.41;0.02;1.4;0.01;0.4;6.1;0.0;0.34;0.32
601;Visserij;1995;400;0.42;0.02;1.6;0.01;0.5;6.8;0.0;0.37;0.36
602;Visserij;2000;400;0.38;0.02;1.4;0.01;0.4;6.7;0.0;0.35;0.33
603;Visserij;2001;400;0.37;0.02;1.3;0.01;0.4;6.5;0.0;0.33;0.31
604;Visserij;2002;300;0.31;0.01;1.1;0.01;0.3;5.4;0.0;0.27;0.26
605;Visserij;2003;300;0.27;0.01;1.0;0.01;0.3;4.9;0.0;0.24;0.23
606;Visserij;2004;300;0.25;0.01;0.9;0.01;0.3;4.7;0.0;0.22;0.21
607;Visserij;2005;300;0.24;0.01;0.9;0.01;0.3;4.6;0.0;0.22;0.21
608;Visserij;2006;300;0.22;0.01;0.9;0.01;0.3;4.4;0.0;0.2;0.19
609;Visserij;2007;200;0.19;0.01;0.7;0.01;0.2;3.8;0.0;0.18;0.17
610;Visserij;2008;200;0.17;0.01;0.5;0.01;0.2;3.5;0.0;0.16;0.15
611;Visserij;2009;200;0.15;0.01;0.5;0.0;0.2;3.3;0.0;0.16;0.15
612;Visserij;2010;200;0.15;0.01;0.4;0.0;0.2;3.2;0.0;0.14;0.14
613;Visserij;2011;200;0.13;0.01;0.2;0.0;0.1;2.6;0.0;0.11;0.1
614;Visserij;2012;100;0.1;0.0;0.2;0.0;0.1;2.0;0.0;0.08;0.08
615;Visserij;2013 ;200;0.11;0.0;0.2;0.0;0.1;2.4;0.0;0.1;0.09
616;Visserij;2014 ;200;0.11;0.0;0.3;0.0;0.1;2.4;0.0;0.1;0.1
617;Visserij;2015 ;200;0.1;0.0;0.1;0.0;0.1;2.5;0.0;0.09;0.09
618;Visserij;2016 ;200;0.1;0.0;0.1;0.0;0.1;2.6;0.0;0.09;0.09
619;Visserij;2017 ;100;0.09;0.0;0.1;0.0;0.1;2.1;0.0;0.08;0.07
620;Visserij;2018 ;200;0.1;0.0;0.1;0.0;0.1;2.5;0.0;0.09;0.09
621;Visserij;2019 ;200;0.17;0.01;0.2;0.01;0.2;4.0;0.0;0.12;0.12
622;Visserij;2020 ;200;0.12;0.01;0.1;0.01;0.2;3.0;0.0;0.11;0.1
623;Visserij;2021 ;200;0.14;0.01;0.1;0.01;0.2;3.4;0.0;0.12;0.11
624;Overige sectoren (mobiele bronnen);1990;3000;11.58;0.53;3.1;0.02;83.0;39.7;0.01;4.01;3.81
625;Overige sectoren (mobiele bronnen);1995;3100;10.52;0.48;3.0;0.02;75.1;42.1;0.01;3.66;3.48
626;Overige sectoren (mobiele bronnen);2000;3300;9.73;0.44;3.2;0.03;69.9;44.8;0.01;3.51;3.33
627;Overige sectoren (mobiele bronnen);2001;3300;9.38;0.42;3.2;0.03;68.6;44.0;0.01;3.45;3.29
628;Overige sectoren (mobiele bronnen);2002;3100;8.67;0.39;3.1;0.02;66.3;41.0;0.01;3.2;3.05
629;Overige sectoren (mobiele bronnen);2003;3100;8.16;0.37;3.0;0.02;64.7;38.9;0.01;3.03;2.88
630;Overige sectoren (mobiele bronnen);2004;3100;7.84;0.36;3.0;0.02;64.0;37.8;0.01;2.92;2.78
631;Overige sectoren (mobiele bronnen);2005;3100;7.68;0.35;3.1;0.02;63.9;37.5;0.01;2.88;2.74
632;Overige sectoren (mobiele bronnen);2006;3100;7.17;0.33;3.0;0.02;62.7;35.5;0.01;2.67;2.54
633;Overige sectoren (mobiele bronnen);2007;3100;6.72;0.31;2.9;0.02;61.2;34.3;0.01;2.52;2.4
634;Overige sectoren (mobiele bronnen);2008;3100;6.37;0.29;1.6;0.02;60.5;33.3;0.01;2.14;2.04
635;Overige sectoren (mobiele bronnen);2009;3000;5.96;0.27;0.7;0.02;59.5;31.8;0.01;1.86;1.77
636;Overige sectoren (mobiele bronnen);2010;2800;5.4;0.25;0.3;0.02;57.9;28.5;0.01;1.58;1.51
637;Overige sectoren (mobiele bronnen);2011;2900;5.3;0.25;0.0;0.02;58.3;28.7;0.01;1.54;1.47
638;Overige sectoren (mobiele bronnen);2012;2600;4.85;0.23;0.0;0.02;57.0;25.6;0.01;1.36;1.3
639;Overige sectoren (mobiele bronnen);2013 ;2600;4.68;0.22;0.0;0.02;56.9;24.6;0.01;1.3;1.24
640;Overige sectoren (mobiele bronnen);2014 ;2600;4.43;0.21;0.0;0.02;56.8;23.9;0.01;1.25;1.19
641;Overige sectoren (mobiele bronnen);2015 ;2500;4.06;0.19;0.0;0.02;56.1;22.0;0.01;1.13;1.07
642;Overige sectoren (mobiele bronnen);2016 ;2600;3.93;0.18;0.0;0.02;56.3;22.0;0.02;1.11;1.06
643;Overige sectoren (mobiele bronnen);2017 ;2400;3.57;0.17;0.0;0.02;54.9;20.1;0.03;1.0;0.95
644;Overige sectoren (mobiele bronnen);2018 ;2400;3.36;0.16;0.0;0.02;54.0;19.3;0.04;0.94;0.9
645;Overige sectoren (mobiele bronnen);2019 ;2300;3.09;0.14;0.0;0.02;52.4;18.0;0.05;0.86;0.82
646;Overige sectoren (mobiele bronnen);2020 ;2400;2.97;0.14;0.0;0.02;51.5;17.9;0.06;0.84;0.8
647;Overige sectoren (mobiele bronnen);2021 ;2300;2.73;0.13;0.0;0.02;49.7;16.6;0.07;0.74;0.71
