ID;ForecastInterval;Periods;TotalPopulation_1;k_0To20Years_2;k_20To65Years_3;k_65YearsAndOlder_4;k_0To20Years_5;k_20To65Years_6;k_65YearsAndOlder_7;DemographicBurden_8;LiveBirths_9;TotalFertilityRate_10;Deaths_11;LifeExpectancyMen_12;LifeExpectancyWomen_13;Immigration_14;EmigrationInclNetAdmCorrections_15;NetMigrationInclNetAdmCorr_16
34;1;2044;17825502.0;3812520.0;9446618.0;4566370.0;21.4;53.0;25.6;88.69;182569;1.75;211512;83.08;86.07;144030;127298;16732
35;1;2045;17818800.0;3805586.0;9464576.0;4548641.0;21.4;53.1;25.5;88.26;182752;1.75;212149;83.18;86.15;144053;127420;16633
36;1;2046;17811544.0;3798322.0;9477922.0;4535302.0;21.3;53.2;25.5;87.92;183079;1.75;212628;83.28;86.24;144079;127531;16548
37;1;2047;17804052.0;3791076.0;9493758.0;4519219.0;21.3;53.3;25.4;87.53;183526;1.75;213041;83.38;86.33;144113;127657;16456
38;1;2048;17796502.0;3783994.0;9514310.0;4498198.0;21.3;53.5;25.3;87.05;184065;1.75;213431;83.47;86.41;144155;127770;16385
39;1;2049;17789028.0;3777312.0;9535755.0;4475960.0;21.2;53.6;25.2;86.55;184663;1.75;213806;83.56;86.49;144186;127895;16291
40;1;2050;17781680.0;3771170.0;9553085.0;4457427.0;21.2;53.7;25.1;86.13;185294;1.75;214144;83.65;86.57;144234;128014;16220
41;1;2051;17774558.0;3765764.0;9567257.0;4441539.0;21.2;53.8;25.0;85.78;185933;1.75;214396;83.74;86.65;144276;128141;16135
42;1;2052;17767738.0;3761261.0;9576349.0;4430128.0;21.2;53.9;24.9;85.53;186557;1.75;214489;83.82;86.73;144310;128258;16052
43;1;2053;17761368.0;3757858.0;9583381.0;4420126.0;21.2;54.0;24.9;85.33;187143;1.75;214392;83.9;86.81;144319;128363;15956
44;1;2054;17755578.0;3755699.0;9589935.0;4409946.0;21.2;54.0;24.8;85.14;187674;1.75;214077;83.99;86.89;144361;128481;15880
45;1;2055;17750568.0;3754877.0;9593567.0;4402120.0;21.2;54.0;24.8;85.02;188134;1.75;213526;84.07;86.97;144368;128572;15796
46;1;2056;17746478.0;3755416.0;9589610.0;4401450.0;21.2;54.0;24.8;85.05;188512;1.75;212742;84.16;87.05;144409;128659;15750
47;1;2057;17743500.0;3757280.0;9584436.0;4401787.0;21.2;54.0;24.8;85.12;188799;1.75;211754;84.24;87.12;144424;128748;15676
48;1;2058;17741732.0;3760325.0;9580352.0;4401055.0;21.2;54.0;24.8;85.18;188992;1.75;210579;84.32;87.2;144433;128807;15626
49;1;2059;17741280.0;3764430.0;9576355.0;4400494.0;21.2;54.0;24.8;85.26;189088;1.75;209226;84.4;87.28;144439;128864;15575
50;1;2060;17742224.0;3769371.0;9571082.0;4401769.0;21.2;53.9;24.8;85.37;189088;1.75;207707;84.48;87.35;144439;128861;15578
51;2;2010;;;;;;;;;173792;1.63;125046;78.05;81.94;122247;106871;2615
52;2;2011;16620070.0;3900780.0;10124504.0;2585341.0;23.4;60.9;15.5;63.98;169619;1.6;123386;77.93;81.77;117620;104546;-3145
53;2;2012;16657380.0;3870025.0;10071130.0;2694202.0;23.2;60.4;16.1;64.96;166144;1.57;122438;77.88;81.68;111313;102866;-10052
54;2;2013;16684721.0;3837595.0;10019350.0;2790198.0;22.9;59.9;16.6;65.8;163888;1.56;121802;77.86;81.63;103897;102854;-17623
55;2;2014;16702428.0;3804012.0;9975512.0;2870522.0;22.7;59.6;17.0;66.45;162350;1.54;121328;77.87;81.59;98179;103218;-25365
56;2;2015;16707684.0;3766965.0;9936226.0;2941642.0;22.4;59.2;17.4;66.93;161570;1.52;121290;77.89;81.57;95055;103265;-29485
57;2;2016;16713123.0;3736621.0;9888927.0;3004356.0;22.2;58.9;17.7;67.37;160518;1.5;121667;77.93;81.54;93000;102975;-31920
58;2;2017;16709317.0;3707015.0;9838223.0;3068141.0;22.0;58.5;18.0;67.86;159891;1.49;122564;77.97;81.53;91681;101988;-33402
59;2;2018;16699944.0;3673491.0;9788489.0;3133261.0;21.8;58.2;18.4;68.36;158610;1.47;123596;78.01;81.52;90838;100820;-33771
60;2;2019;16689446.0;3631164.0;9745175.0;3191181.0;21.5;57.9;18.6;68.76;157825;1.46;124605;78.05;81.5;90263;100091;-33114
61;2;2020;16684974.0;3587228.0;9704784.0;3238082.0;21.2;57.5;18.9;69.12;156543;1.45;125808;78.08;81.49;89768;99249;-32840
62;2;2021;16668374.0;3536841.0;9664596.0;3295081.0;20.9;57.2;19.2;69.42;155630;1.44;127206;78.11;81.48;89300;97933;-31995
63;2;2022;16661880.0;3492486.0;9620009.0;3351074.0;20.7;56.8;19.5;69.81;154561;1.43;129122;78.13;81.47;88713;97022;-30897
64;2;2023;16653995.0;3455637.0;9575287.0;3405729.0;20.5;56.5;19.7;70.3;153780;1.42;130969;78.15;81.46;88132;96185;-30759
65;2;2024;16625860.0;3413361.0;9513547.0;3453735.0;20.2;56.1;20.0;70.8;152465;1.41;132531;78.16;81.44;87558;94994;-30194
66;2;2025;16588839.0;3374898.0;9443614.0;3513649.0;20.0;55.6;20.3;71.42;151759;1.4;133982;78.17;81.43;87021;93652;-28728
67;2;2026;16584328.0;3347603.0;9380614.0;3562984.0;19.8;55.1;20.6;72.17;150605;1.39;135618;78.18;81.42;86538;92625;-27632
68;2;2027;16568340.0;3325909.0;9306815.0;3625247.0;19.7;54.6;20.9;73.08;150297;1.38;137231;78.19;81.41;86078;91972;-26207
69;2;2028;16555090.0;3295506.0;9233729.0;3683706.0;19.6;54.1;21.1;74.08;149859;1.37;139034;78.19;81.39;85693;91652;-24886
70;2;2029;16532122.0;3265724.0;9156023.0;3741750.0;19.4;53.6;21.5;75.1;149605;1.36;140802;78.19;81.38;85381;91005;-23944
71;2;2030;16498045.0;3239396.0;9076179.0;3795604.0;19.2;53.2;21.7;76.0;148878;1.36;143293;78.2;81.37;85143;90695;-23680
72;2;2031;16465763.0;3203472.0;8996374.0;3838517.0;19.1;52.7;22.0;76.83;147944;1.35;145911;78.2;81.37;84933;90422;-23921
73;2;2032;16418192.0;3182283.0;8922326.0;3870830.0;18.9;52.2;22.2;77.77;146970;1.34;148363;78.21;81.36;84802;89635;-24509
74;2;2033;16368758.0;3165635.0;8844981.0;3898465.0;18.9;51.8;22.3;78.46;146224;1.33;150713;78.22;81.36;84750;88636;-24542
75;2;2034;16332640.0;3154119.0;8766417.0;3925937.0;18.8;51.4;22.5;79.19;144720;1.32;153283;78.23;81.36;84745;87987;-24708
76;2;2035;16279492.0;3138333.0;8681996.0;3956383.0;18.7;51.0;22.7;80.05;143182;1.31;156114;78.25;81.36;84902;87416;-25139
77;2;2036;16223860.0;3124796.0;8612853.0;3976799.0;18.6;50.6;22.8;80.71;141003;1.31;158467;78.27;81.37;85058;87119;-24557
78;2;2037;16166820.0;3097097.0;8545864.0;3996789.0;18.6;50.2;22.9;81.03;138577;1.3;161141;78.29;81.38;85222;86981;-23267
79;2;2038;16106308.0;3081721.0;8498296.0;3995362.0;18.5;50.1;23.0;81.05;136357;1.29;163904;78.32;81.39;85360;86852;-22494
80;2;2039;16039381.0;3048986.0;8463898.0;3990676.0;18.4;50.0;22.8;81.12;134131;1.28;166821;78.35;81.41;85527;86828;-21762
81;2;2040;15980025.0;3026686.0;8442613.0;3961858.0;18.3;49.9;22.7;80.75;132839;1.28;168648;78.39;81.43;85681;86812;-21786
82;2;2041;15922512.0;3004776.0;8421053.0;3923774.0;18.2;49.9;22.5;80.32;131454;1.27;169706;78.42;81.45;85793;86659;-21841
83;2;2042;15831763.0;2993704.0;8407065.0;3896002.0;18.2;50.0;22.3;79.99;130326;1.26;170488;78.46;81.47;85887;86428;-22415
84;2;2043;15759641.0;2969009.0;8396394.0;3865977.0;18.1;50.0;22.1;79.32;129225;1.26;171784;78.49;81.49;85952;86224;-22753
85;2;2044;15711374.0;2953349.0;8384709.0;3822965.0;18.1;50.1;22.0;78.75;127423;1.25;172922;78.53;81.51;85993;86176;-23112
86;2;2045;15671172.0;2929779.0;8357751.0;3787110.0;18.0;50.1;21.9;78.18;125668;1.24;173806;78.56;81.53;86013;86178;-22586
87;2;2046;15607654.0;2894150.0;8319683.0;3758037.0;17.9;50.2;21.6;77.62;124378;1.24;174663;78.6;81.56;86039;86417;-22181
88;2;2047;15571757.0;2865574.0;8305817.0;3728649.0;17.8;50.3;21.4;77.4;123635;1.23;175218;78.63;81.58;86071;86514;-21606
89;2;2048;15485964.0;2840087.0;8294135.0;3681038.0;17.7;50.3;21.3;76.75;123360;1.22;176041;78.66;81.6;86111;86736;-21291
90;2;2049;15416347.0;2815228.0;8274444.0;3632177.0;17.6;50.5;21.1;75.8;122432;1.22;175850;78.69;81.62;86139;86780;-20558
91;2;2050;15299601.0;2792274.0;8260879.0;3589899.0;17.4;50.5;20.9;75.25;121686;1.21;176157;78.72;81.64;86184;86476;-18888
92;2;2051;15222516.0;2751415.0;8250615.0;3562092.0;17.3;50.6;20.7;75.01;120741;1.2;175302;78.74;81.66;86227;86059;-18159
93;2;2052;15157425.0;2710460.0;8236878.0;3520701.0;17.2;50.5;20.6;74.84;120201;1.2;174843;78.77;81.68;86268;85524;-17649
94;2;2053;15094226.0;2669104.0;8213798.0;3492058.0;17.1;50.6;20.7;74.44;119266;1.19;173336;78.8;81.7;86284;84913;-17037
95;2;2054;15009749.0;2635083.0;8190798.0;3474182.0;17.0;50.6;20.5;74.17;118379;1.19;173114;78.82;81.72;86337;84384;-17106
96;2;2055;14929195.0;2617295.0;8168179.0;3462848.0;16.9;50.6;20.3;73.78;116977;1.18;172348;78.85;81.75;86344;83360;-17688
97;2;2056;14872870.0;2613963.0;8133256.0;3445063.0;16.8;50.5;20.4;73.72;115305;1.17;172050;78.88;81.77;86391;82798;-17278
98;2;2057;14783077.0;2598966.0;8094379.0;3433696.0;16.8;50.4;20.3;73.92;114445;1.17;171549;78.9;81.79;86401;83358;-17370
99;2;2058;14722559.0;2573116.0;8051172.0;3433837.0;16.7;50.4;20.3;73.73;112769;1.16;172072;78.93;81.81;86419;84081;-16768
100;2;2059;14677780.0;2561127.0;8004827.0;3438978.0;16.6;50.3;20.3;73.57;111508;1.16;172810;78.96;81.83;86426;84500;-15596
101;2;2060;14612650.0;2537747.0;7971974.0;3428138.0;16.5;50.3;20.3;73.65;111971;1.15;173885;78.98;81.85;86459;84068;-16885
102;3;2010;;;;;;;;;190021;1.92;147291;79.59;83.48;175249;137999;63690
103;3;2011;16685514.0;3922138.0;10171662.0;2603614.0;23.5;61.0;15.6;64.24;191638;1.93;151851;80.11;83.95;187731;144147;74458
104;3;2012;16805680.0;3916930.0;10177955.0;2733136.0;23.4;60.6;16.3;65.58;193484;1.94;156291;80.54;84.35;195470;149485;79791
105;3;2013;16926240.0;3916620.0;10195855.0;2854796.0;23.2;60.3;17.0;66.83;195099;1.96;160540;80.94;84.71;198338;153671;76984
106;3;2014;17055598.0;3916340.0;10223426.0;2962561.0;23.1;60.1;17.6;67.89;197366;1.97;163684;81.31;85.04;200632;158750;75242
107;3;2015;17174888.0;3920214.0;10259656.0;3062627.0;23.0;59.9;18.1;68.84;199880;1.98;167219;81.67;85.34;203928;162855;74527
108;3;2016;17288322.0;3930394.0;10285507.0;3156487.0;22.9;59.7;18.6;69.84;203167;1.99;169906;82.0;85.62;207136;165562;74473
109;3;2017;17409530.0;3943685.0;10322093.0;3246961.0;22.8;59.6;19.1;70.82;206443;2.01;173800;82.33;85.88;210155;167791;75577
110;3;2018;17536936.0;3956251.0;10350555.0;3344242.0;22.8;59.4;19.6;71.92;209501;2.02;176793;82.63;86.14;212986;170592;76309
111;3;2019;17652264.0;3971805.0;10390907.0;3439224.0;22.7;59.3;20.1;72.83;212415;2.03;179988;82.92;86.37;215533;171678;76694
112;3;2020;17774160.0;3981246.0;10429311.0;3534530.0;22.7;59.1;20.6;73.78;214730;2.04;182751;83.19;86.6;217722;172756;76304
113;3;2021;17896718.0;3991919.0;10464740.0;3630585.0;22.6;59.0;21.0;74.78;217064;2.05;185901;83.45;86.82;219530;174018;76436
114;3;2022;18015110.0;4012192.0;10490917.0;3729046.0;22.5;58.9;21.5;75.91;219533;2.07;189543;83.69;87.02;220887;175274;75705
115;3;2023;18137262.0;4026472.0;10522147.0;3829941.0;22.5;58.7;22.0;77.12;222277;2.08;192831;83.91;87.22;221974;175495;75391
116;3;2024;18251296.0;4051763.0;10551958.0;3931350.0;22.5;58.5;22.5;78.33;224412;2.09;196363;84.13;87.41;222850;176747;75094
117;3;2025;18374482.0;4082765.0;10561836.0;4034969.0;22.5;58.3;23.1;79.76;225730;2.1;200197;84.34;87.59;223579;177835;74981
118;3;2026;18490244.0;4117295.0;10563497.0;4131301.0;22.6;58.1;23.6;81.34;226961;2.11;204459;84.53;87.77;224226;178349;74480
119;3;2027;18604620.0;4156813.0;10550189.0;4235305.0;22.8;57.8;24.1;83.05;228247;2.12;208691;84.72;87.94;224765;178984;74192
120;3;2028;18728330.0;4198925.0;10536346.0;4338705.0;22.9;57.4;24.7;84.76;229237;2.13;212602;84.9;88.11;225262;178831;74310
121;3;2029;18837860.0;4251844.0;10536876.0;4443325.0;23.0;57.1;25.2;86.41;230415;2.13;216603;85.08;88.27;225732;179231;74199
122;3;2030;18950112.0;4289892.0;10515992.0;4548470.0;23.2;56.8;25.7;88.12;231498;2.14;220422;85.26;88.43;226161;179288;74527
123;3;2031;19047446.0;4343694.0;10509758.0;4638406.0;23.3;56.5;26.2;89.9;232982;2.15;224840;85.43;88.59;226528;179943;74391
124;3;2032;19162664.0;4391525.0;10488474.0;4722940.0;23.4;56.3;26.6;91.52;233982;2.16;228325;85.6;88.75;226921;180005;74591
125;3;2033;19269818.0;4432798.0;10502752.0;4801122.0;23.6;56.0;27.0;92.9;234688;2.17;232709;85.76;88.91;227362;180503;74616
126;3;2034;19371710.0;4469621.0;10513995.0;4882727.0;23.7;55.8;27.5;94.38;235057;2.18;235094;85.93;89.06;227812;181301;74749
127;3;2035;19455708.0;4502527.0;10517471.0;4967836.0;23.8;55.5;27.9;96.13;235479;2.18;237749;86.1;89.22;228340;182896;75137
128;3;2036;19532314.0;4530933.0;10514609.0;5052870.0;23.9;55.3;28.3;97.63;235116;2.19;239803;86.27;89.37;228819;183980;75345
129;3;2037;19621436.0;4545826.0;10525012.0;5130863.0;24.0;55.2;28.6;99.01;235621;2.2;242037;86.44;89.53;229270;184921;75057
130;3;2038;19700782.0;4574017.0;10556726.0;5187353.0;24.0;55.2;28.9;99.58;235373;2.21;244758;86.62;89.69;229672;186327;75218
131;3;2039;19783818.0;4597281.0;10584325.0;5218098.0;24.1;55.2;29.0;100.1;236115;2.21;246576;86.79;89.85;230068;186749;75218
132;3;2040;19885034.0;4626444.0;10648627.0;5236419.0;24.1;55.3;29.0;100.3;236793;2.22;248270;86.96;90.0;230416;186612;74933
133;3;2041;19946422.0;4652386.0;10715141.0;5243896.0;24.2;55.5;29.1;100.3;238120;2.23;248175;87.13;90.16;230708;186867;74600
134;3;2042;20042944.0;4662979.0;10784058.0;5262291.0;24.2;55.6;29.2;100.1;239634;2.24;248900;87.3;90.31;230968;186747;74389
135;3;2043;20129356.0;4687100.0;10855949.0;5263565.0;24.3;55.8;29.2;99.98;241093;2.24;250563;87.47;90.47;231183;187083;74125
136;3;2044;20231470.0;4708284.0;10908083.0;5269100.0;24.3;55.9;29.2;99.71;242630;2.25;252567;87.64;90.62;231346;188371;73852
137;3;2045;20322568.0;4714314.0;10962871.0;5261817.0;24.4;56.1;29.2;99.5;244705;2.26;252993;87.81;90.77;231486;189053;73151
138;3;2046;20387596.0;4731508.0;11030376.0;5269237.0;24.4;56.3;29.3;99.09;246587;2.26;252160;87.97;90.92;231626;189234;72464
139;3;2047;20491136.0;4755055.0;11106110.0;5273647.0;24.5;56.4;29.2;98.91;249362;2.27;252390;88.13;91.07;231770;190530;71421
140;3;2048;20587116.0;4780138.0;11172057.0;5277048.0;24.5;56.6;29.2;98.61;251966;2.28;252476;88.28;91.22;231910;191908;69775
141;3;2049;20648542.0;4803258.0;11232733.0;5273133.0;24.6;56.9;29.1;98.05;255473;2.28;252562;88.43;91.36;232024;192001;68365
142;3;2050;20754052.0;4837347.0;11297123.0;5274545.0;24.6;57.1;29.1;97.85;258247;2.29;252537;88.58;91.51;232139;193218;67444
143;3;2051;20837248.0;4875084.0;11361715.0;5294023.0;24.7;57.1;29.0;97.67;260320;2.29;253007;88.73;91.64;232243;195274;66487
144;3;2052;20941848.0;4895069.0;11420715.0;5307618.0;24.7;57.2;29.1;97.82;262022;2.3;254489;88.87;91.78;232336;194909;66485
145;3;2053;21011806.0;4922051.0;11419174.0;5338321.0;24.8;57.3;29.1;97.81;264320;2.31;255586;89.01;91.92;232405;195864;66810
146;3;2054;21047840.0;4929542.0;11419495.0;5349358.0;24.9;57.4;29.1;97.75;268016;2.31;255204;89.15;92.06;232505;194982;66719
147;3;2055;21089164.0;4971025.0;11424477.0;5339158.0;25.0;57.5;29.1;97.73;271070;2.32;253505;89.3;92.19;232559;196663;65939
148;3;2056;21249660.0;5004399.0;11434951.0;5333704.0;25.1;57.6;29.2;98.08;273453;2.33;251494;89.44;92.33;232651;197419;65822
149;3;2057;21332584.0;5023151.0;11462917.0;5334272.0;25.2;57.5;29.4;98.26;275105;2.33;249802;89.57;92.46;232703;199170;64755
150;3;2058;21387560.0;5053752.0;11476908.0;5379917.0;25.3;57.6;29.5;98.58;277565;2.34;249411;89.71;92.59;232755;198785;62986
151;3;2059;21431152.0;5100961.0;11508026.0;5368529.0;25.4;57.6;29.5;98.77;279588;2.34;247346;89.85;92.72;232784;198433;61633
152;3;2060;21516408.0;5150087.0;11541117.0;5376062.0;25.5;57.6;29.6;98.84;280982;2.35;246307;89.98;92.85;232812;198481;60232
153;4;2010;;;;;;;;;177784;1.7;130238;78.44;82.33;135151;112674;16326
154;4;2011;16636645.0;3905845.0;10135241.0;2590237.0;23.5;60.9;15.6;64.05;174688;1.68;129644;78.48;82.33;133970;111781;14942
155;4;2012;16691725.0;3881525.0;10096250.0;2704798.0;23.2;60.4;16.2;65.13;172854;1.67;129491;78.55;82.36;130307;111288;10725
156;4;2013;16738880.0;3857608.0;10059047.0;2808241.0;23.0;60.0;16.7;66.07;171944;1.66;129725;78.64;82.41;124570;111983;4287
157;4;2014;16778230.0;3833184.0;10031356.0;2895516.0;22.8;59.7;17.2;66.82;171276;1.65;130123;78.74;82.47;119970;113152;-1915
158;4;2015;16816144.0;3807172.0;10004622.0;2975342.0;22.6;59.4;17.6;67.44;170824;1.64;130950;78.85;82.52;117595;113850;-5133
159;4;2016;16846156.0;3784711.0;9973471.0;3047456.0;22.4;59.1;17.9;68.06;170620;1.63;132241;78.96;82.58;116023;114080;-6939
160;4;2017;16875100.0;3764095.0;9944602.0;3113747.0;22.2;58.8;18.3;68.64;170729;1.62;133815;79.07;82.63;115019;113787;-7780
161;4;2018;16895750.0;3740080.0;9911090.0;3186942.0;22.0;58.4;18.7;69.33;170687;1.61;135295;79.18;82.69;114414;113592;-8067
162;4;2019;16918964.0;3712098.0;9884894.0;3254299.0;21.8;58.2;19.0;69.88;170950;1.61;136811;79.28;82.74;114021;113312;-7932
163;4;2020;16937780.0;3683054.0;9857142.0;3322350.0;21.6;57.9;19.3;70.42;171236;1.6;138543;79.38;82.79;113580;113177;-7554
164;4;2021;16957424.0;3648759.0;9834253.0;3391622.0;21.4;57.6;19.7;70.86;171401;1.6;140293;79.46;82.83;113048;112732;-7401
165;4;2022;16971964.0;3618525.0;9798990.0;3459511.0;21.2;57.4;20.0;71.45;171508;1.59;142161;79.54;82.87;112315;112252;-7124
166;4;2023;16984160.0;3588633.0;9762103.0;3530231.0;21.0;57.1;20.4;72.08;171532;1.59;144172;79.61;82.91;111577;111612;-6732
167;4;2024;16998330.0;3563731.0;9717588.0;3600016.0;20.8;56.7;20.7;72.76;171637;1.58;146351;79.67;82.95;110831;110886;-6703
168;4;2025;17016460.0;3545434.0;9666452.0;3672189.0;20.7;56.3;21.1;73.61;171493;1.58;148807;79.73;82.99;110117;110019;-6523
169;4;2026;17020016.0;3537908.0;9607880.0;3743630.0;20.6;55.9;21.4;74.53;171079;1.57;151097;79.79;83.03;109468;109217;-5683
170;4;2027;17033924.0;3529054.0;9542544.0;3815576.0;20.5;55.5;21.7;75.56;170591;1.57;153320;79.84;83.06;108852;108482;-5500
171;4;2028;17032680.0;3518700.0;9467639.0;3883727.0;20.4;55.0;22.1;76.69;169938;1.56;155818;79.89;83.09;108305;107580;-5108
172;4;2029;17040310.0;3506709.0;9402288.0;3948763.0;20.4;54.5;22.4;77.78;169536;1.56;158705;79.94;83.13;107828;106824;-4615
173;4;2030;17040064.0;3497299.0;9330758.0;4017821.0;20.3;54.1;22.8;78.92;168968;1.55;162004;79.98;83.16;107420;106383;-4334
174;4;2031;17017176.0;3493051.0;9267719.0;4070471.0;20.3;53.7;23.1;80.01;168336;1.55;165158;80.03;83.2;107062;105974;-4312
175;4;2032;16996760.0;3487245.0;9204722.0;4115146.0;20.2;53.3;23.3;80.86;167091;1.55;167427;80.08;83.23;106816;105468;-3640
176;4;2033;16996156.0;3480867.0;9148518.0;4162649.0;20.2;52.9;23.5;81.68;166111;1.54;169563;80.13;83.27;106674;104983;-3173
177;4;2034;16968660.0;3476427.0;9085264.0;4206904.0;20.2;52.5;23.8;82.5;164914;1.54;171412;80.18;83.31;106584;104724;-2695
178;4;2035;16955224.0;3471040.0;9013101.0;4251895.0;20.1;52.2;24.1;83.6;163683;1.53;173973;80.24;83.35;106635;104298;-1934
179;4;2036;16941250.0;3460496.0;8947315.0;4287683.0;20.1;51.8;24.3;84.58;161893;1.53;176954;80.3;83.4;106690;103847;-1123
180;4;2037;16897616.0;3444150.0;8896749.0;4313577.0;20.0;51.5;24.4;85.23;160285;1.53;179630;80.36;83.44;106769;103423;-685
181;4;2038;16857476.0;3439006.0;8852356.0;4323861.0;20.0;51.4;24.5;85.62;158375;1.52;182426;80.42;83.49;106856;103279;-498
182;4;2039;16819196.0;3421988.0;8832127.0;4319492.0;20.0;51.3;24.5;85.47;156923;1.52;184275;80.49;83.55;106965;102890;-50
183;4;2040;16779456.0;3410253.0;8817619.0;4313398.0;19.9;51.3;24.4;85.27;155373;1.52;186193;80.56;83.6;107048;102372;-29
