ID;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;Bevolking_1
2508;Totaal mannen en vrouwen;5 jaar;Verweduwd;1983;
2509;Totaal mannen en vrouwen;5 jaar;Verweduwd;1984;
2510;Totaal mannen en vrouwen;5 jaar;Verweduwd;1985;
2511;Totaal mannen en vrouwen;5 jaar;Verweduwd;1986;
2512;Totaal mannen en vrouwen;5 jaar;Verweduwd;1987;
2513;Totaal mannen en vrouwen;5 jaar;Verweduwd;1988;
2514;Totaal mannen en vrouwen;5 jaar;Verweduwd;1989;
2515;Totaal mannen en vrouwen;5 jaar;Verweduwd;1990;
2516;Totaal mannen en vrouwen;5 jaar;Verweduwd;1991;
2517;Totaal mannen en vrouwen;5 jaar;Verweduwd;1992;
2518;Totaal mannen en vrouwen;5 jaar;Verweduwd;1993;
2519;Totaal mannen en vrouwen;5 jaar;Verweduwd;1994;
2520;Totaal mannen en vrouwen;5 jaar;Verweduwd;1995;
2521;Totaal mannen en vrouwen;5 jaar;Verweduwd;1996;
2522;Totaal mannen en vrouwen;5 jaar;Verweduwd;1997;
2523;Totaal mannen en vrouwen;5 jaar;Verweduwd;1998;
2524;Totaal mannen en vrouwen;5 jaar;Verweduwd;1999;
2525;Totaal mannen en vrouwen;5 jaar;Verweduwd;2000;
2526;Totaal mannen en vrouwen;5 jaar;Verweduwd;2001;
2527;Totaal mannen en vrouwen;5 jaar;Verweduwd;2002;
2528;Totaal mannen en vrouwen;5 jaar;Verweduwd;2003;
2529;Totaal mannen en vrouwen;5 jaar;Verweduwd;2004;
2530;Totaal mannen en vrouwen;5 jaar;Verweduwd;2005;
2531;Totaal mannen en vrouwen;5 jaar;Verweduwd;2006;
2532;Totaal mannen en vrouwen;5 jaar;Verweduwd;2007;
2533;Totaal mannen en vrouwen;5 jaar;Verweduwd;2008;
2534;Totaal mannen en vrouwen;5 jaar;Verweduwd;2009;
2535;Totaal mannen en vrouwen;5 jaar;Verweduwd;2010;
2536;Totaal mannen en vrouwen;5 jaar;Verweduwd;2011;
2537;Totaal mannen en vrouwen;5 jaar;Verweduwd;2012;
2538;Totaal mannen en vrouwen;5 jaar;Verweduwd;2013;
2539;Totaal mannen en vrouwen;5 jaar;Verweduwd;2014;
2540;Totaal mannen en vrouwen;5 jaar;Verweduwd;2015;
2541;Totaal mannen en vrouwen;5 jaar;Verweduwd;2016;
2542;Totaal mannen en vrouwen;5 jaar;Verweduwd;2017;
2543;Totaal mannen en vrouwen;5 jaar;Verweduwd;2018;
2544;Totaal mannen en vrouwen;5 jaar;Verweduwd;2019;
2545;Totaal mannen en vrouwen;5 jaar;Verweduwd;2020;
2546;Totaal mannen en vrouwen;5 jaar;Verweduwd;2021;
2547;Totaal mannen en vrouwen;5 jaar;Verweduwd;2022;
2548;Totaal mannen en vrouwen;5 jaar;Verweduwd;2023;
2549;Totaal mannen en vrouwen;5 jaar;Verweduwd;2024;
2550;Totaal mannen en vrouwen;5 jaar;Gescheiden;1950;
2551;Totaal mannen en vrouwen;5 jaar;Gescheiden;1951;
2552;Totaal mannen en vrouwen;5 jaar;Gescheiden;1952;
2553;Totaal mannen en vrouwen;5 jaar;Gescheiden;1953;
2554;Totaal mannen en vrouwen;5 jaar;Gescheiden;1954;
2555;Totaal mannen en vrouwen;5 jaar;Gescheiden;1955;
2556;Totaal mannen en vrouwen;5 jaar;Gescheiden;1956;
2557;Totaal mannen en vrouwen;5 jaar;Gescheiden;1957;
2558;Totaal mannen en vrouwen;5 jaar;Gescheiden;1958;
2559;Totaal mannen en vrouwen;5 jaar;Gescheiden;1959;
2560;Totaal mannen en vrouwen;5 jaar;Gescheiden;1960;
2561;Totaal mannen en vrouwen;5 jaar;Gescheiden;1961;
2562;Totaal mannen en vrouwen;5 jaar;Gescheiden;1962;
2563;Totaal mannen en vrouwen;5 jaar;Gescheiden;1963;
2564;Totaal mannen en vrouwen;5 jaar;Gescheiden;1964;
2565;Totaal mannen en vrouwen;5 jaar;Gescheiden;1965;
2566;Totaal mannen en vrouwen;5 jaar;Gescheiden;1966;
2567;Totaal mannen en vrouwen;5 jaar;Gescheiden;1967;
2568;Totaal mannen en vrouwen;5 jaar;Gescheiden;1968;
2569;Totaal mannen en vrouwen;5 jaar;Gescheiden;1969;
2570;Totaal mannen en vrouwen;5 jaar;Gescheiden;1970;
2571;Totaal mannen en vrouwen;5 jaar;Gescheiden;1971;
2572;Totaal mannen en vrouwen;5 jaar;Gescheiden;1972;
2573;Totaal mannen en vrouwen;5 jaar;Gescheiden;1973;
2574;Totaal mannen en vrouwen;5 jaar;Gescheiden;1974;
2575;Totaal mannen en vrouwen;5 jaar;Gescheiden;1975;
2576;Totaal mannen en vrouwen;5 jaar;Gescheiden;1976;
2577;Totaal mannen en vrouwen;5 jaar;Gescheiden;1977;
2578;Totaal mannen en vrouwen;5 jaar;Gescheiden;1978;
2579;Totaal mannen en vrouwen;5 jaar;Gescheiden;1979;
2580;Totaal mannen en vrouwen;5 jaar;Gescheiden;1980;
2581;Totaal mannen en vrouwen;5 jaar;Gescheiden;1981;
2582;Totaal mannen en vrouwen;5 jaar;Gescheiden;1982;
2583;Totaal mannen en vrouwen;5 jaar;Gescheiden;1983;
2584;Totaal mannen en vrouwen;5 jaar;Gescheiden;1984;
2585;Totaal mannen en vrouwen;5 jaar;Gescheiden;1985;
2586;Totaal mannen en vrouwen;5 jaar;Gescheiden;1986;
2587;Totaal mannen en vrouwen;5 jaar;Gescheiden;1987;
2588;Totaal mannen en vrouwen;5 jaar;Gescheiden;1988;
2589;Totaal mannen en vrouwen;5 jaar;Gescheiden;1989;
2590;Totaal mannen en vrouwen;5 jaar;Gescheiden;1990;
2591;Totaal mannen en vrouwen;5 jaar;Gescheiden;1991;
2592;Totaal mannen en vrouwen;5 jaar;Gescheiden;1992;
2593;Totaal mannen en vrouwen;5 jaar;Gescheiden;1993;
2594;Totaal mannen en vrouwen;5 jaar;Gescheiden;1994;
2595;Totaal mannen en vrouwen;5 jaar;Gescheiden;1995;
2596;Totaal mannen en vrouwen;5 jaar;Gescheiden;1996;
2597;Totaal mannen en vrouwen;5 jaar;Gescheiden;1997;
2598;Totaal mannen en vrouwen;5 jaar;Gescheiden;1998;
2599;Totaal mannen en vrouwen;5 jaar;Gescheiden;1999;
2600;Totaal mannen en vrouwen;5 jaar;Gescheiden;2000;
2601;Totaal mannen en vrouwen;5 jaar;Gescheiden;2001;
2602;Totaal mannen en vrouwen;5 jaar;Gescheiden;2002;
2603;Totaal mannen en vrouwen;5 jaar;Gescheiden;2003;
2604;Totaal mannen en vrouwen;5 jaar;Gescheiden;2004;
2605;Totaal mannen en vrouwen;5 jaar;Gescheiden;2005;
2606;Totaal mannen en vrouwen;5 jaar;Gescheiden;2006;
2607;Totaal mannen en vrouwen;5 jaar;Gescheiden;2007;
2608;Totaal mannen en vrouwen;5 jaar;Gescheiden;2008;
2609;Totaal mannen en vrouwen;5 jaar;Gescheiden;2009;
2610;Totaal mannen en vrouwen;5 jaar;Gescheiden;2010;
2611;Totaal mannen en vrouwen;5 jaar;Gescheiden;2011;
2612;Totaal mannen en vrouwen;5 jaar;Gescheiden;2012;
2613;Totaal mannen en vrouwen;5 jaar;Gescheiden;2013;
2614;Totaal mannen en vrouwen;5 jaar;Gescheiden;2014;
2615;Totaal mannen en vrouwen;5 jaar;Gescheiden;2015;
2616;Totaal mannen en vrouwen;5 jaar;Gescheiden;2016;
2617;Totaal mannen en vrouwen;5 jaar;Gescheiden;2017;
2618;Totaal mannen en vrouwen;5 jaar;Gescheiden;2018;
2619;Totaal mannen en vrouwen;5 jaar;Gescheiden;2019;
2620;Totaal mannen en vrouwen;5 jaar;Gescheiden;2020;
2621;Totaal mannen en vrouwen;5 jaar;Gescheiden;2021;
2622;Totaal mannen en vrouwen;5 jaar;Gescheiden;2022;
2623;Totaal mannen en vrouwen;5 jaar;Gescheiden;2023;
2624;Totaal mannen en vrouwen;5 jaar;Gescheiden;2024;
2625;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1950;195891.0
2626;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1951;203876.0
2627;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1952;192007.0
2628;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1953;267308.0
2629;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1954;253484.0
2630;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1955;236491.0
2631;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1956;226694.0
2632;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1957;219784.0
2633;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1958;217933.0
2634;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1959;223832.0
2635;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1960;221032.0
2636;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1961;221843.0
2637;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1962;222465.0
2638;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1963;226212.0
2639;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1964;228906.0
2640;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1965;231614.0
2641;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1966;237083.0
2642;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1967;234318.0
2643;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1968;242633.0
2644;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1969;241162.0
2645;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1970;245151.0
2646;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1971;247048.0
2647;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1972;241986.0
2648;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1973;237034.0
2649;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1974;236881.0
2650;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1975;236564.0
2651;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1976;248763.0
2652;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1977;240805.0
2653;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1978;229089.0
2654;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1979;216670.0
2655;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1980;198642.0
2656;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1981;190634.0
2657;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1982;181659.0
2658;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1983;179262.0
2659;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1984;175379.0
2660;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1985;177153.0
2661;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1986;176444.0
2662;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1987;182078.0
2663;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1988;179279.0
2664;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1989;173419.0
2665;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1990;172457.0
2666;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1991;177419.0
2667;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1992;181751.0
2668;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1993;187782.0
2669;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1994;190132.0
2670;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1995;189858.0
2671;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1996;192334.0
2672;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1997;200966.0
2673;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1998;201177.0
2674;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;1999;199178.0
2675;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2000;197980.0
2676;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2001;199270.0
2677;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2002;194624.0
2678;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2003;194321.0
2679;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2004;195772.0
2680;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2005;201548.0
2681;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2006;202330.0
2682;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2007;206442.0
2683;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2008;202601.0
2684;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2009;200712.0
2685;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2010;199894.0
2686;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2011;193449.0
2687;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2012;187772.0
2688;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2013;185741.0
2689;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2014;182612.0
2690;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2015;186121.0
2691;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2016;186527.0
2692;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2017;186849.0
2693;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2018;183075.0
2694;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2019;180043.0
2695;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2020;176215.0
2696;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2021;180140.0
2697;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2022;176234.0
2698;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2023;179388.0
2699;Totaal mannen en vrouwen;6 jaar;Totaal burgerlijke staat;2024;177334.0
2700;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1950;195891.0
2701;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1951;203876.0
2702;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1952;192007.0
2703;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1953;267308.0
2704;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1954;253484.0
2705;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1955;236491.0
2706;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1956;226694.0
2707;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1957;219784.0
2708;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1958;217933.0
2709;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1959;223832.0
2710;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1960;221032.0
2711;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1961;221843.0
2712;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1962;222465.0
2713;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1963;226212.0
2714;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1964;228906.0
2715;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1965;231614.0
2716;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1966;237083.0
2717;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1967;234318.0
2718;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1968;242633.0
2719;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1969;241162.0
2720;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1970;245151.0
2721;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1971;247048.0
2722;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1972;241986.0
2723;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1973;237034.0
2724;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1974;236881.0
2725;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1975;236564.0
2726;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1976;248763.0
2727;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1977;240805.0
2728;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1978;229089.0
2729;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1979;216670.0
2730;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1980;198642.0
2731;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1981;190634.0
2732;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1982;181659.0
2733;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1983;179262.0
2734;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1984;175379.0
2735;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1985;177153.0
2736;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1986;176444.0
2737;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1987;182078.0
2738;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1988;179279.0
2739;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1989;173419.0
2740;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1990;172457.0
2741;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1991;177419.0
2742;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1992;181751.0
2743;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1993;187782.0
2744;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1994;190132.0
2745;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1995;189858.0
2746;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1996;192334.0
2747;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1997;200966.0
2748;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1998;201177.0
2749;Totaal mannen en vrouwen;6 jaar;Ongehuwd;1999;199178.0
2750;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2000;197980.0
2751;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2001;199270.0
2752;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2002;194624.0
2753;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2003;194321.0
2754;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2004;195772.0
2755;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2005;201548.0
2756;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2006;202330.0
2757;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2007;206442.0
2758;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2008;202601.0
2759;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2009;200712.0
2760;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2010;199894.0
2761;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2011;193449.0
2762;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2012;187772.0
2763;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2013;185741.0
2764;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2014;182612.0
2765;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2015;186121.0
2766;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2016;186527.0
2767;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2017;186849.0
2768;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2018;183075.0
2769;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2019;180043.0
2770;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2020;176215.0
2771;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2021;180140.0
2772;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2022;176234.0
2773;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2023;179388.0
2774;Totaal mannen en vrouwen;6 jaar;Ongehuwd;2024;177334.0
2775;Totaal mannen en vrouwen;6 jaar;Gehuwd;1950;
2776;Totaal mannen en vrouwen;6 jaar;Gehuwd;1951;
2777;Totaal mannen en vrouwen;6 jaar;Gehuwd;1952;
2778;Totaal mannen en vrouwen;6 jaar;Gehuwd;1953;
2779;Totaal mannen en vrouwen;6 jaar;Gehuwd;1954;
2780;Totaal mannen en vrouwen;6 jaar;Gehuwd;1955;
2781;Totaal mannen en vrouwen;6 jaar;Gehuwd;1956;
2782;Totaal mannen en vrouwen;6 jaar;Gehuwd;1957;
2783;Totaal mannen en vrouwen;6 jaar;Gehuwd;1958;
2784;Totaal mannen en vrouwen;6 jaar;Gehuwd;1959;
2785;Totaal mannen en vrouwen;6 jaar;Gehuwd;1960;
2786;Totaal mannen en vrouwen;6 jaar;Gehuwd;1961;
2787;Totaal mannen en vrouwen;6 jaar;Gehuwd;1962;
2788;Totaal mannen en vrouwen;6 jaar;Gehuwd;1963;
2789;Totaal mannen en vrouwen;6 jaar;Gehuwd;1964;
2790;Totaal mannen en vrouwen;6 jaar;Gehuwd;1965;
2791;Totaal mannen en vrouwen;6 jaar;Gehuwd;1966;
2792;Totaal mannen en vrouwen;6 jaar;Gehuwd;1967;
2793;Totaal mannen en vrouwen;6 jaar;Gehuwd;1968;
2794;Totaal mannen en vrouwen;6 jaar;Gehuwd;1969;
2795;Totaal mannen en vrouwen;6 jaar;Gehuwd;1970;
2796;Totaal mannen en vrouwen;6 jaar;Gehuwd;1971;
2797;Totaal mannen en vrouwen;6 jaar;Gehuwd;1972;
2798;Totaal mannen en vrouwen;6 jaar;Gehuwd;1973;
2799;Totaal mannen en vrouwen;6 jaar;Gehuwd;1974;
2800;Totaal mannen en vrouwen;6 jaar;Gehuwd;1975;
2801;Totaal mannen en vrouwen;6 jaar;Gehuwd;1976;
2802;Totaal mannen en vrouwen;6 jaar;Gehuwd;1977;
2803;Totaal mannen en vrouwen;6 jaar;Gehuwd;1978;
2804;Totaal mannen en vrouwen;6 jaar;Gehuwd;1979;
2805;Totaal mannen en vrouwen;6 jaar;Gehuwd;1980;
2806;Totaal mannen en vrouwen;6 jaar;Gehuwd;1981;
2807;Totaal mannen en vrouwen;6 jaar;Gehuwd;1982;
2808;Totaal mannen en vrouwen;6 jaar;Gehuwd;1983;
2809;Totaal mannen en vrouwen;6 jaar;Gehuwd;1984;
2810;Totaal mannen en vrouwen;6 jaar;Gehuwd;1985;
2811;Totaal mannen en vrouwen;6 jaar;Gehuwd;1986;
2812;Totaal mannen en vrouwen;6 jaar;Gehuwd;1987;
2813;Totaal mannen en vrouwen;6 jaar;Gehuwd;1988;
2814;Totaal mannen en vrouwen;6 jaar;Gehuwd;1989;
2815;Totaal mannen en vrouwen;6 jaar;Gehuwd;1990;
2816;Totaal mannen en vrouwen;6 jaar;Gehuwd;1991;
2817;Totaal mannen en vrouwen;6 jaar;Gehuwd;1992;
2818;Totaal mannen en vrouwen;6 jaar;Gehuwd;1993;
2819;Totaal mannen en vrouwen;6 jaar;Gehuwd;1994;
2820;Totaal mannen en vrouwen;6 jaar;Gehuwd;1995;
2821;Totaal mannen en vrouwen;6 jaar;Gehuwd;1996;
2822;Totaal mannen en vrouwen;6 jaar;Gehuwd;1997;
2823;Totaal mannen en vrouwen;6 jaar;Gehuwd;1998;
2824;Totaal mannen en vrouwen;6 jaar;Gehuwd;1999;
2825;Totaal mannen en vrouwen;6 jaar;Gehuwd;2000;
2826;Totaal mannen en vrouwen;6 jaar;Gehuwd;2001;
2827;Totaal mannen en vrouwen;6 jaar;Gehuwd;2002;
2828;Totaal mannen en vrouwen;6 jaar;Gehuwd;2003;
2829;Totaal mannen en vrouwen;6 jaar;Gehuwd;2004;
2830;Totaal mannen en vrouwen;6 jaar;Gehuwd;2005;
2831;Totaal mannen en vrouwen;6 jaar;Gehuwd;2006;
2832;Totaal mannen en vrouwen;6 jaar;Gehuwd;2007;
2833;Totaal mannen en vrouwen;6 jaar;Gehuwd;2008;
2834;Totaal mannen en vrouwen;6 jaar;Gehuwd;2009;
2835;Totaal mannen en vrouwen;6 jaar;Gehuwd;2010;
2836;Totaal mannen en vrouwen;6 jaar;Gehuwd;2011;
2837;Totaal mannen en vrouwen;6 jaar;Gehuwd;2012;
2838;Totaal mannen en vrouwen;6 jaar;Gehuwd;2013;
2839;Totaal mannen en vrouwen;6 jaar;Gehuwd;2014;
2840;Totaal mannen en vrouwen;6 jaar;Gehuwd;2015;
2841;Totaal mannen en vrouwen;6 jaar;Gehuwd;2016;
2842;Totaal mannen en vrouwen;6 jaar;Gehuwd;2017;
2843;Totaal mannen en vrouwen;6 jaar;Gehuwd;2018;
2844;Totaal mannen en vrouwen;6 jaar;Gehuwd;2019;
2845;Totaal mannen en vrouwen;6 jaar;Gehuwd;2020;
2846;Totaal mannen en vrouwen;6 jaar;Gehuwd;2021;
2847;Totaal mannen en vrouwen;6 jaar;Gehuwd;2022;
2848;Totaal mannen en vrouwen;6 jaar;Gehuwd;2023;
2849;Totaal mannen en vrouwen;6 jaar;Gehuwd;2024;
2850;Totaal mannen en vrouwen;6 jaar;Verweduwd;1950;
2851;Totaal mannen en vrouwen;6 jaar;Verweduwd;1951;
2852;Totaal mannen en vrouwen;6 jaar;Verweduwd;1952;
2853;Totaal mannen en vrouwen;6 jaar;Verweduwd;1953;
2854;Totaal mannen en vrouwen;6 jaar;Verweduwd;1954;
2855;Totaal mannen en vrouwen;6 jaar;Verweduwd;1955;
2856;Totaal mannen en vrouwen;6 jaar;Verweduwd;1956;
2857;Totaal mannen en vrouwen;6 jaar;Verweduwd;1957;
2858;Totaal mannen en vrouwen;6 jaar;Verweduwd;1958;
2859;Totaal mannen en vrouwen;6 jaar;Verweduwd;1959;
2860;Totaal mannen en vrouwen;6 jaar;Verweduwd;1960;
2861;Totaal mannen en vrouwen;6 jaar;Verweduwd;1961;
2862;Totaal mannen en vrouwen;6 jaar;Verweduwd;1962;
2863;Totaal mannen en vrouwen;6 jaar;Verweduwd;1963;
2864;Totaal mannen en vrouwen;6 jaar;Verweduwd;1964;
2865;Totaal mannen en vrouwen;6 jaar;Verweduwd;1965;
2866;Totaal mannen en vrouwen;6 jaar;Verweduwd;1966;
2867;Totaal mannen en vrouwen;6 jaar;Verweduwd;1967;
2868;Totaal mannen en vrouwen;6 jaar;Verweduwd;1968;
2869;Totaal mannen en vrouwen;6 jaar;Verweduwd;1969;
2870;Totaal mannen en vrouwen;6 jaar;Verweduwd;1970;
2871;Totaal mannen en vrouwen;6 jaar;Verweduwd;1971;
2872;Totaal mannen en vrouwen;6 jaar;Verweduwd;1972;
2873;Totaal mannen en vrouwen;6 jaar;Verweduwd;1973;
2874;Totaal mannen en vrouwen;6 jaar;Verweduwd;1974;
2875;Totaal mannen en vrouwen;6 jaar;Verweduwd;1975;
2876;Totaal mannen en vrouwen;6 jaar;Verweduwd;1976;
2877;Totaal mannen en vrouwen;6 jaar;Verweduwd;1977;
2878;Totaal mannen en vrouwen;6 jaar;Verweduwd;1978;
2879;Totaal mannen en vrouwen;6 jaar;Verweduwd;1979;
2880;Totaal mannen en vrouwen;6 jaar;Verweduwd;1980;
2881;Totaal mannen en vrouwen;6 jaar;Verweduwd;1981;
2882;Totaal mannen en vrouwen;6 jaar;Verweduwd;1982;
2883;Totaal mannen en vrouwen;6 jaar;Verweduwd;1983;
2884;Totaal mannen en vrouwen;6 jaar;Verweduwd;1984;
